Numerator	Denominator	hsa Khan Chimpanzee RNA	hsa Khan Human RNA	hsa Khan Chimpanzee Protein	hsa Khan Human Protein
-Cardiovascular Diseases	-Cell Motility	Inf	Inf	Inf	Inf
-Metabolic Diseases	-Cell Motility	NaN	NaN	NaN	NaN
-Infectious Diseases	-Cell Motility	Inf	Inf	Inf	Inf
Not Mapped	-Cell Motility	Inf	Inf	Inf	Inf
-Not Mapped	-Cell Motility	Inf	Inf	Inf	Inf
TOTAL	-Cell Growth and Death	120.1	132.4	120	114.1
MAPPED	-Cell Growth and Death	93.6	101.8	99.25	94.95
Genetic Information Processing	-Cell Growth and Death	37.36	41.56	40.47	38.04
-Transcription	-Cell Growth and Death	4.813	5.359	5.144	4.571
-Translation	-Cell Growth and Death	12.52	17.19	11.14	10.52
-Folding, Sorting and Degradation	-Cell Growth and Death	11.77	11.52	17.59	16.5
-DNA Maintenance	-Cell Growth and Death	7.076	7.246	6.406	6.244
-RNA Family	-Cell Growth and Death	0	0	0	0
Environmental Information Processing	-Cell Growth and Death	5.687	5.667	1.839	1.813
-Signal Transduction	-Cell Growth and Death	1.479	1.435	0.8805	1.02
-Signaling Molecules and Interaction	-Cell Growth and Death	4.229	4.466	1.567	1.39
Cellular Processes	-Cell Growth and Death	11.86	12.36	10.5	9.31
-Cell structure	-Cell Growth and Death	0	0	0	0
-Crystallins	-Cell Growth and Death	0	0	0	0
-Stress Response	-Cell Growth and Death	0	0	0	0
-Vesicular Transport	-Cell Growth and Death	3.917	4.701	2.217	2.084
-Cytoskeleton	-Cell Growth and Death	5.511	5.212	6.178	5.241
-Cell Motility	-Cell Growth and Death	0	0	0	0
-Cell Growth and Death	-Cell Growth and Death	1	1	1	1
-Cell Communication	-Cell Growth and Death	1.443	1.27	2.303	2.247
Metabolism	-Cell Growth and Death	22.62	24.27	30.23	31.08
-Membrane Transport	-Cell Growth and Death	0.4788	0.4874	0.2481	0.2055
-Central Carbon Metabolism	-Cell Growth and Death	3.076	3.935	6.217	7.033
-Energy Metabolism	-Cell Growth and Death	0.8462	0.8943	2.686	2.293
-Biosynthesis	-Cell Growth and Death	4.893	5.85	6.994	7.006
-Other Enzymes	-Cell Growth and Death	13.91	13.79	15.21	16.11
Organismal Systems	-Cell Growth and Death	7.523	8.822	5.87	5.319
-Immune System	-Cell Growth and Death	4.079	5.666	2.316	2.421
-Endocrine System	-Cell Growth and Death	0.7753	0.8122	0.8314	0.6869
-Circulatory System	-Cell Growth and Death	0.2045	0.2303	0.3639	0.3308
-Digestive System	-Cell Growth and Death	0.5106	0.525	0.2403	0.2658
-Excretory System	-Cell Growth and Death	0.8801	0.7517	0.661	0.5743
-Nervous System	-Cell Growth and Death	0.791	0.7598	1.121	0.9347
-Sensory System	-Cell Growth and Death	0.07935	0.07298	0.03692	0.02128
-Development	-Cell Growth and Death	0.5564	0.5775	0.3157	0.2653
-Environmental Adaptation	-Cell Growth and Death	0.1979	0.3053	0.2542	0.1968
Human Diseases	-Cell Growth and Death	7.987	9.854	10.35	9.763
-Cancers	-Cell Growth and Death	1.457	1.522	0.8423	0.8573
-Immune System Diseases	-Cell Growth and Death	0.527	0.5901	0.3471	0.2986
-Neurodegenerative Diseases	-Cell Growth and Death	2.541	3.984	5.244	5.127
-Cardiovascular Diseases	-Cell Growth and Death	0.7784	0.6499	1.264	0.9954
-Metabolic Diseases	-Cell Growth and Death	0.1529	0.1519	0.5599	0.8519
-Infectious Diseases	-Cell Growth and Death	2.773	3.263	2.673	2.468
Not Mapped	-Cell Growth and Death	26.46	30.65	20.73	19.11
-Not Mapped	-Cell Growth and Death	26.46	30.65	20.73	19.11
TOTAL	-Cell Communication	113.2	142.7	113.3	120.9
MAPPED	-Cell Communication	88.22	109.6	93.74	100.6
Genetic Information Processing	-Cell Communication	35.28	44.78	37.45	39.62
-Transcription	-Cell Communication	4.596	5.916	4.701	4.679
-Translation	-Cell Communication	12.13	18.74	10.73	11.13
-Folding, Sorting and Degradation	-Cell Communication	11.84	12.81	17.08	17.94
-DNA Maintenance	-Cell Communication	7.251	8.358	5.918	6.061
-RNA Family	-Cell Communication	0	0	0	0
Environmental Information Processing	-Cell Communication	5.07	6.029	2.213	2.303
-Signal Transduction	-Cell Communication	1.71	1.826	0.7845	0.885
-Signaling Molecules and Interaction	-Cell Communication	3.979	4.961	1.428	1.353
Cellular Processes	-Cell Communication	12.04	13.32	12.04	12.14
-Cell structure	-Cell Communication	0	0	0	0
-Crystallins	-Cell Communication	0	0	0	0
-Stress Response	-Cell Communication	0	0	0	0
-Vesicular Transport	-Cell Communication	4.177	5.859	2.336	2.837
-Cytoskeleton	-Cell Communication	5.836	5.715	7.084	6.495
-Cell Motility	-Cell Communication	0	0	0	0
-Cell Growth and Death	-Cell Communication	1.275	1.299	1.621	1.699
-Cell Communication	-Cell Communication	1	1	1	1
Metabolism	-Cell Communication	23.31	28.81	28.74	32.6
-Membrane Transport	-Cell Communication	0.5134	0.5872	0.1923	0.2105
-Central Carbon Metabolism	-Cell Communication	2.776	4.308	7.332	8.374
-Energy Metabolism	-Cell Communication	0.9018	1.07	2.237	2.407
-Biosynthesis	-Cell Communication	5.679	7.399	7.562	8.255
-Other Enzymes	-Cell Communication	13.61	18.05	15.68	17.85
Organismal Systems	-Cell Communication	6.746	8.795	5.354	5.248
-Immune System	-Cell Communication	3.787	5.086	2.266	2.593
-Endocrine System	-Cell Communication	1.093	1.16	1.051	0.8855
-Circulatory System	-Cell Communication	0.182	0.206	0.3025	0.277
-Digestive System	-Cell Communication	0.5151	0.5937	0.1895	0.1987
-Excretory System	-Cell Communication	0.6101	0.6856	0.619	0.5758
-Nervous System	-Cell Communication	0.683	0.7776	0.6303	0.6162
-Sensory System	-Cell Communication	0.08097	0.08969	0.02637	0.01985
-Development	-Cell Communication	0.6569	0.7587	0.3033	0.28
-Environmental Adaptation	-Cell Communication	0.2141	0.3796	0.3543	0.2853
Human Diseases	-Cell Communication	8.598	11.57	11.66	11.19
-Cancers	-Cell Communication	1.338	1.448	0.868	0.9573
-Immune System Diseases	-Cell Communication	0.6463	0.7596	0.447	0.4052
-Neurodegenerative Diseases	-Cell Communication	2.934	4.834	6.096	5.975
-Cardiovascular Diseases	-Cell Communication	0.793	0.7631	1.627	1.351
-Metabolic Diseases	-Cell Communication	0.138	0.1637	0.8175	1.286
-Infectious Diseases	-Cell Communication	3.009	4.074	2.416	2.625
Not Mapped	-Cell Communication	24.94	33.03	19.58	20.25
-Not Mapped	-Cell Communication	24.94	33.03	19.58	20.25
TOTAL	Metabolism	5.472	5.91	4.276	3.885
MAPPED	Metabolism	4.266	4.542	3.537	3.234
Genetic Information Processing	Metabolism	1.727	1.875	1.419	1.251
-Transcription	Metabolism	0.2188	0.2343	0.1786	0.153
-Translation	Metabolism	0.5957	0.7864	0.4246	0.3714
-Folding, Sorting and Degradation	Metabolism	0.5823	0.5482	0.6145	0.5541
-DNA Maintenance	Metabolism	0.3477	0.3295	0.2182	0.2077
-RNA Family	Metabolism	0	0	0	0
Environmental Information Processing	Metabolism	0.2428	0.2322	0.08516	0.08135
-Signal Transduction	Metabolism	0.0764	0.06458	0.03102	0.03254
-Signaling Molecules and Interaction	Metabolism	0.1989	0.184	0.05754	0.0466
Cellular Processes	Metabolism	0.5699	0.5425	0.4429	0.3823
-Cell structure	Metabolism	0	0	0	0
-Crystallins	Metabolism	0	0	0	0
-Stress Response	Metabolism	0	0	0	0
-Vesicular Transport	Metabolism	0.1866	0.2296	0.08992	0.08704
-Cytoskeleton	Metabolism	0.271	0.2361	0.2494	0.2013
-Cell Motility	Metabolism	0	0	0	0
-Cell Growth and Death	Metabolism	0.06751	0.05694	0.06239	0.05424
-Cell Communication	Metabolism	0.06458	0.05713	0.07617	0.07144
Metabolism	Metabolism	1	1	1	1
-Membrane Transport	Metabolism	0.02811	0.02531	0.01094	0.007307
-Central Carbon Metabolism	Metabolism	0.1509	0.198	0.2824	0.2833
-Energy Metabolism	Metabolism	0.04114	0.04256	0.09147	0.0986
-Biosynthesis	Metabolism	0.2807	0.3062	0.2682	0.2564
-Other Enzymes	Metabolism	0.6276	0.62	0.5456	0.5443
Organismal Systems	Metabolism	0.3602	0.3928	0.2061	0.1876
-Immune System	Metabolism	0.2099	0.261	0.09489	0.0947
-Endocrine System	Metabolism	0.04884	0.04208	0.03981	0.02955
-Circulatory System	Metabolism	0.0106	0.01096	0.01336	0.01116
-Digestive System	Metabolism	0.02847	0.02989	0.01443	0.01436
-Excretory System	Metabolism	0.0363	0.03286	0.02345	0.01793
-Nervous System	Metabolism	0.03902	0.0349	0.03708	0.03034
-Sensory System	Metabolism	0.004586	0.00365	0.001768	0.0006552
-Development	Metabolism	0.03631	0.02748	0.01157	0.008589
-Environmental Adaptation	Metabolism	0.01127	0.01515	0.01316	0.009653
Human Diseases	Metabolism	0.4117	0.4866	0.4318	0.37
-Cancers	Metabolism	0.07419	0.05803	0.04114	0.03261
-Immune System Diseases	Metabolism	0.03095	0.03089	0.01655	0.0134
-Neurodegenerative Diseases	Metabolism	0.163	0.2268	0.2576	0.2294
-Cardiovascular Diseases	Metabolism	0.03797	0.03103	0.05826	0.04442
-Metabolic Diseases	Metabolism	0.007322	0.006908	0.03782	0.05392
-Infectious Diseases	Metabolism	0.1546	0.1722	0.09123	0.09444
Not Mapped	Metabolism	1.206	1.368	0.7389	0.6511
-Not Mapped	Metabolism	1.206	1.368	0.7389	0.6511
TOTAL	-Membrane Transport	373	454.1	710.2	691.6
MAPPED	-Membrane Transport	290.8	348.9	587.5	575.7
Genetic Information Processing	-Membrane Transport	114.3	146.2	244.2	230.2
-Transcription	-Membrane Transport	14.71	18	29.65	27.78
-Translation	-Membrane Transport	39.9	60.46	67.56	66.09
-Folding, Sorting and Degradation	-Membrane Transport	38.43	40.72	106.5	97.08
-DNA Maintenance	-Membrane Transport	22.67	25.38	37.09	34.85
-RNA Family	-Membrane Transport	0	0	0	0
Environmental Information Processing	-Membrane Transport	15.96	16.74	13.15	13.85
-Signal Transduction	-Membrane Transport	4.436	4.869	5.679	5.418
-Signaling Molecules and Interaction	-Membrane Transport	12.69	13.5	9.961	8.431
Cellular Processes	-Membrane Transport	37.32	43.59	71.58	69.49
-Cell structure	-Membrane Transport	0	0	0	0
-Crystallins	-Membrane Transport	0	0	0	0
-Stress Response	-Membrane Transport	0	0	0	0
-Vesicular Transport	-Membrane Transport	12.18	17.31	13.89	16.49
-Cytoskeleton	-Membrane Transport	18.47	18.69	42.11	34.61
-Cell Motility	-Membrane Transport	0	0	0	0
-Cell Growth and Death	-Membrane Transport	4.246	4.293	10.82	10.02
-Cell Communication	-Membrane Transport	4.333	3.804	8.566	10.93
Metabolism	-Membrane Transport	72.62	84.52	182.8	197.2
-Membrane Transport	-Membrane Transport	1	1	1	1
-Central Carbon Metabolism	-Membrane Transport	11.74	17.84	56.93	57.89
-Energy Metabolism	-Membrane Transport	2.808	3.135	13.98	14.18
-Biosynthesis	-Membrane Transport	18.9	22.62	46.84	44.92
-Other Enzymes	-Membrane Transport	39.44	43.9	91.82	95.35
Organismal Systems	-Membrane Transport	24.29	29.06	32.46	31.07
-Immune System	-Membrane Transport	13.64	18.29	14.57	17.89
-Endocrine System	-Membrane Transport	3.18	3.367	6.596	5.016
-Circulatory System	-Membrane Transport	0.5592	0.5127	1.877	1.955
-Digestive System	-Membrane Transport	2.067	2.254	2.27	2.146
-Excretory System	-Membrane Transport	1.889	1.789	4.215	3.322
-Nervous System	-Membrane Transport	2.035	1.874	5.407	4.547
-Sensory System	-Membrane Transport	0.3485	0.3026	0.1725	0.1289
-Development	-Membrane Transport	2.041	1.845	1.87	1.663
-Environmental Adaptation	-Membrane Transport	0.4132	0.6315	1.971	1.841
Human Diseases	-Membrane Transport	27.12	30.66	68.18	61.54
-Cancers	-Membrane Transport	5.116	4.623	6.471	6.432
-Immune System Diseases	-Membrane Transport	1.857	2.371	2.377	2.203
-Neurodegenerative Diseases	-Membrane Transport	8.151	11.16	31.71	34.6
-Cardiovascular Diseases	-Membrane Transport	2.536	2.22	8.464	7.825
-Metabolic Diseases	-Membrane Transport	0.3798	0.3756	5.01	10.44
-Infectious Diseases	-Membrane Transport	11.23	13.29	14.04	15.2
Not Mapped	-Membrane Transport	82.22	105.1	122.7	115.9
-Not Mapped	-Membrane Transport	82.22	105.1	122.7	115.9
TOTAL	-Central Carbon Metabolism	60.76	66.42	33.8	30.74
MAPPED	-Central Carbon Metabolism	47.37	51.05	27.96	25.59
Genetic Information Processing	-Central Carbon Metabolism	18.82	20.97	11.17	10.08
-Transcription	-Central Carbon Metabolism	2.399	2.607	1.401	1.19
-Translation	-Central Carbon Metabolism	6.319	8.539	3.134	2.831
-Folding, Sorting and Degradation	-Central Carbon Metabolism	6.329	6.063	5.094	4.564
-DNA Maintenance	-Central Carbon Metabolism	3.777	3.757	1.543	1.412
-RNA Family	-Central Carbon Metabolism	0	0	0	0
Environmental Information Processing	-Central Carbon Metabolism	3.029	3.371	0.5824	0.5043
-Signal Transduction	-Central Carbon Metabolism	0.8908	0.7959	0.216	0.2065
-Signaling Molecules and Interaction	-Central Carbon Metabolism	2.006	2.322	0.3665	0.2978
Cellular Processes	-Central Carbon Metabolism	6.644	6.679	2.986	2.601
-Cell structure	-Central Carbon Metabolism	0	0	0	0
-Crystallins	-Central Carbon Metabolism	0	0	0	0
-Stress Response	-Central Carbon Metabolism	0	0	0	0
-Vesicular Transport	-Central Carbon Metabolism	2.176	2.588	0.6477	0.6571
-Cytoskeleton	-Central Carbon Metabolism	3.16	2.916	1.618	1.261
-Cell Motility	-Central Carbon Metabolism	0	0	0	0
-Cell Growth and Death	-Central Carbon Metabolism	0.7871	0.7385	0.4054	0.3934
-Cell Communication	-Central Carbon Metabolism	0.6054	0.5604	0.4036	0.3357
Metabolism	-Central Carbon Metabolism	11.66	12.56	8.504	8.292
-Membrane Transport	-Central Carbon Metabolism	0.2043	0.206	0.05934	0.04284
-Central Carbon Metabolism	-Central Carbon Metabolism	1	1	1	1
-Energy Metabolism	-Central Carbon Metabolism	0.4698	0.515	0.5442	0.6077
-Biosynthesis	-Central Carbon Metabolism	2.897	2.996	2.266	2.1
-Other Enzymes	-Central Carbon Metabolism	7.091	7.867	4.651	4.541
Organismal Systems	-Central Carbon Metabolism	4.2	4.933	1.521	1.331
-Immune System	-Central Carbon Metabolism	2.206	3.062	0.7136	0.7149
-Endocrine System	-Central Carbon Metabolism	0.3343	0.3485	0.2076	0.1505
-Circulatory System	-Central Carbon Metabolism	0.0953	0.08799	0.09701	0.07441
-Digestive System	-Central Carbon Metabolism	0.2786	0.2711	0.07699	0.07409
-Excretory System	-Central Carbon Metabolism	0.309	0.3283	0.1544	0.1067
-Nervous System	-Central Carbon Metabolism	0.3704	0.3352	0.2271	0.1711
-Sensory System	-Central Carbon Metabolism	0.03284	0.03081	0.007216	0.003813
-Development	-Central Carbon Metabolism	0.3056	0.3307	0.09047	0.07122
-Environmental Adaptation	-Central Carbon Metabolism	0.07713	0.08812	0.04832	0.03408
Human Diseases	-Central Carbon Metabolism	3.918	4.347	2.404	2.215
-Cancers	-Central Carbon Metabolism	0.6923	0.65	0.252	0.2435
-Immune System Diseases	-Central Carbon Metabolism	0.4411	0.5047	0.09711	0.07605
-Neurodegenerative Diseases	-Central Carbon Metabolism	1.547	2.299	1.478	1.308
-Cardiovascular Diseases	-Central Carbon Metabolism	0.5412	0.5247	0.327	0.2076
-Metabolic Diseases	-Central Carbon Metabolism	0.0589	0.05481	0.2237	0.321
-Infectious Diseases	-Central Carbon Metabolism	1.511	1.488	0.5415	0.6024
Not Mapped	-Central Carbon Metabolism	13.39	15.38	5.842	5.152
-Not Mapped	-Central Carbon Metabolism	13.39	15.38	5.842	5.152
TOTAL	-Energy Metabolism	198.7	196.9	67.09	53.56
MAPPED	-Energy Metabolism	154.9	151.3	55.5	44.58
Genetic Information Processing	-Energy Metabolism	62.95	63.37	21.59	17.03
-Transcription	-Energy Metabolism	7.727	7.804	2.741	2.117
-Translation	-Energy Metabolism	21.62	26.22	6.451	5.048
-Folding, Sorting and Degradation	-Energy Metabolism	21.39	18.35	9.422	7.45
-DNA Maintenance	-Energy Metabolism	12.21	11.01	3.347	2.88
-RNA Family	-Energy Metabolism	0	0	0	0
Environmental Information Processing	-Energy Metabolism	8.289	7.921	1.353	1.023
-Signal Transduction	-Energy Metabolism	2.179	2.111	0.4912	0.4264
-Signaling Molecules and Interaction	-Energy Metabolism	6.11	5.915	0.8616	0.6635
Cellular Processes	-Energy Metabolism	20.56	18.9	6.531	5.196
-Cell structure	-Energy Metabolism	0	0	0	0
-Crystallins	-Energy Metabolism	0	0	0	0
-Stress Response	-Energy Metabolism	0	0	0	0
-Vesicular Transport	-Energy Metabolism	6.215	7.505	1.344	1.188
-Cytoskeleton	-Energy Metabolism	10.18	8.102	3.678	2.673
-Cell Motility	-Energy Metabolism	0	0	0	0
-Cell Growth and Death	-Energy Metabolism	2.34	1.861	0.9363	0.7888
-Cell Communication	-Energy Metabolism	1.891	1.652	0.9402	0.9152
Metabolism	-Energy Metabolism	36.51	39.81	17.23	16.08
-Membrane Transport	-Energy Metabolism	0.722	0.7616	0.1296	0.09715
-Central Carbon Metabolism	-Energy Metabolism	4.297	5.727	4.924	4.556
-Energy Metabolism	-Energy Metabolism	1	1	1	1
-Biosynthesis	-Energy Metabolism	10.42	10.6	4.132	3.253
-Other Enzymes	-Energy Metabolism	23.08	24.68	8.044	7.473
Organismal Systems	-Energy Metabolism	11.69	12.6	3.12	2.32
-Immune System	-Energy Metabolism	6.046	7.287	1.393	1.292
-Endocrine System	-Energy Metabolism	1.216	1.19	0.5705	0.3928
-Circulatory System	-Energy Metabolism	0.3081	0.2672	0.1783	0.1403
-Digestive System	-Energy Metabolism	0.9078	0.9772	0.1615	0.1324
-Excretory System	-Energy Metabolism	0.8738	0.7287	0.3973	0.2933
-Nervous System	-Energy Metabolism	0.9453	0.9382	0.4176	0.4076
-Sensory System	-Energy Metabolism	0.1242	0.1122	0.0243	0.01011
-Development	-Energy Metabolism	0.9735	0.8571	0.1556	0.1172
-Environmental Adaptation	-Energy Metabolism	0.3114	0.3962	0.2329	0.1321
Human Diseases	-Energy Metabolism	16.83	16.61	5.898	4.652
-Cancers	-Energy Metabolism	2.564	2.02	0.5829	0.5008
-Immune System Diseases	-Energy Metabolism	1.405	1.35	0.2037	0.1684
-Neurodegenerative Diseases	-Energy Metabolism	5.945	7.415	3.099	2.337
-Cardiovascular Diseases	-Energy Metabolism	1.724	1.356	1	0.6971
-Metabolic Diseases	-Energy Metabolism	0.2531	0.2258	0.5576	0.7358
-Infectious Diseases	-Energy Metabolism	6.493	5.764	1.623	1.173
Not Mapped	-Energy Metabolism	43.79	45.57	11.59	8.975
-Not Mapped	-Energy Metabolism	43.79	45.57	11.59	8.975
TOTAL	-Biosynthesis	26.33	27.07	20.44	21.03
MAPPED	-Biosynthesis	20.53	20.8	16.91	17.5
Genetic Information Processing	-Biosynthesis	8.058	8.463	6.846	6.763
-Transcription	-Biosynthesis	1.034	1.073	0.8684	0.8268
-Translation	-Biosynthesis	2.847	3.602	1.944	1.905
-Folding, Sorting and Degradation	-Biosynthesis	2.655	2.337	2.988	2.983
-DNA Maintenance	-Biosynthesis	1.521	1.451	1.067	1.054
-RNA Family	-Biosynthesis	0	0	0	0
Environmental Information Processing	-Biosynthesis	1.068	0.9481	0.4249	0.3828
-Signal Transduction	-Biosynthesis	0.3179	0.2678	0.1499	0.1694
-Signaling Molecules and Interaction	-Biosynthesis	0.852	0.7974	0.2861	0.2411
Cellular Processes	-Biosynthesis	2.619	2.477	2.055	1.904
-Cell structure	-Biosynthesis	0	0	0	0
-Crystallins	-Biosynthesis	0	0	0	0
-Stress Response	-Biosynthesis	0	0	0	0
-Vesicular Transport	-Biosynthesis	0.8421	0.9412	0.4154	0.3858
-Cytoskeleton	-Biosynthesis	1.252	1.082	1.158	0.9563
-Cell Motility	-Biosynthesis	0	0	0	0
-Cell Growth and Death	-Biosynthesis	0.287	0.2465	0.2556	0.2496
-Cell Communication	-Biosynthesis	0.3356	0.2843	0.3528	0.3207
Metabolism	-Biosynthesis	4.92	4.58	5.463	6.101
-Membrane Transport	-Biosynthesis	0.1002	0.09351	0.05308	0.03755
-Central Carbon Metabolism	-Biosynthesis	0.767	0.9401	1.4	1.449
-Energy Metabolism	-Biosynthesis	0.2151	0.1944	0.4092	0.4281
-Biosynthesis	-Biosynthesis	1	1	1	1
-Other Enzymes	-Biosynthesis	3.11	2.76	2.607	2.774
Organismal Systems	-Biosynthesis	1.716	1.78	0.9894	0.9659
-Immune System	-Biosynthesis	1.021	1.192	0.4548	0.4787
-Endocrine System	-Biosynthesis	0.2104	0.1824	0.207	0.1682
-Circulatory System	-Biosynthesis	0.03843	0.04202	0.05688	0.05157
-Digestive System	-Biosynthesis	0.1512	0.1418	0.05151	0.05147
-Excretory System	-Biosynthesis	0.1786	0.1476	0.126	0.1111
-Nervous System	-Biosynthesis	0.1771	0.1521	0.1603	0.1334
-Sensory System	-Biosynthesis	0.02099	0.01613	0.009478	0.003197
-Development	-Biosynthesis	0.125	0.1159	0.05174	0.03797
-Environmental Adaptation	-Biosynthesis	0.0414	0.05219	0.05232	0.04098
Human Diseases	-Biosynthesis	1.717	1.973	1.662	1.639
-Cancers	-Biosynthesis	0.3879	0.2926	0.1778	0.1758
-Immune System Diseases	-Biosynthesis	0.1391	0.147	0.06497	0.05513
-Neurodegenerative Diseases	-Biosynthesis	0.5708	0.7673	0.9886	0.9087
-Cardiovascular Diseases	-Biosynthesis	0.1462	0.1013	0.255	0.226
-Metabolic Diseases	-Biosynthesis	0.02873	0.02302	0.1431	0.2129
-Infectious Diseases	-Biosynthesis	0.66	0.6995	0.4081	0.4805
Not Mapped	-Biosynthesis	5.803	6.266	3.532	3.524
-Not Mapped	-Biosynthesis	5.803	6.266	3.532	3.524
TOTAL	-Other Enzymes	9.458	10.15	9.499	8.721
MAPPED	-Other Enzymes	7.374	7.801	7.858	7.259
Genetic Information Processing	-Other Enzymes	2.961	3.244	3.182	2.914
-Transcription	-Other Enzymes	0.3753	0.4017	0.3937	0.3577
-Translation	-Other Enzymes	1.012	1.323	0.9035	0.8318
-Folding, Sorting and Degradation	-Other Enzymes	0.9987	0.9484	1.389	1.275
-DNA Maintenance	-Other Enzymes	0.6059	0.572	0.4961	0.4569
-RNA Family	-Other Enzymes	0	0	0	0
Environmental Information Processing	-Other Enzymes	0.4529	0.4334	0.1987	0.1794
-Signal Transduction	-Other Enzymes	0.1301	0.1258	0.07277	0.07109
-Signaling Molecules and Interaction	-Other Enzymes	0.3732	0.3646	0.1338	0.1156
Cellular Processes	-Other Enzymes	0.9675	0.9379	0.9542	0.8243
-Cell structure	-Other Enzymes	0	0	0	0
-Crystallins	-Other Enzymes	0	0	0	0
-Stress Response	-Other Enzymes	0	0	0	0
-Vesicular Transport	-Other Enzymes	0.3396	0.4063	0.1994	0.1957
-Cytoskeleton	-Other Enzymes	0.4691	0.4108	0.576	0.4576
-Cell Motility	-Other Enzymes	0	0	0	0
-Cell Growth and Death	-Other Enzymes	0.111	0.09979	0.1238	0.1156
-Cell Communication	-Other Enzymes	0.1037	0.09877	0.152	0.1452
Metabolism	-Other Enzymes	1.877	1.96	2.41	2.44
-Membrane Transport	-Other Enzymes	0.04693	0.04316	0.02249	0.01639
-Central Carbon Metabolism	-Other Enzymes	0.2691	0.3424	0.6322	0.6529
-Energy Metabolism	-Other Enzymes	0.07576	0.07494	0.1914	0.2154
-Biosynthesis	-Other Enzymes	0.4802	0.5246	0.5203	0.5162
-Other Enzymes	-Other Enzymes	1	1	1	1
Organismal Systems	-Other Enzymes	0.647	0.7264	0.4599	0.4211
-Immune System	-Other Enzymes	0.3602	0.4342	0.208	0.2122
-Endocrine System	-Other Enzymes	0.08031	0.08041	0.09623	0.07145
-Circulatory System	-Other Enzymes	0.01769	0.01896	0.02806	0.02207
-Digestive System	-Other Enzymes	0.05242	0.05822	0.02829	0.02771
-Excretory System	-Other Enzymes	0.05742	0.05453	0.05234	0.0394
-Nervous System	-Other Enzymes	0.06799	0.06598	0.07269	0.0599
-Sensory System	-Other Enzymes	0.008061	0.007068	0.003635	0.001546
-Development	-Other Enzymes	0.06228	0.04755	0.0242	0.0177
-Environmental Adaptation	-Other Enzymes	0.01939	0.02725	0.02566	0.0193
Human Diseases	-Other Enzymes	0.694	0.842	0.8353	0.7991
-Cancers	-Other Enzymes	0.1401	0.113	0.08064	0.0763
-Immune System Diseases	-Other Enzymes	0.05301	0.05267	0.03026	0.02539
-Neurodegenerative Diseases	-Other Enzymes	0.2652	0.378	0.539	0.5011
-Cardiovascular Diseases	-Other Enzymes	0.06432	0.05291	0.1102	0.08206
-Metabolic Diseases	-Other Enzymes	0.01383	0.01346	0.06932	0.09845
-Infectious Diseases	-Other Enzymes	0.2847	0.3375	0.2043	0.2084
Not Mapped	-Other Enzymes	2.085	2.35	1.641	1.461
-Not Mapped	-Other Enzymes	2.085	2.35	1.641	1.461
TOTAL	Organismal Systems	18.19	17.66	23.89	27.74
MAPPED	Organismal Systems	14.18	13.57	19.76	23.09
Genetic Information Processing	Organismal Systems	5.703	5.575	7.673	8.642
-Transcription	Organismal Systems	0.7205	0.7327	0.9702	1.084
-Translation	Organismal Systems	1.963	2.331	2.283	2.528
-Folding, Sorting and Degradation	Organismal Systems	1.846	1.523	3.355	3.648
-DNA Maintenance	Organismal Systems	1.179	1.048	1.185	1.291
-RNA Family	Organismal Systems	0	0	0	0
Environmental Information Processing	Organismal Systems	0.892	0.7943	0.4484	0.5084
-Signal Transduction	Organismal Systems	0.2287	0.1967	0.1749	0.2182
-Signaling Molecules and Interaction	Organismal Systems	0.7188	0.6681	0.3068	0.3209
Cellular Processes	Organismal Systems	1.882	1.691	2.399	2.381
-Cell structure	Organismal Systems	0	0	0	0
-Crystallins	Organismal Systems	0	0	0	0
-Stress Response	Organismal Systems	0	0	0	0
-Vesicular Transport	Organismal Systems	0.6634	0.7159	0.5137	0.5526
-Cytoskeleton	Organismal Systems	0.8704	0.7141	1.323	1.243
-Cell Motility	Organismal Systems	0	0	0	0
-Cell Growth and Death	Organismal Systems	0.1982	0.1583	0.3334	0.3943
-Cell Communication	Organismal Systems	0.2043	0.1593	0.3923	0.4101
Metabolism	Organismal Systems	3.651	3.631	6.441	8.23
-Membrane Transport	Organismal Systems	0.08706	0.07719	0.05717	0.04306
-Central Carbon Metabolism	Organismal Systems	0.4833	0.5522	1.754	2.212
-Energy Metabolism	Organismal Systems	0.1474	0.1284	0.4576	0.5256
-Biosynthesis	Organismal Systems	0.8909	0.904	1.472	1.577
-Other Enzymes	Organismal Systems	2.022	1.833	3.074	3.729
Organismal Systems	Organismal Systems	1	1	1	1
-Immune System	Organismal Systems	0.5948	0.6645	0.5243	0.5899
-Endocrine System	Organismal Systems	0.1357	0.1191	0.2093	0.1741
-Circulatory System	Organismal Systems	0.03251	0.0262	0.06668	0.06691
-Digestive System	Organismal Systems	0.08313	0.07755	0.07276	0.07427
-Excretory System	Organismal Systems	0.1102	0.08457	0.148	0.1281
-Nervous System	Organismal Systems	0.1158	0.1047	0.191	0.1757
-Sensory System	Organismal Systems	0.01373	0.011	0.009239	0.005172
-Development	Organismal Systems	0.09626	0.06703	0.05947	0.0535
-Environmental Adaptation	Organismal Systems	0.03173	0.04528	0.07001	0.06057
Human Diseases	Organismal Systems	1.39	1.318	2.155	2.133
-Cancers	Organismal Systems	0.2285	0.1929	0.2119	0.2563
-Immune System Diseases	Organismal Systems	0.1045	0.0945	0.08258	0.07722
-Neurodegenerative Diseases	Organismal Systems	0.4742	0.5885	1.212	1.223
