Numerator	Denominator	hsa Khan Chimpanzee RNA	hsa Khan Human RNA	hsa Khan Chimpanzee Protein	hsa Khan Human Protein
-Immune System	MAPPED	0.04514	0.04808	0.01826	0.01714
-Endocrine System	MAPPED	0.003508	0.003824	0.01466	0.005123
-Circulatory System	MAPPED	0.0004438	0.0006679	0.002601	0.002286
-Digestive System	MAPPED	0.001952	0.001547	0.000557	0.0004795
-Excretory System	MAPPED	0.002122	0.001816	0.002937	0.002609
-Nervous System	MAPPED	0.002259	0.00164	0.001442	0.001181
-Sensory System	MAPPED	0	0	0	0
-Development	MAPPED	0.001848	0.001527	0.0005648	0.0004982
-Environmental Adaptation	MAPPED	0	0	0	0
Human Diseases	MAPPED	0.05742	0.05127	0.05757	0.05816
-Cancers	MAPPED	0.008049	0.006025	0.003546	0.00391
-Immune System Diseases	MAPPED	0.0006569	0.0004851	0.001963	0.001787
-Neurodegenerative Diseases	MAPPED	0.01319	0.01264	0.01706	0.0166
-Cardiovascular Diseases	MAPPED	0.001541	0.0006977	0.004427	0.002099
-Metabolic Diseases	MAPPED	0	0	0	0
-Infectious Diseases	MAPPED	0.02058	0.01915	0.01377	0.0164
Not Mapped	MAPPED	0.3842	0.3643	0.262	0.256
-Not Mapped	MAPPED	0.3842	0.3643	0.262	0.256
TOTAL	Genetic Information Processing	3.427	3.076	3.016	2.988
MAPPED	Genetic Information Processing	2.476	2.255	2.39	2.379
Genetic Information Processing	Genetic Information Processing	1	1	1	1
-Transcription	Genetic Information Processing	0.1116	0.09591	0.09588	0.09317
-Translation	Genetic Information Processing	0.4504	0.5538	0.3267	0.3345
-Folding, Sorting and Degradation	Genetic Information Processing	0.2891	0.2214	0.3816	0.3768
-DNA Maintenance	Genetic Information Processing	0.1158	0.09588	0.111	0.1168
-RNA Family	Genetic Information Processing	0	0	0	0
Environmental Information Processing	Genetic Information Processing	0.1458	0.1108	0.05843	0.05476
-Signal Transduction	Genetic Information Processing	0.01608	0.01284	0.008844	0.01117
-Signaling Molecules and Interaction	Genetic Information Processing	0.12	0.08958	0.04428	0.0397
Cellular Processes	Genetic Information Processing	0.2311	0.1906	0.1634	0.1484
-Cell structure	Genetic Information Processing	0	0	0	0
-Crystallins	Genetic Information Processing	0	0	0	0
-Stress Response	Genetic Information Processing	0	0	0	0
-Vesicular Transport	Genetic Information Processing	0.07584	0.07671	0.03672	0.03844
-Cytoskeleton	Genetic Information Processing	0.08172	0.05489	0.07985	0.05979
-Cell Motility	Genetic Information Processing	0	0	0	0
-Cell Growth and Death	Genetic Information Processing	0.01818	0.01337	0.01939	0.01897
-Cell Communication	Genetic Information Processing	0.014	0.009673	0.01042	0.009637
Metabolism	Genetic Information Processing	0.5382	0.4314	0.5914	0.6605
-Membrane Transport	Genetic Information Processing	0.008227	0.005832	0.003353	0.002958
-Central Carbon Metabolism	Genetic Information Processing	0.03742	0.02561	0.06955	0.07154
-Energy Metabolism	Genetic Information Processing	0.02078	0.01798	0.04433	0.05661
-Biosynthesis	Genetic Information Processing	0.1132	0.0958	0.1281	0.124
-Other Enzymes	Genetic Information Processing	0.2493	0.2019	0.2348	0.2611
Organismal Systems	Genetic Information Processing	0.1862	0.1719	0.1359	0.1029
-Immune System	Genetic Information Processing	0.113	0.1095	0.04714	0.0446
-Endocrine System	Genetic Information Processing	0.008737	0.008891	0.03564	0.01309
-Circulatory System	Genetic Information Processing	0.001139	0.001553	0.00675	0.005968
-Digestive System	Genetic Information Processing	0.004887	0.003557	0.001438	0.001248
-Excretory System	Genetic Information Processing	0.005287	0.004134	0.007138	0.006353
-Nervous System	Genetic Information Processing	0.005594	0.003698	0.003448	0.002809
-Sensory System	Genetic Information Processing	0	0	0	0
-Development	Genetic Information Processing	0.004634	0.003511	0.001411	0.001297
-Environmental Adaptation	Genetic Information Processing	0	0	0	0
Human Diseases	Genetic Information Processing	0.1438	0.1179	0.1486	0.1398
-Cancers	Genetic Information Processing	0.02064	0.01401	0.008878	0.009988
-Immune System Diseases	Genetic Information Processing	0.001627	0.001094	0.004692	0.004252
-Neurodegenerative Diseases	Genetic Information Processing	0.03304	0.02906	0.04404	0.0432
-Cardiovascular Diseases	Genetic Information Processing	0.003878	0.001594	0.01073	0.005143
-Metabolic Diseases	Genetic Information Processing	0	0	0	0
-Infectious Diseases	Genetic Information Processing	0.05096	0.04318	0.03293	0.04056
Not Mapped	Genetic Information Processing	0.9513	0.8214	0.6263	0.6091
-Not Mapped	Genetic Information Processing	0.9513	0.8214	0.6263	0.6091
TOTAL	-Transcription	29.03	29.46	25.05	26.42
MAPPED	-Transcription	20.98	21.59	19.85	21.03
Genetic Information Processing	-Transcription	8.311	9.42	7.863	8.448
-Transcription	-Transcription	1	1	1	1
-Translation	-Transcription	3.815	5.357	2.711	2.947
-Folding, Sorting and Degradation	-Transcription	2.403	2.086	3.001	3.262
-DNA Maintenance	-Transcription	0.9679	0.9038	0.9176	1.021
-RNA Family	-Transcription	0	0	0	0
Environmental Information Processing	-Transcription	1.236	1.048	0.4611	0.4703
-Signal Transduction	-Transcription	0.1363	0.1214	0.0698	0.09589
-Signaling Molecules and Interaction	-Transcription	1.046	0.8911	0.3823	0.3709
Cellular Processes	-Transcription	1.997	1.857	1.351	1.303
-Cell structure	-Transcription	0	0	0	0
-Crystallins	-Transcription	0	0	0	0
-Stress Response	-Transcription	0	0	0	0
-Vesicular Transport	-Transcription	0.6581	0.756	0.3404	0.3538
-Cytoskeleton	-Transcription	0.7195	0.5675	0.6648	0.544
-Cell Motility	-Transcription	0	0	0	0
-Cell Growth and Death	-Transcription	0.1597	0.1323	0.153	0.1629
-Cell Communication	-Transcription	0.1172	0.09271	0.0903	0.09917
Metabolism	-Transcription	4.624	4.114	5.461	6.474
-Membrane Transport	-Transcription	0.06972	0.05513	0.03498	0.03175
-Central Carbon Metabolism	-Transcription	0.3295	0.2647	0.5881	0.6887
-Energy Metabolism	-Transcription	0.1824	0.1752	0.3987	0.4862
-Biosynthesis	-Transcription	0.9592	0.9056	1.051	1.201
-Other Enzymes	-Transcription	2.188	1.968	2.309	2.686
Organismal Systems	-Transcription	1.56	1.648	1.069	0.8914
-Immune System	-Transcription	0.9469	1.132	0.3706	0.3865
-Endocrine System	-Transcription	0.07693	0.08375	0.2961	0.1106
-Circulatory System	-Transcription	0.009881	0.0153	0.06259	0.05493
-Digestive System	-Transcription	0.04094	0.03409	0.01131	0.01082
-Excretory System	-Transcription	0.04655	0.04274	0.06136	0.06415
-Nervous System	-Transcription	0.04876	0.03679	0.02916	0.02704
-Sensory System	-Transcription	0	0	0	0
-Development	-Transcription	0.04154	0.03365	0.01147	0.01124
-Environmental Adaptation	-Transcription	0	0	0	0
Human Diseases	-Transcription	1.205	1.13	1.169	1.35
-Cancers	-Transcription	0.1716	0.132	0.07134	0.08439
-Immune System Diseases	-Transcription	0.01418	0.01088	0.03968	0.04094
-Neurodegenerative Diseases	-Transcription	0.2768	0.2785	0.3463	0.3744
-Cardiovascular Diseases	-Transcription	0.03287	0.01507	0.08788	0.04532
-Metabolic Diseases	-Transcription	0	0	0	0
-Infectious Diseases	-Transcription	0.4442	0.4296	0.2785	0.3721
Not Mapped	-Transcription	8.059	7.867	5.202	5.384
-Not Mapped	-Transcription	8.059	7.867	5.202	5.384
TOTAL	-Translation	7.38	5.444	8.754	8.697
MAPPED	-Translation	5.332	3.99	6.937	6.924
Genetic Information Processing	-Translation	2.102	1.727	2.783	2.688
-Transcription	-Translation	0.2423	0.1695	0.2839	0.267
-Translation	-Translation	1	1	1	1
-Folding, Sorting and Degradation	-Translation	0.6097	0.3841	1.063	1.013
-DNA Maintenance	-Translation	0.2456	0.1656	0.3316	0.3465
-RNA Family	-Translation	0	0	0	0
Environmental Information Processing	-Translation	0.3131	0.1956	0.1701	0.1547
-Signal Transduction	-Translation	0.03454	0.02266	0.02575	0.03155
-Signaling Molecules and Interaction	-Translation	0.2655	0.1618	0.1311	0.1149
Cellular Processes	-Translation	0.5028	0.3382	0.4839	0.4252
-Cell structure	-Translation	0	0	0	0
-Crystallins	-Translation	0	0	0	0
-Stress Response	-Translation	0	0	0	0
-Vesicular Transport	-Translation	0.1594	0.1325	0.1033	0.1051
-Cytoskeleton	-Translation	0.1749	0.09619	0.2365	0.1713
-Cell Motility	-Translation	0	0	0	0
-Cell Growth and Death	-Translation	0.03954	0.02382	0.05439	0.0536
-Cell Communication	-Translation	0.03073	0.01709	0.0316	0.02817
Metabolism	-Translation	1.159	0.7575	1.794	1.931
-Membrane Transport	-Translation	0.01767	0.01029	0.009931	0.008477
-Central Carbon Metabolism	-Translation	0.08009	0.04487	0.2103	0.2098
-Energy Metabolism	-Translation	0.04462	0.03166	0.1313	0.16
-Biosynthesis	-Translation	0.243	0.169	0.3671	0.3601
-Other Enzymes	-Translation	0.5353	0.3556	0.7123	0.7631
Organismal Systems	-Translation	0.4089	0.3036	0.3788	0.2765
-Immune System	-Translation	0.2438	0.1918	0.1313	0.1199
-Endocrine System	-Translation	0.0187	0.01542	0.1026	0.03567
-Circulatory System	-Translation	0.002394	0.002682	0.019	0.01631
-Digestive System	-Translation	0.01073	0.006283	0.004007	0.003355
-Excretory System	-Translation	0.01132	0.007245	0.02114	0.0182
-Nervous System	-Translation	0.01237	0.006678	0.01056	0.008398
-Sensory System	-Translation	0	0	0	0
-Development	-Translation	0.01029	0.006201	0.003981	0.003485
-Environmental Adaptation	-Translation	0	0	0	0
Human Diseases	-Translation	0.3157	0.2082	0.4141	0.406
-Cancers	-Translation	0.04354	0.0243	0.02471	0.02722
-Immune System Diseases	-Translation	0.003597	0.001975	0.01436	0.01271
-Neurodegenerative Diseases	-Translation	0.07254	0.05133	0.1227	0.1161
-Cardiovascular Diseases	-Translation	0.008328	0.002812	0.03135	0.01491
-Metabolic Diseases	-Translation	0	0	0	0
-Infectious Diseases	-Translation	0.1127	0.07798	0.1008	0.1136
Not Mapped	-Translation	2.048	1.454	1.818	1.773
-Not Mapped	-Translation	2.048	1.454	1.818	1.773
TOTAL	-Folding, Sorting and Degradation	10.85	12.27	6.869	6.854
MAPPED	-Folding, Sorting and Degradation	7.835	8.994	5.443	5.457
Genetic Information Processing	-Folding, Sorting and Degradation	3.124	3.949	2.277	2.294
-Transcription	-Folding, Sorting and Degradation	0.3485	0.3788	0.2223	0.2162
-Translation	-Folding, Sorting and Degradation	1.407	2.19	0.7437	0.7672
-Folding, Sorting and Degradation	-Folding, Sorting and Degradation	1	1	1	1
-DNA Maintenance	-Folding, Sorting and Degradation	0.3685	0.3803	0.2538	0.2703
-RNA Family	-Folding, Sorting and Degradation	0	0	0	0
Environmental Information Processing	-Folding, Sorting and Degradation	0.4905	0.4628	0.1457	0.1393
-Signal Transduction	-Folding, Sorting and Degradation	0.05529	0.05792	0.02216	0.02849
-Signaling Molecules and Interaction	-Folding, Sorting and Degradation	0.3816	0.3631	0.1027	0.09107
Cellular Processes	-Folding, Sorting and Degradation	0.7572	0.8051	0.3789	0.3443
-Cell structure	-Folding, Sorting and Degradation	0	0	0	0
-Crystallins	-Folding, Sorting and Degradation	0	0	0	0
-Stress Response	-Folding, Sorting and Degradation	0	0	0	0
-Vesicular Transport	-Folding, Sorting and Degradation	0.2609	0.3307	0.09298	0.09788
-Cytoskeleton	-Folding, Sorting and Degradation	0.2693	0.2331	0.1852	0.1387
-Cell Motility	-Folding, Sorting and Degradation	0	0	0	0
-Cell Growth and Death	-Folding, Sorting and Degradation	0.06072	0.05758	0.04842	0.04816
-Cell Communication	-Folding, Sorting and Degradation	0.04607	0.0411	0.02411	0.02261
Metabolism	-Folding, Sorting and Degradation	1.763	1.822	1.368	1.549
-Membrane Transport	-Folding, Sorting and Degradation	0.02828	0.02535	0.007775	0.006864
-Central Carbon Metabolism	-Folding, Sorting and Degradation	0.1233	0.1088	0.1583	0.1641
-Energy Metabolism	-Folding, Sorting and Degradation	0.06858	0.0773	0.1028	0.1427
-Biosynthesis	-Folding, Sorting and Degradation	0.3891	0.4314	0.3064	0.2965
-Other Enzymes	-Folding, Sorting and Degradation	0.8227	0.8682	0.5433	0.6124
Organismal Systems	-Folding, Sorting and Degradation	0.6172	0.751	0.3369	0.273
-Immune System	-Folding, Sorting and Degradation	0.3746	0.4649	0.1117	0.1123
-Endocrine System	-Folding, Sorting and Degradation	0.0288	0.03786	0.08263	0.03389
-Circulatory System	-Folding, Sorting and Degradation	0.003917	0.006945	0.0171	0.01453
-Digestive System	-Folding, Sorting and Degradation	0.0162	0.01554	0.003768	0.003313
-Excretory System	-Folding, Sorting and Degradation	0.01742	0.01756	0.01655	0.01474
-Nervous System	-Folding, Sorting and Degradation	0.01778	0.01499	0.00785	0.006443
-Sensory System	-Folding, Sorting and Degradation	0	0	0	0
-Development	-Folding, Sorting and Degradation	0.01448	0.01534	0.003609	0.003442
-Environmental Adaptation	-Folding, Sorting and Degradation	0	0	0	0
Human Diseases	-Folding, Sorting and Degradation	0.4766	0.5151	0.3658	0.3343
-Cancers	-Folding, Sorting and Degradation	0.07141	0.06327	0.02235	0.02587
-Immune System Diseases	-Folding, Sorting and Degradation	0.005171	0.004433	0.01068	0.009753
-Neurodegenerative Diseases	-Folding, Sorting and Degradation	0.1095	0.127	0.1154	0.1147
-Cardiovascular Diseases	-Folding, Sorting and Degradation	0.01333	0.007189	0.02482	0.01206
-Metabolic Diseases	-Folding, Sorting and Degradation	0	0	0	0
-Infectious Diseases	-Folding, Sorting and Degradation	0.162	0.175	0.07497	0.09897
Not Mapped	-Folding, Sorting and Degradation	3.01	3.277	1.426	1.397
-Not Mapped	-Folding, Sorting and Degradation	3.01	3.277	1.426	1.397
TOTAL	-DNA Maintenance	27.51	29.45	21.55	21.25
MAPPED	-DNA Maintenance	19.87	21.58	17.08	16.92
Genetic Information Processing	-DNA Maintenance	7.884	9.449	7.039	6.841
-Transcription	-DNA Maintenance	0.8975	0.9601	0.7094	0.7232
-Translation	-DNA Maintenance	3.625	5.33	2.369	2.443
-Folding, Sorting and Degradation	-DNA Maintenance	2.32	2.094	2.78	2.652
-DNA Maintenance	-DNA Maintenance	1	1	1	1
-RNA Family	-DNA Maintenance	0	0	0	0
Environmental Information Processing	-DNA Maintenance	1.163	1.047	0.4466	0.3975
-Signal Transduction	-DNA Maintenance	0.1283	0.1213	0.0676	0.07805
-Signaling Molecules and Interaction	-DNA Maintenance	1.012	0.9051	0.3276	0.3092
Cellular Processes	-DNA Maintenance	1.936	1.965	1.209	1.101
-Cell structure	-DNA Maintenance	0	0	0	0
-Crystallins	-DNA Maintenance	0	0	0	0
-Stress Response	-DNA Maintenance	0	0	0	0
-Vesicular Transport	-DNA Maintenance	0.6412	0.8	0.2585	0.2894
-Cytoskeleton	-DNA Maintenance	0.7056	0.5648	0.5908	0.4598
-Cell Motility	-DNA Maintenance	0	0	0	0
-Cell Growth and Death	-DNA Maintenance	0.1433	0.127	0.1482	0.1377
-Cell Communication	-DNA Maintenance	0.1133	0.09616	0.07635	0.07172
Metabolism	-DNA Maintenance	4.509	4.447	4.334	4.915
-Membrane Transport	-DNA Maintenance	0.06561	0.0551	0.02481	0.02331
-Central Carbon Metabolism	-DNA Maintenance	0.3231	0.2635	0.5253	0.5691
-Energy Metabolism	-DNA Maintenance	0.1772	0.1853	0.328	0.411
-Biosynthesis	-DNA Maintenance	0.9026	0.9052	0.9017	0.9248
-Other Enzymes	-DNA Maintenance	2.126	2.081	1.721	1.943
Organismal Systems	-DNA Maintenance	1.508	1.709	1.027	0.7573
-Immune System	-DNA Maintenance	0.9152	1.098	0.3537	0.3284
-Endocrine System	-DNA Maintenance	0.07543	0.09173	0.2637	0.1018
-Circulatory System	-DNA Maintenance	0.009628	0.0162	0.04753	0.04493
-Digestive System	-DNA Maintenance	0.03957	0.03536	0.01087	0.009189
-Excretory System	-DNA Maintenance	0.04564	0.04254	0.05282	0.05006
-Nervous System	-DNA Maintenance	0.04718	0.03737	0.02977	0.02235
-Sensory System	-DNA Maintenance	0	0	0	0
-Development	-DNA Maintenance	0.03928	0.0349	0.0104	0.009388
-Environmental Adaptation	-DNA Maintenance	0	0	0	0
Human Diseases	-DNA Maintenance	1.164	1.172	1.076	1.043
-Cancers	-DNA Maintenance	0.1773	0.146	0.07453	0.07769
-Immune System Diseases	-DNA Maintenance	0.01372	0.01105	0.04051	0.03383
-Neurodegenerative Diseases	-DNA Maintenance	0.2675	0.2889	0.3329	0.3181
-Cardiovascular Diseases	-DNA Maintenance	0.03093	0.01506	0.07862	0.03711
-Metabolic Diseases	-DNA Maintenance	0	0	0	0
-Infectious Diseases	-DNA Maintenance	0.4298	0.4363	0.2843	0.2775
Not Mapped	-DNA Maintenance	7.636	7.863	4.475	4.332
-Not Mapped	-DNA Maintenance	7.636	7.863	4.475	4.332
TOTAL	-RNA Family	Inf	Inf	Inf	Inf
MAPPED	-RNA Family	Inf	Inf	Inf	Inf
Genetic Information Processing	-RNA Family	Inf	Inf	Inf	Inf
-Transcription	-RNA Family	Inf	Inf	Inf	Inf
-Translation	-RNA Family	Inf	Inf	Inf	Inf
-Folding, Sorting and Degradation	-RNA Family	Inf	Inf	Inf	Inf
-DNA Maintenance	-RNA Family	Inf	Inf	Inf	Inf
-RNA Family	-RNA Family	NaN	NaN	NaN	NaN
Environmental Information Processing	-RNA Family	Inf	Inf	Inf	Inf
-Signal Transduction	-RNA Family	Inf	Inf	Inf	Inf
-Signaling Molecules and Interaction	-RNA Family	Inf	Inf	Inf	Inf
Cellular Processes	-RNA Family	Inf	Inf	Inf	Inf
-Cell structure	-RNA Family	NaN	NaN	NaN	NaN
-Crystallins	-RNA Family	NaN	NaN	NaN	NaN
-Stress Response	-RNA Family	NaN	NaN	NaN	NaN
-Vesicular Transport	-RNA Family	Inf	Inf	Inf	Inf
-Cytoskeleton	-RNA Family	Inf	Inf	Inf	Inf
-Cell Motility	-RNA Family	NaN	NaN	NaN	NaN
-Cell Growth and Death	-RNA Family	Inf	Inf	Inf	Inf
-Cell Communication	-RNA Family	Inf	Inf	Inf	Inf
Metabolism	-RNA Family	Inf	Inf	Inf	Inf
-Membrane Transport	-RNA Family	Inf	Inf	Inf	Inf
-Central Carbon Metabolism	-RNA Family	Inf	Inf	Inf	Inf
-Energy Metabolism	-RNA Family	Inf	Inf	Inf	Inf
-Biosynthesis	-RNA Family	Inf	Inf	Inf	Inf
-Other Enzymes	-RNA Family	Inf	Inf	Inf	Inf
Organismal Systems	-RNA Family	Inf	Inf	Inf	Inf
-Immune System	-RNA Family	Inf	Inf	Inf	Inf
-Endocrine System	-RNA Family	Inf	Inf	Inf	Inf
-Circulatory System	-RNA Family	Inf	Inf	Inf	Inf
-Digestive System	-RNA Family	Inf	Inf	Inf	Inf
-Excretory System	-RNA Family	Inf	Inf	Inf	Inf
-Nervous System	-RNA Family	Inf	Inf	Inf	Inf
-Sensory System	-RNA Family	Inf	Inf	Inf	Inf
-Development	-RNA Family	Inf	Inf	Inf	Inf
-Environmental Adaptation	-RNA Family	Inf	Inf	Inf	Inf
Human Diseases	-RNA Family	Inf	Inf	Inf	Inf
-Cancers	-RNA Family	Inf	Inf	Inf	Inf
-Immune System Diseases	-RNA Family	Inf	Inf	Inf	Inf
-Neurodegenerative Diseases	-RNA Family	Inf	Inf	Inf	Inf
-Cardiovascular Diseases	-RNA Family	Inf	Inf	Inf	Inf
-Metabolic Diseases	-RNA Family	Inf	Inf	Inf	Inf
-Infectious Diseases	-RNA Family	Inf	Inf	Inf	Inf
Not Mapped	-RNA Family	Inf	Inf	Inf	Inf
-Not Mapped	-RNA Family	Inf	Inf	Inf	Inf
TOTAL	Environmental Information Processing	13.15	14.5	36.76	37.6
MAPPED	Environmental Information Processing	9.498	10.63	29.13	29.94
Genetic Information Processing	Environmental Information Processing	3.703	4.57	11.63	11.72
-Transcription	Environmental Information Processing	0.4456	0.4852	1.378	1.331
-Translation	Environmental Information Processing	1.756	2.635	4.179	4.299
-Folding, Sorting and Degradation	Environmental Information Processing	1.071	1.012	4.62	4.525
-DNA Maintenance	Environmental Information Processing	0.4312	0.4385	1.386	1.507
-RNA Family	Environmental Information Processing	0	0	0	0
Environmental Information Processing	Environmental Information Processing	1	1	1	1
-Signal Transduction	Environmental Information Processing	0.09379	0.09552	0.1386	0.1909
-Signaling Molecules and Interaction	Environmental Information Processing	0.7542	0.7587	0.6365	0.5726
Cellular Processes	Environmental Information Processing	1.036	1.081	2.349	2.12
-Cell structure	Environmental Information Processing	0	0	0	0
-Crystallins	Environmental Information Processing	0	0	0	0
-Stress Response	Environmental Information Processing	0	0	0	0
-Vesicular Transport	Environmental Information Processing	0.3726	0.4441	0.4778	0.4987
-Cytoskeleton	Environmental Information Processing	0.4887	0.4167	1.148	0.854
-Cell Motility	Environmental Information Processing	0	0	0	0
-Cell Growth and Death	Environmental Information Processing	0.07884	0.07482	0.2273	0.2397
-Cell Communication	Environmental Information Processing	0.06036	0.05229	0.1488	0.1483
Metabolism	Environmental Information Processing	2.06	1.996	7.905	8.979
-Membrane Transport	Environmental Information Processing	0.03748	0.03499	0.04821	0.04226
-Central Carbon Metabolism	Environmental Information Processing	0.2201	0.187	1.021	1.046
-Energy Metabolism	Environmental Information Processing	0.1204	0.1178	0.6373	0.8624
-Biosynthesis	Environmental Information Processing	0.4423	0.4588	1.534	1.733
-Other Enzymes	Environmental Information Processing	1.195	1.143	3.515	4.017
Organismal Systems	Environmental Information Processing	0.862	0.9835	1.761	1.34
-Immune System	Environmental Information Processing	0.5155	0.6472	0.6107	0.5811
-Endocrine System	Environmental Information Processing	0.04392	0.04063	0.4287	0.1534
-Circulatory System	Environmental Information Processing	0.006448	0.01129	0.08786	0.07742
-Digestive System	Environmental Information Processing	0.02146	0.01825	0.01863	0.01626
-Excretory System	Environmental Information Processing	0.03162	0.03138	0.08882	0.08898
-Nervous System	Environmental Information Processing	0.03626	0.03239	0.05388	0.04624
-Sensory System	Environmental Information Processing	0	0	0	0
-Development	Environmental Information Processing	0.02855	0.0215	0.01889	0.01689
-Environmental Adaptation	Environmental Information Processing	0	0	0	0
Human Diseases	Environmental Information Processing	0.6656	0.7164	1.926	2.03
-Cancers	Environmental Information Processing	0.07644	0.06402	0.1033	0.117
-Immune System Diseases	Environmental Information Processing	0.01054	0.009579	0.07331	0.07
-Neurodegenerative Diseases	Environmental Information Processing	0.1529	0.178	0.5706	0.5629
-Cardiovascular Diseases	Environmental Information Processing	0.01785	0.01135	0.1346	0.06798
-Metabolic Diseases	Environmental Information Processing	0	0	0	0
-Infectious Diseases	Environmental Information Processing	0.2377	0.2762	0.5145	0.628
Not Mapped	Environmental Information Processing	3.649	3.872	7.632	7.664
-Not Mapped	Environmental Information Processing	3.649	3.872	7.632	7.664
TOTAL	-Signal Transduction	83.88	97.71	121.3	102.2
MAPPED	-Signal Transduction	60.6	71.62	96.13	81.37
Genetic Information Processing	-Signal Transduction	24.33	31.45	39.55	33.42
-Transcription	-Signal Transduction	2.763	3.042	3.792	3.114
-Translation	-Signal Transduction	11.37	17.95	13.36	11.66
