Numerator	Denominator	eco Valgepea 2013 11	eco Valgepea 2013 21	eco Valgepea 2013 31	eco Valgepea 2013 40	eco Valgepea 2013 48
-Biosynthesis	Genetic Information Processing	0.5066	0.5596	0.5602	0.6279	0.6048
-Other Enzymes	Genetic Information Processing	0.3787	0.4092	0.3762	0.3368	0.2948
Organismal Systems	Genetic Information Processing	0	0	0	0	0
-Immune System	Genetic Information Processing	0	0	0	0	0
-Endocrine System	Genetic Information Processing	0	0	0	0	0
-Circulatory System	Genetic Information Processing	0	0	0	0	0
-Digestive System	Genetic Information Processing	0	0	0	0	0
-Excretory System	Genetic Information Processing	0	0	0	0	0
-Nervous System	Genetic Information Processing	0	0	0	0	0
-Sensory System	Genetic Information Processing	0	0	0	0	0
-Development	Genetic Information Processing	0	0	0	0	0
-Environmental Adaptation	Genetic Information Processing	0	0	0	0	0
Human Diseases	Genetic Information Processing	0.004528	4.922e-07	3.381e-07	2.798e-07	2.32e-07
-Cancers	Genetic Information Processing	0	0	0	0	0
-Immune System Diseases	Genetic Information Processing	0	0	0	0	0
-Neurodegenerative Diseases	Genetic Information Processing	0	0	0	0	0
-Cardiovascular Diseases	Genetic Information Processing	0	0	0	0	0
-Metabolic Diseases	Genetic Information Processing	0	0	0	0	0
-Infectious Diseases	Genetic Information Processing	0	0	0	0	0
Not Mapped	Genetic Information Processing	0.6463	0.5163	0.4304	0.3816	0.3478
-Not Mapped	Genetic Information Processing	0.6463	0.5163	0.4304	0.3816	0.3478
TOTAL	-Transcription	117.1	107	95.46	95.03	91.41
MAPPED	-Transcription	103.1	95.77	86.16	86.28	82.99
Genetic Information Processing	-Transcription	21.91	21.96	21.8	23.15	24.38
-Transcription	-Transcription	1	1	1	1	1
-Translation	-Transcription	15.85	16.31	16.76	18.3	19.75
-Folding, Sorting and Degradation	-Transcription	3.879	3.519	3.107	2.988	2.8
-DNA Maintenance	-Transcription	1.186	1.128	0.9405	0.8636	0.8304
-RNA Family	-Transcription	0	0	0	0	0
Environmental Information Processing	-Transcription	2.053	1.299	1.031	0.9208	0.7655
-Signal Transduction	-Transcription	2.053	1.299	1.031	0.9208	0.7655
-Signaling Molecules and Interaction	-Transcription	0	0	0	0	0
Cellular Processes	-Transcription	1.168	0.6966	0.7235	0.7577	0.723
-Hemoglobin	-Transcription	0	0	0	0	0
-Vesicular Transport	-Transcription	0.03492	0.01552	0.01128	0.009605	0.009132
-Cytoskeleton	-Transcription	0.1861	0.1641	0.1437	0.1331	0.1232
-Cell Motility	-Transcription	0.8456	0.2938	0.335	0.362	0.3219
-Cell Growth and Death	-Transcription	0.2499	0.2606	0.2541	0.2051	0.2603
-Cell Communication	-Transcription	0	0	0	0	0
Metabolism	-Transcription	43.77	45.52	40.08	40.31	37.9
-Membrane Transport	-Transcription	5.341	4.559	3.861	3.235	2.506
-Central Carbon Metabolism	-Transcription	19.38	20.24	16.27	14.53	12.74
-Energy Metabolism	-Transcription	2.454	2.397	2.392	2.297	2.045
-Biosynthesis	-Transcription	12.19	13.66	13.46	15.85	16.17
-Other Enzymes	-Transcription	8.166	8.89	8.262	9.691	9.333
Organismal Systems	-Transcription	0	0	0	0	0
-Immune System	-Transcription	0	0	0	0	0
-Endocrine System	-Transcription	0	0	0	0	0
-Circulatory System	-Transcription	0	0	0	0	0
-Digestive System	-Transcription	0	0	0	0	0
-Excretory System	-Transcription	0	0	0	0	0
-Nervous System	-Transcription	0	0	0	0	0
-Sensory System	-Transcription	0	0	0	0	0
-Development	-Transcription	0	0	0	0	0
-Environmental Adaptation	-Transcription	0	0	0	0	0
Human Diseases	-Transcription	0.09923	2.277e-05	1.655e-05	1.389e-05	1.253e-05
-Cancers	-Transcription	0	0	0	0	0
-Immune System Diseases	-Transcription	0	0	0	0	0
-Neurodegenerative Diseases	-Transcription	0	0	0	0	0
-Cardiovascular Diseases	-Transcription	0	0	0	0	0
-Metabolic Diseases	-Transcription	0	0	0	0	0
-Infectious Diseases	-Transcription	0	0	0	0	0
Not Mapped	-Transcription	13.96	11.22	9.3	8.752	8.419
-Not Mapped	-Transcription	13.96	11.22	9.3	8.752	8.419
TOTAL	-Translation	7.342	6.518	5.661	5.162	4.599
MAPPED	-Translation	6.467	5.834	5.109	4.686	4.175
Genetic Information Processing	-Translation	1.346	1.315	1.27	1.237	1.209
-Transcription	-Translation	0.02792	0.02818	0.02572	0.02475	0.02222
-Translation	-Translation	1	1	1	1	1
-Folding, Sorting and Degradation	-Translation	0.2148	0.1864	0.1601	0.1408	0.1223
-DNA Maintenance	-Translation	0.07483	0.06919	0.05613	0.0472	0.04205
-RNA Family	-Translation	0	0	0	0	0
Environmental Information Processing	-Translation	0.08409	0.07962	0.06151	0.05031	0.03875
-Signal Transduction	-Translation	0.08406	0.07962	0.06151	0.05031	0.03875
-Signaling Molecules and Interaction	-Translation	0	0	0	0	0
Cellular Processes	-Translation	0.0737	0.04479	0.04256	0.04018	0.03061
-Hemoglobin	-Translation	0	0	0	0	0
-Vesicular Transport	-Translation	0.002189	0.0009452	0.0006687	0.0005217	0.0004594
-Cytoskeleton	-Translation	0.007372	0.006782	0.005239	0.005088	0.004984
-Cell Motility	-Translation	0.03993	0.01978	0.02087	0.02068	0.01814
-Cell Growth and Death	-Translation	0.01113	0.01073	0.009974	0.009239	0.009194
-Cell Communication	-Translation	0	0	0	0	0
Metabolism	-Translation	2.707	2.75	2.362	2.187	1.908
-Membrane Transport	-Translation	0.2827	0.2672	0.2223	0.1705	0.1181
-Central Carbon Metabolism	-Translation	0.993	1.01	0.8243	0.6973	0.5755
-Energy Metabolism	-Translation	0.1242	0.1272	0.1203	0.1023	0.08456
-Biosynthesis	-Translation	0.6799	0.7331	0.709	0.7745	0.7291
-Other Enzymes	-Translation	0.5151	0.5448	0.4762	0.4164	0.3566
Organismal Systems	-Translation	0	0	0	0	0
-Immune System	-Translation	0	0	0	0	0
-Endocrine System	-Translation	0	0	0	0	0
-Circulatory System	-Translation	0	0	0	0	0
-Digestive System	-Translation	0	0	0	0	0
-Excretory System	-Translation	0	0	0	0	0
-Nervous System	-Translation	0	0	0	0	0
-Sensory System	-Translation	0	0	0	0	0
-Development	-Translation	0	0	0	0	0
-Environmental Adaptation	-Translation	0	0	0	0	0
Human Diseases	-Translation	0.00619	6.416e-07	4.256e-07	3.438e-07	2.785e-07
-Cancers	-Translation	0	0	0	0	0
-Immune System Diseases	-Translation	0	0	0	0	0
-Neurodegenerative Diseases	-Translation	0	0	0	0	0
-Cardiovascular Diseases	-Translation	0	0	0	0	0
-Metabolic Diseases	-Translation	0	0	0	0	0
-Infectious Diseases	-Translation	0	0	0	0	0
Not Mapped	-Translation	0.8752	0.6834	0.5515	0.4754	0.4236
-Not Mapped	-Translation	0.8752	0.6834	0.5515	0.4754	0.4236
TOTAL	-Folding, Sorting and Degradation	34.09	34.71	35.16	36.02	37.01
MAPPED	-Folding, Sorting and Degradation	30.02	31.07	31.73	32.7	33.6
Genetic Information Processing	-Folding, Sorting and Degradation	6.255	7.033	7.929	8.784	9.889
-Transcription	-Folding, Sorting and Degradation	0.1433	0.1654	0.1774	0.1934	0.2008
-Translation	-Folding, Sorting and Degradation	4.652	5.325	6.211	6.978	8.046
-Folding, Sorting and Degradation	-Folding, Sorting and Degradation	1	1	1	1	1
-DNA Maintenance	-Folding, Sorting and Degradation	0.3549	0.3782	0.3582	0.3316	0.339
-RNA Family	-Folding, Sorting and Degradation	0	0	0	0	0
Environmental Information Processing	-Folding, Sorting and Degradation	0.3965	0.428	0.3852	0.3575	0.317
-Signal Transduction	-Folding, Sorting and Degradation	0.3922	0.428	0.3852	0.3575	0.317
-Signaling Molecules and Interaction	-Folding, Sorting and Degradation	0	0	0	0	0
Cellular Processes	-Folding, Sorting and Degradation	0.3011	0.2435	0.2713	0.2878	0.2529
-Hemoglobin	-Folding, Sorting and Degradation	0	0	0	0	0
-Vesicular Transport	-Folding, Sorting and Degradation	0.01016	0.005033	0.004153	0.003641	0.003697
-Cytoskeleton	-Folding, Sorting and Degradation	0.03669	0.03884	0.03527	0.03877	0.04452
-Cell Motility	-Folding, Sorting and Degradation	0.1859	0.107	0.1321	0.1479	0.1494
-Cell Growth and Death	-Folding, Sorting and Degradation	0.04545	0.04974	0.05378	0.05657	0.06485
-Cell Communication	-Folding, Sorting and Degradation	0	0	0	0	0
Metabolism	-Folding, Sorting and Degradation	12.27	14.25	14.26	14.99	15.29
-Membrane Transport	-Folding, Sorting and Degradation	1.275	1.238	1.219	1.075	0.8861
-Central Carbon Metabolism	-Folding, Sorting and Degradation	4.571	5.107	4.987	4.942	4.63
-Energy Metabolism	-Folding, Sorting and Degradation	0.5941	0.6912	0.7666	0.7283	0.7042
-Biosynthesis	-Folding, Sorting and Degradation	3.359	4.165	4.692	5.807	6.355
-Other Enzymes	-Folding, Sorting and Degradation	2.404	2.79	2.679	2.971	2.947
Organismal Systems	-Folding, Sorting and Degradation	0	0	0	0	0
-Immune System	-Folding, Sorting and Degradation	0	0	0	0	0
-Endocrine System	-Folding, Sorting and Degradation	0	0	0	0	0
-Circulatory System	-Folding, Sorting and Degradation	0	0	0	0	0
-Digestive System	-Folding, Sorting and Degradation	0	0	0	0	0
-Excretory System	-Folding, Sorting and Degradation	0	0	0	0	0
-Nervous System	-Folding, Sorting and Degradation	0	0	0	0	0
-Sensory System	-Folding, Sorting and Degradation	0	0	0	0	0
-Development	-Folding, Sorting and Degradation	0	0	0	0	0
-Environmental Adaptation	-Folding, Sorting and Degradation	0	0	0	0	0
Human Diseases	-Folding, Sorting and Degradation	0.02558	3.488e-06	2.71e-06	2.459e-06	2.294e-06
-Cancers	-Folding, Sorting and Degradation	0	0	0	0	0
-Immune System Diseases	-Folding, Sorting and Degradation	0	0	0	0	0
-Neurodegenerative Diseases	-Folding, Sorting and Degradation	0	0	0	0	0
-Cardiovascular Diseases	-Folding, Sorting and Degradation	0	0	0	0	0
-Metabolic Diseases	-Folding, Sorting and Degradation	0	0	0	0	0
-Infectious Diseases	-Folding, Sorting and Degradation	0	0	0	0	0
Not Mapped	-Folding, Sorting and Degradation	4.064	3.639	3.425	3.317	3.408
-Not Mapped	-Folding, Sorting and Degradation	4.064	3.639	3.425	3.317	3.408
TOTAL	-DNA Maintenance	95.15	90.45	95.3	104.8	107.7
MAPPED	-DNA Maintenance	83.81	80.96	86.02	95.14	97.77
Genetic Information Processing	-DNA Maintenance	17.64	18.43	21.59	25.37	28.57
-Transcription	-DNA Maintenance	0.3982	0.4334	0.4877	0.5643	0.5692
-Translation	-DNA Maintenance	13.02	13.9	16.86	20.32	23.43
-Folding, Sorting and Degradation	-DNA Maintenance	2.722	2.558	2.645	2.837	2.814
-DNA Maintenance	-DNA Maintenance	1	1	1	1	1
-RNA Family	-DNA Maintenance	0	0	0	0	0
Environmental Information Processing	-DNA Maintenance	1.083	1.098	1.029	1.015	0.9018
-Signal Transduction	-DNA Maintenance	1.083	1.098	1.029	1.015	0.9018
-Signaling Molecules and Interaction	-DNA Maintenance	0	0	0	0	0
Cellular Processes	-DNA Maintenance	0.705	0.6227	0.6864	0.6064	0.4484
-Hemoglobin	-DNA Maintenance	0	0	0	0	0
-Vesicular Transport	-DNA Maintenance	0.02837	0.01312	0.01126	0.01059	0.01076
-Cytoskeleton	-DNA Maintenance	0.09601	0.09428	0.08852	0.1034	0.1168
-Cell Motility	-DNA Maintenance	0.3866	0.2728	0.3493	0.2819	0.2746
-Cell Growth and Death	-DNA Maintenance	0.1214	0.1203	0.1406	0.1561	0.1597
-Cell Communication	-DNA Maintenance	0	0	0	0	0
Metabolism	-DNA Maintenance	35.01	38.12	39.6	43.91	44.06
-Membrane Transport	-DNA Maintenance	2.649	2.677	2.65	2.381	2.094
-Central Carbon Metabolism	-DNA Maintenance	12.93	14.05	13.9	14.17	13.68
-Energy Metabolism	-DNA Maintenance	1.523	1.674	1.539	1.503	1.367
-Biosynthesis	-DNA Maintenance	8.801	9.933	10.97	13.17	14.57
-Other Enzymes	-DNA Maintenance	6.232	7.249	7.086	7.288	7.34
Organismal Systems	-DNA Maintenance	0	0	0	0	0
-Immune System	-DNA Maintenance	0	0	0	0	0
-Endocrine System	-DNA Maintenance	0	0	0	0	0
-Circulatory System	-DNA Maintenance	0	0	0	0	0
-Digestive System	-DNA Maintenance	0	0	0	0	0
-Excretory System	-DNA Maintenance	0	0	0	0	0
-Nervous System	-DNA Maintenance	0	0	0	0	0
-Sensory System	-DNA Maintenance	0	0	0	0	0
-Development	-DNA Maintenance	0	0	0	0	0
-Environmental Adaptation	-DNA Maintenance	0	0	0	0	0
Human Diseases	-DNA Maintenance	0.06461	8.92e-06	7.175e-06	6.986e-06	6.526e-06
-Cancers	-DNA Maintenance	0	0	0	0	0
-Immune System Diseases	-DNA Maintenance	0	0	0	0	0
-Neurodegenerative Diseases	-DNA Maintenance	0	0	0	0	0
-Cardiovascular Diseases	-DNA Maintenance	0	0	0	0	0
-Metabolic Diseases	-DNA Maintenance	0	0	0	0	0
-Infectious Diseases	-DNA Maintenance	0	0	0	0	0
Not Mapped	-DNA Maintenance	11.34	9.484	9.285	9.651	9.918
-Not Mapped	-DNA Maintenance	11.34	9.484	9.285	9.651	9.918
TOTAL	-RNA Family	Inf	Inf	Inf	Inf	Inf
MAPPED	-RNA Family	Inf	Inf	Inf	Inf	Inf
Genetic Information Processing	-RNA Family	Inf	Inf	Inf	Inf	Inf
-Transcription	-RNA Family	Inf	Inf	Inf	Inf	Inf
-Translation	-RNA Family	Inf	Inf	Inf	Inf	Inf
-Folding, Sorting and Degradation	-RNA Family	Inf	Inf	Inf	Inf	Inf
-DNA Maintenance	-RNA Family	Inf	Inf	Inf	Inf	Inf
-RNA Family	-RNA Family	NaN	NaN	NaN	NaN	NaN
Environmental Information Processing	-RNA Family	Inf	Inf	Inf	Inf	Inf
-Signal Transduction	-RNA Family	Inf	Inf	Inf	Inf	Inf
-Signaling Molecules and Interaction	-RNA Family	NaN	NaN	NaN	NaN	NaN
Cellular Processes	-RNA Family	Inf	Inf	Inf	Inf	Inf
-Hemoglobin	-RNA Family	NaN	NaN	NaN	NaN	NaN
-Vesicular Transport	-RNA Family	Inf	Inf	Inf	Inf	Inf
-Cytoskeleton	-RNA Family	Inf	Inf	Inf	Inf	Inf
-Cell Motility	-RNA Family	Inf	Inf	Inf	Inf	Inf
-Cell Growth and Death	-RNA Family	Inf	Inf	Inf	Inf	Inf
-Cell Communication	-RNA Family	NaN	NaN	NaN	NaN	NaN
Metabolism	-RNA Family	Inf	Inf	Inf	Inf	Inf
-Membrane Transport	-RNA Family	Inf	Inf	Inf	Inf	Inf
-Central Carbon Metabolism	-RNA Family	Inf	Inf	Inf	Inf	Inf
-Energy Metabolism	-RNA Family	Inf	Inf	Inf	Inf	Inf
-Biosynthesis	-RNA Family	Inf	Inf	Inf	Inf	Inf
-Other Enzymes	-RNA Family	Inf	Inf	Inf	Inf	Inf
Organismal Systems	-RNA Family	Inf	Inf	Inf	Inf	Inf
-Immune System	-RNA Family	NaN	NaN	NaN	NaN	NaN
-Endocrine System	-RNA Family	NaN	NaN	NaN	NaN	NaN
-Circulatory System	-RNA Family	NaN	NaN	NaN	NaN	NaN
-Digestive System	-RNA Family	NaN	NaN	NaN	NaN	NaN
-Excretory System	-RNA Family	NaN	NaN	NaN	NaN	NaN
-Nervous System	-RNA Family	NaN	NaN	NaN	NaN	NaN
-Sensory System	-RNA Family	NaN	NaN	NaN	NaN	NaN
-Development	-RNA Family	NaN	NaN	NaN	NaN	NaN
-Environmental Adaptation	-RNA Family	Inf	Inf	Inf	Inf	Inf
Human Diseases	-RNA Family	Inf	Inf	Inf	Inf	Inf
-Cancers	-RNA Family	NaN	NaN	NaN	NaN	NaN
-Immune System Diseases	-RNA Family	NaN	NaN	NaN	NaN	NaN
-Neurodegenerative Diseases	-RNA Family	NaN	NaN	NaN	NaN	NaN
-Cardiovascular Diseases	-RNA Family	NaN	NaN	NaN	NaN	NaN
-Metabolic Diseases	-RNA Family	NaN	NaN	NaN	NaN	NaN
-Infectious Diseases	-RNA Family	NaN	NaN	NaN	NaN	NaN
Not Mapped	-RNA Family	Inf	Inf	Inf	Inf	Inf
-Not Mapped	-RNA Family	Inf	Inf	Inf	Inf	Inf
TOTAL	Environmental Information Processing	87.7	82.37	92.6	103.2	119.4
MAPPED	Environmental Information Processing	77.24	73.73	83.58	93.7	108.4
Genetic Information Processing	Environmental Information Processing	16.01	16.5	20.62	24.59	31.2
-Transcription	Environmental Information Processing	0.3275	0.3504	0.4121	0.4837	0.5653
-Translation	Environmental Information Processing	11.87	12.56	16.25	19.87	25.8
-Folding, Sorting and Degradation	Environmental Information Processing	2.521	2.329	2.572	2.794	3.12
-DNA Maintenance	Environmental Information Processing	0.8899	0.8688	0.9123	0.9379	1.085
-RNA Family	Environmental Information Processing	0	0	0	0	0
Environmental Information Processing	Environmental Information Processing	1	1	1	1	1
-Signal Transduction	Environmental Information Processing	1	1	1	1	1
-Signaling Molecules and Interaction	Environmental Information Processing	0	0	0	0	0
Cellular Processes	Environmental Information Processing	0.8765	0.5671	0.6971	0.8041	0.7878
-Hemoglobin	Environmental Information Processing	0	0	0	0	0
-Vesicular Transport	Environmental Information Processing	0.02615	0.01195	0.01094	0.01043	0.01193
-Cytoskeleton	Environmental Information Processing	0.08867	0.08586	0.08581	0.1018	0.1295
-Cell Motility	Environmental Information Processing	0.4741	0.2485	0.3393	0.4138	0.4714
-Cell Growth and Death	Environmental Information Processing	0.131	0.1344	0.1609	0.1815	0.2346
-Cell Communication	Environmental Information Processing	0	0	0	0	0
Metabolism	Environmental Information Processing	32.14	34.72	38.48	43.37	49.22
-Membrane Transport	Environmental Information Processing	3.031	3.355	3.641	3.394	3.048
-Central Carbon Metabolism	Environmental Information Processing	11.53	12.68	13.42	13.58	14.62
-Energy Metabolism	Environmental Information Processing	1.36	1.61	1.97	2.035	2.197
-Biosynthesis	Environmental Information Processing	7.872	9.207	11.53	15.39	18.81
-Other Enzymes	Environmental Information Processing	6.062	6.844	7.741	8.257	9.178
Organismal Systems	Environmental Information Processing	0	0	0	0	0
-Immune System	Environmental Information Processing	0	0	0	0	0
-Endocrine System	Environmental Information Processing	0	0	0	0	0
-Circulatory System	Environmental Information Processing	0	0	0	0	0
-Digestive System	Environmental Information Processing	0	0	0	0	0
-Excretory System	Environmental Information Processing	0	0	0	0	0
-Nervous System	Environmental Information Processing	0	0	0	0	0
-Sensory System	Environmental Information Processing	0	0	0	0	0
-Development	Environmental Information Processing	0	0	0	0	0
-Environmental Adaptation	Environmental Information Processing	0	0	0	0	0
Human Diseases	Environmental Information Processing	0.07445	8.124e-06	6.971e-06	6.88e-06	7.237e-06
-Cancers	Environmental Information Processing	0	0	0	0	0
-Immune System Diseases	Environmental Information Processing	0	0	0	0	0
-Neurodegenerative Diseases	Environmental Information Processing	0	0	0	0	0
-Cardiovascular Diseases	Environmental Information Processing	0	0	0	0	0
-Metabolic Diseases	Environmental Information Processing	0	0	0	0	0
-Infectious Diseases	Environmental Information Processing	0	0	0	0	0
Not Mapped	Environmental Information Processing	10.45	8.637	9.021	9.505	11
-Not Mapped	Environmental Information Processing	10.45	8.637	9.021	9.505	11
TOTAL	-Signal Transduction	87.88	82.37	92.6	103.2	119.4
MAPPED	-Signal Transduction	77.4	73.73	83.58	93.7	108.4
Genetic Information Processing	-Signal Transduction	16.01	16.5	20.62	24.59	31.2
-Transcription	-Signal Transduction	0.3359	0.3567	0.4213	0.4954	0.5774
-Translation	-Signal Transduction	11.9	12.56	16.26	19.88	25.8
-Folding, Sorting and Degradation	-Signal Transduction	2.522	2.329	2.572	2.794	3.12
-DNA Maintenance	-Signal Transduction	0.8899	0.8688	0.9123	0.9379	1.085
-RNA Family	-Signal Transduction	0	0	0	0	0
Environmental Information Processing	-Signal Transduction	1	1	1	1	1
-Signal Transduction	-Signal Transduction	1	1	1	1	1
-Signaling Molecules and Interaction	-Signal Transduction	0	0	0	0	0
Cellular Processes	-Signal Transduction	0.8765	0.5671	0.6971	0.8041	0.7878
-Hemoglobin	-Signal Transduction	0	0	0	0	0
-Vesicular Transport	-Signal Transduction	0.0262	0.01195	0.01094	0.01043	0.01193
-Cytoskeleton	-Signal Transduction	0.08867	0.08586	0.08581	0.1018	0.1295
