Numerator	Denominator	eco Valgepea 2013 11	eco Valgepea 2013 21	eco Valgepea 2013 31	eco Valgepea 2013 40	eco Valgepea 2013 48
-RNA Family	MAPPED	7.757e-07	6.387e-07	4.75e-07	4.07e-07	3.612e-07
Environmental Information Processing	MAPPED	0.01178	0.0102	0.0085	0.007699	0.007029
-Signal Transduction	MAPPED	0.0117	0.0102	0.008499	0.007699	0.007029
-Signaling Molecules and Interaction	MAPPED	8.732e-05	3.65e-07	2.714e-07	2.326e-07	2.064e-07
Cellular Processes	MAPPED	0.01448	0.009418	0.009647	0.009784	0.009746
-Hemoglobin	MAPPED	0	0	0	0	0
-Vesicular Transport	MAPPED	0	0	0	0	0
-Cytoskeleton	MAPPED	0.004282	0.004093	0.00368	0.003458	0.003404
-Cell Motility	MAPPED	0.008567	0.003782	0.004473	0.004736	0.004551
-Cell Growth and Death	MAPPED	0.001342	0.001543	0.001494	0.00159	0.001791
-Cell Communication	MAPPED	0	0	0	0	0
Metabolism	MAPPED	0.5483	0.5329	0.5026	0.4784	0.4469
-Membrane Transport	MAPPED	0.09023	0.08436	0.07466	0.06389	0.05165
-Central Carbon Metabolism	MAPPED	0.1046	0.08246	0.07929	0.07441	0.06489
-Energy Metabolism	MAPPED	0.02436	0.02548	0.0256	0.02468	0.01915
-Biosynthesis	MAPPED	0.112	0.1231	0.1249	0.1309	0.1294
-Other Enzymes	MAPPED	0.1564	0.1486	0.1397	0.1315	0.1273
Organismal Systems	MAPPED	0	0	0	0	0
-Immune System	MAPPED	0	0	0	0	0
-Endocrine System	MAPPED	0	0	0	0	0
-Circulatory System	MAPPED	0	0	0	0	0
-Digestive System	MAPPED	0	0	0	0	0
-Excretory System	MAPPED	0	0	0	0	0
-Nervous System	MAPPED	0	0	0	0	0
-Sensory System	MAPPED	0	0	0	0	0
-Development	MAPPED	0	0	0	0	0
-Environmental Adaptation	MAPPED	0	0	0	0	0
Human Diseases	MAPPED	0.003745	0.003432	0.003437	0.003325	0.003327
-Cancers	MAPPED	0	0	0	0	0
-Immune System Diseases	MAPPED	0	0	0	0	0
-Neurodegenerative Diseases	MAPPED	0	0	0	0	0
-Cardiovascular Diseases	MAPPED	0	0	0	0	0
-Metabolic Diseases	MAPPED	0	0	0	0	0
-Infectious Diseases	MAPPED	0.0001678	0.0001505	0.0001855	0.0001511	0.0001607
Not Mapped	MAPPED	0.1162	0.09979	0.09031	0.08261	0.08066
-Not Mapped	MAPPED	0.1162	0.09979	0.09031	0.08261	0.08066
TOTAL	Genetic Information Processing	2.768	2.593	2.385	2.252	2.082
MAPPED	Genetic Information Processing	2.48	2.357	2.187	2.08	1.926
Genetic Information Processing	Genetic Information Processing	1	1	1	1	1
-Transcription	Genetic Information Processing	0.07763	0.07397	0.06361	0.05267	0.04725
-Translation	Genetic Information Processing	0.6479	0.6638	0.7006	0.733	0.7538
-Folding, Sorting and Degradation	Genetic Information Processing	0.1673	0.1613	0.1461	0.1364	0.1283
-DNA Maintenance	Genetic Information Processing	0.07074	0.06432	0.05386	0.04504	0.03895
-RNA Family	Genetic Information Processing	1.981e-06	1.547e-06	1.065e-06	8.655e-07	7.112e-07
Environmental Information Processing	Genetic Information Processing	0.02932	0.02409	0.01865	0.01604	0.01357
-Signal Transduction	Genetic Information Processing	0.02911	0.02409	0.01865	0.01604	0.01357
-Signaling Molecules and Interaction	Genetic Information Processing	0.0002165	8.604e-07	5.936e-07	4.838e-07	3.976e-07
Cellular Processes	Genetic Information Processing	0.03611	0.02248	0.02135	0.02055	0.01897
-Hemoglobin	Genetic Information Processing	0	0	0	0	0
-Vesicular Transport	Genetic Information Processing	0	0	0	0	0
-Cytoskeleton	Genetic Information Processing	0.01062	0.00965	0.008048	0.007194	0.006556
-Cell Motility	Genetic Information Processing	0.02177	0.008916	0.009784	0.009851	0.008767
-Cell Growth and Death	Genetic Information Processing	0.003373	0.003682	0.003307	0.003339	0.003487
-Cell Communication	Genetic Information Processing	0	0	0	0	0
Metabolism	Genetic Information Processing	1.365	1.259	1.103	0.9969	0.8625
-Membrane Transport	Genetic Information Processing	0.2237	0.1989	0.1633	0.1329	0.0997
-Central Carbon Metabolism	Genetic Information Processing	0.2631	0.1997	0.1779	0.1563	0.1253
-Energy Metabolism	Genetic Information Processing	0.06039	0.06007	0.05599	0.05166	0.03764
-Biosynthesis	Genetic Information Processing	0.2807	0.2921	0.2751	0.2738	0.2505
-Other Enzymes	Genetic Information Processing	0.3994	0.351	0.3067	0.274	0.2457
Organismal Systems	Genetic Information Processing	0	0	0	0	0
-Immune System	Genetic Information Processing	0	0	0	0	0
-Endocrine System	Genetic Information Processing	0	0	0	0	0
-Circulatory System	Genetic Information Processing	0	0	0	0	0
-Digestive System	Genetic Information Processing	0	0	0	0	0
-Excretory System	Genetic Information Processing	0	0	0	0	0
-Nervous System	Genetic Information Processing	0	0	0	0	0
-Sensory System	Genetic Information Processing	0	0	0	0	0
-Development	Genetic Information Processing	0	0	0	0	0
-Environmental Adaptation	Genetic Information Processing	0	0	0	0	0
Human Diseases	Genetic Information Processing	0.009364	0.008149	0.007571	0.00696	0.00646
-Cancers	Genetic Information Processing	0	0	0	0	0
-Immune System Diseases	Genetic Information Processing	0	0	0	0	0
-Neurodegenerative Diseases	Genetic Information Processing	0	0	0	0	0
-Cardiovascular Diseases	Genetic Information Processing	0	0	0	0	0
-Metabolic Diseases	Genetic Information Processing	0	0	0	0	0
-Infectious Diseases	Genetic Information Processing	0.0004284	0.000365	0.0004166	0.0003216	0.0003166
Not Mapped	Genetic Information Processing	0.288	0.2352	0.1975	0.1719	0.1554
-Not Mapped	Genetic Information Processing	0.288	0.2352	0.1975	0.1719	0.1554
TOTAL	-Transcription	28.96	28.17	29.69	33.4	34.3
MAPPED	-Transcription	25.94	25.61	27.23	30.85	31.74
Genetic Information Processing	-Transcription	10.32	10.76	12.36	14.74	16.35
-Transcription	-Transcription	1	1	1	1	1
-Translation	-Transcription	6.753	7.22	8.741	10.9	12.46
-Folding, Sorting and Degradation	-Transcription	1.802	1.81	1.915	2.129	2.205
-DNA Maintenance	-Transcription	0.7641	0.7281	0.703	0.7021	0.6843
-RNA Family	-Transcription	2.297e-05	1.888e-05	1.528e-05	1.504e-05	1.369e-05
Environmental Information Processing	-Transcription	0.3138	0.2612	0.2314	0.2375	0.2231
-Signal Transduction	-Transcription	0.3115	0.2612	0.2314	0.2375	0.2231
-Signaling Molecules and Interaction	-Transcription	0.002265	9.349e-06	7.39e-06	7.174e-06	6.553e-06
Cellular Processes	-Transcription	0.3755	0.2419	0.2673	0.3059	0.3141
-Hemoglobin	-Transcription	0	0	0	0	0
-Vesicular Transport	-Transcription	0	0	0	0	0
-Cytoskeleton	-Transcription	0.1111	0.1049	0.1002	0.1067	0.108
-Cell Motility	-Transcription	0.2296	0.09687	0.1218	0.1461	0.1445
-Cell Growth and Death	-Transcription	0.0348	0.03963	0.04142	0.05019	0.05819
-Cell Communication	-Transcription	0	0	0	0	0
Metabolism	-Transcription	14.6	14.18	14.26	15.45	14.74
-Membrane Transport	-Transcription	2.59	2.367	2.267	2.22	1.789
-Central Carbon Metabolism	-Transcription	2.714	2.437	2.488	2.57	2.235
-Energy Metabolism	-Transcription	0.7662	0.8121	0.8101	0.7612	0.6705
-Biosynthesis	-Transcription	2.953	3.283	3.65	4.566	4.613
-Other Enzymes	-Transcription	4.503	4.004	4.1	4.42	4.383
Organismal Systems	-Transcription	0	0	0	0	0
-Immune System	-Transcription	0	0	0	0	0
-Endocrine System	-Transcription	0	0	0	0	0
-Circulatory System	-Transcription	0	0	0	0	0
-Digestive System	-Transcription	0	0	0	0	0
-Excretory System	-Transcription	0	0	0	0	0
-Nervous System	-Transcription	0	0	0	0	0
-Sensory System	-Transcription	0	0	0	0	0
-Development	-Transcription	0	0	0	0	0
-Environmental Adaptation	-Transcription	0	0	0	0	0
Human Diseases	-Transcription	0.09827	0.0879	0.09357	0.1026	0.1056
-Cancers	-Transcription	0	0	0	0	0
-Immune System Diseases	-Transcription	0	0	0	0	0
-Neurodegenerative Diseases	-Transcription	0	0	0	0	0
-Cardiovascular Diseases	-Transcription	0	0	0	0	0
-Metabolic Diseases	-Transcription	0	0	0	0	0
-Infectious Diseases	-Transcription	0.004959	0.00444	0.005965	0.005582	0.006085
Not Mapped	-Transcription	3.013	2.556	2.459	2.549	2.561
-Not Mapped	-Transcription	3.013	2.556	2.459	2.549	2.561
TOTAL	-Translation	4.25	3.872	3.371	3.043	2.737
MAPPED	-Translation	3.808	3.521	3.092	2.811	2.533
Genetic Information Processing	-Translation	1.495	1.457	1.382	1.324	1.29
-Transcription	-Translation	0.1196	0.1109	0.09018	0.07135	0.0622
-Translation	-Translation	1	1	1	1	1
-Folding, Sorting and Degradation	-Translation	0.2507	0.2359	0.2025	0.1812	0.1659
-DNA Maintenance	-Translation	0.1058	0.09371	0.07443	0.05966	0.05024
-RNA Family	-Translation	2.97e-06	2.262e-06	1.477e-06	1.149e-06	9.194e-07
Environmental Information Processing	-Translation	0.04494	0.03599	0.02636	0.02168	0.01785
-Signal Transduction	-Translation	0.04461	0.03599	0.02635	0.02168	0.01785
-Signaling Molecules and Interaction	-Translation	0.0003325	1.285e-06	8.392e-07	6.536e-07	5.229e-07
Cellular Processes	-Translation	0.05535	0.03348	0.03011	0.02772	0.02487
-Hemoglobin	-Translation	0	0	0	0	0
-Vesicular Transport	-Translation	0	0	0	0	0
-Cytoskeleton	-Translation	0.0163	0.01441	0.01138	0.00972	0.008622
-Cell Motility	-Translation	0.03272	0.01335	0.01387	0.01334	0.01156
-Cell Growth and Death	-Translation	0.005154	0.005485	0.004663	0.004505	0.00457
-Cell Communication	-Translation	0	0	0	0	0
Metabolism	-Translation	2.091	1.881	1.558	1.347	1.135
-Membrane Transport	-Translation	0.345	0.2984	0.2319	0.1803	0.1314
-Central Carbon Metabolism	-Translation	0.402	0.292	0.2465	0.2095	0.1648
-Energy Metabolism	-Translation	0.09311	0.09014	0.07951	0.06981	0.04862
-Biosynthesis	-Translation	0.4263	0.4333	0.3861	0.3679	0.3278
-Other Enzymes	-Translation	0.5973	0.5245	0.4333	0.3703	0.3232
Organismal Systems	-Translation	0	0	0	0	0
-Immune System	-Translation	0	0	0	0	0
-Endocrine System	-Translation	0	0	0	0	0
-Circulatory System	-Translation	0	0	0	0	0
-Digestive System	-Translation	0	0	0	0	0
-Excretory System	-Translation	0	0	0	0	0
-Nervous System	-Translation	0	0	0	0	0
-Sensory System	-Translation	0	0	0	0	0
-Development	-Translation	0	0	0	0	0
-Environmental Adaptation	-Translation	0	0	0	0	0
Human Diseases	-Translation	0.01436	0.01218	0.0107	0.009406	0.008476
-Cancers	-Translation	0	0	0	0	0
-Immune System Diseases	-Translation	0	0	0	0	0
-Neurodegenerative Diseases	-Translation	0	0	0	0	0
-Cardiovascular Diseases	-Translation	0	0	0	0	0
-Metabolic Diseases	-Translation	0	0	0	0	0
-Infectious Diseases	-Translation	0.0006407	0.0005317	0.0005757	0.0004259	0.0004083
Not Mapped	-Translation	0.4423	0.3513	0.2792	0.2322	0.2043
-Not Mapped	-Translation	0.4423	0.3513	0.2792	0.2322	0.2043
TOTAL	-Folding, Sorting and Degradation	14.5	14.23	14.33	14.58	14.45
MAPPED	-Folding, Sorting and Degradation	12.99	12.94	13.14	13.47	13.37
Genetic Information Processing	-Folding, Sorting and Degradation	5.239	5.488	6.008	6.473	6.926
-Transcription	-Folding, Sorting and Degradation	0.4067	0.4059	0.3822	0.3409	0.3273
-Translation	-Folding, Sorting and Degradation	3.398	3.657	4.231	4.773	5.256
-Folding, Sorting and Degradation	-Folding, Sorting and Degradation	1	1	1	1	1
-DNA Maintenance	-Folding, Sorting and Degradation	0.4062	0.385	0.3528	0.3164	0.2916
-RNA Family	-Folding, Sorting and Degradation	1.184e-05	9.588e-06	7.292e-06	6.344e-06	5.542e-06
Environmental Information Processing	-Folding, Sorting and Degradation	0.1571	0.1358	0.1161	0.1073	0.09609
-Signal Transduction	-Folding, Sorting and Degradation	0.1559	0.1358	0.1161	0.1073	0.09609
-Signaling Molecules and Interaction	-Folding, Sorting and Degradation	0.001134	4.722e-06	3.566e-06	3.132e-06	2.76e-06
Cellular Processes	-Folding, Sorting and Degradation	0.2025	0.1304	0.1361	0.14	0.1371
-Hemoglobin	-Folding, Sorting and Degradation	0	0	0	0	0
-Vesicular Transport	-Folding, Sorting and Degradation	0	0	0	0	0
-Cytoskeleton	-Folding, Sorting and Degradation	0.05562	0.05296	0.04835	0.04658	0.0455
-Cell Motility	-Folding, Sorting and Degradation	0.1196	0.04893	0.05878	0.06379	0.06085
-Cell Growth and Death	-Folding, Sorting and Degradation	0.01932	0.02189	0.02155	0.02326	0.02583
-Cell Communication	-Folding, Sorting and Degradation	0	0	0	0	0
Metabolism	-Folding, Sorting and Degradation	7.251	7.03	6.72	6.56	6.073
-Membrane Transport	-Folding, Sorting and Degradation	1.172	1.091	0.981	0.8605	0.6905
-Central Carbon Metabolism	-Folding, Sorting and Degradation	1.487	1.238	1.175	1.065	0.8871
-Energy Metabolism	-Folding, Sorting and Degradation	0.3164	0.3296	0.3364	0.3404	0.2886
-Biosynthesis	-Folding, Sorting and Degradation	1.611	1.732	1.761	1.896	1.844
-Other Enzymes	-Folding, Sorting and Degradation	2.224	2.003	1.917	1.832	1.74
Organismal Systems	-Folding, Sorting and Degradation	0	0	0	0	0
-Immune System	-Folding, Sorting and Degradation	0	0	0	0	0
-Endocrine System	-Folding, Sorting and Degradation	0	0	0	0	0
-Circulatory System	-Folding, Sorting and Degradation	0	0	0	0	0
-Digestive System	-Folding, Sorting and Degradation	0	0	0	0	0
-Excretory System	-Folding, Sorting and Degradation	0	0	0	0	0
-Nervous System	-Folding, Sorting and Degradation	0	0	0	0	0
-Sensory System	-Folding, Sorting and Degradation	0	0	0	0	0
-Development	-Folding, Sorting and Degradation	0	0	0	0	0
-Environmental Adaptation	-Folding, Sorting and Degradation	0	0	0	0	0
Human Diseases	-Folding, Sorting and Degradation	0.05265	0.04803	0.04885	0.04818	0.0479
-Cancers	-Folding, Sorting and Degradation	0	0	0	0	0
-Immune System Diseases	-Folding, Sorting and Degradation	0	0	0	0	0
-Neurodegenerative Diseases	-Folding, Sorting and Degradation	0	0	0	0	0
-Cardiovascular Diseases	-Folding, Sorting and Degradation	0	0	0	0	0
-Metabolic Diseases	-Folding, Sorting and Degradation	0	0	0	0	0
-Infectious Diseases	-Folding, Sorting and Degradation	0.00246	0.002185	0.002728	0.002259	0.00237
Not Mapped	-Folding, Sorting and Degradation	1.509	1.291	1.187	1.113	1.078
-Not Mapped	-Folding, Sorting and Degradation	1.509	1.291	1.187	1.113	1.078
TOTAL	-DNA Maintenance	32.41	32.22	34.08	37.68	38.95
MAPPED	-DNA Maintenance	29.04	29.3	31.26	34.8	36.04
Genetic Information Processing	-DNA Maintenance	11.65	12.4	14.27	16.73	18.71
-Transcription	-DNA Maintenance	0.9362	0.9552	0.9678	0.9474	0.9548
-Translation	-DNA Maintenance	7.547	8.228	10	12.26	14.11
-Folding, Sorting and Degradation	-DNA Maintenance	2.041	2.116	2.243	2.461	2.597
-DNA Maintenance	-DNA Maintenance	1	1	1	1	1
-RNA Family	-DNA Maintenance	2.499e-05	2.125e-05	1.7e-05	1.632e-05	1.537e-05
Environmental Information Processing	-DNA Maintenance	0.3558	0.3047	0.2706	0.2719	0.2564
-Signal Transduction	-DNA Maintenance	0.3532	0.3046	0.2706	0.2718	0.2564
-Signaling Molecules and Interaction	-DNA Maintenance	0.002535	1.069e-05	8.484e-06	8.093e-06	7.44e-06
Cellular Processes	-DNA Maintenance	0.4206	0.2801	0.3063	0.3445	0.3561
-Hemoglobin	-DNA Maintenance	0	0	0	0	0
-Vesicular Transport	-DNA Maintenance	0	0	0	0	0
-Cytoskeleton	-DNA Maintenance	0.1243	0.1199	0.115	0.1204	0.1227
-Cell Motility	-DNA Maintenance	0.2535	0.1108	0.1398	0.1648	0.1641
-Cell Growth and Death	-DNA Maintenance	0.04278	0.04937	0.05145	0.05934	0.06937
-Cell Communication	-DNA Maintenance	0	0	0	0	0
Metabolism	-DNA Maintenance	16.18	15.84	15.89	16.85	16.27
-Membrane Transport	-DNA Maintenance	2.698	2.568	2.484	2.391	2.015
-Central Carbon Metabolism	-DNA Maintenance	3.241	2.714	2.712	2.789	2.671
-Energy Metabolism	-DNA Maintenance	0.7283	0.7757	0.8518	0.9459	0.7962
-Biosynthesis	-DNA Maintenance	3.339	3.74	4.132	4.874	4.998
-Other Enzymes	-DNA Maintenance	4.698	4.726	4.517	4.643	4.796
Organismal Systems	-DNA Maintenance	0	0	0	0	0
-Immune System	-DNA Maintenance	0	0	0	0	0
-Endocrine System	-DNA Maintenance	0	0	0	0	0
-Circulatory System	-DNA Maintenance	0	0	0	0	0
-Digestive System	-DNA Maintenance	0	0	0	0	0
-Excretory System	-DNA Maintenance	0	0	0	0	0
-Nervous System	-DNA Maintenance	0	0	0	0	0
-Sensory System	-DNA Maintenance	0	0	0	0	0
-Development	-DNA Maintenance	0	0	0	0	0
-Environmental Adaptation	-DNA Maintenance	0	0	0	0	0
Human Diseases	-DNA Maintenance	0.125	0.1192	0.1331	0.1461	0.1544
-Cancers	-DNA Maintenance	0	0	0	0	0
-Immune System Diseases	-DNA Maintenance	0	0	0	0	0
-Neurodegenerative Diseases	-DNA Maintenance	0	0	0	0	0
-Cardiovascular Diseases	-DNA Maintenance	0	0	0	0	0
-Metabolic Diseases	-DNA Maintenance	0	0	0	0	0
-Infectious Diseases	-DNA Maintenance	0.006056	0.005674	0.007735	0.007139	0.008127
Not Mapped	-DNA Maintenance	3.373	2.924	2.823	2.875	2.907
-Not Mapped	-DNA Maintenance	3.373	2.924	2.823	2.875	2.907
TOTAL	-RNA Family	629600	753300	1004000	1164000	1309000
MAPPED	-RNA Family	564000	684900	921100	1075000	1211000
Genetic Information Processing	-RNA Family	224400	287000	416500	511800	621600
-Transcription	-RNA Family	18710	23150	29070	29710	32640
-Translation	-RNA Family	146600	192300	294700	378800	474000
-Folding, Sorting and Degradation	-RNA Family	38790	47310	62600	71550	80800
-DNA Maintenance	-RNA Family	18990	22360	27540	28680	30880
-RNA Family	-RNA Family	1	1	1	1	1
Environmental Information Processing	-RNA Family	7091	7122	7973	8398	8616
-Signal Transduction	-RNA Family	7042	7121	7973	8397	8616
-Signaling Molecules and Interaction	-RNA Family	49.25	0.25	0.25	0.25	0.25
Cellular Processes	-RNA Family	8171	6548	9026	10640	11970
-Hemoglobin	-RNA Family	0	0	0	0	0
-Vesicular Transport	-RNA Family	0	0	0	0	0
-Cytoskeleton	-RNA Family	2415	2804	3389	3718	4122
-Cell Motility	-RNA Family	4925	2590	4120	5091	5512
-Cell Growth and Death	-RNA Family	831	1154	1516	1833	2331
-Cell Communication	-RNA Family	0	0	0	0	0
Metabolism	-RNA Family	313700	369900	468400	520400	546700
-Membrane Transport	-RNA Family	61020	67220	82300	82870	75740
-Central Carbon Metabolism	-RNA Family	72640	61370	75250	79990	86410
-Energy Metabolism	-RNA Family	16530	23200	31920	33000	28550
-Biosynthesis	-RNA Family	65440	90010	123900	158200	174900
-Other Enzymes	-RNA Family	89790	110500	133100	143400	161200
Organismal Systems	-RNA Family	0	0	0	0	0
-Immune System	-RNA Family	0	0	0	0	0
-Endocrine System	-RNA Family	0	0	0	0	0
-Circulatory System	-RNA Family	0	0	0	0	0
-Digestive System	-RNA Family	0	0	0	0	0
-Excretory System	-RNA Family	0	0	0	0	0
-Nervous System	-RNA Family	0	0	0	0	0
-Sensory System	-RNA Family	0	0	0	0	0
-Development	-RNA Family	0	0	0	0	0
-Environmental Adaptation	-RNA Family	0	0	0	0	0
Human Diseases	-RNA Family	3379	3761	5065	5718	6448
-Cancers	-RNA Family	0	0	0	0	0
-Immune System Diseases	-RNA Family	0	0	0	0	0
-Neurodegenerative Diseases	-RNA Family	0	0	0	0	0
-Cardiovascular Diseases	-RNA Family	0	0	0	0	0
-Metabolic Diseases	-RNA Family	0	0	0	0	0
-Infectious Diseases	-RNA Family	126.2	137.4	227.8	216.6	259.5
Not Mapped	-RNA Family	65520	68350	83180	88810	97690
-Not Mapped	-RNA Family	65520	68350	83180	88810	97690
TOTAL	Environmental Information Processing	72.13	80.73	96.58	106.1	115.5
MAPPED	Environmental Information Processing	64.62	73.4	88.58	97.96	106.9
Genetic Information Processing	Environmental Information Processing	25.31	30.76	40.06	46.63	54.85
-Transcription	Environmental Information Processing	2.186	2.481	2.78	2.654	2.822
-Translation	Environmental Information Processing	16.92	20.81	28.59	34.79	42.11
-Folding, Sorting and Degradation	Environmental Information Processing	4.407	5.071	6.02	6.52	7.13
-DNA Maintenance	Environmental Information Processing	1.79	2.01	2.218	2.192	2.232
-RNA Family	Environmental Information Processing	6.35e-05	6.218e-05	5.544e-05	5.247e-05	5.101e-05
Environmental Information Processing	Environmental Information Processing	1	1	1	1	1
-Signal Transduction	Environmental Information Processing	0.9824	0.9906	0.9879	0.9875	0.9898
-Signaling Molecules and Interaction	Environmental Information Processing	0.005643	2.766e-05	2.51e-05	2.409e-05	2.33e-05
Cellular Processes	Environmental Information Processing	0.9367	0.7426	0.9373	1.065	1.166
-Hemoglobin	Environmental Information Processing	0	0	0	0	0
-Vesicular Transport	Environmental Information Processing	0	0	0	0	0
-Cytoskeleton	Environmental Information Processing	0.2767	0.3005	0.3259	0.3388	0.3638
-Cell Motility	Environmental Information Processing	0.5536	0.2866	0.4136	0.4905	0.5137
-Cell Growth and Death	Environmental Information Processing	0.0998	0.1237	0.1458	0.167	0.2057
-Cell Communication	Environmental Information Processing	0	0	0	0	0
Metabolism	Environmental Information Processing	36.46	39.64	45.15	47.57	48.58
-Membrane Transport	Environmental Information Processing	7.303	7.208	7.866	7.634	6.836
-Central Carbon Metabolism	Environmental Information Processing	8.106	6.577	7.236	7.29	7.625
-Energy Metabolism	Environmental Information Processing	1.865	2.399	2.712	2.613	2.206
-Biosynthesis	Environmental Information Processing	8.139	10.6	12.97	15.35	16.71
-Other Enzymes	Environmental Information Processing	10.11	11.46	13.51	13.98	14.69
Organismal Systems	Environmental Information Processing	0	0	0	0	0
-Immune System	Environmental Information Processing	0	0	0	0	0
-Endocrine System	Environmental Information Processing	0	0	0	0	0
-Circulatory System	Environmental Information Processing	0	0	0	0	0
-Digestive System	Environmental Information Processing	0	0	0	0	0
-Excretory System	Environmental Information Processing	0	0	0	0	0
-Nervous System	Environmental Information Processing	0	0	0	0	0
-Sensory System	Environmental Information Processing	0	0	0	0	0
-Development	Environmental Information Processing	0	0	0	0	0
-Environmental Adaptation	Environmental Information Processing	0	0	0	0	0
Human Diseases	Environmental Information Processing	0.3131	0.3365	0.4043	0.4318	0.4734
-Cancers	Environmental Information Processing	0	0	0	0	0
-Immune System Diseases	Environmental Information Processing	0	0	0	0	0
-Neurodegenerative Diseases	Environmental Information Processing	0	0	0	0	0
-Cardiovascular Diseases	Environmental Information Processing	0	0	0	0	0
-Metabolic Diseases	Environmental Information Processing	0	0	0	0	0
-Infectious Diseases	Environmental Information Processing	0.01084	0.0114	0.01715	0.01565	0.01814
Not Mapped	Environmental Information Processing	7.507	7.325	8	8.093	8.621
-Not Mapped	Environmental Information Processing	7.507	7.325	8	8.093	8.621
TOTAL	-Signal Transduction	72.54	81.49	97.76	107.4	116.7
MAPPED	-Signal Transduction	64.99	74.1	89.67	99.2	108
Genetic Information Processing	-Signal Transduction	25.45	31.05	40.55	47.23	55.41
-Transcription	-Signal Transduction	2.198	2.485	2.78	2.654	2.822
-Translation	-Signal Transduction	17.02	21.01	28.94	35.24	42.55
-Folding, Sorting and Degradation	-Signal Transduction	4.432	5.119	6.094	6.603	7.203
-DNA Maintenance	-Signal Transduction	1.8	2.01	2.218	2.192	2.232
-RNA Family	-Signal Transduction	6.396e-05	6.218e-05	5.544e-05	5.247e-05	5.101e-05
Environmental Information Processing	-Signal Transduction	1.006	1	1	1	1
-Signal Transduction	-Signal Transduction	1	1	1	1	1
-Signaling Molecules and Interaction	-Signal Transduction	0.005675	2.767e-05	2.51e-05	2.409e-05	2.33e-05
Cellular Processes	-Signal Transduction	0.942	0.7426	0.9374	1.065	1.166
