Numerator	Denominator	eco Valgepea 2013 11	eco Valgepea 2013 21	eco Valgepea 2013 31	eco Valgepea 2013 40	eco Valgepea 2013 48
-Energy Metabolism	Genetic Information Processing	0.08093	0.08856	0.08863	0.08127	0.07065
-Biosynthesis	Genetic Information Processing	0.5662	0.6036	0.6009	0.6654	0.6366
-Other Enzymes	Genetic Information Processing	0.1725	0.1522	0.1236	0.108	0.102
Organismal Systems	Genetic Information Processing	0	0	0	0	0
-Immune System	Genetic Information Processing	0	0	0	0	0
-Endocrine System	Genetic Information Processing	0	0	0	0	0
-Circulatory System	Genetic Information Processing	0	0	0	0	0
-Digestive System	Genetic Information Processing	0	0	0	0	0
-Excretory System	Genetic Information Processing	0	0	0	0	0
-Nervous System	Genetic Information Processing	0	0	0	0	0
-Sensory System	Genetic Information Processing	0	0	0	0	0
-Development	Genetic Information Processing	0	0	0	0	0
-Environmental Adaptation	Genetic Information Processing	0	0	0	0	0
Human Diseases	Genetic Information Processing	0	0	0	0	0
-Cancers	Genetic Information Processing	0	0	0	0	0
-Immune System Diseases	Genetic Information Processing	0	0	0	0	0
-Neurodegenerative Diseases	Genetic Information Processing	0	0	0	0	0
-Cardiovascular Diseases	Genetic Information Processing	0	0	0	0	0
-Infectious Diseases	Genetic Information Processing	0	0	0	0	0
Not Mapped	Genetic Information Processing	0.4407	0.3609	0.3089	0.2803	0.2583
-Not Mapped	Genetic Information Processing	0.4407	0.3609	0.3089	0.2803	0.2583
TOTAL	-Transcription	34.58	32.49	31.72	33.63	32.22
MAPPED	-Transcription	30.46	29.08	28.63	30.53	29.25
Genetic Information Processing	-Transcription	9.354	9.438	10	11.05	11.49
-Transcription	-Transcription	1	1	1	1	1
-Translation	-Transcription	5.028	5.26	5.882	6.823	7.322
-Folding, Sorting and Degradation	-Transcription	2.747	2.619	2.585	2.699	2.674
-DNA Maintenance	-Transcription	0.5788	0.5586	0.5366	0.529	0.4919
-RNA Family	-Transcription	4.045e-06	3.204e-06	2.388e-06	2.242e-06	1.953e-06
Environmental Information Processing	-Transcription	0.3754	0.2531	0.2077	0.2038	0.1768
-Signal Transduction	-Transcription	0.3728	0.2531	0.2077	0.2038	0.1768
-Signaling Molecules and Interaction	-Transcription	0.002658	1.282e-05	9.552e-06	8.968e-06	7.81e-06
Cellular Processes	-Transcription	0.6837	0.3995	0.3699	0.3995	0.3459
-Hemoglobin	-Transcription	0	0	0	0	0
-Vesicular Transport	-Transcription	0.01536	0.004714	0.003749	0.003401	0.00322
-Cytoskeleton	-Transcription	0.1234	0.1162	0.1048	0.1077	0.1054
-Cell Motility	-Transcription	0.4979	0.2266	0.2109	0.2294	0.1719
-Cell Growth and Death	-Transcription	0.04699	0.05203	0.05051	0.05904	0.06538
-Cell Communication	-Transcription	0	0	0	0	0
Metabolism	-Transcription	20.05	18.99	18.05	18.88	17.24
-Membrane Transport	-Transcription	3.557	3.094	2.814	2.575	1.971
-Central Carbon Metabolism	-Transcription	8.823	7.926	7.096	6.858	5.973
-Energy Metabolism	-Transcription	0.7571	0.8358	0.8866	0.8981	0.8116
-Biosynthesis	-Transcription	5.296	5.697	6.012	7.353	7.312
-Other Enzymes	-Transcription	1.614	1.436	1.237	1.193	1.172
Organismal Systems	-Transcription	0	0	0	0	0
-Immune System	-Transcription	0	0	0	0	0
-Endocrine System	-Transcription	0	0	0	0	0
-Circulatory System	-Transcription	0	0	0	0	0
-Digestive System	-Transcription	0	0	0	0	0
-Excretory System	-Transcription	0	0	0	0	0
-Nervous System	-Transcription	0	0	0	0	0
-Sensory System	-Transcription	0	0	0	0	0
-Development	-Transcription	0	0	0	0	0
-Environmental Adaptation	-Transcription	0	0	0	0	0
Human Diseases	-Transcription	0	0	0	0	0
-Cancers	-Transcription	0	0	0	0	0
-Immune System Diseases	-Transcription	0	0	0	0	0
-Neurodegenerative Diseases	-Transcription	0	0	0	0	0
-Cardiovascular Diseases	-Transcription	0	0	0	0	0
-Infectious Diseases	-Transcription	0	0	0	0	0
Not Mapped	-Transcription	4.123	3.406	3.09	3.097	2.967
-Not Mapped	-Transcription	4.123	3.406	3.09	3.097	2.967
TOTAL	-Translation	6.878	6.176	5.392	4.929	4.4
MAPPED	-Translation	6.058	5.528	4.866	4.475	3.995
Genetic Information Processing	-Translation	1.86	1.794	1.701	1.62	1.569
-Transcription	-Translation	0.1989	0.1901	0.17	0.1466	0.1366
-Translation	-Translation	1	1	1	1	1
-Folding, Sorting and Degradation	-Translation	0.5464	0.4979	0.4394	0.3956	0.3652
-DNA Maintenance	-Translation	0.1151	0.1062	0.09121	0.07753	0.06719
-RNA Family	-Translation	8.045e-07	6.091e-07	4.059e-07	3.286e-07	2.667e-07
Environmental Information Processing	-Translation	0.07466	0.04811	0.03531	0.02987	0.02415
-Signal Transduction	-Translation	0.07413	0.04811	0.03531	0.02986	0.02415
-Signaling Molecules and Interaction	-Translation	0.0005287	2.436e-06	1.624e-06	1.314e-06	1.067e-06
Cellular Processes	-Translation	0.136	0.07596	0.06289	0.05855	0.04724
-Hemoglobin	-Translation	0	0	0	0	0
-Vesicular Transport	-Translation	0.003055	0.0008962	0.0006373	0.0004985	0.0004399
-Cytoskeleton	-Translation	0.02455	0.02209	0.01781	0.01578	0.0144
-Cell Motility	-Translation	0.09902	0.04308	0.03585	0.03362	0.02348
-Cell Growth and Death	-Translation	0.009346	0.009892	0.008586	0.008653	0.00893
-Cell Communication	-Translation	0	0	0	0	0
Metabolism	-Translation	3.987	3.61	3.068	2.767	2.355
-Membrane Transport	-Translation	0.7073	0.5882	0.4783	0.3775	0.2693
-Central Carbon Metabolism	-Translation	1.755	1.507	1.206	1.005	0.8158
-Energy Metabolism	-Translation	0.1506	0.1589	0.1507	0.1316	0.1108
-Biosynthesis	-Translation	1.053	1.083	1.022	1.078	0.9988
-Other Enzymes	-Translation	0.3209	0.273	0.2103	0.1749	0.1601
Organismal Systems	-Translation	0	0	0	0	0
-Immune System	-Translation	0	0	0	0	0
-Endocrine System	-Translation	0	0	0	0	0
-Circulatory System	-Translation	0	0	0	0	0
-Digestive System	-Translation	0	0	0	0	0
-Excretory System	-Translation	0	0	0	0	0
-Nervous System	-Translation	0	0	0	0	0
-Sensory System	-Translation	0	0	0	0	0
-Development	-Translation	0	0	0	0	0
-Environmental Adaptation	-Translation	0	0	0	0	0
Human Diseases	-Translation	0	0	0	0	0
-Cancers	-Translation	0	0	0	0	0
-Immune System Diseases	-Translation	0	0	0	0	0
-Neurodegenerative Diseases	-Translation	0	0	0	0	0
-Cardiovascular Diseases	-Translation	0	0	0	0	0
-Infectious Diseases	-Translation	0	0	0	0	0
Not Mapped	-Translation	0.8199	0.6476	0.5253	0.4539	0.4053
-Not Mapped	-Translation	0.8199	0.6476	0.5253	0.4539	0.4053
TOTAL	-Folding, Sorting and Degradation	12.59	12.4	12.27	12.46	12.05
MAPPED	-Folding, Sorting and Degradation	11.09	11.1	11.08	11.31	10.94
Genetic Information Processing	-Folding, Sorting and Degradation	3.405	3.603	3.87	4.095	4.296
-Transcription	-Folding, Sorting and Degradation	0.364	0.3818	0.3869	0.3705	0.374
-Translation	-Folding, Sorting and Degradation	1.83	2.008	2.276	2.528	2.738
-Folding, Sorting and Degradation	-Folding, Sorting and Degradation	1	1	1	1	1
-DNA Maintenance	-Folding, Sorting and Degradation	0.2107	0.2133	0.2076	0.196	0.184
-RNA Family	-Folding, Sorting and Degradation	1.472e-06	1.223e-06	9.238e-07	8.307e-07	7.302e-07
Environmental Information Processing	-Folding, Sorting and Degradation	0.1367	0.09662	0.08037	0.0755	0.06614
-Signal Transduction	-Folding, Sorting and Degradation	0.1357	0.09662	0.08037	0.0755	0.06613
-Signaling Molecules and Interaction	-Folding, Sorting and Degradation	0.0009676	4.893e-06	3.695e-06	3.323e-06	2.921e-06
Cellular Processes	-Folding, Sorting and Degradation	0.2489	0.1525	0.1431	0.148	0.1294
-Hemoglobin	-Folding, Sorting and Degradation	0	0	0	0	0
-Vesicular Transport	-Folding, Sorting and Degradation	0.005591	0.0018	0.00145	0.00126	0.001204
-Cytoskeleton	-Folding, Sorting and Degradation	0.04493	0.04436	0.04053	0.0399	0.03942
-Cell Motility	-Folding, Sorting and Degradation	0.1812	0.08652	0.0816	0.08499	0.06428
-Cell Growth and Death	-Folding, Sorting and Degradation	0.01711	0.01987	0.01954	0.02187	0.02445
-Cell Communication	-Folding, Sorting and Degradation	0	0	0	0	0
Metabolism	-Folding, Sorting and Degradation	7.297	7.25	6.981	6.995	6.448
-Membrane Transport	-Folding, Sorting and Degradation	1.295	1.181	1.089	0.9542	0.7373
-Central Carbon Metabolism	-Folding, Sorting and Degradation	3.212	3.026	2.745	2.541	2.234
-Energy Metabolism	-Folding, Sorting and Degradation	0.2756	0.3191	0.343	0.3328	0.3035
-Biosynthesis	-Folding, Sorting and Degradation	1.928	2.175	2.326	2.725	2.735
-Other Enzymes	-Folding, Sorting and Degradation	0.5874	0.5483	0.4785	0.442	0.4383
Organismal Systems	-Folding, Sorting and Degradation	0	0	0	0	0
-Immune System	-Folding, Sorting and Degradation	0	0	0	0	0
-Endocrine System	-Folding, Sorting and Degradation	0	0	0	0	0
-Circulatory System	-Folding, Sorting and Degradation	0	0	0	0	0
-Digestive System	-Folding, Sorting and Degradation	0	0	0	0	0
-Excretory System	-Folding, Sorting and Degradation	0	0	0	0	0
-Nervous System	-Folding, Sorting and Degradation	0	0	0	0	0
-Sensory System	-Folding, Sorting and Degradation	0	0	0	0	0
-Development	-Folding, Sorting and Degradation	0	0	0	0	0
-Environmental Adaptation	-Folding, Sorting and Degradation	0	0	0	0	0
Human Diseases	-Folding, Sorting and Degradation	0	0	0	0	0
-Cancers	-Folding, Sorting and Degradation	0	0	0	0	0
-Immune System Diseases	-Folding, Sorting and Degradation	0	0	0	0	0
-Neurodegenerative Diseases	-Folding, Sorting and Degradation	0	0	0	0	0
-Cardiovascular Diseases	-Folding, Sorting and Degradation	0	0	0	0	0
-Infectious Diseases	-Folding, Sorting and Degradation	0	0	0	0	0
Not Mapped	-Folding, Sorting and Degradation	1.501	1.301	1.195	1.148	1.11
-Not Mapped	-Folding, Sorting and Degradation	1.501	1.301	1.195	1.148	1.11
TOTAL	-DNA Maintenance	59.75	58.15	59.11	63.58	65.49
MAPPED	-DNA Maintenance	52.63	52.06	53.35	57.72	59.46
Genetic Information Processing	-DNA Maintenance	16.16	16.9	18.64	20.89	23.35
-Transcription	-DNA Maintenance	1.728	1.79	1.864	1.89	2.033
-Translation	-DNA Maintenance	8.687	9.416	10.96	12.9	14.88
-Folding, Sorting and Degradation	-DNA Maintenance	4.746	4.689	4.817	5.102	5.436
-DNA Maintenance	-DNA Maintenance	1	1	1	1	1
-RNA Family	-DNA Maintenance	6.988e-06	5.735e-06	4.45e-06	4.238e-06	3.969e-06
Environmental Information Processing	-DNA Maintenance	0.6486	0.453	0.3872	0.3852	0.3595
-Signal Transduction	-DNA Maintenance	0.644	0.453	0.3872	0.3852	0.3595
-Signaling Molecules and Interaction	-DNA Maintenance	0.004593	2.294e-05	1.78e-05	1.695e-05	1.588e-05
Cellular Processes	-DNA Maintenance	1.181	0.7152	0.6895	0.7552	0.7031
-Hemoglobin	-DNA Maintenance	0	0	0	0	0
-Vesicular Transport	-DNA Maintenance	0.02654	0.008439	0.006987	0.00643	0.006546
-Cytoskeleton	-DNA Maintenance	0.2132	0.208	0.1952	0.2036	0.2142
-Cell Motility	-DNA Maintenance	0.8602	0.4056	0.3931	0.4336	0.3494
-Cell Growth and Death	-DNA Maintenance	0.08119	0.09315	0.09413	0.1116	0.1329
-Cell Communication	-DNA Maintenance	0	0	0	0	0
Metabolism	-DNA Maintenance	34.63	33.99	33.63	35.69	35.05
-Membrane Transport	-DNA Maintenance	6.144	5.539	5.244	4.869	4.007
-Central Carbon Metabolism	-DNA Maintenance	15.24	14.19	13.23	12.97	12.14
-Energy Metabolism	-DNA Maintenance	1.308	1.496	1.652	1.698	1.65
-Biosynthesis	-DNA Maintenance	9.15	10.2	11.2	13.9	14.86
-Other Enzymes	-DNA Maintenance	2.788	2.571	2.305	2.255	2.382
Organismal Systems	-DNA Maintenance	0	0	0	0	0
-Immune System	-DNA Maintenance	0	0	0	0	0
-Endocrine System	-DNA Maintenance	0	0	0	0	0
-Circulatory System	-DNA Maintenance	0	0	0	0	0
-Digestive System	-DNA Maintenance	0	0	0	0	0
-Excretory System	-DNA Maintenance	0	0	0	0	0
-Nervous System	-DNA Maintenance	0	0	0	0	0
-Sensory System	-DNA Maintenance	0	0	0	0	0
-Development	-DNA Maintenance	0	0	0	0	0
-Environmental Adaptation	-DNA Maintenance	0	0	0	0	0
Human Diseases	-DNA Maintenance	0	0	0	0	0
-Cancers	-DNA Maintenance	0	0	0	0	0
-Immune System Diseases	-DNA Maintenance	0	0	0	0	0
-Neurodegenerative Diseases	-DNA Maintenance	0	0	0	0	0
-Cardiovascular Diseases	-DNA Maintenance	0	0	0	0	0
-Infectious Diseases	-DNA Maintenance	0	0	0	0	0
Not Mapped	-DNA Maintenance	7.122	6.098	5.759	5.855	6.032
-Not Mapped	-DNA Maintenance	7.122	6.098	5.759	5.855	6.032
TOTAL	-RNA Family	8550000	10140000	13280000	15000000	16500000
MAPPED	-RNA Family	7530000	9077000	11990000	13620000	14980000
Genetic Information Processing	-RNA Family	2313000	2946000	4189000	4929000	5883000
-Transcription	-RNA Family	247200	312100	418800	446000	512100
-Translation	-RNA Family	1243000	1642000	2463000	3043000	3750000
-Folding, Sorting and Degradation	-RNA Family	679200	817500	1082000	1204000	1369000
-DNA Maintenance	-RNA Family	143100	174400	224700	235900	251900
-RNA Family	-RNA Family	1	1	1	1	1
Environmental Information Processing	-RNA Family	92810	78990	87000	90890	90570
-Signal Transduction	-RNA Family	92150	78990	86990	90890	90570
-Signaling Molecules and Interaction	-RNA Family	657.2	4	4	4	4
Cellular Processes	-RNA Family	169000	124700	154900	178200	177100
-Hemoglobin	-RNA Family	0	0	0	0	0
-Vesicular Transport	-RNA Family	3797	1472	1570	1517	1649
-Cytoskeleton	-RNA Family	30510	36270	43870	48030	53980
-Cell Motility	-RNA Family	123100	70730	88330	102300	88030
-Cell Growth and Death	-RNA Family	11620	16240	21150	26330	33480
-Cell Communication	-RNA Family	0	0	0	0	0
Metabolism	-RNA Family	4956000	5927000	7557000	8420000	8829000
-Membrane Transport	-RNA Family	879200	965700	1178000	1149000	1010000
-Central Carbon Metabolism	-RNA Family	2181000	2474000	2972000	3059000	3059000
-Energy Metabolism	-RNA Family	187200	260900	371300	400600	415600
-Biosynthesis	-RNA Family	1309000	1778000	2518000	3280000	3745000
-Other Enzymes	-RNA Family	399000	448300	518000	532100	600200
Organismal Systems	-RNA Family	0	0	0	0	0
-Immune System	-RNA Family	0	0	0	0	0
-Endocrine System	-RNA Family	0	0	0	0	0
-Circulatory System	-RNA Family	0	0	0	0	0
-Digestive System	-RNA Family	0	0	0	0	0
-Excretory System	-RNA Family	0	0	0	0	0
-Nervous System	-RNA Family	0	0	0	0	0
-Sensory System	-RNA Family	0	0	0	0	0
-Development	-RNA Family	0	0	0	0	0
-Environmental Adaptation	-RNA Family	0	0	0	0	0
Human Diseases	-RNA Family	0	0	0	0	0
-Cancers	-RNA Family	0	0	0	0	0
-Immune System Diseases	-RNA Family	0	0	0	0	0
-Neurodegenerative Diseases	-RNA Family	0	0	0	0	0
-Cardiovascular Diseases	-RNA Family	0	0	0	0	0
-Infectious Diseases	-RNA Family	0	0	0	0	0
Not Mapped	-RNA Family	1019000	1063000	1294000	1381000	1520000
-Not Mapped	-RNA Family	1019000	1063000	1294000	1381000	1520000
TOTAL	Environmental Information Processing	92.12	128.4	152.7	165	182.2
MAPPED	Environmental Information Processing	81.14	114.9	137.8	149.8	165.4
Genetic Information Processing	Environmental Information Processing	24.92	37.29	48.16	54.23	64.96
-Transcription	Environmental Information Processing	2.664	3.952	4.814	4.907	5.655
-Translation	Environmental Information Processing	13.39	20.79	28.32	33.48	41.4
-Folding, Sorting and Degradation	Environmental Information Processing	7.318	10.35	12.44	13.24	15.12
-DNA Maintenance	Environmental Information Processing	1.542	2.207	2.583	2.596	2.782
-RNA Family	Environmental Information Processing	1.077e-05	1.266e-05	1.149e-05	1.1e-05	1.104e-05
Environmental Information Processing	Environmental Information Processing	1	1	1	1	1
-Signal Transduction	Environmental Information Processing	0.9929	0.9999	1	1	1
-Signaling Molecules and Interaction	Environmental Information Processing	0.007081	5.064e-05	4.598e-05	4.401e-05	4.416e-05
Cellular Processes	Environmental Information Processing	1.821	1.579	1.781	1.96	1.956
-Hemoglobin	Environmental Information Processing	0	0	0	0	0
-Vesicular Transport	Environmental Information Processing	0.04091	0.01863	0.01805	0.01669	0.01821
-Cytoskeleton	Environmental Information Processing	0.3288	0.4591	0.5043	0.5284	0.596
-Cell Motility	Environmental Information Processing	1.326	0.8954	1.015	1.126	0.972
-Cell Growth and Death	Environmental Information Processing	0.1252	0.2056	0.2431	0.2897	0.3697
-Cell Communication	Environmental Information Processing	0	0	0	0	0
Metabolism	Environmental Information Processing	53.4	75.03	86.87	92.64	97.49
-Membrane Transport	Environmental Information Processing	9.474	12.23	13.54	12.64	11.15
-Central Carbon Metabolism	Environmental Information Processing	23.5	31.32	34.16	33.66	33.77
-Energy Metabolism	Environmental Information Processing	2.017	3.303	4.268	4.408	4.589
-Biosynthesis	Environmental Information Processing	14.11	22.51	28.94	36.09	41.35
-Other Enzymes	Environmental Information Processing	4.299	5.675	5.954	5.855	6.627
Organismal Systems	Environmental Information Processing	0	0	0	0	0
-Immune System	Environmental Information Processing	0	0	0	0	0
-Endocrine System	Environmental Information Processing	0	0	0	0	0
-Circulatory System	Environmental Information Processing	0	0	0	0	0
-Digestive System	Environmental Information Processing	0	0	0	0	0
-Excretory System	Environmental Information Processing	0	0	0	0	0
-Nervous System	Environmental Information Processing	0	0	0	0	0
-Sensory System	Environmental Information Processing	0	0	0	0	0
-Development	Environmental Information Processing	0	0	0	0	0
-Environmental Adaptation	Environmental Information Processing	0	0	0	0	0
Human Diseases	Environmental Information Processing	0	0	0	0	0
-Cancers	Environmental Information Processing	0	0	0	0	0
-Immune System Diseases	Environmental Information Processing	0	0	0	0	0
-Neurodegenerative Diseases	Environmental Information Processing	0	0	0	0	0
-Cardiovascular Diseases	Environmental Information Processing	0	0	0	0	0
-Infectious Diseases	Environmental Information Processing	0	0	0	0	0
Not Mapped	Environmental Information Processing	10.98	13.46	14.87	15.2	16.78
-Not Mapped	Environmental Information Processing	10.98	13.46	14.87	15.2	16.78
TOTAL	-Signal Transduction	92.78	128.4	152.7	165	182.2
MAPPED	-Signal Transduction	81.72	114.9	137.8	149.8	165.4
Genetic Information Processing	-Signal Transduction	25.09	37.3	48.16	54.23	64.96
-Transcription	-Signal Transduction	2.683	3.952	4.814	4.908	5.655
-Translation	-Signal Transduction	13.49	20.79	28.32	33.48	41.4
-Folding, Sorting and Degradation	-Signal Transduction	7.37	10.35	12.44	13.25	15.12
-DNA Maintenance	-Signal Transduction	1.553	2.207	2.583	2.596	2.782
-RNA Family	-Signal Transduction	1.085e-05	1.266e-05	1.15e-05	1.1e-05	1.104e-05
Environmental Information Processing	-Signal Transduction	1.007	1	1	1	1
-Signal Transduction	-Signal Transduction	1	1	1	1	1
-Signaling Molecules and Interaction	-Signal Transduction	0.007131	5.064e-05	4.598e-05	4.401e-05	4.417e-05
Cellular Processes	-Signal Transduction	1.834	1.579	1.781	1.961	1.956
-Hemoglobin	-Signal Transduction	0	0	0	0	0
-Vesicular Transport	-Signal Transduction	0.04121	0.01863	0.01805	0.01669	0.01821
-Cytoskeleton	-Signal Transduction	0.3311	0.4592	0.5043	0.5285	0.596
-Cell Motility	-Signal Transduction	1.336	0.8954	1.015	1.126	0.972
-Cell Growth and Death	-Signal Transduction	0.1261	0.2056	0.2431	0.2897	0.3697
-Cell Communication	-Signal Transduction	0	0	0	0	0
Metabolism	-Signal Transduction	53.78	75.04	86.87	92.65	97.49
-Membrane Transport	-Signal Transduction	9.541	12.23	13.55	12.64	11.15
-Central Carbon Metabolism	-Signal Transduction	23.67	31.32	34.16	33.66	33.78
-Energy Metabolism	-Signal Transduction	2.031	3.303	4.268	4.408	4.589
-Biosynthesis	-Signal Transduction	14.21	22.51	28.94	36.09	41.35
