Numerator	Denominator	eco Valgepea 2013 11	eco Valgepea 2013 21	eco Valgepea 2013 31	eco Valgepea 2013 40	eco Valgepea 2013 48
Environmental Information Processing	MAPPED	0.01445	0.01127	0.009533	0.00873	0.00786
-Signal Transduction	MAPPED	0.01436	0.01126	0.009533	0.00873	0.00786
-Signaling Molecules and Interaction	MAPPED	8.732e-05	3.65e-07	2.714e-07	2.326e-07	2.064e-07
Cellular Processes	MAPPED	0.01879	0.01413	0.01312	0.01293	0.01134
-Hemoglobin	MAPPED	0	0	0	0	0
-Vesicular Transport	MAPPED	0.0006704	0.0002793	0.0002216	0.0001835	0.0001771
-Cytoskeleton	MAPPED	0.004282	0.004093	0.00368	0.003458	0.003404
-Cell Motility	MAPPED	0.01251	0.008231	0.007741	0.007713	0.005986
-Cell Growth and Death	MAPPED	0.001324	0.001524	0.001476	0.001575	0.001777
-Cell Communication	MAPPED	0	0	0	0	0
Metabolism	MAPPED	0.5404	0.5252	0.495	0.4738	0.4384
-Membrane Transport	MAPPED	0.1156	0.09998	0.09053	0.07671	0.05997
-Central Carbon Metabolism	MAPPED	0.1977	0.1793	0.1609	0.1451	0.1281
-Energy Metabolism	MAPPED	0.02171	0.02474	0.02549	0.02376	0.0217
-Biosynthesis	MAPPED	0.1499	0.1668	0.1701	0.1857	0.186
-Other Enzymes	MAPPED	0.05555	0.05439	0.04792	0.04262	0.04263
Organismal Systems	MAPPED	0	0	0	0	0
-Immune System	MAPPED	0	0	0	0	0
-Endocrine System	MAPPED	0	0	0	0	0
-Circulatory System	MAPPED	0	0	0	0	0
-Digestive System	MAPPED	0	0	0	0	0
-Excretory System	MAPPED	0	0	0	0	0
-Nervous System	MAPPED	0	0	0	0	0
-Sensory System	MAPPED	0	0	0	0	0
-Development	MAPPED	0	0	0	0	0
-Environmental Adaptation	MAPPED	0	0	0	0	0
Human Diseases	MAPPED	0	0	0	0	0
-Cancers	MAPPED	0	0	0	0	0
-Immune System Diseases	MAPPED	0	0	0	0	0
-Neurodegenerative Diseases	MAPPED	0	0	0	0	0
-Cardiovascular Diseases	MAPPED	0	0	0	0	0
-Infectious Diseases	MAPPED	0	0	0	0	0
Not Mapped	MAPPED	0.1162	0.09979	0.09031	0.08261	0.08066
-Not Mapped	MAPPED	0.1162	0.09979	0.09031	0.08261	0.08066
TOTAL	Genetic Information Processing	2.618	2.447	2.26	2.146	1.992
MAPPED	Genetic Information Processing	2.345	2.225	2.073	1.982	1.844
Genetic Information Processing	Genetic Information Processing	1	1	1	1	1
-Transcription	Genetic Information Processing	0.1021	0.09939	0.08714	0.074	0.06778
-Translation	Genetic Information Processing	0.6164	0.6319	0.6699	0.7049	0.728
-Folding, Sorting and Degradation	Genetic Information Processing	0.2128	0.2059	0.1892	0.1755	0.1646
-DNA Maintenance	Genetic Information Processing	0.0687	0.0628	0.05379	0.04561	0.03954
-RNA Family	Genetic Information Processing	2.599e-07	2.03e-07	1.407e-07	1.152e-07	9.514e-08
Environmental Information Processing	Genetic Information Processing	0.03389	0.02507	0.01976	0.0173	0.01449
-Signal Transduction	Genetic Information Processing	0.03369	0.02506	0.01976	0.0173	0.01449
-Signaling Molecules and Interaction	Genetic Information Processing	0.0002048	8.121e-07	5.627e-07	4.61e-07	3.806e-07
Cellular Processes	Genetic Information Processing	0.04407	0.03144	0.0272	0.02563	0.02091
-Hemoglobin	Genetic Information Processing	0	0	0	0	0
-Vesicular Transport	Genetic Information Processing	0.001572	0.0006215	0.0004594	0.0003637	0.0003264
-Cytoskeleton	Genetic Information Processing	0.01004	0.009108	0.007629	0.006855	0.006275
-Cell Motility	Genetic Information Processing	0.02935	0.01831	0.01605	0.01529	0.01104
-Cell Growth and Death	Genetic Information Processing	0.003106	0.003392	0.00306	0.003121	0.003277
-Cell Communication	Genetic Information Processing	0	0	0	0	0
Metabolism	Genetic Information Processing	1.268	1.169	1.026	0.9392	0.8082
-Membrane Transport	Genetic Information Processing	0.271	0.2225	0.1877	0.152	0.1106
-Central Carbon Metabolism	Genetic Information Processing	0.4638	0.399	0.3336	0.2875	0.2361
-Energy Metabolism	Genetic Information Processing	0.05091	0.05504	0.05285	0.04709	0.04001
-Biosynthesis	Genetic Information Processing	0.3515	0.371	0.3527	0.3681	0.3429
-Other Enzymes	Genetic Information Processing	0.1303	0.121	0.09935	0.08448	0.07859
Organismal Systems	Genetic Information Processing	0	0	0	0	0
-Immune System	Genetic Information Processing	0	0	0	0	0
-Endocrine System	Genetic Information Processing	0	0	0	0	0
-Circulatory System	Genetic Information Processing	0	0	0	0	0
-Digestive System	Genetic Information Processing	0	0	0	0	0
-Excretory System	Genetic Information Processing	0	0	0	0	0
-Nervous System	Genetic Information Processing	0	0	0	0	0
-Sensory System	Genetic Information Processing	0	0	0	0	0
-Development	Genetic Information Processing	0	0	0	0	0
-Environmental Adaptation	Genetic Information Processing	0	0	0	0	0
Human Diseases	Genetic Information Processing	0	0	0	0	0
-Cancers	Genetic Information Processing	0	0	0	0	0
-Immune System Diseases	Genetic Information Processing	0	0	0	0	0
-Neurodegenerative Diseases	Genetic Information Processing	0	0	0	0	0
-Cardiovascular Diseases	Genetic Information Processing	0	0	0	0	0
-Infectious Diseases	Genetic Information Processing	0	0	0	0	0
Not Mapped	Genetic Information Processing	0.2725	0.222	0.1872	0.1638	0.1487
-Not Mapped	Genetic Information Processing	0.2725	0.222	0.1872	0.1638	0.1487
TOTAL	-Transcription	25.65	24.62	25.94	29	29.39
MAPPED	-Transcription	22.98	22.39	23.79	26.79	27.2
Genetic Information Processing	-Transcription	9.796	10.06	11.48	13.51	14.75
-Transcription	-Transcription	1	1	1	1	1
-Translation	-Transcription	6.039	6.358	7.688	9.526	10.74
-Folding, Sorting and Degradation	-Transcription	2.085	2.072	2.171	2.372	2.429
-DNA Maintenance	-Transcription	0.673	0.6318	0.6173	0.6164	0.5833
-RNA Family	-Transcription	2.546e-06	2.043e-06	1.614e-06	1.557e-06	1.404e-06
Environmental Information Processing	-Transcription	0.332	0.2522	0.2268	0.2339	0.2138
-Signal Transduction	-Transcription	0.33	0.2522	0.2268	0.2339	0.2138
-Signaling Molecules and Interaction	-Transcription	0.002006	8.171e-06	6.458e-06	6.23e-06	5.614e-06
Cellular Processes	-Transcription	0.4317	0.3163	0.3121	0.3464	0.3085
-Hemoglobin	-Transcription	0	0	0	0	0
-Vesicular Transport	-Transcription	0.0154	0.006253	0.005273	0.004915	0.004816
-Cytoskeleton	-Transcription	0.09838	0.09163	0.08755	0.09265	0.09258
-Cell Motility	-Transcription	0.2875	0.1843	0.1842	0.2066	0.1628
-Cell Growth and Death	-Transcription	0.03043	0.03412	0.03512	0.04218	0.04834
-Cell Communication	-Transcription	0	0	0	0	0
Metabolism	-Transcription	12.42	11.76	11.78	12.69	11.92
-Membrane Transport	-Transcription	2.655	2.238	2.154	2.055	1.631
-Central Carbon Metabolism	-Transcription	4.543	4.014	3.829	3.886	3.483
-Energy Metabolism	-Transcription	0.4988	0.5537	0.6065	0.6364	0.5903
-Biosynthesis	-Transcription	3.444	3.733	4.048	4.974	5.059
-Other Enzymes	-Transcription	1.276	1.218	1.14	1.142	1.159
Organismal Systems	-Transcription	0	0	0	0	0
-Immune System	-Transcription	0	0	0	0	0
-Endocrine System	-Transcription	0	0	0	0	0
-Circulatory System	-Transcription	0	0	0	0	0
-Digestive System	-Transcription	0	0	0	0	0
-Excretory System	-Transcription	0	0	0	0	0
-Nervous System	-Transcription	0	0	0	0	0
-Sensory System	-Transcription	0	0	0	0	0
-Development	-Transcription	0	0	0	0	0
-Environmental Adaptation	-Transcription	0	0	0	0	0
Human Diseases	-Transcription	0	0	0	0	0
-Cancers	-Transcription	0	0	0	0	0
-Immune System Diseases	-Transcription	0	0	0	0	0
-Neurodegenerative Diseases	-Transcription	0	0	0	0	0
-Cardiovascular Diseases	-Transcription	0	0	0	0	0
-Infectious Diseases	-Transcription	0	0	0	0	0
Not Mapped	-Transcription	2.669	2.234	2.149	2.213	2.194
-Not Mapped	-Transcription	2.669	2.234	2.149	2.213	2.194
TOTAL	-Translation	4.247	3.872	3.374	3.044	2.737
MAPPED	-Translation	3.805	3.521	3.095	2.812	2.532
Genetic Information Processing	-Translation	1.622	1.583	1.493	1.419	1.374
-Transcription	-Translation	0.1656	0.1573	0.1301	0.105	0.0931
-Translation	-Translation	1	1	1	1	1
-Folding, Sorting and Degradation	-Translation	0.3452	0.3258	0.2824	0.249	0.2261
-DNA Maintenance	-Translation	0.1115	0.09938	0.08029	0.06471	0.0543
-RNA Family	-Translation	4.216e-07	3.213e-07	2.1e-07	1.635e-07	1.307e-07
Environmental Information Processing	-Translation	0.05499	0.03967	0.0295	0.02455	0.0199
-Signal Transduction	-Translation	0.05465	0.03966	0.0295	0.02455	0.0199
-Signaling Molecules and Interaction	-Translation	0.0003322	1.285e-06	8.399e-07	6.54e-07	5.227e-07
Cellular Processes	-Translation	0.07149	0.04975	0.0406	0.03636	0.02873
-Hemoglobin	-Translation	0	0	0	0	0
-Vesicular Transport	-Translation	0.002551	0.0009835	0.0006858	0.000516	0.0004484
-Cytoskeleton	-Translation	0.01629	0.01441	0.01139	0.009726	0.008619
-Cell Motility	-Translation	0.04761	0.02898	0.02396	0.02169	0.01516
-Cell Growth and Death	-Translation	0.005038	0.005367	0.004568	0.004428	0.004501
-Cell Communication	-Translation	0	0	0	0	0
Metabolism	-Translation	2.056	1.849	1.532	1.332	1.11
-Membrane Transport	-Translation	0.4397	0.352	0.2802	0.2157	0.1519
-Central Carbon Metabolism	-Translation	0.7524	0.6314	0.498	0.4079	0.3243
-Energy Metabolism	-Translation	0.0826	0.0871	0.07889	0.0668	0.05496
-Biosynthesis	-Translation	0.5702	0.5872	0.5265	0.5222	0.471
-Other Enzymes	-Translation	0.2114	0.1915	0.1483	0.1199	0.108
Organismal Systems	-Translation	0	0	0	0	0
-Immune System	-Translation	0	0	0	0	0
-Endocrine System	-Translation	0	0	0	0	0
-Circulatory System	-Translation	0	0	0	0	0
-Digestive System	-Translation	0	0	0	0	0
-Excretory System	-Translation	0	0	0	0	0
-Nervous System	-Translation	0	0	0	0	0
-Sensory System	-Translation	0	0	0	0	0
-Development	-Translation	0	0	0	0	0
-Environmental Adaptation	-Translation	0	0	0	0	0
Human Diseases	-Translation	0	0	0	0	0
-Cancers	-Translation	0	0	0	0	0
-Immune System Diseases	-Translation	0	0	0	0	0
-Neurodegenerative Diseases	-Translation	0	0	0	0	0
-Cardiovascular Diseases	-Translation	0	0	0	0	0
-Infectious Diseases	-Translation	0	0	0	0	0
Not Mapped	-Translation	0.442	0.3514	0.2795	0.2323	0.2043
-Not Mapped	-Translation	0.442	0.3514	0.2795	0.2323	0.2043
TOTAL	-Folding, Sorting and Degradation	12.3	11.88	11.95	12.23	12.1
MAPPED	-Folding, Sorting and Degradation	11.02	10.81	10.96	11.29	11.2
Genetic Information Processing	-Folding, Sorting and Degradation	4.699	4.857	5.287	5.697	6.074
-Transcription	-Folding, Sorting and Degradation	0.4797	0.4827	0.4607	0.4216	0.4117
-Translation	-Folding, Sorting and Degradation	2.897	3.069	3.542	4.016	4.422
-Folding, Sorting and Degradation	-Folding, Sorting and Degradation	1	1	1	1	1
-DNA Maintenance	-Folding, Sorting and Degradation	0.3228	0.305	0.2844	0.2598	0.2401
-RNA Family	-Folding, Sorting and Degradation	1.221e-06	9.86e-07	7.437e-07	6.566e-07	5.779e-07
Environmental Information Processing	-Folding, Sorting and Degradation	0.1593	0.1217	0.1045	0.09859	0.08802
-Signal Transduction	-Folding, Sorting and Degradation	0.1583	0.1217	0.1045	0.09858	0.08802
-Signaling Molecules and Interaction	-Folding, Sorting and Degradation	0.0009624	3.944e-06	2.975e-06	2.626e-06	2.312e-06
Cellular Processes	-Folding, Sorting and Degradation	0.2071	0.1527	0.1438	0.146	0.127
-Hemoglobin	-Folding, Sorting and Degradation	0	0	0	0	0
-Vesicular Transport	-Folding, Sorting and Degradation	0.007389	0.003018	0.002429	0.002072	0.001983
-Cytoskeleton	-Folding, Sorting and Degradation	0.04719	0.04423	0.04033	0.03906	0.03812
-Cell Motility	-Folding, Sorting and Degradation	0.1379	0.08895	0.08485	0.0871	0.06703
-Cell Growth and Death	-Folding, Sorting and Degradation	0.01459	0.01647	0.01618	0.01778	0.0199
-Cell Communication	-Folding, Sorting and Degradation	0	0	0	0	0
Metabolism	-Folding, Sorting and Degradation	5.956	5.675	5.425	5.351	4.909
-Membrane Transport	-Folding, Sorting and Degradation	1.274	1.08	0.9922	0.8662	0.6716
-Central Carbon Metabolism	-Folding, Sorting and Degradation	2.179	1.938	1.764	1.638	1.434
-Energy Metabolism	-Folding, Sorting and Degradation	0.2392	0.2673	0.2794	0.2683	0.243
-Biosynthesis	-Folding, Sorting and Degradation	1.652	1.802	1.865	2.097	2.083
-Other Enzymes	-Folding, Sorting and Degradation	0.6123	0.5877	0.5252	0.4813	0.4774
Organismal Systems	-Folding, Sorting and Degradation	0	0	0	0	0
-Immune System	-Folding, Sorting and Degradation	0	0	0	0	0
-Endocrine System	-Folding, Sorting and Degradation	0	0	0	0	0
-Circulatory System	-Folding, Sorting and Degradation	0	0	0	0	0
-Digestive System	-Folding, Sorting and Degradation	0	0	0	0	0
-Excretory System	-Folding, Sorting and Degradation	0	0	0	0	0
-Nervous System	-Folding, Sorting and Degradation	0	0	0	0	0
-Sensory System	-Folding, Sorting and Degradation	0	0	0	0	0
-Development	-Folding, Sorting and Degradation	0	0	0	0	0
-Environmental Adaptation	-Folding, Sorting and Degradation	0	0	0	0	0
Human Diseases	-Folding, Sorting and Degradation	0	0	0	0	0
-Cancers	-Folding, Sorting and Degradation	0	0	0	0	0
-Immune System Diseases	-Folding, Sorting and Degradation	0	0	0	0	0
-Neurodegenerative Diseases	-Folding, Sorting and Degradation	0	0	0	0	0
-Cardiovascular Diseases	-Folding, Sorting and Degradation	0	0	0	0	0
-Infectious Diseases	-Folding, Sorting and Degradation	0	0	0	0	0
Not Mapped	-Folding, Sorting and Degradation	1.28	1.078	0.9898	0.9329	0.9033
-Not Mapped	-Folding, Sorting and Degradation	1.28	1.078	0.9898	0.9329	0.9033
TOTAL	-DNA Maintenance	38.11	38.97	42.02	47.05	50.39
MAPPED	-DNA Maintenance	34.14	35.43	38.54	43.46	46.63
Genetic Information Processing	-DNA Maintenance	14.56	15.92	18.59	21.93	25.29
-Transcription	-DNA Maintenance	1.486	1.583	1.62	1.622	1.714
-Translation	-DNA Maintenance	8.973	10.06	12.45	15.45	18.41
-Folding, Sorting and Degradation	-DNA Maintenance	3.098	3.279	3.517	3.849	4.164
-DNA Maintenance	-DNA Maintenance	1	1	1	1	1
-RNA Family	-DNA Maintenance	3.783e-06	3.233e-06	2.615e-06	2.527e-06	2.406e-06
Environmental Information Processing	-DNA Maintenance	0.4934	0.3991	0.3674	0.3794	0.3665
-Signal Transduction	-DNA Maintenance	0.4904	0.3991	0.3674	0.3794	0.3665
-Signaling Molecules and Interaction	-DNA Maintenance	0.002981	1.293e-05	1.046e-05	1.011e-05	9.626e-06
Cellular Processes	-DNA Maintenance	0.6414	0.5006	0.5056	0.5619	0.529
-Hemoglobin	-DNA Maintenance	0	0	0	0	0
-Vesicular Transport	-DNA Maintenance	0.02289	0.009896	0.008541	0.007975	0.008257
-Cytoskeleton	-DNA Maintenance	0.1462	0.145	0.1418	0.1503	0.1587
-Cell Motility	-DNA Maintenance	0.4272	0.2916	0.2984	0.3352	0.2791
-Cell Growth and Death	-DNA Maintenance	0.04521	0.05401	0.05689	0.06844	0.08288
-Cell Communication	-DNA Maintenance	0	0	0	0	0
Metabolism	-DNA Maintenance	18.45	18.61	19.08	20.59	20.44
-Membrane Transport	-DNA Maintenance	3.945	3.542	3.489	3.334	2.797
-Central Carbon Metabolism	-DNA Maintenance	6.751	6.353	6.203	6.305	5.972
-Energy Metabolism	-DNA Maintenance	0.7411	0.8764	0.9826	1.032	1.012
-Biosynthesis	-DNA Maintenance	5.117	5.908	6.557	8.07	8.674
-Other Enzymes	-DNA Maintenance	1.897	1.927	1.847	1.852	1.988
Organismal Systems	-DNA Maintenance	0	0	0	0	0
-Immune System	-DNA Maintenance	0	0	0	0	0
-Endocrine System	-DNA Maintenance	0	0	0	0	0
-Circulatory System	-DNA Maintenance	0	0	0	0	0
-Digestive System	-DNA Maintenance	0	0	0	0	0
-Excretory System	-DNA Maintenance	0	0	0	0	0
-Nervous System	-DNA Maintenance	0	0	0	0	0
-Sensory System	-DNA Maintenance	0	0	0	0	0
-Development	-DNA Maintenance	0	0	0	0	0
-Environmental Adaptation	-DNA Maintenance	0	0	0	0	0
Human Diseases	-DNA Maintenance	0	0	0	0	0
-Cancers	-DNA Maintenance	0	0	0	0	0
-Immune System Diseases	-DNA Maintenance	0	0	0	0	0
-Neurodegenerative Diseases	-DNA Maintenance	0	0	0	0	0
-Cardiovascular Diseases	-DNA Maintenance	0	0	0	0	0
-Infectious Diseases	-DNA Maintenance	0	0	0	0	0
Not Mapped	-DNA Maintenance	3.966	3.535	3.481	3.59	3.761
-Not Mapped	-DNA Maintenance	3.966	3.535	3.481	3.59	3.761
TOTAL	-RNA Family	10070000	12050000	16070000	18620000	20940000
MAPPED	-RNA Family	9025000	10960000	14740000	17200000	19380000
Genetic Information Processing	-RNA Family	3848000	4925000	7109000	8677000	10510000
-Transcription	-RNA Family	392800	489600	619400	642100	712400
-Translation	-RNA Family	2372000	3112000	4762000	6116000	7652000
-Folding, Sorting and Degradation	-RNA Family	818800	1014000	1345000	1523000	1730000
-DNA Maintenance	-RNA Family	264300	309300	382400	395800	415500
-RNA Family	-RNA Family	1	1	1	1	1
Environmental Information Processing	-RNA Family	130400	123500	140500	150200	152300
-Signal Transduction	-RNA Family	129600	123500	140500	150200	152300
-Signaling Molecules and Interaction	-RNA Family	788	4	4	4	4
Cellular Processes	-RNA Family	169600	154800	193300	222400	219800
-Hemoglobin	-RNA Family	0	0	0	0	0
-Vesicular Transport	-RNA Family	6050	3061	3266	3156	3431
-Cytoskeleton	-RNA Family	38640	44860	54230	59490	65960
-Cell Motility	-RNA Family	112900	90210	114100	132700	116000
-Cell Growth and Death	-RNA Family	11950	16710	21760	27090	34440
-Cell Communication	-RNA Family	0	0	0	0	0
Metabolism	-RNA Family	4877000	5755000	7295000	8150000	8495000
-Membrane Transport	-RNA Family	1043000	1096000	1334000	1319000	1162000
-Central Carbon Metabolism	-RNA Family	1784000	1965000	2372000	2495000	2482000
-Energy Metabolism	-RNA Family	195900	271100	375700	408600	420600
-Biosynthesis	-RNA Family	1352000	1828000	2507000	3194000	3604000
-Other Enzymes	-RNA Family	501300	596100	706200	733100	826100
Organismal Systems	-RNA Family	0	0	0	0	0
-Immune System	-RNA Family	0	0	0	0	0
-Endocrine System	-RNA Family	0	0	0	0	0
-Circulatory System	-RNA Family	0	0	0	0	0
-Digestive System	-RNA Family	0	0	0	0	0
-Excretory System	-RNA Family	0	0	0	0	0
-Nervous System	-RNA Family	0	0	0	0	0
-Sensory System	-RNA Family	0	0	0	0	0
-Development	-RNA Family	0	0	0	0	0
-Environmental Adaptation	-RNA Family	0	0	0	0	0
Human Diseases	-RNA Family	0	0	0	0	0
-Cancers	-RNA Family	0	0	0	0	0
-Immune System Diseases	-RNA Family	0	0	0	0	0
-Neurodegenerative Diseases	-RNA Family	0	0	0	0	0
-Cardiovascular Diseases	-RNA Family	0	0	0	0	0
-Infectious Diseases	-RNA Family	0	0	0	0	0
Not Mapped	-RNA Family	1048000	1094000	1331000	1421000	1563000
-Not Mapped	-RNA Family	1048000	1094000	1331000	1421000	1563000
TOTAL	Environmental Information Processing	77.24	97.63	114.4	124	137.5
MAPPED	Environmental Information Processing	69.2	88.77	104.9	114.5	127.2
Genetic Information Processing	Environmental Information Processing	29.5	39.9	50.6	57.79	69.01
-Transcription	Environmental Information Processing	3.012	3.965	4.409	4.276	4.677
-Translation	Environmental Information Processing	18.19	25.21	33.9	40.73	50.24
-Folding, Sorting and Degradation	Environmental Information Processing	6.279	8.215	9.571	10.14	11.36
-DNA Maintenance	Environmental Information Processing	2.027	2.505	2.722	2.636	2.728
-RNA Family	Environmental Information Processing	7.668e-06	8.1e-06	7.117e-06	6.66e-06	6.565e-06
Environmental Information Processing	Environmental Information Processing	1	1	1	1	1
-Signal Transduction	Environmental Information Processing	0.994	1	1	1	1
-Signaling Molecules and Interaction	Environmental Information Processing	0.006042	3.24e-05	2.847e-05	2.664e-05	2.626e-05
Cellular Processes	Environmental Information Processing	1.3	1.254	1.376	1.481	1.443
-Hemoglobin	Environmental Information Processing	0	0	0	0	0
-Vesicular Transport	Environmental Information Processing	0.04639	0.02479	0.02325	0.02102	0.02253
-Cytoskeleton	Environmental Information Processing	0.2963	0.3634	0.386	0.3962	0.433
-Cell Motility	Environmental Information Processing	0.8658	0.7307	0.812	0.8835	0.7615
-Cell Growth and Death	Environmental Information Processing	0.09163	0.1353	0.1548	0.1804	0.2261
-Cell Communication	Environmental Information Processing	0	0	0	0	0
Metabolism	Environmental Information Processing	37.4	46.62	51.92	54.28	55.77
-Membrane Transport	Environmental Information Processing	7.996	8.875	9.496	8.787	7.63
-Central Carbon Metabolism	Environmental Information Processing	13.68	15.92	16.88	16.62	16.29
-Energy Metabolism	Environmental Information Processing	1.502	2.196	2.674	2.721	2.761
-Biosynthesis	Environmental Information Processing	10.37	14.8	17.85	21.27	23.66
-Other Enzymes	Environmental Information Processing	3.844	4.828	5.027	4.882	5.424
Organismal Systems	Environmental Information Processing	0	0	0	0	0
-Immune System	Environmental Information Processing	0	0	0	0	0
-Endocrine System	Environmental Information Processing	0	0	0	0	0
-Circulatory System	Environmental Information Processing	0	0	0	0	0
-Digestive System	Environmental Information Processing	0	0	0	0	0
-Excretory System	Environmental Information Processing	0	0	0	0	0
-Nervous System	Environmental Information Processing	0	0	0	0	0
-Sensory System	Environmental Information Processing	0	0	0	0	0
-Development	Environmental Information Processing	0	0	0	0	0
-Environmental Adaptation	Environmental Information Processing	0	0	0	0	0
Human Diseases	Environmental Information Processing	0	0	0	0	0
-Cancers	Environmental Information Processing	0	0	0	0	0
-Immune System Diseases	Environmental Information Processing	0	0	0	0	0
-Neurodegenerative Diseases	Environmental Information Processing	0	0	0	0	0
-Cardiovascular Diseases	Environmental Information Processing	0	0	0	0	0
-Infectious Diseases	Environmental Information Processing	0	0	0	0	0
Not Mapped	Environmental Information Processing	8.038	8.858	9.473	9.463	10.26
-Not Mapped	Environmental Information Processing	8.038	8.858	9.473	9.463	10.26
TOTAL	-Signal Transduction	77.71	97.63	114.4	124	137.5
MAPPED	-Signal Transduction	69.62	88.77	104.9	114.5	127.2
Genetic Information Processing	-Signal Transduction	29.68	39.9	50.6	57.79	69.01
-Transcription	-Signal Transduction	3.03	3.966	4.409	4.276	4.678
-Translation	-Signal Transduction	18.3	25.21	33.9	40.73	50.24
-Folding, Sorting and Degradation	-Signal Transduction	6.317	8.215	9.571	10.14	11.36
-DNA Maintenance	-Signal Transduction	2.039	2.506	2.722	2.636	2.728
-RNA Family	-Signal Transduction	7.715e-06	8.1e-06	7.118e-06	6.66e-06	6.566e-06
Environmental Information Processing	-Signal Transduction	1.006	1	1	1	1
-Signal Transduction	-Signal Transduction	1	1	1	1	1
-Signaling Molecules and Interaction	-Signal Transduction	0.006079	3.24e-05	2.847e-05	2.664e-05	2.626e-05
Cellular Processes	-Signal Transduction	1.308	1.254	1.376	1.481	1.443
-Hemoglobin	-Signal Transduction	0	0	0	0	0
-Vesicular Transport	-Signal Transduction	0.04667	0.0248	0.02325	0.02102	0.02253
-Cytoskeleton	-Signal Transduction	0.2981	0.3634	0.386	0.3962	0.433
-Cell Motility	-Signal Transduction	0.8711	0.7307	0.8121	0.8835	0.7615
-Cell Growth and Death	-Signal Transduction	0.09219	0.1353	0.1548	0.1804	0.2261
-Cell Communication	-Signal Transduction	0	0	0	0	0
Metabolism	-Signal Transduction	37.62	46.62	51.93	54.28	55.77
-Membrane Transport	-Signal Transduction	8.045	8.875	9.496	8.787	7.63
-Central Carbon Metabolism	-Signal Transduction	13.77	15.92	16.88	16.62	16.29
-Energy Metabolism	-Signal Transduction	1.511	2.196	2.674	2.721	2.761
