Numerator	Denominator	eco Valgepea 2013 11	eco Valgepea 2013 21	eco Valgepea 2013 31	eco Valgepea 2013 40	eco Valgepea 2013 48
Organismal Systems	Genetic Information Processing	0	0	0	0	0
-Immune System	Genetic Information Processing	0	0	0	0	0
-Endocrine System	Genetic Information Processing	0	0	0	0	0
-Circulatory System	Genetic Information Processing	0	0	0	0	0
-Digestive System	Genetic Information Processing	0	0	0	0	0
-Excretory System	Genetic Information Processing	0	0	0	0	0
-Nervous System	Genetic Information Processing	0	0	0	0	0
-Sensory System	Genetic Information Processing	0	0	0	0	0
-Development	Genetic Information Processing	0	0	0	0	0
-Environmental Adaptation	Genetic Information Processing	0	0	0	0	0
Human Diseases	Genetic Information Processing	0	0	0	0	0
-Cancers	Genetic Information Processing	0	0	0	0	0
-Immune System Diseases	Genetic Information Processing	0	0	0	0	0
-Neurodegenerative Diseases	Genetic Information Processing	0	0	0	0	0
-Cardiovascular Diseases	Genetic Information Processing	0	0	0	0	0
-Metabolic Diseases	Genetic Information Processing	0	0	0	0	0
-Infectious Diseases	Genetic Information Processing	0	0	0	0	0
Not Mapped	Genetic Information Processing	0.6329	0.507	0.4226	0.3747	0.3416
-Not Mapped	Genetic Information Processing	0.6329	0.507	0.4226	0.3747	0.3416
TOTAL	-Transcription	90.52	78.1	73.35	73.16	68.45
MAPPED	-Transcription	79.73	69.91	66.2	66.43	62.15
Genetic Information Processing	-Transcription	16.88	16.03	16.74	17.84	18.33
-Transcription	-Transcription	1	1	1	1	1
-Translation	-Transcription	12.33	11.98	12.96	14.17	14.88
-Folding, Sorting and Degradation	-Transcription	2.655	2.25	2.086	2.031	1.85
-DNA Maintenance	-Transcription	0.8916	0.8009	0.6966	0.6375	0.5975
-RNA Family	-Transcription	0	0	0	0	0
Environmental Information Processing	-Transcription	1.07	0.9823	0.8304	0.7435	0.5993
-Signal Transduction	-Transcription	1.07	0.9823	0.8304	0.7435	0.5993
-Signaling Molecules and Interaction	-Transcription	0	0	0	0	0
Cellular Processes	-Transcription	0.419	0.2945	0.2617	0.2487	0.2491
-Hemoglobin	-Transcription	0	0	0	0	0
-Vesicular Transport	-Transcription	0.02699	0.01133	0.008664	0.007395	0.006838
-Cytoskeleton	-Transcription	0	0	0	0	0
-Cell Motility	-Transcription	0	0	0	0	0
-Cell Growth and Death	-Transcription	1.059e-05	7.703e-06	5.522e-06	4.878e-06	4.149e-06
-Cell Communication	-Transcription	0	0	0	0	0
Metabolism	-Transcription	32.58	32.07	29.74	30.08	27.65
-Membrane Transport	-Transcription	2.362	1.782	1.553	1.247	0.9523
-Central Carbon Metabolism	-Transcription	13.53	13.27	11.19	10.04	8.565
-Energy Metabolism	-Transcription	1.247	1.306	1.234	1.208	1.033
-Biosynthesis	-Transcription	7.847	8.081	7.943	9.094	9.37
-Other Enzymes	-Transcription	5.892	6.079	6.439	6.032	5.557
Organismal Systems	-Transcription	0	0	0	0	0
-Immune System	-Transcription	0	0	0	0	0
-Endocrine System	-Transcription	0	0	0	0	0
-Circulatory System	-Transcription	0	0	0	0	0
-Digestive System	-Transcription	0	0	0	0	0
-Excretory System	-Transcription	0	0	0	0	0
-Nervous System	-Transcription	0	0	0	0	0
-Sensory System	-Transcription	0	0	0	0	0
-Development	-Transcription	0	0	0	0	0
-Environmental Adaptation	-Transcription	0	0	0	0	0
Human Diseases	-Transcription	0	0	0	0	0
-Cancers	-Transcription	0	0	0	0	0
-Immune System Diseases	-Transcription	0	0	0	0	0
-Neurodegenerative Diseases	-Transcription	0	0	0	0	0
-Cardiovascular Diseases	-Transcription	0	0	0	0	0
-Metabolic Diseases	-Transcription	0	0	0	0	0
-Infectious Diseases	-Transcription	0	0	0	0	0
Not Mapped	-Transcription	10.79	8.189	7.145	6.738	6.304
-Not Mapped	-Transcription	10.79	8.189	7.145	6.738	6.304
TOTAL	-Translation	7.306	6.506	5.653	5.157	4.596
MAPPED	-Translation	6.435	5.824	5.103	4.682	4.172
Genetic Information Processing	-Translation	1.313	1.286	1.242	1.213	1.186
-Transcription	-Translation	0.02515	0.02544	0.0232	0.02242	0.02002
-Translation	-Translation	1	1	1	1	1
-Folding, Sorting and Degradation	-Translation	0.1949	0.1703	0.145	0.128	0.1107
-DNA Maintenance	-Translation	0.07012	0.06502	0.05275	0.04381	0.03821
-RNA Family	-Translation	0	0	0	0	0
Environmental Information Processing	-Translation	0.08313	0.07899	0.06105	0.04997	0.03849
-Signal Transduction	-Translation	0.08313	0.07899	0.06105	0.04997	0.03849
-Signaling Molecules and Interaction	-Translation	0	0	0	0	0
Cellular Processes	-Translation	0.01583	0.01436	0.0118	0.01021	0.01065
-Hemoglobin	-Translation	0	0	0	0	0
-Vesicular Transport	-Translation	0.002178	0.0009435	0.0006678	0.0005212	0.0004591
-Cytoskeleton	-Translation	0	0	0	0	0
-Cell Motility	-Translation	0	0	0	0	0
-Cell Growth and Death	-Translation	8.587e-07	6.428e-07	4.262e-07	3.441e-07	2.787e-07
-Cell Communication	-Translation	0	0	0	0	0
Metabolism	-Translation	2.613	2.659	2.277	2.107	1.843
-Membrane Transport	-Translation	0.1796	0.1319	0.1141	0.08796	0.06398
-Central Carbon Metabolism	-Translation	0.8806	0.8699	0.723	0.6325	0.5344
-Energy Metabolism	-Translation	0.06171	0.05682	0.0491	0.0517	0.04794
-Biosynthesis	-Translation	0.622	0.6526	0.5983	0.6159	0.611
-Other Enzymes	-Translation	0.4108	0.451	0.3425	0.287	0.2418
Organismal Systems	-Translation	0	0	0	0	0
-Immune System	-Translation	0	0	0	0	0
-Endocrine System	-Translation	0	0	0	0	0
-Circulatory System	-Translation	0	0	0	0	0
-Digestive System	-Translation	0	0	0	0	0
-Excretory System	-Translation	0	0	0	0	0
-Nervous System	-Translation	0	0	0	0	0
-Sensory System	-Translation	0	0	0	0	0
-Development	-Translation	0	0	0	0	0
-Environmental Adaptation	-Translation	0	0	0	0	0
Human Diseases	-Translation	0	0	0	0	0
-Cancers	-Translation	0	0	0	0	0
-Immune System Diseases	-Translation	0	0	0	0	0
-Neurodegenerative Diseases	-Translation	0	0	0	0	0
-Cardiovascular Diseases	-Translation	0	0	0	0	0
-Metabolic Diseases	-Translation	0	0	0	0	0
-Infectious Diseases	-Translation	0	0	0	0	0
Not Mapped	-Translation	0.8709	0.6822	0.5508	0.4749	0.4233
-Not Mapped	-Translation	0.8709	0.6822	0.5508	0.4749	0.4233
TOTAL	-Folding, Sorting and Degradation	30.19	30.4	30.72	31.8	32.65
MAPPED	-Folding, Sorting and Degradation	26.59	27.21	27.73	28.87	29.64
Genetic Information Processing	-Folding, Sorting and Degradation	5.649	6.239	7.017	7.746	8.707
-Transcription	-Folding, Sorting and Degradation	0.1126	0.1287	0.136	0.149	0.155
-Translation	-Folding, Sorting and Degradation	4.085	4.634	5.392	6.122	7.054
-Folding, Sorting and Degradation	-Folding, Sorting and Degradation	1	1	1	1	1
-DNA Maintenance	-Folding, Sorting and Degradation	0.3057	0.3172	0.2989	0.2837	0.2883
-RNA Family	-Folding, Sorting and Degradation	0	0	0	0	0
Environmental Information Processing	-Folding, Sorting and Degradation	0.3435	0.3691	0.3318	0.3081	0.2734
-Signal Transduction	-Folding, Sorting and Degradation	0.3435	0.3691	0.3318	0.3081	0.2734
-Signaling Molecules and Interaction	-Folding, Sorting and Degradation	0	0	0	0	0
Cellular Processes	-Folding, Sorting and Degradation	0.0709	0.07264	0.06921	0.06786	0.0825
-Hemoglobin	-Folding, Sorting and Degradation	0	0	0	0	0
-Vesicular Transport	-Folding, Sorting and Degradation	0.009001	0.004409	0.003629	0.003214	0.003262
-Cytoskeleton	-Folding, Sorting and Degradation	0	0	0	0	0
-Cell Motility	-Folding, Sorting and Degradation	0	0	0	0	0
-Cell Growth and Death	-Folding, Sorting and Degradation	3.987e-06	3.423e-06	2.647e-06	2.401e-06	2.243e-06
-Cell Communication	-Folding, Sorting and Degradation	0	0	0	0	0
Metabolism	-Folding, Sorting and Degradation	11.2	12.87	12.83	13.41	13.46
-Membrane Transport	-Folding, Sorting and Degradation	0.8354	0.6851	0.6957	0.6138	0.5149
-Central Carbon Metabolism	-Folding, Sorting and Degradation	4.045	4.598	4.403	4.319	4.203
-Energy Metabolism	-Folding, Sorting and Degradation	0.2763	0.2875	0.2879	0.3437	0.3689
-Biosynthesis	-Folding, Sorting and Degradation	2.704	3.185	3.319	3.807	4.321
-Other Enzymes	-Folding, Sorting and Degradation	1.905	2.325	2.089	1.994	1.941
Organismal Systems	-Folding, Sorting and Degradation	0	0	0	0	0
-Immune System	-Folding, Sorting and Degradation	0	0	0	0	0
-Endocrine System	-Folding, Sorting and Degradation	0	0	0	0	0
-Circulatory System	-Folding, Sorting and Degradation	0	0	0	0	0
-Digestive System	-Folding, Sorting and Degradation	0	0	0	0	0
-Excretory System	-Folding, Sorting and Degradation	0	0	0	0	0
-Nervous System	-Folding, Sorting and Degradation	0	0	0	0	0
-Sensory System	-Folding, Sorting and Degradation	0	0	0	0	0
-Development	-Folding, Sorting and Degradation	0	0	0	0	0
-Environmental Adaptation	-Folding, Sorting and Degradation	0	0	0	0	0
Human Diseases	-Folding, Sorting and Degradation	0	0	0	0	0
-Cancers	-Folding, Sorting and Degradation	0	0	0	0	0
-Immune System Diseases	-Folding, Sorting and Degradation	0	0	0	0	0
-Neurodegenerative Diseases	-Folding, Sorting and Degradation	0	0	0	0	0
-Cardiovascular Diseases	-Folding, Sorting and Degradation	0	0	0	0	0
-Metabolic Diseases	-Folding, Sorting and Degradation	0	0	0	0	0
-Infectious Diseases	-Folding, Sorting and Degradation	0	0	0	0	0
Not Mapped	-Folding, Sorting and Degradation	3.599	3.188	2.993	2.929	3.007
-Not Mapped	-Folding, Sorting and Degradation	3.599	3.188	2.993	2.929	3.007
TOTAL	-DNA Maintenance	47.68	44.27	42.63	45	43.34
MAPPED	-DNA Maintenance	42	39.62	38.48	40.85	39.35
Genetic Information Processing	-DNA Maintenance	8.981	9.154	9.828	11.06	11.68
-Transcription	-DNA Maintenance	0.1822	0.1917	0.194	0.216	0.2096
-Translation	-DNA Maintenance	6.527	6.804	7.541	8.726	9.43
-Folding, Sorting and Degradation	-DNA Maintenance	1.272	1.159	1.093	1.117	1.044
-DNA Maintenance	-DNA Maintenance	1	1	1	1	1
-RNA Family	-DNA Maintenance	0	0	0	0	0
Environmental Information Processing	-DNA Maintenance	0.5565	0.5472	0.4707	0.4465	0.3707
-Signal Transduction	-DNA Maintenance	0.5426	0.5374	0.4604	0.436	0.3629
-Signaling Molecules and Interaction	-DNA Maintenance	0	0	0	0	0
Cellular Processes	-DNA Maintenance	0.1653	0.1565	0.1542	0.1586	0.1841
-Hemoglobin	-DNA Maintenance	0	0	0	0	0
-Vesicular Transport	-DNA Maintenance	0.01422	0.00642	0.005036	0.004548	0.004329
-Cytoskeleton	-DNA Maintenance	0	0	0	0	0
-Cell Motility	-DNA Maintenance	0	0	0	0	0
-Cell Growth and Death	-DNA Maintenance	1.187e-05	9.618e-06	7.927e-06	7.651e-06	6.943e-06
-Cell Communication	-DNA Maintenance	0	0	0	0	0
Metabolism	-DNA Maintenance	17.06	18.09	17.17	18.38	17.38
-Membrane Transport	-DNA Maintenance	1.438	1.229	1.142	1.019	0.8085
-Central Carbon Metabolism	-DNA Maintenance	5.747	5.918	5.452	5.519	5.039
-Energy Metabolism	-DNA Maintenance	0.6441	0.6196	0.6413	0.8035	0.8286
-Biosynthesis	-DNA Maintenance	4.28	4.85	5.13	6.503	6.691
-Other Enzymes	-DNA Maintenance	4.018	4.419	3.905	3.995	3.724
Organismal Systems	-DNA Maintenance	0	0	0	0	0
-Immune System	-DNA Maintenance	0	0	0	0	0
-Endocrine System	-DNA Maintenance	0	0	0	0	0
-Circulatory System	-DNA Maintenance	0	0	0	0	0
-Digestive System	-DNA Maintenance	0	0	0	0	0
-Excretory System	-DNA Maintenance	0	0	0	0	0
-Nervous System	-DNA Maintenance	0	0	0	0	0
-Sensory System	-DNA Maintenance	0	0	0	0	0
-Development	-DNA Maintenance	0	0	0	0	0
-Environmental Adaptation	-DNA Maintenance	0	0	0	0	0
Human Diseases	-DNA Maintenance	0	0	0	0	0
-Cancers	-DNA Maintenance	0	0	0	0	0
-Immune System Diseases	-DNA Maintenance	0	0	0	0	0
-Neurodegenerative Diseases	-DNA Maintenance	0	0	0	0	0
-Cardiovascular Diseases	-DNA Maintenance	0	0	0	0	0
-Metabolic Diseases	-DNA Maintenance	0	0	0	0	0
-Infectious Diseases	-DNA Maintenance	0	0	0	0	0
Not Mapped	-DNA Maintenance	5.684	4.642	4.153	4.144	3.991
-Not Mapped	-DNA Maintenance	5.684	4.642	4.153	4.144	3.991
TOTAL	-RNA Family	Inf	Inf	Inf	Inf	Inf
MAPPED	-RNA Family	Inf	Inf	Inf	Inf	Inf
Genetic Information Processing	-RNA Family	Inf	Inf	Inf	Inf	Inf
-Transcription	-RNA Family	Inf	Inf	Inf	Inf	Inf
-Translation	-RNA Family	Inf	Inf	Inf	Inf	Inf
-Folding, Sorting and Degradation	-RNA Family	Inf	Inf	Inf	Inf	Inf
-DNA Maintenance	-RNA Family	Inf	Inf	Inf	Inf	Inf
-RNA Family	-RNA Family	NaN	NaN	NaN	NaN	NaN
Environmental Information Processing	-RNA Family	Inf	Inf	Inf	Inf	Inf
-Signal Transduction	-RNA Family	Inf	Inf	Inf	Inf	Inf
-Signaling Molecules and Interaction	-RNA Family	Inf	Inf	Inf	Inf	Inf
Cellular Processes	-RNA Family	Inf	Inf	Inf	Inf	Inf
-Hemoglobin	-RNA Family	NaN	NaN	NaN	NaN	NaN
-Vesicular Transport	-RNA Family	Inf	Inf	Inf	Inf	Inf
-Cytoskeleton	-RNA Family	Inf	Inf	Inf	Inf	Inf
-Cell Motility	-RNA Family	Inf	Inf	Inf	Inf	Inf
-Cell Growth and Death	-RNA Family	Inf	Inf	Inf	Inf	Inf
-Cell Communication	-RNA Family	NaN	NaN	NaN	NaN	NaN
Metabolism	-RNA Family	Inf	Inf	Inf	Inf	Inf
-Membrane Transport	-RNA Family	Inf	Inf	Inf	Inf	Inf
-Central Carbon Metabolism	-RNA Family	Inf	Inf	Inf	Inf	Inf
-Energy Metabolism	-RNA Family	Inf	Inf	Inf	Inf	Inf
-Biosynthesis	-RNA Family	Inf	Inf	Inf	Inf	Inf
-Other Enzymes	-RNA Family	Inf	Inf	Inf	Inf	Inf
Organismal Systems	-RNA Family	Inf	Inf	Inf	Inf	Inf
-Immune System	-RNA Family	NaN	NaN	NaN	NaN	NaN
-Endocrine System	-RNA Family	NaN	NaN	NaN	NaN	NaN
-Circulatory System	-RNA Family	NaN	NaN	NaN	NaN	NaN
-Digestive System	-RNA Family	NaN	NaN	NaN	NaN	NaN
-Excretory System	-RNA Family	NaN	NaN	NaN	NaN	NaN
-Nervous System	-RNA Family	NaN	NaN	NaN	NaN	NaN
-Sensory System	-RNA Family	NaN	NaN	NaN	NaN	NaN
-Development	-RNA Family	NaN	NaN	NaN	NaN	NaN
-Environmental Adaptation	-RNA Family	Inf	Inf	Inf	Inf	Inf
Human Diseases	-RNA Family	Inf	Inf	Inf	Inf	Inf
-Cancers	-RNA Family	Inf	Inf	Inf	Inf	Inf
-Immune System Diseases	-RNA Family	Inf	Inf	Inf	Inf	Inf
-Neurodegenerative Diseases	-RNA Family	NaN	NaN	NaN	NaN	NaN
-Cardiovascular Diseases	-RNA Family	NaN	NaN	NaN	NaN	NaN
-Metabolic Diseases	-RNA Family	NaN	NaN	NaN	NaN	NaN
-Infectious Diseases	-RNA Family	Inf	Inf	Inf	Inf	Inf
Not Mapped	-RNA Family	Inf	Inf	Inf	Inf	Inf
-Not Mapped	-RNA Family	Inf	Inf	Inf	Inf	Inf
TOTAL	Environmental Information Processing	53.76	79.51	88.33	98.4	114.2
MAPPED	Environmental Information Processing	47.35	71.17	79.72	89.34	103.7
Genetic Information Processing	Environmental Information Processing	9.768	15.99	19.9	23.69	30.16
-Transcription	Environmental Information Processing	0.3019	0.3214	0.379	0.4477	0.5188
-Translation	Environmental Information Processing	7.278	12.2	15.6	19.06	24.83
-Folding, Sorting and Degradation	Environmental Information Processing	1.478	2.118	2.323	2.501	2.816
-DNA Maintenance	Environmental Information Processing	0.5247	0.8085	0.8389	0.857	0.986
-RNA Family	Environmental Information Processing	0	0	0	0	0
Environmental Information Processing	Environmental Information Processing	1	1	1	1	1
-Signal Transduction	Environmental Information Processing	0.975	0.9822	0.978	0.9764	0.979
-Signaling Molecules and Interaction	Environmental Information Processing	0	0	0	0	0
Cellular Processes	Environmental Information Processing	0.1905	0.1817	0.1933	0.2043	0.2768
-Hemoglobin	Environmental Information Processing	0	0	0	0	0
-Vesicular Transport	Environmental Information Processing	0.01603	0.01153	0.01043	0.009946	0.01141
-Cytoskeleton	Environmental Information Processing	0	0	0	0	0
-Cell Motility	Environmental Information Processing	0	0	0	0	0
-Cell Growth and Death	Environmental Information Processing	9.899e-06	7.841e-06	6.65e-06	6.56e-06	6.922e-06
-Cell Communication	Environmental Information Processing	0	0	0	0	0
Metabolism	Environmental Information Processing	19.91	32.64	35.82	40.46	46.14
-Membrane Transport	Environmental Information Processing	2.106	1.64	1.827	1.677	1.589
-Central Carbon Metabolism	Environmental Information Processing	7.713	10.82	11.58	12.36	13.59
-Energy Metabolism	Environmental Information Processing	0.7423	0.7194	0.8041	1.035	1.246
-Biosynthesis	Environmental Information Processing	4.948	8.226	9.565	12.23	15.63
-Other Enzymes	Environmental Information Processing	3.791	5.608	5.487	5.609	6.151
Organismal Systems	Environmental Information Processing	0	0	0	0	0
-Immune System	Environmental Information Processing	0	0	0	0	0
-Endocrine System	Environmental Information Processing	0	0	0	0	0
-Circulatory System	Environmental Information Processing	0	0	0	0	0
-Digestive System	Environmental Information Processing	0	0	0	0	0
-Excretory System	Environmental Information Processing	0	0	0	0	0
-Nervous System	Environmental Information Processing	0	0	0	0	0
-Sensory System	Environmental Information Processing	0	0	0	0	0
-Development	Environmental Information Processing	0	0	0	0	0
-Environmental Adaptation	Environmental Information Processing	0	0	0	0	0
Human Diseases	Environmental Information Processing	0	0	0	0	0
-Cancers	Environmental Information Processing	0	0	0	0	0
-Immune System Diseases	Environmental Information Processing	0	0	0	0	0
-Neurodegenerative Diseases	Environmental Information Processing	0	0	0	0	0
-Cardiovascular Diseases	Environmental Information Processing	0	0	0	0	0
-Metabolic Diseases	Environmental Information Processing	0	0	0	0	0
-Infectious Diseases	Environmental Information Processing	0	0	0	0	0
Not Mapped	Environmental Information Processing	6.409	8.337	8.605	9.063	10.52
-Not Mapped	Environmental Information Processing	6.409	8.337	8.605	9.063	10.52
TOTAL	-Signal Transduction	53.76	79.51	88.33	98.4	114.2
MAPPED	-Signal Transduction	47.35	71.17	79.72	89.34	103.7
Genetic Information Processing	-Signal Transduction	9.768	16.28	20.16	24	30.59
-Transcription	-Signal Transduction	0.3019	0.3214	0.379	0.4477	0.5188
-Translation	-Signal Transduction	7.278	12.2	15.6	19.06	24.83
-Folding, Sorting and Degradation	-Signal Transduction	1.478	2.156	2.375	2.561	2.876
-DNA Maintenance	-Signal Transduction	0.5247	0.8153	0.8389	0.8574	0.986
-RNA Family	-Signal Transduction	0	0	0	0	0
Environmental Information Processing	-Signal Transduction	1	1	1	1	1
-Signal Transduction	-Signal Transduction	1	1	1	1	1
-Signaling Molecules and Interaction	-Signal Transduction	0	0	0	0	0
Cellular Processes	-Signal Transduction	0.1905	0.1817	0.1933	0.2043	0.2768
-Hemoglobin	-Signal Transduction	0	0	0	0	0
-Vesicular Transport	-Signal Transduction	0.01603	0.01153	0.01043	0.009946	0.01141
-Cytoskeleton	-Signal Transduction	0	0	0	0	0
-Cell Motility	-Signal Transduction	0	0	0	0	0
-Cell Growth and Death	-Signal Transduction	9.899e-06	7.841e-06	6.65e-06	6.56e-06	6.922e-06
-Cell Communication	-Signal Transduction	0	0	0	0	0
Metabolism	-Signal Transduction	19.91	32.64	35.82	40.46	46.14
-Membrane Transport	-Signal Transduction	2.16	1.669	1.868	1.677	1.589
-Central Carbon Metabolism	-Signal Transduction	7.713	11.01	11.84	12.66	13.88
-Energy Metabolism	-Signal Transduction	0.7423	0.7194	0.8041	1.035	1.246
-Biosynthesis	-Signal Transduction	4.948	8.226	9.565	12.23	15.63
