Numerator	Denominator	eco Valgepea 2013 11	eco Valgepea 2013 21	eco Valgepea 2013 31	eco Valgepea 2013 40	eco Valgepea 2013 48
-Cell Motility	Genetic Information Processing	0.1064	0.06571	0.05819	0.04675	0.03213
-Cell Growth and Death	Genetic Information Processing	0.01289	0.01316	0.01245	0.01113	0.01184
-Cell Communication	Genetic Information Processing	0	0	0	0	0
Metabolism	Genetic Information Processing	2.037	2.125	1.884	1.78	1.593
-Membrane Transport	Genetic Information Processing	0.2419	0.2098	0.1787	0.141	0.1024
-Central Carbon Metabolism	Genetic Information Processing	0.8019	0.8274	0.6687	0.5889	0.5032
-Energy Metabolism	Genetic Information Processing	0.1749	0.1829	0.1566	0.1287	0.1115
-Biosynthesis	Genetic Information Processing	0.6124	0.6709	0.6589	0.7224	0.6997
-Other Enzymes	Genetic Information Processing	0.4474	0.4913	0.3974	0.4186	0.3828
Organismal Systems	Genetic Information Processing	0.03964	4.922e-07	3.379e-07	2.798e-07	2.319e-07
-Immune System	Genetic Information Processing	0	0	0	0	0
-Endocrine System	Genetic Information Processing	0	0	0	0	0
-Circulatory System	Genetic Information Processing	0	0	0	0	0
-Digestive System	Genetic Information Processing	0	0	0	0	0
-Excretory System	Genetic Information Processing	0	0	0	0	0
-Nervous System	Genetic Information Processing	0	0	0	0	0
-Sensory System	Genetic Information Processing	0	0	0	0	0
-Development	Genetic Information Processing	0	0	0	0	0
-Environmental Adaptation	Genetic Information Processing	0.03964	4.922e-07	3.379e-07	2.798e-07	2.319e-07
Human Diseases	Genetic Information Processing	0.0161	0.003839	0.003835	0.003971	0.004281
-Cancers	Genetic Information Processing	0.01145	4.938e-07	3.388e-07	2.806e-07	2.327e-07
-Immune System Diseases	Genetic Information Processing	6.421e-07	4.922e-07	3.379e-07	2.798e-07	2.319e-07
-Neurodegenerative Diseases	Genetic Information Processing	0	0	0	0	0
-Cardiovascular Diseases	Genetic Information Processing	0	0	0	0	0
-Metabolic Diseases	Genetic Information Processing	0	0	0	0	0
-Infectious Diseases	Genetic Information Processing	0.004658	0.003838	0.003834	0.003971	0.004281
Not Mapped	Genetic Information Processing	0.6561	0.525	0.4384	0.3877	0.3535
-Not Mapped	Genetic Information Processing	0.6561	0.525	0.4384	0.3877	0.3535
TOTAL	-Transcription	290.5	255.8	243.7	230	229.6
MAPPED	-Transcription	255.9	229	220	208.8	208.4
Genetic Information Processing	-Transcription	52.91	51.25	54.31	54.8	60
-Transcription	-Transcription	1	1	1	1	1
-Translation	-Transcription	39.33	39	42.79	44.29	49.61
-Folding, Sorting and Degradation	-Transcription	8.447	7.271	6.849	6.235	6.065
-DNA Maintenance	-Transcription	4.252	4.039	3.711	3.272	3.387
-RNA Family	-Transcription	0	0	0	0	0
Environmental Information Processing	-Transcription	3.306	3.105	2.632	2.229	1.923
-Signal Transduction	-Transcription	3.306	3.105	2.632	2.229	1.923
-Signaling Molecules and Interaction	-Transcription	0.07627	0.05092	0.0533	0.04886	0.03706
Cellular Processes	-Transcription	5.933	3.773	3.539	2.996	2.103
-Hemoglobin	-Transcription	0	0	0	0	0
-Vesicular Transport	-Transcription	0.08662	0.03709	0.02879	0.02325	0.02293
-Cytoskeleton	-Transcription	0.5123	0.465	0.3953	0.3591	0.3565
-Cell Motility	-Transcription	5.191	3.115	2.919	2.284	1.239
-Cell Growth and Death	-Transcription	0.4441	0.4198	0.4653	0.4614	0.4873
-Cell Communication	-Transcription	0	0	0	0	0
Metabolism	-Transcription	107.3	109.2	102.8	97.9	95.57
-Membrane Transport	-Transcription	11.12	10.57	9.584	7.604	6.089
-Central Carbon Metabolism	-Transcription	37.99	36.91	33.79	30.91	29.04
-Energy Metabolism	-Transcription	8.275	8.733	7.934	6.237	5.345
-Biosynthesis	-Transcription	29.68	31.62	33.08	37	38.84
-Other Enzymes	-Transcription	23.27	25.12	21.19	18.5	17.77
Organismal Systems	-Transcription	2.098	2.523e-05	1.835e-05	1.533e-05	1.391e-05
-Immune System	-Transcription	0	0	0	0	0
-Endocrine System	-Transcription	0	0	0	0	0
-Circulatory System	-Transcription	0	0	0	0	0
-Digestive System	-Transcription	0	0	0	0	0
-Excretory System	-Transcription	0	0	0	0	0
-Nervous System	-Transcription	0	0	0	0	0
-Sensory System	-Transcription	0	0	0	0	0
-Development	-Transcription	0	0	0	0	0
-Environmental Adaptation	-Transcription	2.098	2.523e-05	1.835e-05	1.533e-05	1.391e-05
Human Diseases	-Transcription	0.5445	0.1963	0.2082	0.2174	0.2569
-Cancers	-Transcription	0.5445	2.277e-05	1.655e-05	1.389e-05	1.253e-05
-Immune System Diseases	-Transcription	3.398e-05	2.523e-05	1.835e-05	1.533e-05	1.391e-05
-Neurodegenerative Diseases	-Transcription	0	0	0	0	0
-Cardiovascular Diseases	-Transcription	0	0	0	0	0
-Metabolic Diseases	-Transcription	0	0	0	0	0
-Infectious Diseases	-Transcription	0.2461	0.1963	0.2082	0.2174	0.2569
Not Mapped	-Transcription	34.63	26.82	23.74	21.18	21.14
-Not Mapped	-Transcription	34.63	26.82	23.74	21.18	21.14
TOTAL	-Translation	7.387	6.558	5.696	5.193	4.628
MAPPED	-Translation	6.506	5.871	5.141	4.714	4.201
Genetic Information Processing	-Translation	1.376	1.345	1.301	1.265	1.234
-Transcription	-Translation	0.06897	0.06953	0.06437	0.05946	0.05636
-Translation	-Translation	1	1	1	1	1
-Folding, Sorting and Degradation	-Translation	0.2289	0.2054	0.1767	0.1548	0.1356
-DNA Maintenance	-Translation	0.1081	0.1036	0.08673	0.07386	0.06827
-RNA Family	-Translation	0	0	0	0	0
Environmental Information Processing	-Translation	0.08675	0.08042	0.06243	0.05118	0.03931
-Signal Transduction	-Translation	0.08675	0.07979	0.06166	0.05043	0.03885
-Signaling Molecules and Interaction	-Translation	0.00213	0.001435	0.001371	0.001209	0.0008237
Cellular Processes	-Translation	0.1657	0.1063	0.09103	0.07415	0.04858
-Hemoglobin	-Translation	0	0	0	0	0
-Vesicular Transport	-Translation	0.002203	0.0009511	0.0006728	0.0005249	0.0004623
-Cytoskeleton	-Translation	0.01509	0.01369	0.01109	0.009387	0.008277
-Cell Motility	-Translation	0.1457	0.08793	0.07518	0.05925	0.03981
-Cell Growth and Death	-Translation	0.01746	0.01744	0.01594	0.01389	0.01443
-Cell Communication	-Translation	0	0	0	0	0
Metabolism	-Translation	2.742	2.79	2.391	2.203	1.918
-Membrane Transport	-Translation	0.3273	0.2773	0.2299	0.1758	0.1256
-Central Carbon Metabolism	-Translation	1.098	1.107	0.8639	0.7381	0.6165
-Energy Metabolism	-Translation	0.239	0.2461	0.2041	0.162	0.1374
-Biosynthesis	-Translation	0.824	0.8816	0.8357	0.8937	0.8459
-Other Enzymes	-Translation	0.6157	0.6495	0.5179	0.5297	0.4726
Organismal Systems	-Translation	0.05334	6.468e-07	4.288e-07	3.462e-07	2.805e-07
-Immune System	-Translation	0	0	0	0	0
-Endocrine System	-Translation	0	0	0	0	0
-Circulatory System	-Translation	0	0	0	0	0
-Digestive System	-Translation	0	0	0	0	0
-Excretory System	-Translation	0	0	0	0	0
-Nervous System	-Translation	0	0	0	0	0
-Sensory System	-Translation	0	0	0	0	0
-Development	-Translation	0	0	0	0	0
-Environmental Adaptation	-Translation	0.05334	6.468e-07	4.288e-07	3.462e-07	2.805e-07
Human Diseases	-Translation	0.02163	0.005034	0.004867	0.00491	0.005178
-Cancers	-Translation	0.01537	6.468e-07	4.288e-07	3.462e-07	2.805e-07
-Immune System Diseases	-Translation	8.64e-07	6.468e-07	4.288e-07	3.462e-07	2.805e-07
-Neurodegenerative Diseases	-Translation	0	0	0	0	0
-Cardiovascular Diseases	-Translation	0	0	0	0	0
-Metabolic Diseases	-Translation	0	0	0	0	0
-Infectious Diseases	-Translation	0.006259	0.005032	0.004866	0.004909	0.005178
Not Mapped	-Translation	0.8806	0.6877	0.5549	0.4782	0.4262
-Not Mapped	-Translation	0.8806	0.6877	0.5549	0.4782	0.4262
TOTAL	-Folding, Sorting and Degradation	36.37	37.26	38.06	39.29	41.05
MAPPED	-Folding, Sorting and Degradation	32.03	33.35	34.35	35.67	37.27
Genetic Information Processing	-Folding, Sorting and Degradation	6.607	7.442	8.456	9.334	10.69
-Transcription	-Folding, Sorting and Degradation	0.33	0.3825	0.4163	0.4353	0.4837
-Translation	-Folding, Sorting and Degradation	4.923	5.681	6.682	7.567	8.87
-Folding, Sorting and Degradation	-Folding, Sorting and Degradation	1	1	1	1	1
-DNA Maintenance	-Folding, Sorting and Degradation	0.51	0.5603	0.5481	0.5255	0.5641
-RNA Family	-Folding, Sorting and Degradation	0	0	0	0	0
Environmental Information Processing	-Folding, Sorting and Degradation	0.4376	0.4523	0.411	0.3807	0.3438
-Signal Transduction	-Folding, Sorting and Degradation	0.4266	0.4523	0.411	0.3807	0.3438
-Signaling Molecules and Interaction	-Folding, Sorting and Degradation	0.009907	0.007454	0.008363	0.008401	0.006613
Cellular Processes	-Folding, Sorting and Degradation	0.8502	0.6241	0.6279	0.5373	0.3909
-Hemoglobin	-Folding, Sorting and Degradation	0	0	0	0	0
-Vesicular Transport	-Folding, Sorting and Degradation	0.01084	0.005403	0.004496	0.003972	0.004101
-Cytoskeleton	-Folding, Sorting and Degradation	0.07006	0.0729	0.06888	0.0655	0.0666
-Cell Motility	-Folding, Sorting and Degradation	0.7438	0.5153	0.5178	0.4139	0.3206
-Cell Growth and Death	-Folding, Sorting and Degradation	0.08353	0.0948	0.1016	0.0995	0.1202
-Cell Communication	-Folding, Sorting and Degradation	0	0	0	0	0
Metabolism	-Folding, Sorting and Degradation	13.41	15.61	15.7	16.46	16.65
-Membrane Transport	-Folding, Sorting and Degradation	1.566	1.5	1.453	1.249	1.013
-Central Carbon Metabolism	-Folding, Sorting and Degradation	5.096	5.896	5.365	4.996	4.882
-Energy Metabolism	-Folding, Sorting and Degradation	1.11	1.284	1.274	1.169	1.105
-Biosynthesis	-Folding, Sorting and Degradation	3.855	4.629	5.189	6.349	6.919
-Other Enzymes	-Folding, Sorting and Degradation	3.16	3.813	3.572	3.643	3.633
Organismal Systems	-Folding, Sorting and Degradation	0.2516	3.488e-06	2.71e-06	2.463e-06	2.318e-06
-Immune System	-Folding, Sorting and Degradation	0	0	0	0	0
-Endocrine System	-Folding, Sorting and Degradation	0	0	0	0	0
-Circulatory System	-Folding, Sorting and Degradation	0	0	0	0	0
-Digestive System	-Folding, Sorting and Degradation	0	0	0	0	0
-Excretory System	-Folding, Sorting and Degradation	0	0	0	0	0
-Nervous System	-Folding, Sorting and Degradation	0	0	0	0	0
-Sensory System	-Folding, Sorting and Degradation	0	0	0	0	0
-Development	-Folding, Sorting and Degradation	0	0	0	0	0
-Environmental Adaptation	-Folding, Sorting and Degradation	0.2516	3.488e-06	2.71e-06	2.463e-06	2.318e-06
Human Diseases	-Folding, Sorting and Degradation	0.1007	0.027	0.03041	0.03503	0.04279
-Cancers	-Folding, Sorting and Degradation	0.07274	3.488e-06	2.713e-06	2.47e-06	2.32e-06
-Immune System Diseases	-Folding, Sorting and Degradation	4.023e-06	3.469e-06	2.679e-06	2.459e-06	2.294e-06
-Neurodegenerative Diseases	-Folding, Sorting and Degradation	0	0	0	0	0
-Cardiovascular Diseases	-Folding, Sorting and Degradation	0	0	0	0	0
-Metabolic Diseases	-Folding, Sorting and Degradation	0	0	0	0	0
-Infectious Diseases	-Folding, Sorting and Degradation	0.02914	0.02699	0.0304	0.03503	0.04279
Not Mapped	-Folding, Sorting and Degradation	4.335	3.907	3.708	3.619	3.781
-Not Mapped	-Folding, Sorting and Degradation	4.335	3.907	3.708	3.619	3.781
TOTAL	-DNA Maintenance	104.2	100.1	107.2	118.3	118.4
MAPPED	-DNA Maintenance	91.77	89.58	96.74	107.4	107.5
Genetic Information Processing	-DNA Maintenance	18.93	20.02	24.03	28.15	31.35
-Transcription	-DNA Maintenance	0.9284	1.011	1.162	1.313	1.427
-Translation	-DNA Maintenance	14.19	15.35	18.93	22.8	25.61
-Folding, Sorting and Degradation	-DNA Maintenance	3.246	3.119	3.304	3.46	3.372
-DNA Maintenance	-DNA Maintenance	1	1	1	1	1
-RNA Family	-DNA Maintenance	0	0	0	0	0
Environmental Information Processing	-DNA Maintenance	1.216	1.227	1.183	1.166	1.007
-Signal Transduction	-DNA Maintenance	1.2	1.222	1.165	1.148	1.003
-Signaling Molecules and Interaction	-DNA Maintenance	0.0139	0.009761	0.01034	0.01055	0.007767
Cellular Processes	-DNA Maintenance	2.253	1.535	1.617	1.539	1.197
-Hemoglobin	-DNA Maintenance	0	0	0	0	0
-Vesicular Transport	-DNA Maintenance	0.03107	0.01451	0.01266	0.01195	0.01183
-Cytoskeleton	-DNA Maintenance	0.2087	0.2048	0.194	0.2038	0.2041
-Cell Motility	-DNA Maintenance	2.014	1.316	1.398	1.289	0.705
-Cell Growth and Death	-DNA Maintenance	0.2274	0.2425	0.2687	0.2822	0.3382
-Cell Communication	-DNA Maintenance	0	0	0	0	0
Metabolism	-DNA Maintenance	37.95	41.81	44.48	50.02	49.08
-Membrane Transport	-DNA Maintenance	4.504	4.081	4.189	3.897	3.091
-Central Carbon Metabolism	-DNA Maintenance	15.18	16.57	16.29	16.81	15.34
-Energy Metabolism	-DNA Maintenance	3.295	3.569	3.752	3.602	3.422
-Biosynthesis	-DNA Maintenance	10.91	12.85	15.2	19.73	20.95
-Other Enzymes	-DNA Maintenance	7.307	8.365	9.244	11.22	11.24
Organismal Systems	-DNA Maintenance	0.6871	8.92e-06	7.175e-06	6.986e-06	6.526e-06
-Immune System	-DNA Maintenance	0	0	0	0	0
-Endocrine System	-DNA Maintenance	0	0	0	0	0
-Circulatory System	-DNA Maintenance	0	0	0	0	0
-Digestive System	-DNA Maintenance	0	0	0	0	0
-Excretory System	-DNA Maintenance	0	0	0	0	0
-Nervous System	-DNA Maintenance	0	0	0	0	0
-Sensory System	-DNA Maintenance	0	0	0	0	0
-Development	-DNA Maintenance	0	0	0	0	0
-Environmental Adaptation	-DNA Maintenance	0.6871	8.92e-06	7.175e-06	6.986e-06	6.526e-06
Human Diseases	-DNA Maintenance	0.2168	0.07276	0.08672	0.104	0.1232
-Cancers	-DNA Maintenance	0.2132	9.716e-06	7.999e-06	7.838e-06	7.134e-06
-Immune System Diseases	-DNA Maintenance	8.365e-06	6.525e-06	5.001e-06	4.7e-06	4.216e-06
-Neurodegenerative Diseases	-DNA Maintenance	0	0	0	0	0
-Cardiovascular Diseases	-DNA Maintenance	0	0	0	0	0
-Metabolic Diseases	-DNA Maintenance	0	0	0	0	0
-Infectious Diseases	-DNA Maintenance	0.08366	0.07275	0.08672	0.104	0.1232
Not Mapped	-DNA Maintenance	12.42	10.49	10.44	10.89	10.9
-Not Mapped	-DNA Maintenance	12.42	10.49	10.44	10.89	10.9
TOTAL	-RNA Family	Inf	Inf	Inf	Inf	Inf
MAPPED	-RNA Family	Inf	Inf	Inf	Inf	Inf
Genetic Information Processing	-RNA Family	Inf	Inf	Inf	Inf	Inf
-Transcription	-RNA Family	Inf	Inf	Inf	Inf	Inf
-Translation	-RNA Family	Inf	Inf	Inf	Inf	Inf
-Folding, Sorting and Degradation	-RNA Family	Inf	Inf	Inf	Inf	Inf
-DNA Maintenance	-RNA Family	Inf	Inf	Inf	Inf	Inf
-RNA Family	-RNA Family	NaN	NaN	NaN	NaN	NaN
Environmental Information Processing	-RNA Family	Inf	Inf	Inf	Inf	Inf
-Signal Transduction	-RNA Family	Inf	Inf	Inf	Inf	Inf
-Signaling Molecules and Interaction	-RNA Family	NaN	NaN	NaN	NaN	NaN
Cellular Processes	-RNA Family	Inf	Inf	Inf	Inf	Inf
-Hemoglobin	-RNA Family	NaN	NaN	NaN	NaN	NaN
-Vesicular Transport	-RNA Family	Inf	Inf	Inf	Inf	Inf
-Cytoskeleton	-RNA Family	Inf	Inf	Inf	Inf	Inf
-Cell Motility	-RNA Family	NaN	NaN	NaN	NaN	NaN
-Cell Growth and Death	-RNA Family	Inf	Inf	Inf	Inf	Inf
-Cell Communication	-RNA Family	NaN	NaN	NaN	NaN	NaN
Metabolism	-RNA Family	Inf	Inf	Inf	Inf	Inf
-Membrane Transport	-RNA Family	Inf	Inf	Inf	Inf	Inf
-Central Carbon Metabolism	-RNA Family	Inf	Inf	Inf	Inf	Inf
-Energy Metabolism	-RNA Family	Inf	Inf	Inf	Inf	Inf
-Biosynthesis	-RNA Family	Inf	Inf	Inf	Inf	Inf
-Other Enzymes	-RNA Family	Inf	Inf	Inf	Inf	Inf
Organismal Systems	-RNA Family	NaN	NaN	NaN	NaN	NaN
-Immune System	-RNA Family	NaN	NaN	NaN	NaN	NaN
-Endocrine System	-RNA Family	NaN	NaN	NaN	NaN	NaN
-Circulatory System	-RNA Family	NaN	NaN	NaN	NaN	NaN
-Digestive System	-RNA Family	NaN	NaN	NaN	NaN	NaN
-Excretory System	-RNA Family	NaN	NaN	NaN	NaN	NaN
-Nervous System	-RNA Family	NaN	NaN	NaN	NaN	NaN
-Sensory System	-RNA Family	NaN	NaN	NaN	NaN	NaN
-Development	-RNA Family	NaN	NaN	NaN	NaN	NaN
-Environmental Adaptation	-RNA Family	NaN	NaN	NaN	NaN	NaN
Human Diseases	-RNA Family	NaN	NaN	NaN	NaN	NaN
-Cancers	-RNA Family	NaN	NaN	NaN	NaN	NaN
-Immune System Diseases	-RNA Family	NaN	NaN	NaN	NaN	NaN
-Neurodegenerative Diseases	-RNA Family	NaN	NaN	NaN	NaN	NaN
-Cardiovascular Diseases	-RNA Family	NaN	NaN	NaN	NaN	NaN
-Metabolic Diseases	-RNA Family	NaN	NaN	NaN	NaN	NaN
-Infectious Diseases	-RNA Family	NaN	NaN	NaN	NaN	NaN
Not Mapped	-RNA Family	Inf	Inf	Inf	Inf	Inf
-Not Mapped	-RNA Family	Inf	Inf	Inf	Inf	Inf
TOTAL	Environmental Information Processing	87.88	82.37	92.6	103.2	119.4
MAPPED	Environmental Information Processing	77.4	73.73	83.58	93.7	108.4
Genetic Information Processing	Environmental Information Processing	16.3	16.78	20.97	24.98	31.68
-Transcription	Environmental Information Processing	0.8296	0.8803	1.054	1.19	1.464
-Translation	Environmental Information Processing	12.03	12.66	16.38	20.01	25.98
-Folding, Sorting and Degradation	Environmental Information Processing	2.723	2.579	2.872	3.076	3.498
-DNA Maintenance	Environmental Information Processing	1.286	1.301	1.41	1.468	1.757
-RNA Family	Environmental Information Processing	0	0	0	0	0
Environmental Information Processing	Environmental Information Processing	1	1	1	1	1
-Signal Transduction	Environmental Information Processing	1	1	1	1	1
-Signaling Molecules and Interaction	Environmental Information Processing	0.02498	0.01784	0.02197	0.02363	0.02095
Cellular Processes	Environmental Information Processing	1.943	1.322	1.458	1.449	1.206
-Hemoglobin	Environmental Information Processing	0	0	0	0	0
-Vesicular Transport	Environmental Information Processing	0.0262	0.01195	0.01094	0.01043	0.01193
-Cytoskeleton	Environmental Information Processing	0.174	0.167	0.173	0.179	0.2058
-Cell Motility	Environmental Information Processing	1.7	1.091	1.203	1.131	0.9894
-Cell Growth and Death	Environmental Information Processing	0.1507	0.2208	0.2611	0.278	0.375
-Cell Communication	Environmental Information Processing	0	0	0	0	0
Metabolism	Environmental Information Processing	32.85	35.17	39.07	43.93	49.71
-Membrane Transport	Environmental Information Processing	3.937	3.486	3.737	3.495	3.241
-Central Carbon Metabolism	Environmental Information Processing	12.65	13.51	13.99	14.67	15.91
-Energy Metabolism	Environmental Information Processing	2.755	3.06	3.269	3.089	3.412
-Biosynthesis	Environmental Information Processing	9.719	11.07	13.59	17.76	21.83
-Other Enzymes	Environmental Information Processing	7.221	8.076	8.296	10.52	12.19
Organismal Systems	Environmental Information Processing	0.6345	8.124e-06	6.971e-06	6.88e-06	7.237e-06
-Immune System	Environmental Information Processing	0	0	0	0	0
-Endocrine System	Environmental Information Processing	0	0	0	0	0
-Circulatory System	Environmental Information Processing	0	0	0	0	0
-Digestive System	Environmental Information Processing	0	0	0	0	0
-Excretory System	Environmental Information Processing	0	0	0	0	0
-Nervous System	Environmental Information Processing	0	0	0	0	0
-Sensory System	Environmental Information Processing	0	0	0	0	0
-Development	Environmental Information Processing	0	0	0	0	0
-Environmental Adaptation	Environmental Information Processing	0.6345	8.124e-06	6.971e-06	6.88e-06	7.237e-06
