Numerator	Denominator	eco Valgepea 2013 11	eco Valgepea 2013 21	eco Valgepea 2013 31	eco Valgepea 2013 40	eco Valgepea 2013 48
-Translation	MAPPED	0.2623	0.2835	0.3228	0.3552	0.3941
-Folding, Sorting and Degradation	MAPPED	0.07296	0.07418	0.07289	0.07178	0.07315
-DNA Maintenance	MAPPED	0.03367	0.03291	0.03022	0.02686	0.02589
-RNA Family	MAPPED	1.773e-06	1.46e-06	1.086e-06	9.302e-07	8.257e-07
Environmental Information Processing	MAPPED	0.01476	0.01319	0.01081	0.009654	0.00886
-Signal Transduction	MAPPED	0.0145	0.01319	0.01081	0.009654	0.00886
-Signaling Molecules and Interaction	MAPPED	8.732e-05	3.65e-07	2.714e-07	2.326e-07	2.064e-07
Cellular Processes	MAPPED	0.01964	0.01403	0.01308	0.01289	0.01133
-Hemoglobin	MAPPED	0	0	0	0	0
-Vesicular Transport	MAPPED	0.0005878	0.0002792	0.0002215	0.0001834	0.000177
-Cytoskeleton	MAPPED	0.004282	0.004093	0.00368	0.003458	0.003404
-Cell Motility	MAPPED	0.01383	0.008231	0.007741	0.007713	0.005986
-Cell Growth and Death	MAPPED	0.001646	0.001923	0.001984	0.002091	0.002374
-Cell Communication	MAPPED	0	0	0	0	0
Metabolism	MAPPED	0.5663	0.5546	0.5238	0.5009	0.4643
-Membrane Transport	MAPPED	0.1147	0.1016	0.09072	0.07776	0.06258
-Central Carbon Metabolism	MAPPED	0.1339	0.1191	0.1055	0.09324	0.08209
-Energy Metabolism	MAPPED	0.03769	0.04457	0.04421	0.0405	0.03623
-Biosynthesis	MAPPED	0.1284	0.1444	0.1477	0.1616	0.1613
-Other Enzymes	MAPPED	0.1963	0.1966	0.18	0.1677	0.1641
Organismal Systems	MAPPED	0.001003	0.0009915	0.0008272	0.0006146	0.0004266
-Immune System	MAPPED	0	0	0	0	0
-Endocrine System	MAPPED	0.001003	0.0009914	0.0008271	0.0006145	0.0004265
-Circulatory System	MAPPED	0	0	0	0	0
-Digestive System	MAPPED	0	0	0	0	0
-Excretory System	MAPPED	0	0	0	0	0
-Nervous System	MAPPED	1.108e-07	9.125e-08	6.785e-08	5.814e-08	5.161e-08
-Sensory System	MAPPED	0	0	0	0	0
-Development	MAPPED	0	0	0	0	0
-Environmental Adaptation	MAPPED	0	0	0	0	0
Human Diseases	MAPPED	0.0184	0.01951	0.02015	0.02118	0.01666
-Cancers	MAPPED	0.001616	6.761e-05	5.706e-05	4.89e-05	4.959e-05
-Immune System Diseases	MAPPED	0.0001767	0.0001642	0.0001153	8.576e-05	6.657e-05
-Neurodegenerative Diseases	MAPPED	0.007082	0.009472	0.01018	0.01196	0.008257
-Cardiovascular Diseases	MAPPED	0	0	0	0	0
-Metabolic Diseases	MAPPED	0.004946	0.004505	0.004175	0.003668	0.003244
-Infectious Diseases	MAPPED	0.01003	0.009095	0.008816	0.008372	0.00765
Not Mapped	MAPPED	0.1162	0.09979	0.09031	0.08261	0.08066
-Not Mapped	MAPPED	0.1162	0.09979	0.09031	0.08261	0.08066
TOTAL	Genetic Information Processing	2.85	2.663	2.446	2.302	2.127
MAPPED	Genetic Information Processing	2.554	2.422	2.243	2.127	1.969
Genetic Information Processing	Genetic Information Processing	1	1	1	1	1
-Transcription	Genetic Information Processing	0.09529	0.0927	0.07984	0.06654	0.05992
-Translation	Genetic Information Processing	0.6685	0.6862	0.7233	0.7546	0.7742
-Folding, Sorting and Degradation	Genetic Information Processing	0.1816	0.1752	0.16	0.1496	0.1412
-DNA Maintenance	Genetic Information Processing	0.08461	0.07811	0.06657	0.05618	0.05013
-RNA Family	Genetic Information Processing	4.42e-06	3.451e-06	2.378e-06	1.935e-06	1.59e-06
Environmental Information Processing	Genetic Information Processing	0.0371	0.032	0.02429	0.02055	0.01746
-Signal Transduction	Genetic Information Processing	0.03644	0.032	0.02429	0.02054	0.01745
-Signaling Molecules and Interaction	Genetic Information Processing	0.000223	8.853e-07	6.095e-07	4.949e-07	4.067e-07
Cellular Processes	Genetic Information Processing	0.04923	0.03344	0.0289	0.02705	0.02205
-Hemoglobin	Genetic Information Processing	0	0	0	0	0
-Vesicular Transport	Genetic Information Processing	0.0015	0.0006584	0.0004847	0.0003818	0.0003418
-Cytoskeleton	Genetic Information Processing	0.01093	0.009913	0.008253	0.007355	0.006701
-Cell Motility	Genetic Information Processing	0.03442	0.01954	0.01705	0.01614	0.01159
-Cell Growth and Death	Genetic Information Processing	0.004203	0.004664	0.004456	0.00445	0.004678
-Cell Communication	Genetic Information Processing	0	0	0	0	0
Metabolism	Genetic Information Processing	1.441	1.334	1.165	1.052	0.9104
-Membrane Transport	Genetic Information Processing	0.2886	0.2461	0.2034	0.1654	0.1232
-Central Carbon Metabolism	Genetic Information Processing	0.3383	0.289	0.2318	0.194	0.1581
-Energy Metabolism	Genetic Information Processing	0.09626	0.1081	0.09929	0.08618	0.06993
-Biosynthesis	Genetic Information Processing	0.3228	0.3447	0.3297	0.3408	0.3114
-Other Enzymes	Genetic Information Processing	0.4935	0.4693	0.3983	0.3523	0.3194
Organismal Systems	Genetic Information Processing	0.002561	0.002401	0.001855	0.001306	0.0008384
-Immune System	Genetic Information Processing	0	0	0	0	0
-Endocrine System	Genetic Information Processing	0.002523	0.002366	0.00183	0.001291	0.0008303
-Circulatory System	Genetic Information Processing	0	0	0	0	0
-Digestive System	Genetic Information Processing	0	0	0	0	0
-Excretory System	Genetic Information Processing	0	0	0	0	0
-Nervous System	Genetic Information Processing	2.786e-07	2.178e-07	1.502e-07	1.221e-07	1.005e-07
-Sensory System	Genetic Information Processing	0	0	0	0	0
-Development	Genetic Information Processing	0	0	0	0	0
-Environmental Adaptation	Genetic Information Processing	0	0	0	0	0
Human Diseases	Genetic Information Processing	0.04579	0.04609	0.04421	0.04414	0.03216
-Cancers	Genetic Information Processing	0.004007	0.0001635	0.0001278	0.0001038	9.736e-05
-Immune System Diseases	Genetic Information Processing	0.0004431	0.0003898	0.0002541	0.0001794	0.0001289
-Neurodegenerative Diseases	Genetic Information Processing	0.0178	0.02261	0.02251	0.02512	0.01609
-Cardiovascular Diseases	Genetic Information Processing	0	0	0	0	0
-Metabolic Diseases	Genetic Information Processing	0.01263	0.01093	0.009376	0.007807	0.006376
-Infectious Diseases	Genetic Information Processing	0.02516	0.02159	0.01942	0.01751	0.01481
Not Mapped	Genetic Information Processing	0.2966	0.2417	0.2026	0.1757	0.1588
-Not Mapped	Genetic Information Processing	0.2966	0.2417	0.2026	0.1757	0.1588
TOTAL	-Transcription	35.63	34.98	37.48	42.74	44.11
MAPPED	-Transcription	31.92	31.81	34.37	39.48	40.82
Genetic Information Processing	-Transcription	12.51	13.14	15.33	18.57	20.77
-Transcription	-Transcription	1	1	1	1	1
-Translation	-Transcription	8.355	9.009	11.07	14	16.06
-Folding, Sorting and Degradation	-Transcription	2.112	2.133	2.28	2.584	2.732
-DNA Maintenance	-Transcription	1.035	0.9947	0.9878	1.009	1.008
-RNA Family	-Transcription	5.03e-05	4.107e-05	3.294e-05	3.221e-05	2.948e-05
Environmental Information Processing	-Transcription	0.4449	0.4025	0.3577	0.3694	0.3472
-Signal Transduction	-Transcription	0.4371	0.3993	0.3534	0.3648	0.3436
-Signaling Molecules and Interaction	-Transcription	0.002789	1.163e-05	9.331e-06	9.187e-06	8.432e-06
Cellular Processes	-Transcription	0.5917	0.4145	0.414	0.466	0.4292
-Hemoglobin	-Transcription	0	0	0	0	0
-Vesicular Transport	-Transcription	0.01877	0.008882	0.007615	0.007242	0.007225
-Cytoskeleton	-Transcription	0.1367	0.1302	0.1265	0.1365	0.1389
-Cell Motility	-Transcription	0.4131	0.2435	0.2453	0.2791	0.2221
-Cell Growth and Death	-Transcription	0.05256	0.06128	0.06821	0.08255	0.09692
-Cell Communication	-Transcription	0	0	0	0	0
Metabolism	-Transcription	17.81	17.28	17.58	19.24	18.55
-Membrane Transport	-Transcription	3.408	3.055	2.98	2.907	2.377
-Central Carbon Metabolism	-Transcription	4.232	3.681	3.417	3.368	3.131
-Energy Metabolism	-Transcription	1.114	1.315	1.422	1.496	1.248
-Biosynthesis	-Transcription	3.984	4.285	4.639	5.67	5.801
-Other Enzymes	-Transcription	5.469	5.396	5.486	6.12	6.188
Organismal Systems	-Transcription	0.02971	0.0293	0.0266	0.02272	0.01616
-Immune System	-Transcription	0	0	0	0	0
-Endocrine System	-Transcription	0.02603	0.02547	0.02293	0.0194	0.01486
-Circulatory System	-Transcription	0	0	0	0	0
-Digestive System	-Transcription	0	0	0	0	0
-Excretory System	-Transcription	0	0	0	0	0
-Nervous System	-Transcription	2.875e-06	2.344e-06	1.881e-06	1.835e-06	1.677e-06
-Sensory System	-Transcription	0	0	0	0	0
-Development	-Transcription	0	0	0	0	0
-Environmental Adaptation	-Transcription	0	0	0	0	0
Human Diseases	-Transcription	0.498	0.5257	0.5912	0.7119	0.5737
-Cancers	-Transcription	0.04786	0.002148	0.001959	0.001928	0.002022
-Immune System Diseases	-Transcription	0.005327	0.004931	0.00377	0.003222	0.002593
-Neurodegenerative Diseases	-Transcription	0.2094	0.2924	0.3423	0.4649	0.3298
-Cardiovascular Diseases	-Transcription	0	0	0	0	0
-Metabolic Diseases	-Transcription	0.1462	0.1329	0.1342	0.1355	0.1324
-Infectious Diseases	-Transcription	0.3024	0.273	0.2882	0.3146	0.2979
Not Mapped	-Transcription	3.708	3.174	3.104	3.262	3.292
-Not Mapped	-Transcription	3.708	3.174	3.104	3.262	3.292
TOTAL	-Translation	4.288	3.91	3.403	3.067	2.757
MAPPED	-Translation	3.842	3.555	3.121	2.833	2.551
Genetic Information Processing	-Translation	1.542	1.501	1.42	1.356	1.318
-Transcription	-Translation	0.1462	0.1384	0.1126	0.08977	0.07853
-Translation	-Translation	1	1	1	1	1
-Folding, Sorting and Degradation	-Translation	0.2783	0.2618	0.226	0.2022	0.1857
-DNA Maintenance	-Translation	0.1284	0.1162	0.09345	0.07549	0.06559
-RNA Family	-Translation	6.759e-06	5.15e-06	3.363e-06	2.619e-06	2.095e-06
Environmental Information Processing	-Translation	0.05628	0.04662	0.03356	0.02721	0.02251
-Signal Transduction	-Translation	0.05529	0.04662	0.03356	0.02721	0.02251
-Signaling Molecules and Interaction	-Translation	0.0003359	1.3e-06	8.484e-07	6.6e-07	5.275e-07
Cellular Processes	-Translation	0.07477	0.04951	0.04057	0.03631	0.02876
-Hemoglobin	-Translation	0	0	0	0	0
-Vesicular Transport	-Translation	0.002244	0.0009854	0.0006867	0.0005167	0.0004494
-Cytoskeleton	-Translation	0.01645	0.01455	0.01148	0.009799	0.008684
-Cell Motility	-Translation	0.05275	0.02904	0.02398	0.02172	0.01519
-Cell Growth and Death	-Translation	0.006291	0.006802	0.006162	0.005901	0.00604
-Cell Communication	-Translation	0	0	0	0	0
Metabolism	-Translation	2.168	1.964	1.629	1.415	1.183
-Membrane Transport	-Translation	0.4369	0.3599	0.2812	0.2196	0.1598
-Central Carbon Metabolism	-Translation	0.5151	0.421	0.3298	0.2646	0.2097
-Energy Metabolism	-Translation	0.1439	0.1575	0.1372	0.1141	0.09199
-Biosynthesis	-Translation	0.4913	0.5095	0.4579	0.4551	0.4096
-Other Enzymes	-Translation	0.7541	0.6991	0.5617	0.4752	0.4186
Organismal Systems	-Translation	0.003841	0.003511	0.002571	0.001735	0.001086
-Immune System	-Translation	0	0	0	0	0
-Endocrine System	-Translation	0.003841	0.003511	0.002571	0.001735	0.001086
-Circulatory System	-Translation	0	0	0	0	0
-Digestive System	-Translation	0	0	0	0	0
-Excretory System	-Translation	0	0	0	0	0
-Nervous System	-Translation	4.23e-07	3.22e-07	2.103e-07	1.638e-07	1.31e-07
-Sensory System	-Translation	0	0	0	0	0
-Development	-Translation	0	0	0	0	0
-Environmental Adaptation	-Translation	0	0	0	0	0
Human Diseases	-Translation	0.07017	0.06886	0.06247	0.05965	0.0423
-Cancers	-Translation	0.006178	0.0002394	0.0001774	0.0001381	0.0001262
-Immune System Diseases	-Translation	0.0006738	0.0005794	0.0003573	0.0002414	0.0001689
-Neurodegenerative Diseases	-Translation	0.02705	0.03347	0.03159	0.03371	0.02098
-Cardiovascular Diseases	-Translation	0	0	0	0	0
-Metabolic Diseases	-Translation	0.01903	0.01604	0.01305	0.01041	0.008277
-Infectious Diseases	-Translation	0.03821	0.03202	0.02726	0.02353	0.01938
Not Mapped	-Translation	0.4463	0.3548	0.2818	0.2341	0.2058
-Not Mapped	-Translation	0.4463	0.3548	0.2818	0.2341	0.2058
TOTAL	-Folding, Sorting and Degradation	16.87	16.44	16.59	16.71	16.28
MAPPED	-Folding, Sorting and Degradation	15.12	14.95	15.22	15.43	15.07
Genetic Information Processing	-Folding, Sorting and Degradation	5.923	6.173	6.788	7.26	7.693
-Transcription	-Folding, Sorting and Degradation	0.5357	0.5464	0.5204	0.4635	0.4439
-Translation	-Folding, Sorting and Degradation	3.96	4.236	4.91	5.479	5.936
-Folding, Sorting and Degradation	-Folding, Sorting and Degradation	1	1	1	1	1
-DNA Maintenance	-Folding, Sorting and Degradation	0.4896	0.4704	0.44	0.4009	0.3821
-RNA Family	-Folding, Sorting and Degradation	2.478e-05	2.012e-05	1.513e-05	1.315e-05	1.146e-05
Environmental Information Processing	-Folding, Sorting and Degradation	0.2147	0.1916	0.1593	0.1473	0.1308
-Signal Transduction	-Folding, Sorting and Degradation	0.2109	0.1916	0.1593	0.1473	0.1308
-Signaling Molecules and Interaction	-Folding, Sorting and Degradation	0.001333	5.479e-06	4.167e-06	3.625e-06	3.167e-06
Cellular Processes	-Folding, Sorting and Degradation	0.2825	0.2005	0.1921	0.1929	0.1677
-Hemoglobin	-Folding, Sorting and Degradation	0	0	0	0	0
-Vesicular Transport	-Folding, Sorting and Degradation	0.008709	0.003614	0.002912	0.002471	0.002367
-Cytoskeleton	-Folding, Sorting and Degradation	0.06472	0.0612	0.056	0.05337	0.05129
-Cell Motility	-Folding, Sorting and Degradation	0.1972	0.1158	0.111	0.1122	0.08532
-Cell Growth and Death	-Folding, Sorting and Degradation	0.02488	0.02874	0.0302	0.03227	0.03578
-Cell Communication	-Folding, Sorting and Degradation	0	0	0	0	0
Metabolism	-Folding, Sorting and Degradation	8.435	8.119	7.787	7.519	6.849
-Membrane Transport	-Folding, Sorting and Degradation	1.651	1.495	1.383	1.207	0.9594
-Central Carbon Metabolism	-Folding, Sorting and Degradation	1.922	1.73	1.518	1.318	1.171
-Energy Metabolism	-Folding, Sorting and Degradation	0.5527	0.6471	0.6503	0.6054	0.4953
-Biosynthesis	-Folding, Sorting and Degradation	1.868	2.091	2.154	2.354	2.344
-Other Enzymes	-Folding, Sorting and Degradation	2.826	2.791	2.596	2.454	2.366
Organismal Systems	-Folding, Sorting and Degradation	0.01517	0.01482	0.01259	0.009484	0.006428
-Immune System	-Folding, Sorting and Degradation	0	0	0	0	0
-Endocrine System	-Folding, Sorting and Degradation	0.01445	0.01407	0.01193	0.008991	0.006152
-Circulatory System	-Folding, Sorting and Degradation	0	0	0	0	0
-Digestive System	-Folding, Sorting and Degradation	0	0	0	0	0
-Excretory System	-Folding, Sorting and Degradation	0	0	0	0	0
-Nervous System	-Folding, Sorting and Degradation	1.596e-06	1.295e-06	9.788e-07	8.506e-07	7.443e-07
-Sensory System	-Folding, Sorting and Degradation	0	0	0	0	0
-Development	-Folding, Sorting and Degradation	0	0	0	0	0
-Environmental Adaptation	-Folding, Sorting and Degradation	0	0	0	0	0
Human Diseases	-Folding, Sorting and Degradation	0.2521	0.263	0.2764	0.2951	0.2277
-Cancers	-Folding, Sorting and Degradation	0.02228	0.001009	0.0008674	0.0007537	0.0007465
-Immune System Diseases	-Folding, Sorting and Degradation	0.002543	0.002311	0.001653	0.001247	0.0009489
-Neurodegenerative Diseases	-Folding, Sorting and Degradation	0.103	0.1374	0.1498	0.1797	0.1218
-Cardiovascular Diseases	-Folding, Sorting and Degradation	0	0	0	0	0
-Metabolic Diseases	-Folding, Sorting and Degradation	0.07253	0.06542	0.06141	0.05484	0.04889
-Infectious Diseases	-Folding, Sorting and Degradation	0.1444	0.128	0.1264	0.1217	0.109
Not Mapped	-Folding, Sorting and Degradation	1.756	1.492	1.374	1.275	1.215
-Not Mapped	-Folding, Sorting and Degradation	1.756	1.492	1.374	1.275	1.215
TOTAL	-DNA Maintenance	37.9	38.8	42.23	47.57	50.13
MAPPED	-DNA Maintenance	33.95	35.28	38.73	43.94	46.39
Genetic Information Processing	-DNA Maintenance	13.52	14.78	17.58	20.99	23.9
-Transcription	-DNA Maintenance	1.272	1.356	1.386	1.369	1.424
-Translation	-DNA Maintenance	8.838	9.924	12.43	15.53	18.21
-Folding, Sorting and Degradation	-DNA Maintenance	2.455	2.585	2.782	3.087	3.322
-DNA Maintenance	-DNA Maintenance	1	1	1	1	1
-RNA Family	-DNA Maintenance	5.148e-05	4.278e-05	3.395e-05	3.296e-05	3.132e-05
Environmental Information Processing	-DNA Maintenance	0.4384	0.4173	0.3775	0.3826	0.367
-Signal Transduction	-DNA Maintenance	0.4353	0.4134	0.373	0.3778	0.3633
-Signaling Molecules and Interaction	-DNA Maintenance	0.003152	1.376e-05	1.132e-05	1.099e-05	1.044e-05
Cellular Processes	-DNA Maintenance	0.5904	0.4329	0.4436	0.4938	0.5144
-Hemoglobin	-DNA Maintenance	0	0	0	0	0
-Vesicular Transport	-DNA Maintenance	0.01813	0.008503	0.007373	0.006867	0.006906
-Cytoskeleton	-DNA Maintenance	0.1454	0.1444	0.1425	0.152	0.1579
-Cell Motility	-DNA Maintenance	0.4194	0.2521	0.2589	0.2891	0.2348
-Cell Growth and Death	-DNA Maintenance	0.05783	0.0693	0.0771	0.08908	0.1073
-Cell Communication	-DNA Maintenance	0	0	0	0	0
Metabolism	-DNA Maintenance	19.11	19.47	20.29	22.01	21.54
-Membrane Transport	-DNA Maintenance	3.782	3.381	3.332	3.207	2.664
-Central Carbon Metabolism	-DNA Maintenance	4.415	4.158	4.029	3.979	3.73
-Energy Metabolism	-DNA Maintenance	1.348	1.601	1.652	1.676	1.645
-Biosynthesis	-DNA Maintenance	4.288	5.058	5.736	7.034	7.326
-Other Enzymes	-DNA Maintenance	6.494	6.832	6.796	7.237	7.395
Organismal Systems	-DNA Maintenance	0.03233	0.03298	0.02961	0.02464	0.01815
-Immune System	-DNA Maintenance	0	0	0	0	0
-Endocrine System	-DNA Maintenance	0.03233	0.03298	0.02961	0.02464	0.01815
-Circulatory System	-DNA Maintenance	0	0	0	0	0
-Digestive System	-DNA Maintenance	0	0	0	0	0
-Excretory System	-DNA Maintenance	0	0	0	0	0
-Nervous System	-DNA Maintenance	3.418e-06	2.918e-06	2.373e-06	2.297e-06	2.145e-06
-Sensory System	-DNA Maintenance	0	0	0	0	0
-Development	-DNA Maintenance	0	0	0	0	0
-Environmental Adaptation	-DNA Maintenance	0	0	0	0	0
Human Diseases	-DNA Maintenance	0.5847	0.6477	0.7238	0.8557	0.7099
-Cancers	-DNA Maintenance	0.05208	0.002159	0.001993	0.00193	0.00206
-Immune System Diseases	-DNA Maintenance	0.005271	0.005	0.003838	0.003209	0.002596
-Neurodegenerative Diseases	-DNA Maintenance	0.2383	0.3301	0.3886	0.5143	0.375
-Cardiovascular Diseases	-DNA Maintenance	0	0	0	0	0
-Metabolic Diseases	-DNA Maintenance	0.1786	0.1699	0.1741	0.1733	0.1501
-Infectious Diseases	-DNA Maintenance	0.2993	0.2764	0.2917	0.3117	0.2955
Not Mapped	-DNA Maintenance	3.944	3.521	3.498	3.63	3.742
-Not Mapped	-DNA Maintenance	3.944	3.521	3.498	3.63	3.742
TOTAL	-RNA Family	1007000	1205000	1607000	1862000	2094000
MAPPED	-RNA Family	902500	1096000	1474000	1720000	1938000
Genetic Information Processing	-RNA Family	360900	461500	669000	821600	998200
-Transcription	-RNA Family	34390	42780	54130	55750	61040
-Translation	-RNA Family	235300	308900	473100	608000	760700
-Folding, Sorting and Degradation	-RNA Family	64190	78310	103700	118700	134600
-DNA Maintenance	-RNA Family	27440	32730	40270	41780	45170
-RNA Family	-RNA Family	1	1	1	1	1
Environmental Information Processing	-RNA Family	11640	12050	13280	13840	14310
-Signal Transduction	-RNA Family	11570	12050	13280	13840	14310
-Signaling Molecules and Interaction	-RNA Family	112.6	0.5714	0.5714	0.5714	0.5714
Cellular Processes	-RNA Family	13630	12010	15200	17550	19170
-Hemoglobin	-RNA Family	0	0	0	0	0
-Vesicular Transport	-RNA Family	408.1	235.4	251.2	242.7	263.8
-Cytoskeleton	-RNA Family	3864	4486	5423	5949	6596
-Cell Motility	-RNA Family	9601	6939	8776	10210	8923
-Cell Growth and Death	-RNA Family	1350	1916	2658	3270	4183
-Cell Communication	-RNA Family	0	0	0	0	0
Metabolism	-RNA Family	513400	608400	772000	861600	899600
-Membrane Transport	-RNA Family	89070	105300	126800	125500	109200
-Central Carbon Metabolism	-RNA Family	121100	129100	162200	164300	159300
-Energy Metabolism	-RNA Family	31390	44410	56600	59570	57440
-Biosynthesis	-RNA Family	115600	154300	206900	254600	288300
-Other Enzymes	-RNA Family	172700	198200	250000	283300	303500
Organismal Systems	-RNA Family	696.6	835.8	937.8	835	705
-Immune System	-RNA Family	0	0	0	0	0
-Endocrine System	-RNA Family	696.5	835.8	937.7	835	705
-Circulatory System	-RNA Family	0	0	0	0	0
-Digestive System	-RNA Family	0	0	0	0	0
-Excretory System	-RNA Family	0	0	0	0	0
-Nervous System	-RNA Family	0.07692	0.07692	0.07692	0.07692	0.07692
-Sensory System	-RNA Family	0	0	0	0	0
-Development	-RNA Family	0	0	0	0	0
-Environmental Adaptation	-RNA Family	0	0	0	0	0
Human Diseases	-RNA Family	13160	17070	22840	28020	24830
-Cancers	-RNA Family	1326	67.36	76.45	76.45	87.36
-Immune System Diseases	-RNA Family	122.7	138.5	130.8	113.5	99.23
-Neurodegenerative Diseases	-RNA Family	5326	8651	12500	17140	13330
-Cardiovascular Diseases	-RNA Family	0	0	0	0	0
-Metabolic Diseases	-RNA Family	3720	4115	5128	5258	4836
-Infectious Diseases	-RNA Family	6966	7667	9995	11080	11400
Not Mapped	-RNA Family	104800	109400	133100	142100	156300
-Not Mapped	-RNA Family	104800	109400	133100	142100	156300
TOTAL	Environmental Information Processing	93.56	107.8	128.3	140.6	153.7
MAPPED	Environmental Information Processing	83.82	98.06	117.6	129.9	142.3
Genetic Information Processing	Environmental Information Processing	33.44	41.3	53.4	62.04	73.28
-Transcription	Environmental Information Processing	3.135	3.711	4.157	4.026	4.313
-Translation	Environmental Information Processing	22.02	27.78	37.94	46.09	56.01
-Folding, Sorting and Degradation	Environmental Information Processing	6.192	7.275	8.575	9.136	10.13
-DNA Maintenance	Environmental Information Processing	2.766	3.219	3.545	3.479	3.673
-RNA Family	Environmental Information Processing	0.0001223	0.0001163	0.0001038	9.817e-05	9.544e-05
Environmental Information Processing	Environmental Information Processing	1	1	1	1	1
-Signal Transduction	Environmental Information Processing	0.9936	1	1	1	1
-Signaling Molecules and Interaction	Environmental Information Processing	0.007411	3.579e-05	3.193e-05	3.021e-05	2.937e-05
Cellular Processes	Environmental Information Processing	1.646	1.376	1.539	1.675	1.612
-Hemoglobin	Environmental Information Processing	0	0	0	0	0
-Vesicular Transport	Environmental Information Processing	0.04303	0.02207	0.02117	0.01922	0.02039
-Cytoskeleton	Environmental Information Processing	0.3589	0.4014	0.4329	0.4492	0.4842
-Cell Motility	Environmental Information Processing	1.149	0.8051	0.9081	0.9991	0.8493
-Cell Growth and Death	Environmental Information Processing	0.1379	0.1881	0.2327	0.2709	0.3369
-Cell Communication	Environmental Information Processing	0	0	0	0	0
Metabolism	Environmental Information Processing	46.76	53.99	61.16	64.62	65.67
-Membrane Transport	Environmental Information Processing	9.244	9.792	10.51	9.946	8.791
-Central Carbon Metabolism	Environmental Information Processing	10.65	11.14	12.19	11.94	11.58
-Energy Metabolism	Environmental Information Processing	3.188	3.831	4.53	4.854	5.154
-Biosynthesis	Environmental Information Processing	10.71	13.8	16.52	19.22	21.16
-Other Enzymes	Environmental Information Processing	16	18.75	20.74	21.39	22.99
Organismal Systems	Environmental Information Processing	0.07774	0.09454	0.09533	0.07809	0.05976
