Numerator	Denominator	eco Valgepea 2013 11	eco Valgepea 2013 21	eco Valgepea 2013 31	eco Valgepea 2013 40	eco Valgepea 2013 48	eco Valgepea 2013 11	eco Valgepea 2013 21	eco Valgepea 2013 31	eco Valgepea 2013 40	eco Valgepea 2013 48	eco Valgepea 2013 11	eco Valgepea 2013 21	eco Valgepea 2013 31	eco Valgepea 2013 40	eco Valgepea 2013 48
		10%	50%	90%	10%	50%	90%	10%	50%	90%	10%	50%	90%	10%	50%	90%
Genetic Information Processing	-Energy Metabolism	5.683	8.894	17.58	5.204	8.117	16.81	5.947	8.491	17.66	7.206	10.08	19	8.291	12.96	23.6
-Transcription	-Energy Metabolism	0.1161	0.3394	0.6693	0.1141	0.3498	0.7388	0.1231	0.3826	0.7599	0.1471	0.4336	0.7894	0.1554	0.4176	0.906
-Translation	-Energy Metabolism	4.156	6.627	12.71	4.048	6.197	12.49	4.787	6.71	13.57	5.943	8.15	15.16	6.992	10.71	19.12
-Folding, Sorting and Degradation	-Energy Metabolism	0.8099	1.366	3.112	0.6922	1.097	2.695	0.7104	1.054	2.517	0.829	1.142	2.359	0.8708	1.296	2.694
-DNA Maintenance	-Energy Metabolism	0.3026	0.6368	0.9513	0.2632	0.5834	0.8655	0.2525	0.5647	0.7637	0.2606	0.6003	0.7424	0.273	0.6995	0.8928
-RNA Family	-Energy Metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Energy Metabolism	0.3544	0.6695	1.069	0.3255	0.4934	0.9946	0.2988	0.4127	0.8352	0.3041	0.411	0.7626	0.2749	0.4162	0.7412
-Signal Transduction	-Energy Metabolism	0.3455	0.6695	1.069	0.3197	0.4934	0.9946	0.2922	0.4127	0.8352	0.2969	0.411	0.7626	0.2691	0.4162	0.7412
-Signaling Molecules and Interaction	-Energy Metabolism	0	0	0.008851	0	0	0.005807	0	0	0.006563	0	0	0.007188	0	0	0.005759
Cellular Processes	-Energy Metabolism	0.2566	0.4916	0.8387	0.2255	0.2906	0.4611	0.212	0.3024	0.446	0.1963	0.3449	0.4597	0.2222	0.3268	0.4496
-Hemoglobin	-Energy Metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular Transport	-Energy Metabolism	0.009054	0.0146	0.02801	0.00382	0.005894	0.01188	0.003197	0.004514	0.009135	0.003098	0.004278	0.007955	0.00321	0.004953	0.008842
-Cytoskeleton	-Energy Metabolism	0	0.06192	0.1439	0	0.05333	0.1213	0	0.04868	0.1082	0	0.05282	0.1187	0	0.05659	0.1428
-Cell Motility	-Energy Metabolism	0	0.2539	0.6783	0	0.1543	0.3686	0	0.1723	0.3727	0	0.1648	0.3661	0	0.1874	0.29
-Cell Growth and Death	-Energy Metabolism	3.593e-06	0.07973	0.1406	2.695e-06	0.07019	0.134	2.113e-06	0.07941	0.1325	2.124e-06	0.08895	0.1354	2.029e-06	0.1087	0.1707
-Cell Communication	-Energy Metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Metabolism	-Energy Metabolism	10.86	18.13	34.86	10.81	17.25	34.68	11.09	16	32.29	12.83	17.83	33.38	13.31	20.51	36.48
-Membrane Transport	-Energy Metabolism	0.7773	2.152	3.968	0.5338	1.683	3.368	0.546	1.507	3.067	0.5429	1.351	2.679	0.4657	1.212	2.402
-Central Carbon Metabolism	-Energy Metabolism	3.66	7.022	14.64	3.535	6.579	15.5	3.542	5.539	13.18	4.097	5.687	11.47	4.018	6.33	11.32
-Energy Metabolism	-Energy Metabolism	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
-Biosynthesis	-Energy Metabolism	2.663	4.686	8.414	2.827	4.639	10.09	3.039	4.977	10.23	3.96	6.632	11.91	4.582	8.239	12.75
-Other Enzymes	-Energy Metabolism	1.778	3.763	5.929	1.826	3.792	6.568	1.64	3.261	6.693	1.706	3.394	7.649	1.691	3.704	9.037
Organismal Systems	-Energy Metabolism	0	0	0.566	0	0	7.795e-06	0	0	5.462e-06	0	0	5.247e-06	0	0	5.019e-06
-Immune System	-Energy Metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Endocrine System	-Energy Metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Circulatory System	-Energy Metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Digestive System	-Energy Metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Excretory System	-Energy Metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Nervous System	-Energy Metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Sensory System	-Energy Metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Development	-Energy Metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Environmental Adaptation	-Energy Metabolism	0	0	0.566	0	0	7.795e-06	0	0	5.462e-06	0	0	5.247e-06	0	0	5.019e-06
Human Diseases	-Energy Metabolism	0	0.0658	0.1376	0	5.046e-06	0.06287	0	3.539e-06	0.06608	0	3.382e-06	0.07092	0	3.294e-06	0.09903
-Cancers	-Energy Metabolism	0	0	0.1019	0	0	4.008e-06	0	0	2.877e-06	0	0	2.821e-06	0	0	3.005e-06
-Immune System Diseases	-Energy Metabolism	0	0	7.557e-06	0	0	5.406e-06	0	0	3.776e-06	0	0	3.384e-06	0	0	3.508e-06
-Neurodegenerative Diseases	-Energy Metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Cardiovascular Diseases	-Energy Metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Metabolic Diseases	-Energy Metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Infectious Diseases	-Energy Metabolism	0	0	0.07959	0	0	0.06286	0	0	0.06607	0	0	0.07092	0	0	0.09903
Not Mapped	-Energy Metabolism	3.62	5.835	11.2	2.762	4.261	8.59	2.636	3.723	7.534	2.822	3.898	7.248	2.96	4.566	8.152
-Not Mapped	-Energy Metabolism	3.62	5.835	11.2	2.762	4.261	8.59	2.636	3.723	7.534	2.822	3.898	7.248	2.96	4.566	8.152
TOTAL	-Biosynthesis	8.816	10.07	11.54	7.302	8.321	9.665	6.644	7.536	9.255	5.63	6.381	8.352	5.325	6.018	7.521
MAPPED	-Biosynthesis	7.765	8.869	10.16	6.536	7.448	8.652	5.997	6.802	8.353	5.112	5.793	7.583	4.834	5.464	6.829
Genetic Information Processing	-Biosynthesis	1.584	1.867	2.151	1.443	1.69	1.984	1.46	1.692	2.114	1.324	1.519	2.009	1.374	1.573	1.975
-Transcription	-Biosynthesis	0.03086	0.04257	0.09844	0.02908	0.03952	0.09184	0.02796	0.03877	0.09695	0.02526	0.0364	0.08789	0.02383	0.03276	0.08267
-Translation	-Biosynthesis	1.207	1.378	1.571	1.122	1.275	1.483	1.175	1.323	1.631	1.092	1.229	1.608	1.159	1.3	1.633
-Folding, Sorting and Degradation	-Biosynthesis	0.2573	0.2971	0.3591	0.2096	0.2389	0.3028	0.1893	0.2118	0.285	0.1572	0.1717	0.2443	0.1443	0.156	0.2113
-DNA Maintenance	-Biosynthesis	0.08461	0.1131	0.154	0.07297	0.09911	0.1405	0.06199	0.0877	0.128	0.04789	0.0701	0.1045	0.04524	0.06377	0.09468
-RNA Family	-Biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Biosynthesis	0.102	0.1146	0.1363	0.09026	0.1012	0.121	0.07337	0.08158	0.102	0.05588	0.06197	0.08113	0.04555	0.05052	0.06329
-Signal Transduction	-Biosynthesis	0.1003	0.1146	0.1363	0.08865	0.1012	0.121	0.07176	0.08158	0.102	0.05455	0.06197	0.08113	0.04459	0.05052	0.06329
-Signaling Molecules and Interaction	-Biosynthesis	0	0	0.00257	0	0	0.00161	0	0	0.001612	0	0	0.001321	0	0	0.0009543
Cellular Processes	-Biosynthesis	0.02546	0.0925	0.2526	0.022	0.05713	0.1521	0.01973	0.05625	0.1338	0.01657	0.04844	0.09949	0.01744	0.0398	0.07678
-Hemoglobin	-Biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular Transport	-Biosynthesis	0.002629	0.003003	0.00344	0.001059	0.001207	0.001402	0.0007849	0.0008902	0.001093	0.0005691	0.0006449	0.0008442	0.0005319	0.0006012	0.0007514
-Cytoskeleton	-Biosynthesis	0	0.01124	0.02371	0	0.009513	0.0203	0	0.008071	0.01809	0	0.006827	0.01463	0	0.007025	0.01315
-Cell Motility	-Biosynthesis	0	0.05419	0.221	0	0.02503	0.1264	0	0.02738	0.1104	0	0.0233	0.0795	0	0.0216	0.05611
-Cell Growth and Death	-Biosynthesis	1.349e-06	0.01496	0.02406	9.532e-07	0.01328	0.02224	6.952e-07	0.01407	0.02106	5.363e-07	0.01246	0.01674	4.428e-07	0.01255	0.01857
-Cell Communication	-Biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Metabolism	-Biosynthesis	3.177	3.705	4.152	3.015	3.497	4.041	2.724	3.126	3.865	2.357	2.688	3.523	2.206	2.489	3.115
-Membrane Transport	-Biosynthesis	0.2167	0.3465	0.4776	0.148	0.3145	0.3888	0.1341	0.275	0.3671	0.1058	0.1968	0.2768	0.09472	0.1464	0.1995
-Central Carbon Metabolism	-Biosynthesis	1.186	1.361	1.725	1.084	1.25	1.642	0.9418	1.072	1.409	0.7536	0.8521	1.104	0.6657	0.7531	0.9141
-Energy Metabolism	-Biosynthesis	0.09922	0.1711	0.3669	0.08707	0.1622	0.3452	0.08206	0.159	0.3	0.07617	0.1226	0.2071	0.06824	0.1088	0.1674
-Biosynthesis	-Biosynthesis	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
-Other Enzymes	-Biosynthesis	0.4957	0.7137	0.9388	0.5061	0.7299	0.9111	0.4026	0.6553	0.8107	0.3134	0.5117	0.8517	0.2801	0.4637	0.7715
Organismal Systems	-Biosynthesis	0	0	0.07271	0	0	8.206e-07	0	0	5.674e-07	0	0	4.254e-07	0	0	3.647e-07
-Immune System	-Biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Endocrine System	-Biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Circulatory System	-Biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Digestive System	-Biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Excretory System	-Biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Nervous System	-Biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Sensory System	-Biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Development	-Biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Environmental Adaptation	-Biosynthesis	0	0	0.07271	0	0	8.206e-07	0	0	5.674e-07	0	0	4.254e-07	0	0	3.647e-07
Human Diseases	-Biosynthesis	0	0.00946	0.02936	0	7.336e-07	0.007326	0	5.131e-07	0.007908	0	3.874e-07	0.007897	0	3.316e-07	0.008415
-Cancers	-Biosynthesis	0	0	0.02095	0	0	8.206e-07	0	0	5.674e-07	0	0	4.254e-07	0	0	3.647e-07
-Immune System Diseases	-Biosynthesis	0	0	1.173e-06	0	0	8.206e-07	0	0	5.674e-07	0	0	4.254e-07	0	0	3.647e-07
-Neurodegenerative Diseases	-Biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Cardiovascular Diseases	-Biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Metabolic Diseases	-Biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Infectious Diseases	-Biosynthesis	0	0	0.009459	0	0	0.007325	0	0	0.007907	0	0	0.007896	0	0	0.008415
Not Mapped	-Biosynthesis	1.051	1.2	1.375	0.7656	0.8725	1.013	0.6473	0.7342	0.9016	0.5186	0.5877	0.7693	0.4904	0.5542	0.6927
-Not Mapped	-Biosynthesis	1.051	1.2	1.375	0.7656	0.8725	1.013	0.6473	0.7342	0.9016	0.5186	0.5877	0.7693	0.4904	0.5542	0.6927
TOTAL	-Other Enzymes	8.834	14.18	15.84	7.3	11.94	13.08	7.39	11.55	14.27	7.271	11.9	15.48	7.774	11.64	15.88
MAPPED	-Other Enzymes	7.781	12.49	13.95	6.535	10.69	11.71	6.67	10.43	12.88	6.601	10.8	14.05	7.058	10.57	14.41
Genetic Information Processing	-Other Enzymes	1.626	2.617	2.965	1.475	2.433	2.684	1.66	2.639	3.178	1.744	2.827	3.688	2.042	3.138	4.148
-Transcription	-Other Enzymes	0.03041	0.06797	0.1353	0.02854	0.06248	0.1276	0.03032	0.0751	0.1531	0.03161	0.08623	0.1537	0.03386	0.09191	0.1686
-Translation	-Other Enzymes	1.209	1.931	2.144	1.122	1.835	1.994	1.307	2.028	2.506	1.41	2.292	2.981	1.691	2.532	3.431
-Folding, Sorting and Degradation	-Other Enzymes	0.27	0.4036	0.5233	0.2217	0.3377	0.4268	0.2229	0.324	0.4216	0.2121	0.3084	0.4354	0.2184	0.3	0.4514
-DNA Maintenance	-Other Enzymes	0.1159	0.1513	0.2122	0.1029	0.132	0.2008	0.1001	0.126	0.2173	0.08615	0.1235	0.2201	0.08891	0.1302	0.2283
-RNA Family	-Other Enzymes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Other Enzymes	0.1005	0.1632	0.2076	0.08863	0.145	0.1616	0.07981	0.129	0.1541	0.07045	0.1153	0.15	0.0651	0.09955	0.133
-Signal Transduction	-Other Enzymes	0.1005	0.1632	0.2024	0.08863	0.145	0.1616	0.07981	0.129	0.1541	0.07045	0.1153	0.15	0.0651	0.09747	0.133
-Signaling Molecules and Interaction	-Other Enzymes	0	0	0.003459	0	0	0.002209	0	0	0.002648	0	0	0.002642	0	0	0.002086
Cellular Processes	-Other Enzymes	0.01915	0.1306	0.341	0.01611	0.08222	0.2022	0.01543	0.09466	0.1758	0.01439	0.09988	0.162	0.01802	0.08584	0.138
-Hemoglobin	-Other Enzymes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular Transport	-Other Enzymes	0.002634	0.004229	0.004724	0.001059	0.001732	0.001897	0.0008729	0.001365	0.001686	0.0007349	0.001203	0.001564	0.0007766	0.001163	0.001586
-Cytoskeleton	-Other Enzymes	0	0.01431	0.03482	0	0.01245	0.02905	0	0.01108	0.02969	0	0.01174	0.03097	0	0.01262	0.03277
-Cell Motility	-Other Enzymes	0	0.06748	0.3048	0	0.03603	0.1733	0	0.04929	0.1513	0	0.04772	0.1294	0	0.04556	0.1008
-Cell Growth and Death	-Other Enzymes	1.797e-06	0.01895	0.03372	1.267e-06	0.01664	0.03202	8.576e-07	0.0201	0.03792	6.591e-07	0.02029	0.03922	6.173e-07	0.02336	0.04479
-Cell Communication	-Other Enzymes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Metabolism	-Other Enzymes	3.311	5.253	5.879	3.117	5.033	5.536	3.118	4.825	6.024	3.098	5.022	6.588	3.239	4.76	6.609
-Membrane Transport	-Other Enzymes	0.358	0.4372	0.654	0.2782	0.3134	0.5326	0.2411	0.3432	0.5496	0.1685	0.3316	0.4973	0.1417	0.2925	0.4225
-Central Carbon Metabolism	-Other Enzymes	1.092	1.958	2.392	1.02	1.911	2.182	0.9814	1.738	2.069	0.9162	1.566	2.095	0.918	1.404	2.053
-Energy Metabolism	-Other Enzymes	0.07463	0.2398	0.5001	0.06376	0.2334	0.4702	0.06418	0.2861	0.4059	0.0729	0.2896	0.3372	0.08109	0.2618	0.3043
-Biosynthesis	-Other Enzymes	0.7521	1.332	1.617	0.7322	1.329	1.71	0.7821	1.489	2.094	0.8684	1.775	2.664	1.034	1.818	2.902
-Other Enzymes	-Other Enzymes	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Organismal Systems	-Other Enzymes	0	0	0.1035	0	0	1.187e-06	0	0	1.023e-06	0	0	9.738e-07	0	0	9.34e-07
-Immune System	-Other Enzymes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Endocrine System	-Other Enzymes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Circulatory System	-Other Enzymes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Digestive System	-Other Enzymes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Excretory System	-Other Enzymes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Nervous System	-Other Enzymes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Sensory System	-Other Enzymes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Development	-Other Enzymes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Environmental Adaptation	-Other Enzymes	0	0	0.1035	0	0	1.187e-06	0	0	1.023e-06	0	0	9.738e-07	0	0	9.34e-07
Human Diseases	-Other Enzymes	0	0.007485	0.03701	0	1.254e-06	0.00906	0	1.075e-06	0.009872	0	1.032e-06	0.01125	0	9.623e-07	0.01291
-Cancers	-Other Enzymes	0	0	0.02951	0	0	1.178e-06	0	0	1.013e-06	0	0	9.585e-07	0	0	8.892e-07
-Immune System Diseases	-Other Enzymes	0	0	1.696e-06	0	0	1.254e-06	0	0	8.699e-07	0	0	8.313e-07	0	0	7.865e-07
-Neurodegenerative Diseases	-Other Enzymes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Cardiovascular Diseases	-Other Enzymes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Metabolic Diseases	-Other Enzymes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Infectious Diseases	-Other Enzymes	0	0	0.01202	0	0	0.009059	0	0	0.009871	0	0	0.01125	0	0	0.01291
Not Mapped	-Other Enzymes	1.053	1.691	1.889	0.7654	1.252	1.371	0.7199	1.126	1.39	0.6696	1.096	1.425	0.7159	1.072	1.462
-Not Mapped	-Other Enzymes	1.053	1.691	1.889	0.7654	1.252	1.371	0.7199	1.126	1.39	0.6696	1.096	1.425	0.7159	1.072	1.462
TOTAL	Organismal Systems	138.5	138.5	Inf	10140000	10140000	Inf	13280000	13280000	Inf	15000000	15000000	Inf	16500000	16500000	Inf
MAPPED	Organismal Systems	122	122	Inf	9077000	9077000	Inf	11990000	11990000	Inf	13620000	13620000	Inf	14980000	14980000	Inf
Genetic Information Processing	Organismal Systems	25.19	25.68	Inf	2027000	2066000	Inf	2958000	3009000	Inf	3572000	3631000	Inf	4311000	4377000	Inf
-Transcription	Organismal Systems	0.4767	1.307	Inf	39640	108400	Inf	54500	151200	Inf	65220	172900	Inf	71870	202400	Inf
-Translation	Organismal Systems	18.75	18.96	Inf	1546000	1558000	Inf	2332000	2349000	Inf	2889000	2909000	Inf	3566000	3590000	Inf
-Folding, Sorting and Degradation	Organismal Systems	3.962	4.291	Inf	285800	317500	Inf	368600	412000	Inf	404800	447100	Inf	431100	483400	Inf
-DNA Maintenance	Organismal Systems	1.322	2.027	Inf	100700	160100	Inf	123200	202300	Inf	126800	213400	Inf	139400	243400	Inf
-RNA Family	Organismal Systems	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN
Environmental Information Processing	Organismal Systems	1.576	1.579	Inf	123100	123400	Inf	143400	143800	Inf	145300	145700	Inf	138200	138500	Inf
-Signal Transduction	Organismal Systems	1.576	1.579	Inf	123100	123400	Inf	143400	143800	Inf	145300	145700	Inf	138200	138500	Inf
-Signaling Molecules and Interaction	Organismal Systems	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN
Cellular Processes	Organismal Systems	0.3002	1.449	Inf	22370	121100	Inf	27730	147300	Inf	29690	129000	Inf	38250	136500	Inf
-Hemoglobin	Organismal Systems	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN
-Vesicular Transport	Organismal Systems	0.0413	0.0413	Inf	1471	1471	Inf	1569	1569	Inf	1516	1516	Inf	1648	1648	Inf
-Cytoskeleton	Organismal Systems	0	0.4244	Inf	0	31870	Inf	0	38330	Inf	0	42080	Inf	0	47590	Inf
-Cell Motility	Organismal Systems	0	1.269	Inf	0	69360	Inf	0	79260	Inf	0	60150	Inf	0	65130	Inf
-Cell Growth and Death	Organismal Systems	0.1191	0.3309	Inf	10330	27180	Inf	13850	37450	Inf	13380	40400	Inf	18700	51820	Inf
-Cell Communication	Organismal Systems	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN
Metabolism	Organismal Systems	50.76	51.9	Inf	4252000	4335000	Inf	5509000	5606000	Inf	6286000	6391000	Inf	6751000	6875000	Inf
-Membrane Transport	Organismal Systems	4.787	6.316	Inf	312100	432100	Inf	396300	537100	Inf	394700	510700	Inf	371900	452400	Inf
-Central Carbon Metabolism	Organismal Systems	17.13	19.61	Inf	1416000	1617000	Inf	1764000	2007000	Inf	1890000	2132000	Inf	1949000	2198000	Inf
-Energy Metabolism	Organismal Systems	1.17	2.948	Inf	88560	262700	Inf	115300	354100	Inf	150400	354400	Inf	172100	332800	Inf
-Biosynthesis	Organismal Systems	11.79	15.45	Inf	1017000	1363000	Inf	1406000	1949000	Inf	1791000	2582000	Inf	2194000	3016000	Inf
-Other Enzymes	Organismal Systems	9.554	15.68	Inf	797200	1389000	Inf	930600	1797000	Inf	969200	2063000	Inf	1039000	2123000	Inf
Organismal Systems	Organismal Systems	1	1	NaN	1	1	NaN	1	1	NaN	1	1	NaN	1	1	NaN
-Immune System	Organismal Systems	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN
-Endocrine System	Organismal Systems	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN
-Circulatory System	Organismal Systems	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN
-Digestive System	Organismal Systems	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN
-Excretory System	Organismal Systems	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN
-Nervous System	Organismal Systems	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN
-Sensory System	Organismal Systems	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN
-Development	Organismal Systems	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN
-Environmental Adaptation	Organismal Systems	1	1	NaN	1	1	NaN	1	1	NaN	1	1	NaN	1	1	NaN
Human Diseases	Organismal Systems	0	0.4056	NaN	0	7783	NaN	0	11350	NaN	0	14180	NaN	0	18460	NaN
-Cancers	Organismal Systems	0	0.2882	NaN	0	1	NaN	0	1	NaN	0	1	NaN	0	1	NaN
-Immune System Diseases	Organismal Systems	0	1.62e-05	NaN	0	1	NaN	0	1	NaN	0	1	NaN	0	1	NaN
-Neurodegenerative Diseases	Organismal Systems	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN
-Cardiovascular Diseases	Organismal Systems	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN
-Metabolic Diseases	Organismal Systems	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN
-Infectious Diseases	Organismal Systems	0	0.1173	NaN	0	7781	NaN	0	11350	NaN	0	14180	NaN	0	18460	NaN
Not Mapped	Organismal Systems	16.51	16.51	Inf	1063000	1063000	Inf	1294000	1294000	Inf	1381000	1381000	Inf	1520000	1520000	Inf
-Not Mapped	Organismal Systems	16.51	16.51	Inf	1063000	1063000	Inf	1294000	1294000	Inf	1381000	1381000	Inf	1520000	1520000	Inf
TOTAL	-Immune System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
MAPPED	-Immune System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Genetic Information Processing	-Immune System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Transcription	-Immune System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Translation	-Immune System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Folding, Sorting and Degradation	-Immune System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-DNA Maintenance	-Immune System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-RNA Family	-Immune System	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Environmental Information Processing	-Immune System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Signal Transduction	-Immune System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Signaling Molecules and Interaction	-Immune System	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN
Cellular Processes	-Immune System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Hemoglobin	-Immune System	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Vesicular Transport	-Immune System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cytoskeleton	-Immune System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell Motility	-Immune System	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN
-Cell Growth and Death	-Immune System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell Communication	-Immune System	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Metabolism	-Immune System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Membrane Transport	-Immune System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Central Carbon Metabolism	-Immune System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Energy Metabolism	-Immune System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Biosynthesis	-Immune System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Other Enzymes	-Immune System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Organismal Systems	-Immune System	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN
-Immune System	-Immune System	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Endocrine System	-Immune System	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
