Numerator	Denominator	eco Valgepea 2013 11	eco Valgepea 2013 21	eco Valgepea 2013 31	eco Valgepea 2013 40	eco Valgepea 2013 48
-Cancers	Environmental Information Processing	0.007668	8.7e-06	7.82e-06	7.387e-06	7.23e-06
-Immune System Diseases	Environmental Information Processing	9.072e-06	8.883e-06	7.92e-06	7.496e-06	7.287e-06
-Neurodegenerative Diseases	Environmental Information Processing	0.4577	0.6953	0.9017	1.171	0.8824
-Cardiovascular Diseases	Environmental Information Processing	0	0	0	0	0
-Metabolic Diseases	Environmental Information Processing	0	0	0	0	0
-Infectious Diseases	Environmental Information Processing	0.2338	0.232	0.2787	0.3103	0.3651
Not Mapped	Environmental Information Processing	9.24	9.514	10.41	10.5	11.3
-Not Mapped	Environmental Information Processing	9.24	9.514	10.41	10.5	11.3
TOTAL	-Signal Transduction	89.41	104.9	125.7	137.6	151.4
MAPPED	-Signal Transduction	80.1	95.35	115.2	127.1	140.1
Genetic Information Processing	-Signal Transduction	32.13	40.2	52.04	60.5	71.73
-Transcription	-Signal Transduction	2.785	3.258	3.589	3.448	3.643
-Translation	-Signal Transduction	20.82	26.93	36.93	44.85	54.92
-Folding, Sorting and Degradation	-Signal Transduction	5.417	6.719	7.99	8.686	9.714
-DNA Maintenance	-Signal Transduction	2.524	2.814	3.037	2.956	3.067
-RNA Family	-Signal Transduction	0.0001061	9.561e-05	8.445e-05	7.918e-05	7.729e-05
Environmental Information Processing	-Signal Transduction	1.007	1	1	1	1
-Signal Transduction	-Signal Transduction	1	1	1	1	1
-Signaling Molecules and Interaction	-Signal Transduction	0.0072	3.511e-05	3.136e-05	2.977e-05	2.902e-05
Cellular Processes	-Signal Transduction	1.237	0.9393	1.155	1.277	1.389
-Hemoglobin	-Signal Transduction	0	0	0	0	0
-Vesicular Transport	-Signal Transduction	0	0	0	0	0
-Cytoskeleton	-Signal Transduction	0.343	0.3903	0.4241	0.4395	0.4769
-Cell Motility	-Signal Transduction	0.7362	0.3637	0.5168	0.6063	0.6398
-Cell Growth and Death	-Signal Transduction	0.1212	0.1621	0.1902	0.2191	0.2735
-Cell Communication	-Signal Transduction	0	0	0	0	0
Metabolism	-Signal Transduction	44.64	51.99	58.74	61.97	63.45
-Membrane Transport	-Signal Transduction	8.314	8.774	9.425	8.938	7.958
-Central Carbon Metabolism	-Signal Transduction	9.177	9.071	9.613	9.933	9.3
-Energy Metabolism	-Signal Transduction	2.45	3.257	4.005	4.195	3.638
-Biosynthesis	-Signal Transduction	9.455	12.19	14.94	17.32	19.02
-Other Enzymes	-Signal Transduction	14.22	15.48	16.69	17.08	18.7
Organismal Systems	-Signal Transduction	0.03674	0.03908	0.02858	0.01337	0.007077
-Immune System	-Signal Transduction	0	0	0	0	0
-Endocrine System	-Signal Transduction	0.03655	0.0382	0.02858	0.01337	0.007077
-Circulatory System	-Signal Transduction	0	0	0	0	0
-Digestive System	-Signal Transduction	0	0	0	0	0
-Excretory System	-Signal Transduction	0	0	0	0	0
-Nervous System	-Signal Transduction	0	0	0	0	0
-Sensory System	-Signal Transduction	0	0	0	0	0
-Development	-Signal Transduction	0	0	0	0	0
-Environmental Adaptation	-Signal Transduction	0	0	0	0	0
Human Diseases	-Signal Transduction	0.8914	1.071	1.223	1.498	1.243
-Cancers	-Signal Transduction	0.007722	8.7e-06	7.82e-06	7.388e-06	7.23e-06
-Immune System Diseases	-Signal Transduction	9.137e-06	8.883e-06	7.92e-06	7.496e-06	7.287e-06
-Neurodegenerative Diseases	-Signal Transduction	0.4603	0.7019	0.9128	1.186	0.8915
-Cardiovascular Diseases	-Signal Transduction	0	0	0	0	0
-Metabolic Diseases	-Signal Transduction	0	0	0	0	0
-Infectious Diseases	-Signal Transduction	0.238	0.2337	0.2811	0.3103	0.3651
Not Mapped	-Signal Transduction	9.305	9.515	10.41	10.5	11.3
-Not Mapped	-Signal Transduction	9.305	9.515	10.41	10.5	11.3
TOTAL	-Signaling Molecules and Interaction	12780	3013000	4017000	4655000	5235000
MAPPED	-Signaling Molecules and Interaction	11450	2740000	3684000	4300000	4844000
Genetic Information Processing	-Signaling Molecules and Interaction	4555	1148000	1665000	2047000	2489000
-Transcription	-Signaling Molecules and Interaction	386.7	92690	114600	116300	127900
-Translation	-Signaling Molecules and Interaction	2991	773700	1185000	1523000	1903000
-Folding, Sorting and Degradation	-Signaling Molecules and Interaction	795.4	193100	255400	293900	335900
-DNA Maintenance	-Signaling Molecules and Interaction	343.2	78870	96520	99970	106700
-RNA Family	-Signaling Molecules and Interaction	0.01523	3	3	3	3
Environmental Information Processing	-Signaling Molecules and Interaction	138.5	28140	31570	33350	34310
-Signal Transduction	-Signaling Molecules and Interaction	137.5	28140	31560	33350	34310
-Signaling Molecules and Interaction	-Signaling Molecules and Interaction	1	1	1	1	1
Cellular Processes	-Signaling Molecules and Interaction	171.8	26840	37350	44230	50040
-Hemoglobin	-Signaling Molecules and Interaction	0	0	0	0	0
-Vesicular Transport	-Signaling Molecules and Interaction	0	0	0	0	0
-Cytoskeleton	-Signaling Molecules and Interaction	49.04	11220	13560	14870	16490
-Cell Motility	-Signaling Molecules and Interaction	102.2	10360	16480	20360	22050
-Cell Growth and Death	-Signaling Molecules and Interaction	17.07	4667	6131	7397	9391
-Cell Communication	-Signaling Molecules and Interaction	0	0	0	0	0
Metabolism	-Signaling Molecules and Interaction	6391	1489000	1885000	2095000	2202000
-Membrane Transport	-Signaling Molecules and Interaction	1237	260500	313400	313800	276700
-Central Carbon Metabolism	-Signaling Molecules and Interaction	1245	287900	344300	352400	335500
-Energy Metabolism	-Signaling Molecules and Interaction	335.6	92790	127700	140500	124800
-Biosynthesis	-Signaling Molecules and Interaction	1333	360100	493900	622300	687900
-Other Enzymes	-Signaling Molecules and Interaction	1905	441900	538400	620100	703800
Organismal Systems	-Signaling Molecules and Interaction	5.051	1304	1139	555	303.8
-Immune System	-Signaling Molecules and Interaction	0	0	0	0	0
-Endocrine System	-Signaling Molecules and Interaction	5.051	1304	1139	555	303.8
-Circulatory System	-Signaling Molecules and Interaction	0	0	0	0	0
-Digestive System	-Signaling Molecules and Interaction	0	0	0	0	0
-Excretory System	-Signaling Molecules and Interaction	0	0	0	0	0
-Nervous System	-Signaling Molecules and Interaction	0	0	0	0	0
-Sensory System	-Signaling Molecules and Interaction	0	0	0	0	0
-Development	-Signaling Molecules and Interaction	0	0	0	0	0
-Environmental Adaptation	-Signaling Molecules and Interaction	0	0	0	0	0
Human Diseases	-Signaling Molecules and Interaction	134.3	30780	38620	42100	43450
-Cancers	-Signaling Molecules and Interaction	1.104	0.25	0.25	0.25	0.25
-Immune System Diseases	-Signaling Molecules and Interaction	0.001269	0.25	0.25	0.25	0.25
-Neurodegenerative Diseases	-Signaling Molecules and Interaction	27.28	765	816.3	788.8	857.5
-Cardiovascular Diseases	-Signaling Molecules and Interaction	0	0	0	0	0
-Metabolic Diseases	-Signaling Molecules and Interaction	0	0	0	0	0
-Infectious Diseases	-Signaling Molecules and Interaction	27.66	6610	8729	10270	12430
Not Mapped	-Signaling Molecules and Interaction	1330	273400	332700	355200	390800
-Not Mapped	-Signaling Molecules and Interaction	1330	273400	332700	355200	390800
TOTAL	Cellular Processes	70.61	109.1	105.3	103.4	102.9
MAPPED	Cellular Processes	63.26	99.23	96.54	95.52	95.18
Genetic Information Processing	Cellular Processes	25.51	41.46	43.26	45.15	48.48
-Transcription	Cellular Processes	1.981	3.119	2.808	2.42	2.519
-Translation	Cellular Processes	16.55	28.12	31.14	33.91	37.49
-Folding, Sorting and Degradation	Cellular Processes	4.364	6.69	6.343	6.19	6.458
-DNA Maintenance	Cellular Processes	1.964	3.006	2.63	2.295	2.218
-RNA Family	Cellular Processes	7.711e-05	9.96e-05	7.205e-05	6.109e-05	5.922e-05
Environmental Information Processing	Cellular Processes	0.7917	1.042	0.864	0.7766	0.7105
-Signal Transduction	Cellular Processes	0.7859	1.042	0.8535	0.7765	0.7105
-Signaling Molecules and Interaction	Cellular Processes	0.005781	3.665e-05	2.633e-05	2.233e-05	1.97e-05
Cellular Processes	Cellular Processes	1	1	1	1	1
-Hemoglobin	Cellular Processes	0	0	0	0	0
-Vesicular Transport	Cellular Processes	0	0	0	0	0
-Cytoskeleton	Cellular Processes	0.2709	0.4062	0.3552	0.3304	0.3239
-Cell Motility	Cellular Processes	0.6054	0.3948	0.4557	0.4777	0.4601
-Cell Growth and Death	Cellular Processes	0.09867	0.1763	0.168	0.1722	0.1959
-Cell Communication	Cellular Processes	0	0	0	0	0
Metabolism	Cellular Processes	35.31	53.92	49.39	46.54	43.25
-Membrane Transport	Cellular Processes	6.466	9.706	8.391	7.165	5.697
-Central Carbon Metabolism	Cellular Processes	7.228	10.1	9.306	8.149	7.106
-Energy Metabolism	Cellular Processes	1.933	3.385	3.031	2.899	2.459
-Biosynthesis	Cellular Processes	7.836	13.34	12.94	13.45	14.24
-Other Enzymes	Cellular Processes	10.79	15.43	14.41	13.48	13.51
Organismal Systems	Cellular Processes	0.02829	0.04722	0.03049	0.01255	0.00607
-Immune System	Cellular Processes	0	0	0	0	0
-Endocrine System	Cellular Processes	0.0279	0.04722	0.03049	0.01255	0.00607
-Circulatory System	Cellular Processes	0	0	0	0	0
-Digestive System	Cellular Processes	0	0	0	0	0
-Excretory System	Cellular Processes	0	0	0	0	0
-Nervous System	Cellular Processes	0	0	0	0	0
-Sensory System	Cellular Processes	0	0	0	0	0
-Development	Cellular Processes	0	0	0	0	0
-Environmental Adaptation	Cellular Processes	0	0	0	0	0
Human Diseases	Cellular Processes	0.7657	1.127	1.028	1.172	0.8938
-Cancers	Cellular Processes	0.006655	9.313e-06	6.694e-06	5.653e-06	4.996e-06
-Immune System Diseases	Cellular Processes	7.336e-06	9.163e-06	6.583e-06	5.582e-06	4.926e-06
-Neurodegenerative Diseases	Cellular Processes	0.3563	0.6753	0.778	0.9276	0.7289
-Cardiovascular Diseases	Cellular Processes	0	0	0	0	0
-Metabolic Diseases	Cellular Processes	0	0	0	0	0
-Infectious Diseases	Cellular Processes	0.1737	0.2524	0.2399	0.2372	0.2716
Not Mapped	Cellular Processes	7.349	9.902	8.718	7.891	7.677
-Not Mapped	Cellular Processes	7.349	9.902	8.718	7.891	7.677
TOTAL	-Hemoglobin	Inf	Inf	Inf	Inf	Inf
MAPPED	-Hemoglobin	Inf	Inf	Inf	Inf	Inf
Genetic Information Processing	-Hemoglobin	Inf	Inf	Inf	Inf	Inf
-Transcription	-Hemoglobin	Inf	Inf	Inf	Inf	Inf
-Translation	-Hemoglobin	Inf	Inf	Inf	Inf	Inf
-Folding, Sorting and Degradation	-Hemoglobin	Inf	Inf	Inf	Inf	Inf
-DNA Maintenance	-Hemoglobin	Inf	Inf	Inf	Inf	Inf
-RNA Family	-Hemoglobin	Inf	Inf	Inf	Inf	Inf
Environmental Information Processing	-Hemoglobin	Inf	Inf	Inf	Inf	Inf
-Signal Transduction	-Hemoglobin	Inf	Inf	Inf	Inf	Inf
-Signaling Molecules and Interaction	-Hemoglobin	Inf	Inf	Inf	Inf	Inf
Cellular Processes	-Hemoglobin	Inf	Inf	Inf	Inf	Inf
-Hemoglobin	-Hemoglobin	NaN	NaN	NaN	NaN	NaN
-Vesicular Transport	-Hemoglobin	NaN	NaN	NaN	NaN	NaN
-Cytoskeleton	-Hemoglobin	Inf	Inf	Inf	Inf	Inf
-Cell Motility	-Hemoglobin	Inf	Inf	Inf	Inf	Inf
-Cell Growth and Death	-Hemoglobin	Inf	Inf	Inf	Inf	Inf
-Cell Communication	-Hemoglobin	NaN	NaN	NaN	NaN	NaN
Metabolism	-Hemoglobin	Inf	Inf	Inf	Inf	Inf
-Membrane Transport	-Hemoglobin	Inf	Inf	Inf	Inf	Inf
-Central Carbon Metabolism	-Hemoglobin	Inf	Inf	Inf	Inf	Inf
-Energy Metabolism	-Hemoglobin	Inf	Inf	Inf	Inf	Inf
-Biosynthesis	-Hemoglobin	Inf	Inf	Inf	Inf	Inf
-Other Enzymes	-Hemoglobin	Inf	Inf	Inf	Inf	Inf
Organismal Systems	-Hemoglobin	Inf	Inf	Inf	Inf	Inf
-Immune System	-Hemoglobin	NaN	NaN	NaN	NaN	NaN
-Endocrine System	-Hemoglobin	Inf	Inf	Inf	Inf	Inf
-Circulatory System	-Hemoglobin	NaN	NaN	NaN	NaN	NaN
-Digestive System	-Hemoglobin	NaN	NaN	NaN	NaN	NaN
-Excretory System	-Hemoglobin	NaN	NaN	NaN	NaN	NaN
-Nervous System	-Hemoglobin	NaN	NaN	NaN	NaN	NaN
-Sensory System	-Hemoglobin	NaN	NaN	NaN	NaN	NaN
-Development	-Hemoglobin	NaN	NaN	NaN	NaN	NaN
-Environmental Adaptation	-Hemoglobin	NaN	NaN	NaN	NaN	NaN
Human Diseases	-Hemoglobin	Inf	Inf	Inf	Inf	Inf
-Cancers	-Hemoglobin	Inf	Inf	Inf	Inf	Inf
-Immune System Diseases	-Hemoglobin	Inf	Inf	Inf	Inf	Inf
-Neurodegenerative Diseases	-Hemoglobin	Inf	Inf	Inf	Inf	Inf
-Cardiovascular Diseases	-Hemoglobin	NaN	NaN	NaN	NaN	NaN
-Metabolic Diseases	-Hemoglobin	Inf	Inf	Inf	Inf	Inf
-Infectious Diseases	-Hemoglobin	Inf	Inf	Inf	Inf	Inf
Not Mapped	-Hemoglobin	Inf	Inf	Inf	Inf	Inf
-Not Mapped	-Hemoglobin	Inf	Inf	Inf	Inf	Inf
TOTAL	-Vesicular Transport	Inf	Inf	Inf	Inf	Inf
MAPPED	-Vesicular Transport	Inf	Inf	Inf	Inf	Inf
Genetic Information Processing	-Vesicular Transport	Inf	Inf	Inf	Inf	Inf
-Transcription	-Vesicular Transport	Inf	Inf	Inf	Inf	Inf
-Translation	-Vesicular Transport	Inf	Inf	Inf	Inf	Inf
-Folding, Sorting and Degradation	-Vesicular Transport	Inf	Inf	Inf	Inf	Inf
-DNA Maintenance	-Vesicular Transport	Inf	Inf	Inf	Inf	Inf
-RNA Family	-Vesicular Transport	Inf	Inf	Inf	Inf	Inf
Environmental Information Processing	-Vesicular Transport	Inf	Inf	Inf	Inf	Inf
-Signal Transduction	-Vesicular Transport	Inf	Inf	Inf	Inf	Inf
-Signaling Molecules and Interaction	-Vesicular Transport	Inf	Inf	Inf	Inf	Inf
Cellular Processes	-Vesicular Transport	Inf	Inf	Inf	Inf	Inf
-Hemoglobin	-Vesicular Transport	NaN	NaN	NaN	NaN	NaN
-Vesicular Transport	-Vesicular Transport	NaN	NaN	NaN	NaN	NaN
-Cytoskeleton	-Vesicular Transport	Inf	Inf	Inf	Inf	Inf
-Cell Motility	-Vesicular Transport	Inf	Inf	Inf	Inf	Inf
-Cell Growth and Death	-Vesicular Transport	Inf	Inf	Inf	Inf	Inf
-Cell Communication	-Vesicular Transport	NaN	NaN	NaN	NaN	NaN
Metabolism	-Vesicular Transport	Inf	Inf	Inf	Inf	Inf
-Membrane Transport	-Vesicular Transport	Inf	Inf	Inf	Inf	Inf
-Central Carbon Metabolism	-Vesicular Transport	Inf	Inf	Inf	Inf	Inf
-Energy Metabolism	-Vesicular Transport	Inf	Inf	Inf	Inf	Inf
-Biosynthesis	-Vesicular Transport	Inf	Inf	Inf	Inf	Inf
-Other Enzymes	-Vesicular Transport	Inf	Inf	Inf	Inf	Inf
Organismal Systems	-Vesicular Transport	Inf	Inf	Inf	Inf	Inf
-Immune System	-Vesicular Transport	NaN	NaN	NaN	NaN	NaN
-Endocrine System	-Vesicular Transport	Inf	Inf	Inf	Inf	Inf
-Circulatory System	-Vesicular Transport	NaN	NaN	NaN	NaN	NaN
-Digestive System	-Vesicular Transport	NaN	NaN	NaN	NaN	NaN
-Excretory System	-Vesicular Transport	NaN	NaN	NaN	NaN	NaN
-Nervous System	-Vesicular Transport	NaN	NaN	NaN	NaN	NaN
-Sensory System	-Vesicular Transport	NaN	NaN	NaN	NaN	NaN
-Development	-Vesicular Transport	NaN	NaN	NaN	NaN	NaN
-Environmental Adaptation	-Vesicular Transport	NaN	NaN	NaN	NaN	NaN
Human Diseases	-Vesicular Transport	Inf	Inf	Inf	Inf	Inf
-Cancers	-Vesicular Transport	Inf	Inf	Inf	Inf	Inf
-Immune System Diseases	-Vesicular Transport	Inf	Inf	Inf	Inf	Inf
-Neurodegenerative Diseases	-Vesicular Transport	Inf	Inf	Inf	Inf	Inf
-Cardiovascular Diseases	-Vesicular Transport	NaN	NaN	NaN	NaN	NaN
-Metabolic Diseases	-Vesicular Transport	Inf	Inf	Inf	Inf	Inf
-Infectious Diseases	-Vesicular Transport	Inf	Inf	Inf	Inf	Inf
Not Mapped	-Vesicular Transport	Inf	Inf	Inf	Inf	Inf
-Not Mapped	-Vesicular Transport	Inf	Inf	Inf	Inf	Inf
TOTAL	-Cytoskeleton	260.7	268.7	296.3	313	317.5
MAPPED	-Cytoskeleton	233.6	244.3	271.8	289.1	293.8
Genetic Information Processing	-Cytoskeleton	92.94	102.4	122.9	137.7	150.9
-Transcription	-Cytoskeleton	7.887	8.265	8.452	7.827	7.759
-Translation	-Cytoskeleton	61.09	69.06	87.5	102.5	115.5
-Folding, Sorting and Degradation	-Cytoskeleton	16.22	17.22	18.84	19.76	20.37
-DNA Maintenance	-Cytoskeleton	7.248	7.344	7.591	7.21	6.903
-RNA Family	-Cytoskeleton	0.0003364	0.0002898	0.0002397	0.0002185	0.0001971
Environmental Information Processing	-Cytoskeleton	2.853	2.54	2.352	2.259	2.09
-Signal Transduction	-Cytoskeleton	2.832	2.54	2.352	2.259	2.09
-Signaling Molecules and Interaction	-Cytoskeleton	0.02039	8.917e-05	7.376e-05	6.724e-05	6.065e-05
Cellular Processes	-Cytoskeleton	3.528	2.433	2.801	3.012	3.078
-Hemoglobin	-Cytoskeleton	0	0	0	0	0
-Vesicular Transport	-Cytoskeleton	0	0	0	0	0
-Cytoskeleton	-Cytoskeleton	1	1	1	1	1
-Cell Motility	-Cytoskeleton	2.151	0.9239	1.216	1.369	1.337
-Cell Growth and Death	-Cytoskeleton	0.3481	0.4161	0.4522	0.4974	0.5695
-Cell Communication	-Cytoskeleton	0	0	0	0	0
Metabolism	-Cytoskeleton	130.3	132.7	139.1	140.9	133.6
-Membrane Transport	-Cytoskeleton	25.27	23.47	23.38	21.31	17.79
-Central Carbon Metabolism	-Cytoskeleton	28.38	25.67	25.4	23.7	20.96
-Energy Metabolism	-Cytoskeleton	7.05	9.008	9.421	9.448	7.569
-Biosynthesis	-Cytoskeleton	29.13	32.85	36.54	42.56	42.42
-Other Enzymes	-Cytoskeleton	38.85	39.7	41.56	41.7	42.69
Organismal Systems	-Cytoskeleton	0.103	0.1163	0.08399	0.03732	0.01842
-Immune System	-Cytoskeleton	0	0	0	0	0
-Endocrine System	-Cytoskeleton	0.103	0.1163	0.08399	0.03732	0.01842
-Circulatory System	-Cytoskeleton	0	0	0	0	0
-Digestive System	-Cytoskeleton	0	0	0	0	0
-Excretory System	-Cytoskeleton	0	0	0	0	0
-Nervous System	-Cytoskeleton	0	0	0	0	0
-Sensory System	-Cytoskeleton	0	0	0	0	0
-Development	-Cytoskeleton	0	0	0	0	0
-Environmental Adaptation	-Cytoskeleton	0	0	0	0	0
Human Diseases	-Cytoskeleton	2.74	2.775	3.164	3.82	2.759
-Cancers	-Cytoskeleton	0.02252	2.229e-05	1.844e-05	1.681e-05	1.516e-05
-Immune System Diseases	-Cytoskeleton	2.588e-05	2.229e-05	1.844e-05	1.681e-05	1.516e-05
-Neurodegenerative Diseases	-Cytoskeleton	1.517	2.246	2.706	3.405	2.374
-Cardiovascular Diseases	-Cytoskeleton	0	0	0	0	0
-Metabolic Diseases	-Cytoskeleton	0	0	0	0	0
-Infectious Diseases	-Cytoskeleton	0.8062	0.7704	0.852	0.883	0.7778
Not Mapped	-Cytoskeleton	27.13	24.38	24.54	23.89	23.7
-Not Mapped	-Cytoskeleton	27.13	24.38	24.54	23.89	23.7
TOTAL	-Cell Motility	119.6	290.8	243.7	228.6	237.4
MAPPED	-Cell Motility	107.1	264.4	223.5	211.2	219.7
Genetic Information Processing	-Cell Motility	42.85	109.2	99.67	99.29	111.6
-Transcription	-Cell Motility	3.4	8.311	6.503	5.348	5.382
-Translation	-Cell Motility	27.93	74.38	71.64	74.53	86.12
-Folding, Sorting and Degradation	-Cell Motility	7.335	17.68	14.69	13.68	14.58
-DNA Maintenance	-Cell Motility	3.233	7.495	5.772	4.806	4.736
-RNA Family	-Cell Motility	0.0001255	0.0002413	0.0001517	0.0001228	0.0001247
Environmental Information Processing	-Cell Motility	1.313	2.716	1.915	1.638	1.563
-Signal Transduction	-Cell Motility	1.303	2.716	1.915	1.638	1.556
-Signaling Molecules and Interaction	-Cell Motility	0.009482	9.651e-05	6.067e-05	4.911e-05	4.535e-05
Cellular Processes	-Cell Motility	1.635	2.528	2.191	2.09	2.171
-Hemoglobin	-Cell Motility	0	0	0	0	0
-Vesicular Transport	-Cell Motility	0	0	0	0	0
-Cytoskeleton	-Cell Motility	0.4588	1.082	0.8226	0.7303	0.7478
-Cell Motility	-Cell Motility	1	1	1	1	1
-Cell Growth and Death	-Cell Motility	0.1597	0.4456	0.368	0.36	0.4229
-Cell Communication	-Cell Motility	0	0	0	0	0
Metabolism	-Cell Motility	60.61	143.6	114.3	102.8	99.8
-Membrane Transport	-Cell Motility	10.58	24.36	18.28	14.85	12.38
-Central Carbon Metabolism	-Cell Motility	11.98	25.16	20.07	17.31	15.22
-Energy Metabolism	-Cell Motility	3.128	8.024	6.449	5.337	5.66
-Biosynthesis	-Cell Motility	12.94	33.8	29.44	29.72	31.05
-Other Enzymes	-Cell Motility	18.26	40.44	32.5	29.1	29.44
Organismal Systems	-Cell Motility	0.04725	0.1258	0.06909	0.02725	0.01378
-Immune System	-Cell Motility	0	0	0	0	0
-Endocrine System	-Cell Motility	0.04413	0.1258	0.06909	0.02725	0.01378
-Circulatory System	-Cell Motility	0	0	0	0	0
-Digestive System	-Cell Motility	0	0	0	0	0
-Excretory System	-Cell Motility	0	0	0	0	0
-Nervous System	-Cell Motility	0	0	0	0	0
-Sensory System	-Cell Motility	0	0	0	0	0
-Development	-Cell Motility	0	0	0	0	0
-Environmental Adaptation	-Cell Motility	0	0	0	0	0
Human Diseases	-Cell Motility	1.252	2.37	2.343	2.067	1.971
-Cancers	-Cell Motility	0.01104	2.413e-05	1.517e-05	1.228e-05	1.134e-05
-Immune System Diseases	-Cell Motility	1.187e-05	2.413e-05	1.517e-05	1.228e-05	1.134e-05
-Neurodegenerative Diseases	-Cell Motility	0.5015	1.151	1.315	1.55	1.379
-Cardiovascular Diseases	-Cell Motility	0	0	0	0	0
-Metabolic Diseases	-Cell Motility	0	0	0	0	0
-Infectious Diseases	-Cell Motility	0.2766	0.6379	0.4582	0.3959	0.529
Not Mapped	-Cell Motility	12.45	26.38	20.19	17.44	17.72
-Not Mapped	-Cell Motility	12.45	26.38	20.19	17.44	17.72
TOTAL	-Cell Growth and Death	678.3	572	549.5	517.7	455.1
MAPPED	-Cell Growth and Death	607.7	520.1	504	478.2	421.2
Genetic Information Processing	-Cell Growth and Death	245.1	220.6	230.4	229.9	218.2
-Transcription	-Cell Growth and Death	20.55	17.63	15.67	12.94	11.12
-Translation	-Cell Growth and Death	159.6	147.7	163	170.1	166.3
-Folding, Sorting and Degradation	-Cell Growth and Death	46.67	40.2	38.36	35.51	31.5
-DNA Maintenance	-Cell Growth and Death	20.11	16.9	15.23	12.84	10.9
-RNA Family	-Cell Growth and Death	0.0008754	0.000617	0.0004446	0.0003615	0.0002825
Environmental Information Processing	-Cell Growth and Death	8.024	5.988	5.109	4.476	3.627
-Signal Transduction	-Cell Growth and Death	7.965	5.988	5.109	4.476	3.626
-Signaling Molecules and Interaction	-Cell Growth and Death	0.05306	0.0001898	0.0001368	0.0001112	8.694e-05
Cellular Processes	-Cell Growth and Death	10.03	5.624	5.9	5.764	4.954
-Hemoglobin	-Cell Growth and Death	0	0	0	0	0
-Vesicular Transport	-Cell Growth and Death	0	0	0	0	0
-Cytoskeleton	-Cell Growth and Death	2.602	2.129	1.855	1.654	1.433
-Cell Motility	-Cell Growth and Death	6.073	2.221	2.689	2.753	2.348
-Cell Growth and Death	-Cell Growth and Death	1	1	1	1	1
-Cell Communication	-Cell Growth and Death	0	0	0	0	0
Metabolism	-Cell Growth and Death	342.8	286.1	261.5	236.4	194.6
-Membrane Transport	-Cell Growth and Death	68.67	52.07	45.73	37.1	26.14
-Central Carbon Metabolism	-Cell Growth and Death	79.66	61.66	52.02	43.64	33.48
-Energy Metabolism	-Cell Growth and Death	19.89	20.1	21.06	18.48	13.2
-Biosynthesis	-Cell Growth and Death	78.61	75.08	74.46	77.27	68.46
-Other Enzymes	-Cell Growth and Death	108	93.49	84.6	77.9	66.91
Organismal Systems	-Cell Growth and Death	0.2959	0.2681	0.1878	0.0757	0.03258
-Immune System	-Cell Growth and Death	0	0	0	0	0
-Endocrine System	-Cell Growth and Death	0.268	0.2475	0.1878	0.0757	0.03258
-Circulatory System	-Cell Growth and Death	0	0	0	0	0
-Digestive System	-Cell Growth and Death	0	0	0	0	0
-Excretory System	-Cell Growth and Death	0	0	0	0	0
-Nervous System	-Cell Growth and Death	0	0	0	0	0
-Sensory System	-Cell Growth and Death	0	0	0	0	0
-Development	-Cell Growth and Death	0	0	0	0	0
-Environmental Adaptation	-Cell Growth and Death	0	0	0	0	0
Human Diseases	-Cell Growth and Death	7.797	5.908	5.867	6.318	3.955
-Cancers	-Cell Growth and Death	0.06543	4.746e-05	3.42e-05	2.78e-05	2.173e-05
-Immune System Diseases	-Cell Growth and Death	7.434e-05	5.357e-05	4.078e-05	3.38e-05	2.662e-05
-Neurodegenerative Diseases	-Cell Growth and Death	3.947	4.781	5.019	5.631	3.403
-Cardiovascular Diseases	-Cell Growth and Death	0	0	0	0	0
-Metabolic Diseases	-Cell Growth and Death	0	0	0	0	0
-Infectious Diseases	-Cell Growth and Death	2.343	1.871	1.905	1.791	1.478
Not Mapped	-Cell Growth and Death	70.59	51.9	45.52	39.51	33.97
-Not Mapped	-Cell Growth and Death	70.59	51.9	45.52	39.51	33.97
TOTAL	-Cell Communication	Inf	Inf	Inf	Inf	Inf
MAPPED	-Cell Communication	Inf	Inf	Inf	Inf	Inf
Genetic Information Processing	-Cell Communication	Inf	Inf	Inf	Inf	Inf
-Transcription	-Cell Communication	Inf	Inf	Inf	Inf	Inf
-Translation	-Cell Communication	Inf	Inf	Inf	Inf	Inf
-Folding, Sorting and Degradation	-Cell Communication	Inf	Inf	Inf	Inf	Inf
-DNA Maintenance	-Cell Communication	Inf	Inf	Inf	Inf	Inf
-RNA Family	-Cell Communication	Inf	Inf	Inf	Inf	Inf
Environmental Information Processing	-Cell Communication	Inf	Inf	Inf	Inf	Inf
-Signal Transduction	-Cell Communication	Inf	Inf	Inf	Inf	Inf
-Signaling Molecules and Interaction	-Cell Communication	Inf	Inf	Inf	Inf	Inf
Cellular Processes	-Cell Communication	Inf	Inf	Inf	Inf	Inf
-Hemoglobin	-Cell Communication	NaN	NaN	NaN	NaN	NaN
-Vesicular Transport	-Cell Communication	NaN	NaN	NaN	NaN	NaN
-Cytoskeleton	-Cell Communication	Inf	Inf	Inf	Inf	Inf
-Cell Motility	-Cell Communication	Inf	Inf	Inf	Inf	Inf
-Cell Growth and Death	-Cell Communication	Inf	Inf	Inf	Inf	Inf
-Cell Communication	-Cell Communication	NaN	NaN	NaN	NaN	NaN
Metabolism	-Cell Communication	Inf	Inf	Inf	Inf	Inf
-Membrane Transport	-Cell Communication	Inf	Inf	Inf	Inf	Inf
-Central Carbon Metabolism	-Cell Communication	Inf	Inf	Inf	Inf	Inf
-Energy Metabolism	-Cell Communication	Inf	Inf	Inf	Inf	Inf
