Numerator	Denominator	eco Li complete	eco Li minimal	eco Li without methionine
-Cardiovascular Diseases	MAPPED	0	0	0
-Metabolic Diseases	MAPPED	0	0	0
-Infectious Diseases	MAPPED	0.001931	0.003924	0.002177
Not Mapped	MAPPED	0.0901	0.1415	0.09439
-Not Mapped	MAPPED	0.0901	0.1415	0.09439
TOTAL	Genetic Information Processing	1.686	2.72	1.906
MAPPED	Genetic Information Processing	1.547	2.383	1.742
Genetic Information Processing	Genetic Information Processing	1	1	1
-Transcription	Genetic Information Processing	0.0288	0.06437	0.03626
-Translation	Genetic Information Processing	0.8437	0.7454	0.8221
-Folding, Sorting and Degradation	Genetic Information Processing	0.08829	0.1306	0.1061
-DNA Maintenance	Genetic Information Processing	0.03132	0.05644	0.03018
-RNA Family	Genetic Information Processing	0	0	0
Environmental Information Processing	Genetic Information Processing	0.01825	0.02647	0.01991
-Signal Transduction	Genetic Information Processing	0.006499	0.01509	0.008265
-Signaling Molecules and Interaction	Genetic Information Processing	0.01176	0.01136	0.01147
Cellular Processes	Genetic Information Processing	0.1246	0.3338	0.1336
-Cell structure	Genetic Information Processing	0.1178	0.3122	0.1263
-Crystallins	Genetic Information Processing	0	0	0
-Stress Response	Genetic Information Processing	6.696e-05	0.009307	0.0001171
-Vesicular Transport	Genetic Information Processing	0	0	0
-Cytoskeleton	Genetic Information Processing	0.002736	0.005427	0.003318
-Cell Motility	Genetic Information Processing	0.0003114	0.0008228	0.0002237
-Cell Growth and Death	Genetic Information Processing	0.00342	0.004301	0.003641
-Cell Communication	Genetic Information Processing	0	0	0
Metabolism	Genetic Information Processing	0.396	0.9984	0.5763
-Membrane Transport	Genetic Information Processing	0.07227	0.2037	0.117
-Central Carbon Metabolism	Genetic Information Processing	0.05332	0.1328	0.06372
-Energy Metabolism	Genetic Information Processing	0.02624	0.05312	0.02963
-Biosynthesis	Genetic Information Processing	0.1062	0.2906	0.1982
-Other Enzymes	Genetic Information Processing	0.1295	0.3039	0.1669
Organismal Systems	Genetic Information Processing	3.574e-05	0.0001917	3.198e-05
-Immune System	Genetic Information Processing	0	0	0
-Endocrine System	Genetic Information Processing	0	0	0
-Circulatory System	Genetic Information Processing	0	0	0
-Digestive System	Genetic Information Processing	0	0	0
-Excretory System	Genetic Information Processing	0	0	0
-Nervous System	Genetic Information Processing	0	0	0
-Sensory System	Genetic Information Processing	0	0	0
-Development	Genetic Information Processing	0	0	0
-Environmental Adaptation	Genetic Information Processing	0	0	0
Human Diseases	Genetic Information Processing	0.007332	0.01459	0.01283
-Cancers	Genetic Information Processing	4.651e-05	0.0002083	5.918e-05
-Immune System Diseases	Genetic Information Processing	0	0	0
-Neurodegenerative Diseases	Genetic Information Processing	2.615e-06	0.0002349	2.178e-06
-Cardiovascular Diseases	Genetic Information Processing	0	0	0
-Metabolic Diseases	Genetic Information Processing	0	0	0
-Infectious Diseases	Genetic Information Processing	0.002974	0.009371	0.003752
Not Mapped	Genetic Information Processing	0.1394	0.3371	0.1644
-Not Mapped	Genetic Information Processing	0.1394	0.3371	0.1644
TOTAL	-Transcription	55.91	41.6	52.64
MAPPED	-Transcription	51.29	36.44	48.1
Genetic Information Processing	-Transcription	32.86	15.39	27.32
-Transcription	-Transcription	1	1	1
-Translation	-Transcription	27.96	11.47	22.8
-Folding, Sorting and Degradation	-Transcription	2.863	2.079	2.893
-DNA Maintenance	-Transcription	1.11	0.875	0.7916
-RNA Family	-Transcription	0	0	0
Environmental Information Processing	-Transcription	0.6088	0.4166	0.524
-Signal Transduction	-Transcription	0.1957	0.2322	0.2197
-Signaling Molecules and Interaction	-Transcription	0.3901	0.175	0.3169
Cellular Processes	-Transcription	4.121	5.067	3.681
-Cell structure	-Transcription	3.905	4.774	3.489
-Crystallins	-Transcription	0	0	0
-Stress Response	-Transcription	0.002221	0.1423	0.003233
-Vesicular Transport	-Transcription	0	0	0
-Cytoskeleton	-Transcription	0.09073	0.083	0.09162
-Cell Motility	-Transcription	0.009144	0.01203	0.005795
-Cell Growth and Death	-Transcription	0.1125	0.06383	0.09499
-Cell Communication	-Transcription	0	0	0
Metabolism	-Transcription	13.33	15.34	15.94
-Membrane Transport	-Transcription	2.471	3.136	3.226
-Central Carbon Metabolism	-Transcription	1.687	2.115	1.633
-Energy Metabolism	-Transcription	0.9284	0.8252	0.8097
-Biosynthesis	-Transcription	3.384	4.389	5.286
-Other Enzymes	-Transcription	4.084	4.784	4.56
Organismal Systems	-Transcription	0.001241	0.002812	0.0008892
-Immune System	-Transcription	0	0	0
-Endocrine System	-Transcription	0	0	0
-Circulatory System	-Transcription	0	0	0
-Digestive System	-Transcription	0	0	0
-Excretory System	-Transcription	0	0	0
-Nervous System	-Transcription	0	0	0
-Sensory System	-Transcription	0	0	0
-Development	-Transcription	0	0	0
-Environmental Adaptation	-Transcription	0	0	0
Human Diseases	-Transcription	0.241	0.2327	0.3538
-Cancers	-Transcription	0.001328	0.003213	0.001564
-Immune System Diseases	-Transcription	0	0	0
-Neurodegenerative Diseases	-Transcription	7.46e-05	0.003492	5.654e-05
-Cardiovascular Diseases	-Transcription	0	0	0
-Metabolic Diseases	-Transcription	0	0	0
-Infectious Diseases	-Transcription	0.1063	0.1534	0.09929
Not Mapped	-Transcription	4.621	5.155	4.54
-Not Mapped	-Transcription	4.621	5.155	4.54
TOTAL	-Translation	1.996	3.636	2.315
MAPPED	-Translation	1.831	3.185	2.115
Genetic Information Processing	-Translation	1.182	1.335	1.211
-Transcription	-Translation	0.03365	0.08636	0.04366
-Translation	-Translation	1	1	1
-Folding, Sorting and Degradation	-Translation	0.1042	0.1752	0.1284
-DNA Maintenance	-Translation	0.03733	0.07515	0.036
-RNA Family	-Translation	0	0	0
Environmental Information Processing	-Translation	0.02165	0.03495	0.02375
-Signal Transduction	-Translation	0.007733	0.01993	0.009859
-Signaling Molecules and Interaction	-Translation	0.01392	0.0151	0.01394
Cellular Processes	-Translation	0.1474	0.4448	0.1628
-Cell structure	-Translation	0.1394	0.4173	0.1535
-Crystallins	-Translation	0	0	0
-Stress Response	-Translation	7.926e-05	0.01244	0.0001422
-Vesicular Transport	-Translation	0	0	0
-Cytoskeleton	-Translation	0.003239	0.007255	0.004029
-Cell Motility	-Translation	0.0003659	0.001093	0.0002687
-Cell Growth and Death	-Translation	0.004023	0.005714	0.004384
-Cell Communication	-Translation	0	0	0
Metabolism	-Translation	0.467	1.337	0.6991
-Membrane Transport	-Translation	0.08499	0.2733	0.1419
-Central Carbon Metabolism	-Translation	0.06236	0.1786	0.07664
-Energy Metabolism	-Translation	0.0311	0.07127	0.03535
-Biosynthesis	-Translation	0.1257	0.3837	0.2397
-Other Enzymes	-Translation	0.1528	0.4077	0.2008
Organismal Systems	-Translation	4.197e-05	0.0002543	3.842e-05
-Immune System	-Translation	0	0	0
-Endocrine System	-Translation	0	0	0
-Circulatory System	-Translation	0	0	0
-Digestive System	-Translation	0	0	0
-Excretory System	-Translation	0	0	0
-Nervous System	-Translation	0	0	0
-Sensory System	-Translation	0	0	0
-Development	-Translation	0	0	0
-Environmental Adaptation	-Translation	0	0	0
Human Diseases	-Translation	0.008655	0.01964	0.01552
-Cancers	-Translation	5.525e-05	0.0002807	7.248e-05
-Immune System Diseases	-Translation	0	0	0
-Neurodegenerative Diseases	-Translation	3.11e-06	0.0003162	2.67e-06
-Cardiovascular Diseases	-Translation	0	0	0
-Metabolic Diseases	-Translation	0	0	0
-Infectious Diseases	-Translation	0.003537	0.01251	0.004601
Not Mapped	-Translation	0.1649	0.4506	0.1997
-Not Mapped	-Translation	0.1649	0.4506	0.1997
TOTAL	-Folding, Sorting and Degradation	18.91	20.62	17.34
MAPPED	-Folding, Sorting and Degradation	17.35	18.07	15.85
Genetic Information Processing	-Folding, Sorting and Degradation	11.21	7.565	9.123
-Transcription	-Folding, Sorting and Degradation	0.3446	0.4726	0.3423
-Translation	-Folding, Sorting and Degradation	9.461	5.665	7.5
-Folding, Sorting and Degradation	-Folding, Sorting and Degradation	1	1	1
-DNA Maintenance	-Folding, Sorting and Degradation	0.3526	0.4396	0.2719
-RNA Family	-Folding, Sorting and Degradation	0	0	0
Environmental Information Processing	-Folding, Sorting and Degradation	0.2067	0.2046	0.1848
-Signal Transduction	-Folding, Sorting and Degradation	0.07144	0.1155	0.07938
-Signaling Molecules and Interaction	-Folding, Sorting and Degradation	0.132	0.08584	0.1044
Cellular Processes	-Folding, Sorting and Degradation	1.397	2.52	1.215
-Cell structure	-Folding, Sorting and Degradation	1.321	2.367	1.149
-Crystallins	-Folding, Sorting and Degradation	0	0	0
-Stress Response	-Folding, Sorting and Degradation	0.0007512	0.07057	0.001065
-Vesicular Transport	-Folding, Sorting and Degradation	0	0	0
-Cytoskeleton	-Folding, Sorting and Degradation	0.03069	0.04115	0.03018
-Cell Motility	-Folding, Sorting and Degradation	0.003692	0.006438	0.002112
-Cell Growth and Death	-Folding, Sorting and Degradation	0.03974	0.03298	0.0346
-Cell Communication	-Folding, Sorting and Degradation	0	0	0
Metabolism	-Folding, Sorting and Degradation	4.283	7.631	5.236
-Membrane Transport	-Folding, Sorting and Degradation	0.8011	1.56	1.061
-Central Carbon Metabolism	-Folding, Sorting and Degradation	0.5713	1.039	0.5428
-Energy Metabolism	-Folding, Sorting and Degradation	0.3031	0.411	0.3005
-Biosynthesis	-Folding, Sorting and Degradation	1.203	2.347	1.81
-Other Enzymes	-Folding, Sorting and Degradation	1.407	2.277	1.559
Organismal Systems	-Folding, Sorting and Degradation	0.0004211	0.001531	0.0003175
-Immune System	-Folding, Sorting and Degradation	0	0	0
-Endocrine System	-Folding, Sorting and Degradation	0	0	0
-Circulatory System	-Folding, Sorting and Degradation	0	0	0
-Digestive System	-Folding, Sorting and Degradation	0	0	0
-Excretory System	-Folding, Sorting and Degradation	0	0	0
-Nervous System	-Folding, Sorting and Degradation	0	0	0
-Sensory System	-Folding, Sorting and Degradation	0	0	0
-Development	-Folding, Sorting and Degradation	0	0	0
-Environmental Adaptation	-Folding, Sorting and Degradation	0	0	0
Human Diseases	-Folding, Sorting and Degradation	0.08305	0.1033	0.1209
-Cancers	-Folding, Sorting and Degradation	0.0004725	0.001433	0.0004838
-Immune System Diseases	-Folding, Sorting and Degradation	0	0	0
-Neurodegenerative Diseases	-Folding, Sorting and Degradation	2.612e-05	0.001613	1.754e-05
-Cardiovascular Diseases	-Folding, Sorting and Degradation	0	0	0
-Metabolic Diseases	-Folding, Sorting and Degradation	0	0	0
-Infectious Diseases	-Folding, Sorting and Degradation	0.02971	0.07089	0.03071
Not Mapped	-Folding, Sorting and Degradation	1.563	2.556	1.496
-Not Mapped	-Folding, Sorting and Degradation	1.563	2.556	1.496
TOTAL	-DNA Maintenance	50.43	48.19	61.98
MAPPED	-DNA Maintenance	46.26	42.22	56.63
Genetic Information Processing	-DNA Maintenance	29.55	17.57	32.49
-Transcription	-DNA Maintenance	0.8915	1.141	1.213
-Translation	-DNA Maintenance	25.27	13.21	26.84
-Folding, Sorting and Degradation	-DNA Maintenance	2.671	2.266	3.576
-DNA Maintenance	-DNA Maintenance	1	1	1
-RNA Family	-DNA Maintenance	0	0	0
Environmental Information Processing	-DNA Maintenance	0.5346	0.4761	0.6466
-Signal Transduction	-DNA Maintenance	0.2048	0.2634	0.2736
-Signaling Molecules and Interaction	-DNA Maintenance	0.3519	0.1999	0.3731
Cellular Processes	-DNA Maintenance	3.709	5.894	4.344
-Cell structure	-DNA Maintenance	3.522	5.532	4.108
-Crystallins	-DNA Maintenance	0	0	0
-Stress Response	-DNA Maintenance	0.002003	0.1649	0.003806
-Vesicular Transport	-DNA Maintenance	0	0	0
-Cytoskeleton	-DNA Maintenance	0.08183	0.09616	0.1079
-Cell Motility	-DNA Maintenance	0.008232	0.01386	0.00669
-Cell Growth and Death	-DNA Maintenance	0.1028	0.07295	0.1183
-Cell Communication	-DNA Maintenance	0	0	0
Metabolism	-DNA Maintenance	11.79	17.61	18.77
-Membrane Transport	-DNA Maintenance	2.182	3.609	3.818
-Central Carbon Metabolism	-DNA Maintenance	1.576	2.353	2.129
-Energy Metabolism	-DNA Maintenance	0.8369	0.9412	0.9982
-Biosynthesis	-DNA Maintenance	3.205	5.128	6.434
-Other Enzymes	-DNA Maintenance	3.9	5.161	5.574
Organismal Systems	-DNA Maintenance	0.001139	0.003239	0.001084
-Immune System	-DNA Maintenance	0	0	0
-Endocrine System	-DNA Maintenance	0	0	0
-Circulatory System	-DNA Maintenance	0	0	0
-Digestive System	-DNA Maintenance	0	0	0
-Excretory System	-DNA Maintenance	0	0	0
-Nervous System	-DNA Maintenance	0	0	0
-Sensory System	-DNA Maintenance	0	0	0
-Development	-DNA Maintenance	0	0	0
-Environmental Adaptation	-DNA Maintenance	0	0	0
Human Diseases	-DNA Maintenance	0.2148	0.2681	0.4165
-Cancers	-DNA Maintenance	0.001397	0.003723	0.001941
-Immune System Diseases	-DNA Maintenance	0	0	0
-Neurodegenerative Diseases	-DNA Maintenance	7.007e-05	0.004022	6.671e-05
-Cardiovascular Diseases	-DNA Maintenance	0	0	0
-Metabolic Diseases	-DNA Maintenance	0	0	0
-Infectious Diseases	-DNA Maintenance	0.09575	0.1606	0.1528
Not Mapped	-DNA Maintenance	4.168	5.972	5.345
-Not Mapped	-DNA Maintenance	4.168	5.972	5.345
TOTAL	-RNA Family	Inf	Inf	Inf
MAPPED	-RNA Family	Inf	Inf	Inf
Genetic Information Processing	-RNA Family	Inf	Inf	Inf
-Transcription	-RNA Family	Inf	Inf	Inf
-Translation	-RNA Family	Inf	Inf	Inf
-Folding, Sorting and Degradation	-RNA Family	Inf	Inf	Inf
-DNA Maintenance	-RNA Family	Inf	Inf	Inf
-RNA Family	-RNA Family	NaN	NaN	NaN
Environmental Information Processing	-RNA Family	Inf	Inf	Inf
-Signal Transduction	-RNA Family	Inf	Inf	Inf
-Signaling Molecules and Interaction	-RNA Family	Inf	Inf	Inf
Cellular Processes	-RNA Family	Inf	Inf	Inf
-Cell structure	-RNA Family	Inf	Inf	Inf
-Crystallins	-RNA Family	NaN	NaN	NaN
-Stress Response	-RNA Family	Inf	Inf	Inf
-Vesicular Transport	-RNA Family	NaN	NaN	NaN
-Cytoskeleton	-RNA Family	Inf	Inf	Inf
-Cell Motility	-RNA Family	Inf	Inf	Inf
-Cell Growth and Death	-RNA Family	Inf	Inf	Inf
-Cell Communication	-RNA Family	NaN	NaN	NaN
Metabolism	-RNA Family	Inf	Inf	Inf
-Membrane Transport	-RNA Family	Inf	Inf	Inf
-Central Carbon Metabolism	-RNA Family	Inf	Inf	Inf
-Energy Metabolism	-RNA Family	Inf	Inf	Inf
-Biosynthesis	-RNA Family	Inf	Inf	Inf
-Other Enzymes	-RNA Family	Inf	Inf	Inf
Organismal Systems	-RNA Family	Inf	Inf	Inf
-Immune System	-RNA Family	NaN	NaN	NaN
-Endocrine System	-RNA Family	NaN	NaN	NaN
-Circulatory System	-RNA Family	NaN	NaN	NaN
-Digestive System	-RNA Family	NaN	NaN	NaN
-Excretory System	-RNA Family	NaN	NaN	NaN
-Nervous System	-RNA Family	NaN	NaN	NaN
-Sensory System	-RNA Family	NaN	NaN	NaN
-Development	-RNA Family	NaN	NaN	NaN
-Environmental Adaptation	-RNA Family	NaN	NaN	NaN
Human Diseases	-RNA Family	Inf	Inf	Inf
-Cancers	-RNA Family	Inf	Inf	Inf
-Immune System Diseases	-RNA Family	NaN	NaN	NaN
-Neurodegenerative Diseases	-RNA Family	Inf	Inf	Inf
-Cardiovascular Diseases	-RNA Family	NaN	NaN	NaN
-Metabolic Diseases	-RNA Family	Inf	Inf	Inf
-Infectious Diseases	-RNA Family	Inf	Inf	Inf
Not Mapped	-RNA Family	Inf	Inf	Inf
-Not Mapped	-RNA Family	Inf	Inf	Inf
TOTAL	Environmental Information Processing	90.93	102	95.85
MAPPED	Environmental Information Processing	83.42	89.4	87.58
Genetic Information Processing	Environmental Information Processing	54.14	37.76	50.21
-Transcription	Environmental Information Processing	1.641	2.383	1.857
-Translation	Environmental Information Processing	45.47	28.16	41.52
-Folding, Sorting and Degradation	Environmental Information Processing	4.74	4.883	5.329
-DNA Maintenance	Environmental Information Processing	1.791	2.069	1.513
-RNA Family	Environmental Information Processing	0	0	0
Environmental Information Processing	Environmental Information Processing	1	1	1
-Signal Transduction	Environmental Information Processing	0.3572	0.5702	0.4151
-Signaling Molecules and Interaction	Environmental Information Processing	0.6345	0.4296	0.5769
Cellular Processes	Environmental Information Processing	6.77	12.44	6.701
-Cell structure	Environmental Information Processing	6.351	11.71	6.353
-Crystallins	Environmental Information Processing	0	0	0
-Stress Response	Environmental Information Processing	0.003611	0.3492	0.005887
-Vesicular Transport	Environmental Information Processing	0	0	0
-Cytoskeleton	Environmental Information Processing	0.1476	0.2036	0.1668
-Cell Motility	Environmental Information Processing	0.01573	0.02867	0.01076
-Cell Growth and Death	Environmental Information Processing	0.1851	0.1585	0.1779
-Cell Communication	Environmental Information Processing	0	0	0
Metabolism	Environmental Information Processing	21.39	37.66	29.02
-Membrane Transport	Environmental Information Processing	3.98	7.759	5.916
-Central Carbon Metabolism	Environmental Information Processing	2.99	5.264	3.155
-Energy Metabolism	Environmental Information Processing	1.424	1.94	1.545
-Biosynthesis	Environmental Information Processing	5.804	11.08	9.95
-Other Enzymes	Environmental Information Processing	7.096	11.48	8.481
Organismal Systems	Environmental Information Processing	0.002055	0.006702	0.00169
-Immune System	Environmental Information Processing	0	0	0
-Endocrine System	Environmental Information Processing	0	0	0
-Circulatory System	Environmental Information Processing	0	0	0
-Digestive System	Environmental Information Processing	0	0	0
-Excretory System	Environmental Information Processing	0	0	0
-Nervous System	Environmental Information Processing	0	0	0
-Sensory System	Environmental Information Processing	0	0	0
-Development	Environmental Information Processing	0	0	0
-Environmental Adaptation	Environmental Information Processing	0	0	0
Human Diseases	Environmental Information Processing	0.4018	0.5576	0.6441
-Cancers	Environmental Information Processing	0.002484	0.007673	0.002937
-Immune System Diseases	Environmental Information Processing	0	0	0
-Neurodegenerative Diseases	Environmental Information Processing	0.0001339	0.008322	0.0001073
-Cardiovascular Diseases	Environmental Information Processing	0	0	0
-Metabolic Diseases	Environmental Information Processing	0	0	0
-Infectious Diseases	Environmental Information Processing	0.1715	0.3827	0.1992
Not Mapped	Environmental Information Processing	7.516	12.65	8.266
-Not Mapped	Environmental Information Processing	7.516	12.65	8.266
TOTAL	-Signal Transduction	248.8	179	226.6
MAPPED	-Signal Transduction	228.2	156.8	207
Genetic Information Processing	-Signal Transduction	148.1	66.2	118.7
-Transcription	-Signal Transduction	4.973	4.02	4.387
-Translation	-Signal Transduction	124.3	49.39	98.13
-Folding, Sorting and Degradation	-Signal Transduction	13.63	8.561	12.52
-DNA Maintenance	-Signal Transduction	4.777	3.741	3.482
-RNA Family	-Signal Transduction	0	0	0
Environmental Information Processing	-Signal Transduction	2.736	1.753	2.364
-Signal Transduction	-Signal Transduction	1	1	1
-Signaling Molecules and Interaction	-Signal Transduction	1.736	0.7531	1.364
Cellular Processes	-Signal Transduction	18.52	21.81	15.84
-Cell structure	-Signal Transduction	17.38	20.54	15.02
-Crystallins	-Signal Transduction	0	0	0
-Stress Response	-Signal Transduction	0.00988	0.6124	0.01391
-Vesicular Transport	-Signal Transduction	0	0	0
-Cytoskeleton	-Signal Transduction	0.4037	0.3571	0.3943
-Cell Motility	-Signal Transduction	0.03932	0.04754	0.02446
-Cell Growth and Death	-Signal Transduction	0.5163	0.2836	0.4352
-Cell Communication	-Signal Transduction	0	0	0
Metabolism	-Signal Transduction	58.05	66.05	68.6
-Membrane Transport	-Signal Transduction	10.86	13.61	13.88
-Central Carbon Metabolism	-Signal Transduction	8.287	9.425	8.107
-Energy Metabolism	-Signal Transduction	3.998	3.299	3.649
-Biosynthesis	-Signal Transduction	16.4	19.59	22.94
-Other Enzymes	-Signal Transduction	20.14	20.13	21.9
Organismal Systems	-Signal Transduction	0.005439	0.01111	0.003963
-Immune System	-Signal Transduction	0	0	0
-Endocrine System	-Signal Transduction	0	0	0
-Circulatory System	-Signal Transduction	0	0	0
-Digestive System	-Signal Transduction	0	0	0
-Excretory System	-Signal Transduction	0	0	0
-Nervous System	-Signal Transduction	0	0	0
-Sensory System	-Signal Transduction	0	0	0
-Development	-Signal Transduction	0	0	0
-Environmental Adaptation	-Signal Transduction	0	0	0
Human Diseases	-Signal Transduction	1.132	1.036	1.523
-Cancers	-Signal Transduction	0.006636	0.01305	0.006738
-Immune System Diseases	-Signal Transduction	0	0	0
-Neurodegenerative Diseases	-Signal Transduction	0.0003347	0.0138	0.0002439
-Cardiovascular Diseases	-Signal Transduction	0	0	0
-Metabolic Diseases	-Signal Transduction	0	0	0
-Infectious Diseases	-Signal Transduction	0.5286	0.7108	0.5015
Not Mapped	-Signal Transduction	20.56	22.18	19.54
-Not Mapped	-Signal Transduction	20.56	22.18	19.54
TOTAL	-Signaling Molecules and Interaction	143.3	241.1	166.1
MAPPED	-Signaling Molecules and Interaction	131.5	211.3	151.8
Genetic Information Processing	-Signaling Molecules and Interaction	84.97	87.91	87.03
-Transcription	-Signaling Molecules and Interaction	2.422	5.707	3.128
-Translation	-Signaling Molecules and Interaction	71.81	66.11	71.67
-Folding, Sorting and Degradation	-Signaling Molecules and Interaction	7.502	11.48	9.237
-DNA Maintenance	-Signaling Molecules and Interaction	2.673	4.984	2.58
-RNA Family	-Signaling Molecules and Interaction	0	0	0
Environmental Information Processing	-Signaling Molecules and Interaction	1.556	2.327	1.71
-Signal Transduction	-Signaling Molecules and Interaction	0.5556	1.327	0.7098
-Signaling Molecules and Interaction	-Signaling Molecules and Interaction	1	1	1
Cellular Processes	-Signaling Molecules and Interaction	10.56	29.41	11.64
-Cell structure	-Signaling Molecules and Interaction	10.01	27.68	11.01
-Crystallins	-Signaling Molecules and Interaction	0	0	0
-Stress Response	-Signaling Molecules and Interaction	0.005692	0.8252	0.0102
-Vesicular Transport	-Signaling Molecules and Interaction	0	0	0
-Cytoskeleton	-Signaling Molecules and Interaction	0.2326	0.4812	0.2892
-Cell Motility	-Signaling Molecules and Interaction	0.02622	0.07226	0.01922
-Cell Growth and Death	-Signaling Molecules and Interaction	0.2883	0.3777	0.3136
-Cell Communication	-Signaling Molecules and Interaction	0	0	0
Metabolism	-Signaling Molecules and Interaction	33.51	87.97	50.18
-Membrane Transport	-Signaling Molecules and Interaction	6.111	18.05	10.17
-Central Carbon Metabolism	-Signaling Molecules and Interaction	4.479	11.78	5.491
-Energy Metabolism	-Signaling Molecules and Interaction	2.229	4.71	2.533
-Biosynthesis	-Signaling Molecules and Interaction	9.028	25.45	17.25
-Other Enzymes	-Signaling Molecules and Interaction	11	26.94	14.41
Organismal Systems	-Signaling Molecules and Interaction	0.003005	0.01689	0.002747
-Immune System	-Signaling Molecules and Interaction	0	0	0
-Endocrine System	-Signaling Molecules and Interaction	0	0	0
-Circulatory System	-Signaling Molecules and Interaction	0	0	0
-Digestive System	-Signaling Molecules and Interaction	0	0	0
-Excretory System	-Signaling Molecules and Interaction	0	0	0
-Nervous System	-Signaling Molecules and Interaction	0	0	0
-Sensory System	-Signaling Molecules and Interaction	0	0	0
-Development	-Signaling Molecules and Interaction	0	0	0
