Numerator	Denominator	eco Li complete	eco Li minimal	eco Li without methionine
Not Mapped	MAPPED	0.1356	0.1732	0.1244
-Not Mapped	MAPPED	0.1356	0.1732	0.1244
TOTAL	Genetic Information Processing	2.35	4.262	2.789
MAPPED	Genetic Information Processing	2.069	3.633	2.48
Genetic Information Processing	Genetic Information Processing	1	1	1
-Transcription	Genetic Information Processing	0.02561	0.05504	0.03271
-Translation	Genetic Information Processing	0.7809	0.6684	0.7286
-Folding, Sorting and Degradation	Genetic Information Processing	0.09486	0.1405	0.1194
-DNA Maintenance	Genetic Information Processing	0.03467	0.05687	0.03252
-RNA Family	Genetic Information Processing	0	0	0
Environmental Information Processing	Genetic Information Processing	0.02969	0.03606	0.0282
-Signal Transduction	Genetic Information Processing	0.00602	0.01473	0.006596
-Signaling Molecules and Interaction	Genetic Information Processing	0.02367	0.02103	0.02152
Cellular Processes	Genetic Information Processing	0.249	0.6202	0.2492
-Cell structure	Genetic Information Processing	0.2371	0.5829	0.2371
-Crystallins	Genetic Information Processing	0	0	0
-Stress Response	Genetic Information Processing	0.0001348	0.01738	0.0002197
-Vesicular Transport	Genetic Information Processing	0	0	0
-Cytoskeleton	Genetic Information Processing	0.004815	0.008429	0.005362
-Cell Motility	Genetic Information Processing	0.0002299	0.0007276	4.904e-05
-Cell Growth and Death	Genetic Information Processing	0.006457	0.007193	0.006218
-Cell Communication	Genetic Information Processing	0	0	0
Metabolism	Genetic Information Processing	0.7757	1.961	1.193
-Membrane Transport	Genetic Information Processing	0.136	0.3541	0.2086
-Central Carbon Metabolism	Genetic Information Processing	0.1365	0.2845	0.1444
-Energy Metabolism	Genetic Information Processing	0.03898	0.05498	0.03986
-Biosynthesis	Genetic Information Processing	0.1987	0.5321	0.2736
-Other Enzymes	Genetic Information Processing	0.2103	0.491	0.2421
Organismal Systems	Genetic Information Processing	0	0	0
-Immune System	Genetic Information Processing	0	0	0
-Endocrine System	Genetic Information Processing	0	0	0
-Circulatory System	Genetic Information Processing	0	0	0
-Digestive System	Genetic Information Processing	0	0	0
-Excretory System	Genetic Information Processing	0	0	0
-Nervous System	Genetic Information Processing	0	0	0
-Sensory System	Genetic Information Processing	0	0	0
-Development	Genetic Information Processing	0	0	0
-Environmental Adaptation	Genetic Information Processing	0	0	0
Human Diseases	Genetic Information Processing	0.005291	0.01364	0.005396
-Cancers	Genetic Information Processing	0	0	0
-Immune System Diseases	Genetic Information Processing	0	0	0
-Neurodegenerative Diseases	Genetic Information Processing	0	0	0
-Cardiovascular Diseases	Genetic Information Processing	0	0	0
-Metabolic Diseases	Genetic Information Processing	0	0	0
-Infectious Diseases	Genetic Information Processing	0.0007996	0.00852	0.001491
Not Mapped	Genetic Information Processing	0.2805	0.6291	0.3084
-Not Mapped	Genetic Information Processing	0.2805	0.6291	0.3084
TOTAL	-Transcription	56.19	54.42	58.61
MAPPED	-Transcription	49.48	46.39	52.13
Genetic Information Processing	-Transcription	23.9	12.28	19.91
-Transcription	-Transcription	1	1	1
-Translation	-Transcription	18.74	8.513	15.3
-Folding, Sorting and Degradation	-Transcription	2.435	1.725	2.377
-DNA Maintenance	-Transcription	0.8285	0.7285	0.6872
-RNA Family	-Transcription	0	0	0
Environmental Information Processing	-Transcription	0.7493	0.462	0.6062
-Signal Transduction	-Transcription	0.1701	0.1926	0.1503
-Signaling Molecules and Interaction	-Transcription	0.5661	0.2686	0.4523
Cellular Processes	-Transcription	5.99	7.892	5.251
-Cell structure	-Transcription	5.669	7.442	4.982
-Crystallins	-Transcription	0	0	0
-Stress Response	-Transcription	0.003224	0.2219	0.004616
-Vesicular Transport	-Transcription	0	0	0
-Cytoskeleton	-Transcription	0.1152	0.1076	0.1127
-Cell Motility	-Transcription	0.005684	0.009322	0.001044
-Cell Growth and Death	-Transcription	0.1726	0.1036	0.1401
-Cell Communication	-Transcription	0	0	0
Metabolism	-Transcription	18.69	25.12	25.03
-Membrane Transport	-Transcription	3.269	4.537	4.446
-Central Carbon Metabolism	-Transcription	3.287	3.819	3.309
-Energy Metabolism	-Transcription	1.075	0.8792	0.9947
-Biosynthesis	-Transcription	5.218	6.816	5.781
-Other Enzymes	-Transcription	5.398	6.03	4.819
Organismal Systems	-Transcription	0	0	0
-Immune System	-Transcription	0	0	0
-Endocrine System	-Transcription	0	0	0
-Circulatory System	-Transcription	0	0	0
-Digestive System	-Transcription	0	0	0
-Excretory System	-Transcription	0	0	0
-Nervous System	-Transcription	0	0	0
-Sensory System	-Transcription	0	0	0
-Development	-Transcription	0	0	0
-Environmental Adaptation	-Transcription	0	0	0
Human Diseases	-Transcription	0.1414	0.1747	0.114
-Cancers	-Transcription	0	0	0
-Immune System Diseases	-Transcription	0	0	0
-Neurodegenerative Diseases	-Transcription	0	0	0
-Cardiovascular Diseases	-Transcription	0	0	0
-Metabolic Diseases	-Transcription	0	0	0
-Infectious Diseases	-Transcription	0.02669	0.1123	0.03721
Not Mapped	-Transcription	6.709	8.033	6.482
-Not Mapped	-Transcription	6.709	8.033	6.482
TOTAL	-Translation	2.974	6.301	3.786
MAPPED	-Translation	2.619	5.371	3.367
Genetic Information Processing	-Translation	1.204	1.389	1.25
-Transcription	-Translation	0.03258	0.08038	0.04451
-Translation	-Translation	1	1	1
-Folding, Sorting and Degradation	-Translation	0.1181	0.2026	0.1544
-DNA Maintenance	-Translation	0.04258	0.08166	0.04322
-RNA Family	-Translation	0	0	0
Environmental Information Processing	-Translation	0.03776	0.05177	0.03837
-Signal Transduction	-Translation	0.007656	0.02047	0.008975
-Signaling Molecules and Interaction	-Translation	0.02996	0.03109	0.02922
Cellular Processes	-Translation	0.3162	0.9167	0.3398
-Cell structure	-Translation	0.3	0.8615	0.3218
-Crystallins	-Translation	0	0	0
-Stress Response	-Translation	0.0001706	0.02569	0.0002982
-Vesicular Transport	-Translation	0	0	0
-Cytoskeleton	-Translation	0.006095	0.01246	0.007279
-Cell Motility	-Translation	0.000287	0.001089	6.452e-05
-Cell Growth and Death	-Translation	0.008269	0.01069	0.008535
-Cell Communication	-Translation	0	0	0
Metabolism	-Translation	0.9724	2.849	1.604
-Membrane Transport	-Translation	0.1723	0.519	0.2861
-Central Carbon Metabolism	-Translation	0.1693	0.4154	0.1894
-Energy Metabolism	-Translation	0.04937	0.07966	0.05398
-Biosynthesis	-Translation	0.2531	0.7787	0.3737
-Other Enzymes	-Translation	0.2618	0.7083	0.315
Organismal Systems	-Translation	0	0	0
-Immune System	-Translation	0	0	0
-Endocrine System	-Translation	0	0	0
-Circulatory System	-Translation	0	0	0
-Digestive System	-Translation	0	0	0
-Excretory System	-Translation	0	0	0
-Nervous System	-Translation	0	0	0
-Sensory System	-Translation	0	0	0
-Development	-Translation	0	0	0
-Environmental Adaptation	-Translation	0	0	0
Human Diseases	-Translation	0.006776	0.0204	0.00737
-Cancers	-Translation	0	0	0
-Immune System Diseases	-Translation	0	0	0
-Neurodegenerative Diseases	-Translation	0	0	0
-Cardiovascular Diseases	-Translation	0	0	0
-Metabolic Diseases	-Translation	0	0	0
-Infectious Diseases	-Translation	0.001013	0.01242	0.002019
Not Mapped	-Translation	0.3551	0.93	0.4187
-Not Mapped	-Translation	0.3551	0.93	0.4187
TOTAL	-Folding, Sorting and Degradation	16.34	21.3	14.48
MAPPED	-Folding, Sorting and Degradation	14.39	18.16	12.88
Genetic Information Processing	-Folding, Sorting and Degradation	6.952	4.953	5.194
-Transcription	-Folding, Sorting and Degradation	0.1872	0.2962	0.1788
-Translation	-Folding, Sorting and Degradation	5.429	3.334	3.784
-Folding, Sorting and Degradation	-Folding, Sorting and Degradation	1	1	1
-DNA Maintenance	-Folding, Sorting and Degradation	0.2492	0.2891	0.173
-RNA Family	-Folding, Sorting and Degradation	0	0	0
Environmental Information Processing	-Folding, Sorting and Degradation	0.2089	0.1819	0.1491
-Signal Transduction	-Folding, Sorting and Degradation	0.04399	0.07407	0.03605
-Signaling Molecules and Interaction	-Folding, Sorting and Degradation	0.1647	0.1069	0.1118
Cellular Processes	-Folding, Sorting and Degradation	1.731	3.084	1.294
-Cell structure	-Folding, Sorting and Degradation	1.648	2.913	1.231
-Crystallins	-Folding, Sorting and Degradation	0	0	0
-Stress Response	-Folding, Sorting and Degradation	0.0009373	0.08684	0.001141
-Vesicular Transport	-Folding, Sorting and Degradation	0	0	0
-Cytoskeleton	-Folding, Sorting and Degradation	0.03348	0.04212	0.02785
-Cell Motility	-Folding, Sorting and Degradation	0.00171	0.003699	0.0003174
-Cell Growth and Death	-Folding, Sorting and Degradation	0.04489	0.03563	0.0323
-Cell Communication	-Folding, Sorting and Degradation	0	0	0
Metabolism	-Folding, Sorting and Degradation	5.456	9.816	6.211
-Membrane Transport	-Folding, Sorting and Degradation	0.9566	1.756	1.083
-Central Carbon Metabolism	-Folding, Sorting and Degradation	0.9886	1.531	0.7893
-Energy Metabolism	-Folding, Sorting and Degradation	0.3065	0.3204	0.2321
-Biosynthesis	-Folding, Sorting and Degradation	1.381	2.705	1.456
-Other Enzymes	-Folding, Sorting and Degradation	1.69	2.875	1.492
Organismal Systems	-Folding, Sorting and Degradation	0	0	0
-Immune System	-Folding, Sorting and Degradation	0	0	0
-Endocrine System	-Folding, Sorting and Degradation	0	0	0
-Circulatory System	-Folding, Sorting and Degradation	0	0	0
-Digestive System	-Folding, Sorting and Degradation	0	0	0
-Excretory System	-Folding, Sorting and Degradation	0	0	0
-Nervous System	-Folding, Sorting and Degradation	0	0	0
-Sensory System	-Folding, Sorting and Degradation	0	0	0
-Development	-Folding, Sorting and Degradation	0	0	0
-Environmental Adaptation	-Folding, Sorting and Degradation	0	0	0
Human Diseases	-Folding, Sorting and Degradation	0.03678	0.06932	0.02871
-Cancers	-Folding, Sorting and Degradation	0	0	0
-Immune System Diseases	-Folding, Sorting and Degradation	0	0	0
-Neurodegenerative Diseases	-Folding, Sorting and Degradation	0	0	0
-Cardiovascular Diseases	-Folding, Sorting and Degradation	0	0	0
-Metabolic Diseases	-Folding, Sorting and Degradation	0	0	0
-Infectious Diseases	-Folding, Sorting and Degradation	0.005922	0.0489	0.008682
Not Mapped	-Folding, Sorting and Degradation	1.951	3.144	1.602
-Not Mapped	-Folding, Sorting and Degradation	1.951	3.144	1.602
TOTAL	-DNA Maintenance	38.25	52.18	47.54
MAPPED	-DNA Maintenance	33.68	44.47	42.28
Genetic Information Processing	-DNA Maintenance	15.86	11.77	16.15
-Transcription	-DNA Maintenance	0.4835	0.7402	0.6292
-Translation	-DNA Maintenance	12.74	8.161	12.41
-Folding, Sorting and Degradation	-DNA Maintenance	1.504	1.654	1.928
-DNA Maintenance	-DNA Maintenance	1	1	1
-RNA Family	-DNA Maintenance	0	0	0
Environmental Information Processing	-DNA Maintenance	0.54	0.4892	0.5214
-Signal Transduction	-DNA Maintenance	0.1175	0.2002	0.1336
-Signaling Molecules and Interaction	-DNA Maintenance	0.3854	0.2575	0.3669
Cellular Processes	-DNA Maintenance	4.06	7.566	4.259
-Cell structure	-DNA Maintenance	3.859	7.134	4.041
-Crystallins	-DNA Maintenance	0	0	0
-Stress Response	-DNA Maintenance	0.002194	0.2127	0.003745
-Vesicular Transport	-DNA Maintenance	0	0	0
-Cytoskeleton	-DNA Maintenance	0.07838	0.1032	0.0914
-Cell Motility	-DNA Maintenance	0.004547	0.009562	0.00128
-Cell Growth and Death	-DNA Maintenance	0.1127	0.0997	0.1172
-Cell Communication	-DNA Maintenance	0	0	0
Metabolism	-DNA Maintenance	12.7	24.15	20.3
-Membrane Transport	-DNA Maintenance	2.386	4.489	3.724
-Central Carbon Metabolism	-DNA Maintenance	2.478	3.825	2.673
-Energy Metabolism	-DNA Maintenance	0.779	0.7257	0.8023
-Biosynthesis	-DNA Maintenance	3.224	6.932	5.423
-Other Enzymes	-DNA Maintenance	3.335	5.781	3.909
Organismal Systems	-DNA Maintenance	0	0	0
-Immune System	-DNA Maintenance	0	0	0
-Endocrine System	-DNA Maintenance	0	0	0
-Circulatory System	-DNA Maintenance	0	0	0
-Digestive System	-DNA Maintenance	0	0	0
-Excretory System	-DNA Maintenance	0	0	0
-Nervous System	-DNA Maintenance	0	0	0
-Sensory System	-DNA Maintenance	0	0	0
-Development	-DNA Maintenance	0	0	0
-Environmental Adaptation	-DNA Maintenance	0	0	0
Human Diseases	-DNA Maintenance	0.1396	0.2398	0.1659
-Cancers	-DNA Maintenance	0	0	0
-Immune System Diseases	-DNA Maintenance	0	0	0
-Neurodegenerative Diseases	-DNA Maintenance	0	0	0
-Cardiovascular Diseases	-DNA Maintenance	0	0	0
-Metabolic Diseases	-DNA Maintenance	0	0	0
-Infectious Diseases	-DNA Maintenance	0.0176	0.1338	0.03001
Not Mapped	-DNA Maintenance	4.566	7.701	5.258
-Not Mapped	-DNA Maintenance	4.566	7.701	5.258
TOTAL	-RNA Family	Inf	Inf	Inf
MAPPED	-RNA Family	Inf	Inf	Inf
Genetic Information Processing	-RNA Family	Inf	Inf	Inf
-Transcription	-RNA Family	Inf	Inf	Inf
-Translation	-RNA Family	Inf	Inf	Inf
-Folding, Sorting and Degradation	-RNA Family	Inf	Inf	Inf
-DNA Maintenance	-RNA Family	Inf	Inf	Inf
-RNA Family	-RNA Family	NaN	NaN	NaN
Environmental Information Processing	-RNA Family	Inf	Inf	Inf
-Signal Transduction	-RNA Family	Inf	Inf	Inf
-Signaling Molecules and Interaction	-RNA Family	Inf	Inf	Inf
Cellular Processes	-RNA Family	Inf	Inf	Inf
-Cell structure	-RNA Family	Inf	Inf	Inf
-Crystallins	-RNA Family	NaN	NaN	NaN
-Stress Response	-RNA Family	Inf	Inf	Inf
-Vesicular Transport	-RNA Family	NaN	NaN	NaN
-Cytoskeleton	-RNA Family	Inf	Inf	Inf
-Cell Motility	-RNA Family	Inf	Inf	Inf
-Cell Growth and Death	-RNA Family	Inf	Inf	Inf
-Cell Communication	-RNA Family	NaN	NaN	NaN
Metabolism	-RNA Family	Inf	Inf	Inf
-Membrane Transport	-RNA Family	Inf	Inf	Inf
-Central Carbon Metabolism	-RNA Family	Inf	Inf	Inf
-Energy Metabolism	-RNA Family	Inf	Inf	Inf
-Biosynthesis	-RNA Family	Inf	Inf	Inf
-Other Enzymes	-RNA Family	Inf	Inf	Inf
Organismal Systems	-RNA Family	Inf	Inf	Inf
-Immune System	-RNA Family	NaN	NaN	NaN
-Endocrine System	-RNA Family	Inf	Inf	Inf
-Circulatory System	-RNA Family	NaN	NaN	NaN
-Digestive System	-RNA Family	Inf	Inf	Inf
-Excretory System	-RNA Family	Inf	Inf	Inf
-Nervous System	-RNA Family	NaN	NaN	NaN
-Sensory System	-RNA Family	NaN	NaN	NaN
-Development	-RNA Family	NaN	NaN	NaN
-Environmental Adaptation	-RNA Family	Inf	Inf	Inf
Human Diseases	-RNA Family	Inf	Inf	Inf
-Cancers	-RNA Family	Inf	Inf	Inf
-Immune System Diseases	-RNA Family	Inf	Inf	Inf
-Neurodegenerative Diseases	-RNA Family	Inf	Inf	Inf
-Cardiovascular Diseases	-RNA Family	NaN	NaN	NaN
-Metabolic Diseases	-RNA Family	Inf	Inf	Inf
-Infectious Diseases	-RNA Family	Inf	Inf	Inf
Not Mapped	-RNA Family	Inf	Inf	Inf
-Not Mapped	-RNA Family	Inf	Inf	Inf
TOTAL	Environmental Information Processing	69.8	101	88.8
MAPPED	Environmental Information Processing	61.46	86.13	78.98
Genetic Information Processing	Environmental Information Processing	28.84	23.01	29.96
-Transcription	Environmental Information Processing	0.7682	1.399	1.035
-Translation	Environmental Information Processing	23.25	15.88	23.21
-Folding, Sorting and Degradation	Environmental Information Processing	2.786	3.296	3.699
-DNA Maintenance	Environmental Information Processing	1.043	1.441	1.076
-RNA Family	Environmental Information Processing	0	0	0
Environmental Information Processing	Environmental Information Processing	1	1	1
-Signal Transduction	Environmental Information Processing	0.2027	0.3953	0.2339
-Signaling Molecules and Interaction	Environmental Information Processing	0.7035	0.5115	0.6854
Cellular Processes	Environmental Information Processing	7.428	14.68	7.978
-Cell structure	Environmental Information Processing	7.042	13.82	7.549
-Crystallins	Environmental Information Processing	0	0	0
-Stress Response	Environmental Information Processing	0.004004	0.4119	0.006995
-Vesicular Transport	Environmental Information Processing	0	0	0
-Cytoskeleton	Environmental Information Processing	0.143	0.1998	0.1707
-Cell Motility	Environmental Information Processing	0.007225	0.01755	0.001606
-Cell Growth and Death	Environmental Information Processing	0.2067	0.1817	0.2073
-Cell Communication	Environmental Information Processing	0	0	0
Metabolism	Environmental Information Processing	22.61	45.24	37.24
-Membrane Transport	Environmental Information Processing	4.02	8.24	6.766
-Central Carbon Metabolism	Environmental Information Processing	3.937	7.146	4.398
-Energy Metabolism	Environmental Information Processing	1.211	1.309	1.281
-Biosynthesis	Environmental Information Processing	5.97	12.72	8.924
-Other Enzymes	Environmental Information Processing	6.177	11.52	7.498
Organismal Systems	Environmental Information Processing	0	0	0
-Immune System	Environmental Information Processing	0	0	0
-Endocrine System	Environmental Information Processing	0	0	0
-Circulatory System	Environmental Information Processing	0	0	0
-Digestive System	Environmental Information Processing	0	0	0
-Excretory System	Environmental Information Processing	0	0	0
-Nervous System	Environmental Information Processing	0	0	0
-Sensory System	Environmental Information Processing	0	0	0
-Development	Environmental Information Processing	0	0	0
-Environmental Adaptation	Environmental Information Processing	0	0	0
Human Diseases	Environmental Information Processing	0.1761	0.3781	0.1881
-Cancers	Environmental Information Processing	0	0	0
-Immune System Diseases	Environmental Information Processing	0	0	0
-Neurodegenerative Diseases	Environmental Information Processing	0	0	0
-Cardiovascular Diseases	Environmental Information Processing	0	0	0
-Metabolic Diseases	Environmental Information Processing	0	0	0
-Infectious Diseases	Environmental Information Processing	0.02486	0.2209	0.04792
Not Mapped	Environmental Information Processing	8.333	14.91	9.822
-Not Mapped	Environmental Information Processing	8.333	14.91	9.822
TOTAL	-Signal Transduction	235.4	206.8	282.3
MAPPED	-Signal Transduction	207.3	176.3	251
Genetic Information Processing	-Signal Transduction	97.29	47.1	95.21
-Transcription	-Signal Transduction	2.591	2.953	3.291
-Translation	-Signal Transduction	78.43	32.5	73.79
-Folding, Sorting and Degradation	-Signal Transduction	9.731	6.768	12.48
-DNA Maintenance	-Signal Transduction	3.925	3.195	3.95
-RNA Family	-Signal Transduction	0	0	0
Environmental Information Processing	-Signal Transduction	3.373	2.047	3.179
-Signal Transduction	-Signal Transduction	1	1	1
-Signaling Molecules and Interaction	-Signal Transduction	2.373	1.047	2.179
Cellular Processes	-Signal Transduction	25.05	30.05	25.36
-Cell structure	-Signal Transduction	23.75	28.28	23.99
-Crystallins	-Signal Transduction	0	0	0
-Stress Response	-Signal Transduction	0.01351	0.8433	0.02223
-Vesicular Transport	-Signal Transduction	0	0	0
-Cytoskeleton	-Signal Transduction	0.4825	0.409	0.5427
-Cell Motility	-Signal Transduction	0.02437	0.03593	0.005957
-Cell Growth and Death	-Signal Transduction	0.7287	0.3752	0.687
-Cell Communication	-Signal Transduction	0	0	0
Metabolism	-Signal Transduction	76.27	92.6	118.4
-Membrane Transport	-Signal Transduction	13.56	16.87	21.51
-Central Carbon Metabolism	-Signal Transduction	13.28	14.63	13.98
-Energy Metabolism	-Signal Transduction	4.532	2.702	4.226
-Biosynthesis	-Signal Transduction	20.85	26.05	28.37
-Other Enzymes	-Signal Transduction	21.57	23.66	25.3
Organismal Systems	-Signal Transduction	0	0	0
-Immune System	-Signal Transduction	0	0	0
-Endocrine System	-Signal Transduction	0	0	0
-Circulatory System	-Signal Transduction	0	0	0
-Digestive System	-Signal Transduction	0	0	0
-Excretory System	-Signal Transduction	0	0	0
-Nervous System	-Signal Transduction	0	0	0
-Sensory System	-Signal Transduction	0	0	0
-Development	-Signal Transduction	0	0	0
-Environmental Adaptation	-Signal Transduction	0	0	0
Human Diseases	-Signal Transduction	0.7833	0.9072	0.7585
-Cancers	-Signal Transduction	0	0	0
-Immune System Diseases	-Signal Transduction	0	0	0
-Neurodegenerative Diseases	-Signal Transduction	0	0	0
-Cardiovascular Diseases	-Signal Transduction	0	0	0
-Metabolic Diseases	-Signal Transduction	0	0	0
-Infectious Diseases	-Signal Transduction	0.0979	0.5141	0.1588
Not Mapped	-Signal Transduction	28.11	30.53	31.22
-Not Mapped	-Signal Transduction	28.11	30.53	31.22
TOTAL	-Signaling Molecules and Interaction	99.21	197.6	129.6
MAPPED	-Signaling Molecules and Interaction	87.36	168.4	115.2
Genetic Information Processing	-Signaling Molecules and Interaction	40.02	44.37	42.48
-Transcription	-Signaling Molecules and Interaction	1.082	2.561	1.511
-Translation	-Signaling Molecules and Interaction	32.9	30.92	33.74
-Folding, Sorting and Degradation	-Signaling Molecules and Interaction	3.904	6.423	5.247
-DNA Maintenance	-Signaling Molecules and Interaction	1.421	2.626	1.479
-RNA Family	-Signaling Molecules and Interaction	0	0	0
Environmental Information Processing	-Signaling Molecules and Interaction	1.254	1.654	1.305
-Signal Transduction	-Signaling Molecules and Interaction	0.2543	0.6538	0.3053
-Signaling Molecules and Interaction	-Signaling Molecules and Interaction	1	1	1
Cellular Processes	-Signaling Molecules and Interaction	10.51	28.6	11.57
-Cell structure	-Signaling Molecules and Interaction	10.01	27.01	11.01
-Crystallins	-Signaling Molecules and Interaction	0	0	0
-Stress Response	-Signaling Molecules and Interaction	0.005692	0.8054	0.01021
-Vesicular Transport	-Signaling Molecules and Interaction	0	0	0
-Cytoskeleton	-Signaling Molecules and Interaction	0.2033	0.3907	0.2491
-Cell Motility	-Signaling Molecules and Interaction	0.009537	0.03408	0.002198
-Cell Growth and Death	-Signaling Molecules and Interaction	0.2726	0.3304	0.2889
-Cell Communication	-Signaling Molecules and Interaction	0	0	0
Metabolism	-Signaling Molecules and Interaction	32.14	88.44	54.34
-Membrane Transport	-Signaling Molecules and Interaction	5.714	16.11	9.69
-Central Carbon Metabolism	-Signaling Molecules and Interaction	5.597	13.18	6.416
-Energy Metabolism	-Signaling Molecules and Interaction	1.638	2.538	1.835
-Biosynthesis	-Signaling Molecules and Interaction	8.365	24.82	12.68
-Other Enzymes	-Signaling Molecules and Interaction	8.654	22.45	10.65
Organismal Systems	-Signaling Molecules and Interaction	0	0	0
-Immune System	-Signaling Molecules and Interaction	0	0	0
-Endocrine System	-Signaling Molecules and Interaction	0	0	0
-Circulatory System	-Signaling Molecules and Interaction	0	0	0
-Digestive System	-Signaling Molecules and Interaction	0	0	0
-Excretory System	-Signaling Molecules and Interaction	0	0	0
-Nervous System	-Signaling Molecules and Interaction	0	0	0
-Sensory System	-Signaling Molecules and Interaction	0	0	0
-Development	-Signaling Molecules and Interaction	0	0	0
-Environmental Adaptation	-Signaling Molecules and Interaction	0	0	0
Human Diseases	-Signaling Molecules and Interaction	0.2234	0.6483	0.2501
-Cancers	-Signaling Molecules and Interaction	0	0	0
-Immune System Diseases	-Signaling Molecules and Interaction	0	0	0
-Neurodegenerative Diseases	-Signaling Molecules and Interaction	0	0	0
-Cardiovascular Diseases	-Signaling Molecules and Interaction	0	0	0
-Metabolic Diseases	-Signaling Molecules and Interaction	0	0	0
-Infectious Diseases	-Signaling Molecules and Interaction	0.03332	0.3874	0.06864
Not Mapped	-Signaling Molecules and Interaction	11.85	29.16	14.33
