Numerator	Denominator	eco Li complete	eco Li minimal	eco Li without methionine
-Sensory System	-Cell structure	0	0	0
-Development	-Cell structure	0	0	0
-Environmental Adaptation	-Cell structure	0	0	0
Human Diseases	-Cell structure	0	0	0
-Cancers	-Cell structure	0	0	0
-Immune System Diseases	-Cell structure	0	0	0
-Neurodegenerative Diseases	-Cell structure	0	0	0
-Cardiovascular Diseases	-Cell structure	0	0	0
-Infectious Diseases	-Cell structure	0	0	0
Not Mapped	-Cell structure	1.183	1.08	1.301
-Not Mapped	-Cell structure	1.183	1.08	1.301
TOTAL	-Stress Response	25180	292.2	16280
MAPPED	-Stress Response	23100	256	14880
Genetic Information Processing	-Stress Response	15560	114.5	8972
-Transcription	-Stress Response	700.9	8.956	442.2
-Translation	-Stress Response	12690	80.85	7062
-Folding, Sorting and Degradation	-Stress Response	1772	19.11	1255
-DNA Maintenance	-Stress Response	394.4	5.533	212.7
Environmental Information Processing	-Stress Response	285.4	2.995	171
-Signal Transduction	-Stress Response	109.7	1.784	72.97
-Signaling Molecules and Interaction	-Stress Response	175.7	1.212	98
Cellular Processes	-Stress Response	1873	35.9	1141
-Cell structure	-Stress Response	1759	33.54	1079
-Stress Response	-Stress Response	1	1	1
-Vesicular Transport	-Stress Response	0.05182	0.02568	0.01894
-Cytoskeleton	-Stress Response	40.86	0.5831	28.34
-Cell Motility	-Stress Response	24.37	0.3349	3.749
-Cell Growth and Death	-Stress Response	47.89	0.4103	28.31
-Cell Communication	-Stress Response	0	0	0
Metabolism	-Stress Response	5378	102.7	4595
-Membrane Transport	-Stress Response	1026	21.82	955.6
-Central Carbon Metabolism	-Stress Response	1242	24.73	897.3
-Energy Metabolism	-Stress Response	585.6	5.444	304.9
-Biosynthesis	-Stress Response	1968	41.06	2044
-Other Enzymes	-Stress Response	557.6	9.61	392.3
Organismal Systems	-Stress Response	0	0	0
-Immune System	-Stress Response	0	0	0
-Endocrine System	-Stress Response	0	0	0
-Circulatory System	-Stress Response	0	0	0
-Digestive System	-Stress Response	0	0	0
-Excretory System	-Stress Response	0	0	0
-Nervous System	-Stress Response	0	0	0
-Sensory System	-Stress Response	0	0	0
-Development	-Stress Response	0	0	0
-Environmental Adaptation	-Stress Response	0	0	0
Human Diseases	-Stress Response	0	0	0
-Cancers	-Stress Response	0	0	0
-Immune System Diseases	-Stress Response	0	0	0
-Neurodegenerative Diseases	-Stress Response	0	0	0
-Cardiovascular Diseases	-Stress Response	0	0	0
-Infectious Diseases	-Stress Response	0	0	0
Not Mapped	-Stress Response	2081	36.21	1404
-Not Mapped	-Stress Response	2081	36.21	1404
TOTAL	-Vesicular Transport	485900	11380	859900
MAPPED	-Vesicular Transport	445700	9970	785700
Genetic Information Processing	-Vesicular Transport	300300	4457	473800
-Transcription	-Vesicular Transport	13530	348.8	23350
-Translation	-Vesicular Transport	245000	3149	372900
-Folding, Sorting and Degradation	-Vesicular Transport	34190	744.3	66280
-DNA Maintenance	-Vesicular Transport	7610	215.5	11230
Environmental Information Processing	-Vesicular Transport	5507	116.7	9029
-Signal Transduction	-Vesicular Transport	2116	69.46	3854
-Signaling Molecules and Interaction	-Vesicular Transport	3390	47.19	5175
Cellular Processes	-Vesicular Transport	36140	1398	60240
-Cell structure	-Vesicular Transport	33940	1306	56990
-Stress Response	-Vesicular Transport	19.3	38.94	52.81
-Vesicular Transport	-Vesicular Transport	1	1	1
-Cytoskeleton	-Vesicular Transport	788.5	22.71	1497
-Cell Motility	-Vesicular Transport	470.2	13.04	198
-Cell Growth and Death	-Vesicular Transport	924.2	15.98	1495
-Cell Communication	-Vesicular Transport	0	0	0
Metabolism	-Vesicular Transport	103800	3998	242600
-Membrane Transport	-Vesicular Transport	19790	849.9	50470
-Central Carbon Metabolism	-Vesicular Transport	23960	963	47390
-Energy Metabolism	-Vesicular Transport	11300	212	16100
-Biosynthesis	-Vesicular Transport	37970	1599	108000
-Other Enzymes	-Vesicular Transport	10760	374.3	20720
Organismal Systems	-Vesicular Transport	0	0	0
-Immune System	-Vesicular Transport	0	0	0
-Endocrine System	-Vesicular Transport	0	0	0
-Circulatory System	-Vesicular Transport	0	0	0
-Digestive System	-Vesicular Transport	0	0	0
-Excretory System	-Vesicular Transport	0	0	0
-Nervous System	-Vesicular Transport	0	0	0
-Sensory System	-Vesicular Transport	0	0	0
-Development	-Vesicular Transport	0	0	0
-Environmental Adaptation	-Vesicular Transport	0	0	0
Human Diseases	-Vesicular Transport	0	0	0
-Cancers	-Vesicular Transport	0	0	0
-Immune System Diseases	-Vesicular Transport	0	0	0
-Neurodegenerative Diseases	-Vesicular Transport	0	0	0
-Cardiovascular Diseases	-Vesicular Transport	0	0	0
-Infectious Diseases	-Vesicular Transport	0	0	0
Not Mapped	-Vesicular Transport	40160	1410	74160
-Not Mapped	-Vesicular Transport	40160	1410	74160
TOTAL	-Cytoskeleton	616.2	501.1	574.6
MAPPED	-Cytoskeleton	565.3	439	525
Genetic Information Processing	-Cytoskeleton	380.8	196.3	316.6
-Transcription	-Cytoskeleton	17.15	15.36	15.61
-Translation	-Cytoskeleton	310.7	138.7	249.2
-Folding, Sorting and Degradation	-Cytoskeleton	43.36	32.77	44.29
-DNA Maintenance	-Cytoskeleton	9.651	9.489	7.505
Environmental Information Processing	-Cytoskeleton	6.984	5.137	6.033
-Signal Transduction	-Cytoskeleton	2.684	3.059	2.575
-Signaling Molecules and Interaction	-Cytoskeleton	4.3	2.078	3.458
Cellular Processes	-Cytoskeleton	45.83	61.56	40.25
-Cell structure	-Cytoskeleton	43.04	57.52	38.08
-Stress Response	-Cytoskeleton	0.02447	1.715	0.03529
-Vesicular Transport	-Cytoskeleton	0.001268	0.04404	0.0006682
-Cytoskeleton	-Cytoskeleton	1	1	1
-Cell Motility	-Cytoskeleton	0.5963	0.5744	0.1323
-Cell Growth and Death	-Cytoskeleton	1.172	0.7036	0.999
-Cell Communication	-Cytoskeleton	0	0	0
Metabolism	-Cytoskeleton	131.6	176.1	162.1
-Membrane Transport	-Cytoskeleton	25.1	37.42	33.72
-Central Carbon Metabolism	-Cytoskeleton	30.39	42.41	31.66
-Energy Metabolism	-Cytoskeleton	14.33	9.337	10.76
-Biosynthesis	-Cytoskeleton	48.16	70.42	72.14
-Other Enzymes	-Cytoskeleton	13.65	16.48	13.84
Organismal Systems	-Cytoskeleton	0	0	0
-Immune System	-Cytoskeleton	0	0	0
-Endocrine System	-Cytoskeleton	0	0	0
-Circulatory System	-Cytoskeleton	0	0	0
-Digestive System	-Cytoskeleton	0	0	0
-Excretory System	-Cytoskeleton	0	0	0
-Nervous System	-Cytoskeleton	0	0	0
-Sensory System	-Cytoskeleton	0	0	0
-Development	-Cytoskeleton	0	0	0
-Environmental Adaptation	-Cytoskeleton	0	0	0
Human Diseases	-Cytoskeleton	0	0	0
-Cancers	-Cytoskeleton	0	0	0
-Immune System Diseases	-Cytoskeleton	0	0	0
-Neurodegenerative Diseases	-Cytoskeleton	0	0	0
-Cardiovascular Diseases	-Cytoskeleton	0	0	0
-Infectious Diseases	-Cytoskeleton	0	0	0
Not Mapped	-Cytoskeleton	50.93	62.11	49.56
-Not Mapped	-Cytoskeleton	50.93	62.11	49.56
TOTAL	-Cell Motility	1033	872.5	4343
MAPPED	-Cell Motility	947.9	764.4	3968
Genetic Information Processing	-Cell Motility	638.6	341.7	2393
-Transcription	-Cell Motility	28.76	26.74	118
-Translation	-Cell Motility	521	241.4	1884
-Folding, Sorting and Degradation	-Cell Motility	72.71	57.06	334.8
-DNA Maintenance	-Cell Motility	16.18	16.52	56.73
Environmental Information Processing	-Cell Motility	11.71	8.943	45.6
-Signal Transduction	-Cell Motility	4.5	5.325	19.46
-Signaling Molecules and Interaction	-Cell Motility	7.21	3.618	26.14
Cellular Processes	-Cell Motility	76.86	107.2	304.2
-Cell structure	-Cell Motility	72.17	100.1	287.9
-Stress Response	-Cell Motility	0.04104	2.986	0.2667
-Vesicular Transport	-Cell Motility	0.002127	0.07667	0.005051
-Cytoskeleton	-Cell Motility	1.677	1.741	7.559
-Cell Motility	-Cell Motility	1	1	1
-Cell Growth and Death	-Cell Motility	1.966	1.225	7.551
-Cell Communication	-Cell Motility	0	0	0
Metabolism	-Cell Motility	220.7	306.5	1225
-Membrane Transport	-Cell Motility	42.09	65.16	254.9
-Central Carbon Metabolism	-Cell Motility	50.95	73.83	239.3
-Energy Metabolism	-Cell Motility	24.03	16.26	81.32
-Biosynthesis	-Cell Motility	80.76	122.6	545.3
-Other Enzymes	-Cell Motility	22.88	28.69	104.6
Organismal Systems	-Cell Motility	0	0	0
-Immune System	-Cell Motility	0	0	0
-Endocrine System	-Cell Motility	0	0	0
-Circulatory System	-Cell Motility	0	0	0
-Digestive System	-Cell Motility	0	0	0
-Excretory System	-Cell Motility	0	0	0
-Nervous System	-Cell Motility	0	0	0
-Sensory System	-Cell Motility	0	0	0
-Development	-Cell Motility	0	0	0
-Environmental Adaptation	-Cell Motility	0	0	0
Human Diseases	-Cell Motility	0	0	0
-Cancers	-Cell Motility	0	0	0
-Immune System Diseases	-Cell Motility	0	0	0
-Neurodegenerative Diseases	-Cell Motility	0	0	0
-Cardiovascular Diseases	-Cell Motility	0	0	0
-Infectious Diseases	-Cell Motility	0	0	0
Not Mapped	-Cell Motility	85.41	108.1	374.6
-Not Mapped	-Cell Motility	85.41	108.1	374.6
TOTAL	-Cell Growth and Death	525.7	712.3	575.1
MAPPED	-Cell Growth and Death	482.3	624	525.5
Genetic Information Processing	-Cell Growth and Death	324.9	279	316.9
-Transcription	-Cell Growth and Death	14.63	21.83	15.62
-Translation	-Cell Growth and Death	265.1	197.1	249.4
-Folding, Sorting and Degradation	-Cell Growth and Death	36.99	46.58	44.34
-DNA Maintenance	-Cell Growth and Death	8.234	13.49	7.513
Environmental Information Processing	-Cell Growth and Death	5.958	7.301	6.039
-Signal Transduction	-Cell Growth and Death	2.29	4.347	2.578
-Signaling Molecules and Interaction	-Cell Growth and Death	3.668	2.954	3.462
Cellular Processes	-Cell Growth and Death	39.1	87.49	40.29
-Cell structure	-Cell Growth and Death	36.72	81.76	38.12
-Stress Response	-Cell Growth and Death	0.02088	2.437	0.03532
-Vesicular Transport	-Cell Growth and Death	0.001082	0.06259	0.0006689
-Cytoskeleton	-Cell Growth and Death	0.8531	1.421	1.001
-Cell Motility	-Cell Growth and Death	0.5088	0.8164	0.1324
-Cell Growth and Death	-Cell Growth and Death	1	1	1
-Cell Communication	-Cell Growth and Death	0	0	0
Metabolism	-Cell Growth and Death	112.3	250.2	162.3
-Membrane Transport	-Cell Growth and Death	21.41	53.19	33.76
-Central Carbon Metabolism	-Cell Growth and Death	25.92	60.27	31.7
-Energy Metabolism	-Cell Growth and Death	12.23	13.27	10.77
-Biosynthesis	-Cell Growth and Death	41.09	100.1	72.21
-Other Enzymes	-Cell Growth and Death	11.64	23.42	13.86
Organismal Systems	-Cell Growth and Death	0	0	0
-Immune System	-Cell Growth and Death	0	0	0
-Endocrine System	-Cell Growth and Death	0	0	0
-Circulatory System	-Cell Growth and Death	0	0	0
-Digestive System	-Cell Growth and Death	0	0	0
-Excretory System	-Cell Growth and Death	0	0	0
-Nervous System	-Cell Growth and Death	0	0	0
-Sensory System	-Cell Growth and Death	0	0	0
-Development	-Cell Growth and Death	0	0	0
-Environmental Adaptation	-Cell Growth and Death	0	0	0
Human Diseases	-Cell Growth and Death	0	0	0
-Cancers	-Cell Growth and Death	0	0	0
-Immune System Diseases	-Cell Growth and Death	0	0	0
-Neurodegenerative Diseases	-Cell Growth and Death	0	0	0
-Cardiovascular Diseases	-Cell Growth and Death	0	0	0
-Infectious Diseases	-Cell Growth and Death	0	0	0
Not Mapped	-Cell Growth and Death	43.45	88.27	49.6
-Not Mapped	-Cell Growth and Death	43.45	88.27	49.6
TOTAL	-Cell Communication	Inf	Inf	Inf
MAPPED	-Cell Communication	Inf	Inf	Inf
Genetic Information Processing	-Cell Communication	Inf	Inf	Inf
-Transcription	-Cell Communication	Inf	Inf	Inf
-Translation	-Cell Communication	Inf	Inf	Inf
-Folding, Sorting and Degradation	-Cell Communication	Inf	Inf	Inf
-DNA Maintenance	-Cell Communication	Inf	Inf	Inf
Environmental Information Processing	-Cell Communication	Inf	Inf	Inf
-Signal Transduction	-Cell Communication	Inf	Inf	Inf
-Signaling Molecules and Interaction	-Cell Communication	Inf	Inf	Inf
Cellular Processes	-Cell Communication	Inf	Inf	Inf
-Cell structure	-Cell Communication	Inf	Inf	Inf
-Stress Response	-Cell Communication	Inf	Inf	Inf
-Vesicular Transport	-Cell Communication	Inf	Inf	Inf
-Cytoskeleton	-Cell Communication	Inf	Inf	Inf
-Cell Motility	-Cell Communication	Inf	Inf	Inf
-Cell Growth and Death	-Cell Communication	Inf	Inf	Inf
-Cell Communication	-Cell Communication	NaN	NaN	NaN
Metabolism	-Cell Communication	Inf	Inf	Inf
-Membrane Transport	-Cell Communication	Inf	Inf	Inf
-Central Carbon Metabolism	-Cell Communication	Inf	Inf	Inf
-Energy Metabolism	-Cell Communication	Inf	Inf	Inf
-Biosynthesis	-Cell Communication	Inf	Inf	Inf
-Other Enzymes	-Cell Communication	Inf	Inf	Inf
Organismal Systems	-Cell Communication	NaN	NaN	NaN
-Immune System	-Cell Communication	NaN	NaN	NaN
-Endocrine System	-Cell Communication	NaN	NaN	NaN
-Circulatory System	-Cell Communication	NaN	NaN	NaN
-Digestive System	-Cell Communication	NaN	NaN	NaN
-Excretory System	-Cell Communication	NaN	NaN	NaN
-Nervous System	-Cell Communication	NaN	NaN	NaN
-Sensory System	-Cell Communication	NaN	NaN	NaN
-Development	-Cell Communication	NaN	NaN	NaN
-Environmental Adaptation	-Cell Communication	NaN	NaN	NaN
Human Diseases	-Cell Communication	NaN	NaN	NaN
-Cancers	-Cell Communication	NaN	NaN	NaN
-Immune System Diseases	-Cell Communication	NaN	NaN	NaN
-Neurodegenerative Diseases	-Cell Communication	NaN	NaN	NaN
-Cardiovascular Diseases	-Cell Communication	NaN	NaN	NaN
-Infectious Diseases	-Cell Communication	NaN	NaN	NaN
Not Mapped	-Cell Communication	Inf	Inf	Inf
-Not Mapped	-Cell Communication	Inf	Inf	Inf
TOTAL	Metabolism	4.682	2.846	3.544
MAPPED	Metabolism	4.295	2.494	3.238
Genetic Information Processing	Metabolism	2.893	1.115	1.953
-Transcription	Metabolism	0.1303	0.08723	0.09625
-Translation	Metabolism	2.36	0.7875	1.537
-Folding, Sorting and Degradation	Metabolism	0.3294	0.1861	0.2732
-DNA Maintenance	Metabolism	0.07332	0.05389	0.04629
Environmental Information Processing	Metabolism	0.05306	0.02918	0.03721
-Signal Transduction	Metabolism	0.02039	0.01737	0.01588
-Signaling Molecules and Interaction	Metabolism	0.03267	0.0118	0.02133
Cellular Processes	Metabolism	0.3482	0.3496	0.2483
-Cell structure	Metabolism	0.327	0.3267	0.2349
-Stress Response	Metabolism	0.0001859	0.00974	0.0002176
-Vesicular Transport	Metabolism	9.635e-06	0.0002501	4.121e-06
-Cytoskeleton	Metabolism	0.007598	0.00568	0.006168
-Cell Motility	Metabolism	0.004531	0.003262	0.000816
-Cell Growth and Death	Metabolism	0.008905	0.003996	0.006162
-Cell Communication	Metabolism	0	0	0
Metabolism	Metabolism	1	1	1
-Membrane Transport	Metabolism	0.1907	0.2126	0.208
-Central Carbon Metabolism	Metabolism	0.2309	0.2409	0.1953
-Energy Metabolism	Metabolism	0.1089	0.05303	0.06636
-Biosynthesis	Metabolism	0.3659	0.4	0.445
-Other Enzymes	Metabolism	0.1037	0.0936	0.08539
Organismal Systems	Metabolism	0	0	0
-Immune System	Metabolism	0	0	0
-Endocrine System	Metabolism	0	0	0
-Circulatory System	Metabolism	0	0	0
-Digestive System	Metabolism	0	0	0
-Excretory System	Metabolism	0	0	0
-Nervous System	Metabolism	0	0	0
-Sensory System	Metabolism	0	0	0
-Development	Metabolism	0	0	0
-Environmental Adaptation	Metabolism	0	0	0
Human Diseases	Metabolism	0	0	0
-Cancers	Metabolism	0	0	0
-Immune System Diseases	Metabolism	0	0	0
-Neurodegenerative Diseases	Metabolism	0	0	0
-Cardiovascular Diseases	Metabolism	0	0	0
-Infectious Diseases	Metabolism	0	0	0
Not Mapped	Metabolism	0.3869	0.3527	0.3056
-Not Mapped	Metabolism	0.3869	0.3527	0.3056
TOTAL	-Membrane Transport	24.55	13.39	17.04
MAPPED	-Membrane Transport	22.52	11.73	15.57
Genetic Information Processing	-Membrane Transport	15.17	5.245	9.389
-Transcription	-Membrane Transport	0.6834	0.4104	0.4628
-Translation	-Membrane Transport	12.38	3.705	7.39
-Folding, Sorting and Degradation	-Membrane Transport	1.727	0.8758	1.313
-DNA Maintenance	-Membrane Transport	0.3845	0.2536	0.2226
Environmental Information Processing	-Membrane Transport	0.2782	0.1373	0.1789
-Signal Transduction	-Membrane Transport	0.1069	0.08173	0.07636
-Signaling Molecules and Interaction	-Membrane Transport	0.1713	0.05553	0.1026
Cellular Processes	-Membrane Transport	1.826	1.645	1.194
-Cell structure	-Membrane Transport	1.715	1.537	1.129
-Stress Response	-Membrane Transport	0.000975	0.04582	0.001046
-Vesicular Transport	-Membrane Transport	5.052e-05	0.001177	1.982e-05
-Cytoskeleton	-Membrane Transport	0.03984	0.02672	0.02965
-Cell Motility	-Membrane Transport	0.02376	0.01535	0.003923
-Cell Growth and Death	-Membrane Transport	0.0467	0.0188	0.02962
-Cell Communication	-Membrane Transport	0	0	0
Metabolism	-Membrane Transport	5.244	4.705	4.808
-Membrane Transport	-Membrane Transport	1	1	1
-Central Carbon Metabolism	-Membrane Transport	1.211	1.133	0.939
-Energy Metabolism	-Membrane Transport	0.571	0.2495	0.319
-Biosynthesis	-Membrane Transport	1.919	1.882	2.139
-Other Enzymes	-Membrane Transport	0.5436	0.4404	0.4106
Organismal Systems	-Membrane Transport	0	0	0
-Immune System	-Membrane Transport	0	0	0
-Endocrine System	-Membrane Transport	0	0	0
-Circulatory System	-Membrane Transport	0	0	0
-Digestive System	-Membrane Transport	0	0	0
-Excretory System	-Membrane Transport	0	0	0
-Nervous System	-Membrane Transport	0	0	0
-Sensory System	-Membrane Transport	0	0	0
-Development	-Membrane Transport	0	0	0
-Environmental Adaptation	-Membrane Transport	0	0	0
Human Diseases	-Membrane Transport	0	0	0
-Cancers	-Membrane Transport	0	0	0
-Immune System Diseases	-Membrane Transport	0	0	0
-Neurodegenerative Diseases	-Membrane Transport	0	0	0
-Cardiovascular Diseases	-Membrane Transport	0	0	0
-Infectious Diseases	-Membrane Transport	0	0	0
Not Mapped	-Membrane Transport	2.029	1.66	1.47
-Not Mapped	-Membrane Transport	2.029	1.66	1.47
TOTAL	-Central Carbon Metabolism	20.28	11.82	18.15
MAPPED	-Central Carbon Metabolism	18.6	10.35	16.58
Genetic Information Processing	-Central Carbon Metabolism	12.53	4.628	9.998
-Transcription	-Central Carbon Metabolism	0.5645	0.3622	0.4928
-Translation	-Central Carbon Metabolism	10.22	3.27	7.87
-Folding, Sorting and Degradation	-Central Carbon Metabolism	1.427	0.7729	1.399
-DNA Maintenance	-Central Carbon Metabolism	0.3176	0.2238	0.237
Environmental Information Processing	-Central Carbon Metabolism	0.2298	0.1211	0.1905
-Signal Transduction	-Central Carbon Metabolism	0.08833	0.07213	0.08132
-Signaling Molecules and Interaction	-Central Carbon Metabolism	0.1415	0.04901	0.1092
Cellular Processes	-Central Carbon Metabolism	1.508	1.452	1.271
-Cell structure	-Central Carbon Metabolism	1.416	1.356	1.203
-Stress Response	-Central Carbon Metabolism	0.0008054	0.04044	0.001114
-Vesicular Transport	-Central Carbon Metabolism	4.174e-05	0.001038	2.11e-05
-Cytoskeleton	-Central Carbon Metabolism	0.03291	0.02358	0.03158
-Cell Motility	-Central Carbon Metabolism	0.01963	0.01354	0.004178
-Cell Growth and Death	-Central Carbon Metabolism	0.03858	0.01659	0.03155
-Cell Communication	-Central Carbon Metabolism	0	0	0
Metabolism	-Central Carbon Metabolism	4.332	4.152	5.12
-Membrane Transport	-Central Carbon Metabolism	0.8261	0.8825	1.065
-Central Carbon Metabolism	-Central Carbon Metabolism	1	1	1
-Energy Metabolism	-Central Carbon Metabolism	0.4717	0.2202	0.3398
-Biosynthesis	-Central Carbon Metabolism	1.585	1.661	2.278
-Other Enzymes	-Central Carbon Metabolism	0.4491	0.3886	0.4372
Organismal Systems	-Central Carbon Metabolism	0	0	0
-Immune System	-Central Carbon Metabolism	0	0	0
-Endocrine System	-Central Carbon Metabolism	0	0	0
-Circulatory System	-Central Carbon Metabolism	0	0	0
-Digestive System	-Central Carbon Metabolism	0	0	0
-Excretory System	-Central Carbon Metabolism	0	0	0
-Nervous System	-Central Carbon Metabolism	0	0	0
-Sensory System	-Central Carbon Metabolism	0	0	0
-Development	-Central Carbon Metabolism	0	0	0
-Environmental Adaptation	-Central Carbon Metabolism	0	0	0
Human Diseases	-Central Carbon Metabolism	0	0	0
-Cancers	-Central Carbon Metabolism	0	0	0
-Immune System Diseases	-Central Carbon Metabolism	0	0	0
-Neurodegenerative Diseases	-Central Carbon Metabolism	0	0	0
-Cardiovascular Diseases	-Central Carbon Metabolism	0	0	0
-Infectious Diseases	-Central Carbon Metabolism	0	0	0
Not Mapped	-Central Carbon Metabolism	1.676	1.465	1.565
-Not Mapped	-Central Carbon Metabolism	1.676	1.465	1.565
TOTAL	-Energy Metabolism	43	53.67	53.4
MAPPED	-Energy Metabolism	39.44	47.02	48.8
Genetic Information Processing	-Energy Metabolism	26.57	21.02	29.43
-Transcription	-Energy Metabolism	1.197	1.645	1.45
-Translation	-Energy Metabolism	21.68	14.85	23.16
-Folding, Sorting and Degradation	-Energy Metabolism	3.025	3.51	4.117
-DNA Maintenance	-Energy Metabolism	0.6734	1.016	0.6976
Environmental Information Processing	-Energy Metabolism	0.4873	0.5502	0.5608
-Signal Transduction	-Energy Metabolism	0.1873	0.3276	0.2393
-Signaling Molecules and Interaction	-Energy Metabolism	0.3	0.2226	0.3214
Cellular Processes	-Energy Metabolism	3.198	6.593	3.741
-Cell structure	-Energy Metabolism	3.003	6.161	3.54
-Stress Response	-Energy Metabolism	0.001708	0.1837	0.00328
-Vesicular Transport	-Energy Metabolism	8.849e-05	0.004716	6.211e-05
-Cytoskeleton	-Energy Metabolism	0.06977	0.1071	0.09295
-Cell Motility	-Energy Metabolism	0.04161	0.06152	0.0123
-Cell Growth and Death	-Energy Metabolism	0.08178	0.07535	0.09285
-Cell Communication	-Energy Metabolism	0	0	0
Metabolism	-Energy Metabolism	9.184	18.86	15.07
-Membrane Transport	-Energy Metabolism	1.751	4.008	3.134
-Central Carbon Metabolism	-Energy Metabolism	2.12	4.542	2.943
-Energy Metabolism	-Energy Metabolism	1	1	1
-Biosynthesis	-Energy Metabolism	3.36	7.542	6.705
-Other Enzymes	-Energy Metabolism	0.9521	1.765	1.287
Organismal Systems	-Energy Metabolism	0	0	0
-Immune System	-Energy Metabolism	0	0	0
-Endocrine System	-Energy Metabolism	0	0	0
-Circulatory System	-Energy Metabolism	0	0	0
-Digestive System	-Energy Metabolism	0	0	0
-Excretory System	-Energy Metabolism	0	0	0
-Nervous System	-Energy Metabolism	0	0	0
-Sensory System	-Energy Metabolism	0	0	0
-Development	-Energy Metabolism	0	0	0
-Environmental Adaptation	-Energy Metabolism	0	0	0
Human Diseases	-Energy Metabolism	0	0	0
-Cancers	-Energy Metabolism	0	0	0
-Immune System Diseases	-Energy Metabolism	0	0	0
-Neurodegenerative Diseases	-Energy Metabolism	0	0	0
-Cardiovascular Diseases	-Energy Metabolism	0	0	0
-Infectious Diseases	-Energy Metabolism	0	0	0
Not Mapped	-Energy Metabolism	3.554	6.652	4.606
-Not Mapped	-Energy Metabolism	3.554	6.652	4.606
TOTAL	-Biosynthesis	12.8	7.117	7.964
MAPPED	-Biosynthesis	11.74	6.235	7.277
Genetic Information Processing	-Biosynthesis	7.908	2.787	4.388
-Transcription	-Biosynthesis	0.3562	0.2181	0.2163
-Translation	-Biosynthesis	6.451	1.969	3.454
-Folding, Sorting and Degradation	-Biosynthesis	0.9003	0.4654	0.614
-DNA Maintenance	-Biosynthesis	0.2004	0.1347	0.104
Environmental Information Processing	-Biosynthesis	0.145	0.07295	0.08363
-Signal Transduction	-Biosynthesis	0.05573	0.04343	0.03569
-Signaling Molecules and Interaction	-Biosynthesis	0.08928	0.02951	0.04794
Cellular Processes	-Biosynthesis	0.9517	0.8742	0.5579
-Cell structure	-Biosynthesis	0.8937	0.8168	0.5279
-Stress Response	-Biosynthesis	0.0005082	0.02435	0.0004891
-Vesicular Transport	-Biosynthesis	2.633e-05	0.0006253	9.262e-06
-Cytoskeleton	-Biosynthesis	0.02076	0.0142	0.01386
-Cell Motility	-Biosynthesis	0.01238	0.008157	0.001834
-Cell Growth and Death	-Biosynthesis	0.02434	0.009991	0.01385
-Cell Communication	-Biosynthesis	0	0	0
Metabolism	-Biosynthesis	2.733	2.5	2.247
-Membrane Transport	-Biosynthesis	0.5212	0.5314	0.4674
-Central Carbon Metabolism	-Biosynthesis	0.6309	0.6022	0.4389
-Energy Metabolism	-Biosynthesis	0.2976	0.1326	0.1491
-Biosynthesis	-Biosynthesis	1	1	1
-Other Enzymes	-Biosynthesis	0.2833	0.234	0.1919
Organismal Systems	-Biosynthesis	0	0	0
-Immune System	-Biosynthesis	0	0	0
-Endocrine System	-Biosynthesis	0	0	0
-Circulatory System	-Biosynthesis	0	0	0
-Digestive System	-Biosynthesis	0	0	0
-Excretory System	-Biosynthesis	0	0	0
-Nervous System	-Biosynthesis	0	0	0
-Sensory System	-Biosynthesis	0	0	0
-Development	-Biosynthesis	0	0	0
-Environmental Adaptation	-Biosynthesis	0	0	0
Human Diseases	-Biosynthesis	0	0	0
-Cancers	-Biosynthesis	0	0	0
-Immune System Diseases	-Biosynthesis	0	0	0
-Neurodegenerative Diseases	-Biosynthesis	0	0	0
-Cardiovascular Diseases	-Biosynthesis	0	0	0
-Infectious Diseases	-Biosynthesis	0	0	0
Not Mapped	-Biosynthesis	1.058	0.8819	0.6869
-Not Mapped	-Biosynthesis	1.058	0.8819	0.6869
TOTAL	-Other Enzymes	45.16	30.41	41.5
MAPPED	-Other Enzymes	41.43	26.64	37.92
Genetic Information Processing	-Other Enzymes	27.91	11.91	22.87
-Transcription	-Other Enzymes	1.257	0.9319	1.127
-Translation	-Other Enzymes	22.77	8.414	18
-Folding, Sorting and Degradation	-Other Enzymes	3.177	1.989	3.199
-DNA Maintenance	-Other Enzymes	0.7073	0.5758	0.5421
Environmental Information Processing	-Other Enzymes	0.5118	0.3117	0.4358
-Signal Transduction	-Other Enzymes	0.1967	0.1856	0.186
-Signaling Molecules and Interaction	-Other Enzymes	0.3151	0.1261	0.2498
Cellular Processes	-Other Enzymes	3.359	3.735	2.907
-Cell structure	-Other Enzymes	3.154	3.49	2.751
-Stress Response	-Other Enzymes	0.001793	0.1041	0.002549
-Vesicular Transport	-Other Enzymes	9.294e-05	0.002672	4.827e-05
-Cytoskeleton	-Other Enzymes	0.07328	0.06068	0.07223
-Cell Motility	-Other Enzymes	0.0437	0.03485	0.009556
-Cell Growth and Death	-Other Enzymes	0.0859	0.04269	0.07216
-Cell Communication	-Other Enzymes	0	0	0
Metabolism	-Other Enzymes	9.646	10.68	11.71
-Membrane Transport	-Other Enzymes	1.84	2.271	2.436
-Central Carbon Metabolism	-Other Enzymes	2.227	2.573	2.287
-Energy Metabolism	-Other Enzymes	1.05	0.5666	0.7771
-Biosynthesis	-Other Enzymes	3.529	4.273	5.211
-Other Enzymes	-Other Enzymes	1	1	1
Organismal Systems	-Other Enzymes	0	0	0
-Immune System	-Other Enzymes	0	0	0
-Endocrine System	-Other Enzymes	0	0	0
-Circulatory System	-Other Enzymes	0	0	0
