Numerator	Denominator	eco Li complete	eco Li minimal	eco Li without methionine	eco Li complete	eco Li minimal	eco Li without methionine	eco Li complete	eco Li minimal	eco Li without methionine
-Neurodegenerative Diseases	Cellular Processes	0	1.042e-05	0.07587	0	0.0003521	0.08284	0	8.16e-06	0.1035
-Cardiovascular Diseases	Cellular Processes	0	0	0	0	0	0	0	0	0
-Metabolic Diseases	Cellular Processes	0	0	0.06167	0	0	0.0259	0	0	0.1247
-Infectious Diseases	Cellular Processes	0.003147	0.02155	0.1285	0.01355	0.02938	0.06627	0.005923	0.02234	0.2493
Not Mapped	Cellular Processes	1.113	1.122	1.127	1.01	1.016	1.019	1.226	1.234	1.238
-Not Mapped	Cellular Processes	1.113	1.122	1.127	1.01	1.016	1.019	1.226	1.234	1.238
TOTAL	-Cell structure	9.911	9.911	9.911	7.313	7.313	7.313	11.76	11.76	11.76
MAPPED	-Cell structure	8.728	8.728	8.728	6.234	6.234	6.234	10.46	10.46	10.46
Genetic Information Processing	-Cell structure	3.997	4.144	4.218	1.601	1.665	1.7	3.856	4.067	4.208
-Transcription	-Cell structure	0.1081	0.1521	0.1629	0.09243	0.109	0.1339	0.1372	0.1674	0.1991
-Translation	-Cell structure	3.286	3.306	3.319	1.141	1.149	1.155	3.063	3.081	3.094
-Folding, Sorting and Degradation	-Cell structure	0.3898	0.4969	0.5865	0.2318	0.2859	0.3375	0.4763	0.6288	0.791
-DNA Maintenance	-Cell structure	0.1419	0.1653	0.2256	0.09478	0.1072	0.1328	0.1343	0.1559	0.218
-RNA Family	-Cell structure	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Cell structure	0.1253	0.1322	0.1399	0.05968	0.06491	0.07033	0.1185	0.1243	0.13
-Signal Transduction	-Cell structure	0.02539	0.0323	0.04006	0.02359	0.02789	0.03425	0.02771	0.03351	0.03924
-Signaling Molecules and Interaction	-Cell structure	0.09987	0.09987	0.0999	0.03609	0.03609	0.03702	0.09078	0.09078	0.09079
Cellular Processes	-Cell structure	1.049	1.052	1.061	1.058	1.06	1.067	1.05	1.054	1.059
-Cell structure	-Cell structure	1	1	1	1	1	1	1	1	1
-Crystallins	-Cell structure	0	0	0	0	0	0	0	0	0
-Stress Response	-Cell structure	0.0005686	0.0005686	0.0005686	0.02981	0.02981	0.02981	0.0009266	0.0009266	0.0009266
-Vesicular Transport	-Cell structure	0	0	0	0	0	0	0	0	0
-Cytoskeleton	-Cell structure	0.02031	0.02031	0.02031	0.01446	0.01446	0.01446	0.02262	0.02262	0.02262
-Cell Motility	-Cell structure	0.0009527	0.002069	0.007032	0.001248	0.002228	0.00526	0.0001996	0.001156	0.001527
-Cell Growth and Death	-Cell structure	0.02723	0.02919	0.03423	0.01223	0.01397	0.01829	0.02623	0.029	0.03523
-Cell Communication	-Cell structure	0	0	0	0	0	0	0	0	0
Metabolism	-Cell structure	3.211	3.297	3.327	3.274	3.37	3.386	4.934	5.044	5.074
-Membrane Transport	-Cell structure	0.5708	0.5833	0.6162	0.5964	0.6187	0.6313	0.8798	0.8957	0.9102
-Central Carbon Metabolism	-Cell structure	0.5591	0.6248	0.6684	0.4777	0.5195	0.5966	0.5826	0.6708	0.7083
-Energy Metabolism	-Cell structure	0.1636	0.2019	0.2156	0.09161	0.14	0.1803	0.1666	0.2132	0.2462
-Biosynthesis	-Cell structure	0.8354	0.8986	0.9738	0.8956	1.06	1.187	1.151	2.035	2.103
-Other Enzymes	-Cell structure	0.8643	0.9757	1.037	0.8102	0.9608	1.119	0.9672	1.22	2.096
Organismal Systems	-Cell structure	0	0.0004306	0.000786	0	0.0005399	0.001771	0	0.0003577	0.0006066
-Immune System	-Cell structure	0	0	0	0	0	0	0	0	0
-Endocrine System	-Cell structure	0	0	0.0004306	0	0	0.0002903	0	0	0.0003577
-Circulatory System	-Cell structure	0	0	0	0	0	0	0	0	0
-Digestive System	-Cell structure	0	0	3.648e-05	0	0	0.0009406	0	0	3.687e-08
-Excretory System	-Cell structure	0	0	0.0003189	0	0	0.0005399	0	0	0.0002488
-Nervous System	-Cell structure	0	0	0	0	0	0	0	0	0
-Sensory System	-Cell structure	0	0	0	0	0	0	0	0	0
-Development	-Cell structure	0	0	0	0	0	0	0	0	0
-Environmental Adaptation	-Cell structure	0	0	0.0004306	0	0	0.0002903	0	0	0.0003577
Human Diseases	-Cell structure	0.02232	0.07626	0.2232	0.02339	0.04997	0.1579	0.02271	0.1384	0.371
-Cancers	-Cell structure	0	0.0005292	0.0005292	0	0.000898	0.000898	0	0.0006308	0.0006308
-Immune System Diseases	-Cell structure	0	0	0.0005486	0	0	0.0003955	0	0	0.0007561
-Neurodegenerative Diseases	-Cell structure	0	1.102e-05	0.07973	0	0.0003745	0.08802	0	8.601e-06	0.1089
-Cardiovascular Diseases	-Cell structure	0	0	0	0	0	0	0	0	0
-Metabolic Diseases	-Cell structure	0	0	0.06505	0	0	0.02752	0	0	0.1314
-Infectious Diseases	-Cell structure	0.003327	0.02287	0.1366	0.01434	0.03134	0.07012	0.006231	0.02365	0.2618
Not Mapped	-Cell structure	1.183	1.183	1.183	1.079	1.079	1.079	1.301	1.301	1.301
-Not Mapped	-Cell structure	1.183	1.183	1.183	1.079	1.079	1.079	1.301	1.301	1.301
TOTAL	-Crystallins	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
MAPPED	-Crystallins	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Genetic Information Processing	-Crystallins	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Transcription	-Crystallins	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Translation	-Crystallins	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Folding, Sorting and Degradation	-Crystallins	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-DNA Maintenance	-Crystallins	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-RNA Family	-Crystallins	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Environmental Information Processing	-Crystallins	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Signal Transduction	-Crystallins	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Signaling Molecules and Interaction	-Crystallins	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Cellular Processes	-Crystallins	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell structure	-Crystallins	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Crystallins	-Crystallins	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Stress Response	-Crystallins	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Vesicular Transport	-Crystallins	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Cytoskeleton	-Crystallins	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell Motility	-Crystallins	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell Growth and Death	-Crystallins	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell Communication	-Crystallins	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Metabolism	-Crystallins	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Membrane Transport	-Crystallins	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Central Carbon Metabolism	-Crystallins	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Energy Metabolism	-Crystallins	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Biosynthesis	-Crystallins	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Other Enzymes	-Crystallins	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Organismal Systems	-Crystallins	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Immune System	-Crystallins	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Endocrine System	-Crystallins	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN
-Circulatory System	-Crystallins	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Digestive System	-Crystallins	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN
-Excretory System	-Crystallins	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN
-Nervous System	-Crystallins	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Sensory System	-Crystallins	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Development	-Crystallins	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Environmental Adaptation	-Crystallins	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN
Human Diseases	-Crystallins	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cancers	-Crystallins	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN
-Immune System Diseases	-Crystallins	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN
-Neurodegenerative Diseases	-Crystallins	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN
-Cardiovascular Diseases	-Crystallins	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Metabolic Diseases	-Crystallins	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN
-Infectious Diseases	-Crystallins	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Not Mapped	-Crystallins	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Not Mapped	-Crystallins	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
TOTAL	-Stress Response	17430	17430	17430	245.3	245.3	245.3	12700	12700	12700
MAPPED	-Stress Response	15350	15350	15350	209.1	209.1	209.1	11290	11290	11290
Genetic Information Processing	-Stress Response	7029	7288	7417	53.71	55.85	57.04	4162	4389	4541
-Transcription	-Stress Response	190	267.5	286.4	3.1	3.655	4.492	148	180.7	214.9
-Translation	-Stress Response	5779	5815	5837	38.27	38.54	38.74	3306	3325	3339
-Folding, Sorting and Degradation	-Stress Response	685.6	873.8	1031	7.774	9.591	11.32	514	678.7	853.6
-DNA Maintenance	-Stress Response	249.6	290.7	396.8	3.179	3.596	4.456	144.9	168.3	235.2
-RNA Family	-Stress Response	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Stress Response	220.3	232.4	246.1	2.002	2.177	2.359	127.9	134.1	140.3
-Signal Transduction	-Stress Response	44.66	56.8	70.46	0.7914	0.9356	1.149	29.91	36.16	42.35
-Signaling Molecules and Interaction	-Stress Response	175.6	175.6	175.7	1.21	1.21	1.242	97.97	97.97	97.99
Cellular Processes	-Stress Response	1846	1850	1867	35.49	35.57	35.78	1133	1137	1143
-Cell structure	-Stress Response	1759	1759	1759	33.54	33.54	33.54	1079	1079	1079
-Crystallins	-Stress Response	0	0	0	0	0	0	0	0	0
-Stress Response	-Stress Response	1	1	1	1	1	1	1	1	1
-Vesicular Transport	-Stress Response	0	0	0	0	0	0	0	0	0
-Cytoskeleton	-Stress Response	35.72	35.72	35.72	0.4851	0.4851	0.4851	24.41	24.41	24.41
-Cell Motility	-Stress Response	1.676	3.639	12.37	0.04187	0.07473	0.1764	0.2154	1.247	1.648
-Cell Growth and Death	-Stress Response	47.89	51.34	60.19	0.4103	0.4687	0.6135	28.31	31.29	38.02
-Cell Communication	-Stress Response	0	0	0	0	0	0	0	0	0
Metabolism	-Stress Response	5647	5798	5850	109.8	113	113.6	5324	5444	5476
-Membrane Transport	-Stress Response	1004	1026	1084	20	20.75	21.18	949.4	966.7	982.3
-Central Carbon Metabolism	-Stress Response	983.3	1099	1175	16.02	17.43	20.01	628.7	723.9	764.4
-Energy Metabolism	-Stress Response	287.7	355	379.1	3.073	4.697	6.047	179.7	230.1	265.7
-Biosynthesis	-Stress Response	1469	1580	1713	30.04	35.55	39.82	1243	2196	2270
-Other Enzymes	-Stress Response	1520	1716	1824	27.18	32.23	37.52	1044	1316	2262
Organismal Systems	-Stress Response	0	0.7573	1.382	0	0.01811	0.05939	0	0.3861	0.6547
-Immune System	-Stress Response	0	0	0	0	0	0	0	0	0
-Endocrine System	-Stress Response	0	0	0.7573	0	0	0.009735	0	0	0.3861
-Circulatory System	-Stress Response	0	0	0	0	0	0	0	0	0
-Digestive System	-Stress Response	0	0	0.06415	0	0	0.03155	0	0	3.979e-05
-Excretory System	-Stress Response	0	0	0.5609	0	0	0.01811	0	0	0.2685
-Nervous System	-Stress Response	0	0	0	0	0	0	0	0	0
-Sensory System	-Stress Response	0	0	0	0	0	0	0	0	0
-Development	-Stress Response	0	0	0	0	0	0	0	0	0
-Environmental Adaptation	-Stress Response	0	0	0.7573	0	0	0.009735	0	0	0.3861
Human Diseases	-Stress Response	39.24	134.1	392.5	0.7847	1.676	5.295	24.51	149.3	400.4
-Cancers	-Stress Response	0	0.9306	0.9306	0	0.03012	0.03012	0	0.6807	0.6807
-Immune System Diseases	-Stress Response	0	0	0.9648	0	0	0.01327	0	0	0.8159
-Neurodegenerative Diseases	-Stress Response	0	0.01938	140.2	0	0.01256	2.952	0	0.009282	117.5
-Cardiovascular Diseases	-Stress Response	0	0	0	0	0	0	0	0	0
-Metabolic Diseases	-Stress Response	0	0	114.4	0	0	0.923	0	0	141.9
-Infectious Diseases	-Stress Response	5.851	40.22	240.2	0.481	1.051	2.352	6.724	25.52	282.5
Not Mapped	-Stress Response	2081	2081	2081	36.2	36.2	36.2	1404	1404	1404
-Not Mapped	-Stress Response	2081	2081	2081	36.2	36.2	36.2	1404	1404	1404
TOTAL	-Vesicular Transport	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
MAPPED	-Vesicular Transport	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Genetic Information Processing	-Vesicular Transport	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Transcription	-Vesicular Transport	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Translation	-Vesicular Transport	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Folding, Sorting and Degradation	-Vesicular Transport	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-DNA Maintenance	-Vesicular Transport	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-RNA Family	-Vesicular Transport	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Environmental Information Processing	-Vesicular Transport	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Signal Transduction	-Vesicular Transport	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Signaling Molecules and Interaction	-Vesicular Transport	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Cellular Processes	-Vesicular Transport	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell structure	-Vesicular Transport	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Crystallins	-Vesicular Transport	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Stress Response	-Vesicular Transport	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Vesicular Transport	-Vesicular Transport	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Cytoskeleton	-Vesicular Transport	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell Motility	-Vesicular Transport	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell Growth and Death	-Vesicular Transport	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell Communication	-Vesicular Transport	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Metabolism	-Vesicular Transport	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Membrane Transport	-Vesicular Transport	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Central Carbon Metabolism	-Vesicular Transport	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Energy Metabolism	-Vesicular Transport	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Biosynthesis	-Vesicular Transport	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Other Enzymes	-Vesicular Transport	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Organismal Systems	-Vesicular Transport	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Immune System	-Vesicular Transport	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Endocrine System	-Vesicular Transport	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN
-Circulatory System	-Vesicular Transport	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Digestive System	-Vesicular Transport	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN
-Excretory System	-Vesicular Transport	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN
-Nervous System	-Vesicular Transport	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Sensory System	-Vesicular Transport	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Development	-Vesicular Transport	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Environmental Adaptation	-Vesicular Transport	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN
Human Diseases	-Vesicular Transport	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cancers	-Vesicular Transport	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN
-Immune System Diseases	-Vesicular Transport	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN
-Neurodegenerative Diseases	-Vesicular Transport	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN
-Cardiovascular Diseases	-Vesicular Transport	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Metabolic Diseases	-Vesicular Transport	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN
-Infectious Diseases	-Vesicular Transport	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Not Mapped	-Vesicular Transport	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Not Mapped	-Vesicular Transport	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
TOTAL	-Cytoskeleton	487.9	487.9	487.9	505.7	505.7	505.7	520.1	520.1	520.1
MAPPED	-Cytoskeleton	429.7	429.7	429.7	431	431	431	462.6	462.6	462.6
Genetic Information Processing	-Cytoskeleton	196.8	204	207.6	110.7	115.1	117.6	170.5	179.8	186
-Transcription	-Cytoskeleton	5.319	7.489	8.018	6.391	7.535	9.261	6.064	7.403	8.805
-Translation	-Cytoskeleton	161.8	162.8	163.4	78.9	79.45	79.87	135.4	136.2	136.8
-Folding, Sorting and Degradation	-Cytoskeleton	19.19	24.46	28.87	16.03	19.77	23.34	21.06	27.8	34.97
-DNA Maintenance	-Cytoskeleton	6.987	8.137	11.11	6.554	7.414	9.186	5.937	6.895	9.638
-RNA Family	-Cytoskeleton	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Cytoskeleton	6.167	6.507	6.889	4.127	4.489	4.863	5.239	5.496	5.749
-Signal Transduction	-Cytoskeleton	1.25	1.59	1.972	1.631	1.929	2.368	1.225	1.481	1.735
-Signaling Molecules and Interaction	-Cytoskeleton	4.916	4.916	4.918	2.495	2.495	2.56	4.014	4.014	4.014
Cellular Processes	-Cytoskeleton	51.66	51.8	52.25	73.16	73.33	73.77	46.43	46.6	46.83
-Cell structure	-Cytoskeleton	49.23	49.23	49.23	69.15	69.15	69.15	44.21	44.21	44.21
-Crystallins	-Cytoskeleton	0	0	0	0	0	0	0	0	0
-Stress Response	-Cytoskeleton	0.02799	0.02799	0.02799	2.062	2.062	2.062	0.04097	0.04097	0.04097
-Vesicular Transport	-Cytoskeleton	0	0	0	0	0	0	0	0	0
-Cytoskeleton	-Cytoskeleton	1	1	1	1	1	1	1	1	1
-Cell Motility	-Cytoskeleton	0.0469	0.1019	0.3462	0.08632	0.1541	0.3637	0.008825	0.0511	0.06752
-Cell Growth and Death	-Cytoskeleton	1.341	1.437	1.685	0.8458	0.9663	1.265	1.16	1.282	1.558
-Cell Communication	-Cytoskeleton	0	0	0	0	0	0	0	0	0
Metabolism	-Cytoskeleton	158.1	162.3	163.8	226.4	233	234.1	218.1	223	224.3
-Membrane Transport	-Cytoskeleton	28.1	28.72	30.33	41.24	42.78	43.66	38.9	39.6	40.24
-Central Carbon Metabolism	-Cytoskeleton	27.53	30.76	32.9	33.03	35.92	41.26	25.76	29.66	31.31
-Energy Metabolism	-Cytoskeleton	8.054	9.939	10.61	6.334	9.683	12.47	7.364	9.428	10.88
-Biosynthesis	-Cytoskeleton	41.13	44.24	47.94	61.92	73.28	82.09	50.9	89.96	92.99
-Other Enzymes	-Cytoskeleton	42.55	48.03	51.06	56.02	66.43	77.35	42.76	53.93	92.68
Organismal Systems	-Cytoskeleton	0	0.0212	0.0387	0	0.03733	0.1224	0	0.01582	0.02682
-Immune System	-Cytoskeleton	0	0	0	0	0	0	0	0	0
-Endocrine System	-Cytoskeleton	0	0	0.0212	0	0	0.02007	0	0	0.01582
-Circulatory System	-Cytoskeleton	0	0	0	0	0	0	0	0	0
-Digestive System	-Cytoskeleton	0	0	0.001796	0	0	0.06504	0	0	1.63e-06
-Excretory System	-Cytoskeleton	0	0	0.0157	0	0	0.03733	0	0	0.011
-Nervous System	-Cytoskeleton	0	0	0	0	0	0	0	0	0
-Sensory System	-Cytoskeleton	0	0	0	0	0	0	0	0	0
-Development	-Cytoskeleton	0	0	0	0	0	0	0	0	0
-Environmental Adaptation	-Cytoskeleton	0	0	0.0212	0	0	0.02007	0	0	0.01582
Human Diseases	-Cytoskeleton	1.099	3.754	10.99	1.618	3.455	10.91	1.004	6.118	16.4
-Cancers	-Cytoskeleton	0	0.02605	0.02605	0	0.06209	0.06209	0	0.02789	0.02789
-Immune System Diseases	-Cytoskeleton	0	0	0.02701	0	0	0.02735	0	0	0.03343
-Neurodegenerative Diseases	-Cytoskeleton	0	0.0005426	3.925	0	0.0259	6.086	0	0.0003803	4.815
-Cardiovascular Diseases	-Cytoskeleton	0	0	0	0	0	0	0	0	0
-Metabolic Diseases	-Cytoskeleton	0	0	3.202	0	0	1.903	0	0	5.812
-Infectious Diseases	-Cytoskeleton	0.1638	1.126	6.724	0.9917	2.167	4.848	0.2755	1.046	11.57
Not Mapped	-Cytoskeleton	58.26	58.26	58.26	74.64	74.64	74.64	57.53	57.53	57.53
-Not Mapped	-Cytoskeleton	58.26	58.26	58.26	74.64	74.64	74.64	57.53	57.53	57.53
TOTAL	-Cell Motility	1229	4661	9885	1191	3230	5797	4863	9711	42300
MAPPED	-Cell Motility	1082	4105	8705	1015	2754	4942	4325	8637	37630
Genetic Information Processing	-Cell Motility	503.8	1974	4204	266.5	736.1	1334	1631	3468	15130
-Transcription	-Cell Motility	15.37	71.55	171	17.75	46.49	101.3	77.13	125.1	716.2
-Translation	-Cell Motility	413.3	1558	3298	189.1	508	915.6	1284	2549	11080
-Folding, Sorting and Degradation	-Cell Motility	53.83	246	521.5	43.52	126.3	232.5	214.1	587.5	2844
-DNA Maintenance	-Cell Motility	17.6	97.83	173.5	15.44	55.76	84.99	55.51	171.3	770.5
-RNA Family	-Cell Motility	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Cell Motility	16.87	63.52	136.6	10.71	30.92	51.46	51.58	97.82	468.2
-Signal Transduction	-Cell Motility	3.611	16.55	32.22	4.802	14.98	22.11	14.05	27.79	147.3
-Signaling Molecules and Interaction	-Cell Motility	12.38	46.97	99.6	5.878	15.94	29.14	37.53	74.94	326.5
Cellular Processes	-Cell Motility	131.8	494.3	1054	174.1	467.9	839.3	438.7	873.7	3809
-Cell structure	-Cell Motility	124	470.3	997.4	162.9	441.7	792.7	413.4	825.5	3596
-Crystallins	-Cell Motility	0	0	0	0	0	0	0	0	0
-Stress Response	-Cell Motility	0.07051	0.2674	0.5671	4.856	13.17	23.63	0.3831	0.7649	3.332
-Vesicular Transport	-Cell Motility	0	0	0	0	0	0	0	0	0
-Cytoskeleton	-Cell Motility	2.519	9.553	20.26	2.356	6.388	11.46	9.35	18.67	81.34
-Cell Motility	-Cell Motility	1	1	1	1	1	1	1	1	1
-Cell Growth and Death	-Cell Motility	4.207	13.13	32.05	2.702	5.619	13.33	14.56	25.38	127.5
-Cell Communication	-Cell Motility	0	0	0	0	0	0	0	0	0
Metabolism	-Cell Motility	412.7	1531	3288	550	1469	2682	2094	4162	18160
-Membrane Transport	-Cell Motility	76.4	268.5	575.2	102.8	269.8	486.7	376.3	750.6	3204
-Central Carbon Metabolism	-Cell Motility	78.62	310.1	578.3	86.4	236.8	407.2	287.1	539.2	2412
-Energy Metabolism	-Cell Motility	26.73	80.47	206.7	26.34	60.99	132.8	101.8	167.7	776.7
-Biosynthesis	-Cell Motility	122.4	403.7	930.1	197.7	438	740.6	783.8	1736	7088
-Other Enzymes	-Cell Motility	108.5	448.9	997.6	134.9	407.9	880.7	449.7	1081	7410
Organismal Systems	-Cell Motility	0	0.06135	0.7661	0	0.2385	1.394	0	0.1809	2.144
-Immune System	-Cell Motility	0	0	0	0	0	0	0	0	0
-Endocrine System	-Cell Motility	0	0	0.1864	0	0	0.1199	0	0	0.3095
-Circulatory System	-Cell Motility	0	0	0	0	0	0	0	0	0
-Digestive System	-Cell Motility	0	0	0.03555	0	0	0.7405	0	0	0.0001303
-Excretory System	-Cell Motility	0	0	0.1541	0	0	0.2423	0	0	0.1809
-Nervous System	-Cell Motility	0	0	0	0	0	0	0	0	0
-Sensory System	-Cell Motility	0	0	0	0	0	0	0	0	0
-Development	-Cell Motility	0	0	0	0	0	0	0	0	0
-Environmental Adaptation	-Cell Motility	0	0	0.06124	0	0	0.05574	0	0	0.2953
Human Diseases	-Cell Motility	5.855	25.24	217.5	9.5	18.74	124.3	17.92	109.7	1311
-Cancers	-Cell Motility	0	0.07539	0.5158	0	0.1707	0.7069	0	0.413	2.23
-Immune System Diseases	-Cell Motility	0	0	0.2593	0	0	0.199	0	0	0.6241
-Neurodegenerative Diseases	-Cell Motility	0	0.00157	72.74	0	0.0712	64.35	0	0.005632	384.8
-Cardiovascular Diseases	-Cell Motility	0	0	0	0	0	0	0	0	0
-Metabolic Diseases	-Cell Motility	0	0	63.39	0	0	21.67	0	0	464.6
-Infectious Diseases	-Cell Motility	0.474	11.2	75.88	4.027	13.97	32.6	4.133	46.02	459.5
Not Mapped	-Cell Motility	146.7	556.6	1180	175.8	476.8	855.7	537.9	1074	4679
-Not Mapped	-Cell Motility	146.7	556.6	1180	175.8	476.8	855.7	537.9	1074	4679
TOTAL	-Cell Growth and Death	285.5	335.6	361.1	392.7	514.6	589.1	331.8	401	445.1
MAPPED	-Cell Growth and Death	251.4	295.5	318	334.7	438.6	502.2	295.1	356.7	395.9
Genetic Information Processing	-Cell Growth and Death	118.7	140.8	150.4	89.45	116.5	131	112	137.8	155
-Transcription	-Cell Growth and Death	3.226	4.499	5.692	5.315	7.191	9.616	4.083	5.305	6.98
-Translation	-Cell Growth and Death	95.23	111.3	120.9	61.57	80.29	92.87	86.89	104.4	116.7
