Numerator	Denominator	eco Li complete	eco Li minimal	eco Li without methionine
Human Diseases	MAPPED	0.02557	0.02532	0.03546
-Cancers	MAPPED	6.063e-05	0.000144	6.029e-05
-Immune System Diseases	MAPPED	6.285e-05	6.345e-05	7.226e-05
-Neurodegenerative Diseases	MAPPED	0.009136	0.01412	0.01041
-Cardiovascular Diseases	MAPPED	0	0	0
-Metabolic Diseases	MAPPED	0.007453	0.004415	0.01256
-Infectious Diseases	MAPPED	0.01565	0.01125	0.02502
Not Mapped	MAPPED	0.1356	0.1732	0.1244
-Not Mapped	MAPPED	0.1356	0.1732	0.1244
TOTAL	Genetic Information Processing	2.439	4.47	2.981
MAPPED	Genetic Information Processing	2.148	3.81	2.652
Genetic Information Processing	Genetic Information Processing	1	1	1
-Transcription	Genetic Information Processing	0.0393	0.07806	0.04733
-Translation	Genetic Information Processing	0.8203	0.7095	0.7874
-Folding, Sorting and Degradation	Genetic Information Processing	0.1391	0.1967	0.188
-DNA Maintenance	Genetic Information Processing	0.05509	0.07978	0.05493
-RNA Family	Genetic Information Processing	0	0	0
Environmental Information Processing	Genetic Information Processing	0.03405	0.04262	0.03229
-Signal Transduction	Genetic Information Processing	0.009748	0.02075	0.009567
-Signaling Molecules and Interaction	Genetic Information Processing	0.02458	0.02223	0.02301
Cellular Processes	Genetic Information Processing	0.2617	0.6532	0.2689
-Cell structure	Genetic Information Processing	0.2461	0.6112	0.2534
-Crystallins	Genetic Information Processing	0	0	0
-Stress Response	Genetic Information Processing	0.00014	0.01822	0.0002348
-Vesicular Transport	Genetic Information Processing	0	0	0
-Cytoskeleton	Genetic Information Processing	0.005	0.00884	0.005732
-Cell Motility	Genetic Information Processing	0.001687	0.003178	0.000362
-Cell Growth and Death	Genetic Information Processing	0.008236	0.01086	0.008426
-Cell Communication	Genetic Information Processing	0	0	0
Metabolism	Genetic Information Processing	0.8192	2.064	1.284
-Membrane Transport	Genetic Information Processing	0.1505	0.3859	0.2307
-Central Carbon Metabolism	Genetic Information Processing	0.1585	0.3478	0.176
-Energy Metabolism	Genetic Information Processing	0.05306	0.1089	0.06239
-Biosynthesis	Genetic Information Processing	0.2377	0.7174	0.5202
-Other Enzymes	Genetic Information Processing	0.2459	0.6718	0.5054
Organismal Systems	Genetic Information Processing	0.0001919	0.001063	0.0001529
-Immune System	Genetic Information Processing	0	0	0
-Endocrine System	Genetic Information Processing	0.000106	0.0001774	9.066e-05
-Circulatory System	Genetic Information Processing	0	0	0
-Digestive System	Genetic Information Processing	8.802e-06	0.0005588	9.06e-09
-Excretory System	Genetic Information Processing	7.76e-05	0.0003242	6.228e-05
-Nervous System	Genetic Information Processing	0	0	0
-Sensory System	Genetic Information Processing	0	0	0
-Development	Genetic Information Processing	0	0	0
-Environmental Adaptation	Genetic Information Processing	0.0001021	0.0001728	8.514e-05
Human Diseases	Genetic Information Processing	0.05448	0.0948	0.09349
-Cancers	Genetic Information Processing	0.0001324	0.0005608	0.0001636
-Immune System Diseases	Genetic Information Processing	0.0001314	0.0002355	0.0001799
-Neurodegenerative Diseases	Genetic Information Processing	0.01947	0.05286	0.02745
-Cardiovascular Diseases	Genetic Information Processing	0	0	0
-Metabolic Diseases	Genetic Information Processing	0.0157	0.01653	0.03232
-Infectious Diseases	Genetic Information Processing	0.03362	0.04379	0.06711
Not Mapped	Genetic Information Processing	0.2913	0.6598	0.3297
-Not Mapped	Genetic Information Processing	0.2913	0.6598	0.3297
TOTAL	-Transcription	90.86	76.22	85.59
MAPPED	-Transcription	80.01	64.97	76.12
Genetic Information Processing	-Transcription	37.55	17.25	28.93
-Transcription	-Transcription	1	1	1
-Translation	-Transcription	30.28	11.89	22.42
-Folding, Sorting and Degradation	-Transcription	4.508	3.188	4.696
-DNA Maintenance	-Transcription	2.001	1.259	1.509
-RNA Family	-Transcription	0	0	0
Environmental Information Processing	-Transcription	1.159	0.6857	0.896
-Signal Transduction	-Transcription	0.2727	0.335	0.2682
-Signaling Molecules and Interaction	-Transcription	0.9158	0.3761	0.6605
Cellular Processes	-Transcription	9.67	11.09	7.701
-Cell structure	-Transcription	9.167	10.42	7.276
-Crystallins	-Transcription	0	0	0
-Stress Response	-Transcription	0.005213	0.3107	0.006742
-Vesicular Transport	-Transcription	0	0	0
-Cytoskeleton	-Transcription	0.1862	0.1507	0.1646
-Cell Motility	-Transcription	0.05631	0.05482	0.009005
-Cell Growth and Death	-Transcription	0.3015	0.1614	0.2408
-Cell Communication	-Transcription	0	0	0
Metabolism	-Transcription	30.26	35.4	36.01
-Membrane Transport	-Transcription	5.461	6.454	6.535
-Central Carbon Metabolism	-Transcription	5.375	5.168	4.414
-Energy Metabolism	-Transcription	1.749	1.682	1.521
-Biosynthesis	-Transcription	8.484	12.37	14.42
-Other Enzymes	-Transcription	9.03	10.6	12.39
Organismal Systems	-Transcription	0.007206	0.01678	0.004423
-Immune System	-Transcription	0	0	0
-Endocrine System	-Transcription	0.003455	0.003025	0.002474
-Circulatory System	-Transcription	0	0	0
-Digestive System	-Transcription	0.0002312	0.00836	1.969e-07
-Excretory System	-Transcription	0.002097	0.005115	0.001486
-Nervous System	-Transcription	0	0	0
-Sensory System	-Transcription	0	0	0
-Development	-Transcription	0	0	0
-Environmental Adaptation	-Transcription	0.003948	0.00275	0.002603
Human Diseases	-Transcription	2.046	1.495	2.705
-Cancers	-Transcription	0.004851	0.009359	0.004599
-Immune System Diseases	-Transcription	0.003624	0.004279	0.004069
-Neurodegenerative Diseases	-Transcription	0.7274	0.8339	0.7767
-Cardiovascular Diseases	-Transcription	0	0	0
-Metabolic Diseases	-Transcription	0.5218	0.2607	0.9091
-Infectious Diseases	-Transcription	0.887	0.6435	1.419
Not Mapped	-Transcription	10.85	11.25	9.466
-Not Mapped	-Transcription	10.85	11.25	9.466
TOTAL	-Translation	3.009	6.393	3.831
MAPPED	-Translation	2.65	5.449	3.408
Genetic Information Processing	-Translation	1.275	1.486	1.366
-Transcription	-Translation	0.04907	0.1168	0.06464
-Translation	-Translation	1	1	1
-Folding, Sorting and Degradation	-Translation	0.1774	0.2943	0.2567
-DNA Maintenance	-Translation	0.06833	0.1156	0.07088
-RNA Family	-Translation	0	0	0
Environmental Information Processing	-Translation	0.04239	0.06148	0.0423
-Signal Transduction	-Translation	0.01214	0.02994	0.01272
-Signaling Molecules and Interaction	-Translation	0.03033	0.03222	0.02957
Cellular Processes	-Translation	0.32	0.928	0.3438
-Cell structure	-Translation	0.3036	0.8742	0.3257
-Crystallins	-Translation	0	0	0
-Stress Response	-Translation	0.0001726	0.02606	0.0003018
-Vesicular Transport	-Translation	0	0	0
-Cytoskeleton	-Translation	0.006167	0.01264	0.007367
-Cell Motility	-Translation	0.002136	0.00461	0.0004969
-Cell Growth and Death	-Translation	0.01027	0.01576	0.01134
-Cell Communication	-Translation	0	0	0
Metabolism	-Translation	1.005	2.96	1.641
-Membrane Transport	-Translation	0.1849	0.5439	0.2945
-Central Carbon Metabolism	-Translation	0.2029	0.5203	0.2305
-Energy Metabolism	-Translation	0.06468	0.158	0.07923
-Biosynthesis	-Translation	0.2949	1.04	0.6811
-Other Enzymes	-Translation	0.3149	0.9736	0.6817
Organismal Systems	-Translation	0.0002387	0.001547	0.0001974
-Immune System	-Translation	0	0	0
-Endocrine System	-Translation	0.0001311	0.0002544	0.0001168
-Circulatory System	-Translation	0	0	0
-Digestive System	-Translation	1.105e-05	0.0008186	1.199e-08
-Excretory System	-Translation	9.663e-05	0.0004717	8.096e-05
-Nervous System	-Translation	0	0	0
-Sensory System	-Translation	0	0	0
-Development	-Translation	0	0	0
-Environmental Adaptation	-Translation	0.0001298	0.0002524	0.0001158
Human Diseases	-Translation	0.06758	0.1374	0.1206
-Cancers	-Translation	0.0001611	0.0007869	0.0002059
-Immune System Diseases	-Translation	0.0001664	0.0003456	0.0002448
-Neurodegenerative Diseases	-Translation	0.02406	0.07654	0.0353
-Cardiovascular Diseases	-Translation	0	0	0
-Metabolic Diseases	-Translation	0.0197	0.02395	0.04274
-Infectious Diseases	-Translation	0.04098	0.06082	0.08487
Not Mapped	-Translation	0.3593	0.9436	0.4238
-Not Mapped	-Translation	0.3593	0.9436	0.4238
TOTAL	-Folding, Sorting and Degradation	24.55	31.12	24.65
MAPPED	-Folding, Sorting and Degradation	21.62	26.53	21.93
Genetic Information Processing	-Folding, Sorting and Degradation	9.899	6.814	8.096
-Transcription	-Folding, Sorting and Degradation	0.3547	0.4637	0.3603
-Translation	-Folding, Sorting and Degradation	8.219	4.906	6.434
-Folding, Sorting and Degradation	-Folding, Sorting and Degradation	1	1	1
-DNA Maintenance	-Folding, Sorting and Degradation	0.4914	0.4784	0.4052
-RNA Family	-Folding, Sorting and Degradation	0	0	0
Environmental Information Processing	-Folding, Sorting and Degradation	0.3134	0.2606	0.2497
-Signal Transduction	-Folding, Sorting and Degradation	0.09169	0.1273	0.07748
-Signaling Molecules and Interaction	-Folding, Sorting and Degradation	0.2473	0.1536	0.1902
Cellular Processes	-Folding, Sorting and Degradation	2.599	4.503	2.205
-Cell structure	-Folding, Sorting and Degradation	2.477	4.256	2.096
-Crystallins	-Folding, Sorting and Degradation	0	0	0
-Stress Response	-Folding, Sorting and Degradation	0.001408	0.1269	0.001942
-Vesicular Transport	-Folding, Sorting and Degradation	0	0	0
-Cytoskeleton	-Folding, Sorting and Degradation	0.05031	0.06154	0.0474
-Cell Motility	-Folding, Sorting and Degradation	0.01249	0.0172	0.002883
-Cell Growth and Death	-Folding, Sorting and Degradation	0.07489	0.06099	0.0614
-Cell Communication	-Folding, Sorting and Degradation	0	0	0
Metabolism	-Folding, Sorting and Degradation	8.214	14.21	10.53
-Membrane Transport	-Folding, Sorting and Degradation	1.482	2.633	1.903
-Central Carbon Metabolism	-Folding, Sorting and Degradation	1.547	2.188	1.409
-Energy Metabolism	-Folding, Sorting and Degradation	0.4966	0.6443	0.4529
-Biosynthesis	-Folding, Sorting and Degradation	2.143	4.543	4.211
-Other Enzymes	-Folding, Sorting and Degradation	2.217	4.186	2.89
Organismal Systems	-Folding, Sorting and Degradation	0.001712	0.006377	0.001128
-Immune System	-Folding, Sorting and Degradation	0	0	0
-Endocrine System	-Folding, Sorting and Degradation	0.0009921	0.001086	0.0006907
-Circulatory System	-Folding, Sorting and Degradation	0	0	0
-Digestive System	-Folding, Sorting and Degradation	7.342e-05	0.003207	5.864e-08
-Excretory System	-Folding, Sorting and Degradation	0.0006945	0.001944	0.0004626
-Nervous System	-Folding, Sorting and Degradation	0	0	0
-Sensory System	-Folding, Sorting and Degradation	0	0	0
-Development	-Folding, Sorting and Degradation	0	0	0
-Environmental Adaptation	-Folding, Sorting and Degradation	0.000746	0.0009302	0.0004654
Human Diseases	-Folding, Sorting and Degradation	0.486	0.5684	0.6897
-Cancers	-Folding, Sorting and Degradation	0.001311	0.003821	0.001324
-Immune System Diseases	-Folding, Sorting and Degradation	0.001054	0.001349	0.0009835
-Neurodegenerative Diseases	-Folding, Sorting and Degradation	0.1736	0.317	0.2025
-Cardiovascular Diseases	-Folding, Sorting and Degradation	0	0	0
-Metabolic Diseases	-Folding, Sorting and Degradation	0.1309	0.09384	0.209
-Infectious Diseases	-Folding, Sorting and Degradation	0.344	0.2984	0.5449
Not Mapped	-Folding, Sorting and Degradation	2.931	4.593	2.727
-Not Mapped	-Folding, Sorting and Degradation	2.931	4.593	2.727
TOTAL	-DNA Maintenance	67.82	74.96	85.96
MAPPED	-DNA Maintenance	59.72	63.89	76.45
Genetic Information Processing	-DNA Maintenance	28.63	17.26	29.39
-Transcription	-DNA Maintenance	1.085	1.195	1.39
-Translation	-DNA Maintenance	22.62	11.75	22.51
-Folding, Sorting and Degradation	-DNA Maintenance	3.796	3.431	5.576
-DNA Maintenance	-DNA Maintenance	1	1	1
-RNA Family	-DNA Maintenance	0	0	0
Environmental Information Processing	-DNA Maintenance	0.9044	0.6342	0.882
-Signal Transduction	-DNA Maintenance	0.221	0.2897	0.2187
-Signaling Molecules and Interaction	-DNA Maintenance	0.6833	0.37	0.6633
Cellular Processes	-DNA Maintenance	7.23	10.91	7.74
-Cell structure	-DNA Maintenance	6.843	10.25	7.307
-Crystallins	-DNA Maintenance	0	0	0
-Stress Response	-DNA Maintenance	0.003891	0.3056	0.00677
-Vesicular Transport	-DNA Maintenance	0	0	0
-Cytoskeleton	-DNA Maintenance	0.139	0.1482	0.1653
-Cell Motility	-DNA Maintenance	0.03713	0.04691	0.01048
-Cell Growth and Death	-DNA Maintenance	0.2376	0.1909	0.2591
-Cell Communication	-DNA Maintenance	0	0	0
Metabolism	-DNA Maintenance	22.56	34.48	36.9
-Membrane Transport	-DNA Maintenance	3.946	6.228	6.47
-Central Carbon Metabolism	-DNA Maintenance	4.182	5.727	4.901
-Energy Metabolism	-DNA Maintenance	1.448	1.755	1.715
-Biosynthesis	-DNA Maintenance	6.381	10.78	13.97
-Other Enzymes	-DNA Maintenance	6.49	9.864	9.991
Organismal Systems	-DNA Maintenance	0.004919	0.0177	0.004165
-Immune System	-DNA Maintenance	0	0	0
-Endocrine System	-DNA Maintenance	0.003034	0.003062	0.002664
-Circulatory System	-DNA Maintenance	0	0	0
-Digestive System	-DNA Maintenance	0.0002207	0.008773	2.365e-07
-Excretory System	-DNA Maintenance	0.001533	0.004277	0.001199
-Nervous System	-DNA Maintenance	0	0	0
-Sensory System	-DNA Maintenance	0	0	0
-Development	-DNA Maintenance	0	0	0
-Environmental Adaptation	-DNA Maintenance	0.001909	0.002185	0.001641
Human Diseases	-DNA Maintenance	0.9891	1.188	1.977
-Cancers	-DNA Maintenance	0.003729	0.009474	0.004697
-Immune System Diseases	-DNA Maintenance	0.003319	0.003689	0.004848
-Neurodegenerative Diseases	-DNA Maintenance	0.3833	0.6973	0.5246
-Cardiovascular Diseases	-DNA Maintenance	0	0	0
-Metabolic Diseases	-DNA Maintenance	0.3441	0.2454	0.7297
-Infectious Diseases	-DNA Maintenance	0.8609	0.6713	1.692
Not Mapped	-DNA Maintenance	8.097	11.06	9.507
-Not Mapped	-DNA Maintenance	8.097	11.06	9.507
TOTAL	-RNA Family	Inf	Inf	Inf
MAPPED	-RNA Family	Inf	Inf	Inf
Genetic Information Processing	-RNA Family	Inf	Inf	Inf
-Transcription	-RNA Family	Inf	Inf	Inf
-Translation	-RNA Family	Inf	Inf	Inf
-Folding, Sorting and Degradation	-RNA Family	Inf	Inf	Inf
-DNA Maintenance	-RNA Family	Inf	Inf	Inf
-RNA Family	-RNA Family	NaN	NaN	NaN
Environmental Information Processing	-RNA Family	Inf	Inf	Inf
-Signal Transduction	-RNA Family	Inf	Inf	Inf
-Signaling Molecules and Interaction	-RNA Family	Inf	Inf	Inf
Cellular Processes	-RNA Family	Inf	Inf	Inf
-Cell structure	-RNA Family	Inf	Inf	Inf
-Crystallins	-RNA Family	NaN	NaN	NaN
-Stress Response	-RNA Family	Inf	Inf	Inf
-Vesicular Transport	-RNA Family	NaN	NaN	NaN
-Cytoskeleton	-RNA Family	Inf	Inf	Inf
-Cell Motility	-RNA Family	Inf	Inf	Inf
-Cell Growth and Death	-RNA Family	Inf	Inf	Inf
-Cell Communication	-RNA Family	NaN	NaN	NaN
Metabolism	-RNA Family	Inf	Inf	Inf
-Membrane Transport	-RNA Family	Inf	Inf	Inf
-Central Carbon Metabolism	-RNA Family	Inf	Inf	Inf
-Energy Metabolism	-RNA Family	Inf	Inf	Inf
-Biosynthesis	-RNA Family	Inf	Inf	Inf
-Other Enzymes	-RNA Family	Inf	Inf	Inf
Organismal Systems	-RNA Family	Inf	Inf	Inf
-Immune System	-RNA Family	NaN	NaN	NaN
-Endocrine System	-RNA Family	NaN	NaN	NaN
-Circulatory System	-RNA Family	NaN	NaN	NaN
-Digestive System	-RNA Family	NaN	NaN	NaN
-Excretory System	-RNA Family	NaN	NaN	NaN
-Nervous System	-RNA Family	NaN	NaN	NaN
-Sensory System	-RNA Family	NaN	NaN	NaN
-Development	-RNA Family	NaN	NaN	NaN
-Environmental Adaptation	-RNA Family	NaN	NaN	NaN
Human Diseases	-RNA Family	Inf	Inf	Inf
-Cancers	-RNA Family	NaN	NaN	NaN
-Immune System Diseases	-RNA Family	NaN	NaN	NaN
-Neurodegenerative Diseases	-RNA Family	NaN	NaN	NaN
-Cardiovascular Diseases	-RNA Family	NaN	NaN	NaN
-Metabolic Diseases	-RNA Family	NaN	NaN	NaN
-Infectious Diseases	-RNA Family	Inf	Inf	Inf
Not Mapped	-RNA Family	Inf	Inf	Inf
-Not Mapped	-RNA Family	Inf	Inf	Inf
TOTAL	Environmental Information Processing	78.92	119.7	98.89
MAPPED	Environmental Information Processing	69.5	102	87.95
Genetic Information Processing	Environmental Information Processing	33.28	27.49	34.86
-Transcription	Environmental Information Processing	1.251	1.968	1.556
-Translation	Environmental Information Processing	26.43	18.82	25.93
-Folding, Sorting and Degradation	Environmental Information Processing	4.609	5.454	6.552
-DNA Maintenance	Environmental Information Processing	1.726	1.993	1.751
-RNA Family	Environmental Information Processing	0	0	0
Environmental Information Processing	Environmental Information Processing	1	1	1
-Signal Transduction	Environmental Information Processing	0.2863	0.4869	0.3018
-Signaling Molecules and Interaction	Environmental Information Processing	0.7952	0.5928	0.7631
Cellular Processes	Environmental Information Processing	8.356	17.46	8.829
-Cell structure	Environmental Information Processing	7.963	16.37	8.406
-Crystallins	Environmental Information Processing	0	0	0
-Stress Response	Environmental Information Processing	0.004528	0.488	0.007789
-Vesicular Transport	Environmental Information Processing	0	0	0
-Cytoskeleton	Environmental Information Processing	0.1617	0.2367	0.1901
-Cell Motility	Environmental Information Processing	0.05614	0.08523	0.01261
-Cell Growth and Death	Environmental Information Processing	0.2627	0.2846	0.2841
-Cell Communication	Environmental Information Processing	0	0	0
Metabolism	Environmental Information Processing	26.19	55.27	42.45
-Membrane Transport	Environmental Information Processing	4.767	10.2	7.621
-Central Carbon Metabolism	Environmental Information Processing	5.273	9.642	5.85
-Energy Metabolism	Environmental Information Processing	1.619	2.629	1.973
-Biosynthesis	Environmental Information Processing	7.258	18.46	17.04
-Other Enzymes	Environmental Information Processing	8.183	17.1	15.95
Organismal Systems	Environmental Information Processing	0.006202	0.02835	0.00501
-Immune System	Environmental Information Processing	0	0	0
-Endocrine System	Environmental Information Processing	0.003398	0.004648	0.002955
-Circulatory System	Environmental Information Processing	0	0	0
-Digestive System	Environmental Information Processing	0.0002803	0.01449	2.967e-07
-Excretory System	Environmental Information Processing	0.002361	0.007713	0.001929
-Nervous System	Environmental Information Processing	0	0	0
-Sensory System	Environmental Information Processing	0	0	0
-Development	Environmental Information Processing	0	0	0
-Environmental Adaptation	Environmental Information Processing	0.003033	0.00401	0.0027
Human Diseases	Environmental Information Processing	1.572	2.181	2.8
-Cancers	Environmental Information Processing	0.004214	0.01505	0.005302
-Immune System Diseases	Environmental Information Processing	0.004328	0.006438	0.006244
-Neurodegenerative Diseases	Environmental Information Processing	0.5904	1.258	0.8376
-Cardiovascular Diseases	Environmental Information Processing	0	0	0
-Metabolic Diseases	Environmental Information Processing	0.486	0.4013	1.015
-Infectious Diseases	Environmental Information Processing	1.004	1.175	2.122
Not Mapped	Environmental Information Processing	9.423	17.67	10.94
-Not Mapped	Environmental Information Processing	9.423	17.67	10.94
TOTAL	-Signal Transduction	385.4	292.5	417.5
MAPPED	-Signal Transduction	339.4	249.3	371.3
Genetic Information Processing	-Signal Transduction	157.1	67.16	140.6
-Transcription	-Signal Transduction	5.461	4.619	6.183
-Translation	-Signal Transduction	129	45.99	109.5
-Folding, Sorting and Degradation	-Signal Transduction	22.6	13.09	26.82
-DNA Maintenance	-Signal Transduction	6.468	4.427	6.473
-RNA Family	-Signal Transduction	0	0	0
Environmental Information Processing	-Signal Transduction	4.883	2.456	4.222
-Signal Transduction	-Signal Transduction	1	1	1
-Signaling Molecules and Interaction	-Signal Transduction	3.883	1.456	3.222
Cellular Processes	-Signal Transduction	40.81	42.67	37.27
-Cell structure	-Signal Transduction	38.88	39.99	35.49
-Crystallins	-Signal Transduction	0	0	0
-Stress Response	-Signal Transduction	0.02211	1.192	0.03288
-Vesicular Transport	-Signal Transduction	0	0	0
-Cytoskeleton	-Signal Transduction	0.7899	0.5784	0.8027
-Cell Motility	-Signal Transduction	0.223	0.2069	0.05042
-Cell Growth and Death	-Signal Transduction	1.075	0.6954	1.184
-Cell Communication	-Signal Transduction	0	0	0
Metabolism	-Signal Transduction	129	135	179.2
-Membrane Transport	-Signal Transduction	23.28	24.93	32.17
-Central Carbon Metabolism	-Signal Transduction	24.29	22.53	23.39
-Energy Metabolism	-Signal Transduction	7.912	6.007	7.567
-Biosynthesis	-Signal Transduction	32.72	42.75	71.19
-Other Enzymes	-Signal Transduction	38.64	43.01	52.86
Organismal Systems	-Signal Transduction	0.02928	0.06963	0.02003
-Immune System	-Signal Transduction	0	0	0
-Endocrine System	-Signal Transduction	0.01604	0.01141	0.01181
-Circulatory System	-Signal Transduction	0	0	0
-Digestive System	-Signal Transduction	0.001206	0.03372	1.101e-06
-Excretory System	-Signal Transduction	0.009062	0.01592	0.006509
-Nervous System	-Signal Transduction	0	0	0
-Sensory System	-Signal Transduction	0	0	0
-Development	-Signal Transduction	0	0	0
-Environmental Adaptation	-Signal Transduction	0.01023	0.008209	0.008583
Human Diseases	-Signal Transduction	5.301	4.465	8.901
-Cancers	-Signal Transduction	0.02058	0.03806	0.02238
-Immune System Diseases	-Signal Transduction	0.02044	0.01555	0.02497
-Neurodegenerative Diseases	-Signal Transduction	2.266	2.596	2.776
-Cardiovascular Diseases	-Signal Transduction	0	0	0
-Metabolic Diseases	-Signal Transduction	1.914	0.8471	3.39
-Infectious Diseases	-Signal Transduction	3.777	2.891	7.789
Not Mapped	-Signal Transduction	46.01	43.17	46.17
-Not Mapped	-Signal Transduction	46.01	43.17	46.17
TOTAL	-Signaling Molecules and Interaction	99.25	202.6	129.6
MAPPED	-Signaling Molecules and Interaction	87.4	172.7	115.3
Genetic Information Processing	-Signaling Molecules and Interaction	42.22	46.53	46.35
-Transcription	-Signaling Molecules and Interaction	1.63	3.711	2.194
-Translation	-Signaling Molecules and Interaction	33.23	31.95	34.07
-Folding, Sorting and Degradation	-Signaling Molecules and Interaction	5.873	9.274	8.713
-DNA Maintenance	-Signaling Molecules and Interaction	2.259	3.588	2.401
-RNA Family	-Signaling Molecules and Interaction	0	0	0
Environmental Information Processing	-Signaling Molecules and Interaction	1.401	1.949	1.432
-Signal Transduction	-Signaling Molecules and Interaction	0.4012	0.9489	0.4323
-Signaling Molecules and Interaction	-Signaling Molecules and Interaction	1	1	1
Cellular Processes	-Signaling Molecules and Interaction	10.63	29.56	11.67
-Cell structure	-Signaling Molecules and Interaction	10.01	27.71	11.02
-Crystallins	-Signaling Molecules and Interaction	0	0	0
-Stress Response	-Signaling Molecules and Interaction	0.005694	0.8261	0.01021
-Vesicular Transport	-Signaling Molecules and Interaction	0	0	0
-Cytoskeleton	-Signaling Molecules and Interaction	0.2034	0.4007	0.2491
-Cell Motility	-Signaling Molecules and Interaction	0.07041	0.1458	0.01682
-Cell Growth and Death	-Signaling Molecules and Interaction	0.3427	0.5068	0.3881
