Numerator	Denominator	eco Li complete	eco Li minimal	eco Li without methionine
-Cardiovascular Diseases	MAPPED	0	0	0
-Metabolic Diseases	MAPPED	0	0	0
-Infectious Diseases	MAPPED	0.002621	0.005028	0.00226
Not Mapped	MAPPED	0.1356	0.1732	0.1244
-Not Mapped	MAPPED	0.1356	0.1732	0.1244
TOTAL	Genetic Information Processing	2.382	4.389	2.891
MAPPED	Genetic Information Processing	2.097	3.741	2.571
Genetic Information Processing	Genetic Information Processing	1	1	1
-Transcription	Genetic Information Processing	0.03625	0.06616	0.04007
-Translation	Genetic Information Processing	0.7896	0.6895	0.7532
-Folding, Sorting and Degradation	Genetic Information Processing	0.1199	0.1716	0.1545
-DNA Maintenance	Genetic Information Processing	0.04128	0.06523	0.04012
-RNA Family	Genetic Information Processing	0	0	0
Environmental Information Processing	Genetic Information Processing	0.03142	0.03856	0.03085
-Signal Transduction	Genetic Information Processing	0.007663	0.01657	0.008233
-Signaling Molecules and Interaction	Genetic Information Processing	0.024	0.02181	0.02231
Cellular Processes	Genetic Information Processing	0.2535	0.6357	0.2583
-Cell structure	Genetic Information Processing	0.2403	0.6001	0.2457
-Crystallins	Genetic Information Processing	0	0	0
-Stress Response	Genetic Information Processing	0.0001366	0.01789	0.0002277
-Vesicular Transport	Genetic Information Processing	0	0	0
-Cytoskeleton	Genetic Information Processing	0.004881	0.008679	0.005558
-Cell Motility	Genetic Information Processing	0.0005035	0.00135	0.0002842
-Cell Growth and Death	Genetic Information Processing	0.007096	0.008468	0.007214
-Cell Communication	Genetic Information Processing	0	0	0
Metabolism	Genetic Information Processing	0.7847	2.01	1.243
-Membrane Transport	Genetic Information Processing	0.1402	0.3687	0.2188
-Central Carbon Metabolism	Genetic Information Processing	0.1513	0.3191	0.1594
-Energy Metabolism	Genetic Information Processing	0.04809	0.08486	0.05133
-Biosynthesis	Genetic Information Processing	0.2141	0.6299	0.5006
-Other Enzymes	Genetic Information Processing	0.2313	0.5721	0.2948
Organismal Systems	Genetic Information Processing	0.0001021	0.000324	8.514e-05
-Immune System	Genetic Information Processing	0	0	0
-Endocrine System	Genetic Information Processing	0	0	0
-Circulatory System	Genetic Information Processing	0	0	0
-Digestive System	Genetic Information Processing	0	0	0
-Excretory System	Genetic Information Processing	0	0	0
-Nervous System	Genetic Information Processing	0	0	0
-Sensory System	Genetic Information Processing	0	0	0
-Development	Genetic Information Processing	0	0	0
-Environmental Adaptation	Genetic Information Processing	0	0	0
Human Diseases	Genetic Information Processing	0.0184	0.03019	0.03403
-Cancers	Genetic Information Processing	0.0001255	0.0005281	0.0001499
-Immune System Diseases	Genetic Information Processing	0	0	0
-Neurodegenerative Diseases	Genetic Information Processing	2.613e-06	0.0002202	2.039e-06
-Cardiovascular Diseases	Genetic Information Processing	0	0	0
-Metabolic Diseases	Genetic Information Processing	0	0	0
-Infectious Diseases	Genetic Information Processing	0.005422	0.01866	0.005629
Not Mapped	Genetic Information Processing	0.2844	0.6478	0.3197
-Not Mapped	Genetic Information Processing	0.2844	0.6478	0.3197
TOTAL	-Transcription	64.37	65	63.05
MAPPED	-Transcription	56.68	55.41	56.07
Genetic Information Processing	-Transcription	26.73	14.69	22.53
-Transcription	-Transcription	1	1	1
-Translation	-Transcription	21.64	10.24	16.65
-Folding, Sorting and Degradation	-Transcription	3.438	2.52	3.922
-DNA Maintenance	-Transcription	1.367	0.9586	1.103
-RNA Family	-Transcription	0	0	0
Environmental Information Processing	-Transcription	0.8834	0.5551	0.6687
-Signal Transduction	-Transcription	0.2346	0.2548	0.1905
-Signaling Molecules and Interaction	-Transcription	0.6486	0.329	0.4865
Cellular Processes	-Transcription	6.905	9.432	5.687
-Cell structure	-Transcription	6.494	8.888	5.359
-Crystallins	-Transcription	0	0	0
-Stress Response	-Transcription	0.003693	0.265	0.004966
-Vesicular Transport	-Transcription	0	0	0
-Cytoskeleton	-Transcription	0.1319	0.1285	0.1212
-Cell Motility	-Transcription	0.01292	0.01658	0.006854
-Cell Growth and Death	-Transcription	0.1968	0.1221	0.178
-Cell Communication	-Transcription	0	0	0
Metabolism	-Transcription	21.4	29.96	27.15
-Membrane Transport	-Transcription	3.863	5.572	4.878
-Central Carbon Metabolism	-Transcription	4.334	4.9	4.068
-Energy Metabolism	-Transcription	1.4	1.312	1.284
-Biosynthesis	-Transcription	5.907	9.048	10.87
-Other Enzymes	-Transcription	6.33	8.773	8.643
Organismal Systems	-Transcription	0.002797	0.004018	0.001917
-Immune System	-Transcription	0	0	0
-Endocrine System	-Transcription	0	0	0
-Circulatory System	-Transcription	0	0	0
-Digestive System	-Transcription	0	0	0
-Excretory System	-Transcription	0	0	0
-Nervous System	-Transcription	0	0	0
-Sensory System	-Transcription	0	0	0
-Development	-Transcription	0	0	0
-Environmental Adaptation	-Transcription	0	0	0
Human Diseases	-Transcription	0.5529	0.5208	0.7397
-Cancers	-Transcription	0.003354	0.007925	0.003369
-Immune System Diseases	-Transcription	0	0	0
-Neurodegenerative Diseases	-Transcription	6.884e-05	0.002787	4.285e-05
-Cardiovascular Diseases	-Transcription	0	0	0
-Metabolic Diseases	-Transcription	0	0	0
-Infectious Diseases	-Transcription	0.1404	0.3391	0.1387
Not Mapped	-Transcription	7.685	9.594	6.973
-Not Mapped	-Transcription	7.685	9.594	6.973
TOTAL	-Translation	2.991	6.359	3.813
MAPPED	-Translation	2.634	5.421	3.392
Genetic Information Processing	-Translation	1.249	1.449	1.315
-Transcription	-Translation	0.04591	0.09452	0.05426
-Translation	-Translation	1	1	1
-Folding, Sorting and Degradation	-Translation	0.1497	0.2486	0.2033
-DNA Maintenance	-Translation	0.04979	0.09283	0.0504
-RNA Family	-Translation	0	0	0
Environmental Information Processing	-Translation	0.03997	0.0562	0.04016
-Signal Transduction	-Translation	0.009769	0.02415	0.01083
-Signaling Molecules and Interaction	-Translation	0.03014	0.03147	0.02943
Cellular Processes	-Translation	0.3189	0.9247	0.3421
-Cell structure	-Translation	0.3018	0.8696	0.3242
-Crystallins	-Translation	0	0	0
-Stress Response	-Translation	0.0001716	0.02593	0.0003004
-Vesicular Transport	-Translation	0	0	0
-Cytoskeleton	-Translation	0.00613	0.01258	0.007332
-Cell Motility	-Translation	0.0006269	0.001948	0.0003773
-Cell Growth and Death	-Translation	0.008845	0.01222	0.009444
-Cell Communication	-Translation	0	0	0
Metabolism	-Translation	0.9972	2.93	1.636
-Membrane Transport	-Translation	0.1775	0.5367	0.2904
-Central Carbon Metabolism	-Translation	0.1883	0.4553	0.2175
-Energy Metabolism	-Translation	0.06116	0.1224	0.06912
-Biosynthesis	-Translation	0.2712	0.926	0.662
-Other Enzymes	-Translation	0.2942	0.8355	0.395
Organismal Systems	-Translation	0.0001292	0.0004694	0.0001151
-Immune System	-Translation	0	0	0
-Endocrine System	-Translation	0	0	0
-Circulatory System	-Translation	0	0	0
-Digestive System	-Translation	0	0	0
-Excretory System	-Translation	0	0	0
-Nervous System	-Translation	0	0	0
-Sensory System	-Translation	0	0	0
-Development	-Translation	0	0	0
-Environmental Adaptation	-Translation	0	0	0
Human Diseases	-Translation	0.02298	0.04379	0.04518
-Cancers	-Translation	0.0001595	0.0007789	0.0002045
-Immune System Diseases	-Translation	0	0	0
-Neurodegenerative Diseases	-Translation	3.339e-06	0.0003272	2.799e-06
-Cardiovascular Diseases	-Translation	0	0	0
-Metabolic Diseases	-Translation	0	0	0
-Infectious Diseases	-Translation	0.006896	0.02725	0.007659
Not Mapped	-Translation	0.3571	0.9386	0.4218
-Not Mapped	-Translation	0.3571	0.9386	0.4218
TOTAL	-Folding, Sorting and Degradation	18.95	24.94	17.33
MAPPED	-Folding, Sorting and Degradation	16.69	21.26	15.41
Genetic Information Processing	-Folding, Sorting and Degradation	8.023	5.74	5.989
-Transcription	-Folding, Sorting and Degradation	0.2715	0.3801	0.2518
-Translation	-Folding, Sorting and Degradation	6.335	3.939	4.511
-Folding, Sorting and Degradation	-Folding, Sorting and Degradation	1	1	1
-DNA Maintenance	-Folding, Sorting and Degradation	0.3365	0.3666	0.2653
-RNA Family	-Folding, Sorting and Degradation	0	0	0
Environmental Information Processing	-Folding, Sorting and Degradation	0.2582	0.2242	0.1908
-Signal Transduction	-Folding, Sorting and Degradation	0.06089	0.1004	0.05468
-Signaling Molecules and Interaction	-Folding, Sorting and Degradation	0.1909	0.1262	0.1337
Cellular Processes	-Folding, Sorting and Degradation	2.009	3.61	1.552
-Cell structure	-Folding, Sorting and Degradation	1.912	3.41	1.473
-Crystallins	-Folding, Sorting and Degradation	0	0	0
-Stress Response	-Folding, Sorting and Degradation	0.001087	0.1017	0.001365
-Vesicular Transport	-Folding, Sorting and Degradation	0	0	0
-Cytoskeleton	-Folding, Sorting and Degradation	0.03883	0.04932	0.03331
-Cell Motility	-Folding, Sorting and Degradation	0.003809	0.007048	0.001576
-Cell Growth and Death	-Folding, Sorting and Degradation	0.05803	0.05283	0.04379
-Cell Communication	-Folding, Sorting and Degradation	0	0	0
Metabolism	-Folding, Sorting and Degradation	6.224	11.54	7.473
-Membrane Transport	-Folding, Sorting and Degradation	1.091	2.116	1.31
-Central Carbon Metabolism	-Folding, Sorting and Degradation	1.218	1.768	0.9491
-Energy Metabolism	-Folding, Sorting and Degradation	0.3667	0.4396	0.3275
-Biosynthesis	-Folding, Sorting and Degradation	1.718	3.774	2.736
-Other Enzymes	-Folding, Sorting and Degradation	1.841	3.246	2.027
Organismal Systems	-Folding, Sorting and Degradation	0.0007664	0.001888	0.0005215
-Immune System	-Folding, Sorting and Degradation	0	0	0
-Endocrine System	-Folding, Sorting and Degradation	0	0	0
-Circulatory System	-Folding, Sorting and Degradation	0	0	0
-Digestive System	-Folding, Sorting and Degradation	0	0	0
-Excretory System	-Folding, Sorting and Degradation	0	0	0
-Nervous System	-Folding, Sorting and Degradation	0	0	0
-Sensory System	-Folding, Sorting and Degradation	0	0	0
-Development	-Folding, Sorting and Degradation	0	0	0
-Environmental Adaptation	-Folding, Sorting and Degradation	0	0	0
Human Diseases	-Folding, Sorting and Degradation	0.1535	0.1634	0.2038
-Cancers	-Folding, Sorting and Degradation	0.0009023	0.002661	0.0007974
-Immune System Diseases	-Folding, Sorting and Degradation	0	0	0
-Neurodegenerative Diseases	-Folding, Sorting and Degradation	1.817e-05	0.001091	1.059e-05
-Cardiovascular Diseases	-Folding, Sorting and Degradation	0	0	0
-Metabolic Diseases	-Folding, Sorting and Degradation	0	0	0
-Infectious Diseases	-Folding, Sorting and Degradation	0.03962	0.1004	0.03077
Not Mapped	-Folding, Sorting and Degradation	2.262	3.681	1.916
-Not Mapped	-Folding, Sorting and Degradation	2.262	3.681	1.916
TOTAL	-DNA Maintenance	52.43	65.21	65.31
MAPPED	-DNA Maintenance	46.17	55.59	58.09
Genetic Information Processing	-DNA Maintenance	22.01	14.76	22.58
-Transcription	-DNA Maintenance	0.6642	0.9587	0.8112
-Translation	-DNA Maintenance	17.38	10.18	17
-Folding, Sorting and Degradation	-DNA Maintenance	2.67	2.499	3.706
-DNA Maintenance	-DNA Maintenance	1	1	1
-RNA Family	-DNA Maintenance	0	0	0
Environmental Information Processing	-DNA Maintenance	0.708	0.5714	0.7192
-Signal Transduction	-DNA Maintenance	0.1692	0.2602	0.1912
-Signaling Molecules and Interaction	-DNA Maintenance	0.5283	0.3218	0.504
Cellular Processes	-DNA Maintenance	5.593	9.486	5.852
-Cell structure	-DNA Maintenance	5.29	8.917	5.552
-Crystallins	-DNA Maintenance	0	0	0
-Stress Response	-DNA Maintenance	0.003008	0.2659	0.005144
-Vesicular Transport	-DNA Maintenance	0	0	0
-Cytoskeleton	-DNA Maintenance	0.1074	0.129	0.1256
-Cell Motility	-DNA Maintenance	0.007984	0.0159	0.005559
-Cell Growth and Death	-DNA Maintenance	0.1562	0.1235	0.1629
-Cell Communication	-DNA Maintenance	0	0	0
Metabolism	-DNA Maintenance	17.49	30.28	28.17
-Membrane Transport	-DNA Maintenance	3.086	5.522	4.939
-Central Carbon Metabolism	-DNA Maintenance	3.17	4.633	3.46
-Energy Metabolism	-DNA Maintenance	1.09	1.341	1.257
-Biosynthesis	-DNA Maintenance	4.949	9.429	10.14
-Other Enzymes	-DNA Maintenance	5.313	8.74	8.099
Organismal Systems	-DNA Maintenance	0.001992	0.003852	0.001724
-Immune System	-DNA Maintenance	0	0	0
-Endocrine System	-DNA Maintenance	0	0	0
-Circulatory System	-DNA Maintenance	0	0	0
-Digestive System	-DNA Maintenance	0	0	0
-Excretory System	-DNA Maintenance	0	0	0
-Nervous System	-DNA Maintenance	0	0	0
-Sensory System	-DNA Maintenance	0	0	0
-Development	-DNA Maintenance	0	0	0
-Environmental Adaptation	-DNA Maintenance	0	0	0
Human Diseases	-DNA Maintenance	0.429	0.4456	0.7683
-Cancers	-DNA Maintenance	0.002799	0.008008	0.003502
-Immune System Diseases	-DNA Maintenance	0	0	0
-Neurodegenerative Diseases	-DNA Maintenance	4.253e-05	0.002672	3.476e-05
-Cardiovascular Diseases	-DNA Maintenance	0	0	0
-Metabolic Diseases	-DNA Maintenance	0	0	0
-Infectious Diseases	-DNA Maintenance	0.1328	0.251	0.1613
Not Mapped	-DNA Maintenance	6.26	9.626	7.223
-Not Mapped	-DNA Maintenance	6.26	9.626	7.223
TOTAL	-RNA Family	Inf	Inf	Inf
MAPPED	-RNA Family	Inf	Inf	Inf
Genetic Information Processing	-RNA Family	Inf	Inf	Inf
-Transcription	-RNA Family	Inf	Inf	Inf
-Translation	-RNA Family	Inf	Inf	Inf
-Folding, Sorting and Degradation	-RNA Family	Inf	Inf	Inf
-DNA Maintenance	-RNA Family	Inf	Inf	Inf
-RNA Family	-RNA Family	NaN	NaN	NaN
Environmental Information Processing	-RNA Family	Inf	Inf	Inf
-Signal Transduction	-RNA Family	Inf	Inf	Inf
-Signaling Molecules and Interaction	-RNA Family	Inf	Inf	Inf
Cellular Processes	-RNA Family	Inf	Inf	Inf
-Cell structure	-RNA Family	Inf	Inf	Inf
-Crystallins	-RNA Family	NaN	NaN	NaN
-Stress Response	-RNA Family	Inf	Inf	Inf
-Vesicular Transport	-RNA Family	NaN	NaN	NaN
-Cytoskeleton	-RNA Family	Inf	Inf	Inf
-Cell Motility	-RNA Family	Inf	Inf	Inf
-Cell Growth and Death	-RNA Family	Inf	Inf	Inf
-Cell Communication	-RNA Family	NaN	NaN	NaN
Metabolism	-RNA Family	Inf	Inf	Inf
-Membrane Transport	-RNA Family	Inf	Inf	Inf
-Central Carbon Metabolism	-RNA Family	Inf	Inf	Inf
-Energy Metabolism	-RNA Family	Inf	Inf	Inf
-Biosynthesis	-RNA Family	Inf	Inf	Inf
-Other Enzymes	-RNA Family	Inf	Inf	Inf
Organismal Systems	-RNA Family	Inf	Inf	Inf
-Immune System	-RNA Family	NaN	NaN	NaN
-Endocrine System	-RNA Family	NaN	NaN	NaN
-Circulatory System	-RNA Family	NaN	NaN	NaN
-Digestive System	-RNA Family	NaN	NaN	NaN
-Excretory System	-RNA Family	NaN	NaN	NaN
-Nervous System	-RNA Family	NaN	NaN	NaN
-Sensory System	-RNA Family	NaN	NaN	NaN
-Development	-RNA Family	NaN	NaN	NaN
-Environmental Adaptation	-RNA Family	NaN	NaN	NaN
Human Diseases	-RNA Family	Inf	Inf	Inf
-Cancers	-RNA Family	Inf	Inf	Inf
-Immune System Diseases	-RNA Family	NaN	NaN	NaN
-Neurodegenerative Diseases	-RNA Family	Inf	Inf	Inf
-Cardiovascular Diseases	-RNA Family	NaN	NaN	NaN
-Metabolic Diseases	-RNA Family	Inf	Inf	Inf
-Infectious Diseases	-RNA Family	Inf	Inf	Inf
Not Mapped	-RNA Family	Inf	Inf	Inf
-Not Mapped	-RNA Family	Inf	Inf	Inf
TOTAL	Environmental Information Processing	74.05	111.2	94.28
MAPPED	Environmental Information Processing	65.2	94.8	83.85
Genetic Information Processing	Environmental Information Processing	31.09	24.88	32.14
-Transcription	Environmental Information Processing	1.126	1.723	1.288
-Translation	Environmental Information Processing	24.55	17.65	24.89
-Folding, Sorting and Degradation	Environmental Information Processing	3.817	4.085	5.059
-DNA Maintenance	Environmental Information Processing	1.314	1.652	1.3
-RNA Family	Environmental Information Processing	0	0	0
Environmental Information Processing	Environmental Information Processing	1	1	1
-Signal Transduction	Environmental Information Processing	0.2444	0.4297	0.2696
-Signaling Molecules and Interaction	Environmental Information Processing	0.7461	0.5488	0.7275
Cellular Processes	Environmental Information Processing	7.9	16.25	8.456
-Cell structure	Environmental Information Processing	7.471	15.21	8.014
-Crystallins	Environmental Information Processing	0	0	0
-Stress Response	Environmental Information Processing	0.004248	0.4534	0.007426
-Vesicular Transport	Environmental Information Processing	0	0	0
-Cytoskeleton	Environmental Information Processing	0.1518	0.2199	0.1813
-Cell Motility	Environmental Information Processing	0.01479	0.03168	0.008921
-Cell Growth and Death	Environmental Information Processing	0.2198	0.2072	0.2248
-Cell Communication	Environmental Information Processing	0	0	0
Metabolism	Environmental Information Processing	24.7	51.34	40.59
-Membrane Transport	Environmental Information Processing	4.42	9.56	7.206
-Central Carbon Metabolism	Environmental Information Processing	4.661	7.819	5.238
-Energy Metabolism	Environmental Information Processing	1.508	2.245	1.734
-Biosynthesis	Environmental Information Processing	6.706	16.9	16.11
-Other Enzymes	Environmental Information Processing	7.503	15.46	10
Organismal Systems	Environmental Information Processing	0.003166	0.007676	0.002761
-Immune System	Environmental Information Processing	0	0	0
-Endocrine System	Environmental Information Processing	0	0	0
-Circulatory System	Environmental Information Processing	0	0	0
-Digestive System	Environmental Information Processing	0	0	0
-Excretory System	Environmental Information Processing	0	0	0
-Nervous System	Environmental Information Processing	0	0	0
-Sensory System	Environmental Information Processing	0	0	0
-Development	Environmental Information Processing	0	0	0
-Environmental Adaptation	Environmental Information Processing	0	0	0
Human Diseases	Environmental Information Processing	0.5859	0.8118	1.068
-Cancers	Environmental Information Processing	0.00389	0.01309	0.004869
-Immune System Diseases	Environmental Information Processing	0	0	0
-Neurodegenerative Diseases	Environmental Information Processing	7.877e-05	0.005325	6.639e-05
-Cardiovascular Diseases	Environmental Information Processing	0	0	0
-Metabolic Diseases	Environmental Information Processing	0	0	0
-Infectious Diseases	Environmental Information Processing	0.1826	0.513	0.1996
Not Mapped	Environmental Information Processing	8.841	16.41	10.43
-Not Mapped	Environmental Information Processing	8.841	16.41	10.43
TOTAL	-Signal Transduction	291.6	246.5	346
MAPPED	-Signal Transduction	256.8	210.1	307.8
Genetic Information Processing	-Signal Transduction	122.4	55.14	116.1
-Transcription	-Signal Transduction	4.259	3.819	4.976
-Translation	-Signal Transduction	96.68	39.12	91.4
-Folding, Sorting and Degradation	-Signal Transduction	15.7	9.415	17.51
-DNA Maintenance	-Signal Transduction	5.562	3.783	4.809
-RNA Family	-Signal Transduction	0	0	0
Environmental Information Processing	-Signal Transduction	3.938	2.216	3.67
-Signal Transduction	-Signal Transduction	1	1	1
-Signaling Molecules and Interaction	-Signal Transduction	2.938	1.216	2.67
Cellular Processes	-Signal Transduction	31.11	36.02	31.22
-Cell structure	-Signal Transduction	29.42	33.7	29.42
-Crystallins	-Signal Transduction	0	0	0
-Stress Response	-Signal Transduction	0.01673	1.005	0.02726
-Vesicular Transport	-Signal Transduction	0	0	0
-Cytoskeleton	-Signal Transduction	0.5977	0.4874	0.6653
-Cell Motility	-Signal Transduction	0.05165	0.06506	0.02981
-Cell Growth and Death	-Signal Transduction	0.9458	0.479	0.8173
-Cell Communication	-Signal Transduction	0	0	0
Metabolism	-Signal Transduction	97.27	113.8	149
-Membrane Transport	-Signal Transduction	17.16	21.28	26.73
-Central Carbon Metabolism	-Signal Transduction	18.73	17.88	20.43
-Energy Metabolism	-Signal Transduction	6.062	5.486	6.933
-Biosynthesis	-Signal Transduction	27.53	36.54	54.36
-Other Enzymes	-Signal Transduction	29.55	34.13	40
Organismal Systems	-Signal Transduction	0.01191	0.01576	0.009226
-Immune System	-Signal Transduction	0	0	0
-Endocrine System	-Signal Transduction	0	0	0
-Circulatory System	-Signal Transduction	0	0	0
-Digestive System	-Signal Transduction	0	0	0
-Excretory System	-Signal Transduction	0	0	0
-Nervous System	-Signal Transduction	0	0	0
-Sensory System	-Signal Transduction	0	0	0
-Development	-Signal Transduction	0	0	0
-Environmental Adaptation	-Signal Transduction	0	0	0
Human Diseases	-Signal Transduction	2.521	1.94	3.569
-Cancers	-Signal Transduction	0.01464	0.02764	0.01627
-Immune System Diseases	-Signal Transduction	0	0	0
-Neurodegenerative Diseases	-Signal Transduction	0.0002751	0.01094	0.0002218
-Cardiovascular Diseases	-Signal Transduction	0	0	0
-Metabolic Diseases	-Signal Transduction	0	0	0
-Infectious Diseases	-Signal Transduction	0.7908	1.171	0.8534
Not Mapped	-Signal Transduction	34.82	36.38	38.27
-Not Mapped	-Signal Transduction	34.82	36.38	38.27
TOTAL	-Signaling Molecules and Interaction	99.25	202.6	129.6
MAPPED	-Signaling Molecules and Interaction	87.4	172.7	115.3
Genetic Information Processing	-Signaling Molecules and Interaction	41.48	45.73	44.8
-Transcription	-Signaling Molecules and Interaction	1.523	3.02	1.844
-Translation	-Signaling Molecules and Interaction	33.11	31.7	33.94
-Folding, Sorting and Degradation	-Signaling Molecules and Interaction	4.974	7.922	6.926
-DNA Maintenance	-Signaling Molecules and Interaction	1.654	2.896	1.718
-RNA Family	-Signaling Molecules and Interaction	0	0	0
Environmental Information Processing	-Signaling Molecules and Interaction	1.323	1.754	1.369
-Signal Transduction	-Signaling Molecules and Interaction	0.3234	0.7535	0.369
-Signaling Molecules and Interaction	-Signaling Molecules and Interaction	1	1	1
Cellular Processes	-Signaling Molecules and Interaction	10.54	29.35	11.61
-Cell structure	-Signaling Molecules and Interaction	10.01	27.71	11.02
-Crystallins	-Signaling Molecules and Interaction	0	0	0
-Stress Response	-Signaling Molecules and Interaction	0.005694	0.8261	0.01021
-Vesicular Transport	-Signaling Molecules and Interaction	0	0	0
-Cytoskeleton	-Signaling Molecules and Interaction	0.2034	0.4007	0.2491
-Cell Motility	-Signaling Molecules and Interaction	0.02072	0.06174	0.01273
-Cell Growth and Death	-Signaling Molecules and Interaction	0.2923	0.3872	0.3194
-Cell Communication	-Signaling Molecules and Interaction	0	0	0
Metabolism	-Signaling Molecules and Interaction	33.01	92.54	55.55
-Membrane Transport	-Signaling Molecules and Interaction	5.841	16.92	9.865
-Central Carbon Metabolism	-Signaling Molecules and Interaction	6.256	14.4	7.389
-Energy Metabolism	-Signaling Molecules and Interaction	2.022	3.88	2.349
-Biosynthesis	-Signaling Molecules and Interaction	8.998	28.63	22.41
-Other Enzymes	-Signaling Molecules and Interaction	9.77	26.62	13.44
Organismal Systems	-Signaling Molecules and Interaction	0.004312	0.01496	0.003941
-Immune System	-Signaling Molecules and Interaction	0	0	0
-Endocrine System	-Signaling Molecules and Interaction	0	0	0
-Circulatory System	-Signaling Molecules and Interaction	0	0	0
-Digestive System	-Signaling Molecules and Interaction	0	0	0
-Excretory System	-Signaling Molecules and Interaction	0	0	0
-Nervous System	-Signaling Molecules and Interaction	0	0	0
-Sensory System	-Signaling Molecules and Interaction	0	0	0
-Development	-Signaling Molecules and Interaction	0	0	0
-Environmental Adaptation	-Signaling Molecules and Interaction	0	0	0
