Category	mmu Geiger adrenal gland	mmu Geiger brain cortex	mmu Geiger brain medulla	mmu Geiger brown fat	mmu Geiger cerebellum	mmu Geiger colon	mmu Geiger diaphragm	mmu Geiger duodenum	mmu Geiger embryonic tissue	mmu Geiger eye	mmu Geiger heart	mmu Geiger ileum	mmu Geiger jejunum	mmu Geiger kidney cortex	mmu Geiger kidney medulla	mmu Geiger liver	mmu Geiger lung	mmu Geiger midbrain	mmu Geiger muscle	mmu Geiger olfactory bulb	mmu Geiger ovary	mmu Geiger pancreas	mmu Geiger salivary gland	mmu Geiger spleen	mmu Geiger stomach	mmu Geiger thymus	mmu Geiger uterus	mmu Geiger white fat
--tRNA loading	0.0033411436	0.0011299358	0.0031532684	0.0025390033	0.0039539361	0.005458164	0.00081858711	0.0059114362	0.0077203974	0.0017434547	0.0006468606	0.0055922288	0.0053966062	0.0029799384	0.0016900462	0.0036657648	0.0029417153	0.0015502304	0.0026621471	0.0047028923	0.0045838507	0.0060873663	0.0072421805	0.0039615468	0.0015663649	0.0045298884	0.0020518732	0.0024164433
--RNA transport	0.015267495	0.00978869	0.01054153	0.0097876504	0.013628854	0.019152517	0.0059033594	0.019524709	0.040584004	0.011526064	0.0050550126	0.021611961	0.023486387	0.0121751	0.0094928599	0.015802583	0.012175127	0.010439672	0.0042273922	0.013842234	0.016155584	0.032853974	0.023524048	0.018595753	0.012178008	0.022765119	0.013922592	0.01303081
--mRNA surveillance pathway	0.0022315455	0.0016676132	0.0034254425	0.0015326354	0.0046116389	0.0025074391	0.00071347122	0.0017646395	0.0034910146	0.0010599533	0.00045042451	0.0019839815	0.0022000729	0.0016471813	0.0012842804	0.00092441633	0.0021799702	0.0017106272	0.0040039719	0.0038090811	0.0022131196	0.0014084883	0.0018800025	0.0028386329	0.00094270043	0.0039653297	0.0010771167	0.0019372401
--Ribosome biogenesis in eukaryotes	0.0010261355	0.0016872807	0.0013896964	0.00070812967	0.0019376248	0.0016022715	0.00029860893	0.0014934145	0.0050561908	0.0015411643	0.00037025977	0.0018275216	0.0020949393	0.00101845	0.00074672524	0.00069553299	0.0016167265	0.001318018	0.00024280252	0.0017514055	0.0023066037	0.0010135398	0.0014065299	0.0023771961	0.00077504846	0.0033077088	0.0018745765	0.00088470326
--Ribosome biogenesis	0.0016252777	0.0017345121	0.00071727067	0.00036610837	0.00097491258	0.0015655163	0.00011813895	0.001314319	0.0040307067	0.00095904853	0.00019540293	0.0011204495	0.0016359826	0.00086001365	0.00052106208	0.00054503189	0.00099492812	0.0013822021	0.00021001338	0.00098674418	0.0029380733	0.00077573364	0.0013947657	0.0041222919	0.00038850325	0.0065807646	0.004474754	0.0011333846
-Folding, Sorting and Degradation	0.17111266	0.11505538	0.10966752	0.072369559	0.11046285	0.14193814	0.032923233	0.150578	0.19373409	0.062248149	0.047413597	0.14561609	0.14746081	0.097275459	0.10817171	0.099177732	0.1072183	0.11359392	0.027223396	0.11425403	0.16772874	0.23899325	0.1619621	0.13685485	0.11530043	0.15966103	0.13428611	0.11460716
--Protease inhibitors	0.0043700531	0.00071721942	0.0012890487	0.00034148381	0.00075573659	0.0051258214	0.00051462481	0.0034885179	0.00020341969	0.00057062678	0.00049017509	0.007126797	0.0091057808	0.00075154992	0.00058585974	0.00039601669	0.0039117253	0.00061996797	0.00081022716	0.00054717218	0.0028002076	0.0054229653	0.0024007486	0.0057493603	0.0021613563	0.0043684228	0.0013353905	0.001510991
--Chaperones and folding catalysts	0.046870842	0.047249538	0.035810487	0.019610928	0.036448615	0.034722158	0.01017383	0.040070622	0.068330759	0.019497111	0.015088923	0.032936857	0.032344372	0.027749181	0.035998273	0.023898211	0.031609604	0.047982125	0.0080441849	0.04108754	0.044917299	0.080143387	0.03392609	0.037673526	0.04695908	0.048422915	0.042842751	0.026297518
--Protein export	0.010026515	0.0044579838	0.0041755099	0.0045651796	0.0037760234	0.0096743166	0.0026517212	0.018021402	0.01156978	0.003641474	0.0031629786	0.0089313786	0.007804222	0.0051103274	0.0056556812	0.0073318632	0.010835999	0.00405791	0.002758993	0.0026246318	0.026234295	0.03819148	0.017711973	0.0090775095	0.011453609	0.012562185	0.021453443	0.032004361
--Protein processing in endoplasmic reticulum	0.054559792	0.029901004	0.030542003	0.014512978	0.030106961	0.059167965	0.0076200978	0.066910785	0.064134251	0.018887785	0.0092199249	0.059259059	0.057694502	0.02720665	0.02896939	0.037962205	0.037350167	0.028461431	0.0072473889	0.029487634	0.056232365	0.083079669	0.081876651	0.0472558	0.030917332	0.050687431	0.041946261	0.030865272
--SNARE interactions in vesicular transport	0.00092342896	0.0031436005	0.0085116879	0.00034430624	0.0090138262	0.00086036443	0.00010508386	0.00084135368	0.0010885562	0.0011760515	0.00014992702	0.00079769295	0.00080644089	0.00080544773	0.00047971262	0.00037359779	0.00073212562	0.004779361	7.2855337e-05	0.0094992982	0.00063761034	0.0005316904	0.00083730704	0.0014108113	0.00058495282	0.00103148	0.00057707349	0.00058777643
--SNAREs	4.369581e-06	2.6729573e-06	5.0883167e-05	2.7285188e-06	6.3003839e-05	1.1133478e-05	7.1247395e-07	7.0587413e-06	1.0782187e-05	9.3882541e-06	2.4297343e-07	1.1915018e-05	6.0702721e-06	5.7439885e-06	4.0476843e-06	3.2194418e-06	2.6254983e-05	2.9091076e-05	5.5306278e-07	0.0001619066	7.7407053e-06	1.6100459e-06	2.5633342e-05	8.8831622e-06	2.3372849e-06	1.5141165e-05	1.5763308e-06	8.120547e-06
--Ubiquitin mediated proteolysis	0.0030171412	0.0031830241	0.0041428018	0.0016746232	0.0044997943	0.0027679021	0.00096860066	0.0028206365	0.0099495418	0.0023146981	0.00083695519	0.0031884704	0.0031931336	0.0026373499	0.0017228235	0.0016856621	0.0027552263	0.003069779	0.0016671421	0.0058960408	0.0049375308	0.0019060134	0.0034877175	0.0055344465	0.0019265164	0.0070611622	0.0023071989	0.0025428318
--Ubiquitin labeling	0.0032349554	0.0058381357	0.0071051498	0.0016176547	0.0071552411	0.0033493107	0.0014978003	0.0026158667	0.0081260697	0.0049792493	0.0011712784	0.0031352119	0.0034251458	0.002547675	0.0016585832	0.0017222147	0.0027106421	0.006076872	0.00060353299	0.0060912961	0.0041985376	0.006125718	0.0030337551	0.0048698048	0.0030150703	0.0052828858	0.0037787842	0.0020022148
--Sulfur relay system	0.00019234768	8.5026834e-05	0.00015855974	0.00020847418	0.00013452869	8.0003444e-05	6.4030641e-05	4.0272102e-05	2.8516492e-05	3.5330569e-05	4.713022e-05	7.2834375e-05	4.942281e-05	0.00027040101	0.00025832888	9.1667444e-05	7.1352172e-05	6.8783374e-05	1.6536487e-05	0.00011144168	6.997823e-05	0.00047495779	0.00036940866	9.3975435e-05	6.9944915e-05	7.8042329e-05	3.0062779e-05	6.0937118e-05
--Proteasome	0.0080161282	0.0079124853	0.0057327063	0.0055284619	0.0063619345	0.010656693	0.0021462547	0.0059879326	0.01619958	0.004959369	0.0031170719	0.012683897	0.01441748	0.0066132905	0.0063277888	0.0081258156	0.0098999231	0.0059369726	0.0013475752	0.0068838577	0.0094178808	0.0045962086	0.0067142927	0.014876454	0.0055683936	0.015669208	0.0086000794	0.0063131792
--Peptidases	0.0046813326	0.0022972312	0.0037140541	0.0024414442	0.0041047683	0.0044185382	0.001377449	0.0037219984	0.0049493207	0.0023250074	0.0014222846	0.0070622853	0.0088700742	0.0061100549	0.0061307779	0.0043927163	0.0031499867	0.0027561921	0.0029282384	0.0047880933	0.0047038168	0.011713679	0.0046757598	0.0039863682	0.002330982	0.0043525687	0.004216692	0.0030277605
--RNA degradation	0.035215758	0.010267454	0.0084346246	0.021521297	0.0080424156	0.011103932	0.0058030269	0.006051553	0.0091435092	0.0038520576	0.012706704	0.010409689	0.0097441645	0.017467788	0.020380438	0.013194542	0.0041652937	0.0097554364	0.0017261686	0.0070751153	0.013571481	0.0068058708	0.0069027678	0.0063179103	0.010310852	0.010129588	0.0071967995	0.0093861959
-DNA Maintenance	0.01235588	0.011014133	0.0081881149	0.0058803107	0.010003308	0.01350775	0.0046599262	0.011462797	0.045160024	0.0088113508	0.0038699231	0.017072159	0.019142992	0.0094903124	0.010866681	0.0083292153	0.011219538	0.012285961	0.004885601	0.0090608232	0.019458946	0.016457638	0.01935099	0.020883476	0.020588187	0.034390526	0.023898203	0.0096326671
--DNA replication	0.0001846395	5.3014879e-05	5.3273254e-05	0.00011385314	7.0581174e-05	0.00057604018	3.8421516e-05	0.00030375445	0.0049507637	9.6122059e-05	0.00030706006	0.00053246628	0.00065771435	0.00016948315	9.498179e-05	0.0002395909	0.00038012057	5.8874555e-05	2.8718242e-05	9.3728098e-05	0.00037471472	9.905365e-05	0.00012758056	0.0011389417	0.00021875149	0.0038738912	0.00041111804	0.00076784471
--DNA replication complex	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
--DNA replication control	7.1889793e-06	1.027605e-05	5.1117349e-05	4.8542128e-06	2.1692643e-05	2.9729435e-05	1.7864915e-05	5.573517e-05	0.00023115622	6.7614098e-06	5.4201852e-07	9.6635047e-05	0.00015367046	1.4512789e-05	3.9824872e-05	2.0904194e-05	1.5436867e-05	1.1006471e-05	4.0438325e-05	2.9853601e-05	3.938734e-06	4.7784025e-06	1.5887236e-05	1.3524277e-05	1.0370609e-05	5.7121181e-05	3.1868507e-05	1.3100978e-05
--Chromosome-related	0.0098470819	0.0077819012	0.0061618173	0.0044178395	0.0073271654	0.01077268	0.0039476541	0.0091781511	0.033892425	0.0071433544	0.0027953689	0.01410448	0.015829477	0.0070418143	0.0089288002	0.0068289989	0.0087501202	0.0092046561	0.0041570516	0.0066052165	0.014582228	0.014632936	0.015625006	0.014905852	0.018322472	0.024275422	0.017057062	0.0051821487
--Base excision repair	0.0016038206	0.0013429745	0.00086896288	0.0008607474	0.0014413156	0.0013454405	0.00044979505	0.0013091374	0.0036063945	0.0010479416	0.00038131614	0.0016067305	0.0017191472	0.0013746249	0.00092955868	0.00066853745	0.0013329275	0.0015950254	0.00036882849	0.0014076382	0.0024689798	0.00098883741	0.0026054527	0.0032250853	0.0012348591	0.0041990939	0.0049348623	0.0013026317
--Nucleotide excision repair	0.00045198058	0.0010625001	0.00049412233	0.00020592056	0.00068488529	0.00050387589	0.00013230514	0.00035940316	0.00141604	0.00040664748	0.0003158719	0.00054077175	0.00046884142	0.00060153562	0.00067466766	0.00035387087	0.00044641782	0.0010414483	0.00024261339	0.0007119122	0.0012040078	0.00061992499	0.00079422715	0.0010744937	0.00058583954	0.0010175816	0.0011346124	0.00040195978
--Mismatch repair	3.9442593e-06	1.0805269e-07	1.2681405e-05	5.7621327e-06	3.4938348e-05	6.0449963e-05	6.5169482e-07	1.5208445e-05	0.00057633	1.1101952e-05	2.6674521e-06	3.0697211e-05	3.9436426e-05	9.3041206e-06	2.3604019e-06	3.7580728e-06	1.1383574e-05	4.1537199e-06	7.2064356e-06	3.987252e-05	0.00027137596	3.4553004e-05	9.5300139e-05	0.00016552703	1.1257041e-05	0.00077197133	0.00018620234	0.00066850221
--Homologous recombination	5.4891549e-06	0	1.4413561e-06	3.6924483e-06	4.0421868e-06	1.7457545e-05	8.6144429e-06	1.9663831e-05	7.5468581e-05	0	1.3276169e-07	1.1325555e-05	2.1970045e-05	2.4980562e-05	0	2.0502653e-06	3.8711263e-06	1.6739953e-06	7.36932e-07	1.0028543e-05	6.5243306e-05	1.2755666e-05	3.5957819e-05	2.856825e-05	8.0721299e-05	4.1369744e-05	2.1172496e-06	6.2923264e-06
--Non-homologous end-joining	9.0250445e-05	1.0489499e-06	3.5873887e-06	0.00021707848	7.353654e-06	6.8400584e-05	1.1526232e-05	5.7959215e-05	0.00015756422	1.7815344e-05	5.8224233e-06	2.0810688e-05	2.9671544e-05	6.4287314e-05	2.6489675e-05	0.00010985852	5.088095e-05	4.7149749e-06	4.9503015e-06	2.8089425e-05	0.00037897777	2.0108668e-05	3.9056358e-05	6.438516e-05	2.4673778e-05	5.768007e-05	7.1639495e-05	0.0012345836
--DNA repair and recombination proteins	0.00016148456	0.00076230962	0.00054111165	5.0562894e-05	0.00041133358	0.00013367586	5.3093087e-05	0.00016378386	0.00025388169	8.1606629e-05	6.1141475e-05	0.00012824219	0.0002230634	0.00018976962	0.00016999753	0.00010164609	0.00022837903	0.00036440772	3.5057352e-05	0.00013448413	0.00010948043	4.4689926e-05	1.2521699e-05	0.00026709892	9.9241722e-05	9.6394907e-05	6.8721034e-05	5.5603184e-05
Environmental Information Processing	0.055932276	0.047605199	0.043653459	0.027493569	0.052189078	0.05212613	0.030914544	0.051206055	0.041767935	0.030444976	0.037427019	0.05351535	0.056914731	0.040346889	0.030184857	0.019303868	0.053495072	0.045377333	0.019558044	0.061948483	0.055476917	0.020930966	0.034431964	0.053174946	0.042532705	0.04599131	0.040535094	0.040860499
-Signal Transduction	0.024439541	0.043813056	0.036606817	0.023623396	0.042498996	0.0363359	0.029465652	0.042539431	0.034793469	0.025930618	0.034401949	0.032295445	0.035773966	0.033248471	0.025090454	0.014783746	0.038994425	0.039562893	0.017202006	0.052073213	0.042610091	0.014717609	0.029087769	0.042928048	0.031429447	0.037147866	0.031074863	0.032860877
--Ras signaling pathway	0.0017692909	0.0031059344	0.0036061875	0.00091580125	0.0046121821	0.0012735	0.00027281746	0.0014179088	0.0009850747	0.0037797962	0.0006753837	0.0017554496	0.0017031799	0.0016562515	0.0014073731	0.00065804795	0.002167348	0.0054904546	0.00020836942	0.0042324525	0.0009689086	0.00067067617	0.001136621	0.0014901733	0.00067819563	0.0011577847	0.00065959279	0.0012990505
--Rap1 signaling pathway	0.003953918	0.0026102878	0.0037572364	0.002043021	0.004722146	0.0066703149	0.00076552868	0.0054533593	0.0062938134	0.0023443881	0.00099898656	0.0058263766	0.0072832164	0.0048674831	0.002745225	0.0025018474	0.011182307	0.0029438161	0.00083182076	0.0058874132	0.0093357119	0.0023002055	0.0037862885	0.016237983	0.0053254575	0.012405757	0.0058492196	0.0058150105
--Hippo signaling pathway	0.00017662879	0.0004441228	0.00048717155	0.00015918343	0.00087648411	0.0016138507	3.095012e-05	0.00094513535	0.00051278356	0.00024388941	0.0001244375	0.0016123163	0.0015213767	0.00069621863	0.00062009257	0.00041969487	0.0008009045	0.00046962756	4.5553149e-05	0.0009105356	0.00028195744	0.00025158228	0.00091092856	0.00014695603	0.00028051141	0.0001268336	0.00029611372	0.00023952859
--NF-kappa B signaling pathway	9.4941007e-05	1.5043289e-05	8.0440702e-05	4.0694231e-05	5.2147507e-05	0.00016571539	7.2294701e-06	8.2903208e-05	5.7333064e-05	2.3768812e-05	1.7211741e-06	0.00022064625	0.00023492304	0.00010245179	3.8646949e-05	0.00012300534	0.00022312792	6.0532797e-05	8.883318e-06	5.728238e-05	0.00017026641	2.5148001e-05	7.0756464e-05	0.00041196553	5.0271445e-05	0.00025035411	8.8258172e-05	0.00027226957
--TNF signaling pathway	9.8808957e-06	1.9717103e-05	1.1519416e-05	2.5127241e-06	1.7429341e-05	4.9894567e-06	1.4215094e-05	0	1.1297559e-05	4.8733834e-06	0	4.4090346e-06	2.7181567e-05	1.5366511e-06	7.2049612e-06	8.6997106e-06	6.558624e-06	1.4220023e-05	1.2985938e-06	4.873308e-05	3.6181195e-05	6.1730122e-06	0	9.5973684e-05	1.5195254e-05	3.7457845e-05	1.2193573e-05	1.4795127e-05
--HIF-1 signaling pathway	0.00044395039	0.001451694	0.00055283138	0.00035806657	0.0004263518	0.00037389389	0.00015722428	0.0003246316	0.00072577142	0.00070069557	0.00068874629	0.0004720545	0.0005661818	0.00036642561	0.00028577808	0.00021162842	0.00037014207	0.0006310028	0.00023949289	0.00039731556	0.00023114991	0.00023398679	0.00026420309	0.00018389208	0.00038132024	0.00077176571	0.00024925604	0.00015725445
--PI3K-Akt signaling pathway	0.00189947	0.00095386701	0.0011386585	0.0022697592	0.0017871755	0.00099253896	0.0013052412	0.0036953157	0.0020112011	0.001080221	0.00055243819	0.00069867444	0.00072556223	0.001243651	0.00063603265	0.00039222918	0.0035151415	0.0010192197	0.00033073416	0.0010281691	0.003620918	0.00064426125	0.0018700399	0.0017785453	0.0013666139	0.0024426756	0.0022500871	0.0057229647
--FoxO signaling pathway	0.0041076416	0.0076401846	0.0045546938	0.0059556767	0.0037536242	0.0020285243	0.0044573603	0.0014938663	0.0038078451	0.0027557382	0.0090747901	0.0020983949	0.0015574103	0.0063162036	0.0081925058	0.0028946643	0.002217746	0.0068953755	0.00094339846	0.0048446719	0.002391994	0.0026728651	0.005672015	0.0018395716	0.0037915284	0.0027633231	0.0013997016	0.0021026735
--Two-component system	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
--MAPK signaling pathway	0.0042303421	0.015417965	0.008781716	0.0029319576	0.011016211	0.012864258	0.0040267456	0.019963009	0.01256074	0.0067251732	0.0025511738	0.0082715138	0.0098392469	0.0055096891	0.0028322056	0.002111519	0.011703712	0.01137355	0.0019187595	0.013627434	0.015303299	0.0016738245	0.0061870867	0.012306207	0.0096783884	0.0092430876	0.012043051	0.0066778067
--ErbB signaling pathway	0.00020755922	0.0018781563	0.0012873846	0.00016350428	0.0025219964	0.00028644095	4.6858145e-05	0.0002263316	0.00076457978	0.00016676991	2.5336258e-05	0.00024024607	0.00048002198	0.00020786407	8.8879986e-05	9.1853112e-05	0.0004281928	0.0010437644	0.0019089902	0.0050119908	0.00051776492	0.00012834179	0.00012046761	0.00043441807	0.00044513914	0.00068300712	0.00032596157	0.00036213789
--Wnt signaling pathway	0.00078216308	0.00069814742	0.00051659072	0.00019693813	0.00070214421	0.00046300027	6.1579565e-05	0.00031929132	0.001395312	0.00025207379	0.00011679126	0.00061524752	0.00069316432	0.00029782019	0.00024332855	0.00021170904	0.00037114516	0.00039614993	2.4908397e-05	0.00044476197	0.00071851245	0.00030770348	0.00020372353	0.00078917274	0.00044638115	0.0012215737	0.00073453535	0.0002400532
--Notch signaling pathway	8.0824142e-05	1.2576502e-05	1.7765235e-05	0.0001197297	2.7569371e-05	0.00011576147	1.5042935e-05	2.3889703e-05	5.4646983e-05	0.00026376329	9.9559142e-07	0.00019719583	0.00029496916	1.271152e-05	6.2648896e-05	8.016513e-05	9.5696747e-05	6.7614896e-05	3.4070603e-06	8.8292661e-05	6.4243932e-05	5.4060274e-06	2.4627273e-05	5.3127705e-05	1.1913994e-05	5.1591709e-05	3.4848397e-05	0.00013811329
--Hedgehog signaling pathway	2.1189766e-05	3.2466509e-05	2.1142806e-05	1.0007348e-05	1.8612815e-05	1.0432561e-05	1.9593778e-05	1.0922971e-05	1.3558854e-05	3.9496071e-05	5.6599471e-05	1.4452476e-05	1.4710688e-05	0.0024250198	0.0007703712	8.5579864e-06	1.6240261e-05	1.6687006e-05	2.1497433e-05	3.0085629e-05	8.3561995e-06	1.6151008e-05	5.519012e-06	1.1761307e-05	9.2277483e-06	1.2982009e-05	1.2876105e-05	1.6764051e-05
--TGF-beta signaling pathway	0.00052476489	2.1008351e-05	4.5991053e-05	0.00096613836	3.6710108e-05	0.00019259686	0.0010224853	0.00078028853	0.00014367869	0.0011308084	0.00011735406	3.4157758e-05	4.781563e-05	9.6927645e-05	0.00012956502	4.2666292e-05	0.0017312331	6.1718701e-05	0.00021048854	9.7868912e-06	0.0011602173	0.00026178831	0.00056798921	0.0015809897	0.0020940838	0.00090444436	0.0013156754	0.0036094724
--VEGF signaling pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
--Jak-STAT signaling pathway	3.4208004e-06	0	0	1.8045062e-06	5.1911462e-07	1.0264294e-05	4.6065548e-07	7.463644e-06	7.5151408e-07	0	1.2105997e-07	3.2947069e-05	4.9344486e-05	4.3431918e-06	2.3171225e-06	1.8435562e-06	9.1587641e-06	0	1.0582855e-07	0	0	5.2629347e-08	4.1895494e-07	7.8996185e-07	0	7.7936638e-07	1.2115396e-07	6.3035582e-08
--Calcium signaling pathway	0.006000462	0.0087458965	0.011340491	0.0074048534	0.011281817	0.0088132083	0.017191163	0.0076248395	0.0050258883	0.00625362	0.019316784	0.0097659849	0.010085508	0.0091937596	0.0067839202	0.0049296348	0.0036013243	0.0085097125	0.010468915	0.014650954	0.0075226465	0.0051945445	0.0075843986	0.0047058501	0.0065872994	0.0046993637	0.0055646077	0.0060422286
--Phosphatidylinositol signaling system	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
--mTOR signaling pathway	0.00013309382	0.00076598782	0.00040699619	8.3747812e-05	0.00064587541	0.00045660999	7.1156898e-05	0.0001702745	0.00042919294	0.00016554313	0.00010028932	0.00043537781	0.00065015296	0.00025011411	0.0002443582	9.5980187e-05	0.00055444643	0.00056944561	3.5382476e-05	0.00080333433	0.0002779632	0.00032489834	0.00068268611	0.00086067182	0.00026791917	0.00037508424	0.00023876402	0.00015069025
--Plant hormone signal transduction	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Signaling Molecules and Interaction	0.031492735	0.0037921438	0.0070466418	0.003870173	0.0096900829	0.015790229	0.0014488919	0.0086666245	0.0069744654	0.0045143572	0.0030250702	0.021219905	0.021140765	0.0070984174	0.0050944032	0.0045201221	0.014500647	0.0058144406	0.0023560385	0.0098752705	0.012866826	0.0062133572	0.0053441942	0.010246897	0.011103259	0.0088434445	0.0094602306	0.0079996228
--Signaling molecules	0.016125771	0.00017893642	4.2093506e-05	9.5816564e-06	4.6047887e-05	0.00067979917	3.4087411e-06	0.00015121056	2.9674253e-05	3.1368262e-05	6.6996252e-06	0.00010715424	8.3768139e-05	4.694116e-06	5.4502221e-06	9.1397047e-06	2.8834743e-06	0.00020374875	2.8486248e-05	0.00016794789	2.7140875e-05	0.00018333755	6.6833204e-05	3.1481926e-05	0.00035518352	2.3708479e-05	6.2826532e-05	6.5332983e-06
--Insulin secretion	0	0	0	0	0	0	0	0	0	0	0	6.2538417e-05	0	3.9660522e-06	1.6703188e-06	3.7662107e-05	0	0	0	0	0	0	0	0	0	0	0	0
--Steroid hormone biosynthesis	0.01157629	5.2048135e-05	2.0303205e-05	0.00010117533	3.7999574e-05	0.00028381212	1.272847e-05	0.00015222235	8.4209743e-06	1.3322476e-05	4.1110137e-05	0.0028062047	0.0016472196	0.00050723072	0.00057665155	0.0021988812	0.00019460123	1.0182503e-05	2.7533085e-05	8.6760711e-05	0.0051412862	3.1738451e-05	1.2153574e-05	7.5473478e-05	2.5939159e-05	4.9266374e-05	4.2767735e-05	0.00020000676
