Numerator	Denominator	hsa Krizhanovsky 2013 Normal	hsa Krizhanovsky 2013 Senescent	hsa Krizhanovsky 2013 Normal a	hsa Krizhanovsky 2013 Senescent a
-Not Mapped	MAPPED	0.1497	0.1464	0.1565	0.1552
TOTAL	Genetic Information Processing	3.891	3.312	4.378	3.034
MAPPED	Genetic Information Processing	3.384	2.889	3.786	2.626
Genetic Information Processing	Genetic Information Processing	1	1	1	1
-Transcription	Genetic Information Processing	0.04625	0.04879	0.0412	0.04521
-Translation	Genetic Information Processing	0.1615	0.1614	0.1574	0.1554
-Folding, Sorting and Degradation	Genetic Information Processing	0.4426	0.3999	0.4881	0.3811
-DNA Maintenance	Genetic Information Processing	0.05084	0.04835	0.0522	0.04454
-RNA Family	Genetic Information Processing	0	0	0	0
Environmental Information Processing	Genetic Information Processing	0.08221	0.1288	0.1377	0.1568
-Signal Transduction	Genetic Information Processing	0.003311	0.002938	0.003912	0.003639
-Signaling Molecules and Interaction	Genetic Information Processing	0.07002	0.1215	0.1271	0.1505
Cellular Processes	Genetic Information Processing	1.368	0.8912	1.658	0.687
-Crystallins	Genetic Information Processing	0	0	0	0
-Stress Response	Genetic Information Processing	0	0	0	0
-Vesicular Transport	Genetic Information Processing	0.03221	0.02417	0.03944	0.02101
-Cytoskeleton	Genetic Information Processing	1.168	0.6651	1.47	0.4966
-Cell Motility	Genetic Information Processing	0	0	0	0
-Cell Growth and Death	Genetic Information Processing	0.002933	0.002655	0.003559	0.002157
-Cell Communication	Genetic Information Processing	0.1008	0.1163	0.07937	0.09991
Metabolism	Genetic Information Processing	0.2955	0.264	0.3076	0.2382
-Membrane Transport	Genetic Information Processing	0.0001804	0.0001318	7.167e-05	9.267e-05
-Central Carbon Metabolism	Genetic Information Processing	0.04766	0.04593	0.04463	0.04554
-Energy Metabolism	Genetic Information Processing	0.01596	0.01365	0.01359	0.01245
-Biosynthesis	Genetic Information Processing	0.0445	0.03679	0.04347	0.0321
-Other Enzymes	Genetic Information Processing	0.1074	0.09804	0.1036	0.08784
Organismal Systems	Genetic Information Processing	0.1304	0.1064	0.1344	0.1075
-Immune System	Genetic Information Processing	0.01107	0.01224	0.01035	0.01225
-Endocrine System	Genetic Information Processing	0.00268	0.002176	0.002882	0.001762
-Circulatory System	Genetic Information Processing	0.03138	0.0223	0.04418	0.02281
-Digestive System	Genetic Information Processing	0.0005179	0.0003759	0.0005001	0.0001962
-Excretory System	Genetic Information Processing	0.002085	0.001478	0.002632	0.001224
-Nervous System	Genetic Information Processing	0.001316	0.001241	0.001129	0.0008142
-Sensory System	Genetic Information Processing	0	0	0	0
-Development	Genetic Information Processing	0.003155	0.003416	0.003063	0.003293
-Environmental Adaptation	Genetic Information Processing	0	0	0	0
Human Diseases	Genetic Information Processing	0.2628	0.2272	0.311	0.2111
-Cancers	Genetic Information Processing	0.008493	0.006891	0.01022	0.007166
-Immune System Diseases	Genetic Information Processing	0.005824	0.004664	0.005184	0.004334
-Neurodegenerative Diseases	Genetic Information Processing	0.03576	0.02623	0.04306	0.02753
-Cardiovascular Diseases	Genetic Information Processing	0.06074	0.06037	0.06382	0.05779
-Metabolic Diseases	Genetic Information Processing	0	0	0	0
-Infectious Diseases	Genetic Information Processing	0.06089	0.05044	0.06602	0.05213
Not Mapped	Genetic Information Processing	0.5065	0.4231	0.5924	0.4076
-Not Mapped	Genetic Information Processing	0.5065	0.4231	0.5924	0.4076
TOTAL	-Transcription	80.91	67.18	100.8	65.71
MAPPED	-Transcription	70.38	58.6	87.18	56.89
Genetic Information Processing	-Transcription	12.91	11.88	14.72	12.15
-Transcription	-Transcription	1	1	1	1
-Translation	-Transcription	3.358	3.273	3.683	3.39
-Folding, Sorting and Degradation	-Transcription	7.288	6.472	8.596	6.489
-DNA Maintenance	-Transcription	0.6988	0.5755	0.8866	0.5536
-RNA Family	-Transcription	0	0	0	0
Environmental Information Processing	-Transcription	1.273	2.157	2.718	3.039
-Signal Transduction	-Transcription	0.04273	0.03491	0.05756	0.04424
-Signaling Molecules and Interaction	-Transcription	1.002	1.933	2.36	2.829
Cellular Processes	-Transcription	28.51	17.75	39.99	14.68
-Crystallins	-Transcription	0	0	0	0
-Stress Response	-Transcription	0	0	0	0
-Vesicular Transport	-Transcription	0.6964	0.4954	0.9572	0.4648
-Cytoskeleton	-Transcription	24.19	13.25	34.58	10.47
-Cell Motility	-Transcription	0	0	0	0
-Cell Growth and Death	-Transcription	0.06035	0.05292	0.08042	0.04549
-Cell Communication	-Transcription	1.323	1.422	1.247	1.347
Metabolism	-Transcription	6.162	5.365	7.065	5.195
-Membrane Transport	-Transcription	0.003848	0.002691	0.001714	0.002043
-Central Carbon Metabolism	-Transcription	0.739	0.6462	0.8296	0.663
-Energy Metabolism	-Transcription	0.3319	0.2798	0.3128	0.2753
-Biosynthesis	-Transcription	0.9281	0.7475	1.001	0.6806
-Other Enzymes	-Transcription	2.21	1.954	2.342	1.916
Organismal Systems	-Transcription	1.889	1.486	2.513	1.558
-Immune System	-Transcription	0.1716	0.1721	0.1924	0.1784
-Endocrine System	-Transcription	0.05348	0.03984	0.06294	0.03681
-Circulatory System	-Transcription	0.5943	0.4018	0.9434	0.4308
-Digestive System	-Transcription	0.008031	0.007624	0.009296	0.002856
-Excretory System	-Transcription	0.03967	0.02945	0.04596	0.02571
-Nervous System	-Transcription	0.02846	0.02543	0.02741	0.01801
-Sensory System	-Transcription	0	0	0	0
-Development	-Transcription	0.06371	0.06651	0.06604	0.06805
-Environmental Adaptation	-Transcription	0	0	0	0
Human Diseases	-Transcription	5.43	4.478	6.937	4.331
-Cancers	-Transcription	0.1734	0.1373	0.231	0.1511
-Immune System Diseases	-Transcription	0.1043	0.08791	0.0839	0.08668
-Neurodegenerative Diseases	-Transcription	0.5545	0.4204	0.8004	0.4514
-Cardiovascular Diseases	-Transcription	1.263	1.225	1.469	1.261
-Metabolic Diseases	-Transcription	0	0	0	0
-Infectious Diseases	-Transcription	0.9129	0.7583	1.153	0.7808
Not Mapped	-Transcription	10.53	8.581	13.64	8.828
-Not Mapped	-Transcription	10.53	8.581	13.64	8.828
TOTAL	-Translation	23.12	19.61	25.52	17.55
MAPPED	-Translation	20.11	17.1	22.07	15.19
Genetic Information Processing	-Translation	3.686	3.466	3.929	3.364
-Transcription	-Translation	0.2735	0.2793	0.2445	0.2546
-Translation	-Translation	1	1	1	1
-Folding, Sorting and Degradation	-Translation	2.109	1.912	2.295	1.796
-DNA Maintenance	-Translation	0.1963	0.1676	0.2243	0.1546
-RNA Family	-Translation	0	0	0	0
Environmental Information Processing	-Translation	0.355	0.6085	0.6952	0.7932
-Signal Transduction	-Translation	0.01236	0.01031	0.01537	0.01224
-Signaling Molecules and Interaction	-Translation	0.2793	0.5453	0.6036	0.7383
Cellular Processes	-Translation	8.093	5.144	9.853	3.921
-Crystallins	-Translation	0	0	0	0
-Stress Response	-Translation	0	0	0	0
-Vesicular Transport	-Translation	0.1984	0.1456	0.2506	0.1319
-Cytoskeleton	-Translation	6.728	3.83	8.495	2.808
-Cell Motility	-Translation	0	0	0	0
-Cell Growth and Death	-Translation	0.01751	0.01568	0.02124	0.01259
-Cell Communication	-Translation	0.3715	0.4139	0.3154	0.3762
Metabolism	-Translation	1.784	1.579	1.862	1.449
-Membrane Transport	-Translation	0.001053	0.0007515	0.000419	0.0005201
-Central Carbon Metabolism	-Translation	0.2057	0.1873	0.2048	0.1833
-Energy Metabolism	-Translation	0.09883	0.08221	0.08493	0.07812
-Biosynthesis	-Translation	0.2688	0.22	0.2655	0.188
-Other Enzymes	-Translation	0.641	0.579	0.6186	0.5337
Organismal Systems	-Translation	0.5305	0.4326	0.6358	0.4353
-Immune System	-Translation	0.04777	0.04989	0.04749	0.04933
-Endocrine System	-Translation	0.01463	0.0116	0.01539	0.009372
-Circulatory System	-Translation	0.1657	0.1134	0.236	0.1124
-Digestive System	-Translation	0.002235	0.002329	0.002295	0.0007897
-Excretory System	-Translation	0.01102	0.00855	0.01135	0.007126
-Nervous System	-Translation	0.008106	0.007472	0.007177	0.005111
-Sensory System	-Translation	0	0	0	0
-Development	-Translation	0.0177	0.01917	0.0166	0.01809
-Environmental Adaptation	-Translation	0	0	0	0
Human Diseases	-Translation	1.509	1.299	1.713	1.2
-Cancers	-Translation	0.04833	0.0407	0.06101	0.04183
-Immune System Diseases	-Translation	0.02899	0.02597	0.0224	0.02399
-Neurodegenerative Diseases	-Translation	0.1543	0.1218	0.1976	0.1229
-Cardiovascular Diseases	-Translation	0.3762	0.3741	0.3988	0.352
-Metabolic Diseases	-Translation	0	0	0	0
-Infectious Diseases	-Translation	0.2536	0.22	0.2847	0.2164
Not Mapped	-Translation	3.011	2.504	3.453	2.357
-Not Mapped	-Translation	3.011	2.504	3.453	2.357
TOTAL	-Folding, Sorting and Degradation	7.991	7.308	8.13	6.866
MAPPED	-Folding, Sorting and Degradation	6.95	6.375	7.029	5.943
Genetic Information Processing	-Folding, Sorting and Degradation	1.531	1.576	1.479	1.573
-Transcription	-Folding, Sorting and Degradation	0.09474	0.1088	0.07651	0.1037
-Translation	-Folding, Sorting and Degradation	0.3316	0.356	0.2922	0.3517
-Folding, Sorting and Degradation	-Folding, Sorting and Degradation	1	1	1	1
-DNA Maintenance	-Folding, Sorting and Degradation	0.07785	0.07725	0.0772	0.0743
-RNA Family	-Folding, Sorting and Degradation	0	0	0	0
Environmental Information Processing	-Folding, Sorting and Degradation	0.1462	0.279	0.2544	0.3867
-Signal Transduction	-Folding, Sorting and Degradation	0.005863	0.005393	0.006697	0.006817
-Signaling Molecules and Interaction	-Folding, Sorting and Degradation	0.115	0.25	0.2208	0.3599
Cellular Processes	-Folding, Sorting and Degradation	2.801	1.988	3.078	1.58
-Crystallins	-Folding, Sorting and Degradation	0	0	0	0
-Stress Response	-Folding, Sorting and Degradation	0	0	0	0
-Vesicular Transport	-Folding, Sorting and Degradation	0.06597	0.05419	0.07323	0.04831
-Cytoskeleton	-Folding, Sorting and Degradation	2.393	1.532	2.73	1.174
-Cell Motility	-Folding, Sorting and Degradation	0	0	0	0
-Cell Growth and Death	-Folding, Sorting and Degradation	0.00642	0.006257	0.007129	0.005269
-Cell Communication	-Folding, Sorting and Degradation	0.1682	0.2062	0.1263	0.1846
Metabolism	-Folding, Sorting and Degradation	0.6241	0.5981	0.5821	0.5389
-Membrane Transport	-Folding, Sorting and Degradation	0.0003695	0.0002956	0.0001331	0.0002131
-Central Carbon Metabolism	-Folding, Sorting and Degradation	0.07298	0.07238	0.06601	0.07163
-Energy Metabolism	-Folding, Sorting and Degradation	0.03277	0.0306	0.02524	0.02862
-Biosynthesis	-Folding, Sorting and Degradation	0.09401	0.08333	0.08073	0.07354
-Other Enzymes	-Folding, Sorting and Degradation	0.235	0.231	0.2076	0.1988
Organismal Systems	-Folding, Sorting and Degradation	0.2402	0.2156	0.2495	0.2136
-Immune System	-Folding, Sorting and Degradation	0.01695	0.01928	0.01531	0.01928
-Endocrine System	-Folding, Sorting and Degradation	0.00557	0.004893	0.00537	0.004622
-Circulatory System	-Folding, Sorting and Degradation	0.06782	0.05147	0.08596	0.05482
-Digestive System	-Folding, Sorting and Degradation	0.0007932	0.0008293	0.0007397	0.0003086
-Excretory System	-Folding, Sorting and Degradation	0.004289	0.003483	0.00411	0.002962
-Nervous System	-Folding, Sorting and Degradation	0.002696	0.002781	0.002097	0.001872
-Sensory System	-Folding, Sorting and Degradation	0	0	0	0
-Development	-Folding, Sorting and Degradation	0.006698	0.007724	0.006077	0.007653
-Environmental Adaptation	-Folding, Sorting and Degradation	0	0	0	0
Human Diseases	-Folding, Sorting and Degradation	0.5397	0.5013	0.5775	0.4777
-Cancers	-Folding, Sorting and Degradation	0.01794	0.01624	0.02015	0.0178
-Immune System Diseases	-Folding, Sorting and Degradation	0.01128	0.01099	0.00976	0.01076
-Neurodegenerative Diseases	-Folding, Sorting and Degradation	0.05477	0.04709	0.06369	0.04877
-Cardiovascular Diseases	-Folding, Sorting and Degradation	0.1247	0.1332	0.1185	0.1308
-Metabolic Diseases	-Folding, Sorting and Degradation	0	0	0	0
-Infectious Diseases	-Folding, Sorting and Degradation	0.09871	0.09102	0.1031	0.08996
Not Mapped	-Folding, Sorting and Degradation	1.04	0.9335	1.1	0.9223
-Not Mapped	-Folding, Sorting and Degradation	1.04	0.9335	1.1	0.9223
TOTAL	-DNA Maintenance	12.4	9.648	15.92	8.304
MAPPED	-DNA Maintenance	10.79	8.416	13.77	7.188
Genetic Information Processing	-DNA Maintenance	3.058	2.755	3.461	2.611
-Transcription	-DNA Maintenance	0.1486	0.1409	0.1532	0.1249
-Translation	-DNA Maintenance	0.5124	0.4755	0.5798	0.4356
-Folding, Sorting and Degradation	-DNA Maintenance	1.366	1.102	1.728	0.995
-DNA Maintenance	-DNA Maintenance	1	1	1	1
-RNA Family	-DNA Maintenance	0	0	0	0
Environmental Information Processing	-DNA Maintenance	0.2537	0.355	0.4935	0.4093
-Signal Transduction	-DNA Maintenance	0.02596	0.02019	0.03791	0.01641
-Signaling Molecules and Interaction	-DNA Maintenance	0.2278	0.3348	0.4556	0.3929
Cellular Processes	-DNA Maintenance	4.237	2.582	6.178	1.905
-Crystallins	-DNA Maintenance	0	0	0	0
-Stress Response	-DNA Maintenance	0	0	0	0
-Vesicular Transport	-DNA Maintenance	0.1062	0.07128	0.15	0.05827
-Cytoskeleton	-DNA Maintenance	3.596	1.868	5.297	1.311
-Cell Motility	-DNA Maintenance	0	0	0	0
-Cell Growth and Death	-DNA Maintenance	0.008971	0.007456	0.01232	0.005695
-Cell Communication	-DNA Maintenance	0.3483	0.3461	0.3435	0.28
Metabolism	-DNA Maintenance	0.9437	0.772	1.126	0.6674
-Membrane Transport	-DNA Maintenance	0.0005951	0.0003838	0.0002727	0.0002552
-Central Carbon Metabolism	-DNA Maintenance	0.1884	0.1726	0.2009	0.1462
-Energy Metabolism	-DNA Maintenance	0.05257	0.04026	0.05267	0.03451
-Biosynthesis	-DNA Maintenance	0.1422	0.1076	0.1685	0.0872
-Other Enzymes	-DNA Maintenance	0.3284	0.2753	0.3587	0.2415
Organismal Systems	-DNA Maintenance	0.4024	0.2932	0.5206	0.2807
-Immune System	-DNA Maintenance	0.09456	0.0812	0.1313	0.0882
-Endocrine System	-DNA Maintenance	0.008272	0.005996	0.01033	0.004599
-Circulatory System	-DNA Maintenance	0.09684	0.06145	0.1584	0.05956
-Digestive System	-DNA Maintenance	0.001752	0.001118	0.002172	0.0006316
-Excretory System	-DNA Maintenance	0.006378	0.00415	0.009287	0.003232
-Nervous System	-DNA Maintenance	0.004341	0.003658	0.004297	0.002258
-Sensory System	-DNA Maintenance	0	0	0	0
-Development	-DNA Maintenance	0.00965	0.009591	0.0106	0.008697
-Environmental Adaptation	-DNA Maintenance	0	0	0	0
Human Diseases	-DNA Maintenance	0.8657	0.6761	1.183	0.5916
-Cancers	-DNA Maintenance	0.02713	0.01935	0.03537	0.01892
-Immune System Diseases	-DNA Maintenance	0.01781	0.0131	0.01794	0.01144
-Neurodegenerative Diseases	-DNA Maintenance	0.129	0.07736	0.1773	0.0749
-Cardiovascular Diseases	-DNA Maintenance	0.2001	0.1796	0.2473	0.162
-Metabolic Diseases	-DNA Maintenance	0	0	0	0
-Infectious Diseases	-DNA Maintenance	0.1916	0.1501	0.2614	0.1423
Not Mapped	-DNA Maintenance	1.615	1.232	2.154	1.116
-Not Mapped	-DNA Maintenance	1.615	1.232	2.154	1.116
TOTAL	-RNA Family	Inf	Inf	Inf	Inf
MAPPED	-RNA Family	Inf	Inf	Inf	Inf
Genetic Information Processing	-RNA Family	Inf	Inf	Inf	Inf
-Transcription	-RNA Family	Inf	Inf	Inf	Inf
-Translation	-RNA Family	Inf	Inf	Inf	Inf
-Folding, Sorting and Degradation	-RNA Family	Inf	Inf	Inf	Inf
-DNA Maintenance	-RNA Family	Inf	Inf	Inf	Inf
-RNA Family	-RNA Family	NaN	NaN	NaN	NaN
Environmental Information Processing	-RNA Family	Inf	Inf	Inf	Inf
-Signal Transduction	-RNA Family	Inf	Inf	Inf	Inf
-Signaling Molecules and Interaction	-RNA Family	Inf	Inf	Inf	Inf
Cellular Processes	-RNA Family	Inf	Inf	Inf	Inf
-Crystallins	-RNA Family	NaN	NaN	NaN	NaN
-Stress Response	-RNA Family	NaN	NaN	NaN	NaN
-Vesicular Transport	-RNA Family	Inf	Inf	Inf	Inf
-Cytoskeleton	-RNA Family	Inf	Inf	Inf	Inf
-Cell Motility	-RNA Family	NaN	NaN	NaN	NaN
-Cell Growth and Death	-RNA Family	Inf	Inf	Inf	Inf
-Cell Communication	-RNA Family	Inf	Inf	Inf	Inf
Metabolism	-RNA Family	Inf	Inf	Inf	Inf
-Membrane Transport	-RNA Family	Inf	Inf	Inf	Inf
-Central Carbon Metabolism	-RNA Family	Inf	Inf	Inf	Inf
-Energy Metabolism	-RNA Family	Inf	Inf	Inf	Inf
-Biosynthesis	-RNA Family	Inf	Inf	Inf	Inf
-Other Enzymes	-RNA Family	Inf	Inf	Inf	Inf
Organismal Systems	-RNA Family	Inf	Inf	Inf	Inf
-Immune System	-RNA Family	Inf	Inf	Inf	Inf
-Endocrine System	-RNA Family	Inf	Inf	Inf	Inf
-Circulatory System	-RNA Family	Inf	Inf	Inf	Inf
-Digestive System	-RNA Family	Inf	Inf	Inf	Inf
-Excretory System	-RNA Family	Inf	Inf	Inf	Inf
-Nervous System	-RNA Family	Inf	Inf	Inf	Inf
-Sensory System	-RNA Family	Inf	Inf	Inf	Inf
-Development	-RNA Family	Inf	Inf	Inf	Inf
-Environmental Adaptation	-RNA Family	Inf	Inf	Inf	Inf
Human Diseases	-RNA Family	Inf	Inf	Inf	Inf
-Cancers	-RNA Family	Inf	Inf	Inf	Inf
-Immune System Diseases	-RNA Family	Inf	Inf	Inf	Inf
-Neurodegenerative Diseases	-RNA Family	Inf	Inf	Inf	Inf
-Cardiovascular Diseases	-RNA Family	Inf	Inf	Inf	Inf
-Metabolic Diseases	-RNA Family	Inf	Inf	Inf	Inf
-Infectious Diseases	-RNA Family	Inf	Inf	Inf	Inf
Not Mapped	-RNA Family	Inf	Inf	Inf	Inf
-Not Mapped	-RNA Family	Inf	Inf	Inf	Inf
TOTAL	Environmental Information Processing	13.16	8.591	14.71	7.945
MAPPED	Environmental Information Processing	11.45	7.493	12.72	6.877
Genetic Information Processing	Environmental Information Processing	2.052	1.469	2.224	1.451
-Transcription	Environmental Information Processing	0.1563	0.1234	0.1416	0.1168
-Translation	Environmental Information Processing	0.5566	0.4237	0.5416	0.418
-Folding, Sorting and Degradation	Environmental Information Processing	1.229	0.8504	1.341	0.8517
-DNA Maintenance	Environmental Information Processing	0.1092	0.07101	0.1255	0.06463
-RNA Family	Environmental Information Processing	0	0	0	0
Environmental Information Processing	Environmental Information Processing	1	1	1	1
-Signal Transduction	Environmental Information Processing	0.007574	0.004938	0.008983	0.005918
-Signaling Molecules and Interaction	Environmental Information Processing	0.7148	0.8601	0.7634	0.9026
Cellular Processes	Environmental Information Processing	4.871	2.316	5.894	1.827
-Crystallins	Environmental Information Processing	0	0	0	0
-Stress Response	Environmental Information Processing	0	0	0	0
-Vesicular Transport	Environmental Information Processing	0.1169	0.06695	0.1414	0.05997
-Cytoskeleton	Environmental Information Processing	4.152	1.788	5.203	1.374
-Cell Motility	Environmental Information Processing	0	0	0	0
-Cell Growth and Death	Environmental Information Processing	0.01148	0.007677	0.01668	0.00569
-Cell Communication	Environmental Information Processing	0.2068	0.1754	0.1765	0.1572
Metabolism	Environmental Information Processing	1.004	0.6986	1.009	0.6645
-Membrane Transport	Environmental Information Processing	0.0006546	0.0003652	0.000257	0.0002645
-Central Carbon Metabolism	Environmental Information Processing	0.1601	0.1243	0.1467	0.1189
-Energy Metabolism	Environmental Information Processing	0.05998	0.03605	0.05444	0.03484
-Biosynthesis	Environmental Information Processing	0.1512	0.09733	0.1571	0.08626
-Other Enzymes	Environmental Information Processing	0.4204	0.329	0.4857	0.3246
Organismal Systems	Environmental Information Processing	0.2953	0.1833	0.3558	0.182
-Immune System	Environmental Information Processing	0.08711	0.0582	0.05753	0.04792
-Endocrine System	Environmental Information Processing	0.008652	0.004914	0.011	0.005151
-Circulatory System	Environmental Information Processing	0.109	0.06012	0.146	0.06227
-Digestive System	Environmental Information Processing	0.003284	0.002392	0.00278	0.0007673
-Excretory System	Environmental Information Processing	0.006633	0.003842	0.007059	0.003199
-Nervous System	Environmental Information Processing	0.004775	0.003436	0.004051	0.002324
-Sensory System	Environmental Information Processing	0	0	0	0
-Development	Environmental Information Processing	0.01018	0.008437	0.009573	0.008266
-Environmental Adaptation	Environmental Information Processing	0	0	0	0
Human Diseases	Environmental Information Processing	0.908	0.5838	1.065	0.5388
-Cancers	Environmental Information Processing	0.02885	0.02104	0.03424	0.02222
-Immune System Diseases	Environmental Information Processing	0.01745	0.01244	0.01309	0.01159
-Neurodegenerative Diseases	Environmental Information Processing	0.1419	0.07265	0.1672	0.07374
-Cardiovascular Diseases	Environmental Information Processing	0.2427	0.1784	0.2721	0.1615
-Metabolic Diseases	Environmental Information Processing	0	0	0	0
-Infectious Diseases	Environmental Information Processing	0.1526	0.09886	0.1771	0.09715
Not Mapped	Environmental Information Processing	1.713	1.097	1.99	1.067
-Not Mapped	Environmental Information Processing	1.713	1.097	1.99	1.067
TOTAL	-Signal Transduction	127.2	158.1	106.5	171.2
MAPPED	-Signal Transduction	110.6	137.9	92.07	148.2
Genetic Information Processing	-Signal Transduction	32.68	47.72	23.49	52.92
-Transcription	-Signal Transduction	1.572	2.353	1.023	2.552
-Translation	-Signal Transduction	5.277	7.7	3.88	8.787
-Folding, Sorting and Degradation	-Signal Transduction	15.91	21.35	12.17	22.74
-DNA Maintenance	-Signal Transduction	2.844	2.535	2.866	2.357
