Numerator	Denominator	hsa Krizhanovsky 2013 Normal	hsa Krizhanovsky 2013 Senescent	hsa Krizhanovsky 2013 Normal a	hsa Krizhanovsky 2013 Senescent a
-Transcription	-Cell Communication	1.315	1.232	1.325	1.369
-Translation	-Cell Communication	6.175	5.517	6.756	6.54
-Folding, Sorting and Degradation	-Cell Communication	12.25	10.33	14.68	11.94
-DNA Maintenance	-Cell Communication	8.542	9.798	7.518	12.16
-RNA Family	-Cell Communication	0	0	0	0
Environmental Information Processing	-Cell Communication	3.142	2.791	4.705	3.105
-Signal Transduction	-Cell Communication	0.9542	0.6149	1.518	0.5783
-Signaling Molecules and Interaction	-Cell Communication	2.24	2.341	2.951	2.722
Cellular Processes	-Cell Communication	31.85	20.7	44.09	20.46
-Crystallins	-Cell Communication	0	0	0	0
-Stress Response	-Cell Communication	0	0	0	0
-Vesicular Transport	-Cell Communication	1.134	0.8477	1.286	0.8841
-Cytoskeleton	-Cell Communication	28.54	18.14	39.97	17.76
-Cell Motility	-Cell Communication	0	0	0	0
-Cell Growth and Death	-Cell Communication	1.58	1.284	2.11	1.4
-Cell Communication	-Cell Communication	1	1	1	1
Metabolism	-Cell Communication	9.809	9.139	10.49	9.285
-Membrane Transport	-Cell Communication	0.0445	0.03623	0.05121	0.02849
-Central Carbon Metabolism	-Cell Communication	3.263	2.851	3.583	2.872
-Energy Metabolism	-Cell Communication	0.9519	0.8165	1.105	0.8134
-Biosynthesis	-Cell Communication	1.509	1.106	1.494	1.097
-Other Enzymes	-Cell Communication	6.365	5.906	7.45	6.271
Organismal Systems	-Cell Communication	4.877	3.649	6.312	3.991
-Immune System	-Cell Communication	1.026	1.052	1.268	1.119
-Endocrine System	-Cell Communication	0.5811	0.6458	0.5359	0.6573
-Circulatory System	-Cell Communication	1.573	1.083	1.934	1.207
-Digestive System	-Cell Communication	0.06216	0.05472	0.03999	0.04141
-Excretory System	-Cell Communication	0.2946	0.2114	0.3677	0.228
-Nervous System	-Cell Communication	1.003	0.8761	1.145	0.8542
-Sensory System	-Cell Communication	0.008815	0.007397	0.01003	0.007714
-Development	-Cell Communication	0.6623	0.6702	0.7073	0.8037
-Environmental Adaptation	-Cell Communication	0.3032	0.2301	0.287	0.2105
Human Diseases	-Cell Communication	12.5	11.95	11.25	12.52
-Cancers	-Cell Communication	1.441	1.619	1.279	1.669
-Immune System Diseases	-Cell Communication	1.451	1.476	1.096	1.597
-Neurodegenerative Diseases	-Cell Communication	3.122	2.461	3.916	2.448
-Cardiovascular Diseases	-Cell Communication	1.84	1.922	1.536	2.287
-Metabolic Diseases	-Cell Communication	0.44	0.5062	0.4028	0.5367
-Infectious Diseases	-Cell Communication	7.009	7.394	6.78	9.192
Not Mapped	-Cell Communication	17.72	13.52	22.03	14.82
-Not Mapped	-Cell Communication	17.72	13.52	22.03	14.82
TOTAL	Metabolism	11.11	10.4	12.14	10.83
MAPPED	Metabolism	9.218	8.593	10.04	8.888
Genetic Information Processing	Metabolism	3.248	3.718	3.092	4.207
-Transcription	Metabolism	0.1403	0.1647	0.1262	0.1791
-Translation	Metabolism	0.6586	0.7376	0.6441	0.8038
-Folding, Sorting and Degradation	Metabolism	1.307	1.382	1.4	1.481
-DNA Maintenance	Metabolism	1.142	1.434	0.9221	1.684
-RNA Family	Metabolism	0	0	0	0
Environmental Information Processing	Metabolism	0.3351	0.3258	0.4486	0.3813
-Signal Transduction	Metabolism	0.1131	0.08221	0.1672	0.07341
-Signaling Molecules and Interaction	Metabolism	0.2391	0.2744	0.2814	0.3135
Cellular Processes	Metabolism	3.398	2.443	4.204	2.326
-Crystallins	Metabolism	0	0	0	0
-Stress Response	Metabolism	0	0	0	0
-Vesicular Transport	Metabolism	0.1416	0.1245	0.1699	0.1286
-Cytoskeleton	Metabolism	3.045	2.176	3.811	1.913
-Cell Motility	Metabolism	0	0	0	0
-Cell Growth and Death	Metabolism	0.1686	0.1716	0.2012	0.1831
-Cell Communication	Metabolism	0.1503	0.1603	0.1348	0.1474
Metabolism	Metabolism	1	1	1	1
-Membrane Transport	Metabolism	0.003475	0.003513	0.003344	0.003433
-Central Carbon Metabolism	Metabolism	0.3753	0.3976	0.3755	0.3871
-Energy Metabolism	Metabolism	0.1147	0.1035	0.1174	0.1029
-Biosynthesis	Metabolism	0.1983	0.1683	0.2014	0.1613
-Other Enzymes	Metabolism	0.7136	0.7277	0.7256	0.7261
Organismal Systems	Metabolism	0.6041	0.5905	0.5912	0.6522
-Immune System	Metabolism	0.1335	0.139	0.1488	0.1553
-Endocrine System	Metabolism	0.07002	0.08894	0.05697	0.08725
-Circulatory System	Metabolism	0.2024	0.1978	0.1634	0.23
-Digestive System	Metabolism	0.009486	0.01023	0.006436	0.008458
-Excretory System	Metabolism	0.03649	0.03022	0.04027	0.03169
-Nervous System	Metabolism	0.1507	0.1473	0.1657	0.1531
-Sensory System	Metabolism	0.001034	0.000978	0.001048	0.0009793
-Development	Metabolism	0.0763	0.08258	0.07135	0.09305
-Environmental Adaptation	Metabolism	0.04627	0.04301	0.04724	0.04299
Human Diseases	Metabolism	1.263	1.432	1.068	1.662
-Cancers	Metabolism	0.1028	0.1168	0.08833	0.1165
-Immune System Diseases	Metabolism	0.1488	0.1713	0.1014	0.1768
-Neurodegenerative Diseases	Metabolism	0.4094	0.3903	0.4766	0.3609
-Cardiovascular Diseases	Metabolism	0.1998	0.2177	0.1493	0.249
-Metabolic Diseases	Metabolism	0.04996	0.06236	0.04028	0.06213
-Infectious Diseases	Metabolism	0.8447	1.018	0.6932	1.22
Not Mapped	Metabolism	1.89	1.808	2.101	1.939
-Not Mapped	Metabolism	1.89	1.808	2.101	1.939
TOTAL	-Membrane Transport	20790	20050	41950	23100
MAPPED	-Membrane Transport	17250	16560	34690	18960
Genetic Information Processing	-Membrane Transport	5704	6643	10020	8411
-Transcription	-Membrane Transport	241.8	300.5	400.3	364.2
-Translation	-Membrane Transport	1230	1422	2218	1673
-Folding, Sorting and Degradation	-Membrane Transport	2139	2223	4187	2622
-DNA Maintenance	-Membrane Transport	1915	2482	2978	3280
-RNA Family	-Membrane Transport	0	0	0	0
Environmental Information Processing	-Membrane Transport	391.1	458.8	905.8	541.6
-Signal Transduction	-Membrane Transport	69.25	78.36	135.9	93.09
-Signaling Molecules and Interaction	-Membrane Transport	321.9	380.5	771.5	448.6
Cellular Processes	-Membrane Transport	6242	4292	14320	4074
-Crystallins	-Membrane Transport	0	0	0	0
-Stress Response	-Membrane Transport	0	0	0	0
-Vesicular Transport	-Membrane Transport	206.2	185.7	443.9	209.9
-Cytoskeleton	-Membrane Transport	5438	3441	12710	3120
-Cell Motility	-Membrane Transport	0	0	0	0
-Cell Growth and Death	-Membrane Transport	325.8	342.9	691.1	403.4
-Cell Communication	-Membrane Transport	271.5	322.6	471.3	392.2
Metabolism	-Membrane Transport	2315	2440	4509	2686
-Membrane Transport	-Membrane Transport	1	1	1	1
-Central Carbon Metabolism	-Membrane Transport	582.9	645.9	1104	718.3
-Energy Metabolism	-Membrane Transport	161.8	131.6	357.5	148.9
-Biosynthesis	-Membrane Transport	325.3	328.1	554.7	359.9
-Other Enzymes	-Membrane Transport	1051	1103	2028	1224
Organismal Systems	-Membrane Transport	693.2	701.5	1363	823
-Immune System	-Membrane Transport	278.4	330.3	509.9	380.8
-Endocrine System	-Membrane Transport	44.47	66.11	69	108.6
-Circulatory System	-Membrane Transport	240.2	218.5	376.6	270
-Digestive System	-Membrane Transport	9.102	11.45	13.13	14.72
-Excretory System	-Membrane Transport	78.08	65.72	189.7	78.19
-Nervous System	-Membrane Transport	43.36	41.94	49.55	53.97
-Sensory System	-Membrane Transport	2.393	2.386	4.726	2.63
-Development	-Membrane Transport	37.58	35.04	40.6	35.69
-Environmental Adaptation	-Membrane Transport	20.74	16.88	23.84	15.42
Human Diseases	-Membrane Transport	1909	2055	2597	2368
-Cancers	-Membrane Transport	54.78	54.29	121.9	68.52
-Immune System Diseases	-Membrane Transport	210.8	242.1	262.1	275.3
-Neurodegenerative Diseases	-Membrane Transport	293	213	703.4	241.7
-Cardiovascular Diseases	-Membrane Transport	441.6	514.6	601.8	649.9
-Metabolic Diseases	-Membrane Transport	67.93	84	79.18	91.31
-Infectious Diseases	-Membrane Transport	536.4	756.9	976.9	1518
Not Mapped	-Membrane Transport	3537	3485	7257	4136
-Not Mapped	-Membrane Transport	3537	3485	7257	4136
TOTAL	-Central Carbon Metabolism	74.35	65.25	86.05	63.09
MAPPED	-Central Carbon Metabolism	61.7	53.91	71.16	51.79
Genetic Information Processing	-Central Carbon Metabolism	17.55	17.77	18.18	19.44
-Transcription	-Central Carbon Metabolism	0.9161	1.012	0.8808	1.029
-Translation	-Central Carbon Metabolism	4.482	4.696	4.681	4.652
-Folding, Sorting and Degradation	-Central Carbon Metabolism	6.499	6.176	7.704	6.64
-DNA Maintenance	-Central Carbon Metabolism	3.859	4.624	3.263	5.426
-RNA Family	-Central Carbon Metabolism	0	0	0	0
Environmental Information Processing	-Central Carbon Metabolism	1.76	1.884	2.28	2.006
-Signal Transduction	-Central Carbon Metabolism	0.415	0.3135	0.6053	0.2864
-Signaling Molecules and Interaction	-Central Carbon Metabolism	1.428	1.558	1.855	1.707
Cellular Processes	-Central Carbon Metabolism	26.38	17.72	32.93	14.03
-Crystallins	-Central Carbon Metabolism	0	0	0	0
-Stress Response	-Central Carbon Metabolism	0	0	0	0
-Vesicular Transport	-Central Carbon Metabolism	0.9273	0.7324	1.139	0.6915
-Cytoskeleton	-Central Carbon Metabolism	23.4	14.7	29.68	11.22
-Cell Motility	-Central Carbon Metabolism	0	0	0	0
-Cell Growth and Death	-Central Carbon Metabolism	1.161	1.105	1.449	1.093
-Cell Communication	-Central Carbon Metabolism	0.9417	1.04	1.023	1.062
Metabolism	-Central Carbon Metabolism	9.201	8.857	10.37	8.269
-Membrane Transport	-Central Carbon Metabolism	0.01364	0.0139	0.01429	0.01386
-Central Carbon Metabolism	-Central Carbon Metabolism	1	1	1	1
-Energy Metabolism	-Central Carbon Metabolism	0.5244	0.5518	0.4997	0.5088
-Biosynthesis	-Central Carbon Metabolism	1.29	1.115	1.379	0.9981
-Other Enzymes	-Central Carbon Metabolism	6.761	6.584	7.625	6.068
Organismal Systems	-Central Carbon Metabolism	3.728	3.285	3.742	3.684
-Immune System	-Central Carbon Metabolism	0.8996	0.8069	1.053	0.9215
-Endocrine System	-Central Carbon Metabolism	0.1549	0.1818	0.1351	0.1868
-Circulatory System	-Central Carbon Metabolism	0.8348	0.7217	1.038	0.7415
-Digestive System	-Central Carbon Metabolism	0.05853	0.05691	0.04553	0.04777
-Excretory System	-Central Carbon Metabolism	0.1833	0.1141	0.2559	0.1235
-Nervous System	-Central Carbon Metabolism	0.5068	0.4764	0.6025	0.5011
-Sensory System	-Central Carbon Metabolism	0.004105	0.003694	0.00428	0.003662
-Development	-Central Carbon Metabolism	0.3114	0.3268	0.3201	0.371
-Environmental Adaptation	-Central Carbon Metabolism	0.1719	0.1575	0.188	0.1603
Human Diseases	-Central Carbon Metabolism	6.5	6.287	6.179	6.01
-Cancers	-Central Carbon Metabolism	0.5148	0.5929	0.4122	0.5986
-Immune System Diseases	-Central Carbon Metabolism	1.369	1.517	1.015	1.462
-Neurodegenerative Diseases	-Central Carbon Metabolism	1.403	1.161	1.669	1.093
-Cardiovascular Diseases	-Central Carbon Metabolism	1.177	1.237	0.9264	1.29
-Metabolic Diseases	-Central Carbon Metabolism	0.486	0.6154	0.4123	0.5701
-Infectious Diseases	-Central Carbon Metabolism	1.868	2.081	2.094	2.613
Not Mapped	-Central Carbon Metabolism	12.65	11.34	14.89	11.3
-Not Mapped	-Central Carbon Metabolism	12.65	11.34	14.89	11.3
TOTAL	-Energy Metabolism	261.2	244.3	305.2	238.6
MAPPED	-Energy Metabolism	216.8	201.8	252.4	195.9
Genetic Information Processing	-Energy Metabolism	76	76.87	76.86	80.49
-Transcription	-Energy Metabolism	3.139	3.869	2.99	3.892
-Translation	-Energy Metabolism	15.72	17.32	16.43	17.54
-Folding, Sorting and Degradation	-Energy Metabolism	30.2	27.84	33.89	26.94
-DNA Maintenance	-Energy Metabolism	26.94	29.65	23.55	32.6
-RNA Family	-Energy Metabolism	0	0	0	0
Environmental Information Processing	-Energy Metabolism	8.922	8.445	11.62	8.537
-Signal Transduction	-Energy Metabolism	3.01	1.931	4.755	1.623
-Signaling Molecules and Interaction	-Energy Metabolism	6.015	6.435	6.867	6.914
Cellular Processes	-Energy Metabolism	90.47	54.06	109.8	44.04
-Crystallins	-Energy Metabolism	0	0	0	0
-Stress Response	-Energy Metabolism	0	0	0	0
-Vesicular Transport	-Energy Metabolism	2.96	2.362	2.843	2.34
-Cytoskeleton	-Energy Metabolism	81.06	45.46	97.62	35.56
-Cell Motility	-Energy Metabolism	0	0	0	0
-Cell Growth and Death	-Energy Metabolism	3.976	4.031	5.043	4.1
-Cell Communication	-Energy Metabolism	2.84	3.026	2.802	2.682
Metabolism	-Energy Metabolism	26.62	23.49	25.56	22.39
-Membrane Transport	-Energy Metabolism	0.0667	0.07326	0.0569	0.06245
-Central Carbon Metabolism	-Energy Metabolism	6.982	7.748	7.217	7.348
-Energy Metabolism	-Energy Metabolism	1	1	1	1
-Biosynthesis	-Energy Metabolism	3.531	3.35	3.256	3.205
-Other Enzymes	-Energy Metabolism	13.41	13.01	15.26	13.09
Organismal Systems	-Energy Metabolism	9.894	8.679	10.17	9.471
-Immune System	-Energy Metabolism	2.227	2.629	2.573	2.948
-Endocrine System	-Energy Metabolism	0.6104	0.8737	0.5707	0.8475
-Circulatory System	-Energy Metabolism	2.257	2.189	2.307	2.253
-Digestive System	-Energy Metabolism	0.06887	0.07955	0.07982	0.09887
-Excretory System	-Energy Metabolism	0.795	0.5818	0.9525	0.6094
-Nervous System	-Energy Metabolism	0.7186	0.6703	0.7642	0.7255
-Sensory System	-Energy Metabolism	0.01519	0.01849	0.01349	0.01806
-Development	-Energy Metabolism	1.395	1.477	1.449	1.678
-Environmental Adaptation	-Energy Metabolism	0.1989	0.1761	0.1916	0.1788
Human Diseases	-Energy Metabolism	23.04	24.16	23.05	22.73
-Cancers	-Energy Metabolism	2.904	3.978	2.04	3.644
-Immune System Diseases	-Energy Metabolism	2.741	3.689	2.132	3.739
-Neurodegenerative Diseases	-Energy Metabolism	9.23	7.447	11.72	6.566
-Cardiovascular Diseases	-Energy Metabolism	3.757	4.242	3.147	4.775
-Metabolic Diseases	-Energy Metabolism	0.9268	1.15	0.9436	1.135
-Infectious Diseases	-Energy Metabolism	7.363	10	8.342	11.85
Not Mapped	-Energy Metabolism	44.44	42.46	52.8	42.72
-Not Mapped	-Energy Metabolism	44.44	42.46	52.8	42.72
TOTAL	-Biosynthesis	79.66	73.76	93.71	79.83
MAPPED	-Biosynthesis	66.11	60.94	77.5	65.53
Genetic Information Processing	-Biosynthesis	23.29	26.07	23.6	29.39
-Transcription	-Biosynthesis	1.006	1.155	0.9182	1.285
-Translation	-Biosynthesis	4.724	5.373	5.045	5.97
-Folding, Sorting and Degradation	-Biosynthesis	9.374	9.687	10.41	10.91
-DNA Maintenance	-Biosynthesis	8.188	10.05	7.232	11.76
-RNA Family	-Biosynthesis	0	0	0	0
Environmental Information Processing	-Biosynthesis	2.403	2.579	3.519	2.962
-Signal Transduction	-Biosynthesis	0.8109	0.5783	1.312	0.5478
-Signaling Molecules and Interaction	-Biosynthesis	1.967	2.447	2.109	2.81
Cellular Processes	-Biosynthesis	25.98	19.56	32.98	19.11
-Crystallins	-Biosynthesis	0	0	0	0
-Stress Response	-Biosynthesis	0	0	0	0
-Vesicular Transport	-Biosynthesis	0.8385	0.7905	0.9274	0.9574
-Cytoskeleton	-Biosynthesis	23.68	16.4	29.89	16.59
-Cell Motility	-Biosynthesis	0	0	0	0
-Cell Growth and Death	-Biosynthesis	1.209	1.203	1.549	1.332
-Cell Communication	-Biosynthesis	1.031	1.163	0.9619	1.097
Metabolism	-Biosynthesis	7.952	8.748	8.492	8.962
-Membrane Transport	-Biosynthesis	0.01892	0.02298	0.01813	0.02659
-Central Carbon Metabolism	-Biosynthesis	2.985	3.292	3.189	3.059
-Energy Metabolism	-Biosynthesis	0.9113	0.8303	1.007	0.8171
-Biosynthesis	-Biosynthesis	1	1	1	1
-Other Enzymes	-Biosynthesis	5.45	6.366	5.531	6.576
Organismal Systems	-Biosynthesis	2.669	2.946	2.974	3.458
-Immune System	-Biosynthesis	0.9804	1.016	0.9786	1.113
-Endocrine System	-Biosynthesis	0.5563	0.7254	0.4886	0.6925
-Circulatory System	-Biosynthesis	0.879	0.9867	0.9158	1.22
-Digestive System	-Biosynthesis	0.0412	0.05103	0.02714	0.04485
-Excretory System	-Biosynthesis	0.2599	0.2203	0.3419	0.2454
-Nervous System	-Biosynthesis	0.726	0.8169	0.7944	0.925
-Sensory System	-Biosynthesis	0.007357	0.007128	0.007883	0.007307
-Development	-Biosynthesis	0.5671	0.7224	0.5251	0.8553
-Environmental Adaptation	-Biosynthesis	0.201	0.2146	0.1992	0.228
Human Diseases	-Biosynthesis	10.03	11.68	8.353	13.19
-Cancers	-Biosynthesis	0.8554	1.042	0.7459	1.044
-Immune System Diseases	-Biosynthesis	1.211	1.482	0.8268	1.529
-Neurodegenerative Diseases	-Biosynthesis	2.936	2.737	3.598	2.553
-Cardiovascular Diseases	-Biosynthesis	1.576	1.802	1.207	2.011
-Metabolic Diseases	-Biosynthesis	0.3767	0.5456	0.3029	0.5711
-Infectious Diseases	-Biosynthesis	6.711	8.305	5.284	9.685
Not Mapped	-Biosynthesis	13.55	12.82	16.21	14.29
-Not Mapped	-Biosynthesis	13.55	12.82	16.21	14.29
TOTAL	-Other Enzymes	26.52	24.97	27.38	25.1
MAPPED	-Other Enzymes	22.01	20.63	22.64	20.61
Genetic Information Processing	-Other Enzymes	7.11	8.65	6.319	9.177
-Transcription	-Other Enzymes	0.3107	0.3846	0.2621	0.4038
-Translation	-Other Enzymes	1.606	1.854	1.485	2.043
-Folding, Sorting and Degradation	-Other Enzymes	2.78	3.133	2.787	3.072
-DNA Maintenance	-Other Enzymes	2.521	3.348	1.936	3.904
-RNA Family	-Other Enzymes	0	0	0	0
Environmental Information Processing	-Other Enzymes	0.7176	0.7607	0.9118	0.8841
-Signal Transduction	-Other Enzymes	0.2405	0.192	0.3399	0.1681
-Signaling Molecules and Interaction	-Other Enzymes	0.5627	0.6199	0.5646	0.7161
Cellular Processes	-Other Enzymes	8.001	5.73	9.712	4.824
-Crystallins	-Other Enzymes	0	0	0	0
-Stress Response	-Other Enzymes	0	0	0	0
-Vesicular Transport	-Other Enzymes	0.2886	0.2657	0.3311	0.2668
-Cytoskeleton	-Other Enzymes	7.107	4.724	8.721	3.849
-Cell Motility	-Other Enzymes	0	0	0	0
-Cell Growth and Death	-Other Enzymes	0.372	0.4008	0.4146	0.4246
-Cell Communication	-Other Enzymes	0.3942	0.4832	0.3448	0.4378
Metabolism	-Other Enzymes	2.671	2.667	2.67	2.542
-Membrane Transport	-Other Enzymes	0.008468	0.008458	0.00794	0.00712
-Central Carbon Metabolism	-Other Enzymes	0.8689	0.9247	0.8721	0.8934
-Energy Metabolism	-Other Enzymes	0.3753	0.3572	0.3809	0.3395
-Biosynthesis	-Other Enzymes	0.4832	0.4302	0.4782	0.4155
-Other Enzymes	-Other Enzymes	1	1	1	1
Organismal Systems	-Other Enzymes	1.613	1.575	1.578	1.658
-Immune System	-Other Enzymes	0.3092	0.3027	0.3562	0.3584
-Endocrine System	-Other Enzymes	0.1117	0.1392	0.08898	0.1356
-Circulatory System	-Other Enzymes	0.4674	0.5136	0.3748	0.5847
-Digestive System	-Other Enzymes	0.02305	0.02728	0.01605	0.0215
-Excretory System	-Other Enzymes	0.07438	0.06547	0.09351	0.06572
-Nervous System	-Other Enzymes	0.3672	0.3547	0.3934	0.3534
-Sensory System	-Other Enzymes	0.001917	0.001795	0.001926	0.0018
-Development	-Other Enzymes	0.1859	0.1959	0.1694	0.2073
-Environmental Adaptation	-Other Enzymes	0.1123	0.1136	0.1115	0.1093
Human Diseases	-Other Enzymes	2.12	2.365	2.332	2.662
-Cancers	-Other Enzymes	0.1399	0.1572	0.1187	0.1588
-Immune System Diseases	-Other Enzymes	0.2785	0.3343	0.1765	0.3005
-Neurodegenerative Diseases	-Other Enzymes	0.9554	0.8774	0.9987	0.7695
-Cardiovascular Diseases	-Other Enzymes	0.4627	0.5063	0.3497	0.5747
-Metabolic Diseases	-Other Enzymes	0.09265	0.1082	0.07758	0.1131
-Infectious Diseases	-Other Enzymes	1.264	1.604	0.9553	1.846
Not Mapped	-Other Enzymes	4.513	4.341	4.737	4.495
-Not Mapped	-Other Enzymes	4.513	4.341	4.737	4.495
TOTAL	Organismal Systems	37.02	34.41	35.11	33.33
MAPPED	Organismal Systems	30.73	28.43	29.03	27.36
Genetic Information Processing	Organismal Systems	9.311	10.8	8.109	10.51
-Transcription	Organismal Systems	0.4354	0.5407	0.3653	0.5265
-Translation	Organismal Systems	2.242	2.575	1.885	2.818
-Folding, Sorting and Degradation	Organismal Systems	3.699	3.912	3.746	3.758
-DNA Maintenance	Organismal Systems	3.301	4.166	2.498	4.255
-RNA Family	Organismal Systems	0	0	0	0
Environmental Information Processing	Organismal Systems	1.062	1.255	1.2	1.343
-Signal Transduction	Organismal Systems	0.3489	0.2759	0.4835	0.2246
-Signaling Molecules and Interaction	Organismal Systems	1.003	1.231	0.9444	1.313
Cellular Processes	Organismal Systems	13.1	10.89	13.3	9.864
-Crystallins	Organismal Systems	0	0	0	0
-Stress Response	Organismal Systems	0	0	0	0
-Vesicular Transport	Organismal Systems	0.3779	0.3318	0.4158	0.3054
-Cytoskeleton	Organismal Systems	11.9	9.541	11.99	8.564
-Cell Motility	Organismal Systems	0	0	0	0
-Cell Growth and Death	Organismal Systems	0.5749	0.5781	0.5816	0.5785
-Cell Communication	Organismal Systems	0.5503	0.5891	0.4614	0.5539
Metabolism	Organismal Systems	4.555	4.798	4.229	4.199
-Membrane Transport	Organismal Systems	0.009529	0.009929	0.008272	0.01005
-Central Carbon Metabolism	Organismal Systems	1.662	1.908	1.432	1.579
-Energy Metabolism	Organismal Systems	0.3851	0.4296	0.417	0.3922
-Biosynthesis	Organismal Systems	0.5749	0.5794	0.5009	0.5161
-Other Enzymes	Organismal Systems	2.706	2.745	2.611	2.575
Organismal Systems	Organismal Systems	1	1	1	1
-Immune System	Organismal Systems	0.4945	0.5255	0.4466	0.5214
-Endocrine System	Organismal Systems	0.2736	0.3258	0.2267	0.2993
-Circulatory System	Organismal Systems	0.3465	0.3349	0.371	0.3527
-Digestive System	Organismal Systems	0.0163	0.01958	0.01089	0.02124
-Excretory System	Organismal Systems	0.1421	0.1051	0.1536	0.1078
-Nervous System	Organismal Systems	0.1218	0.1038	0.161	0.09506
-Sensory System	Organismal Systems	0.003452	0.003401	0.003193	0.003196
-Development	Organismal Systems	0.2548	0.2657	0.2385	0.2829
-Environmental Adaptation	Organismal Systems	0.07659	0.07284	0.07991	0.06591
Human Diseases	Organismal Systems	4.807	5.538	3.848	5.877
-Cancers	Organismal Systems	0.4315	0.5391	0.3404	0.4892
-Immune System Diseases	Organismal Systems	0.5683	0.6784	0.3559	0.6615
-Neurodegenerative Diseases	Organismal Systems	1.102	1.046	1.21	0.857
-Cardiovascular Diseases	Organismal Systems	0.8673	1.011	0.5692	1.015
-Metabolic Diseases	Organismal Systems	0.1693	0.2114	0.1378	0.2008
-Infectious Diseases	Organismal Systems	3.096	3.756	2.434	4.075
Not Mapped	Organismal Systems	6.3	5.982	6.074	5.968
-Not Mapped	Organismal Systems	6.3	5.982	6.074	5.968
TOTAL	-Immune System	132.8	124	140.6	118.4
MAPPED	-Immune System	110.2	102.5	116.3	97.21
Genetic Information Processing	-Immune System	38.82	44.33	35.81	46.02
-Transcription	-Immune System	1.677	1.964	1.463	1.959
-Translation	-Immune System	7.873	8.795	7.46	8.556
-Folding, Sorting and Degradation	-Immune System	15.62	16.47	16.21	17.09
-DNA Maintenance	-Immune System	12.72	14.67	9.153	13.37
-RNA Family	-Immune System	0	0	0	0
Environmental Information Processing	-Immune System	4.262	4.178	5.195	4.171
-Signal Transduction	-Immune System	1.421	0.9945	1.936	0.7929
-Signaling Molecules and Interaction	-Immune System	2.84	3.254	3.259	3.484
Cellular Processes	-Immune System	40.62	28.78	48.68	26.18
-Crystallins	-Immune System	0	0	0	0
-Stress Response	-Immune System	0	0	0	0
-Vesicular Transport	-Immune System	1.457	1.168	1.565	1.107
-Cytoskeleton	-Immune System	36.39	25.21	44.13	22.73
-Cell Motility	-Immune System	0	0	0	0
-Cell Growth and Death	-Immune System	2.015	2.047	2.329	2.003
-Cell Communication	-Immune System	1.49	1.596	1.36	1.497
Metabolism	-Immune System	12.31	12.7	12.79	11.88
-Membrane Transport	-Immune System	0.03508	0.0323	0.02601	0.02669
-Central Carbon Metabolism	-Immune System	4.903	4.546	4.995	4.152
-Energy Metabolism	-Immune System	1.596	1.684	1.657	1.474
-Biosynthesis	-Immune System	1.667	1.701	1.594	1.566
-Other Enzymes	-Immune System	7.259	7.253	7.004	6.835
Organismal Systems	-Immune System	10.28	13.05	7.765	12.53
-Immune System	-Immune System	1	1	1	1
-Endocrine System	-Immune System	0.8618	1.031	0.7286	0.9836
-Circulatory System	-Immune System	2.627	2.623	2.135	2.854
-Digestive System	-Immune System	0.06506	0.07052	0.05068	0.05184
-Excretory System	-Immune System	0.3837	0.337	0.5543	0.3262
-Nervous System	-Immune System	1.147	1.129	1.25	1.069
-Sensory System	-Immune System	0.008594	0.007034	0.009269	0.006907
-Development	-Immune System	1.027	1.037	0.8979	0.9138
-Environmental Adaptation	-Immune System	0.3174	0.2965	0.3174	0.2635
Human Diseases	-Immune System	15.54	16.6	13.65	18.73
-Cancers	-Immune System	0.8732	1.121	1.005	1.051
-Immune System Diseases	-Immune System	1.415	1.504	1.013	1.43
-Neurodegenerative Diseases	-Immune System	4.359	3.684	4.899	3.116
-Cardiovascular Diseases	-Immune System	2.337	2.672	1.799	2.755
-Metabolic Diseases	-Immune System	0.6085	0.7065	0.5315	0.6709
-Infectious Diseases	-Immune System	10.4	11.8	9.219	13.76
Not Mapped	-Immune System	22.59	21.56	24.33	21.2
-Not Mapped	-Immune System	22.59	21.56	24.33	21.2
TOTAL	-Endocrine System	804.9	797.1	765.4	726.5
MAPPED	-Endocrine System	667.9	658.5	633	596.4
Genetic Information Processing	-Endocrine System	235.3	282.7	187	282.3
-Transcription	-Endocrine System	10.17	12.52	7.764	12.02
-Translation	-Endocrine System	47.73	57.36	40.61	53.22
-Folding, Sorting and Degradation	-Endocrine System	93.24	98.65	78.17	91.66
-DNA Maintenance	-Endocrine System	82.74	109	57.62	113
-RNA Family	-Endocrine System	0	0	0	0
Environmental Information Processing	-Endocrine System	23.5	26.33	23.17	25.59
-Signal Transduction	-Endocrine System	7.756	6.251	9.688	4.865
-Signaling Molecules and Interaction	-Endocrine System	16.59	20.63	17.74	21.11
Cellular Processes	-Endocrine System	274.1	191.7	266.4	158.6
-Crystallins	-Endocrine System	0	0	0	0
-Stress Response	-Endocrine System	0	0	0	0
-Vesicular Transport	-Endocrine System	9.357	8.946	8.673	7.91
-Cytoskeleton	-Endocrine System	238.4	159.9	240.2	137.7
-Cell Motility	-Endocrine System	0	0	0	0
-Cell Growth and Death	-Endocrine System	12.22	13.5	12.68	12.5
-Cell Communication	-Endocrine System	9.498	12.98	8.615	12.14
Metabolism	-Endocrine System	92.84	108.2	78.97	94.59
-Membrane Transport	-Endocrine System	0.2111	0.2489	0.1723	0.1832
-Central Carbon Metabolism	-Endocrine System	25.22	28.99	21.53	25.21
-Energy Metabolism	-Endocrine System	7.056	7.331	6.673	6.307
