Numerator	Denominator	hsa Krizhanovsky 2013 Normal	hsa Krizhanovsky 2013 Senescent	hsa Krizhanovsky 2013 Normal a	hsa Krizhanovsky 2013 Senescent a	hsa Krizhanovsky 2013 Normal	hsa Krizhanovsky 2013 Senescent	hsa Krizhanovsky 2013 Normal a	hsa Krizhanovsky 2013 Senescent a	hsa Krizhanovsky 2013 Normal	hsa Krizhanovsky 2013 Senescent	hsa Krizhanovsky 2013 Normal a	hsa Krizhanovsky 2013 Senescent a
-Transcription	-Energy Metabolism	0.626	1.735	2.624	0.682	2.062	3.422	0.487	1.441	2.623	0.7157	2.105	3.352
-Translation	-Energy Metabolism	2.158	6.345	9.28	2.301	7.383	11.75	1.844	5.892	9.949	2.586	8.269	12
-Folding, Sorting and Degradation	-Energy Metabolism	5.885	15.33	27.36	5.767	15.93	25.04	5.493	15.36	31.21	6.078	16.76	26.78
-DNA Maintenance	-Energy Metabolism	0.7434	2.009	17.13	0.8598	1.97	18.57	0.6815	2.317	16.45	0.8869	1.99	21.01
-RNA Family	-Energy Metabolism	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Energy Metabolism	0.9388	6.722	16.11	2.069	8.278	26.45	1.624	7.819	13.05	3.027	10.7	28.15
-Signal Transduction	-Energy Metabolism	0.06098	0.3669	1.595	0.04627	0.2918	1.158	0.07025	0.3356	2.564	0.06367	0.3064	1.042
-Signaling Molecules and Interaction	-Energy Metabolism	0.7386	4.805	14.52	1.854	7.765	25.18	1.41	7.349	12.48	2.817	10.02	26.97
Cellular Processes	-Energy Metabolism	17.84	51.42	90.6	12.5	38.01	65.29	19.64	58.06	108.3	11.54	32.43	55.2
-Crystallins	-Energy Metabolism	0	0	0	0	0	0	0	0	0	0	0	0
-Stress Response	-Energy Metabolism	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular Transport	-Energy Metabolism	0.6612	1.742	2.816	0.5566	1.395	1.913	0.7794	1.834	4.204	0.5711	1.455	1.914
-Cytoskeleton	-Energy Metabolism	15.15	42.69	82.34	9.039	28.27	51.84	16.84	50.05	95.58	7.496	25.1	42.75
-Cell Motility	-Energy Metabolism	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Energy Metabolism	0.03778	1.346	2.079	0.03609	1.383	2.271	0.03916	1.493	2.628	0.03256	1.445	2.232
-Cell Communication	-Energy Metabolism	1.927	3.941	6.626	2.797	4.865	7.214	1.751	2.836	5.65	2.946	4.514	6.581
Metabolism	-Energy Metabolism	4.177	15.19	19.55	4.046	13.21	23.77	3.7	15.18	21.86	4.051	12.88	22.92
-Membrane Transport	-Energy Metabolism	0.003759	0.01592	0.06948	0.002754	0.01221	0.0609	0.002011	0.01059	0.05733	0.002081	0.009793	0.0403
-Central Carbon Metabolism	-Energy Metabolism	0.7936	2.89	5.427	0.8354	3.447	5.981	0.6388	2.724	5.364	0.8357	3.348	5.715
-Energy Metabolism	-Energy Metabolism	1	1	1	1	1	1	1	1	1	1	1	1
-Biosynthesis	-Energy Metabolism	0.9631	1.801	3.082	0.8756	1.841	3.202	0.8285	1.635	2.887	0.8329	1.672	2.979
-Other Enzymes	-Energy Metabolism	1.383	7.143	13.86	1.332	6.223	13.23	1.14	7.818	13.13	1.381	5.234	12.44
Organismal Systems	-Energy Metabolism	2.682	4.923	8.548	2.612	5.085	10.08	2.535	5.187	9.605	2.855	5.223	10.18
-Immune System	-Energy Metabolism	0.4375	1.773	2.599	0.4802	1.39	2.517	0.4594	2.032	3.257	0.5162	1.614	2.885
-Endocrine System	-Energy Metabolism	0.09281	0.1699	0.8834	0.07628	0.1363	1.224	0.09069	0.2128	0.688	0.07749	0.1479	1.179
-Circulatory System	-Energy Metabolism	0.4381	1.661	2.516	0.3854	1.137	2.483	0.5637	1.59	3.067	0.4291	1.207	2.75
-Digestive System	-Energy Metabolism	0.01363	0.06118	0.2201	0.01255	0.05048	0.2387	0.01281	0.05644	0.1354	0.008265	0.04774	0.2018
-Excretory System	-Energy Metabolism	0.02686	0.2167	0.6223	0.02009	0.2188	0.4324	0.02953	0.2193	0.7193	0.01848	0.1944	0.3883
-Nervous System	-Energy Metabolism	0.06805	0.1245	0.4856	0.07084	0.09895	0.4477	0.05252	0.1361	0.5064	0.06542	0.1003	0.4919
-Sensory System	-Energy Metabolism	0	0	0.03336	0	0	0.03709	0	0	0.03176	0	0	0.03728
-Development	-Energy Metabolism	0.04064	0.1697	0.9132	0.04642	0.2196	0.8109	0.03371	0.1249	0.9737	0.04972	0.223	0.8676
-Environmental Adaptation	-Energy Metabolism	0	0.0147	0.4228	0	0.01309	0.3687	0	0.01166	0.4061	0	0.01122	0.3741
Human Diseases	-Energy Metabolism	4.345	16.13	22.08	3.973	12.55	26.17	4.469	14.46	23.21	3.713	11.91	23.25
-Cancers	-Energy Metabolism	0.121	0.5664	4.862	0.09366	0.5024	6.187	0.1125	0.8016	3.642	0.1082	0.5432	5.756
-Immune System Diseases	-Energy Metabolism	0.07502	0.4546	1.187	0.06339	0.4743	1.556	0.05705	0.3204	0.7793	0.06542	0.44	1.538
-Neurodegenerative Diseases	-Energy Metabolism	0.5792	2.191	6.349	0.467	1.922	4.514	0.6397	2.315	8.856	0.4691	2.117	4.192
-Cardiovascular Diseases	-Energy Metabolism	1.096	3.83	5.953	1.171	3.984	7.891	1.09	3.199	5.052	0.9777	3.403	6.418
-Metabolic Diseases	-Energy Metabolism	0	0	1.466	0	0	2.118	0	0	1.297	0	0	2.084
-Infectious Diseases	-Energy Metabolism	1.091	3.594	5.193	0.9118	2.787	7.021	1.056	4.101	5.947	1.003	2.951	8.433
Not Mapped	-Energy Metabolism	6.8	19.11	28.93	5.965	18.49	30.44	6.851	20.41	36.95	6.377	19.49	30.64
-Not Mapped	-Energy Metabolism	6.8	19.11	28.93	5.965	18.49	30.44	6.851	20.41	36.95	6.377	19.49	30.64
TOTAL	-Biosynthesis	52.44	70.6	82.93	53.34	68.95	89.61	55.11	76.33	96.4	57	72.95	97.23
MAPPED	-Biosynthesis	45.61	61.41	72.13	46.52	60.14	78.16	47.66	66.01	83.35	49.34	63.15	84.17
Genetic Information Processing	-Biosynthesis	9.994	12.93	20.33	11.82	15.52	22.5	9.874	12.07	20.87	12.16	18.13	24.15
-Transcription	-Biosynthesis	0.6285	0.8236	0.9981	0.7789	1.014	1.303	0.5302	0.7463	0.921	0.8593	1.058	1.449
-Translation	-Biosynthesis	2.166	2.891	3.586	2.628	3.432	4.497	2.007	2.819	3.681	3.105	3.753	5.314
-Folding, Sorting and Degradation	-Biosynthesis	5.909	6.739	10.11	6.561	7.367	11.64	5.98	7.705	10.9	7.038	8.209	12.92
-DNA Maintenance	-Biosynthesis	0.5988	0.9565	6.228	0.6151	1.039	7.806	0.63	1.026	5.698	0.6229	1.226	8.617
-RNA Family	-Biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Biosynthesis	0.9748	3.304	5.481	1.97	4.582	8.663	1.96	3.681	5.124	2.722	5.469	9.638
-Signal Transduction	-Biosynthesis	0.03517	0.2079	0.6221	0.03539	0.227	0.4716	0.04296	0.2313	0.8884	0.05153	0.2525	0.4271
-Signaling Molecules and Interaction	-Biosynthesis	0.767	3.058	5.271	1.765	4.31	8.42	1.702	3.04	4.8	2.533	5.217	9.374
Cellular Processes	-Biosynthesis	17.92	27.69	32.01	14.28	22.18	25.06	21.38	32.75	37.51	12.71	18.55	24.13
-Crystallins	-Biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0
-Stress Response	-Biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular Transport	-Biosynthesis	0.5735	0.7503	0.9673	0.4589	0.6535	0.7827	0.7247	1.038	1.341	0.4626	0.6833	0.8646
-Cytoskeleton	-Biosynthesis	15.21	23.7	27.86	10.32	17.78	21.11	18.33	29.42	33.11	9.001	14.58	20.31
-Cell Motility	-Biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Biosynthesis	0.03793	0.6568	0.7473	0.04122	0.6442	0.8238	0.04263	0.7551	0.9544	0.03909	0.7009	0.9169
-Cell Communication	-Biosynthesis	1.133	2.202	2.655	1.519	2.897	3.413	0.886	1.932	2.159	1.515	2.721	3.342
Metabolism	-Biosynthesis	4.193	6.639	7.563	4.621	7.177	8.498	4.028	7.192	8.064	4.864	7.025	8.205
-Membrane Transport	-Biosynthesis	0.003212	0.006234	0.02284	0.002503	0.006685	0.02108	0.001317	0.005952	0.02205	0.00204	0.008204	0.01353
-Central Carbon Metabolism	-Biosynthesis	0.7376	1.61	3	0.8422	1.94	3.23	0.6954	1.666	3.405	0.9741	1.947	2.873
-Energy Metabolism	-Biosynthesis	0.3178	0.4106	1.004	0.2591	0.54	0.9521	0.3126	0.3952	1.089	0.274	0.5078	0.8991
-Biosynthesis	-Biosynthesis	1	1	1	1	1	1	1	1	1	1	1	1
-Other Enzymes	-Biosynthesis	1.389	3.253	5.124	1.522	3.23	5.738	1.242	3.476	5.049	1.658	3.288	5.709
Organismal Systems	-Biosynthesis	1.618	2.716	3.01	1.588	2.821	3.39	1.786	3.059	3.316	1.754	2.889	3.781
-Immune System	-Biosynthesis	0.1713	0.8341	1.321	0.2244	0.7954	1.359	0.1669	1.018	1.358	0.2621	1.011	1.451
-Endocrine System	-Biosynthesis	0.04742	0.1168	0.9173	0.04257	0.1031	1.166	0.05521	0.1316	0.8304	0.03896	0.1219	1.06
-Circulatory System	-Biosynthesis	0.4549	0.7711	0.9775	0.3669	0.6435	0.9881	0.6804	0.9294	1.114	0.3858	0.7771	1.219
-Digestive System	-Biosynthesis	0.008016	0.02173	0.221	0.008459	0.02537	0.2727	0.008066	0.02237	0.124	0.004196	0.02478	0.2422
-Excretory System	-Biosynthesis	0.0265	0.08709	0.2395	0.02294	0.06839	0.1988	0.02598	0.08486	0.2745	0.02219	0.06526	0.1903
-Nervous System	-Biosynthesis	0.02344	0.06218	0.4875	0.02355	0.06744	0.5113	0.02076	0.04824	0.5513	0.01793	0.0663	0.582
-Sensory System	-Biosynthesis	0	0	0.0106	0	0	0.00961	0	0	0.01255	0	0	0.01022
-Development	-Biosynthesis	0.0408	0.05823	0.3576	0.05302	0.07309	0.4394	0.0367	0.06014	0.3538	0.05969	0.07926	0.5189
-Environmental Adaptation	-Biosynthesis	0	0.004831	0.4245	0	0.004088	0.4211	0	0.004486	0.442	0	0.003766	0.4492
Human Diseases	-Biosynthesis	3.627	6.179	10.59	3.844	6.981	12.24	3.922	6.576	10.35	3.749	7.123	11.18
-Cancers	-Biosynthesis	0.1215	0.2013	1.598	0.107	0.2162	1.932	0.1224	0.2775	1.401	0.1299	0.2575	1.932
-Immune System Diseases	-Biosynthesis	0.06969	0.2086	0.3935	0.0724	0.234	0.486	0.06189	0.1822	0.308	0.07855	0.2161	0.5163
-Neurodegenerative Diseases	-Biosynthesis	0.5535	1.1	2.482	0.4447	0.7622	2.209	0.6945	1.48	3.068	0.4217	0.7107	2.005
-Cardiovascular Diseases	-Biosynthesis	0.9693	1.953	2.141	1.174	2.221	2.679	1.002	1.783	1.996	1.174	2.052	3.259
-Metabolic Diseases	-Biosynthesis	0	0	0.5472	0	0	0.7532	0	0	0.4715	0	0	0.8226
-Infectious Diseases	-Biosynthesis	0.6097	1.431	5.392	0.6509	1.436	6.685	0.6518	1.577	5.163	0.6759	1.518	7.582
Not Mapped	-Biosynthesis	6.827	9.192	10.8	6.812	8.807	11.45	7.458	10.33	13.04	7.657	9.799	13.06
-Not Mapped	-Biosynthesis	6.827	9.192	10.8	6.812	8.807	11.45	7.458	10.33	13.04	7.657	9.799	13.06
TOTAL	-Other Enzymes	14.08	21.3	31.57	12.97	20.22	30.97	14.62	22.45	32.96	13.41	21.92	34.39
MAPPED	-Other Enzymes	12.24	18.53	27.46	11.31	17.63	27.01	12.64	19.41	28.5	11.61	18.97	29.77
Genetic Information Processing	-Other Enzymes	2.195	4.978	7.346	2.217	5.279	8.489	2.211	4.343	6.617	2.449	5.772	10.94
-Transcription	-Other Enzymes	0.1672	0.2495	0.3689	0.1863	0.2868	0.4371	0.1407	0.2113	0.3114	0.1971	0.318	0.5185
-Translation	-Other Enzymes	0.5954	0.9122	1.323	0.6398	0.9785	1.549	0.5563	0.8132	1.217	0.7056	1.249	1.769
-Folding, Sorting and Degradation	-Other Enzymes	1.315	2.622	3.577	1.284	2.622	3.848	1.342	2.595	3.563	1.438	2.912	4.402
-DNA Maintenance	-Other Enzymes	0.1169	0.372	2.23	0.1072	0.3918	2.853	0.1248	0.3552	1.75	0.1091	0.3784	4.062
-RNA Family	-Other Enzymes	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Other Enzymes	0.3623	1.07	2.034	0.6235	1.51	3.011	0.4955	1	1.955	0.866	2.056	2.909
-Signal Transduction	-Other Enzymes	0.008537	0.09031	0.2014	0.008338	0.07351	0.1779	0.008985	0.085	0.271	0.01217	0.08631	0.1822
-Signaling Molecules and Interaction	-Other Enzymes	0.3243	1.029	1.832	0.5868	1.467	2.832	0.456	0.9506	1.682	0.826	1.867	2.822
Cellular Processes	-Other Enzymes	5.347	7.394	12.9	3.742	5.46	9.454	5.944	8.501	14.14	3.448	5.314	8.804
-Crystallins	-Other Enzymes	0	0	0	0	0	0	0	0	0	0	0	0
-Stress Response	-Other Enzymes	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular Transport	-Other Enzymes	0.1529	0.2505	0.3752	0.1137	0.1849	0.3073	0.1814	0.2895	0.4711	0.1243	0.2186	0.317
-Cytoskeleton	-Other Enzymes	4.601	6.275	10.95	2.95	4.429	7.965	5.297	7.54	12.47	2.645	3.997	6.919
-Cell Motility	-Other Enzymes	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Other Enzymes	0.02106	0.1453	0.247	0.01902	0.1513	0.2554	0.02579	0.155	0.2797	0.01655	0.1767	0.2917
-Cell Communication	-Other Enzymes	0.2212	0.7767	1.222	0.2648	0.9225	1.558	0.1755	0.5993	0.9124	0.2654	0.8659	1.35
Metabolism	-Other Enzymes	1.393	2.041	3.02	1.374	2.123	3.037	1.356	1.972	3.244	1.394	2.047	2.935
-Membrane Transport	-Other Enzymes	0.0009603	0.002718	0.008814	0.0007354	0.002067	0.00757	0.0003408	0.001763	0.008628	0.0006206	0.001937	0.005517
-Central Carbon Metabolism	-Other Enzymes	0.1359	0.5737	0.7803	0.1362	0.627	0.88	0.1229	0.5556	0.7403	0.1542	0.6053	1.038
-Energy Metabolism	-Other Enzymes	0.06416	0.1262	0.5004	0.05442	0.1537	0.4557	0.06206	0.1103	0.5212	0.0588	0.159	0.4267
-Biosynthesis	-Other Enzymes	0.1842	0.3017	0.482	0.1617	0.2958	0.4787	0.1708	0.2791	0.4318	0.1583	0.3004	0.4746
-Other Enzymes	-Other Enzymes	1	1	1	1	1	1	1	1	1	1	1	1
Organismal Systems	-Other Enzymes	0.3158	0.8193	2.091	0.2768	0.8089	1.96	0.3537	0.8891	2.291	0.3071	0.8488	2.068
-Immune System	-Other Enzymes	0.03156	0.3014	0.4816	0.03629	0.3	0.4655	0.02851	0.2929	0.5243	0.0415	0.3796	0.4704
-Endocrine System	-Other Enzymes	0.009255	0.04146	0.2391	0.00742	0.03571	0.2807	0.01093	0.04237	0.1932	0.008695	0.04212	0.2903
-Circulatory System	-Other Enzymes	0.1505	0.2193	0.5309	0.1177	0.1756	0.5186	0.1871	0.2855	0.4594	0.1361	0.1841	0.7352
-Digestive System	-Other Enzymes	0.001477	0.006821	0.1175	0.001898	0.007507	0.1792	0.001377	0.006872	0.0727	0.0006644	0.006958	0.1461
-Excretory System	-Other Enzymes	0.01167	0.02298	0.07295	0.00952	0.0196	0.05883	0.01067	0.0259	0.06469	0.009303	0.02166	0.05893
-Nervous System	-Other Enzymes	0.00707	0.0146	0.2259	0.007291	0.0152	0.2105	0.005792	0.01449	0.2416	0.005452	0.01755	0.2433
-Sensory System	-Other Enzymes	0	0	0.003198	0	0	0.002976	0	0	0.003503	0	0	0.003107
-Development	-Other Enzymes	0.01089	0.02402	0.1043	0.01274	0.03015	0.1078	0.009516	0.02146	0.09453	0.01395	0.03054	0.1318
-Environmental Adaptation	-Other Enzymes	0	0.001668	0.224	0	0.001236	0.215	0	0.001488	0.2343	0	0.001216	0.2052
Human Diseases	-Other Enzymes	1.416	1.93	3.142	1.424	1.929	3.388	1.244	2.087	3.55	1.367	1.893	3.898
-Cancers	-Other Enzymes	0.04086	0.07272	0.3119	0.04007	0.07029	0.3367	0.04975	0.07982	0.2774	0.04928	0.07836	0.3502
-Immune System Diseases	-Other Enzymes	0.02107	0.06721	0.1005	0.021	0.07622	0.112	0.0131	0.0524	0.07156	0.02384	0.07868	0.1026
-Neurodegenerative Diseases	-Other Enzymes	0.102	0.2899	0.8968	0.08863	0.2128	0.8333	0.1186	0.3334	0.9981	0.105	0.2002	0.8419
-Cardiovascular Diseases	-Other Enzymes	0.3819	0.5382	0.7923	0.4294	0.5737	0.8787	0.2765	0.4223	0.8395	0.3599	0.6579	0.8018
-Metabolic Diseases	-Other Enzymes	0	0	0.1405	0	0	0.1651	0	0	0.118	0	0	0.1737
-Infectious Diseases	-Other Enzymes	0.2137	0.4473	2.094	0.1965	0.4282	2.623	0.2255	0.4837	1.583	0.2304	0.4615	3.01
Not Mapped	-Other Enzymes	1.833	2.773	4.11	1.657	2.582	3.956	1.978	3.038	4.46	1.802	2.944	4.619
-Not Mapped	-Other Enzymes	1.833	2.773	4.11	1.657	2.582	3.956	1.978	3.038	4.46	1.802	2.944	4.619
TOTAL	Organismal Systems	8.509	25.99	32.51	7.184	24.99	34.15	10.07	25.2	32.61	6.271	24.67	30.67
MAPPED	Organismal Systems	7.402	22.61	28.28	6.266	21.8	29.78	8.704	21.79	28.19	5.428	21.35	26.55
Genetic Information Processing	Organismal Systems	1.504	5.391	7.51	1.419	5.409	9.052	1.666	5.437	6.31	1.307	5.657	8.923
-Transcription	Organismal Systems	0.1005	0.31	0.3844	0.1031	0.3593	0.4864	0.09541	0.2475	0.3234	0.09177	0.3675	0.4451
-Translation	Organismal Systems	0.3619	1.071	1.405	0.3554	1.216	1.742	0.3864	0.927	1.191	0.3311	1.328	1.748
-Folding, Sorting and Degradation	Organismal Systems	0.9297	3.201	3.657	0.8589	3.241	3.998	1.067	2.961	3.927	0.7965	3.431	3.904
-DNA Maintenance	Organismal Systems	0.1121	0.37	2.337	0.1016	0.3874	3.096	0.1176	0.3528	1.723	0.08763	0.3868	3.285
-RNA Family	Organismal Systems	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	Organismal Systems	0.3501	0.8056	2.198	0.6428	1.322	3.422	0.6212	0.9782	1.924	0.7376	1.458	3.321
-Signal Transduction	Organismal Systems	0.01324	0.07465	0.2176	0.01254	0.06884	0.1848	0.01425	0.08442	0.2686	0.01625	0.06677	0.1563
-Signaling Molecules and Interaction	Organismal Systems	0.2755	0.6132	1.98	0.576	1.142	3.234	0.5562	0.9002	1.656	0.7157	1.4	3.158
Cellular Processes	Organismal Systems	2.929	10.11	11.82	1.831	7.24	9.823	3.816	10.92	13.78	1.348	6.42	7.795
-Crystallins	Organismal Systems	0	0	0	0	0	0	0	0	0	0	0	0
-Stress Response	Organismal Systems	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular Transport	Organismal Systems	0.09386	0.2825	0.4055	0.06338	0.2123	0.346	0.1276	0.3441	0.4637	0.05544	0.2156	0.328
-Cytoskeleton	Organismal Systems	2.496	8.699	10.46	1.414	5.805	8.276	3.382	9.649	12.37	1.014	4.908	6.414
-Cell Motility	Organismal Systems	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	Organismal Systems	0.007196	0.2432	0.2981	0.006071	0.243	0.3263	0.0106	0.2468	0.3128	0.004197	0.2501	0.3055
-Cell Communication	Organismal Systems	0.3314	0.7941	0.9108	0.348	1.026	1.137	0.2953	0.5977	0.7592	0.2744	0.8838	1.155
Metabolism	Organismal Systems	0.8216	2.302	3.364	0.7634	2.416	3.865	0.9387	2.333	2.926	0.6388	2.25	3.241
-Membrane Transport	Organismal Systems	0.001183	0.002171	0.009977	0.0009581	0.002369	0.009723	0.0004075	0.001974	0.01062	0.0007289	0.001399	0.006656
-Central Carbon Metabolism	Organismal Systems	0.2423	0.5798	1.078	0.236	0.678	1.091	0.2427	0.5195	1.034	0.2064	0.6537	1.042
-Energy Metabolism	Organismal Systems	0.08409	0.1364	0.3458	0.08574	0.1809	0.3108	0.1012	0.1225	0.3828	0.07143	0.1713	0.3112
-Biosynthesis	Organismal Systems	0.1505	0.3592	0.399	0.1201	0.3352	0.4368	0.1688	0.3236	0.3517	0.106	0.3155	0.4205
-Other Enzymes	Organismal Systems	0.3416	1.081	1.891	0.3192	1.126	1.824	0.4111	1.109	1.974	0.2536	1.078	1.67
Organismal Systems	Organismal Systems	1	1	1	1	1	1	1	1	1	1	1	1
-Immune System	Organismal Systems	0.05967	0.3081	0.4863	0.06618	0.3118	0.5755	0.05628	0.311	0.4287	0.06932	0.2946	0.5543
-Endocrine System	Organismal Systems	0.008874	0.04021	0.3294	0.006541	0.03457	0.3804	0.01199	0.04628	0.2714	0.006214	0.03556	0.3668
-Circulatory System	Organismal Systems	0.1397	0.2749	0.4764	0.1185	0.2263	0.4316	0.1336	0.3077	0.5168	0.1216	0.246	0.4432
-Digestive System	Organismal Systems	0.002792	0.007218	0.0761	0.003315	0.00845	0.0914	0.002719	0.006764	0.0436	0.00111	0.007098	0.07068
-Excretory System	Organismal Systems	0.003988	0.04344	0.09556	0.003039	0.03575	0.06903	0.004385	0.04722	0.08279	0.002359	0.03617	0.06944
-Nervous System	Organismal Systems	0.008629	0.02443	0.07718	0.009015	0.02284	0.0672	0.006422	0.01561	0.09933	0.006423	0.02221	0.0617
-Sensory System	Organismal Systems	0	0	0.003903	0	0	0.003679	0	0	0.003884	0	0	0.003661
-Development	Organismal Systems	0.01405	0.02487	0.1246	0.01778	0.03339	0.1296	0.0129	0.01885	0.111	0.01742	0.03162	0.1416
-Environmental Adaptation	Organismal Systems	0	0.002985	0.1462	0	0.002575	0.1412	0	0.002512	0.1554	0	0.002148	0.131
Human Diseases	Organismal Systems	0.5459	2.2	4.485	0.4616	2.37	5.346	0.6619	2.217	3.683	0.3974	2.04	4.7
-Cancers	Organismal Systems	0.01924	0.07434	0.9876	0.01832	0.07308	1.217	0.02551	0.08978	0.7844	0.01818	0.0815	1.102
-Immune System Diseases	Organismal Systems	0.01049	0.07262	0.1449	0.01081	0.08059	0.1668	0.01044	0.05578	0.1049	0.0118	0.07537	0.169
-Neurodegenerative Diseases	Organismal Systems	0.1928	0.4099	0.8659	0.1451	0.3011	0.8165	0.2341	0.4463	0.9277	0.146	0.2668	0.7181
-Cardiovascular Diseases	Organismal Systems	0.1459	0.7016	0.9573	0.1411	0.7456	1.092	0.169	0.6011	0.6487	0.1276	0.7101	1.071
-Metabolic Diseases	Organismal Systems	0	0	0.1906	0	0	0.2222	0	0	0.1589	0	0	0.2176
-Infectious Diseases	Organismal Systems	0.09177	0.4903	1.937	0.07818	0.5431	2.182	0.11	0.5387	1.688	0.07165	0.5056	2.624
Not Mapped	Organismal Systems	1.108	3.384	4.232	0.9176	3.193	4.361	1.362	3.411	4.412	0.8424	3.314	4.121
-Not Mapped	Organismal Systems	1.108	3.384	4.232	0.9176	3.193	4.361	1.362	3.411	4.412	0.8424	3.314	4.121
TOTAL	-Immune System	51.72	66.11	134.6	43.43	67.22	121.2	47.58	61.08	132.9	44.5	64.83	110.8
MAPPED	-Immune System	44.98	57.51	117.1	37.89	58.63	105.7	41.14	52.82	114.9	38.52	56.12	95.88
Genetic Information Processing	-Immune System	9.107	13.48	33.78	9.108	15.82	36	7.877	13.53	27.89	9.809	15.25	30.8
-Transcription	-Immune System	0.611	0.8001	1.62	0.6161	0.9883	1.772	0.451	0.5997	1.28	0.6435	0.9865	1.628
-Translation	-Immune System	2.189	2.765	5.594	2.097	3.346	6.021	1.826	2.246	5.058	2.268	3.564	5.827
-Folding, Sorting and Degradation	-Immune System	5.546	6.582	15.99	5.345	6.616	15.9	5.039	7.286	14.45	5.676	6.908	13.25
-DNA Maintenance	-Immune System	0.6418	4.087	7.399	0.6199	4.007	9.509	0.5561	2.88	5.831	0.6431	3.855	10.7
-RNA Family	-Immune System	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Immune System	0.8105	3.716	9.945	1.492	6.091	13.67	1.421	3.843	9.039	2.195	6.364	13.94
-Signal Transduction	-Immune System	0.03418	0.3237	0.9848	0.0345	0.2184	0.7447	0.03452	0.3959	1.188	0.04364	0.2093	0.5615
-Signaling Molecules and Interaction	-Immune System	0.6377	3.466	9.043	1.337	5.91	13.29	1.298	3.288	8.643	2.043	5.946	13.56
Cellular Processes	-Immune System	17.8	26.91	51.1	11.25	22.59	40.44	18.04	26.46	57.79	9.779	19.17	36.01
-Crystallins	-Immune System	0	0	0	0	0	0	0	0	0	0	0	0
-Stress Response	-Immune System	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular Transport	-Immune System	0.4342	0.7291	1.835	0.3052	0.5839	1.376	0.5336	0.834	2.05	0.2991	0.5787	1.196
-Cytoskeleton	-Immune System	15.17	23.86	46.44	8.628	16.91	35.68	15.99	23.67	52.98	7.267	12.45	31.59
-Cell Motility	-Immune System	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Immune System	0.04373	0.5178	1.174	0.04676	0.5494	1.119	0.05011	0.5803	1.306	0.0364	0.5008	1.084
-Cell Communication	-Immune System	1.741	2.109	3.991	1.892	2.68	5.232	1.367	1.595	3.317	1.759	2.294	5.472
Metabolism	-Immune System	4.702	6.892	12.62	4.097	7.567	12.86	4.438	6.188	12.95	4.06	6.727	11.87
-Membrane Transport	-Immune System	0.002432	0.01509	0.03639	0.001665	0.01198	0.03119	0.0008101	0.01085	0.03225	0.001319	0.007101	0.01957
-Central Carbon Metabolism	-Immune System	1.192	1.626	2.953	1.109	1.892	2.97	1.068	1.339	2.597	1.109	1.814	2.734
-Energy Metabolism	-Immune System	0.2406	0.5606	1.65	0.1724	0.6604	1.87	0.291	0.4915	1.672	0.1771	0.5913	1.66
-Biosynthesis	-Immune System	0.693	0.9719	1.716	0.6652	0.9749	1.637	0.5133	0.8037	1.801	0.6465	0.9195	1.446
-Other Enzymes	-Immune System	1.725	2.676	8.792	1.582	2.997	9.056	1.766	2.638	9.093	1.699	2.295	8.259
Organismal Systems	-Immune System	1.737	2.777	6.077	1.684	2.75	7.702	1.702	3.036	4.727	1.639	2.685	8.673
-Immune System	-Immune System	1	1	1	1	1	1	1	1	1	1	1	1
-Endocrine System	-Immune System	0.0357	0.1243	0.7627	0.03444	0.0875	0.8827	0.02975	0.1425	0.6331	0.02686	0.09189	0.8548
-Circulatory System	-Immune System	0.3782	0.849	1.761	0.2779	0.8181	1.728	0.4561	0.804	1.701	0.3112	0.7138	1.941
-Digestive System	-Immune System	0.01177	0.03266	0.3632	0.009051	0.03334	0.4465	0.01179	0.0299	0.1905	0.00676	0.02463	0.335
-Excretory System	-Immune System	0.02424	0.1222	0.3396	0.0234	0.1078	0.2634	0.02073	0.1409	0.3153	0.02046	0.0944	0.1977
-Nervous System	-Immune System	0.01774	0.06802	0.4691	0.01566	0.0564	0.5176	0.01528	0.06644	0.4696	0.01159	0.05175	0.5351
-Sensory System	-Immune System	0	0	0.008027	0	0	0.006392	0	0	0.009241	0	0	0.006605
-Development	-Immune System	0.04144	0.06706	0.5682	0.04351	0.08682	0.5835	0.03209	0.05638	0.4909	0.04738	0.08255	0.513
