Numerator	Denominator	hsa Krizhanovsky 2013 Normal	hsa Krizhanovsky 2013 Senescent	hsa Krizhanovsky 2013 Normal a	hsa Krizhanovsky 2013 Senescent a
-Cardiovascular Diseases	TOTAL	0.01583	0.01896	0.01211	0.02046
-Metabolic Diseases	TOTAL	0	0	0	0
-Infectious Diseases	TOTAL	0.02132	0.02154	0.02329	0.02109
Not Mapped	TOTAL	0.1701	0.1738	0.173	0.1791
-Not Mapped	TOTAL	0.1701	0.1738	0.173	0.1791
TOTAL	MAPPED	1.205	1.21	1.209	1.218
MAPPED	MAPPED	1	1	1	1
Genetic Information Processing	MAPPED	0.2458	0.2796	0.2353	0.2973
-Transcription	MAPPED	0.01448	0.01832	0.01185	0.01931
-Translation	MAPPED	0.07264	0.08817	0.06555	0.09111
-Folding, Sorting and Degradation	MAPPED	0.1206	0.1342	0.119	0.1383
-DNA Maintenance	MAPPED	0.03307	0.03844	0.02723	0.03986
-RNA Family	MAPPED	0	0	0	0
Environmental Information Processing	MAPPED	0.03159	0.03791	0.03004	0.04132
-Signal Transduction	MAPPED	0.004582	0.004746	0.005408	0.004573
-Signaling Molecules and Interaction	MAPPED	0.026	0.03005	0.02682	0.03475
Cellular Processes	MAPPED	0.3645	0.2608	0.4181	0.2174
-Crystallins	MAPPED	0	0	0	0
-Stress Response	MAPPED	0	0	0	0
-Vesicular Transport	MAPPED	0.009526	0.007977	0.01213	0.008235
-Cytoskeleton	MAPPED	0.3229	0.2139	0.3769	0.1716
-Cell Motility	MAPPED	0	0	0	0
-Cell Growth and Death	MAPPED	0.01834	0.02001	0.01998	0.02064
-Cell Communication	MAPPED	0.01574	0.01851	0.01359	0.01762
Metabolism	MAPPED	0.1342	0.1444	0.13	0.1416
-Membrane Transport	MAPPED	0.0002341	0.000215	0.0002094	0.000124
-Central Carbon Metabolism	MAPPED	0.03221	0.03667	0.0291	0.03594
-Energy Metabolism	MAPPED	0.00913	0.007948	0.0101	0.007779
-Biosynthesis	MAPPED	0.01793	0.0187	0.01725	0.01886
-Other Enzymes	MAPPED	0.05377	0.06	0.0539	0.06269
Organismal Systems	MAPPED	0.03766	0.04003	0.03781	0.0434
-Immune System	MAPPED	0.01278	0.01379	0.01358	0.01423
-Endocrine System	MAPPED	0.001889	0.001862	0.002137	0.002143
-Circulatory System	MAPPED	0.01147	0.01057	0.01313	0.0115
-Digestive System	MAPPED	0.0002806	0.0002817	0.0002717	0.0002975
-Excretory System	MAPPED	0.001559	0.001178	0.002193	0.001118
-Nervous System	MAPPED	0.0008587	0.001019	0.0008713	0.0009878
-Sensory System	MAPPED	0	0	0	0
-Development	MAPPED	0.0008994	0.001158	0.0007664	0.001221
-Environmental Adaptation	MAPPED	9.156e-05	7.877e-05	8.133e-05	6.958e-05
Human Diseases	MAPPED	0.09387	0.104	0.0867	0.1092
-Cancers	MAPPED	0.001968	0.002032	0.002104	0.002457
-Immune System Diseases	MAPPED	0.009097	0.01114	0.007192	0.01036
-Neurodegenerative Diseases	MAPPED	0.02209	0.01638	0.02268	0.01465
-Cardiovascular Diseases	MAPPED	0.01907	0.02294	0.01465	0.02492
-Metabolic Diseases	MAPPED	0	0	0	0
-Infectious Diseases	MAPPED	0.02569	0.02607	0.02816	0.02569
Not Mapped	MAPPED	0.205	0.2104	0.2092	0.2181
-Not Mapped	MAPPED	0.205	0.2104	0.2092	0.2181
TOTAL	Genetic Information Processing	3.644	3.018	4.206	2.746
MAPPED	Genetic Information Processing	3.024	2.494	3.478	2.255
Genetic Information Processing	Genetic Information Processing	1	1	1	1
-Transcription	Genetic Information Processing	0.04397	0.04524	0.04151	0.0433
-Translation	Genetic Information Processing	0.2232	0.2255	0.2324	0.2337
-Folding, Sorting and Degradation	Genetic Information Processing	0.4071	0.3716	0.4526	0.3713
-DNA Maintenance	Genetic Information Processing	0.1442	0.1483	0.135	0.1445
-RNA Family	Genetic Information Processing	0	0	0	0
Environmental Information Processing	Genetic Information Processing	0.1032	0.09805	0.1297	0.1032
-Signal Transduction	Genetic Information Processing	0.01673	0.01499	0.02293	0.01346
-Signaling Molecules and Interaction	Genetic Information Processing	0.07914	0.08107	0.091	0.08208
Cellular Processes	Genetic Information Processing	1.107	0.6625	1.441	0.5257
-Crystallins	Genetic Information Processing	0	0	0	0
-Stress Response	Genetic Information Processing	0	0	0	0
-Vesicular Transport	Genetic Information Processing	0.0361	0.02795	0.04357	0.02496
-Cytoskeleton	Genetic Information Processing	0.9726	0.5461	1.275	0.4194
-Cell Motility	Genetic Information Processing	0	0	0	0
-Cell Growth and Death	Genetic Information Processing	0.05704	0.05137	0.06784	0.04796
-Cell Communication	Genetic Information Processing	0.05366	0.05567	0.05523	0.04638
Metabolism	Genetic Information Processing	0.4264	0.3825	0.4702	0.3341
-Membrane Transport	Genetic Information Processing	0.0007614	0.0007781	0.0007403	0.0004337
-Central Carbon Metabolism	Genetic Information Processing	0.102	0.09724	0.1084	0.0854
-Energy Metabolism	Genetic Information Processing	0.02837	0.02057	0.0344	0.02022
-Biosynthesis	Genetic Information Processing	0.0724	0.05869	0.0744	0.05133
-Other Enzymes	Genetic Information Processing	0.1998	0.1709	0.2064	0.1636
Organismal Systems	Genetic Information Processing	0.1431	0.1357	0.1453	0.1293
-Immune System	Genetic Information Processing	0.05126	0.04924	0.05234	0.04594
-Endocrine System	Genetic Information Processing	0.005986	0.004841	0.007433	0.0049
-Circulatory System	Genetic Information Processing	0.04685	0.03756	0.05389	0.03813
-Digestive System	Genetic Information Processing	0.001151	0.001012	0.001194	0.001007
-Excretory System	Genetic Information Processing	0.007016	0.004852	0.01093	0.004381
-Nervous System	Genetic Information Processing	0.003347	0.003644	0.002861	0.002964
-Sensory System	Genetic Information Processing	0	0	0	0
-Development	Genetic Information Processing	0.003871	0.004251	0.003741	0.004247
-Environmental Adaptation	Genetic Information Processing	0.0004433	0.0003357	0.0004053	0.0002756
Human Diseases	Genetic Information Processing	0.3347	0.3063	0.3398	0.28
-Cancers	Genetic Information Processing	0.008183	0.007269	0.009441	0.007914
-Immune System Diseases	Genetic Information Processing	0.02595	0.02578	0.02361	0.02189
-Neurodegenerative Diseases	Genetic Information Processing	0.09938	0.06982	0.1124	0.05804
-Cardiovascular Diseases	Genetic Information Processing	0.0773	0.07748	0.05907	0.07728
-Metabolic Diseases	Genetic Information Processing	0	0	0	0
-Infectious Diseases	Genetic Information Processing	0.07705	0.06687	0.09179	0.05882
Not Mapped	Genetic Information Processing	0.6201	0.5247	0.7277	0.4918
-Not Mapped	Genetic Information Processing	0.6201	0.5247	0.7277	0.4918
TOTAL	-Transcription	82.89	64.76	100.9	62.13
MAPPED	-Transcription	68.78	53.5	83.41	51
Genetic Information Processing	-Transcription	16.98	15.23	19.43	15.3
-Transcription	-Transcription	1	1	1	1
-Translation	-Transcription	5.008	4.755	5.513	4.656
-Folding, Sorting and Degradation	-Transcription	8.513	7.352	10.07	7.187
-DNA Maintenance	-Transcription	2.334	2.098	2.311	1.975
-RNA Family	-Transcription	0	0	0	0
Environmental Information Processing	-Transcription	2.24	2.01	2.625	2.129
-Signal Transduction	-Transcription	0.3084	0.2531	0.4451	0.2332
-Signaling Molecules and Interaction	-Transcription	1.844	1.667	2.227	1.724
Cellular Processes	-Transcription	25.07	14.27	35.56	11.19
-Crystallins	-Transcription	0	0	0	0
-Stress Response	-Transcription	0	0	0	0
-Vesicular Transport	-Transcription	0.6671	0.4364	1.019	0.4281
-Cytoskeleton	-Transcription	22.49	11.64	31.93	8.843
-Cell Motility	-Transcription	0	0	0	0
-Cell Growth and Death	-Transcription	1.244	1.069	1.639	1.037
-Cell Communication	-Transcription	1.066	0.9731	1.177	0.873
Metabolism	-Transcription	9.248	7.884	11.16	7.375
-Membrane Transport	-Transcription	0.01574	0.01199	0.01809	0.006565
-Central Carbon Metabolism	-Transcription	2.224	1.93	2.414	1.781
-Energy Metabolism	-Transcription	0.6453	0.4293	0.8595	0.3998
-Biosynthesis	-Transcription	1.22	1.023	1.441	0.9344
-Other Enzymes	-Transcription	3.795	3.275	4.698	3.246
Organismal Systems	-Transcription	2.6	2.142	3.055	2.247
-Immune System	-Transcription	0.8562	0.7689	1.095	0.7245
-Endocrine System	-Transcription	0.134	0.1032	0.1868	0.1125
-Circulatory System	-Transcription	0.7717	0.5601	1.059	0.5781
-Digestive System	-Transcription	0.01955	0.01541	0.02369	0.01508
-Excretory System	-Transcription	0.1045	0.06374	0.1771	0.05859
-Nervous System	-Transcription	0.05929	0.05435	0.07355	0.05135
-Sensory System	-Transcription	0	0	0	0
-Development	-Transcription	0.06378	0.06423	0.06699	0.06427
-Environmental Adaptation	-Transcription	0.006463	0.0043	0.00709	0.003603
Human Diseases	-Transcription	6.567	5.734	7.399	5.667
-Cancers	-Transcription	0.1389	0.1084	0.1835	0.1253
-Immune System Diseases	-Transcription	0.6281	0.5962	0.6071	0.5157
-Neurodegenerative Diseases	-Transcription	1.48	0.8726	1.828	0.7755
-Cardiovascular Diseases	-Transcription	1.285	1.222	1.28	1.254
-Metabolic Diseases	-Transcription	0	0	0	0
-Infectious Diseases	-Transcription	1.767	1.426	2.246	1.335
Not Mapped	-Transcription	14.1	11.26	17.45	11.12
-Not Mapped	-Transcription	14.1	11.26	17.45	11.12
TOTAL	-Translation	16.57	13.47	18.44	11.9
MAPPED	-Translation	13.75	11.13	15.25	9.771
Genetic Information Processing	-Translation	3.335	3.204	3.513	3.286
-Transcription	-Translation	0.197	0.21	0.1805	0.196
-Translation	-Translation	1	1	1	1
-Folding, Sorting and Degradation	-Translation	1.659	1.475	1.798	1.427
-DNA Maintenance	-Translation	0.4548	0.4413	0.4155	0.4221
-RNA Family	-Translation	0	0	0	0
Environmental Information Processing	-Translation	0.4372	0.4417	0.4618	0.4595
-Signal Transduction	-Translation	0.06217	0.05382	0.08073	0.05019
-Signaling Molecules and Interaction	-Translation	0.3598	0.3344	0.4123	0.3767
Cellular Processes	-Translation	5.074	3.018	6.454	2.355
-Crystallins	-Translation	0	0	0	0
-Stress Response	-Translation	0	0	0	0
-Vesicular Transport	-Translation	0.129	0.08736	0.1849	0.08317
-Cytoskeleton	-Translation	4.43	2.448	5.73	1.883
-Cell Motility	-Translation	0	0	0	0
-Cell Growth and Death	-Translation	0.2547	0.2245	0.3067	0.2065
-Cell Communication	-Translation	0.2183	0.2043	0.2125	0.1782
Metabolism	-Translation	1.844	1.658	1.992	1.497
-Membrane Transport	-Translation	0.003207	0.00237	0.003193	0.001203
-Central Carbon Metabolism	-Translation	0.4441	0.4049	0.4439	0.349
-Energy Metabolism	-Translation	0.1271	0.09073	0.1535	0.08538
-Biosynthesis	-Translation	0.2468	0.2115	0.2613	0.1831
-Other Enzymes	-Translation	0.7395	0.6889	0.8173	0.6196
Organismal Systems	-Translation	0.5192	0.4436	0.5673	0.4369
-Immune System	-Translation	0.1753	0.152	0.2072	0.1391
-Endocrine System	-Translation	0.02614	0.02072	0.03286	0.02186
-Circulatory System	-Translation	0.1573	0.1191	0.1967	0.1244
-Digestive System	-Translation	0.003927	0.003234	0.004216	0.003118
-Excretory System	-Translation	0.02139	0.01307	0.03333	0.01231
-Nervous System	-Translation	0.01184	0.01156	0.01339	0.009671
-Sensory System	-Translation	0	0	0	0
-Development	-Translation	0.01245	0.01306	0.01178	0.01355
-Environmental Adaptation	-Translation	0.001261	0.0009044	0.001236	0.0007746
Human Diseases	-Translation	1.314	1.207	1.318	1.162
-Cancers	-Translation	0.02707	0.02305	0.03191	0.02697
-Immune System Diseases	-Translation	0.1254	0.1235	0.1105	0.1177
-Neurodegenerative Diseases	-Translation	0.303	0.1881	0.346	0.1631
-Cardiovascular Diseases	-Translation	0.2626	0.2634	0.2252	0.2774
-Metabolic Diseases	-Translation	0	0	0	0
-Infectious Diseases	-Translation	0.348	0.2855	0.4196	0.2599
Not Mapped	-Translation	2.82	2.341	3.19	2.131
-Not Mapped	-Translation	2.82	2.341	3.19	2.131
TOTAL	-Folding, Sorting and Degradation	9.72	8.951	10.02	8.215
MAPPED	-Folding, Sorting and Degradation	8.066	7.395	8.285	6.744
Genetic Information Processing	-Folding, Sorting and Degradation	2.171	2.332	2.09	2.445
-Transcription	-Folding, Sorting and Degradation	0.1173	0.1355	0.09643	0.1302
-Translation	-Folding, Sorting and Degradation	0.5954	0.6441	0.5543	0.651
-Folding, Sorting and Degradation	-Folding, Sorting and Degradation	1	1	1	1
-DNA Maintenance	-Folding, Sorting and Degradation	0.3131	0.3457	0.2822	0.3534
-RNA Family	-Folding, Sorting and Degradation	0	0	0	0
Environmental Information Processing	-Folding, Sorting and Degradation	0.2564	0.2734	0.2643	0.2625
-Signal Transduction	-Folding, Sorting and Degradation	0.03267	0.03092	0.03882	0.02757
-Signaling Molecules and Interaction	-Folding, Sorting and Degradation	0.1992	0.2267	0.2026	0.2174
Cellular Processes	-Folding, Sorting and Degradation	2.91	1.829	3.393	1.566
-Crystallins	-Folding, Sorting and Degradation	0	0	0	0
-Stress Response	-Folding, Sorting and Degradation	0	0	0	0
-Vesicular Transport	-Folding, Sorting and Degradation	0.08145	0.05945	0.09667	0.05956
-Cytoskeleton	-Folding, Sorting and Degradation	2.556	1.54	3.05	1.196
-Cell Motility	-Folding, Sorting and Degradation	0	0	0	0
-Cell Growth and Death	-Folding, Sorting and Degradation	0.1317	0.1282	0.1488	0.1304
-Cell Communication	-Folding, Sorting and Degradation	0.1167	0.1323	0.1026	0.1102
Metabolism	-Folding, Sorting and Degradation	0.9955	1.001	0.9841	0.9442
-Membrane Transport	-Folding, Sorting and Degradation	0.001916	0.001666	0.001679	0.0009288
-Central Carbon Metabolism	-Folding, Sorting and Degradation	0.2507	0.2649	0.2405	0.2322
-Energy Metabolism	-Folding, Sorting and Degradation	0.06772	0.05291	0.07632	0.04707
-Biosynthesis	-Folding, Sorting and Degradation	0.143	0.1394	0.1325	0.1364
-Other Enzymes	-Folding, Sorting and Degradation	0.4459	0.4437	0.4531	0.4228
Organismal Systems	-Folding, Sorting and Degradation	0.2843	0.2894	0.295	0.2781
-Immune System	-Folding, Sorting and Degradation	0.1197	0.1162	0.111	0.108
-Endocrine System	-Folding, Sorting and Degradation	0.01525	0.01336	0.01704	0.01464
-Circulatory System	-Folding, Sorting and Degradation	0.1033	0.08962	0.09959	0.08727
-Digestive System	-Folding, Sorting and Degradation	0.002296	0.002088	0.002213	0.002006
-Excretory System	-Folding, Sorting and Degradation	0.01523	0.0106	0.02025	0.009908
-Nervous System	-Folding, Sorting and Degradation	0.006164	0.006638	0.006488	0.007145
-Sensory System	-Folding, Sorting and Degradation	0	0	0	0
-Development	-Folding, Sorting and Degradation	0.008419	0.009037	0.007004	0.009094
-Environmental Adaptation	-Folding, Sorting and Degradation	0.0008694	0.0006876	0.0007513	0.0005427
Human Diseases	-Folding, Sorting and Degradation	0.7795	0.7188	0.8008	0.6732
-Cancers	-Folding, Sorting and Degradation	0.01511	0.01348	0.01769	0.01599
-Immune System Diseases	-Folding, Sorting and Degradation	0.0653	0.07116	0.05355	0.06529
-Neurodegenerative Diseases	-Folding, Sorting and Degradation	0.2158	0.143	0.2167	0.1143
-Cardiovascular Diseases	-Folding, Sorting and Degradation	0.1811	0.2003	0.1289	0.1944
-Metabolic Diseases	-Folding, Sorting and Degradation	0	0	0	0
-Infectious Diseases	-Folding, Sorting and Degradation	0.1914	0.1827	0.2028	0.1855
Not Mapped	-Folding, Sorting and Degradation	1.654	1.556	1.733	1.471
-Not Mapped	-Folding, Sorting and Degradation	1.654	1.556	1.733	1.471
TOTAL	-DNA Maintenance	10.85	8.078	14.08	7.042
MAPPED	-DNA Maintenance	9.005	6.673	11.65	5.781
Genetic Information Processing	-DNA Maintenance	2.982	2.676	3.421	2.564
-Transcription	-DNA Maintenance	0.1262	0.1211	0.137	0.111
-Translation	-DNA Maintenance	0.6422	0.5728	0.7544	0.5655
-Folding, Sorting and Degradation	-DNA Maintenance	1.214	0.9822	1.542	0.9429
-DNA Maintenance	-DNA Maintenance	1	1	1	1
-RNA Family	-DNA Maintenance	0	0	0	0
Environmental Information Processing	-DNA Maintenance	0.3713	0.3085	0.5367	0.2738
-Signal Transduction	-DNA Maintenance	0.09903	0.05733	0.1367	0.05278
-Signaling Molecules and Interaction	-DNA Maintenance	0.245	0.2305	0.3123	0.2137
Cellular Processes	-DNA Maintenance	3.259	1.729	4.807	1.298
-Crystallins	-DNA Maintenance	0	0	0	0
-Stress Response	-DNA Maintenance	0	0	0	0
-Vesicular Transport	-DNA Maintenance	0.1587	0.1187	0.2228	0.1174
-Cytoskeleton	-DNA Maintenance	2.839	1.416	4.267	1.035
-Cell Motility	-DNA Maintenance	0	0	0	0
-Cell Growth and Death	-DNA Maintenance	0.1613	0.1291	0.2313	0.1168
-Cell Communication	-DNA Maintenance	0.1597	0.1401	0.1891	0.1327
Metabolism	-DNA Maintenance	1.209	0.9828	1.526	0.8187
-Membrane Transport	-DNA Maintenance	0.004157	0.003695	0.003919	0.003092
-Central Carbon Metabolism	-DNA Maintenance	0.4473	0.382	0.5732	0.313
-Energy Metabolism	-DNA Maintenance	0.2132	0.1831	0.2832	0.1563
-Biosynthesis	-DNA Maintenance	0.2111	0.1502	0.2725	0.1226
-Other Enzymes	-DNA Maintenance	0.6517	0.5354	0.8238	0.4453
Organismal Systems	-DNA Maintenance	0.5537	0.4425	0.6792	0.424
-Immune System	-DNA Maintenance	0.1591	0.1366	0.1712	0.1256
-Endocrine System	-DNA Maintenance	0.01689	0.01255	0.02423	0.0121
-Circulatory System	-DNA Maintenance	0.1925	0.1482	0.2	0.1517
-Digestive System	-DNA Maintenance	0.007126	0.00676	0.007394	0.005497
-Excretory System	-DNA Maintenance	0.03825	0.02461	0.05263	0.02238
-Nervous System	-DNA Maintenance	0.04844	0.05313	0.02948	0.04256
-Sensory System	-DNA Maintenance	0	0	0	0
-Development	-DNA Maintenance	0.02754	0.02944	0.0277	0.03032
-Environmental Adaptation	-DNA Maintenance	0.002505	0.002049	0.003068	0.001928
Human Diseases	-DNA Maintenance	0.9352	0.7696	1.097	0.6776
-Cancers	-DNA Maintenance	0.05952	0.05304	0.07937	0.06579
-Immune System Diseases	-DNA Maintenance	0.1172	0.133	0.1054	0.1273
-Neurodegenerative Diseases	-DNA Maintenance	0.3586	0.2722	0.5168	0.2171
-Cardiovascular Diseases	-DNA Maintenance	0.2381	0.2091	0.2278	0.2014
-Metabolic Diseases	-DNA Maintenance	0	0	0	0
-Infectious Diseases	-DNA Maintenance	0.2262	0.176	0.3401	0.1721
Not Mapped	-DNA Maintenance	1.846	1.404	2.437	1.261
-Not Mapped	-DNA Maintenance	1.846	1.404	2.437	1.261
TOTAL	-RNA Family	Inf	Inf	Inf	Inf
MAPPED	-RNA Family	Inf	Inf	Inf	Inf
Genetic Information Processing	-RNA Family	Inf	Inf	Inf	Inf
-Transcription	-RNA Family	Inf	Inf	Inf	Inf
-Translation	-RNA Family	Inf	Inf	Inf	Inf
-Folding, Sorting and Degradation	-RNA Family	Inf	Inf	Inf	Inf
-DNA Maintenance	-RNA Family	Inf	Inf	Inf	Inf
-RNA Family	-RNA Family	NaN	NaN	NaN	NaN
Environmental Information Processing	-RNA Family	Inf	Inf	Inf	Inf
-Signal Transduction	-RNA Family	Inf	Inf	Inf	Inf
-Signaling Molecules and Interaction	-RNA Family	Inf	Inf	Inf	Inf
Cellular Processes	-RNA Family	Inf	Inf	Inf	Inf
-Crystallins	-RNA Family	NaN	NaN	NaN	NaN
-Stress Response	-RNA Family	NaN	NaN	NaN	NaN
-Vesicular Transport	-RNA Family	Inf	Inf	Inf	Inf
-Cytoskeleton	-RNA Family	Inf	Inf	Inf	Inf
-Cell Motility	-RNA Family	NaN	NaN	NaN	NaN
-Cell Growth and Death	-RNA Family	Inf	Inf	Inf	Inf
-Cell Communication	-RNA Family	Inf	Inf	Inf	Inf
Metabolism	-RNA Family	Inf	Inf	Inf	Inf
-Membrane Transport	-RNA Family	Inf	Inf	Inf	Inf
-Central Carbon Metabolism	-RNA Family	Inf	Inf	Inf	Inf
-Energy Metabolism	-RNA Family	Inf	Inf	Inf	Inf
-Biosynthesis	-RNA Family	Inf	Inf	Inf	Inf
-Other Enzymes	-RNA Family	Inf	Inf	Inf	Inf
Organismal Systems	-RNA Family	Inf	Inf	Inf	Inf
-Immune System	-RNA Family	Inf	Inf	Inf	Inf
-Endocrine System	-RNA Family	Inf	Inf	Inf	Inf
-Circulatory System	-RNA Family	Inf	Inf	Inf	Inf
-Digestive System	-RNA Family	Inf	Inf	Inf	Inf
-Excretory System	-RNA Family	Inf	Inf	Inf	Inf
-Nervous System	-RNA Family	Inf	Inf	Inf	Inf
-Sensory System	-RNA Family	NaN	NaN	NaN	NaN
-Development	-RNA Family	Inf	Inf	Inf	Inf
-Environmental Adaptation	-RNA Family	Inf	Inf	Inf	Inf
Human Diseases	-RNA Family	Inf	Inf	Inf	Inf
-Cancers	-RNA Family	Inf	Inf	Inf	Inf
-Immune System Diseases	-RNA Family	Inf	Inf	Inf	Inf
-Neurodegenerative Diseases	-RNA Family	Inf	Inf	Inf	Inf
-Cardiovascular Diseases	-RNA Family	Inf	Inf	Inf	Inf
-Metabolic Diseases	-RNA Family	Inf	Inf	Inf	Inf
-Infectious Diseases	-RNA Family	Inf	Inf	Inf	Inf
Not Mapped	-RNA Family	Inf	Inf	Inf	Inf
-Not Mapped	-RNA Family	Inf	Inf	Inf	Inf
TOTAL	Environmental Information Processing	33.18	31.43	32.57	28.39
MAPPED	Environmental Information Processing	27.53	25.96	26.94	23.31
Genetic Information Processing	Environmental Information Processing	8.421	9.101	6.893	9.666
-Transcription	Environmental Information Processing	0.4187	0.4757	0.3342	0.4674
-Translation	Environmental Information Processing	2.007	2.262	1.766	2.106
-Folding, Sorting and Degradation	Environmental Information Processing	3.79	3.511	3.12	3.588
-DNA Maintenance	Environmental Information Processing	1.166	1.24	0.9168	1.119
-RNA Family	Environmental Information Processing	0	0	0	0
Environmental Information Processing	Environmental Information Processing	1	1	1	1
-Signal Transduction	Environmental Information Processing	0.177	0.1708	0.1868	0.1491
-Signaling Molecules and Interaction	Environmental Information Processing	0.8113	0.8269	0.7805	0.8281
Cellular Processes	Environmental Information Processing	11.8	7.065	13.05	5.966
-Crystallins	Environmental Information Processing	0	0	0	0
-Stress Response	Environmental Information Processing	0	0	0	0
-Vesicular Transport	Environmental Information Processing	0.3236	0.2424	0.3406	0.2337
-Cytoskeleton	Environmental Information Processing	10.83	5.941	11.93	4.556
-Cell Motility	Environmental Information Processing	0	0	0	0
-Cell Growth and Death	Environmental Information Processing	0.4983	0.4477	0.4484	0.4308
-Cell Communication	Environmental Information Processing	0.4383	0.4212	0.398	0.3796
Metabolism	Environmental Information Processing	3.95	3.568	3.87	3.334
-Membrane Transport	Environmental Information Processing	0.006412	0.007082	0.004895	0.004559
-Central Carbon Metabolism	Environmental Information Processing	0.8196	0.8309	0.6908	0.7324
-Energy Metabolism	Environmental Information Processing	0.2979	0.2929	0.2192	0.2536
-Biosynthesis	Environmental Information Processing	0.5484	0.4637	0.4915	0.4008
-Other Enzymes	Environmental Information Processing	1.808	1.735	1.697	1.627
Organismal Systems	Environmental Information Processing	1.109	1.134	1.004	1.109
-Immune System	Environmental Information Processing	0.3915	0.394	0.3658	0.3757
-Endocrine System	Environmental Information Processing	0.05918	0.04757	0.05913	0.04736
-Circulatory System	Environmental Information Processing	0.3158	0.2407	0.3493	0.2355
-Digestive System	Environmental Information Processing	0.007719	0.006474	0.006361	0.006176
-Excretory System	Environmental Information Processing	0.06199	0.04909	0.05823	0.04069
-Nervous System	Environmental Information Processing	0.03388	0.03819	0.01892	0.03763
-Sensory System	Environmental Information Processing	0	0	0	0
-Development	Environmental Information Processing	0.03381	0.03833	0.02733	0.03657
-Environmental Adaptation	Environmental Information Processing	0.003078	0.002045	0.002812	0.001684
Human Diseases	Environmental Information Processing	2.791	2.476	2.325	2.331
-Cancers	Environmental Information Processing	0.07702	0.06517	0.07281	0.07411
-Immune System Diseases	Environmental Information Processing	0.2185	0.2648	0.1562	0.2415
-Neurodegenerative Diseases	Environmental Information Processing	0.795	0.5567	0.7624	0.5004
-Cardiovascular Diseases	Environmental Information Processing	0.5143	0.5119	0.4877	0.535
-Metabolic Diseases	Environmental Information Processing	0	0	0	0
-Infectious Diseases	Environmental Information Processing	0.7467	0.6937	0.6327	0.6593
Not Mapped	Environmental Information Processing	5.646	5.463	5.636	5.084
-Not Mapped	Environmental Information Processing	5.646	5.463	5.636	5.084
TOTAL	-Signal Transduction	215.5	195.6	183.4	208.3
MAPPED	-Signal Transduction	178.8	161.6	151.7	171
Genetic Information Processing	-Signal Transduction	53.65	58.91	43.51	65.01
-Transcription	-Signal Transduction	2.522	2.914	1.736	3.23
-Translation	-Signal Transduction	12.92	14.61	9.866	17.62
-Folding, Sorting and Degradation	-Signal Transduction	21.41	21.42	17.24	22.83
-DNA Maintenance	-Signal Transduction	8.951	14.75	5.514	16.64
