Numerator	Denominator	hsa Krizhanovsky 2013 Normal	hsa Krizhanovsky 2013 Senescent	hsa Krizhanovsky 2013 Normal a	hsa Krizhanovsky 2013 Senescent a
Not Mapped	MAPPED	0.1497	0.1464	0.1565	0.1552
-Not Mapped	MAPPED	0.1497	0.1464	0.1565	0.1552
TOTAL	Genetic Information Processing	6.403	5.724	6.613	5.407
MAPPED	Genetic Information Processing	5.57	4.993	5.718	4.68
Genetic Information Processing	Genetic Information Processing	1	1	1	1
-Transcription	Genetic Information Processing	0.0762	0.08401	0.06366	0.08046
-Translation	Genetic Information Processing	0.2678	0.2849	0.2516	0.2881
-Folding, Sorting and Degradation	Genetic Information Processing	0.6181	0.6053	0.6403	0.6094
-DNA Maintenance	Genetic Information Processing	0.324	0.3561	0.2789	0.3787
-RNA Family	Genetic Information Processing	0	0	0	0
Environmental Information Processing	Genetic Information Processing	0.4371	0.5949	0.4354	0.615
-Signal Transduction	Genetic Information Processing	0.02915	0.02068	0.04095	0.01823
-Signaling Molecules and Interaction	Genetic Information Processing	0.4338	0.5919	0.43	0.6114
Cellular Processes	Genetic Information Processing	2.607	1.924	2.875	1.704
-Crystallins	Genetic Information Processing	0	0	0	0
-Stress Response	Genetic Information Processing	0	0	0	0
-Vesicular Transport	Genetic Information Processing	0.07062	0.04972	0.09449	0.04826
-Cytoskeleton	Genetic Information Processing	2.311	1.634	2.635	1.435
-Cell Motility	Genetic Information Processing	0	0	0	0
-Cell Growth and Death	Genetic Information Processing	0.05636	0.05329	0.06499	0.05287
-Cell Communication	Genetic Information Processing	0.2203	0.2452	0.1772	0.2183
Metabolism	Genetic Information Processing	0.6539	0.6405	0.6586	0.5788
-Membrane Transport	Genetic Information Processing	0.002002	0.001657	0.001975	0.0009676
-Central Carbon Metabolism	Genetic Information Processing	0.1611	0.1663	0.1704	0.1579
-Energy Metabolism	Genetic Information Processing	0.07764	0.07358	0.09088	0.06624
-Biosynthesis	Genetic Information Processing	0.09413	0.08314	0.09106	0.08111
-Other Enzymes	Genetic Information Processing	0.3878	0.3523	0.4353	0.2992
Organismal Systems	Genetic Information Processing	0.2542	0.2547	0.2746	0.2376
-Immune System	Genetic Information Processing	0.1094	0.09149	0.1133	0.08822
-Endocrine System	Genetic Information Processing	0.08374	0.09465	0.0688	0.08571
-Circulatory System	Genetic Information Processing	0.07559	0.06365	0.08462	0.06723
-Digestive System	Genetic Information Processing	0.01709	0.01756	0.01035	0.01336
-Excretory System	Genetic Information Processing	0.01246	0.009375	0.01365	0.008378
-Nervous System	Genetic Information Processing	0.0377	0.03294	0.04602	0.03258
-Sensory System	Genetic Information Processing	0.0005954	0.0005063	0.000683	0.000464
-Development	Genetic Information Processing	0.0231	0.02396	0.02194	0.02503
-Environmental Adaptation	Genetic Information Processing	0.03242	0.02673	0.03655	0.02478
Human Diseases	Genetic Information Processing	0.7567	0.8142	0.6812	0.8576
-Cancers	Genetic Information Processing	0.1421	0.1519	0.1255	0.1382
-Immune System Diseases	Genetic Information Processing	0.02589	0.02755	0.0193	0.02585
-Neurodegenerative Diseases	Genetic Information Processing	0.1499	0.1323	0.169	0.1287
-Cardiovascular Diseases	Genetic Information Processing	0.1783	0.1937	0.1611	0.1687
-Metabolic Diseases	Genetic Information Processing	0.03536	0.04108	0.02923	0.03846
-Infectious Diseases	Genetic Information Processing	0.4923	0.5558	0.4278	0.6234
Not Mapped	Genetic Information Processing	0.8336	0.7311	0.8948	0.7263
-Not Mapped	Genetic Information Processing	0.8336	0.7311	0.8948	0.7263
TOTAL	-Transcription	85.56	70.5	105.9	69.15
MAPPED	-Transcription	74.42	61.49	91.53	59.86
Genetic Information Processing	-Transcription	20.85	20.32	23.02	21.81
-Transcription	-Transcription	1	1	1	1
-Translation	-Transcription	3.6	3.544	4.051	3.831
-Folding, Sorting and Degradation	-Transcription	10.13	9.142	12.57	9.62
-DNA Maintenance	-Transcription	6.554	7.01	6.38	7.987
-RNA Family	-Transcription	0	0	0	0
Environmental Information Processing	-Transcription	6.14	7.68	7.004	8.037
-Signal Transduction	-Transcription	0.608	0.4202	0.9425	0.3859
-Signaling Molecules and Interaction	-Transcription	5.674	7.443	6.35	7.799
Cellular Processes	-Transcription	34.76	23.97	45.16	20.71
-Crystallins	-Transcription	0	0	0	0
-Stress Response	-Transcription	0	0	0	0
-Vesicular Transport	-Transcription	1.133	0.7765	1.6	0.7901
-Cytoskeleton	-Transcription	30.08	19.47	40.05	17.44
-Cell Motility	-Transcription	0	0	0	0
-Cell Growth and Death	-Transcription	0.7756	0.6707	1.041	0.6864
-Cell Communication	-Transcription	3.296	3.564	3.095	3.176
Metabolism	-Transcription	8.959	7.945	10.81	7.292
-Membrane Transport	-Transcription	0.02763	0.02236	0.03285	0.01524
-Central Carbon Metabolism	-Transcription	3.127	2.9	3.723	2.715
-Energy Metabolism	-Transcription	1.356	1.043	1.674	1.004
-Biosynthesis	-Transcription	1.497	1.165	1.769	1.155
-Other Enzymes	-Transcription	5.438	4.744	6.749	4.299
Organismal Systems	-Transcription	4.62	3.83	5.364	3.988
-Immune System	-Transcription	1.604	1.446	2.115	1.385
-Endocrine System	-Transcription	1.198	1.276	1.151	1.183
-Circulatory System	-Transcription	1.503	1.239	1.598	1.412
-Digestive System	-Transcription	0.3516	0.35	0.2338	0.2819
-Excretory System	-Transcription	0.2486	0.1848	0.2981	0.1751
-Nervous System	-Transcription	0.7677	0.6518	1.04	0.6723
-Sensory System	-Transcription	0.01287	0.01038	0.01658	0.01026
-Development	-Transcription	0.3546	0.3337	0.4073	0.3641
-Environmental Adaptation	-Transcription	0.6754	0.5406	0.8338	0.5227
Human Diseases	-Transcription	10.99	10.99	11.4	11.65
-Cancers	-Transcription	1.865	1.808	1.971	1.717
-Immune System Diseases	-Transcription	0.4553	0.4547	0.3816	0.4588
-Neurodegenerative Diseases	-Transcription	2.539	1.991	3.471	1.811
-Cardiovascular Diseases	-Transcription	2.552	2.501	2.637	2.291
-Metabolic Diseases	-Transcription	0.5657	0.5926	0.5584	0.5737
-Infectious Diseases	-Transcription	7.044	7.32	7.159	8.466
Not Mapped	-Transcription	11.14	9.005	14.32	9.29
-Not Mapped	-Transcription	11.14	9.005	14.32	9.29
TOTAL	-Translation	24.2	20.53	27.46	19.52
MAPPED	-Translation	21.05	17.91	23.74	16.9
Genetic Information Processing	-Translation	6.159	6.023	6.249	6.277
-Transcription	-Translation	0.2901	0.2963	0.267	0.2838
-Translation	-Translation	1	1	1	1
-Folding, Sorting and Degradation	-Translation	3.007	2.687	3.365	2.73
-DNA Maintenance	-Translation	1.891	2.083	1.67	2.263
-RNA Family	-Translation	0	0	0	0
Environmental Information Processing	-Translation	1.778	2.26	1.787	2.228
-Signal Transduction	-Translation	0.1761	0.1237	0.2559	0.1068
-Signaling Molecules and Interaction	-Translation	1.62	2.159	1.695	2.162
Cellular Processes	-Translation	9.762	6.902	11.62	5.734
-Crystallins	-Translation	0	0	0	0
-Stress Response	-Translation	0	0	0	0
-Vesicular Transport	-Translation	0.328	0.2285	0.4228	0.2153
-Cytoskeleton	-Translation	8.631	5.815	10.47	4.827
-Cell Motility	-Translation	0	0	0	0
-Cell Growth and Death	-Translation	0.2158	0.1932	0.2678	0.186
-Cell Communication	-Translation	0.9157	1.006	0.7643	0.829
Metabolism	-Translation	2.593	2.287	2.819	2.037
-Membrane Transport	-Translation	0.008228	0.006696	0.008765	0.004226
-Central Carbon Metabolism	-Translation	0.8554	0.8101	0.9103	0.6912
-Energy Metabolism	-Translation	0.3781	0.2942	0.4281	0.262
-Biosynthesis	-Translation	0.4159	0.3379	0.4368	0.3202
-Other Enzymes	-Translation	1.514	1.375	1.71	1.189
Organismal Systems	-Translation	1.34	1.135	1.417	1.104
-Immune System	-Translation	0.4547	0.408	0.5173	0.3614
-Endocrine System	-Translation	0.334	0.3601	0.2945	0.3089
-Circulatory System	-Translation	0.4476	0.3759	0.4339	0.3924
-Digestive System	-Translation	0.102	0.1037	0.06177	0.078
-Excretory System	-Translation	0.06801	0.05162	0.07289	0.04457
-Nervous System	-Translation	0.2133	0.1891	0.2571	0.1864
-Sensory System	-Translation	0.003667	0.003049	0.00434	0.002913
-Development	-Translation	0.09972	0.0969	0.1007	0.1008
-Environmental Adaptation	-Translation	0.1958	0.1598	0.2202	0.1446
Human Diseases	-Translation	3.018	3.07	2.916	3.04
-Cancers	-Translation	0.5239	0.5263	0.4987	0.4797
-Immune System Diseases	-Translation	0.1279	0.1324	0.09656	0.1282
-Neurodegenerative Diseases	-Translation	0.7561	0.6001	0.8978	0.5081
-Cardiovascular Diseases	-Translation	0.7113	0.7058	0.6903	0.6175
-Metabolic Diseases	-Translation	0.1611	0.1741	0.1462	0.1628
-Infectious Diseases	-Translation	1.964	2.065	1.831	2.21
Not Mapped	-Translation	3.151	2.622	3.716	2.623
-Not Mapped	-Translation	3.151	2.622	3.716	2.623
TOTAL	-Folding, Sorting and Degradation	10.7	10.1	10.53	9.328
MAPPED	-Folding, Sorting and Degradation	9.31	8.812	9.101	8.075
Genetic Information Processing	-Folding, Sorting and Degradation	2.189	2.356	2.003	2.484
-Transcription	-Folding, Sorting and Degradation	0.1272	0.1451	0.1013	0.1371
-Translation	-Folding, Sorting and Degradation	0.4527	0.4983	0.4005	0.4932
-Folding, Sorting and Degradation	-Folding, Sorting and Degradation	1	1	1	1
-DNA Maintenance	-Folding, Sorting and Degradation	0.7156	0.8392	0.5715	0.9406
-RNA Family	-Folding, Sorting and Degradation	0	0	0	0
Environmental Information Processing	-Folding, Sorting and Degradation	0.7741	1.092	0.7157	1.152
-Signal Transduction	-Folding, Sorting and Degradation	0.06159	0.04623	0.07605	0.04138
-Signaling Molecules and Interaction	-Folding, Sorting and Degradation	0.7682	1.087	0.6844	1.142
Cellular Processes	-Folding, Sorting and Degradation	4.42	3.478	4.576	3.033
-Crystallins	-Folding, Sorting and Degradation	0	0	0	0
-Stress Response	-Folding, Sorting and Degradation	0	0	0	0
-Vesicular Transport	-Folding, Sorting and Degradation	0.1251	0.1062	0.1516	0.09668
-Cytoskeleton	-Folding, Sorting and Degradation	4.017	3	4.195	2.66
-Cell Motility	-Folding, Sorting and Degradation	0	0	0	0
-Cell Growth and Death	-Folding, Sorting and Degradation	0.09747	0.09628	0.1034	0.09127
-Cell Communication	-Folding, Sorting and Degradation	0.3686	0.4611	0.2874	0.4041
Metabolism	-Folding, Sorting and Degradation	1.091	1.106	1.031	0.9996
-Membrane Transport	-Folding, Sorting and Degradation	0.003239	0.002771	0.003144	0.001705
-Central Carbon Metabolism	-Folding, Sorting and Degradation	0.3541	0.3755	0.3492	0.3409
-Energy Metabolism	-Folding, Sorting and Degradation	0.1557	0.1349	0.1566	0.1277
-Biosynthesis	-Folding, Sorting and Degradation	0.1667	0.1518	0.1582	0.137
-Other Enzymes	-Folding, Sorting and Degradation	0.6868	0.6468	0.72	0.5603
Organismal Systems	-Folding, Sorting and Degradation	0.4914	0.4528	0.4755	0.4697
-Immune System	-Folding, Sorting and Degradation	0.177	0.1775	0.1983	0.1721
-Endocrine System	-Folding, Sorting and Degradation	0.1284	0.1491	0.1037	0.1348
-Circulatory System	-Folding, Sorting and Degradation	0.1502	0.138	0.1463	0.1526
-Digestive System	-Folding, Sorting and Degradation	0.03739	0.04139	0.02073	0.0332
-Excretory System	-Folding, Sorting and Degradation	0.02816	0.02102	0.02796	0.02024
-Nervous System	-Folding, Sorting and Degradation	0.08251	0.07762	0.09218	0.07746
-Sensory System	-Folding, Sorting and Degradation	0.00122	0.001135	0.001268	0.001067
-Development	-Folding, Sorting and Degradation	0.03553	0.03776	0.03396	0.04018
-Environmental Adaptation	-Folding, Sorting and Degradation	0.06849	0.06055	0.07053	0.05979
Human Diseases	-Folding, Sorting and Degradation	1.245	1.423	1.067	1.482
-Cancers	-Folding, Sorting and Degradation	0.2372	0.2623	0.1997	0.2354
-Immune System Diseases	-Folding, Sorting and Degradation	0.04527	0.05145	0.03112	0.04926
-Neurodegenerative Diseases	-Folding, Sorting and Degradation	0.2654	0.2428	0.2894	0.2112
-Cardiovascular Diseases	-Folding, Sorting and Degradation	0.2929	0.3345	0.2523	0.2915
-Metabolic Diseases	-Folding, Sorting and Degradation	0.05415	0.06482	0.04324	0.0605
-Infectious Diseases	-Folding, Sorting and Degradation	0.8084	0.947	0.67	1.077
Not Mapped	-Folding, Sorting and Degradation	1.394	1.29	1.424	1.253
-Not Mapped	-Folding, Sorting and Degradation	1.394	1.29	1.424	1.253
TOTAL	-DNA Maintenance	105.4	99.69	106.6	98.14
MAPPED	-DNA Maintenance	91.67	86.95	92.14	84.96
Genetic Information Processing	-DNA Maintenance	18.78	20.4	17.72	21.17
-Transcription	-DNA Maintenance	1.269	1.45	1.031	1.454
-Translation	-DNA Maintenance	4.558	5.003	4.175	5.259
-Folding, Sorting and Degradation	-DNA Maintenance	11.25	11.98	11.13	13.18
-DNA Maintenance	-DNA Maintenance	1	1	1	1
-RNA Family	-DNA Maintenance	0	0	0	0
Environmental Information Processing	-DNA Maintenance	5.364	7.781	5.281	8.416
-Signal Transduction	-DNA Maintenance	0.2752	0.2526	0.314	0.2499
-Signaling Molecules and Interaction	-DNA Maintenance	5.089	7.55	4.984	8.167
Cellular Processes	-DNA Maintenance	36.88	27.1	41.35	23.27
-Crystallins	-DNA Maintenance	0	0	0	0
-Stress Response	-DNA Maintenance	0	0	0	0
-Vesicular Transport	-DNA Maintenance	1.055	0.7818	1.262	0.7771
-Cytoskeleton	-DNA Maintenance	31.74	21.72	36.84	18.28
-Cell Motility	-DNA Maintenance	0	0	0	0
-Cell Growth and Death	-DNA Maintenance	0.9253	0.9164	1.015	0.9361
-Cell Communication	-DNA Maintenance	3.164	3.749	2.51	3.307
Metabolism	-DNA Maintenance	9.612	9.453	9.663	8.81
-Membrane Transport	-DNA Maintenance	0.02686	0.02341	0.02879	0.01596
-Central Carbon Metabolism	-DNA Maintenance	2.162	2.322	2.137	2.355
-Energy Metabolism	-DNA Maintenance	0.7502	0.8436	0.8851	0.8151
-Biosynthesis	-DNA Maintenance	1.343	1.222	1.435	1.254
-Other Enzymes	-DNA Maintenance	6.899	6.878	6.956	6.251
Organismal Systems	-DNA Maintenance	3.649	3.771	3.719	3.742
-Immune System	-DNA Maintenance	1.468	1.277	1.594	1.316
-Endocrine System	-DNA Maintenance	1.188	1.424	1.009	1.329
-Circulatory System	-DNA Maintenance	1.246	1.114	1.324	1.248
-Digestive System	-DNA Maintenance	0.05226	0.04932	0.04996	0.03892
-Excretory System	-DNA Maintenance	0.119	0.1111	0.1338	0.1048
-Nervous System	-DNA Maintenance	0.1153	0.0977	0.1593	0.1064
-Sensory System	-DNA Maintenance	0.001964	0.001493	0.002598	0.001287
-Development	-DNA Maintenance	0.318	0.3385	0.3303	0.3813
-Environmental Adaptation	-DNA Maintenance	0.1004	0.07617	0.1277	0.06544
Human Diseases	-DNA Maintenance	12.12	13.29	10.44	13.08
-Cancers	-DNA Maintenance	1.126	1.333	0.969	1.21
-Immune System Diseases	-DNA Maintenance	0.5093	0.562	0.3698	0.5472
-Neurodegenerative Diseases	-DNA Maintenance	1.838	1.534	1.975	1.588
-Cardiovascular Diseases	-DNA Maintenance	2.721	2.98	2.216	3.225
-Metabolic Diseases	-DNA Maintenance	0.6955	0.8379	0.5601	0.8142
-Infectious Diseases	-DNA Maintenance	6.985	8.166	6.276	9.509
Not Mapped	-DNA Maintenance	13.72	12.73	14.42	13.18
-Not Mapped	-DNA Maintenance	13.72	12.73	14.42	13.18
TOTAL	-RNA Family	Inf	Inf	Inf	Inf
MAPPED	-RNA Family	Inf	Inf	Inf	Inf
Genetic Information Processing	-RNA Family	Inf	Inf	Inf	Inf
-Transcription	-RNA Family	Inf	Inf	Inf	Inf
-Translation	-RNA Family	Inf	Inf	Inf	Inf
-Folding, Sorting and Degradation	-RNA Family	Inf	Inf	Inf	Inf
-DNA Maintenance	-RNA Family	Inf	Inf	Inf	Inf
-RNA Family	-RNA Family	NaN	NaN	NaN	NaN
Environmental Information Processing	-RNA Family	Inf	Inf	Inf	Inf
-Signal Transduction	-RNA Family	Inf	Inf	Inf	Inf
-Signaling Molecules and Interaction	-RNA Family	Inf	Inf	Inf	Inf
Cellular Processes	-RNA Family	Inf	Inf	Inf	Inf
-Crystallins	-RNA Family	NaN	NaN	NaN	NaN
-Stress Response	-RNA Family	NaN	NaN	NaN	NaN
-Vesicular Transport	-RNA Family	Inf	Inf	Inf	Inf
-Cytoskeleton	-RNA Family	Inf	Inf	Inf	Inf
-Cell Motility	-RNA Family	NaN	NaN	NaN	NaN
-Cell Growth and Death	-RNA Family	Inf	Inf	Inf	Inf
-Cell Communication	-RNA Family	Inf	Inf	Inf	Inf
Metabolism	-RNA Family	Inf	Inf	Inf	Inf
-Membrane Transport	-RNA Family	Inf	Inf	Inf	Inf
-Central Carbon Metabolism	-RNA Family	Inf	Inf	Inf	Inf
-Energy Metabolism	-RNA Family	Inf	Inf	Inf	Inf
-Biosynthesis	-RNA Family	Inf	Inf	Inf	Inf
-Other Enzymes	-RNA Family	Inf	Inf	Inf	Inf
Organismal Systems	-RNA Family	Inf	Inf	Inf	Inf
-Immune System	-RNA Family	Inf	Inf	Inf	Inf
-Endocrine System	-RNA Family	Inf	Inf	Inf	Inf
-Circulatory System	-RNA Family	Inf	Inf	Inf	Inf
-Digestive System	-RNA Family	Inf	Inf	Inf	Inf
-Excretory System	-RNA Family	Inf	Inf	Inf	Inf
-Nervous System	-RNA Family	Inf	Inf	Inf	Inf
-Sensory System	-RNA Family	NaN	NaN	NaN	NaN
-Development	-RNA Family	Inf	Inf	Inf	Inf
-Environmental Adaptation	-RNA Family	NaN	NaN	NaN	NaN
Human Diseases	-RNA Family	Inf	Inf	Inf	Inf
-Cancers	-RNA Family	Inf	Inf	Inf	Inf
-Immune System Diseases	-RNA Family	Inf	Inf	Inf	Inf
-Neurodegenerative Diseases	-RNA Family	Inf	Inf	Inf	Inf
-Cardiovascular Diseases	-RNA Family	Inf	Inf	Inf	Inf
-Metabolic Diseases	-RNA Family	NaN	NaN	NaN	NaN
-Infectious Diseases	-RNA Family	Inf	Inf	Inf	Inf
Not Mapped	-RNA Family	Inf	Inf	Inf	Inf
-Not Mapped	-RNA Family	Inf	Inf	Inf	Inf
TOTAL	Environmental Information Processing	51.57	28.21	34.82	21.04
MAPPED	Environmental Information Processing	44.85	24.6	30.11	18.21
Genetic Information Processing	Environmental Information Processing	11.24	6.674	6.157	5.504
-Transcription	Environmental Information Processing	0.6097	0.4018	0.3326	0.3052
-Translation	Environmental Information Processing	2.229	1.439	1.36	1.199
-Folding, Sorting and Degradation	Environmental Information Processing	5.384	3.104	3.758	2.486
-DNA Maintenance	Environmental Information Processing	2.83	2.243	1.491	1.964
-RNA Family	Environmental Information Processing	0	0	0	0
Environmental Information Processing	Environmental Information Processing	1	1	1	1
-Signal Transduction	Environmental Information Processing	0.2132	0.1039	0.1396	0.06922
-Signaling Molecules and Interaction	Environmental Information Processing	0.9616	0.972	0.9562	0.9726
Cellular Processes	Environmental Information Processing	18.07	7.433	13.4	4.856
-Crystallins	Environmental Information Processing	0	0	0	0
-Stress Response	Environmental Information Processing	0	0	0	0
-Vesicular Transport	Environmental Information Processing	0.6121	0.2691	0.4843	0.1887
-Cytoskeleton	Environmental Information Processing	15	6.262	11.55	3.996
-Cell Motility	Environmental Information Processing	0	0	0	0
-Cell Growth and Death	Environmental Information Processing	0.4729	0.2695	0.3447	0.2095
-Cell Communication	Environmental Information Processing	1.985	1.356	1.019	0.9148
Metabolism	Environmental Information Processing	5.336	3.192	3.504	2.223
-Membrane Transport	Environmental Information Processing	0.01238	0.007357	0.008246	0.003235
-Central Carbon Metabolism	Environmental Information Processing	1.907	1.165	1.238	0.8286
-Energy Metabolism	Environmental Information Processing	0.3513	0.2492	0.4259	0.2609
-Biosynthesis	Environmental Information Processing	0.6328	0.3609	0.3912	0.2884
-Other Enzymes	Environmental Information Processing	2.443	1.47	1.673	0.9599
Organismal Systems	Environmental Information Processing	1.663	1.265	1.561	1.062
-Immune System	Environmental Information Processing	0.9132	0.4905	0.6691	0.4183
-Endocrine System	Environmental Information Processing	0.6598	0.4502	0.3898	0.3352
-Circulatory System	Environmental Information Processing	0.4667	0.2156	0.384	0.2648
-Digestive System	Environmental Information Processing	0.06688	0.0595	0.0485	0.05264
-Excretory System	Environmental Information Processing	0.09258	0.05223	0.08359	0.03629
-Nervous System	Environmental Information Processing	0.1284	0.08498	0.1599	0.08365
-Sensory System	Environmental Information Processing	0.00216	0.001402	0.00245	0.001324
-Development	Environmental Information Processing	0.05929	0.04351	0.06255	0.04531
-Environmental Adaptation	Environmental Information Processing	0.1101	0.07072	0.1198	0.06661
Human Diseases	Environmental Information Processing	7.744	4.972	4.194	3.833
-Cancers	Environmental Information Processing	0.2916	0.223	0.2791	0.2005
-Immune System Diseases	Environmental Information Processing	0.2038	0.1188	0.08455	0.07941
-Neurodegenerative Diseases	Environmental Information Processing	0.6503	0.3138	0.6662	0.3033
-Cardiovascular Diseases	Environmental Information Processing	1.345	0.8434	0.7224	0.688
-Metabolic Diseases	Environmental Information Processing	0.1426	0.1094	0.1369	0.1033
-Infectious Diseases	Environmental Information Processing	5.531	3.394	2.634	2.786
Not Mapped	Environmental Information Processing	6.713	3.603	4.711	2.826
-Not Mapped	Environmental Information Processing	6.713	3.603	4.711	2.826
TOTAL	-Signal Transduction	504	496	453.2	524.7
MAPPED	-Signal Transduction	438.4	432.6	391.9	454.2
Genetic Information Processing	-Signal Transduction	118.9	136.5	94.57	159.1
-Transcription	-Signal Transduction	5.96	7.066	4.33	7.613
-Translation	-Signal Transduction	21.79	25.3	17.71	29.9
-Folding, Sorting and Degradation	-Signal Transduction	52.63	54.58	47.15	60.62
-DNA Maintenance	-Signal Transduction	27.19	29.35	23.88	24.52
