Numerator	Denominator	hsa Krizhanovsky 2013 Normal	hsa Krizhanovsky 2013 Senescent	hsa Krizhanovsky 2013 Normal a	hsa Krizhanovsky 2013 Senescent a
-Cardiovascular Diseases	TOTAL	0.0105	0.0128	0.008827	0.0131
-Metabolic Diseases	TOTAL	0	0	0	0
-Infectious Diseases	TOTAL	0.009557	0.0103	0.009259	0.01046
Not Mapped	TOTAL	0.1701	0.1738	0.173	0.1791
-Not Mapped	TOTAL	0.1701	0.1738	0.173	0.1791
TOTAL	MAPPED	1.205	1.21	1.209	1.218
MAPPED	MAPPED	1	1	1	1
Genetic Information Processing	MAPPED	0.2066	0.2346	0.2007	0.2525
-Transcription	MAPPED	0.01402	0.01793	0.01144	0.01889
-Translation	MAPPED	0.07131	0.08584	0.06394	0.08802
-Folding, Sorting and Degradation	MAPPED	0.1024	0.1111	0.09649	0.1128
-DNA Maintenance	MAPPED	0.01376	0.0142	0.01427	0.01458
-RNA Family	MAPPED	0	0	0	0
Environmental Information Processing	MAPPED	0.02121	0.02309	0.02603	0.02625
-Signal Transduction	MAPPED	0.0006647	0.0008163	0.0006382	0.001108
-Signaling Molecules and Interaction	MAPPED	0.01531	0.01707	0.01925	0.02136
Cellular Processes	MAPPED	0.3509	0.2443	0.4036	0.1995
-Crystallins	MAPPED	0	0	0	0
-Stress Response	MAPPED	0	0	0	0
-Vesicular Transport	MAPPED	0.007622	0.006388	0.008569	0.006174
-Cytoskeleton	MAPPED	0.3128	0.2042	0.3653	0.1613
-Cell Motility	MAPPED	0	0	0	0
-Cell Growth and Death	MAPPED	0.001039	0.0009847	0.001404	0.0009087
-Cell Communication	MAPPED	0.007286	0.009759	0.00599	0.009528
Metabolism	MAPPED	0.1005	0.1066	0.09389	0.1061
-Membrane Transport	MAPPED	5.797e-05	6.037e-05	2.883e-05	5.274e-05
-Central Carbon Metabolism	MAPPED	0.0138	0.01455	0.0127	0.01529
-Energy Metabolism	MAPPED	0.004075	0.004826	0.003389	0.005026
-Biosynthesis	MAPPED	0.01411	0.01464	0.0127	0.01371
-Other Enzymes	MAPPED	0.04402	0.04555	0.04189	0.04678
Organismal Systems	MAPPED	0.03185	0.03228	0.03069	0.03654
-Immune System	MAPPED	0.002814	0.003412	0.002542	0.003683
-Endocrine System	MAPPED	0.00133	0.00136	0.001544	0.001508
-Circulatory System	MAPPED	0.004967	0.00427	0.006172	0.00462
-Digestive System	MAPPED	0.0001211	0.0001297	0.0001288	0.0001175
-Excretory System	MAPPED	0.0006607	0.0005811	0.0005049	0.0004907
-Nervous System	MAPPED	0.0005185	0.0005913	0.0004587	0.0004859
-Sensory System	MAPPED	0	0	0	0
-Development	MAPPED	0.0008803	0.001131	0.0007545	0.001206
-Environmental Adaptation	MAPPED	0	0	0	0
Human Diseases	MAPPED	0.0814	0.0871	0.07487	0.08393
-Cancers	MAPPED	0.001075	0.00102	0.001186	0.001443
-Immune System Diseases	MAPPED	0.003876	0.005113	0.002869	0.005075
-Neurodegenerative Diseases	MAPPED	0.01107	0.009196	0.01245	0.009636
-Cardiovascular Diseases	MAPPED	0.01266	0.01549	0.01067	0.01596
-Metabolic Diseases	MAPPED	0	0	0	0
-Infectious Diseases	MAPPED	0.01152	0.01247	0.0112	0.01274
Not Mapped	MAPPED	0.205	0.2104	0.2092	0.2181
-Not Mapped	MAPPED	0.205	0.2104	0.2092	0.2181
TOTAL	Genetic Information Processing	3.42	2.797	3.927	2.573
MAPPED	Genetic Information Processing	2.838	2.311	3.247	2.112
Genetic Information Processing	Genetic Information Processing	1	1	1	1
-Transcription	Genetic Information Processing	0.04131	0.04323	0.0389	0.04214
-Translation	Genetic Information Processing	0.2028	0.1984	0.2083	0.1859
-Folding, Sorting and Degradation	Genetic Information Processing	0.3581	0.321	0.3953	0.2983
-DNA Maintenance	Genetic Information Processing	0.06659	0.06053	0.0711	0.05775
-RNA Family	Genetic Information Processing	0	0	0	0
Environmental Information Processing	Genetic Information Processing	0.06463	0.05703	0.09042	0.05886
-Signal Transduction	Genetic Information Processing	0.002991	0.00315	0.003164	0.004017
-Signaling Molecules and Interaction	Genetic Information Processing	0.05541	0.04926	0.07701	0.05237
Cellular Processes	Genetic Information Processing	1.046	0.6049	1.36	0.4671
-Crystallins	Genetic Information Processing	0	0	0	0
-Stress Response	Genetic Information Processing	0	0	0	0
-Vesicular Transport	Genetic Information Processing	0.02404	0.01637	0.03128	0.01547
-Cytoskeleton	Genetic Information Processing	0.9357	0.4944	1.232	0.3567
-Cell Motility	Genetic Information Processing	0	0	0	0
-Cell Growth and Death	Genetic Information Processing	0.003107	0.002384	0.004884	0.00201
-Cell Communication	Genetic Information Processing	0.03284	0.03596	0.02985	0.03109
Metabolism	Genetic Information Processing	0.2867	0.2467	0.3083	0.226
-Membrane Transport	Genetic Information Processing	0.000175	0.0001491	9.815e-05	0.0001183
-Central Carbon Metabolism	Genetic Information Processing	0.05612	0.05203	0.05396	0.04986
-Energy Metabolism	Genetic Information Processing	0.01156	0.01145	0.011	0.01062
-Biosynthesis	Genetic Information Processing	0.04024	0.03386	0.04123	0.02918
-Other Enzymes	Genetic Information Processing	0.1317	0.1152	0.1457	0.1025
Organismal Systems	Genetic Information Processing	0.09631	0.07972	0.1119	0.08193
-Immune System	Genetic Information Processing	0.01145	0.0122	0.0108	0.01239
-Endocrine System	Genetic Information Processing	0.004021	0.003359	0.00513	0.003382
-Circulatory System	Genetic Information Processing	0.01522	0.01073	0.02134	0.01075
-Digestive System	Genetic Information Processing	0.0004924	0.0004637	0.0005475	0.0003772
-Excretory System	Genetic Information Processing	0.002747	0.002082	0.002265	0.001661
-Nervous System	Genetic Information Processing	0.001565	0.001475	0.001563	0.001096
-Sensory System	Genetic Information Processing	0	0	0	0
-Development	Genetic Information Processing	0.00269	0.002804	0.002613	0.0027
-Environmental Adaptation	Genetic Information Processing	0	0	0	0
Human Diseases	Genetic Information Processing	0.2321	0.2015	0.2549	0.1787
-Cancers	Genetic Information Processing	0.003214	0.00247	0.004124	0.003191
-Immune System Diseases	Genetic Information Processing	0.01611	0.01348	0.01408	0.01162
-Neurodegenerative Diseases	Genetic Information Processing	0.03498	0.02293	0.0424	0.02173
-Cardiovascular Diseases	Genetic Information Processing	0.03592	0.03581	0.03758	0.03372
-Metabolic Diseases	Genetic Information Processing	0	0	0	0
-Infectious Diseases	Genetic Information Processing	0.03285	0.02909	0.03696	0.02733
Not Mapped	Genetic Information Processing	0.5819	0.4863	0.6794	0.4608
-Not Mapped	Genetic Information Processing	0.5819	0.4863	0.6794	0.4608
TOTAL	-Transcription	79.16	63.14	96.09	60.35
MAPPED	-Transcription	65.69	52.16	79.46	49.54
Genetic Information Processing	-Transcription	13.91	12.5	16.21	12.71
-Transcription	-Transcription	1	1	1	1
-Translation	-Transcription	4.694	4.478	5.098	4.368
-Folding, Sorting and Degradation	-Transcription	6.859	5.843	7.779	5.589
-DNA Maintenance	-Transcription	0.9264	0.7565	1.153	0.7339
-RNA Family	-Transcription	0	0	0	0
Environmental Information Processing	-Transcription	1.47	1.264	2.178	1.365
-Signal Transduction	-Transcription	0.04454	0.04292	0.05145	0.0549
-Signaling Molecules and Interaction	-Transcription	1.084	0.952	1.663	1.13
Cellular Processes	-Transcription	24.22	13.33	33.27	10.33
-Crystallins	-Transcription	0	0	0	0
-Stress Response	-Transcription	0	0	0	0
-Vesicular Transport	-Transcription	0.5289	0.3462	0.737	0.3197
-Cytoskeleton	-Transcription	21.7	11.32	30.16	8.465
-Cell Motility	-Transcription	0	0	0	0
-Cell Growth and Death	-Transcription	0.07367	0.05461	0.1227	0.04769
-Cell Communication	-Transcription	0.4907	0.5198	0.484	0.4795
Metabolism	-Transcription	6.94	5.706	7.914	5.334
-Membrane Transport	-Transcription	0.003988	0.003303	0.002405	0.002741
-Central Carbon Metabolism	-Transcription	0.9286	0.776	1.045	0.7797
-Energy Metabolism	-Transcription	0.2677	0.2571	0.2693	0.2494
-Biosynthesis	-Transcription	0.9742	0.7833	1.009	0.6887
-Other Enzymes	-Transcription	3.122	2.54	3.661	2.408
Organismal Systems	-Transcription	2.191	1.766	2.651	1.811
-Immune System	-Transcription	0.1894	0.182	0.2092	0.1878
-Endocrine System	-Transcription	0.09146	0.07442	0.1255	0.07841
-Circulatory System	-Transcription	0.3462	0.2377	0.5148	0.2446
-Digestive System	-Transcription	0.008148	0.006916	0.0106	0.005994
-Excretory System	-Transcription	0.04664	0.03172	0.04401	0.02541
-Nervous System	-Transcription	0.03698	0.0326	0.03826	0.0253
-Sensory System	-Transcription	0	0	0	0
-Development	-Transcription	0.05914	0.05946	0.06082	0.05989
-Environmental Adaptation	-Transcription	0	0	0	0
Human Diseases	-Transcription	5.62	4.66	6.489	4.217
-Cancers	-Transcription	0.07622	0.05657	0.1036	0.07572
-Immune System Diseases	-Transcription	0.2736	0.2791	0.2313	0.2514
-Neurodegenerative Diseases	-Transcription	0.7453	0.5069	1.025	0.5018
-Cardiovascular Diseases	-Transcription	0.8314	0.8083	0.8623	0.7921
-Metabolic Diseases	-Transcription	0	0	0	0
-Infectious Diseases	-Transcription	0.7952	0.6728	0.9502	0.6451
Not Mapped	-Transcription	13.47	10.98	16.62	10.81
-Not Mapped	-Transcription	13.47	10.98	16.62	10.81
TOTAL	-Translation	16.33	13.26	18.02	11.69
MAPPED	-Translation	13.55	10.95	14.9	9.596
Genetic Information Processing	-Translation	2.844	2.694	3.051	2.678
-Transcription	-Translation	0.1934	0.1976	0.1739	0.1833
-Translation	-Translation	1	1	1	1
-Folding, Sorting and Degradation	-Translation	1.404	1.227	1.472	1.095
-DNA Maintenance	-Translation	0.1894	0.1631	0.2169	0.1623
-RNA Family	-Translation	0	0	0	0
Environmental Information Processing	-Translation	0.2895	0.2529	0.3891	0.2519
-Signal Transduction	-Translation	0.009118	0.009013	0.009736	0.01076
-Signaling Molecules and Interaction	-Translation	0.2097	0.1882	0.2935	0.2072
Cellular Processes	-Translation	4.826	2.78	6.121	2.064
-Crystallins	-Translation	0	0	0	0
-Stress Response	-Translation	0	0	0	0
-Vesicular Transport	-Translation	0.1048	0.07333	0.1299	0.06866
-Cytoskeleton	-Translation	4.294	2.272	5.485	1.576
-Cell Motility	-Translation	0	0	0	0
-Cell Growth and Death	-Translation	0.01438	0.01096	0.02159	0.008879
-Cell Communication	-Translation	0.1003	0.112	0.09107	0.1061
Metabolism	-Translation	1.386	1.182	1.442	1.037
-Membrane Transport	-Translation	0.0007854	0.0006612	0.0004295	0.0005061
-Central Carbon Metabolism	-Translation	0.1872	0.165	0.1896	0.1678
-Energy Metabolism	-Translation	0.05703	0.05541	0.05282	0.05684
-Biosynthesis	-Translation	0.1945	0.1622	0.1979	0.1339
-Other Enzymes	-Translation	0.6092	0.502	0.6441	0.454
Organismal Systems	-Translation	0.4314	0.3535	0.4679	0.3506
-Immune System	-Translation	0.03818	0.03869	0.03795	0.04042
-Endocrine System	-Translation	0.01801	0.0149	0.02301	0.01448
-Circulatory System	-Translation	0.06806	0.04707	0.09196	0.04483
-Digestive System	-Translation	0.001642	0.00147	0.001923	0.00129
-Excretory System	-Translation	0.009088	0.006671	0.007656	0.005458
-Nervous System	-Translation	0.007271	0.006889	0.006834	0.005508
-Sensory System	-Translation	0	0	0	0
-Development	-Translation	0.01205	0.01249	0.01124	0.01158
-Environmental Adaptation	-Translation	0	0	0	0
Human Diseases	-Translation	1.122	0.9651	1.171	0.8201
-Cancers	-Translation	0.01487	0.01135	0.01823	0.0141
-Immune System Diseases	-Translation	0.05331	0.0587	0.04378	0.04927
-Neurodegenerative Diseases	-Translation	0.1502	0.1071	0.1859	0.1092
-Cardiovascular Diseases	-Translation	0.1765	0.1741	0.1623	0.1571
-Metabolic Diseases	-Translation	0	0	0	0
-Infectious Diseases	-Translation	0.1588	0.1393	0.1698	0.1254
Not Mapped	-Translation	2.778	2.304	3.117	2.093
-Not Mapped	-Translation	2.778	2.304	3.117	2.093
TOTAL	-Folding, Sorting and Degradation	8.498	7.528	8.676	6.93
MAPPED	-Folding, Sorting and Degradation	7.052	6.219	7.175	5.689
Genetic Information Processing	-Folding, Sorting and Degradation	1.752	1.822	1.689	1.792
-Transcription	-Folding, Sorting and Degradation	0.104	0.1192	0.08717	0.1147
-Translation	-Folding, Sorting and Degradation	0.5039	0.5339	0.4603	0.5008
-Folding, Sorting and Degradation	-Folding, Sorting and Degradation	1	1	1	1
-DNA Maintenance	-Folding, Sorting and Degradation	0.1211	0.124	0.1211	0.1137
-RNA Family	-Folding, Sorting and Degradation	0	0	0	0
Environmental Information Processing	-Folding, Sorting and Degradation	0.1724	0.1721	0.2079	0.185
-Signal Transduction	-Folding, Sorting and Degradation	0.006493	0.007345	0.006614	0.009824
-Signaling Molecules and Interaction	-Folding, Sorting and Degradation	0.1324	0.1323	0.1674	0.1574
Cellular Processes	-Folding, Sorting and Degradation	2.595	1.666	3.002	1.259
-Crystallins	-Folding, Sorting and Degradation	0	0	0	0
-Stress Response	-Folding, Sorting and Degradation	0	0	0	0
-Vesicular Transport	-Folding, Sorting and Degradation	0.05602	0.04228	0.06429	0.03857
-Cytoskeleton	-Folding, Sorting and Degradation	2.302	1.394	2.706	1.009
-Cell Motility	-Folding, Sorting and Degradation	0	0	0	0
-Cell Growth and Death	-Folding, Sorting and Degradation	0.008676	0.007428	0.01235	0.006738
-Cell Communication	-Folding, Sorting and Degradation	0.06918	0.08519	0.05534	0.07432
Metabolism	-Folding, Sorting and Degradation	0.7215	0.681	0.699	0.6401
-Membrane Transport	-Folding, Sorting and Degradation	0.00043	0.0004102	0.0002178	0.0003233
-Central Carbon Metabolism	-Folding, Sorting and Degradation	0.09836	0.09478	0.09116	0.09218
-Energy Metabolism	-Folding, Sorting and Degradation	0.02874	0.03082	0.02431	0.02859
-Biosynthesis	-Folding, Sorting and Degradation	0.1013	0.09348	0.09109	0.08718
-Other Enzymes	-Folding, Sorting and Degradation	0.354	0.31	0.3516	0.2761
Organismal Systems	-Folding, Sorting and Degradation	0.2569	0.2406	0.2471	0.2643
-Immune System	-Folding, Sorting and Degradation	0.02006	0.02223	0.01825	0.0222
-Endocrine System	-Folding, Sorting and Degradation	0.01056	0.009519	0.01133	0.009539
-Circulatory System	-Folding, Sorting and Degradation	0.03895	0.03022	0.04839	0.03259
-Digestive System	-Folding, Sorting and Degradation	0.000863	0.0008447	0.0009249	0.0007086
-Excretory System	-Folding, Sorting and Degradation	0.005479	0.004297	0.004244	0.00331
-Nervous System	-Folding, Sorting and Degradation	0.003846	0.004018	0.003467	0.002979
-Sensory System	-Folding, Sorting and Degradation	0	0	0	0
-Development	-Folding, Sorting and Degradation	0.007099	0.007922	0.006251	0.00767
-Environmental Adaptation	-Folding, Sorting and Degradation	0	0	0	0
Human Diseases	-Folding, Sorting and Degradation	0.5843	0.5562	0.5656	0.5339
-Cancers	-Folding, Sorting and Degradation	0.008976	0.007695	0.01043	0.0107
-Immune System Diseases	-Folding, Sorting and Degradation	0.03214	0.03781	0.02638	0.03895
-Neurodegenerative Diseases	-Folding, Sorting and Degradation	0.07894	0.06248	0.08941	0.05907
-Cardiovascular Diseases	-Folding, Sorting and Degradation	0.08925	0.09637	0.08303	0.09082
-Metabolic Diseases	-Folding, Sorting and Degradation	0	0	0	0
-Infectious Diseases	-Folding, Sorting and Degradation	0.08267	0.0803	0.08381	0.08166
Not Mapped	-Folding, Sorting and Degradation	1.446	1.309	1.501	1.241
-Not Mapped	-Folding, Sorting and Degradation	1.446	1.309	1.501	1.241
TOTAL	-DNA Maintenance	9.396	7.016	12.42	6.218
MAPPED	-DNA Maintenance	7.797	5.796	10.27	5.104
Genetic Information Processing	-DNA Maintenance	2.607	2.394	2.953	2.308
-Transcription	-DNA Maintenance	0.1099	0.1045	0.1175	0.09727
-Translation	-DNA Maintenance	0.5633	0.5143	0.668	0.4647
-Folding, Sorting and Degradation	-DNA Maintenance	0.9335	0.7684	1.167	0.6884
-DNA Maintenance	-DNA Maintenance	1	1	1	1
-RNA Family	-DNA Maintenance	0	0	0	0
Environmental Information Processing	-DNA Maintenance	0.1806	0.1433	0.2935	0.1425
-Signal Transduction	-DNA Maintenance	0.02074	0.01951	0.02343	0.01572
-Signaling Molecules and Interaction	-DNA Maintenance	0.1548	0.1238	0.2408	0.1267
Cellular Processes	-DNA Maintenance	2.746	1.448	4.179	1.078
-Crystallins	-DNA Maintenance	0	0	0	0
-Stress Response	-DNA Maintenance	0	0	0	0
-Vesicular Transport	-DNA Maintenance	0.06837	0.04245	0.1049	0.03865
-Cytoskeleton	-DNA Maintenance	2.439	1.183	3.753	0.8234
-Cell Motility	-DNA Maintenance	0	0	0	0
-Cell Growth and Death	-DNA Maintenance	0.0081	0.005708	0.01442	0.004639
-Cell Communication	-DNA Maintenance	0.09342	0.09323	0.1034	0.0777
Metabolism	-DNA Maintenance	0.8086	0.6394	1.006	0.558
-Membrane Transport	-DNA Maintenance	0.0004899	0.0003745	0.000324	0.0002862
-Central Carbon Metabolism	-DNA Maintenance	0.1485	0.1347	0.1624	0.1151
-Energy Metabolism	-DNA Maintenance	0.0329	0.02969	0.0369	0.02653
-Biosynthesis	-DNA Maintenance	0.1135	0.08778	0.1383	0.07204
-Other Enzymes	-DNA Maintenance	0.3432	0.281	0.4303	0.2557
Organismal Systems	-DNA Maintenance	0.2691	0.2003	0.3751	0.1983
-Immune System	-DNA Maintenance	0.07327	0.05848	0.09365	0.05431
-Endocrine System	-DNA Maintenance	0.01124	0.008439	0.0172	0.008186
-Circulatory System	-DNA Maintenance	0.04253	0.02696	0.06937	0.02602
-Digestive System	-DNA Maintenance	0.00195	0.001347	0.002528	0.0009426
-Excretory System	-DNA Maintenance	0.008494	0.005486	0.01259	0.004381
-Nervous System	-DNA Maintenance	0.004669	0.003946	0.005155	0.002809
-Sensory System	-DNA Maintenance	0	0	0	0
-Development	-DNA Maintenance	0.007012	0.006713	0.007873	0.006232
-Environmental Adaptation	-DNA Maintenance	0	0	0	0
Human Diseases	-DNA Maintenance	0.6548	0.5223	0.872	0.4411
-Cancers	-DNA Maintenance	0.008379	0.005913	0.01218	0.007365
-Immune System Diseases	-DNA Maintenance	0.04419	0.03228	0.04275	0.02682
-Neurodegenerative Diseases	-DNA Maintenance	0.1043	0.06137	0.145	0.0557
-Cardiovascular Diseases	-DNA Maintenance	0.1022	0.09284	0.1258	0.08427
-Metabolic Diseases	-DNA Maintenance	0	0	0	0
-Infectious Diseases	-DNA Maintenance	0.09265	0.0754	0.1206	0.06748
Not Mapped	-DNA Maintenance	1.599	1.22	2.149	1.113
-Not Mapped	-DNA Maintenance	1.599	1.22	2.149	1.113
TOTAL	-RNA Family	Inf	Inf	Inf	Inf
MAPPED	-RNA Family	Inf	Inf	Inf	Inf
Genetic Information Processing	-RNA Family	Inf	Inf	Inf	Inf
-Transcription	-RNA Family	Inf	Inf	Inf	Inf
-Translation	-RNA Family	Inf	Inf	Inf	Inf
-Folding, Sorting and Degradation	-RNA Family	Inf	Inf	Inf	Inf
-DNA Maintenance	-RNA Family	Inf	Inf	Inf	Inf
-RNA Family	-RNA Family	NaN	NaN	NaN	NaN
Environmental Information Processing	-RNA Family	Inf	Inf	Inf	Inf
-Signal Transduction	-RNA Family	Inf	Inf	Inf	Inf
-Signaling Molecules and Interaction	-RNA Family	Inf	Inf	Inf	Inf
Cellular Processes	-RNA Family	Inf	Inf	Inf	Inf
-Crystallins	-RNA Family	NaN	NaN	NaN	NaN
-Stress Response	-RNA Family	NaN	NaN	NaN	NaN
-Vesicular Transport	-RNA Family	Inf	Inf	Inf	Inf
-Cytoskeleton	-RNA Family	Inf	Inf	Inf	Inf
-Cell Motility	-RNA Family	NaN	NaN	NaN	NaN
-Cell Growth and Death	-RNA Family	Inf	Inf	Inf	Inf
-Cell Communication	-RNA Family	Inf	Inf	Inf	Inf
Metabolism	-RNA Family	Inf	Inf	Inf	Inf
-Membrane Transport	-RNA Family	Inf	Inf	Inf	Inf
-Central Carbon Metabolism	-RNA Family	Inf	Inf	Inf	Inf
-Energy Metabolism	-RNA Family	Inf	Inf	Inf	Inf
-Biosynthesis	-RNA Family	Inf	Inf	Inf	Inf
-Other Enzymes	-RNA Family	Inf	Inf	Inf	Inf
Organismal Systems	-RNA Family	Inf	Inf	Inf	Inf
-Immune System	-RNA Family	Inf	Inf	Inf	Inf
-Endocrine System	-RNA Family	Inf	Inf	Inf	Inf
-Circulatory System	-RNA Family	Inf	Inf	Inf	Inf
-Digestive System	-RNA Family	Inf	Inf	Inf	Inf
-Excretory System	-RNA Family	Inf	Inf	Inf	Inf
-Nervous System	-RNA Family	Inf	Inf	Inf	Inf
-Sensory System	-RNA Family	Inf	Inf	Inf	Inf
-Development	-RNA Family	Inf	Inf	Inf	Inf
-Environmental Adaptation	-RNA Family	Inf	Inf	Inf	Inf
Human Diseases	-RNA Family	Inf	Inf	Inf	Inf
-Cancers	-RNA Family	Inf	Inf	Inf	Inf
-Immune System Diseases	-RNA Family	Inf	Inf	Inf	Inf
-Neurodegenerative Diseases	-RNA Family	Inf	Inf	Inf	Inf
-Cardiovascular Diseases	-RNA Family	Inf	Inf	Inf	Inf
-Metabolic Diseases	-RNA Family	Inf	Inf	Inf	Inf
-Infectious Diseases	-RNA Family	Inf	Inf	Inf	Inf
Not Mapped	-RNA Family	Inf	Inf	Inf	Inf
-Not Mapped	-RNA Family	Inf	Inf	Inf	Inf
TOTAL	Environmental Information Processing	28.94	25.48	26.24	23.08
MAPPED	Environmental Information Processing	24.02	21.05	21.7	18.95
Genetic Information Processing	Environmental Information Processing	5.472	4.94	5.329	4.784
-Transcription	Environmental Information Processing	0.34	0.3924	0.2504	0.3765
-Translation	Environmental Information Processing	1.73	1.834	1.388	1.702
-Folding, Sorting and Degradation	Environmental Information Processing	2.79	2.412	2.599	2.299
-DNA Maintenance	Environmental Information Processing	0.3644	0.299	0.3789	0.2763
-RNA Family	Environmental Information Processing	0	0	0	0
Environmental Information Processing	Environmental Information Processing	1	1	1	1
-Signal Transduction	Environmental Information Processing	0.0183	0.0185	0.01719	0.02258
-Signaling Molecules and Interaction	Environmental Information Processing	0.6599	0.7332	0.5819	0.7805
Cellular Processes	Environmental Information Processing	8.776	5.604	8.955	4.536
-Crystallins	Environmental Information Processing	0	0	0	0
-Stress Response	Environmental Information Processing	0	0	0	0
-Vesicular Transport	Environmental Information Processing	0.233	0.1658	0.2156	0.1494
-Cytoskeleton	Environmental Information Processing	7.647	4.493	7.951	3.474
-Cell Motility	Environmental Information Processing	0	0	0	0
-Cell Growth and Death	Environmental Information Processing	0.03289	0.02717	0.04674	0.02567
-Cell Communication	Environmental Information Processing	0.193	0.2055	0.1591	0.1806
Metabolism	Environmental Information Processing	2.414	2.245	2.039	2.184
-Membrane Transport	Environmental Information Processing	0.001406	0.001306	0.0006255	0.001114
-Central Carbon Metabolism	Environmental Information Processing	0.4293	0.3905	0.3732	0.3659
-Energy Metabolism	Environmental Information Processing	0.1108	0.1016	0.07584	0.09674
-Biosynthesis	Environmental Information Processing	0.3389	0.3082	0.2802	0.282
-Other Enzymes	Environmental Information Processing	1.184	1.052	1.047	1.053
Organismal Systems	Environmental Information Processing	0.9044	0.7497	0.771	0.7205
-Immune System	Environmental Information Processing	0.1159	0.1244	0.08779	0.1201
-Endocrine System	Environmental Information Processing	0.04118	0.03197	0.03536	0.03198
-Circulatory System	Environmental Information Processing	0.1303	0.09963	0.1411	0.1054
-Digestive System	Environmental Information Processing	0.004985	0.00473	0.004449	0.003831
-Excretory System	Environmental Information Processing	0.02221	0.01509	0.01746	0.01188
-Nervous System	Environmental Information Processing	0.01257	0.01279	0.009959	0.01026
-Sensory System	Environmental Information Processing	0	0	0	0
-Development	Environmental Information Processing	0.02321	0.02396	0.01928	0.02306
-Environmental Adaptation	Environmental Information Processing	0	0	0	0
Human Diseases	Environmental Information Processing	1.955	1.834	1.625	1.727
-Cancers	Environmental Information Processing	0.03392	0.02815	0.03403	0.03801
-Immune System Diseases	Environmental Information Processing	0.1303	0.1216	0.0773	0.1034
-Neurodegenerative Diseases	Environmental Information Processing	0.281	0.1989	0.2702	0.2035
-Cardiovascular Diseases	Environmental Information Processing	0.3075	0.3307	0.2549	0.3308
-Metabolic Diseases	Environmental Information Processing	0	0	0	0
-Infectious Diseases	Environmental Information Processing	0.2766	0.2647	0.2444	0.2642
Not Mapped	Environmental Information Processing	4.924	4.43	4.54	4.133
-Not Mapped	Environmental Information Processing	4.924	4.43	4.54	4.133
TOTAL	-Signal Transduction	85.94	103.6	62.75	117.2
MAPPED	-Signal Transduction	71.31	85.58	51.9	96.19
Genetic Information Processing	-Signal Transduction	23.62	34.32	15.24	42.66
-Transcription	-Signal Transduction	0.9997	1.553	0.5988	1.847
-Translation	-Signal Transduction	5.085	7.346	3.318	8.486
-Folding, Sorting and Degradation	-Signal Transduction	9.614	12.6	6.869	15.66
-DNA Maintenance	-Signal Transduction	3.707	4.041	3.12	4.528
-RNA Family	-Signal Transduction	0	0	0	0
