Numerator	Denominator	hsa Krizhanovsky 2013 Normal	hsa Krizhanovsky 2013 Senescent	hsa Krizhanovsky 2013 Normal a	hsa Krizhanovsky 2013 Senescent a
-Infectious Diseases	TOTAL	0.0001596	0.0001457	0.000146	9.206e-05
Not Mapped	TOTAL	0.1701	0.1738	0.173	0.1791
-Not Mapped	TOTAL	0.1701	0.1738	0.173	0.1791
TOTAL	MAPPED	1.205	1.21	1.209	1.218
MAPPED	MAPPED	1	1	1	1
Genetic Information Processing	MAPPED	0.408	0.4925	0.3636	0.5323
-Transcription	MAPPED	0.01635	0.02084	0.01358	0.02201
-Translation	MAPPED	0.07605	0.09376	0.06875	0.1063
-Folding, Sorting and Degradation	MAPPED	0.1853	0.2024	0.1851	0.206
-DNA Maintenance	MAPPED	0.1303	0.1755	0.0961	0.198
Environmental Information Processing	MAPPED	0.03741	0.04632	0.03764	0.04841
-Signal Transduction	MAPPED	0.008235	0.008457	0.009317	0.008199
-Signaling Molecules and Interaction	MAPPED	0.02918	0.03786	0.02832	0.04021
Cellular Processes	MAPPED	0.4222	0.3234	0.4685	0.2855
-Vesicular Transport	MAPPED	0.01676	0.01483	0.01846	0.01495
-Cytoskeleton	MAPPED	0.3787	0.2779	0.4228	0.2393
-Cell Motility	MAPPED	0	0	0	0
-Cell Growth and Death	MAPPED	0.0187	0.02047	0.01999	0.02123
-Cell Communication	MAPPED	0.008024	0.01021	0.00727	0.01003
Metabolism	MAPPED	0.1208	0.126	0.1171	0.1206
-Membrane Transport	MAPPED	1.367e-05	3.213e-05	1.073e-05	8.092e-05
-Central Carbon Metabolism	MAPPED	0.07349	0.08281	0.07013	0.07789
-Energy Metabolism	MAPPED	0.02114	0.01571	0.02432	0.01539
-Biosynthesis	MAPPED	0.01926	0.02022	0.01742	0.01983
-Other Enzymes	MAPPED	0.006896	0.007266	0.005268	0.007418
Organismal Systems	MAPPED	0.01039	0.01033	0.01185	0.01141
-Immune System	MAPPED	0.001426	0.001943	0.001305	0.002242
-Endocrine System	MAPPED	0.001022	0.001067	0.001187	0.001276
-Circulatory System	MAPPED	0.004744	0.004035	0.005951	0.004357
-Digestive System	MAPPED	2.187e-05	2.243e-05	2.777e-05	4.11e-05
-Excretory System	MAPPED	0.00227	0.0021	0.0026	0.002256
-Nervous System	MAPPED	3.009e-05	3.811e-05	2.864e-05	3.219e-05
-Sensory System	MAPPED	0	0	0	0
-Development	MAPPED	0.0008762	0.001126	0.0007544	0.001206
-Environmental Adaptation	MAPPED	0	0	0	0
Human Diseases	MAPPED	0.001267	0.001372	0.001304	0.001831
-Cancers	MAPPED	0.000504	0.000524	0.0005978	0.0009118
-Immune System Diseases	MAPPED	0.0005049	0.0005689	0.0004477	0.0006948
-Neurodegenerative Diseases	MAPPED	6.594e-05	0.0001024	8.163e-05	0.0001123
-Cardiovascular Diseases	MAPPED	0	0	0	0
-Infectious Diseases	MAPPED	0.0001923	0.0001763	0.0001766	0.0001121
Not Mapped	MAPPED	0.205	0.2104	0.2092	0.2181
-Not Mapped	MAPPED	0.205	0.2104	0.2092	0.2181
TOTAL	Genetic Information Processing	2.954	2.458	3.326	2.289
MAPPED	Genetic Information Processing	2.451	2.03	2.751	1.879
Genetic Information Processing	Genetic Information Processing	1	1	1	1
-Transcription	Genetic Information Processing	0.04008	0.04232	0.03734	0.04136
-Translation	Genetic Information Processing	0.1864	0.1904	0.1891	0.1996
-Folding, Sorting and Degradation	Genetic Information Processing	0.4541	0.4109	0.5092	0.3869
-DNA Maintenance	Genetic Information Processing	0.3194	0.3564	0.2643	0.3721
Environmental Information Processing	Genetic Information Processing	0.09171	0.09404	0.1035	0.09095
-Signal Transduction	Genetic Information Processing	0.02019	0.01717	0.02563	0.0154
-Signaling Molecules and Interaction	Genetic Information Processing	0.07152	0.07687	0.0779	0.07555
Cellular Processes	Genetic Information Processing	1.035	0.6567	1.289	0.5363
-Vesicular Transport	Genetic Information Processing	0.04108	0.03011	0.05078	0.02808
-Cytoskeleton	Genetic Information Processing	0.9283	0.5642	1.163	0.4495
-Cell Motility	Genetic Information Processing	0	0	0	0
-Cell Growth and Death	Genetic Information Processing	0.04585	0.04157	0.05499	0.03989
-Cell Communication	Genetic Information Processing	0.01967	0.02074	0.02	0.01883
Metabolism	Genetic Information Processing	0.2961	0.2559	0.3222	0.2266
-Membrane Transport	Genetic Information Processing	3.351e-05	6.524e-05	2.953e-05	0.000152
-Central Carbon Metabolism	Genetic Information Processing	0.1801	0.1681	0.1929	0.1463
-Energy Metabolism	Genetic Information Processing	0.05182	0.03191	0.0669	0.02892
-Biosynthesis	Genetic Information Processing	0.0472	0.04105	0.04791	0.03726
-Other Enzymes	Genetic Information Processing	0.0169	0.01475	0.01449	0.01394
Organismal Systems	Genetic Information Processing	0.02547	0.02098	0.03261	0.02144
-Immune System	Genetic Information Processing	0.003494	0.003946	0.003589	0.004212
-Endocrine System	Genetic Information Processing	0.002505	0.002166	0.003266	0.002398
-Circulatory System	Genetic Information Processing	0.01163	0.008193	0.01637	0.008185
-Digestive System	Genetic Information Processing	5.36e-05	4.555e-05	7.637e-05	7.721e-05
-Excretory System	Genetic Information Processing	0.005564	0.004263	0.007153	0.004238
-Nervous System	Genetic Information Processing	7.375e-05	7.737e-05	7.877e-05	6.047e-05
-Sensory System	Genetic Information Processing	0	0	0	0
-Development	Genetic Information Processing	0.002148	0.002287	0.002075	0.002266
-Environmental Adaptation	Genetic Information Processing	0	0	0	0
Human Diseases	Genetic Information Processing	0.003106	0.002785	0.003586	0.00344
-Cancers	Genetic Information Processing	0.001235	0.001064	0.001644	0.001713
-Immune System Diseases	Genetic Information Processing	0.001238	0.001155	0.001231	0.001305
-Neurodegenerative Diseases	Genetic Information Processing	0.0001616	0.0002079	0.0002245	0.000211
-Cardiovascular Diseases	Genetic Information Processing	0	0	0	0
-Infectious Diseases	Genetic Information Processing	0.0004715	0.000358	0.0004857	0.0002107
Not Mapped	Genetic Information Processing	0.5026	0.4272	0.5755	0.4098
-Not Mapped	Genetic Information Processing	0.5026	0.4272	0.5755	0.4098
TOTAL	-Transcription	73.7	58.08	89.07	55.33
MAPPED	-Transcription	61.16	47.98	73.66	45.42
Genetic Information Processing	-Transcription	24.95	23.63	26.78	24.18
-Transcription	-Transcription	1	1	1	1
-Translation	-Transcription	4.651	4.499	5.064	4.827
-Folding, Sorting and Degradation	-Transcription	11.33	9.711	13.64	9.355
-DNA Maintenance	-Transcription	7.969	8.422	7.079	8.995
Environmental Information Processing	-Transcription	2.288	2.222	2.772	2.199
-Signal Transduction	-Transcription	0.5037	0.4058	0.6863	0.3724
-Signaling Molecules and Interaction	-Transcription	1.785	1.817	2.086	1.827
Cellular Processes	-Transcription	25.82	15.52	34.51	12.97
-Vesicular Transport	-Transcription	1.025	0.7115	1.36	0.6789
-Cytoskeleton	-Transcription	23.16	13.33	31.14	10.87
-Cell Motility	-Transcription	0	0	0	0
-Cell Growth and Death	-Transcription	1.144	0.9824	1.473	0.9646
-Cell Communication	-Transcription	0.4908	0.4901	0.5355	0.4554
Metabolism	-Transcription	7.388	6.048	8.629	5.479
-Membrane Transport	-Transcription	0.000836	0.001542	0.0007907	0.003676
-Central Carbon Metabolism	-Transcription	4.495	3.973	5.165	3.538
-Energy Metabolism	-Transcription	1.293	0.754	1.792	0.6993
-Biosynthesis	-Transcription	1.178	0.9701	1.283	0.9008
-Other Enzymes	-Transcription	0.4218	0.3486	0.388	0.337
Organismal Systems	-Transcription	0.6354	0.4957	0.8732	0.5183
-Immune System	-Transcription	0.08719	0.09325	0.0961	0.1018
-Endocrine System	-Transcription	0.06249	0.05119	0.08745	0.05797
-Circulatory System	-Transcription	0.2901	0.1936	0.4384	0.1979
-Digestive System	-Transcription	0.001337	0.001076	0.002045	0.001867
-Excretory System	-Transcription	0.1388	0.1007	0.1915	0.1025
-Nervous System	-Transcription	0.00184	0.001828	0.002109	0.001462
-Sensory System	-Transcription	0	0	0	0
-Development	-Transcription	0.05359	0.05404	0.05557	0.05479
-Environmental Adaptation	-Transcription	0	0	0	0
Human Diseases	-Transcription	0.0775	0.06581	0.09603	0.08317
-Cancers	-Transcription	0.03083	0.02514	0.04404	0.04142
-Immune System Diseases	-Transcription	0.03088	0.0273	0.03298	0.03156
-Neurodegenerative Diseases	-Transcription	0.004033	0.004912	0.006013	0.005102
-Cardiovascular Diseases	-Transcription	0	0	0	0
-Infectious Diseases	-Transcription	0.01176	0.00846	0.01301	0.005094
Not Mapped	-Transcription	12.54	10.1	15.41	9.908
-Not Mapped	-Transcription	12.54	10.1	15.41	9.908
TOTAL	-Translation	15.84	12.91	17.59	11.46
MAPPED	-Translation	13.15	10.67	14.55	9.41
Genetic Information Processing	-Translation	5.364	5.253	5.288	5.009
-Transcription	-Translation	0.215	0.2223	0.1975	0.2072
-Translation	-Translation	1	1	1	1
-Folding, Sorting and Degradation	-Translation	2.436	2.159	2.693	1.938
-DNA Maintenance	-Translation	1.713	1.872	1.398	1.864
Environmental Information Processing	-Translation	0.492	0.494	0.5475	0.4556
-Signal Transduction	-Translation	0.1083	0.0902	0.1355	0.07715
-Signaling Molecules and Interaction	-Translation	0.3837	0.4038	0.4119	0.3784
Cellular Processes	-Translation	5.551	3.449	6.815	2.686
-Vesicular Transport	-Translation	0.2204	0.1582	0.2685	0.1407
-Cytoskeleton	-Translation	4.979	2.964	6.15	2.251
-Cell Motility	-Translation	0	0	0	0
-Cell Growth and Death	-Translation	0.2459	0.2184	0.2908	0.1998
-Cell Communication	-Translation	0.1055	0.1089	0.1057	0.09434
Metabolism	-Translation	1.588	1.344	1.704	1.135
-Membrane Transport	-Translation	0.0001797	0.0003427	0.0001562	0.0007615
-Central Carbon Metabolism	-Translation	0.9663	0.8832	1.02	0.733
-Energy Metabolism	-Translation	0.2779	0.1676	0.3538	0.1449
-Biosynthesis	-Translation	0.2532	0.2156	0.2534	0.1866
-Other Enzymes	-Translation	0.09068	0.07749	0.07663	0.06981
Organismal Systems	-Translation	0.1366	0.1102	0.1724	0.1074
-Immune System	-Translation	0.01874	0.02073	0.01898	0.0211
-Endocrine System	-Translation	0.01344	0.01138	0.01727	0.01201
-Circulatory System	-Translation	0.06237	0.04304	0.08657	0.041
-Digestive System	-Translation	0.0002875	0.0002393	0.0004039	0.0003867
-Excretory System	-Translation	0.02984	0.02239	0.03783	0.02123
-Nervous System	-Translation	0.0003956	0.0004064	0.0004166	0.0003029
-Sensory System	-Translation	0	0	0	0
-Development	-Translation	0.01152	0.01201	0.01097	0.01135
-Environmental Adaptation	-Translation	0	0	0	0
Human Diseases	-Translation	0.01666	0.01463	0.01896	0.01723
-Cancers	-Translation	0.006627	0.005589	0.008696	0.008581
-Immune System Diseases	-Translation	0.006639	0.006067	0.006512	0.006538
-Neurodegenerative Diseases	-Translation	0.000867	0.001092	0.001187	0.001057
-Cardiovascular Diseases	-Translation	0	0	0	0
-Infectious Diseases	-Translation	0.002529	0.00188	0.002569	0.001055
Not Mapped	-Translation	2.696	2.244	3.043	2.053
-Not Mapped	-Translation	2.696	2.244	3.043	2.053
TOTAL	-Folding, Sorting and Degradation	6.505	5.981	6.532	5.915
MAPPED	-Folding, Sorting and Degradation	5.398	4.941	5.402	4.855
Genetic Information Processing	-Folding, Sorting and Degradation	2.202	2.434	1.964	2.584
-Transcription	-Folding, Sorting and Degradation	0.08826	0.103	0.07333	0.1069
-Translation	-Folding, Sorting and Degradation	0.4105	0.4633	0.3713	0.516
-Folding, Sorting and Degradation	-Folding, Sorting and Degradation	1	1	1	1
-DNA Maintenance	-Folding, Sorting and Degradation	0.7033	0.8673	0.5191	0.9615
Environmental Information Processing	-Folding, Sorting and Degradation	0.202	0.2289	0.2033	0.2351
-Signal Transduction	-Folding, Sorting and Degradation	0.04445	0.04179	0.05033	0.03981
-Signaling Molecules and Interaction	-Folding, Sorting and Degradation	0.1575	0.1871	0.153	0.1952
Cellular Processes	-Folding, Sorting and Degradation	2.279	1.598	2.531	1.386
-Vesicular Transport	-Folding, Sorting and Degradation	0.09046	0.07327	0.09972	0.07257
-Cytoskeleton	-Folding, Sorting and Degradation	2.044	1.373	2.284	1.162
-Cell Motility	-Folding, Sorting and Degradation	0	0	0	0
-Cell Growth and Death	-Folding, Sorting and Degradation	0.101	0.1012	0.108	0.1031
-Cell Communication	-Folding, Sorting and Degradation	0.04332	0.05047	0.03927	0.04868
Metabolism	-Folding, Sorting and Degradation	0.652	0.6228	0.6328	0.5856
-Membrane Transport	-Folding, Sorting and Degradation	7.379e-05	0.0001588	5.799e-05	0.0003929
-Central Carbon Metabolism	-Folding, Sorting and Degradation	0.3967	0.4092	0.3788	0.3782
-Energy Metabolism	-Folding, Sorting and Degradation	0.1141	0.07764	0.1314	0.07475
-Biosynthesis	-Folding, Sorting and Degradation	0.1039	0.0999	0.09409	0.09629
-Other Enzymes	-Folding, Sorting and Degradation	0.03723	0.0359	0.02846	0.03602
Organismal Systems	-Folding, Sorting and Degradation	0.05608	0.05105	0.06403	0.0554
-Immune System	-Folding, Sorting and Degradation	0.007695	0.009602	0.007047	0.01088
-Endocrine System	-Folding, Sorting and Degradation	0.005516	0.005272	0.006413	0.006197
-Circulatory System	-Folding, Sorting and Degradation	0.02561	0.01994	0.03215	0.02115
-Digestive System	-Folding, Sorting and Degradation	0.000118	0.0001108	0.00015	0.0001995
-Excretory System	-Folding, Sorting and Degradation	0.01225	0.01037	0.01405	0.01095
-Nervous System	-Folding, Sorting and Degradation	0.0001624	0.0001883	0.0001547	0.0001563
-Sensory System	-Folding, Sorting and Degradation	0	0	0	0
-Development	-Folding, Sorting and Degradation	0.004729	0.005565	0.004075	0.005857
-Environmental Adaptation	-Folding, Sorting and Degradation	0	0	0	0
Human Diseases	-Folding, Sorting and Degradation	0.00684	0.006777	0.007042	0.008891
-Cancers	-Folding, Sorting and Degradation	0.002721	0.002589	0.003229	0.004427
-Immune System Diseases	-Folding, Sorting and Degradation	0.002725	0.002811	0.002418	0.003373
-Neurodegenerative Diseases	-Folding, Sorting and Degradation	0.0003559	0.0005059	0.0004409	0.0005454
-Cardiovascular Diseases	-Folding, Sorting and Degradation	0	0	0	0
-Infectious Diseases	-Folding, Sorting and Degradation	0.001038	0.0008712	0.0009538	0.0005445
Not Mapped	-Folding, Sorting and Degradation	1.107	1.04	1.13	1.059
-Not Mapped	-Folding, Sorting and Degradation	1.107	1.04	1.13	1.059
TOTAL	-DNA Maintenance	9.249	6.896	12.58	6.151
MAPPED	-DNA Maintenance	7.675	5.697	10.41	5.05
Genetic Information Processing	-DNA Maintenance	3.131	2.806	3.783	2.688
-Transcription	-DNA Maintenance	0.1255	0.1187	0.1413	0.1112
-Translation	-DNA Maintenance	0.5837	0.5342	0.7154	0.5366
-Folding, Sorting and Degradation	-DNA Maintenance	1.422	1.153	1.926	1.04
-DNA Maintenance	-DNA Maintenance	1	1	1	1
Environmental Information Processing	-DNA Maintenance	0.2872	0.2639	0.3916	0.2445
-Signal Transduction	-DNA Maintenance	0.06321	0.04818	0.09695	0.0414
-Signaling Molecules and Interaction	-DNA Maintenance	0.2239	0.2157	0.2947	0.2031
Cellular Processes	-DNA Maintenance	3.24	1.843	4.875	1.441
-Vesicular Transport	-DNA Maintenance	0.1286	0.08448	0.1921	0.07547
-Cytoskeleton	-DNA Maintenance	2.906	1.583	4.399	1.208
-Cell Motility	-DNA Maintenance	0	0	0	0
-Cell Growth and Death	-DNA Maintenance	0.1435	0.1166	0.208	0.1072
-Cell Communication	-DNA Maintenance	0.06159	0.05819	0.07565	0.05062
Metabolism	-DNA Maintenance	0.9271	0.7181	1.219	0.6091
-Membrane Transport	-DNA Maintenance	0.0001049	0.0001831	0.0001117	0.0004086
-Central Carbon Metabolism	-DNA Maintenance	0.564	0.4718	0.7297	0.3933
-Energy Metabolism	-DNA Maintenance	0.1622	0.08952	0.2531	0.07774
-Biosynthesis	-DNA Maintenance	0.1478	0.1152	0.1813	0.1001
-Other Enzymes	-DNA Maintenance	0.05293	0.04139	0.05482	0.03746
Organismal Systems	-DNA Maintenance	0.07973	0.05886	0.1234	0.05762
-Immune System	-DNA Maintenance	0.01094	0.01107	0.01358	0.01132
-Endocrine System	-DNA Maintenance	0.007842	0.006078	0.01235	0.006444
-Circulatory System	-DNA Maintenance	0.03641	0.02299	0.06193	0.022
-Digestive System	-DNA Maintenance	0.0001678	0.0001278	0.0002889	0.0002075
-Excretory System	-DNA Maintenance	0.01742	0.01196	0.02706	0.01139
-Nervous System	-DNA Maintenance	0.0002309	0.0002171	0.000298	0.0001625
-Sensory System	-DNA Maintenance	0	0	0	0
-Development	-DNA Maintenance	0.006724	0.006416	0.007851	0.006091
-Environmental Adaptation	-DNA Maintenance	0	0	0	0
Human Diseases	-DNA Maintenance	0.009726	0.007814	0.01357	0.009246
-Cancers	-DNA Maintenance	0.003868	0.002985	0.006221	0.004604
-Immune System Diseases	-DNA Maintenance	0.003875	0.003241	0.004658	0.003508
-Neurodegenerative Diseases	-DNA Maintenance	0.0005061	0.0005833	0.0008494	0.0005672
-Cardiovascular Diseases	-DNA Maintenance	0	0	0	0
-Infectious Diseases	-DNA Maintenance	0.001476	0.001004	0.001838	0.0005662
Not Mapped	-DNA Maintenance	1.574	1.199	2.177	1.101
-Not Mapped	-DNA Maintenance	1.574	1.199	2.177	1.101
TOTAL	Environmental Information Processing	32.21	26.13	32.13	25.16
MAPPED	Environmental Information Processing	26.73	21.59	26.57	20.66
Genetic Information Processing	Environmental Information Processing	10.9	10.63	9.66	10.99
-Transcription	Environmental Information Processing	0.437	0.45	0.3607	0.4547
-Translation	Environmental Information Processing	2.033	2.024	1.827	2.195
-Folding, Sorting and Degradation	Environmental Information Processing	4.951	4.37	4.919	4.254
-DNA Maintenance	Environmental Information Processing	3.482	3.79	2.553	4.091
Environmental Information Processing	Environmental Information Processing	1	1	1	1
-Signal Transduction	Environmental Information Processing	0.2201	0.1826	0.2476	0.1694
-Signaling Molecules and Interaction	Environmental Information Processing	0.7799	0.8174	0.7524	0.8306
Cellular Processes	Environmental Information Processing	11.28	6.982	12.45	5.897
-Vesicular Transport	Environmental Information Processing	0.4479	0.3201	0.4905	0.3087
-Cytoskeleton	Environmental Information Processing	10.12	6	11.23	4.942
-Cell Motility	Environmental Information Processing	0	0	0	0
-Cell Growth and Death	Environmental Information Processing	0.4999	0.442	0.5312	0.4386
-Cell Communication	Environmental Information Processing	0.2145	0.2205	0.1932	0.2071
Metabolism	Environmental Information Processing	3.229	2.721	3.113	2.491
-Membrane Transport	Environmental Information Processing	0.0003654	0.0006938	0.0002852	0.001671
-Central Carbon Metabolism	Environmental Information Processing	1.964	1.788	1.863	1.609
-Energy Metabolism	Environmental Information Processing	0.565	0.3393	0.6462	0.318
-Biosynthesis	Environmental Information Processing	0.5147	0.4365	0.4628	0.4096
-Other Enzymes	Environmental Information Processing	0.1843	0.1569	0.14	0.1532
Organismal Systems	Environmental Information Processing	0.2777	0.2231	0.315	0.2357
-Immune System	Environmental Information Processing	0.0381	0.04196	0.03467	0.04631
-Endocrine System	Environmental Information Processing	0.02731	0.02304	0.03154	0.02636
-Circulatory System	Environmental Information Processing	0.1268	0.08712	0.1581	0.08999
-Digestive System	Environmental Information Processing	0.0005845	0.0004843	0.0007378	0.0008489
-Excretory System	Environmental Information Processing	0.06067	0.04533	0.06909	0.0466
-Nervous System	Environmental Information Processing	0.0008041	0.0008228	0.0007609	0.0006649
-Sensory System	Environmental Information Processing	0	0	0	0
-Development	Environmental Information Processing	0.02342	0.02432	0.02005	0.02492
-Environmental Adaptation	Environmental Information Processing	0	0	0	0
Human Diseases	Environmental Information Processing	0.03387	0.02961	0.03464	0.03782
-Cancers	Environmental Information Processing	0.01347	0.01131	0.01588	0.01884
-Immune System Diseases	Environmental Information Processing	0.01349	0.01228	0.0119	0.01435
-Neurodegenerative Diseases	Environmental Information Processing	0.001762	0.00221	0.002169	0.00232
-Cardiovascular Diseases	Environmental Information Processing	0	0	0	0
-Infectious Diseases	Environmental Information Processing	0.005141	0.003807	0.004692	0.002316
Not Mapped	Environmental Information Processing	5.48	4.543	5.559	4.506
-Not Mapped	Environmental Information Processing	5.48	4.543	5.559	4.506
TOTAL	-Signal Transduction	146.3	143.1	129.8	148.6
MAPPED	-Signal Transduction	121.4	118.2	107.3	122
Genetic Information Processing	-Signal Transduction	49.54	58.24	39.02	64.92
-Transcription	-Signal Transduction	1.985	2.464	1.457	2.685
-Translation	-Signal Transduction	9.235	11.09	7.379	12.96
-Folding, Sorting and Degradation	-Signal Transduction	22.49	23.93	19.87	25.12
-DNA Maintenance	-Signal Transduction	15.82	20.76	10.31	24.15
Environmental Information Processing	-Signal Transduction	4.543	5.477	4.04	5.905
-Signal Transduction	-Signal Transduction	1	1	1	1
-Signaling Molecules and Interaction	-Signal Transduction	3.543	4.477	3.04	4.905
Cellular Processes	-Signal Transduction	51.26	38.24	50.29	34.82
-Vesicular Transport	-Signal Transduction	2.035	1.753	1.981	1.823
-Cytoskeleton	-Signal Transduction	45.98	32.86	45.38	29.18
-Cell Motility	-Signal Transduction	0	0	0	0
-Cell Growth and Death	-Signal Transduction	2.271	2.421	2.146	2.59
-Cell Communication	-Signal Transduction	0.9744	1.208	0.7803	1.223
Metabolism	-Signal Transduction	14.67	14.9	12.57	14.71
-Membrane Transport	-Signal Transduction	0.00166	0.0038	0.001152	0.00987
-Central Carbon Metabolism	-Signal Transduction	8.923	9.792	7.527	9.5
-Energy Metabolism	-Signal Transduction	2.567	1.858	2.61	1.878
-Biosynthesis	-Signal Transduction	2.338	2.391	1.87	2.419
-Other Enzymes	-Signal Transduction	0.8374	0.8592	0.5654	0.9048
Organismal Systems	-Signal Transduction	1.261	1.222	1.272	1.392
-Immune System	-Signal Transduction	0.1731	0.2298	0.14	0.2734
-Endocrine System	-Signal Transduction	0.1241	0.1262	0.1274	0.1557
-Circulatory System	-Signal Transduction	0.576	0.4771	0.6388	0.5314
-Digestive System	-Signal Transduction	0.002655	0.002653	0.00298	0.005013
-Excretory System	-Signal Transduction	0.2756	0.2483	0.2791	0.2752
-Nervous System	-Signal Transduction	0.003653	0.004506	0.003074	0.003926
-Sensory System	-Signal Transduction	0	0	0	0
-Development	-Signal Transduction	0.1064	0.1332	0.08098	0.1471
-Environmental Adaptation	-Signal Transduction	0	0	0	0
Human Diseases	-Signal Transduction	0.1539	0.1622	0.1399	0.2233
-Cancers	-Signal Transduction	0.0612	0.06196	0.06417	0.1112
-Immune System Diseases	-Signal Transduction	0.06131	0.06727	0.04805	0.08474
-Neurodegenerative Diseases	-Signal Transduction	0.008007	0.01211	0.008761	0.0137
-Cardiovascular Diseases	-Signal Transduction	0	0	0	0
-Infectious Diseases	-Signal Transduction	0.02336	0.02085	0.01895	0.01368
Not Mapped	-Signal Transduction	24.9	24.88	22.46	26.6
-Not Mapped	-Signal Transduction	24.9	24.88	22.46	26.6
TOTAL	-Signaling Molecules and Interaction	41.3	31.97	42.7	30.29
MAPPED	-Signaling Molecules and Interaction	34.27	26.41	35.31	24.87
Genetic Information Processing	-Signaling Molecules and Interaction	13.98	13.01	12.84	13.24
-Transcription	-Signaling Molecules and Interaction	0.5603	0.5505	0.4794	0.5475
-Translation	-Signaling Molecules and Interaction	2.606	2.476	2.428	2.643
-Folding, Sorting and Degradation	-Signaling Molecules and Interaction	6.349	5.346	6.537	5.122
-DNA Maintenance	-Signaling Molecules and Interaction	4.465	4.636	3.393	4.925
Environmental Information Processing	-Signaling Molecules and Interaction	1.282	1.223	1.329	1.204
-Signal Transduction	-Signaling Molecules and Interaction	0.2822	0.2234	0.329	0.2039
-Signaling Molecules and Interaction	-Signaling Molecules and Interaction	1	1	1	1
Cellular Processes	-Signaling Molecules and Interaction	14.47	8.542	16.54	7.099
-Vesicular Transport	-Signaling Molecules and Interaction	0.5744	0.3916	0.6519	0.3717
-Cytoskeleton	-Signaling Molecules and Interaction	12.98	7.34	14.93	5.95
-Cell Motility	-Signaling Molecules and Interaction	0	0	0	0
-Cell Growth and Death	-Signaling Molecules and Interaction	0.641	0.5408	0.7059	0.5281
-Cell Communication	-Signaling Molecules and Interaction	0.275	0.2698	0.2567	0.2493
Metabolism	-Signaling Molecules and Interaction	4.14	3.329	4.137	2.999
-Membrane Transport	-Signaling Molecules and Interaction	0.0004685	0.0008487	0.0003791	0.002012
-Central Carbon Metabolism	-Signaling Molecules and Interaction	2.519	2.187	2.476	1.937
-Energy Metabolism	-Signaling Molecules and Interaction	0.7244	0.415	0.8588	0.3828
-Biosynthesis	-Signaling Molecules and Interaction	0.6599	0.534	0.6151	0.4932
-Other Enzymes	-Signaling Molecules and Interaction	0.2363	0.1919	0.186	0.1845
Organismal Systems	-Signaling Molecules and Interaction	0.356	0.2729	0.4186	0.2837
-Immune System	-Signaling Molecules and Interaction	0.04886	0.05133	0.04607	0.05575
-Endocrine System	-Signaling Molecules and Interaction	0.03502	0.02818	0.04192	0.03174
-Circulatory System	-Signaling Molecules and Interaction	0.1626	0.1066	0.2102	0.1083
