Numerator	Denominator	Valgepea data mu 0 11	Valgepea data mu 0 21	Valgepea data mu 0 31	Valgepea data mu 0 40	Valgepea data mu 0 48
-Vesicular transport	MAPPED	0.0004459	0.0003516	0.0004754	0.0003545	0.0005245
-Cytoskeleton	MAPPED	0.004157	0.004105	0.003801	0.003621	0.00372
-Cell Motility	MAPPED	0.01017	5.571e-06	4.224e-06	3.718e-06	3.376e-06
-Cell Growth and Death	MAPPED	0.003814	0.004274	0.004386	0.004504	0.004943
-Cellular Community	MAPPED	0	0	0	0	0
Metabolism	MAPPED	0.6895	0.6863	0.6652	0.6519	0.6236
-Membrane Transport	MAPPED	0.116	0.1057	0.09725	0.08576	0.07307
-Central Carbon Metabolism	MAPPED	0.2761	0.2674	0.2441	0.2181	0.1939
-Energy Metabolism	MAPPED	0.02471	0.02878	0.03136	0.02998	0.02757
-Biosynthesis	MAPPED	0.1786	0.2073	0.2223	0.2524	0.2587
-Other Enzymes	MAPPED	0.1141	0.1035	0.09511	0.09026	0.08612
Organismal Systems	MAPPED	0	0	0	0	0
-Immune System	MAPPED	0	0	0	0	0
-Endocrine System	MAPPED	0	0	0	0	0
-Circulatory System	MAPPED	0	0	0	0	0
-Digestive System	MAPPED	0	0	0	0	0
-Excretory System	MAPPED	0	0	0	0	0
-Nervous System	MAPPED	0	0	0	0	0
-Sensory System	MAPPED	0	0	0	0	0
-Development	MAPPED	0	0	0	0	0
-Environmental Adaptation	MAPPED	0	0	0	0	0
Human Diseases	MAPPED	0.006826	0.007262	0.008365	0.007818	0.008259
-Cancers	MAPPED	0.0001378	9.69e-05	8.34e-05	7.341e-05	7.617e-05
-Immune Diseases	MAPPED	0	0	0	0	0
-Neurodegenerative Diseases	MAPPED	0	0	0	0	0
-Substance Dependence	MAPPED	0	0	0	0	0
-Cardiovascular Diseases	MAPPED	0	0	0	0	0
-Endocrine and Metabolic Diseases	MAPPED	0	0	0	0	0
-Infectious Diseases	MAPPED	0.001442	0.001487	0.001213	0.001082	0.001032
-Drug resistance	MAPPED	0.006613	0.007148	0.008221	0.007723	0.008124
Not Mapped	MAPPED	0.1112	0.08963	0.08154	0.07543	0.07444
-Not Mapped	MAPPED	0.1112	0.08963	0.08154	0.07543	0.07444
TOTAL	Genetic Information Processing	3.959	3.705	3.422	3.259	2.994
MAPPED	Genetic Information Processing	3.563	3.4	3.164	3.03	2.786
Genetic Information Processing	Genetic Information Processing	1	1	1	1	1
-Transcription	Genetic Information Processing	0.1681	0.1674	0.1642	0.1559	0.1478
-Translation	Genetic Information Processing	0.5474	0.5716	0.5989	0.6225	0.6451
-Folding, Sorting and Degradation	Genetic Information Processing	0.2386	0.2188	0.2018	0.1917	0.1805
-DNA Maintenance	Genetic Information Processing	0.05957	0.05669	0.04944	0.04315	0.0389
-RNA Family	Genetic Information Processing	7.386e-06	5.84e-06	4.113e-06	3.468e-06	2.898e-06
Environmental Information Processing	Genetic Information Processing	0.03815	0.03025	0.02273	0.01888	0.01571
-Signal Transduction	Genetic Information Processing	0.03785	0.03025	0.02273	0.01888	0.01571
-Signaling Molecules and Interaction	Genetic Information Processing	0.0003029	1.093e-06	7.711e-07	6.499e-07	5.426e-07
Cellular Processes	Genetic Information Processing	0.07028	0.04096	0.0383	0.03592	0.03328
-Cell Structure	Genetic Information Processing	0.00557	0.01159	0.01131	0.0106	0.007977
-Crystallins	Genetic Information Processing	0	0	0	0	0
-Stress Response	Genetic Information Processing	0	0	0	0	0
-       Stress response	Genetic Information Processing	0	0	0	0	0
-Vesicular transport	Genetic Information Processing	0.001582	0.001191	0.001495	0.001068	0.001456
-Cytoskeleton	Genetic Information Processing	0.01481	0.01396	0.01203	0.01097	0.01036
-Cell Motility	Genetic Information Processing	0.03569	1.892e-05	1.331e-05	1.122e-05	9.369e-06
-Cell Growth and Death	Genetic Information Processing	0.01359	0.01453	0.01388	0.01365	0.01377
-Cellular Community	Genetic Information Processing	0	0	0	0	0
Metabolism	Genetic Information Processing	2.45	2.331	2.096	1.966	1.73
-Membrane Transport	Genetic Information Processing	0.4122	0.359	0.3065	0.2587	0.2027
-Central Carbon Metabolism	Genetic Information Processing	0.9759	0.9018	0.7638	0.6538	0.535
-Energy Metabolism	Genetic Information Processing	0.08686	0.09465	0.09541	0.08756	0.07421
-Biosynthesis	Genetic Information Processing	0.6363	0.7063	0.7035	0.765	0.7219
-Other Enzymes	Genetic Information Processing	0.4029	0.3484	0.301	0.2736	0.2399
Organismal Systems	Genetic Information Processing	0	0	0	0	0
-Immune System	Genetic Information Processing	0	0	0	0	0
-Endocrine System	Genetic Information Processing	0	0	0	0	0
-Circulatory System	Genetic Information Processing	0	0	0	0	0
-Digestive System	Genetic Information Processing	0	0	0	0	0
-Excretory System	Genetic Information Processing	0	0	0	0	0
-Nervous System	Genetic Information Processing	0	0	0	0	0
-Sensory System	Genetic Information Processing	0	0	0	0	0
-Development	Genetic Information Processing	0	0	0	0	0
-Environmental Adaptation	Genetic Information Processing	0	0	0	0	0
Human Diseases	Genetic Information Processing	0.02432	0.02474	0.02647	0.0237	0.02305
-Cancers	Genetic Information Processing	0.0004909	0.0003294	0.0002639	0.0002224	0.0002122
-Immune Diseases	Genetic Information Processing	0	0	0	0	0
-Neurodegenerative Diseases	Genetic Information Processing	0	0	0	0	0
-Substance Dependence	Genetic Information Processing	0	0	0	0	0
-Cardiovascular Diseases	Genetic Information Processing	0	0	0	0	0
-Endocrine and Metabolic Diseases	Genetic Information Processing	0	0	0	0	0
-Infectious Diseases	Genetic Information Processing	0.005063	0.004989	0.003777	0.00323	0.002831
-Drug resistance	Genetic Information Processing	0.02306	0.0238	0.02549	0.0229	0.02226
Not Mapped	Genetic Information Processing	0.3961	0.3048	0.258	0.2285	0.2074
-Not Mapped	Genetic Information Processing	0.3961	0.3048	0.258	0.2285	0.2074
TOTAL	-Transcription	24.5	23.06	21.62	21.69	21.01
MAPPED	-Transcription	22.05	21.16	19.99	20.17	19.55
Genetic Information Processing	-Transcription	6.248	6.288	6.4	6.725	7.073
-Transcription	-Transcription	1	1	1	1	1
-Translation	-Transcription	3.404	3.57	3.804	4.166	4.544
-Folding, Sorting and Degradation	-Transcription	1.478	1.367	1.285	1.286	1.273
-DNA Maintenance	-Transcription	0.3749	0.3595	0.318	0.2918	0.2776
-RNA Family	-Transcription	4.385e-05	3.478e-05	2.506e-05	2.225e-05	1.961e-05
Environmental Information Processing	-Transcription	0.2306	0.1875	0.1443	0.1256	0.1092
-Signal Transduction	-Transcription	0.2288	0.1875	0.1443	0.1256	0.1092
-Signaling Molecules and Interaction	-Transcription	0.001875	6.802e-06	4.871e-06	4.326e-06	3.807e-06
Cellular Processes	-Transcription	0.4322	0.257	0.2446	0.2412	0.2354
-Cell Structure	-Transcription	0.03447	0.07215	0.07144	0.07053	0.05597
-Crystallins	-Transcription	0	0	0	0	0
-Stress Response	-Transcription	0	0	0	0	0
-       Stress response	-Transcription	0	0	0	0	0
-Vesicular transport	-Transcription	0.00983	0.007439	0.0095	0.007147	0.01025
-Cytoskeleton	-Transcription	0.09167	0.08689	0.07596	0.07291	0.07264
-Cell Motility	-Transcription	0.2195	0.000117	8.438e-05	7.499e-05	6.599e-05
-Cell Growth and Death	-Transcription	0.08609	0.09275	0.08999	0.09224	0.09784
-Cellular Community	-Transcription	0	0	0	0	0
Metabolism	-Transcription	15.13	14.42	13.25	13.12	12.18
-Membrane Transport	-Transcription	2.587	2.278	1.99	1.768	1.437
-Central Carbon Metabolism	-Transcription	6.024	5.728	4.962	4.471	3.832
-Energy Metabolism	-Transcription	0.5552	0.6091	0.6191	0.586	0.5062
-Biosynthesis	-Transcription	3.879	4.231	4.305	4.962	4.951
-Other Enzymes	-Transcription	2.561	2.102	1.834	1.755	1.664
Organismal Systems	-Transcription	0	0	0	0	0
-Immune System	-Transcription	0	0	0	0	0
-Endocrine System	-Transcription	0	0	0	0	0
-Circulatory System	-Transcription	0	0	0	0	0
-Digestive System	-Transcription	0	0	0	0	0
-Excretory System	-Transcription	0	0	0	0	0
-Nervous System	-Transcription	0	0	0	0	0
-Sensory System	-Transcription	0	0	0	0	0
-Development	-Transcription	0	0	0	0	0
-Environmental Adaptation	-Transcription	0	0	0	0	0
Human Diseases	-Transcription	0.1444	0.1473	0.1613	0.1521	0.1559
-Cancers	-Transcription	0.002914	0.001966	0.001608	0.001428	0.001438
-Immune Diseases	-Transcription	0	0	0	0	0
-Neurodegenerative Diseases	-Transcription	0	0	0	0	0
-Substance Dependence	-Transcription	0	0	0	0	0
-Cardiovascular Diseases	-Transcription	0	0	0	0	0
-Endocrine and Metabolic Diseases	-Transcription	0	0	0	0	0
-Infectious Diseases	-Transcription	0.03114	0.03079	0.0237	0.02128	0.01957
-Drug resistance	-Transcription	0.1377	0.1434	0.1576	0.1498	0.1524
Not Mapped	-Transcription	2.452	1.897	1.63	1.521	1.455
-Not Mapped	-Transcription	2.452	1.897	1.63	1.521	1.455
TOTAL	-Translation	7.243	6.505	5.721	5.243	4.65
MAPPED	-Translation	6.518	5.97	5.29	4.875	4.328
Genetic Information Processing	-Translation	1.844	1.77	1.69	1.623	1.567
-Transcription	-Translation	0.3087	0.2953	0.2775	0.2538	0.2332
-Translation	-Translation	1	1	1	1	1
-Folding, Sorting and Degradation	-Translation	0.4367	0.3838	0.3381	0.3089	0.2807
-DNA Maintenance	-Translation	0.1082	0.0988	0.08218	0.06904	0.06032
-RNA Family	-Translation	1.351e-05	1.023e-05	6.876e-06	5.578e-06	4.495e-06
Environmental Information Processing	-Translation	0.06992	0.05293	0.03795	0.03054	0.02451
-Signal Transduction	-Translation	0.06937	0.05293	0.03795	0.03054	0.02451
-Signaling Molecules and Interaction	-Translation	0.0005542	1.919e-06	1.289e-06	1.046e-06	8.429e-07
Cellular Processes	-Translation	0.1284	0.07197	0.06431	0.05799	0.05182
-Cell Structure	-Translation	0.01019	0.02035	0.01891	0.01705	0.01239
-Crystallins	-Translation	0	0	0	0	0
-Stress Response	-Translation	0	0	0	0	0
-       Stress response	-Translation	0	0	0	0	0
-Vesicular transport	-Translation	0.002887	0.002084	0.002497	0.001716	0.002256
-Cytoskeleton	-Translation	0.02693	0.02434	0.01999	0.01755	0.01601
-Cell Motility	-Translation	0.0653	3.337e-05	2.243e-05	1.818e-05	1.465e-05
-Cell Growth and Death	-Translation	0.0247	0.02533	0.02307	0.02183	0.02127
-Cellular Community	-Translation	0	0	0	0	0
Metabolism	-Translation	4.464	4.068	3.501	3.163	2.685
-Membrane Transport	-Translation	0.7588	0.6332	0.5164	0.4192	0.3172
-Central Carbon Metabolism	-Translation	1.789	1.582	1.279	1.053	0.8319
-Energy Metabolism	-Translation	0.1594	0.1699	0.1641	0.1446	0.1182
-Biosynthesis	-Translation	1.164	1.238	1.176	1.23	1.12
-Other Enzymes	-Translation	0.7374	0.6136	0.5032	0.4401	0.3705
Organismal Systems	-Translation	0	0	0	0	0
-Immune System	-Translation	0	0	0	0	0
-Endocrine System	-Translation	0	0	0	0	0
-Circulatory System	-Translation	0	0	0	0	0
-Digestive System	-Translation	0	0	0	0	0
-Excretory System	-Translation	0	0	0	0	0
-Nervous System	-Translation	0	0	0	0	0
-Sensory System	-Translation	0	0	0	0	0
-Development	-Translation	0	0	0	0	0
-Environmental Adaptation	-Translation	0	0	0	0	0
Human Diseases	-Translation	0.04449	0.04335	0.04425	0.03812	0.03574
-Cancers	-Translation	0.0008912	0.0005742	0.0004386	0.0003557	0.0003277
-Immune Diseases	-Translation	0	0	0	0	0
-Neurodegenerative Diseases	-Translation	0	0	0	0	0
-Substance Dependence	-Translation	0	0	0	0	0
-Cardiovascular Diseases	-Translation	0	0	0	0	0
-Endocrine and Metabolic Diseases	-Translation	0	0	0	0	0
-Infectious Diseases	-Translation	0.009263	0.008745	0.006328	0.005206	0.004414
-Drug resistance	-Translation	0.04221	0.04182	0.04271	0.03698	0.03459
Not Mapped	-Translation	0.7248	0.5351	0.4314	0.3677	0.3222
-Not Mapped	-Translation	0.7248	0.5351	0.4314	0.3677	0.3222
TOTAL	-Folding, Sorting and Degradation	17.4	17.88	17.88	17.9	17.47
MAPPED	-Folding, Sorting and Degradation	15.66	16.41	16.53	16.65	16.26
Genetic Information Processing	-Folding, Sorting and Degradation	4.395	4.816	5.223	5.491	5.828
-Transcription	-Folding, Sorting and Degradation	0.7402	0.8087	0.8574	0.8559	0.8615
-Translation	-Folding, Sorting and Degradation	2.402	2.748	3.124	3.414	3.758
-Folding, Sorting and Degradation	-Folding, Sorting and Degradation	1	1	1	1	1
-DNA Maintenance	-Folding, Sorting and Degradation	0.2668	0.2793	0.2648	0.2437	0.234
-RNA Family	-Folding, Sorting and Degradation	3.246e-05	2.812e-05	2.148e-05	1.904e-05	1.689e-05
Environmental Information Processing	-Folding, Sorting and Degradation	0.1645	0.1449	0.118	0.1024	0.08993
-Signal Transduction	-Folding, Sorting and Degradation	0.1632	0.1449	0.118	0.1024	0.08993
-Signaling Molecules and Interaction	-Folding, Sorting and Degradation	0.001331	5.273e-06	4.028e-06	3.571e-06	3.167e-06
Cellular Processes	-Folding, Sorting and Degradation	0.307	0.1882	0.1905	0.1886	0.1873
-Cell Structure	-Folding, Sorting and Degradation	0.02448	0.05593	0.05908	0.05822	0.04656
-Crystallins	-Folding, Sorting and Degradation	0	0	0	0	0
-Stress Response	-Folding, Sorting and Degradation	0	0	0	0	0
-       Stress response	-Folding, Sorting and Degradation	0	0	0	0	0
-Vesicular transport	-Folding, Sorting and Degradation	0.006908	0.005705	0.007763	0.005824	0.008443
-Cytoskeleton	-Folding, Sorting and Degradation	0.06509	0.06736	0.06282	0.06028	0.0605
-Cell Motility	-Folding, Sorting and Degradation	0.1592	9.041e-05	6.899e-05	6.11e-05	5.435e-05
-Cell Growth and Death	-Folding, Sorting and Degradation	0.06026	0.07036	0.07277	0.07468	0.07972
-Cellular Community	-Folding, Sorting and Degradation	0	0	0	0	0
Metabolism	-Folding, Sorting and Degradation	10.7	11.16	10.88	10.75	10.05
-Membrane Transport	-Folding, Sorting and Degradation	1.798	1.747	1.636	1.453	1.175
-Central Carbon Metabolism	-Folding, Sorting and Degradation	4.228	4.236	3.895	3.467	3.003
-Energy Metabolism	-Folding, Sorting and Degradation	0.3643	0.4427	0.4843	0.4632	0.4166
-Biosynthesis	-Folding, Sorting and Degradation	2.796	3.401	3.674	4.201	4.207
-Other Enzymes	-Folding, Sorting and Degradation	1.726	1.603	1.536	1.453	1.444
Organismal Systems	-Folding, Sorting and Degradation	0	0	0	0	0
-Immune System	-Folding, Sorting and Degradation	0	0	0	0	0
-Endocrine System	-Folding, Sorting and Degradation	0	0	0	0	0
-Circulatory System	-Folding, Sorting and Degradation	0	0	0	0	0
-Digestive System	-Folding, Sorting and Degradation	0	0	0	0	0
-Excretory System	-Folding, Sorting and Degradation	0	0	0	0	0
-Nervous System	-Folding, Sorting and Degradation	0	0	0	0	0
-Sensory System	-Folding, Sorting and Degradation	0	0	0	0	0
-Development	-Folding, Sorting and Degradation	0	0	0	0	0
-Environmental Adaptation	-Folding, Sorting and Degradation	0	0	0	0	0
Human Diseases	-Folding, Sorting and Degradation	0.1069	0.1191	0.1383	0.1301	0.1343
-Cancers	-Folding, Sorting and Degradation	0.002157	0.00159	0.001378	0.001222	0.001239
-Immune Diseases	-Folding, Sorting and Degradation	0	0	0	0	0
-Neurodegenerative Diseases	-Folding, Sorting and Degradation	0	0	0	0	0
-Substance Dependence	-Folding, Sorting and Degradation	0	0	0	0	0
-Cardiovascular Diseases	-Folding, Sorting and Degradation	0	0	0	0	0
-Endocrine and Metabolic Diseases	-Folding, Sorting and Degradation	0	0	0	0	0
-Infectious Diseases	-Folding, Sorting and Degradation	0.02163	0.02328	0.01909	0.01723	0.01594
-Drug resistance	-Folding, Sorting and Degradation	0.1013	0.1146	0.1331	0.1258	0.1297
Not Mapped	-Folding, Sorting and Degradation	1.741	1.471	1.348	1.256	1.211
-Not Mapped	-Folding, Sorting and Degradation	1.741	1.471	1.348	1.256	1.211
TOTAL	-DNA Maintenance	69.58	69.15	74.1	81.02	83.73
MAPPED	-DNA Maintenance	62.62	63.47	68.51	75.33	77.93
Genetic Information Processing	-DNA Maintenance	17.84	18.77	21.73	24.85	27.92
-Transcription	-DNA Maintenance	2.99	3.128	3.554	3.873	4.128
-Translation	-DNA Maintenance	9.731	10.71	12.97	15.45	18
-Folding, Sorting and Degradation	-DNA Maintenance	4.199	4.107	4.39	4.747	4.956
-DNA Maintenance	-DNA Maintenance	1	1	1	1	1
-RNA Family	-DNA Maintenance	0.0001287	0.0001088	8.854e-05	8.522e-05	7.864e-05
Environmental Information Processing	-DNA Maintenance	0.6804	0.5492	0.4703	0.4537	0.4179
-Signal Transduction	-DNA Maintenance	0.6751	0.5492	0.4703	0.4537	0.4179
-Signaling Molecules and Interaction	-DNA Maintenance	0.005324	2.04e-05	1.67e-05	1.616e-05	1.518e-05
Cellular Processes	-DNA Maintenance	1.214	0.7333	0.7898	0.848	0.8682
-Cell Structure	-DNA Maintenance	0.0979	0.2164	0.2449	0.2635	0.2231
-Crystallins	-DNA Maintenance	0	0	0	0	0
-Stress Response	-DNA Maintenance	0	0	0	0	0
-       Stress response	-DNA Maintenance	0	0	0	0	0
-Vesicular transport	-DNA Maintenance	0.02736	0.0216	0.03068	0.02509	0.03778
-Cytoskeleton	-DNA Maintenance	0.2526	0.2538	0.2511	0.2666	0.2811
-Cell Motility	-DNA Maintenance	0.6289	0.0003638	0.0002977	0.0002887	0.0002708
-Cell Growth and Death	-DNA Maintenance	0.2326	0.2609	0.283	0.3188	0.3561
-Cellular Community	-DNA Maintenance	0	0	0	0	0
Metabolism	-DNA Maintenance	42.43	43.18	45.11	48.66	48.13
-Membrane Transport	-DNA Maintenance	7.411	6.903	6.853	6.658	5.745
-Central Carbon Metabolism	-DNA Maintenance	16.92	16.15	15.75	15.43	13.97
-Energy Metabolism	-DNA Maintenance	1.508	1.758	2.007	2.095	1.966
-Biosynthesis	-DNA Maintenance	11.08	12.99	15.2	19.01	20.16
-Other Enzymes	-DNA Maintenance	6.931	6.236	6.326	6.459	6.703
Organismal Systems	-DNA Maintenance	0	0	0	0	0
-Immune System	-DNA Maintenance	0	0	0	0	0
-Endocrine System	-DNA Maintenance	0	0	0	0	0
-Circulatory System	-DNA Maintenance	0	0	0	0	0
-Digestive System	-DNA Maintenance	0	0	0	0	0
-Excretory System	-DNA Maintenance	0	0	0	0	0
-Nervous System	-DNA Maintenance	0	0	0	0	0
-Sensory System	-DNA Maintenance	0	0	0	0	0
-Development	-DNA Maintenance	0	0	0	0	0
-Environmental Adaptation	-DNA Maintenance	0	0	0	0	0
Human Diseases	-DNA Maintenance	0.4236	0.4609	0.5731	0.589	0.6436
-Cancers	-DNA Maintenance	0.008241	0.005812	0.005337	0.005154	0.005455
-Immune Diseases	-DNA Maintenance	0	0	0	0	0
-Neurodegenerative Diseases	-DNA Maintenance	0	0	0	0	0
-Substance Dependence	-DNA Maintenance	0	0	0	0	0
-Cardiovascular Diseases	-DNA Maintenance	0	0	0	0	0
-Endocrine and Metabolic Diseases	-DNA Maintenance	0	0	0	0	0
-Infectious Diseases	-DNA Maintenance	0.08921	0.09365	0.08208	0.08012	0.07798
-Drug resistance	-DNA Maintenance	0.4058	0.4433	0.5519	0.5692	0.6216
Not Mapped	-DNA Maintenance	6.963	5.689	5.587	5.682	5.801
-Not Mapped	-DNA Maintenance	6.963	5.689	5.587	5.682	5.801
TOTAL	-RNA Family	857500	1017000	1331000	1504000	1655000
MAPPED	-RNA Family	771700	933400	1231000	1399000	1540000
Genetic Information Processing	-RNA Family	217500	275500	391300	464100	555000
-Transcription	-RNA Family	35370	44450	61620	69350	78800
-Translation	-RNA Family	119100	157500	234300	288900	358000
-Folding, Sorting and Degradation	-RNA Family	49800	57510	75370	85110	95680
-DNA Maintenance	-RNA Family	13290	16060	19960	20740	22510
-RNA Family	-RNA Family	1	1	1	1	1
Environmental Information Processing	-RNA Family	8086	7503	8018	8289	8328
-Signal Transduction	-RNA Family	8020	7503	8018	8289	8327
-Signaling Molecules and Interaction	-RNA Family	65.62	0.3	0.3	0.3	0.3
Cellular Processes	-RNA Family	15290	10820	14190	15710	17210
-Cell Structure	-RNA Family	1207	3182	4400	4891	4410
-Crystallins	-RNA Family	0	0	0	0	0
-Stress Response	-RNA Family	0	0	0	0	0
-       Stress response	-RNA Family	0	0	0	0	0
-Vesicular transport	-RNA Family	344	328.1	585.1	495.7	807.8
-Cytoskeleton	-RNA Family	3051	3627	4387	4803	5398
-Cell Motility	-RNA Family	7926	5.2	5.2	5.2	5.2
-Cell Growth and Death	-RNA Family	2759	3680	4809	5515	6585
-Cellular Community	-RNA Family	0	0	0	0	0
Metabolism	-RNA Family	530700	638600	816400	909800	959400
-Membrane Transport	-RNA Family	86720	95070	115600	116200	110200
-Central Carbon Metabolism	-RNA Family	213000	254600	305800	310000	301900
-Energy Metabolism	-RNA Family	21090	29110	41270	44080	43330
-Biosynthesis	-RNA Family	131900	181700	257800	335600	384700
-Other Enzymes	-RNA Family	81150	82540	101900	110600	124200
Organismal Systems	-RNA Family	0	0	0	0	0
-Immune System	-RNA Family	0	0	0	0	0
-Endocrine System	-RNA Family	0	0	0	0	0
-Circulatory System	-RNA Family	0	0	0	0	0
-Digestive System	-RNA Family	0	0	0	0	0
-Excretory System	-RNA Family	0	0	0	0	0
-Nervous System	-RNA Family	0	0	0	0	0
-Sensory System	-RNA Family	0	0	0	0	0
-Development	-RNA Family	0	0	0	0	0
-Environmental Adaptation	-RNA Family	0	0	0	0	0
Human Diseases	-RNA Family	3402	4448	6747	7201	8343
-Cancers	-RNA Family	66.46	56.53	64.17	64.17	73.33
-Immune Diseases	-RNA Family	0	0	0	0	0
-Neurodegenerative Diseases	-RNA Family	0	0	0	0	0
-Substance Dependence	-RNA Family	0	0	0	0	0
-Cardiovascular Diseases	-RNA Family	0	0	0	0	0
-Endocrine and Metabolic Diseases	-RNA Family	0	0	0	0	0
-Infectious Diseases	-RNA Family	943.8	1186	1269	1287	1352
-Drug resistance	-RNA Family	3402	4448	6747	7200	8343
Not Mapped	-RNA Family	85810	83670	100400	105500	114700
-Not Mapped	-RNA Family	85810	83670	100400	105500	114700
TOTAL	Environmental Information Processing	129.7	159.5	198.1	220.2	243
MAPPED	Environmental Information Processing	116.7	146.4	183.2	204.8	226.1
Genetic Information Processing	Environmental Information Processing	33.58	43.62	58.83	68.62	82.19
-Transcription	Environmental Information Processing	5.46	7.206	9.489	10.48	11.94
-Translation	Environmental Information Processing	18.29	24.88	35.12	42.39	52.57
-Folding, Sorting and Degradation	Environmental Information Processing	7.858	9.346	11.64	12.86	14.64
-DNA Maintenance	Environmental Information Processing	1.906	2.391	2.83	2.887	3.11
-RNA Family	Environmental Information Processing	0.0002269	0.0002352	0.0002224	0.0002177	0.0002175
Environmental Information Processing	Environmental Information Processing	1	1	1	1	1
-Signal Transduction	Environmental Information Processing	0.9922	1	1	1	1
-Signaling Molecules and Interaction	Environmental Information Processing	0.009924	4.704e-05	4.464e-05	4.393e-05	4.404e-05
Cellular Processes	Environmental Information Processing	2.294	1.729	2.159	2.384	2.611
