Numerator	Denominator	Valgepea data mu 0 11	Valgepea data mu 0 21	Valgepea data mu 0 31	Valgepea data mu 0 40	Valgepea data mu 0 48
-Vesicular transport	MAPPED	0.0004458	0.0003515	0.0004753	0.0003544	0.0005244
-Cytoskeleton	MAPPED	0.003954	0.003885	0.003564	0.003434	0.003504
-Cell Motility	MAPPED	0.009696	5.464e-06	4.143e-06	3.647e-06	3.311e-06
-Cell Growth and Death	MAPPED	0.003575	0.003943	0.003906	0.003943	0.004275
-Cellular Community	MAPPED	0	0	0	0	0
Metabolism	MAPPED	0.6846	0.6809	0.6595	0.6465	0.6178
-Membrane Transport	MAPPED	0.1124	0.1029	0.09472	0.08372	0.07153
-Central Carbon Metabolism	MAPPED	0.2652	0.2521	0.2266	0.2015	0.1835
-Energy Metabolism	MAPPED	0.02266	0.02616	0.02834	0.02669	0.02483
-Biosynthesis	MAPPED	0.1721	0.1963	0.2116	0.2431	0.2532
-Other Enzymes	MAPPED	0.1069	0.09305	0.08656	0.0812	0.08066
Organismal Systems	MAPPED	0	0	0	0	0
-Immune System	MAPPED	0	0	0	0	0
-Endocrine System	MAPPED	0	0	0	0	0
-Circulatory System	MAPPED	0	0	0	0	0
-Digestive System	MAPPED	0	0	0	0	0
-Excretory System	MAPPED	0	0	0	0	0
-Nervous System	MAPPED	0	0	0	0	0
-Sensory System	MAPPED	0	0	0	0	0
-Development	MAPPED	0	0	0	0	0
-Environmental Adaptation	MAPPED	0	0	0	0	0
Human Diseases	MAPPED	0.001335	0.001366	0.001099	0.0009794	0.0009325
-Cancers	MAPPED	0	0	0	0	0
-Immune Diseases	MAPPED	0	0	0	0	0
-Neurodegenerative Diseases	MAPPED	0	0	0	0	0
-Substance Dependence	MAPPED	0	0	0	0	0
-Cardiovascular Diseases	MAPPED	0	0	0	0	0
-Endocrine and Metabolic Diseases	MAPPED	0	0	0	0	0
-Infectious Diseases	MAPPED	0.0002971	0.0002689	0.0003053	0.000267	0.000294
-Drug resistance	MAPPED	0.0006636	0.000655	0.000644	0.0005763	0.0005135
Not Mapped	MAPPED	0.1112	0.08963	0.08154	0.07543	0.07444
-Not Mapped	MAPPED	0.1112	0.08963	0.08154	0.07543	0.07444
TOTAL	Genetic Information Processing	3.922	3.668	3.378	3.219	2.965
MAPPED	Genetic Information Processing	3.529	3.366	3.123	2.994	2.759
Genetic Information Processing	Genetic Information Processing	1	1	1	1	1
-Transcription	Genetic Information Processing	0.1662	0.1648	0.1604	0.1521	0.1448
-Translation	Genetic Information Processing	0.5456	0.5678	0.5944	0.6184	0.6415
-Folding, Sorting and Degradation	Genetic Information Processing	0.2335	0.2136	0.1972	0.1875	0.1772
-DNA Maintenance	Genetic Information Processing	0.05675	0.05368	0.04755	0.0418	0.03775
-RNA Family	Genetic Information Processing	5.987e-06	4.731e-06	3.328e-06	2.804e-06	2.341e-06
Environmental Information Processing	Genetic Information Processing	0.03549	0.0244	0.01833	0.01599	0.01342
-Signal Transduction	Genetic Information Processing	0.03519	0.0244	0.01833	0.01599	0.01342
-Signaling Molecules and Interaction	Genetic Information Processing	0.0003001	1.082e-06	7.611e-07	6.422e-07	5.373e-07
Cellular Processes	Genetic Information Processing	0.06703	0.03901	0.03625	0.03385	0.031
-Cell Structure	Genetic Information Processing	0.005518	0.01147	0.01116	0.01047	0.0079
-Crystallins	Genetic Information Processing	0	0	0	0	0
-Stress Response	Genetic Information Processing	0	0	0	0	0
-       Stress response	Genetic Information Processing	0	0	0	0	0
-Vesicular transport	Genetic Information Processing	0.001543	0.001162	0.001461	0.001046	0.001425
-Cytoskeleton	Genetic Information Processing	0.01403	0.01316	0.01121	0.01035	0.00972
-Cell Motility	Genetic Information Processing	0.03454	1.823e-05	1.285e-05	1.086e-05	9.086e-06
-Cell Growth and Death	Genetic Information Processing	0.01268	0.01336	0.01229	0.01188	0.01187
-Cellular Community	Genetic Information Processing	0	0	0	0	0
Metabolism	Genetic Information Processing	2.419	2.293	2.061	1.938	1.708
-Membrane Transport	Genetic Information Processing	0.3987	0.3465	0.2958	0.2504	0.1982
-Central Carbon Metabolism	Genetic Information Processing	0.9448	0.8417	0.7103	0.6069	0.5032
-Energy Metabolism	Genetic Information Processing	0.0805	0.08885	0.08765	0.07971	0.06812
-Biosynthesis	Genetic Information Processing	0.6078	0.6597	0.6588	0.7231	0.6932
-Other Enzymes	Genetic Information Processing	0.381	0.3122	0.2701	0.2424	0.2214
Organismal Systems	Genetic Information Processing	0	0	0	0	0
-Immune System	Genetic Information Processing	0	0	0	0	0
-Endocrine System	Genetic Information Processing	0	0	0	0	0
-Circulatory System	Genetic Information Processing	0	0	0	0	0
-Digestive System	Genetic Information Processing	0	0	0	0	0
-Excretory System	Genetic Information Processing	0	0	0	0	0
-Nervous System	Genetic Information Processing	0	0	0	0	0
-Sensory System	Genetic Information Processing	0	0	0	0	0
-Development	Genetic Information Processing	0	0	0	0	0
-Environmental Adaptation	Genetic Information Processing	0	0	0	0	0
Human Diseases	Genetic Information Processing	0.004745	0.004641	0.003462	0.002954	0.002586
-Cancers	Genetic Information Processing	0	0	0	0	0
-Immune Diseases	Genetic Information Processing	0	0	0	0	0
-Neurodegenerative Diseases	Genetic Information Processing	0	0	0	0	0
-Substance Dependence	Genetic Information Processing	0	0	0	0	0
-Cardiovascular Diseases	Genetic Information Processing	0	0	0	0	0
-Endocrine and Metabolic Diseases	Genetic Information Processing	0	0	0	0	0
-Infectious Diseases	Genetic Information Processing	0.001058	0.0009141	0.000966	0.0007845	0.0007913
-Drug resistance	Genetic Information Processing	0.002276	0.002143	0.001959	0.001684	0.001382
Not Mapped	Genetic Information Processing	0.3924	0.3017	0.2547	0.2258	0.2054
-Not Mapped	Genetic Information Processing	0.3924	0.3017	0.2547	0.2258	0.2054
TOTAL	-Transcription	23.55	22.11	20.85	20.92	20.28
MAPPED	-Transcription	21.19	20.29	19.28	19.45	18.88
Genetic Information Processing	-Transcription	6.005	6.044	6.175	6.5	6.831
-Transcription	-Transcription	1	1	1	1	1
-Translation	-Transcription	3.276	3.431	3.673	4.021	4.397
-Folding, Sorting and Degradation	-Transcription	1.408	1.294	1.223	1.227	1.214
-DNA Maintenance	-Transcription	0.3408	0.3265	0.2928	0.2709	0.2568
-RNA Family	-Transcription	3.57e-05	2.826e-05	2.021e-05	1.79e-05	1.571e-05
Environmental Information Processing	-Transcription	0.2108	0.1557	0.1191	0.1079	0.09509
-Signal Transduction	-Transcription	0.209	0.1557	0.1191	0.1079	0.09509
-Signaling Molecules and Interaction	-Transcription	0.001802	6.521e-06	4.698e-06	4.172e-06	3.676e-06
Cellular Processes	-Transcription	0.4087	0.2335	0.2249	0.2232	0.2167
-Cell Structure	-Transcription	0.03314	0.06917	0.06891	0.06802	0.05405
-Crystallins	-Transcription	0	0	0	0	0
-Stress Response	-Transcription	0	0	0	0	0
-       Stress response	-Transcription	0	0	0	0	0
-Vesicular transport	-Transcription	0.009284	0.007051	0.009113	0.006876	0.009838
-Cytoskeleton	-Transcription	0.08536	0.08046	0.06964	0.06753	0.06645
-Cell Motility	-Transcription	0.2083	0.0001107	7.961e-05	7.074e-05	6.214e-05
-Cell Growth and Death	-Transcription	0.07781	0.08279	0.07804	0.07952	0.08357
-Cellular Community	-Transcription	0	0	0	0	0
Metabolism	-Transcription	14.61	13.93	12.73	12.56	11.66
-Membrane Transport	-Transcription	2.428	2.117	1.851	1.645	1.36
-Central Carbon Metabolism	-Transcription	5.67	5.125	4.377	3.926	3.445
-Energy Metabolism	-Transcription	0.4836	0.54	0.5501	0.5252	0.4709
-Biosynthesis	-Transcription	3.728	4.088	4.183	4.839	4.875
-Other Enzymes	-Transcription	2.295	1.902	1.657	1.595	1.555
Organismal Systems	-Transcription	0	0	0	0	0
-Immune System	-Transcription	0	0	0	0	0
-Endocrine System	-Transcription	0	0	0	0	0
-Circulatory System	-Transcription	0	0	0	0	0
-Digestive System	-Transcription	0	0	0	0	0
-Excretory System	-Transcription	0	0	0	0	0
-Nervous System	-Transcription	0	0	0	0	0
-Sensory System	-Transcription	0	0	0	0	0
-Development	-Transcription	0	0	0	0	0
-Environmental Adaptation	-Transcription	0	0	0	0	0
Human Diseases	-Transcription	0.02944	0.02892	0.02196	0.01972	0.01821
-Cancers	-Transcription	0	0	0	0	0
-Immune Diseases	-Transcription	0	0	0	0	0
-Neurodegenerative Diseases	-Transcription	0	0	0	0	0
-Substance Dependence	-Transcription	0	0	0	0	0
-Cardiovascular Diseases	-Transcription	0	0	0	0	0
-Endocrine and Metabolic Diseases	-Transcription	0	0	0	0	0
-Infectious Diseases	-Transcription	0.006298	0.005466	0.005898	0.005054	0.005382
-Drug resistance	-Transcription	0.01354	0.01282	0.01207	0.01091	0.009403
Not Mapped	-Transcription	2.357	1.819	1.572	1.467	1.405
-Not Mapped	-Transcription	2.357	1.819	1.572	1.467	1.405
TOTAL	-Translation	7.183	6.447	5.666	5.194	4.609
MAPPED	-Translation	6.464	5.916	5.238	4.83	4.29
Genetic Information Processing	-Translation	1.83	1.754	1.675	1.612	1.557
-Transcription	-Translation	0.3051	0.2914	0.2709	0.2468	0.227
-Translation	-Translation	1	1	1	1	1
-Folding, Sorting and Degradation	-Translation	0.4282	0.3756	0.3314	0.3021	0.2766
-DNA Maintenance	-Translation	0.105	0.09522	0.08053	0.06811	0.05931
-RNA Family	-Translation	1.102e-05	8.344e-06	5.608e-06	4.544e-06	3.663e-06
Environmental Information Processing	-Translation	0.06495	0.0428	0.03069	0.02576	0.02087
-Signal Transduction	-Translation	0.0644	0.0428	0.03069	0.02576	0.02087
-Signaling Molecules and Interaction	-Translation	0.0005496	1.902e-06	1.277e-06	1.036e-06	8.355e-07
Cellular Processes	-Translation	0.1233	0.06873	0.06054	0.05438	0.04806
-Cell Structure	-Translation	0.01011	0.02017	0.01873	0.01689	0.01228
-Crystallins	-Translation	0	0	0	0	0
-Stress Response	-Translation	0	0	0	0	0
-       Stress response	-Translation	0	0	0	0	0
-Vesicular transport	-Translation	0.00287	0.002075	0.002488	0.00171	0.002247
-Cytoskeleton	-Translation	0.02563	0.02303	0.01872	0.01662	0.01508
-Cell Motility	-Translation	0.0632	3.224e-05	2.169e-05	1.761e-05	1.42e-05
-Cell Growth and Death	-Translation	0.02317	0.02337	0.02052	0.01909	0.01839
-Cellular Community	-Translation	0	0	0	0	0
Metabolism	-Translation	4.429	4.034	3.459	3.127	2.655
-Membrane Transport	-Translation	0.7284	0.6103	0.4977	0.4051	0.3078
-Central Carbon Metabolism	-Translation	1.729	1.494	1.195	0.9773	0.7869
-Energy Metabolism	-Translation	0.1466	0.1561	0.1476	0.1289	0.1062
-Biosynthesis	-Translation	1.112	1.154	1.1	1.165	1.081
-Other Enzymes	-Translation	0.6918	0.5473	0.4525	0.3906	0.3469
Organismal Systems	-Translation	0	0	0	0	0
-Immune System	-Translation	0	0	0	0	0
-Endocrine System	-Translation	0	0	0	0	0
-Circulatory System	-Translation	0	0	0	0	0
-Digestive System	-Translation	0	0	0	0	0
-Excretory System	-Translation	0	0	0	0	0
-Nervous System	-Translation	0	0	0	0	0
-Sensory System	-Translation	0	0	0	0	0
-Development	-Translation	0	0	0	0	0
-Environmental Adaptation	-Translation	0	0	0	0	0
Human Diseases	-Translation	0.008735	0.008185	0.005835	0.004788	0.004047
-Cancers	-Translation	0	0	0	0	0
-Immune Diseases	-Translation	0	0	0	0	0
-Neurodegenerative Diseases	-Translation	0	0	0	0	0
-Substance Dependence	-Translation	0	0	0	0	0
-Cardiovascular Diseases	-Translation	0	0	0	0	0
-Endocrine and Metabolic Diseases	-Translation	0	0	0	0	0
-Infectious Diseases	-Translation	0.001922	0.001593	0.001606	0.001288	0.00126
-Drug resistance	-Translation	0.004281	0.003867	0.00337	0.002781	0.002201
Not Mapped	-Translation	0.7188	0.5303	0.4272	0.3643	0.3194
-Not Mapped	-Translation	0.7188	0.5303	0.4272	0.3643	0.3194
TOTAL	-Folding, Sorting and Degradation	16.67	17.06	17.03	17.12	16.69
MAPPED	-Folding, Sorting and Degradation	15	15.66	15.74	15.92	15.54
Genetic Information Processing	-Folding, Sorting and Degradation	4.273	4.667	5.056	5.334	5.632
-Transcription	-Folding, Sorting and Degradation	0.7073	0.7621	0.8056	0.8096	0.8148
-Translation	-Folding, Sorting and Degradation	2.326	2.654	3.009	3.292	3.613
-Folding, Sorting and Degradation	-Folding, Sorting and Degradation	1	1	1	1	1
-DNA Maintenance	-Folding, Sorting and Degradation	0.2425	0.2516	0.2403	0.2209	0.2113
-RNA Family	-Folding, Sorting and Degradation	2.564e-05	2.215e-05	1.687e-05	1.496e-05	1.321e-05
Environmental Information Processing	-Folding, Sorting and Degradation	0.1488	0.1148	0.09329	0.08401	0.07435
-Signal Transduction	-Folding, Sorting and Degradation	0.1475	0.1148	0.09329	0.08401	0.07435
-Signaling Molecules and Interaction	-Folding, Sorting and Degradation	0.001275	5.033e-06	3.836e-06	3.415e-06	3.026e-06
Cellular Processes	-Folding, Sorting and Degradation	0.2872	0.1848	0.1829	0.1814	0.1734
-Cell Structure	-Folding, Sorting and Degradation	0.02345	0.05338	0.05627	0.05568	0.04449
-Crystallins	-Folding, Sorting and Degradation	0	0	0	0	0
-Stress Response	-Folding, Sorting and Degradation	0	0	0	0	0
-       Stress response	-Folding, Sorting and Degradation	0	0	0	0	0
-Vesicular transport	-Folding, Sorting and Degradation	0.006567	0.005374	0.007303	0.005505	0.007955
-Cytoskeleton	-Folding, Sorting and Degradation	0.06017	0.06179	0.05694	0.05526	0.05494
-Cell Motility	-Folding, Sorting and Degradation	0.1496	8.461e-05	6.525e-05	5.782e-05	5.114e-05
-Cell Growth and Death	-Folding, Sorting and Degradation	0.05359	0.06211	0.0638	0.06479	0.06883
-Cellular Community	-Folding, Sorting and Degradation	0	0	0	0	0
Metabolism	-Folding, Sorting and Degradation	10.24	10.57	10.31	10.22	9.561
-Membrane Transport	-Folding, Sorting and Degradation	1.697	1.618	1.504	1.338	1.098
-Central Carbon Metabolism	-Folding, Sorting and Degradation	4.072	3.922	3.563	3.217	2.878
-Energy Metabolism	-Folding, Sorting and Degradation	0.3447	0.416	0.4493	0.427	0.3869
-Biosynthesis	-Folding, Sorting and Degradation	2.59	3.045	3.303	3.826	3.935
-Other Enzymes	-Folding, Sorting and Degradation	1.647	1.457	1.365	1.3	1.252
Organismal Systems	-Folding, Sorting and Degradation	0	0	0	0	0
-Immune System	-Folding, Sorting and Degradation	0	0	0	0	0
-Endocrine System	-Folding, Sorting and Degradation	0	0	0	0	0
-Circulatory System	-Folding, Sorting and Degradation	0	0	0	0	0
-Digestive System	-Folding, Sorting and Degradation	0	0	0	0	0
-Excretory System	-Folding, Sorting and Degradation	0	0	0	0	0
-Nervous System	-Folding, Sorting and Degradation	0	0	0	0	0
-Sensory System	-Folding, Sorting and Degradation	0	0	0	0	0
-Development	-Folding, Sorting and Degradation	0	0	0	0	0
-Environmental Adaptation	-Folding, Sorting and Degradation	0	0	0	0	0
Human Diseases	-Folding, Sorting and Degradation	0.02032	0.02173	0.01756	0.01576	0.01459
-Cancers	-Folding, Sorting and Degradation	0	0	0	0	0
-Immune Diseases	-Folding, Sorting and Degradation	0	0	0	0	0
-Neurodegenerative Diseases	-Folding, Sorting and Degradation	0	0	0	0	0
-Substance Dependence	-Folding, Sorting and Degradation	0	0	0	0	0
-Cardiovascular Diseases	-Folding, Sorting and Degradation	0	0	0	0	0
-Endocrine and Metabolic Diseases	-Folding, Sorting and Degradation	0	0	0	0	0
-Infectious Diseases	-Folding, Sorting and Degradation	0.004777	0.004518	0.005218	0.004455	0.004561
-Drug resistance	-Folding, Sorting and Degradation	0.009325	0.009521	0.009388	0.008485	0.007388
Not Mapped	-Folding, Sorting and Degradation	1.668	1.404	1.284	1.201	1.157
-Not Mapped	-Folding, Sorting and Degradation	1.668	1.404	1.284	1.201	1.157
TOTAL	-DNA Maintenance	67.78	66.53	69.76	75.61	77.15
MAPPED	-DNA Maintenance	61	61.06	64.5	70.31	71.8
Genetic Information Processing	-DNA Maintenance	17.42	18.58	20.98	23.83	26.42
-Transcription	-DNA Maintenance	2.865	3.042	3.364	3.624	3.827
-Translation	-DNA Maintenance	9.457	10.34	12.32	14.66	16.79
-Folding, Sorting and Degradation	-DNA Maintenance	4.067	3.916	4.145	4.525	4.713
-DNA Maintenance	-DNA Maintenance	1	1	1	1	1
-RNA Family	-DNA Maintenance	0.0001076	9.096e-05	7.441e-05	7.217e-05	6.77e-05
Environmental Information Processing	-DNA Maintenance	0.6051	0.4467	0.388	0.3846	0.3611
-Signal Transduction	-DNA Maintenance	0.6	0.4467	0.388	0.3846	0.361
-Signaling Molecules and Interaction	-DNA Maintenance	0.005187	1.963e-05	1.572e-05	1.508e-05	1.398e-05
Cellular Processes	-DNA Maintenance	1.168	0.7211	0.7632	0.8242	0.8378
-Cell Structure	-DNA Maintenance	0.09537	0.2082	0.2306	0.2459	0.2056
-Crystallins	-DNA Maintenance	0	0	0	0	0
-Stress Response	-DNA Maintenance	0	0	0	0	0
-       Stress response	-DNA Maintenance	0	0	0	0	0
-Vesicular transport	-DNA Maintenance	0.02667	0.02109	0.03042	0.02477	0.03737
-Cytoskeleton	-DNA Maintenance	0.2476	0.2447	0.2411	0.2539	0.2648
-Cell Motility	-DNA Maintenance	0.5949	0.0003237	0.0002605	0.0002507	0.000231
-Cell Growth and Death	-DNA Maintenance	0.2194	0.2431	0.2586	0.2916	0.3256
-Cellular Community	-DNA Maintenance	0	0	0	0	0
Metabolism	-DNA Maintenance	41.37	41.17	42.6	45.79	44.57
-Membrane Transport	-DNA Maintenance	6.844	6.229	6.073	5.87	4.999
-Central Carbon Metabolism	-DNA Maintenance	16.03	15.6	14.94	14.52	13.41
-Energy Metabolism	-DNA Maintenance	1.386	1.606	1.862	1.932	1.823
-Biosynthesis	-DNA Maintenance	10.47	12.06	13.61	17.04	18.05
-Other Enzymes	-DNA Maintenance	6.396	5.678	5.671	5.931	5.849
Organismal Systems	-DNA Maintenance	0	0	0	0	0
-Immune System	-DNA Maintenance	0	0	0	0	0
-Endocrine System	-DNA Maintenance	0	0	0	0	0
-Circulatory System	-DNA Maintenance	0	0	0	0	0
-Digestive System	-DNA Maintenance	0	0	0	0	0
-Excretory System	-DNA Maintenance	0	0	0	0	0
-Nervous System	-DNA Maintenance	0	0	0	0	0
-Sensory System	-DNA Maintenance	0	0	0	0	0
-Development	-DNA Maintenance	0	0	0	0	0
-Environmental Adaptation	-DNA Maintenance	0	0	0	0	0
Human Diseases	-DNA Maintenance	0.08531	0.08923	0.07743	0.07604	0.07479
-Cancers	-DNA Maintenance	0	0	0	0	0
-Immune Diseases	-DNA Maintenance	0	0	0	0	0
-Neurodegenerative Diseases	-DNA Maintenance	0	0	0	0	0
-Substance Dependence	-DNA Maintenance	0	0	0	0	0
-Cardiovascular Diseases	-DNA Maintenance	0	0	0	0	0
-Endocrine and Metabolic Diseases	-DNA Maintenance	0	0	0	0	0
-Infectious Diseases	-DNA Maintenance	0.01777	0.01613	0.01954	0.01866	0.02096
-Drug resistance	-DNA Maintenance	0.03995	0.03954	0.04121	0.04028	0.03662
Not Mapped	-DNA Maintenance	6.783	5.473	5.26	5.303	5.345
-Not Mapped	-DNA Maintenance	6.783	5.473	5.26	5.303	5.345
TOTAL	-RNA Family	571700	678100	887600	1003000	1103000
MAPPED	-RNA Family	514500	622300	820700	932400	1027000
Genetic Information Processing	-RNA Family	150000	190200	269800	319200	381600
-Transcription	-RNA Family	25220	31790	43800	49260	56090
-Translation	-RNA Family	80600	106400	158000	194700	241200
-Folding, Sorting and Degradation	-RNA Family	36620	42820	56300	63330	71390
-DNA Maintenance	-RNA Family	8434	10190	12830	13340	14400
-RNA Family	-RNA Family	1	1	1	1	1
Environmental Information Processing	-RNA Family	5390	4911	5215	5330	5333
-Signal Transduction	-RNA Family	5339	4911	5214	5330	5333
-Signaling Molecules and Interaction	-RNA Family	43.74	0.2	0.2	0.2	0.2
Cellular Processes	-RNA Family	10150	7421	9851	11000	12160
-Cell Structure	-RNA Family	804.4	2121	2934	3261	2940
-Crystallins	-RNA Family	0	0	0	0	0
-Stress Response	-RNA Family	0	0	0	0	0
-       Stress response	-RNA Family	0	0	0	0	0
-Vesicular transport	-RNA Family	229.4	218.7	390.1	330.4	538.6
-Cytoskeleton	-RNA Family	2034	2418	2925	3202	3598
-Cell Motility	-RNA Family	5231	3.467	3.467	3.467	3.467
-Cell Growth and Death	-RNA Family	2001	2673	3599	4199	5076
-Cellular Community	-RNA Family	0	0	0	0	0
Metabolism	-RNA Family	352200	423700	541200	602800	634500
-Membrane Transport	-RNA Family	61680	69820	86330	85860	78070
-Central Carbon Metabolism	-RNA Family	141000	159000	191600	193700	192000
-Energy Metabolism	-RNA Family	12720	17910	25740	27950	28320
-Biosynthesis	-RNA Family	89300	124400	176800	230200	264000
-Other Enzymes	-RNA Family	64390	62140	75610	80380	88290
Organismal Systems	-RNA Family	0	0	0	0	0
-Immune System	-RNA Family	0	0	0	0	0
-Endocrine System	-RNA Family	0	0	0	0	0
-Circulatory System	-RNA Family	0	0	0	0	0
-Digestive System	-RNA Family	0	0	0	0	0
-Excretory System	-RNA Family	0	0	0	0	0
-Nervous System	-RNA Family	0	0	0	0	0
-Sensory System	-RNA Family	0	0	0	0	0
-Development	-RNA Family	0	0	0	0	0
-Environmental Adaptation	-RNA Family	0	0	0	0	0
Human Diseases	-RNA Family	792.5	981	1040	1054	1105
-Cancers	-RNA Family	0	0	0	0	0
-Immune Diseases	-RNA Family	0	0	0	0	0
-Neurodegenerative Diseases	-RNA Family	0	0	0	0	0
-Substance Dependence	-RNA Family	0	0	0	0	0
-Cardiovascular Diseases	-RNA Family	0	0	0	0	0
-Endocrine and Metabolic Diseases	-RNA Family	0	0	0	0	0
-Infectious Diseases	-RNA Family	191.1	209.1	313.2	301.8	349.3
-Drug resistance	-RNA Family	341.5	407.6	528.6	537.4	527.5
Not Mapped	-RNA Family	57210	55780	66920	70330	76450
-Not Mapped	-RNA Family	57210	55780	66920	70330	76450
TOTAL	Environmental Information Processing	110.6	142	175	193.8	213.3
MAPPED	Environmental Information Processing	99.49	130.3	161.8	180.2	198.5
Genetic Information Processing	Environmental Information Processing	28.17	38.25	51.13	59.44	71.13
-Transcription	Environmental Information Processing	4.408	6.369	8.319	9.075	10.28
-Translation	Environmental Information Processing	15.39	21.83	30.59	36.96	45.87
-Folding, Sorting and Degradation	Environmental Information Processing	6.409	8.016	10.01	11.07	12.21
-DNA Maintenance	Environmental Information Processing	1.643	2.06	2.429	2.486	2.629
-RNA Family	Environmental Information Processing	0.000179	0.0001882	0.0001786	0.0001757	0.0001762
Environmental Information Processing	Environmental Information Processing	1	1	1	1	1
-Signal Transduction	Environmental Information Processing	0.9915	1	1	1	1
-Signaling Molecules and Interaction	Environmental Information Processing	0.00846	4.189e-05	3.943e-05	3.865e-05	3.866e-05
Cellular Processes	Environmental Information Processing	1.891	1.508	1.906	2.088	2.259
-Cell Structure	Environmental Information Processing	0.1556	0.4443	0.5784	0.6302	0.5683
-Crystallins	Environmental Information Processing	0	0	0	0	0
-Stress Response	Environmental Information Processing	0	0	0	0	0
