Numerator	Denominator	Valgepea data mu 0 11	Valgepea data mu 0 21	Valgepea data mu 0 31	Valgepea data mu 0 40	Valgepea data mu 0 48
Environmental Information Processing	Genetic Information Processing	0.02665	0.01991	0.01494	0.01221	0.01023
-Signal Transduction	Genetic Information Processing	0.02644	0.01991	0.01494	0.01221	0.01023
-Signaling Molecules and Interaction	Genetic Information Processing	0.0002108	6.295e-07	4.36e-07	3.554e-07	2.928e-07
Cellular Processes	Genetic Information Processing	0.03576	0.02523	0.023	0.02074	0.01879
-Cell Structure	Genetic Information Processing	0.003324	0.006868	0.006578	0.00596	0.004427
-Crystallins	Genetic Information Processing	0	0	0	0	0
-Stress Response	Genetic Information Processing	0	0	0	0	0
-       Stress response	Genetic Information Processing	0	0	0	0	0
-Vesicular transport	Genetic Information Processing	0.001678	0.001255	0.001564	0.001077	0.00146
-Cytoskeleton	Genetic Information Processing	0.01037	0.009428	0.007905	0.007067	0.006458
-Cell Motility	Genetic Information Processing	0.01381	1.063e-05	7.387e-06	6.033e-06	4.979e-06
-Cell Growth and Death	Genetic Information Processing	0.007649	0.007982	0.007222	0.00676	0.006645
-Cellular Community	Genetic Information Processing	0	0	0	0	0
Metabolism	Genetic Information Processing	1.395	1.298	1.141	1.04	0.8952
-Membrane Transport	Genetic Information Processing	0.2656	0.2159	0.1832	0.1531	0.1204
-Central Carbon Metabolism	Genetic Information Processing	0.4601	0.3976	0.3348	0.2815	0.2281
-Energy Metabolism	Genetic Information Processing	0.05048	0.05547	0.05422	0.04782	0.03957
-Biosynthesis	Genetic Information Processing	0.3602	0.385	0.3665	0.3813	0.3546
-Other Enzymes	Genetic Information Processing	0.251	0.209	0.1787	0.1573	0.1443
Organismal Systems	Genetic Information Processing	0	0	0	0	0
-Immune System	Genetic Information Processing	0	0	0	0	0
-Endocrine System	Genetic Information Processing	0	0	0	0	0
-Circulatory System	Genetic Information Processing	0	0	0	0	0
-Digestive System	Genetic Information Processing	0	0	0	0	0
-Excretory System	Genetic Information Processing	0	0	0	0	0
-Nervous System	Genetic Information Processing	0	0	0	0	0
-Sensory System	Genetic Information Processing	0	0	0	0	0
-Development	Genetic Information Processing	0	0	0	0	0
-Environmental Adaptation	Genetic Information Processing	0	0	0	0	0
Human Diseases	Genetic Information Processing	0.004678	0.004535	0.003322	0.002735	0.00235
-Cancers	Genetic Information Processing	0	0	0	0	0
-Immune Diseases	Genetic Information Processing	0	0	0	0	0
-Neurodegenerative Diseases	Genetic Information Processing	0	0	0	0	0
-Substance Dependence	Genetic Information Processing	0	0	0	0	0
-Cardiovascular Diseases	Genetic Information Processing	0	0	0	0	0
-Endocrine and Metabolic Diseases	Genetic Information Processing	0	0	0	0	0
-Infectious Diseases	Genetic Information Processing	0.0005583	0.0004782	0.0005066	0.0004023	0.0004019
-Drug resistance	Genetic Information Processing	0.001214	0.001133	0.001021	0.0008481	0.000687
Not Mapped	Genetic Information Processing	0.2368	0.1819	0.1515	0.1299	0.1165
-Not Mapped	Genetic Information Processing	0.2368	0.1819	0.1515	0.1299	0.1165
TOTAL	-Transcription	21.82	20.96	21.38	22.82	22.94
MAPPED	-Transcription	19.91	19.46	19.99	21.48	21.64
Genetic Information Processing	-Transcription	8.066	8.267	9.16	10.32	11.19
-Transcription	-Transcription	1	1	1	1	1
-Translation	-Transcription	5.13	5.403	6.286	7.42	8.305
-Folding, Sorting and Degradation	-Transcription	1.424	1.391	1.409	1.493	1.507
-DNA Maintenance	-Transcription	0.5776	0.5401	0.496	0.4691	0.4469
-RNA Family	-Transcription	2.851e-05	2.285e-05	1.733e-05	1.59e-05	1.417e-05
Environmental Information Processing	-Transcription	0.2236	0.1731	0.1425	0.1314	0.1193
-Signal Transduction	-Transcription	0.2219	0.173	0.1425	0.1314	0.1193
-Signaling Molecules and Interaction	-Transcription	0.001701	5.205e-06	3.984e-06	3.669e-06	3.28e-06
Cellular Processes	-Transcription	0.2935	0.208	0.2115	0.2152	0.2116
-Cell Structure	-Transcription	0.02682	0.05678	0.0601	0.06153	0.04959
-Crystallins	-Transcription	0	0	0	0	0
-Stress Response	-Transcription	0	0	0	0	0
-       Stress response	-Transcription	0	0	0	0	0
-Vesicular transport	-Transcription	0.01344	0.01037	0.01429	0.01112	0.01627
-Cytoskeleton	-Transcription	0.08627	0.08077	0.07522	0.07535	0.07465
-Cell Motility	-Transcription	0.1127	8.755e-05	6.697e-05	6.171e-05	5.495e-05
-Cell Growth and Death	-Transcription	0.06155	0.06675	0.06918	0.07344	0.07821
-Cellular Community	-Transcription	0	0	0	0	0
Metabolism	-Transcription	11.34	10.81	10.53	10.82	10.1
-Membrane Transport	-Transcription	2.179	1.866	1.735	1.627	1.364
-Central Carbon Metabolism	-Transcription	3.708	3.378	3.055	2.905	2.57
-Energy Metabolism	-Transcription	0.4212	0.4736	0.504	0.5026	0.4582
-Biosynthesis	-Transcription	3.005	3.302	3.486	4.108	4.102
-Other Enzymes	-Transcription	2.054	1.79	1.659	1.643	1.624
Organismal Systems	-Transcription	0	0	0	0	0
-Immune System	-Transcription	0	0	0	0	0
-Endocrine System	-Transcription	0	0	0	0	0
-Circulatory System	-Transcription	0	0	0	0	0
-Digestive System	-Transcription	0	0	0	0	0
-Excretory System	-Transcription	0	0	0	0	0
-Nervous System	-Transcription	0	0	0	0	0
-Sensory System	-Transcription	0	0	0	0	0
-Development	-Transcription	0	0	0	0	0
-Environmental Adaptation	-Transcription	0	0	0	0	0
Human Diseases	-Transcription	0.03957	0.03934	0.03161	0.02938	0.02741
-Cancers	-Transcription	0	0	0	0	0
-Immune Diseases	-Transcription	0	0	0	0	0
-Neurodegenerative Diseases	-Transcription	0	0	0	0	0
-Substance Dependence	-Transcription	0	0	0	0	0
-Cardiovascular Diseases	-Transcription	0	0	0	0	0
-Endocrine and Metabolic Diseases	-Transcription	0	0	0	0	0
-Infectious Diseases	-Transcription	0.004503	0.003954	0.004613	0.004082	0.004375
-Drug resistance	-Transcription	0.009508	0.009121	0.009124	0.008554	0.007478
Not Mapped	-Transcription	1.911	1.504	1.385	1.341	1.305
-Not Mapped	-Transcription	1.911	1.504	1.385	1.341	1.305
TOTAL	-Translation	4.254	3.88	3.397	3.072	2.762
MAPPED	-Translation	3.881	3.601	3.177	2.892	2.604
Genetic Information Processing	-Translation	1.576	1.532	1.453	1.39	1.349
-Transcription	-Translation	0.1931	0.1836	0.1586	0.1337	0.1202
-Translation	-Translation	1	1	1	1	1
-Folding, Sorting and Degradation	-Translation	0.2755	0.2542	0.2199	0.1965	0.1767
-DNA Maintenance	-Translation	0.1122	0.09977	0.07879	0.06306	0.05371
-RNA Family	-Translation	5.505e-06	4.195e-06	2.758e-06	2.15e-06	1.718e-06
Environmental Information Processing	-Translation	0.04175	0.0305	0.0217	0.01698	0.01377
-Signal Transduction	-Translation	0.04142	0.0305	0.0217	0.01698	0.01377
-Signaling Molecules and Interaction	-Translation	0.0003315	9.633e-07	6.331e-07	4.94e-07	3.947e-07
Cellular Processes	-Translation	0.0577	0.03876	0.03354	0.02885	0.02544
-Cell Structure	-Translation	0.005228	0.01051	0.009552	0.008284	0.005969
-Crystallins	-Translation	0	0	0	0	0
-Stress Response	-Translation	0	0	0	0	0
-       Stress response	-Translation	0	0	0	0	0
-Vesicular transport	-Translation	0.002668	0.00194	0.002289	0.001508	0.001983
-Cytoskeleton	-Translation	0.01636	0.01448	0.01151	0.009837	0.008715
-Cell Motility	-Translation	0.02184	1.648e-05	1.082e-05	8.442e-06	6.74e-06
-Cell Growth and Death	-Translation	0.01198	0.01215	0.01042	0.009339	0.00891
-Cellular Community	-Translation	0	0	0	0	0
Metabolism	-Translation	2.197	1.989	1.657	1.445	1.207
-Membrane Transport	-Translation	0.416	0.3308	0.266	0.212	0.1618
-Central Carbon Metabolism	-Translation	0.7256	0.609	0.4856	0.3907	0.307
-Energy Metabolism	-Translation	0.07944	0.08499	0.07881	0.06652	0.05358
-Biosynthesis	-Translation	0.5673	0.5899	0.5322	0.5301	0.4786
-Other Enzymes	-Translation	0.3947	0.3199	0.2588	0.2192	0.1947
Organismal Systems	-Translation	0	0	0	0	0
-Immune System	-Translation	0	0	0	0	0
-Endocrine System	-Translation	0	0	0	0	0
-Circulatory System	-Translation	0	0	0	0	0
-Digestive System	-Translation	0	0	0	0	0
-Excretory System	-Translation	0	0	0	0	0
-Nervous System	-Translation	0	0	0	0	0
-Sensory System	-Translation	0	0	0	0	0
-Development	-Translation	0	0	0	0	0
-Environmental Adaptation	-Translation	0	0	0	0	0
Human Diseases	-Translation	0.007397	0.006973	0.004843	0.003815	0.003179
-Cancers	-Translation	0	0	0	0	0
-Immune Diseases	-Translation	0	0	0	0	0
-Neurodegenerative Diseases	-Translation	0	0	0	0	0
-Substance Dependence	-Translation	0	0	0	0	0
-Cardiovascular Diseases	-Translation	0	0	0	0	0
-Endocrine and Metabolic Diseases	-Translation	0	0	0	0	0
-Infectious Diseases	-Translation	0.0008779	0.0007318	0.0007415	0.000571	0.0005524
-Drug resistance	-Translation	0.001958	0.001781	0.001517	0.001204	0.0009441
Not Mapped	-Translation	0.3725	0.2784	0.22	0.1805	0.1571
-Not Mapped	-Translation	0.3725	0.2784	0.22	0.1805	0.1571
TOTAL	-Folding, Sorting and Degradation	15.44	15.15	15.32	15.54	15.49
MAPPED	-Folding, Sorting and Degradation	14.08	14.06	14.33	14.62	14.61
Genetic Information Processing	-Folding, Sorting and Degradation	5.712	5.986	6.555	7.036	7.564
-Transcription	-Folding, Sorting and Degradation	0.701	0.7171	0.7035	0.6646	0.6584
-Translation	-Folding, Sorting and Degradation	3.63	3.907	4.511	5.061	5.586
-Folding, Sorting and Degradation	-Folding, Sorting and Degradation	1	1	1	1	1
-DNA Maintenance	-Folding, Sorting and Degradation	0.3991	0.3836	0.3494	0.3145	0.2955
-RNA Family	-Folding, Sorting and Degradation	1.999e-05	1.651e-05	1.254e-05	1.094e-05	9.596e-06
Environmental Information Processing	-Folding, Sorting and Degradation	0.1569	0.1192	0.09791	0.08592	0.0779
-Signal Transduction	-Folding, Sorting and Degradation	0.1557	0.1192	0.09791	0.08591	0.0779
-Signaling Molecules and Interaction	-Folding, Sorting and Degradation	0.001203	3.761e-06	2.855e-06	2.498e-06	2.214e-06
Cellular Processes	-Folding, Sorting and Degradation	0.2098	0.1525	0.1509	0.1469	0.1396
-Cell Structure	-Folding, Sorting and Degradation	0.01897	0.04103	0.04307	0.04189	0.03349
-Crystallins	-Folding, Sorting and Degradation	0	0	0	0	0
-Stress Response	-Folding, Sorting and Degradation	0	0	0	0	0
-       Stress response	-Folding, Sorting and Degradation	0	0	0	0	0
-Vesicular transport	-Folding, Sorting and Degradation	0.009475	0.007436	0.01011	0.007446	0.01081
-Cytoskeleton	-Folding, Sorting and Degradation	0.05971	0.05704	0.05242	0.05006	0.04926
-Cell Motility	-Folding, Sorting and Degradation	0.08023	6.156e-05	4.718e-05	4.107e-05	3.611e-05
-Cell Growth and Death	-Folding, Sorting and Degradation	0.04361	0.04818	0.04754	0.04812	0.05113
-Cellular Community	-Folding, Sorting and Degradation	0	0	0	0	0
Metabolism	-Folding, Sorting and Degradation	7.987	7.77	7.493	7.328	6.829
-Membrane Transport	-Folding, Sorting and Degradation	1.526	1.342	1.239	1.101	0.9169
-Central Carbon Metabolism	-Folding, Sorting and Degradation	2.693	2.345	2.131	1.936	1.732
-Energy Metabolism	-Folding, Sorting and Degradation	0.2928	0.3341	0.3535	0.3332	0.2964
-Biosynthesis	-Folding, Sorting and Degradation	2.031	2.305	2.409	2.686	2.669
-Other Enzymes	-Folding, Sorting and Degradation	1.466	1.261	1.173	1.103	1.106
Organismal Systems	-Folding, Sorting and Degradation	0	0	0	0	0
-Immune System	-Folding, Sorting and Degradation	0	0	0	0	0
-Endocrine System	-Folding, Sorting and Degradation	0	0	0	0	0
-Circulatory System	-Folding, Sorting and Degradation	0	0	0	0	0
-Digestive System	-Folding, Sorting and Degradation	0	0	0	0	0
-Excretory System	-Folding, Sorting and Degradation	0	0	0	0	0
-Nervous System	-Folding, Sorting and Degradation	0	0	0	0	0
-Sensory System	-Folding, Sorting and Degradation	0	0	0	0	0
-Development	-Folding, Sorting and Degradation	0	0	0	0	0
-Environmental Adaptation	-Folding, Sorting and Degradation	0	0	0	0	0
Human Diseases	-Folding, Sorting and Degradation	0.02685	0.02744	0.02203	0.01941	0.0179
-Cancers	-Folding, Sorting and Degradation	0	0	0	0	0
-Immune Diseases	-Folding, Sorting and Degradation	0	0	0	0	0
-Neurodegenerative Diseases	-Folding, Sorting and Degradation	0	0	0	0	0
-Substance Dependence	-Folding, Sorting and Degradation	0	0	0	0	0
-Cardiovascular Diseases	-Folding, Sorting and Degradation	0	0	0	0	0
-Endocrine and Metabolic Diseases	-Folding, Sorting and Degradation	0	0	0	0	0
-Infectious Diseases	-Folding, Sorting and Degradation	0.00331	0.002985	0.003487	0.002918	0.002988
-Drug resistance	-Folding, Sorting and Degradation	0.006487	0.006315	0.006206	0.005514	0.004791
Not Mapped	-Folding, Sorting and Degradation	1.352	1.087	0.9922	0.9128	0.8812
-Not Mapped	-Folding, Sorting and Degradation	1.352	1.087	0.9922	0.9128	0.8812
TOTAL	-DNA Maintenance	37.9	38.81	43.03	48.55	51.3
MAPPED	-DNA Maintenance	34.58	36.02	40.24	45.7	48.39
Genetic Information Processing	-DNA Maintenance	14.03	15.34	18.38	21.92	24.87
-Transcription	-DNA Maintenance	1.715	1.84	2.01	2.124	2.222
-Translation	-DNA Maintenance	8.904	10.01	12.65	15.76	18.48
-Folding, Sorting and Degradation	-DNA Maintenance	2.455	2.562	2.804	3.116	3.333
-DNA Maintenance	-DNA Maintenance	1	1	1	1	1
-RNA Family	-DNA Maintenance	4.889e-05	4.205e-05	3.5e-05	3.409e-05	3.198e-05
Environmental Information Processing	-DNA Maintenance	0.3668	0.3053	0.2745	0.2676	0.2541
-Signal Transduction	-DNA Maintenance	0.3639	0.3053	0.2745	0.2676	0.2541
-Signaling Molecules and Interaction	-DNA Maintenance	0.002954	9.636e-06	8.02e-06	7.807e-06	7.333e-06
Cellular Processes	-DNA Maintenance	0.5287	0.4039	0.4458	0.4786	0.4989
-Cell Structure	-DNA Maintenance	0.04658	0.1051	0.121	0.1309	0.1109
-Crystallins	-DNA Maintenance	0	0	0	0	0
-Stress Response	-DNA Maintenance	0	0	0	0	0
-       Stress response	-DNA Maintenance	0	0	0	0	0
-Vesicular transport	-DNA Maintenance	0.02377	0.01944	0.02897	0.02379	0.03659
-Cytoskeleton	-DNA Maintenance	0.1496	0.1497	0.1514	0.1601	0.167
-Cell Motility	-DNA Maintenance	0.1956	0.0001647	0.0001363	0.0001324	0.0001242
-Cell Growth and Death	-DNA Maintenance	0.1125	0.13	0.1398	0.1557	0.1756
-Cellular Community	-DNA Maintenance	0	0	0	0	0
Metabolism	-DNA Maintenance	19.61	19.97	21.1	22.96	22.54
-Membrane Transport	-DNA Maintenance	3.734	3.374	3.39	3.361	3.003
-Central Carbon Metabolism	-DNA Maintenance	6.42	6.345	6.269	6.271	5.94
-Energy Metabolism	-DNA Maintenance	0.7277	0.8629	1.007	1.059	0.9992
-Biosynthesis	-DNA Maintenance	5.152	6.053	6.969	8.611	9.155
-Other Enzymes	-DNA Maintenance	3.558	3.286	3.358	3.495	3.608
Organismal Systems	-DNA Maintenance	0	0	0	0	0
-Immune System	-DNA Maintenance	0	0	0	0	0
-Endocrine System	-DNA Maintenance	0	0	0	0	0
-Circulatory System	-DNA Maintenance	0	0	0	0	0
-Digestive System	-DNA Maintenance	0	0	0	0	0
-Excretory System	-DNA Maintenance	0	0	0	0	0
-Nervous System	-DNA Maintenance	0	0	0	0	0
-Sensory System	-DNA Maintenance	0	0	0	0	0
-Development	-DNA Maintenance	0	0	0	0	0
-Environmental Adaptation	-DNA Maintenance	0	0	0	0	0
Human Diseases	-DNA Maintenance	0.06568	0.06989	0.06146	0.06049	0.0592
-Cancers	-DNA Maintenance	0	0	0	0	0
-Immune Diseases	-DNA Maintenance	0	0	0	0	0
-Neurodegenerative Diseases	-DNA Maintenance	0	0	0	0	0
-Substance Dependence	-DNA Maintenance	0	0	0	0	0
-Cardiovascular Diseases	-DNA Maintenance	0	0	0	0	0
-Endocrine and Metabolic Diseases	-DNA Maintenance	0	0	0	0	0
-Infectious Diseases	-DNA Maintenance	0.007988	0.00751	0.009884	0.009472	0.01084
-Drug resistance	-DNA Maintenance	0.01738	0.01776	0.01914	0.01893	0.01738
Not Mapped	-DNA Maintenance	3.319	2.785	2.787	2.853	2.918
-Not Mapped	-DNA Maintenance	3.319	2.785	2.787	2.853	2.918
TOTAL	-RNA Family	673200	805500	1073000	1244000	1399000
MAPPED	-RNA Family	614200	747700	1004000	1171000	1320000
Genetic Information Processing	-RNA Family	255200	326200	469300	574600	696300
-Transcription	-RNA Family	32570	40530	52540	56970	63960
-Translation	-RNA Family	159500	209300	318000	407500	509300
-Folding, Sorting and Degradation	-RNA Family	47730	58540	77230	88390	99850
-DNA Maintenance	-RNA Family	17730	20650	24820	25530	27270
-RNA Family	-RNA Family	1	1	1	1	1
Environmental Information Processing	-RNA Family	7038	7082	7823	7844	7836
-Signal Transduction	-RNA Family	6977	7082	7822	7844	7836
-Signaling Molecules and Interaction	-RNA Family	52.47	0.2	0.2	0.2	0.2
Cellular Processes	-RNA Family	9322	8286	11000	12170	13540
-Cell Structure	-RNA Family	827.3	2182	3017	3354	3024
-Crystallins	-RNA Family	0	0	0	0	0
-Stress Response	-RNA Family	0	0	0	0	0
-       Stress response	-RNA Family	0	0	0	0	0
-Vesicular transport	-RNA Family	423.3	404.3	725.3	612.3	1007
-Cytoskeleton	-RNA Family	2576	2991	3615	3966	4397
-Cell Motility	-RNA Family	3811	3.467	3.467	3.467	3.467
-Cell Growth and Death	-RNA Family	2090	2786	3634	4236	5105
-Cellular Community	-RNA Family	0	0	0	0	0
Metabolism	-RNA Family	347100	412300	523600	585100	611300
-Membrane Transport	-RNA Family	71990	78480	97000	97800	88910
-Central Carbon Metabolism	-RNA Family	122000	130700	158000	162400	159400
-Energy Metabolism	-RNA Family	13540	19100	26960	29380	29320
-Biosynthesis	-RNA Family	90240	124700	171500	219200	247500
-Other Enzymes	-RNA Family	65910	72280	88140	95180	104800
Organismal Systems	-RNA Family	0	0	0	0	0
-Immune System	-RNA Family	0	0	0	0	0
-Endocrine System	-RNA Family	0	0	0	0	0
-Circulatory System	-RNA Family	0	0	0	0	0
-Digestive System	-RNA Family	0	0	0	0	0
-Excretory System	-RNA Family	0	0	0	0	0
-Nervous System	-RNA Family	0	0	0	0	0
-Sensory System	-RNA Family	0	0	0	0	0
-Development	-RNA Family	0	0	0	0	0
-Environmental Adaptation	-RNA Family	0	0	0	0	0
Human Diseases	-RNA Family	1344	1662	1756	1774	1851
-Cancers	-RNA Family	0	0	0	0	0
-Immune Diseases	-RNA Family	0	0	0	0	0
-Neurodegenerative Diseases	-RNA Family	0	0	0	0	0
-Substance Dependence	-RNA Family	0	0	0	0	0
-Cardiovascular Diseases	-RNA Family	0	0	0	0	0
-Endocrine and Metabolic Diseases	-RNA Family	0	0	0	0	0
-Infectious Diseases	-RNA Family	173.7	189.9	289.5	278.3	324.1
-Drug resistance	-RNA Family	309.7	369.7	479.3	487.3	478.3
Not Mapped	-RNA Family	58940	57790	69510	73080	79580
-Not Mapped	-RNA Family	58940	57790	69510	73080	79580
TOTAL	Environmental Information Processing	98.4	112.2	137.1	163.1	185.3
MAPPED	Environmental Information Processing	89.78	104.2	128.2	153.5	174.8
Genetic Information Processing	Environmental Information Processing	36.41	44.2	58.41	73.57	90.17
-Transcription	Environmental Information Processing	4.302	5.184	6.198	6.899	7.725
-Translation	Environmental Information Processing	23.14	29.03	40.48	53.26	67.25
-Folding, Sorting and Degradation	Environmental Information Processing	6.37	7.488	9.111	10.7	12.06
-DNA Maintenance	Environmental Information Processing	2.596	2.94	3.249	3.433	3.711
-RNA Family	Environmental Information Processing	0.0001345	0.0001388	0.0001278	0.0001222	0.000121
Environmental Information Processing	Environmental Information Processing	1	1	1	1	1
-Signal Transduction	Environmental Information Processing	0.9921	1	1	1	1
-Signaling Molecules and Interaction	Environmental Information Processing	0.007669	2.787e-05	2.555e-05	2.622e-05	2.649e-05
Cellular Processes	Environmental Information Processing	1.338	1.155	1.384	1.538	1.716
-Cell Structure	Environmental Information Processing	0.1209	0.304	0.3854	0.4398	0.4006
-Crystallins	Environmental Information Processing	0	0	0	0	0
