Numerator	Denominator	mpn Kuehner	eco Valgepea 2013 48	sce Nagaraj	sce deGodoy	sce Newman rich	sce Newman minimal	hsa Khan Chimpanzee Protein	hsa Khan Human Protein	hsa Geiger 2012 HeLa	hsa Geiger 2012 U2OS	hsa Nagaraj 2011	hsa Beck
-Other Enzymes	TOTAL	0.1871	0.1541	0.1369	0.1806	0.1321	0.1584	0.1173	0.1273	0.08381	0.08036	0.09299	0.1089
Organismal Systems	TOTAL	0	3.438e-05	0.002663	0.003446	0.004224	0.004291	0.05125	0.04202	0.02962	0.03499	0.03425	0.04849
-Immune System	TOTAL	0	0	0.001638	0.001758	0.001443	0.001578	0.02376	0.02325	0.009741	0.009389	0.01201	0.008798
-Endocrine System	TOTAL	0	0	0.0003019	0.0003482	0.0007888	0.0008609	0.01338	0.006217	0.004662	0.007634	0.005343	0.01012
-Circulatory System	TOTAL	0	0	5.657e-05	4.544e-05	0.0008171	0.0008198	0.002433	0.002147	0.004841	0.006231	0.00306	0.005986
-Digestive System	TOTAL	0	3.438e-05	0.0003019	0.0003482	0.0007466	0.000828	0.003181	0.003048	0.004953	0.004814	0.005459	0.005416
-Excretory System	TOTAL	0	0	0.001259	0.001442	0.001371	0.001309	0.007184	0.006771	0.003149	0.005151	0.005561	0.005467
-Nervous System	TOTAL	0	4.776e-11	0.0003019	0.0003482	0.0008171	0.000828	0.005765	0.00527	0.004214	0.005403	0.003665	0.006884
-Sensory System	TOTAL	0	0	0.0003776	4.312e-05	9.878e-05	0.0001463	0.0003088	0.0002991	0.0006189	0.0008789	0.0003096	1.905e-05
-Development	TOTAL	0	0	0.0002547	0.001296	0	0	0.001628	0.001484	0.004875	0.005677	0.009467	0.02424
-Environmental Adaptation	TOTAL	0	0	0.0002292	0.0001621	0.000156	0.0001571	0.001704	0.001418	0.001498	0.001428	0.002179	0.0006803
Human Diseases	TOTAL	0.06084	0.00518	0.01395	0.02089	0.02714	0.03143	0.08943	0.08434	0.09928	0.08248	0.08207	0.06703
-Cancers	TOTAL	0.002435	4.585e-05	0.0005334	0.0009084	0.0004637	0.0005436	0.007329	0.007065	0.007354	0.007579	0.006878	0.003752
-Immune System Diseases	TOTAL	0	6.161e-05	0.0008766	0.001857	0.01542	0.01786	0.005607	0.005164	0.05196	0.03886	0.004344	0.02301
-Neurodegenerative Diseases	TOTAL	0	0	0.008216	0.009003	0.006462	0.008534	0.03493	0.03262	0.02137	0.01777	0.02756	0.01129
-Cardiovascular Diseases	TOTAL	0	0	2.33e-05	7.412e-05	2.184e-05	2.695e-05	0.005456	0.003683	0.005288	0.005062	0.01934	0.003284
-Metabolic Diseases	TOTAL	0.03568	0.002398	0.001518	0.003853	0	0	0.00307	0.005448	0.003193	0.003121	0.01542	0.005871
-Infectious Diseases	TOTAL	0.06084	0.00518	0.005863	0.01338	0.007718	0.006896	0.04412	0.04159	0.01832	0.02282	0.03042	0.03752
Not Mapped	TOTAL	0.1975	0.07465	0.151	0.1073	0.1717	0.174	0.2076	0.2038	0.1974	0.2058	0.2129	0.1053
-Not Mapped	TOTAL	0.1975	0.07465	0.151	0.1073	0.1717	0.174	0.2076	0.2038	0.1974	0.2058	0.2129	0.1053
TOTAL	MAPPED	1.246	1.081	1.178	1.12	1.207	1.211	1.262	1.256	1.246	1.259	1.27	1.118
MAPPED	MAPPED	1	1	1	1	1	1	1	1	1	1	1	1
Genetic Information Processing	MAPPED	0.3637	0.5188	0.5203	0.4471	0.4847	0.4404	0.4317	0.4366	0.5323	0.5154	0.3889	0.4298
-Transcription	MAPPED	0.01377	0.03035	0.00514	0.003704	0.008564	0.007882	0.05181	0.04798	0.0479	0.04181	0.04004	0.04423
-Translation	MAPPED	0.184	0.394	0.4032	0.3133	0.3571	0.3229	0.1523	0.1546	0.2608	0.2446	0.1447	0.1978
-Folding, Sorting and Degradation	MAPPED	0.1362	0.07331	0.1015	0.1275	0.1068	0.09533	0.184	0.1838	0.1286	0.1397	0.1567	0.1451
-DNA Maintenance	MAPPED	0.04318	0.02445	0.01548	0.007331	0.02861	0.02995	0.06298	0.06111	0.1004	0.09507	0.06238	0.05343
-RNA Family	MAPPED	0	7.225e-10	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	MAPPED	0.00112	0.008811	0.007581	0.004719	0.01015	0.008122	0.03039	0.0292	0.03795	0.04464	0.0327	0.05392
-Signal Transduction	MAPPED	0.00112	0.008783	0.001961	0.001407	0.004752	0.00347	0.009737	0.0109	0.01377	0.01627	0.01414	0.01796
-Signaling Molecules and Interaction	MAPPED	0	9.522e-05	0.005986	0.003384	0.005588	0.004617	0.02464	0.02255	0.02869	0.03304	0.02256	0.03958
Cellular Processes	MAPPED	0.06617	0.01133	0.01641	0.01986	0.03555	0.03591	0.1153	0.1032	0.1163	0.1346	0.1974	0.2009
-Hemoglobin	MAPPED	0	0	0	0	0	0	0	0	5.195e-06	8.824e-06	0	4.213e-05
-Vesicular Transport	MAPPED	0	0	0.00358	0.004343	0.005374	0.005452	0.02496	0.02898	0.01833	0.02044	0.02431	0.02839
-Cytoskeleton	MAPPED	0.02819	0.003404	0.004315	0.008674	0.003605	0.003835	0.06467	0.05016	0.07856	0.08553	0.1381	0.1534
-Cell Motility	MAPPED	0.007903	0.005984	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	MAPPED	0.0312	0.002536	0.008333	0.007786	0.02708	0.0271	0.02046	0.01949	0.01618	0.02071	0.02082	0.0172
-Cell Communication	MAPPED	0	0	0.0003497	0.0003857	0.001048	0.001053	0.008571	0.008901	0.007765	0.01289	0.03102	0.006359
Metabolism	MAPPED	0.5786	0.4672	0.4472	0.52	0.4563	0.5002	0.3151	0.3466	0.2203	0.2155	0.2848	0.2854
-Membrane Transport	MAPPED	0.05035	0.05982	0.01873	0.01271	0.01381	0.0114	0.004624	0.003371	0.00486	0.003184	0.001941	0.000844
-Central Carbon Metabolism	MAPPED	0.2251	0.09692	0.1889	0.2158	0.2077	0.1954	0.1128	0.1322	0.05385	0.05633	0.1062	0.1368
-Energy Metabolism	MAPPED	0.07133	0.03607	0.03912	0.05076	0.03915	0.0434	0.03167	0.03664	0.02138	0.01788	0.01612	0.04194
-Biosynthesis	MAPPED	0.1122	0.1554	0.1144	0.1394	0.1169	0.1591	0.06577	0.07139	0.05495	0.05435	0.06534	0.04463
-Other Enzymes	MAPPED	0.2331	0.1665	0.1613	0.2023	0.1594	0.1918	0.148	0.1599	0.1044	0.1012	0.1181	0.1217
Organismal Systems	MAPPED	0	3.716e-05	0.003136	0.00386	0.0051	0.005195	0.06468	0.05278	0.03691	0.04406	0.04352	0.0542
-Immune System	MAPPED	0	0	0.001929	0.00197	0.001742	0.00191	0.02999	0.02921	0.01214	0.01182	0.01526	0.009834
-Endocrine System	MAPPED	0	0	0.0003556	0.0003901	0.0009523	0.001042	0.01689	0.007808	0.005809	0.009612	0.006788	0.01132
-Circulatory System	MAPPED	0	0	6.663e-05	5.09e-05	0.0009864	0.0009925	0.003071	0.002696	0.006032	0.007846	0.003887	0.006691
-Digestive System	MAPPED	0	3.716e-05	0.0003556	0.0003901	0.0009013	0.001002	0.004015	0.003828	0.006171	0.006061	0.006936	0.006054
-Excretory System	MAPPED	0	0	0.001483	0.001615	0.001655	0.001585	0.009066	0.008504	0.003924	0.006486	0.007065	0.006111
-Nervous System	MAPPED	0	5.161e-11	0.0003556	0.0003901	0.0009864	0.001002	0.007275	0.006619	0.00525	0.006804	0.004656	0.007694
-Sensory System	MAPPED	0	0	0.0004447	4.831e-05	0.0001193	0.0001771	0.0003897	0.0003757	0.000771	0.001107	0.0003933	2.129e-05
-Development	MAPPED	0	0	0.0003	0.001451	0	0	0.002055	0.001864	0.006073	0.007148	0.01203	0.02709
-Environmental Adaptation	MAPPED	0	0	0.00027	0.0001815	0.0001883	0.0001902	0.00215	0.001781	0.001866	0.001798	0.002769	0.0007604
Human Diseases	MAPPED	0.07581	0.005598	0.01644	0.0234	0.03277	0.03805	0.1129	0.1059	0.1237	0.1039	0.1043	0.07491
-Cancers	MAPPED	0.003035	4.954e-05	0.0006283	0.001018	0.0005599	0.0006581	0.00925	0.008874	0.009162	0.009544	0.008739	0.004193
-Immune System Diseases	MAPPED	0	6.658e-05	0.001033	0.002081	0.01862	0.02163	0.007076	0.006486	0.06473	0.04893	0.005519	0.02572
-Neurodegenerative Diseases	MAPPED	0	0	0.009678	0.01009	0.007801	0.01033	0.04408	0.04097	0.02662	0.02237	0.03502	0.01262
-Cardiovascular Diseases	MAPPED	0	0	2.744e-05	8.303e-05	2.636e-05	3.263e-05	0.006885	0.004626	0.006588	0.006374	0.02458	0.00367
-Metabolic Diseases	MAPPED	0.04446	0.002592	0.001788	0.004316	0	0	0.003875	0.006842	0.003978	0.00393	0.01959	0.006561
-Infectious Diseases	MAPPED	0.07581	0.005598	0.006906	0.01499	0.009318	0.008348	0.05568	0.05224	0.02282	0.02873	0.03864	0.04194
Not Mapped	MAPPED	0.2461	0.08067	0.1779	0.1202	0.2073	0.2106	0.262	0.256	0.2459	0.2592	0.2705	0.1177
-Not Mapped	MAPPED	0.2461	0.08067	0.1779	0.1202	0.2073	0.2106	0.262	0.256	0.2459	0.2592	0.2705	0.1177
TOTAL	Genetic Information Processing	4.275	2.128	2.295	2.583	2.567	2.855	3.137	3.144	2.569	2.626	3.468	2.885
MAPPED	Genetic Information Processing	3.431	1.969	1.948	2.306	2.126	2.358	2.486	2.503	2.062	2.085	2.73	2.581
Genetic Information Processing	Genetic Information Processing	1	1	1	1	1	1	1	1	1	1	1	1
-Transcription	Genetic Information Processing	0.04216	0.05885	0.009979	0.008542	0.01723	0.01739	0.1245	0.1168	0.09549	0.0866	0.1081	0.1081
-Translation	Genetic Information Processing	0.6237	0.7729	0.7775	0.7152	0.751	0.7557	0.373	0.3825	0.5331	0.5056	0.3898	0.5066
-Folding, Sorting and Degradation	Genetic Information Processing	0.3827	0.1425	0.1958	0.2835	0.2203	0.2195	0.4269	0.4242	0.2636	0.2907	0.4072	0.3487
-DNA Maintenance	Genetic Information Processing	0.127	0.04736	0.02998	0.01664	0.05983	0.06907	0.1464	0.1424	0.1922	0.1882	0.1706	0.1263
-RNA Family	Genetic Information Processing	0	1.404e-09	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	Genetic Information Processing	0.003843	0.01722	0.01478	0.01071	0.0211	0.01873	0.07224	0.06902	0.07542	0.09185	0.08619	0.1337
-Signal Transduction	Genetic Information Processing	0.003843	0.01703	0.00382	0.003236	0.009937	0.007974	0.0224	0.02487	0.02789	0.03348	0.03726	0.04453
-Signaling Molecules and Interaction	Genetic Information Processing	0	0.0001846	0.01155	0.007682	0.01168	0.0107	0.05718	0.05244	0.0551	0.06539	0.05842	0.09553
Cellular Processes	Genetic Information Processing	0.2104	0.02201	0.0316	0.04474	0.07374	0.08312	0.2728	0.2524	0.2343	0.2762	0.5329	0.4981
-Hemoglobin	Genetic Information Processing	0	0	0	0	0	0	0	0	1.046e-05	1.818e-05	0	0.000103
-Vesicular Transport	Genetic Information Processing	0	0	0.006846	0.009725	0.0112	0.01255	0.05958	0.0694	0.03465	0.03941	0.0628	0.06833
-Cytoskeleton	Genetic Information Processing	0.08402	0.006702	0.008307	0.01945	0.007437	0.008709	0.1597	0.1274	0.1575	0.176	0.3626	0.3803
-Cell Motility	Genetic Information Processing	0.02711	0.01153	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	Genetic Information Processing	0.1032	0.004917	0.01619	0.01811	0.05683	0.06346	0.04884	0.04778	0.03264	0.04304	0.05669	0.04194
-Cell Communication	Genetic Information Processing	0	0	0.0006721	0.0008577	0.002203	0.002419	0.01989	0.02228	0.01535	0.02595	0.0831	0.01523
Metabolism	Genetic Information Processing	1.956	0.9198	0.8716	1.199	0.9648	1.179	0.7901	0.8742	0.4394	0.4418	0.7656	0.7366
-Membrane Transport	Genetic Information Processing	0.1542	0.116	0.03615	0.02846	0.02904	0.02626	0.01073	0.007902	0.009333	0.006588	0.004919	0.001977
-Central Carbon Metabolism	Genetic Information Processing	0.6294	0.1909	0.3682	0.4962	0.4343	0.4505	0.2623	0.3081	0.1003	0.1141	0.2902	0.3272
-Energy Metabolism	Genetic Information Processing	0.2081	0.06951	0.07549	0.1149	0.08264	0.1024	0.07942	0.0854	0.04037	0.03503	0.04173	0.1005
-Biosynthesis	Genetic Information Processing	0.3849	0.306	0.222	0.3119	0.2438	0.3751	0.1529	0.1664	0.1041	0.1066	0.1696	0.1091
-Other Enzymes	Genetic Information Processing	0.6996	0.3239	0.3117	0.4525	0.3341	0.4479	0.3522	0.3827	0.2032	0.2012	0.3083	0.2926
Organismal Systems	Genetic Information Processing	0	7.228e-05	0.006037	0.008963	0.01089	0.01234	0.1501	0.1228	0.07432	0.09066	0.1119	0.1416
-Immune System	Genetic Information Processing	0	0	0.003714	0.004405	0.00362	0.004378	0.06959	0.06793	0.02503	0.02465	0.04165	0.02438
-Endocrine System	Genetic Information Processing	0	0	0.0006905	0.0008997	0.002025	0.002458	0.03947	0.01864	0.01064	0.01904	0.01843	0.02674
-Circulatory System	Genetic Information Processing	0	0	0.0001299	0.0001171	0.002035	0.002254	0.007634	0.00675	0.01215	0.01614	0.01004	0.01659
-Digestive System	Genetic Information Processing	0	7.228e-05	0.0006861	0.0008675	0.00186	0.002276	0.009316	0.008979	0.01161	0.01247	0.01831	0.01501
-Excretory System	Genetic Information Processing	0	0	0.00289	0.003731	0.003449	0.003702	0.02254	0.02129	0.0079	0.01334	0.01929	0.01515
-Nervous System	Genetic Information Processing	0	1.004e-10	0.0006931	0.0008972	0.00205	0.002312	0.01737	0.01585	0.01043	0.01399	0.01214	0.0179
-Sensory System	Genetic Information Processing	0	0	0.0008634	0.0001093	0.0002517	0.0004137	0.0009302	0.0008737	0.00145	0.002168	0.001032	5.1e-05
-Development	Genetic Information Processing	0	0	0.0005788	0.003285	0	0	0.004989	0.004555	0.01227	0.01482	0.03107	0.0652
-Environmental Adaptation	Genetic Information Processing	0	0	0.000521	0.000412	0.0003885	0.0004318	0.004999	0.004149	0.003709	0.003696	0.007168	0.001769
Human Diseases	Genetic Information Processing	0.2601	0.01102	0.03164	0.05396	0.06996	0.09041	0.2654	0.2484	0.25	0.2184	0.2719	0.1801
-Cancers	Genetic Information Processing	0.008853	9.55e-05	0.001212	0.002298	0.00119	0.001552	0.02134	0.02139	0.0178	0.0192	0.02293	0.01005
-Immune System Diseases	Genetic Information Processing	0	0.0001298	0.002003	0.004838	0.03901	0.04968	0.01647	0.01495	0.1335	0.102	0.01507	0.06638
-Neurodegenerative Diseases	Genetic Information Processing	0	0	0.01863	0.02272	0.01666	0.02437	0.1055	0.0985	0.05299	0.04665	0.09576	0.02955
-Cardiovascular Diseases	Genetic Information Processing	0	0	5.282e-05	0.0001859	5.492e-05	7.496e-05	0.01644	0.01108	0.01237	0.01237	0.06444	0.008783
-Metabolic Diseases	Genetic Information Processing	0.1364	0.005052	0.003443	0.009723	0	0	0.009112	0.01617	0.007484	0.0077	0.05141	0.01572
-Infectious Diseases	Genetic Information Processing	0.2601	0.01102	0.01341	0.03456	0.01875	0.01842	0.1292	0.1225	0.04462	0.05629	0.1049	0.1005
Not Mapped	Genetic Information Processing	0.8442	0.1588	0.3465	0.2773	0.4407	0.4968	0.6514	0.6409	0.5071	0.5404	0.7384	0.3037
-Not Mapped	Genetic Information Processing	0.8442	0.1588	0.3465	0.2773	0.4407	0.4968	0.6514	0.6409	0.5071	0.5404	0.7384	0.3037
TOTAL	-Transcription	302.9	41.2	390.7	478.6	199.5	220.7	33.35	35.67	28.39	32.91	34.4	30.73
MAPPED	-Transcription	243.1	38.13	331.7	427.2	165.2	182.3	26.43	28.4	22.79	26.14	27.08	27.5
Genetic Information Processing	-Transcription	86.5	19.38	172.3	190.9	79.22	78.65	11.41	12.4	11.94	13.25	10.42	11.17
-Transcription	-Transcription	1	1	1	1	1	1	1	1	1	1	1	1
-Translation	-Transcription	44.71	15.05	133.3	133	59	58.87	4.034	4.398	5.943	6.378	3.84	5.474
-Folding, Sorting and Degradation	-Transcription	33.1	2.668	33.48	54.86	17.45	16.83	4.665	5.114	2.786	3.371	4.217	3.608
-DNA Maintenance	-Transcription	10.07	0.9721	4.521	3.315	3.745	4.383	1.709	1.807	2.251	2.396	1.578	1.387
-RNA Family	-Transcription	0	2.601e-08	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Transcription	0.1535	0.3157	2.15	1.721	1.501	1.272	0.6638	0.6911	0.8512	1.164	0.8862	1.494
-Signal Transduction	-Transcription	0.1535	0.3157	0.5263	0.6008	0.6451	0.505	0.1919	0.2239	0.3137	0.4243	0.3801	0.4975
-Signaling Molecules and Interaction	-Transcription	0	0.003138	1.627	1.16	0.9308	0.8417	0.5339	0.5329	0.582	0.7902	0.6087	1.003
Cellular Processes	-Transcription	15.25	0.4025	4.496	8.681	5.874	6.547	2.784	2.595	2.651	3.489	5.252	5.547
-Hemoglobin	-Transcription	0	0	0	0	0	0	0	0	0.0001133	0.0002301	0	0.0009525
-Vesicular Transport	-Transcription	0	0	0.9306	1.381	0.8149	0.8993	0.5351	0.6894	0.4217	0.5401	0.6582	0.7473
-Cytoskeleton	-Transcription	5.673	0.1298	1.397	3.1	0.5453	0.6626	1.708	1.422	1.735	2.189	3.725	4.249
-Cell Motility	-Transcription	1.921	0.202	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Transcription	7.312	0.08366	2.3	3.489	4.475	4.941	0.4387	0.4746	0.353	0.5077	0.5343	0.4334
-Cell Communication	-Transcription	0	0	0.114	0.201	0.1363	0.1519	0.1929	0.2091	0.1687	0.3264	0.7841	0.1748
Metabolism	-Transcription	140.6	17.95	147.3	222.2	75.14	89.09	7.9	9.318	4.864	5.59	7.71	7.715
-Membrane Transport	-Transcription	10.67	2.369	6.154	5.323	2.274	2.041	0.08924	0.07659	0.09858	0.07617	0.04741	0.02202
-Central Carbon Metabolism	-Transcription	42.98	3.319	53.57	92.14	31.27	30.87	2.415	3.114	1.239	1.508	2.877	3.656
-Energy Metabolism	-Transcription	10.51	1.256	10.63	19.76	6.447	6.9	0.638	0.7971	0.459	0.4324	0.4348	1.017
-Biosynthesis	-Transcription	23.03	5.474	27.92	59.53	19.31	30.81	1.57	1.847	1.175	1.397	1.678	1.227
-Other Enzymes	-Transcription	56.66	6.003	51.97	72.55	21.95	29.31	3.313	3.717	2.3	2.547	3.127	3.154
Organismal Systems	-Transcription	0	0.001368	0.995	1.648	0.7657	0.8764	1.457	1.182	0.8411	1.149	1.105	1.423
-Immune System	-Transcription	0	0	0.419	0.7147	0.2601	0.3165	0.5787	0.6297	0.261	0.2867	0.381	0.2724
-Endocrine System	-Transcription	0	0	0.0924	0.1194	0.1183	0.1468	0.4462	0.1988	0.1222	0.233	0.1743	0.2586
-Circulatory System	-Transcription	0	0	0.01889	0.02442	0.1812	0.2026	0.08091	0.06986	0.1375	0.2046	0.1053	0.1853
-Digestive System	-Transcription	0	0.001368	0.1159	0.1519	0.1484	0.1714	0.08261	0.08467	0.1325	0.1581	0.1782	0.1677
-Excretory System	-Transcription	0	0	0.3581	0.69	0.2358	0.271	0.1882	0.1966	0.08941	0.1691	0.1765	0.1467
-Nervous System	-Transcription	0	1.858e-09	0.1008	0.1092	0.1223	0.1464	0.195	0.1894	0.1178	0.1778	0.1253	0.1785
-Sensory System	-Transcription	0	0	0.118	0.01881	0.01964	0.03028	0.008355	0.008684	0.01772	0.02885	0.01036	0.0005853
-Development	-Transcription	0	0	0.1005	0.6072	0	0	0.04557	0.039	0.1362	0.1838	0.3257	0.6244
-Environmental Adaptation	-Transcription	0	0	0.07336	0.06219	0.03459	0.03883	0.05445	0.04941	0.04186	0.04699	0.0704	0.01764
Human Diseases	-Transcription	11.54	0.189	4.75	7.822	4.67	5.851	2.518	2.621	2.619	2.473	2.806	1.797
-Cancers	-Transcription	0.4027	0.001784	0.1592	0.2924	0.09219	0.1125	0.2124	0.2262	0.1913	0.2313	0.2302	0.1153
-Immune System Diseases	-Transcription	0	0.00245	0.2519	0.8754	2.708	3.363	0.1366	0.1352	1.392	1.187	0.1462	0.6882
-Neurodegenerative Diseases	-Transcription	0	0	2.476	3.729	1.046	1.549	0.9238	0.9132	0.5558	0.5424	0.8861	0.3081
-Cardiovascular Diseases	-Transcription	0	0	0.006953	0.02552	0.003417	0.004681	0.1492	0.1162	0.1478	0.1639	0.6306	0.08311
-Metabolic Diseases	-Transcription	10.81	0.09882	0.5933	1.501	0	0	0.08307	0.1628	0.08542	0.09506	0.5161	0.15
-Infectious Diseases	-Transcription	6.553	0.189	1.776	5.005	1.273	1.251	1.297	1.3	0.5036	0.6949	0.9926	0.9787
Not Mapped	-Transcription	59.81	3.076	59	51.36	34.24	38.4	6.925	7.272	5.603	6.774	7.324	3.236
-Not Mapped	-Transcription	59.81	3.076	59	51.36	34.24	38.4	6.925	7.272	5.603	6.774	7.324	3.236
TOTAL	-Translation	6.926	2.761	2.963	3.63	3.453	3.819	8.477	8.314	4.918	5.254	9.317	5.716
MAPPED	-Translation	5.558	2.555	2.515	3.241	2.86	3.155	6.717	6.619	3.948	4.173	7.334	5.114
Genetic Information Processing	-Translation	1.993	1.325	1.299	1.435	1.371	1.374	2.875	2.846	2.067	2.12	2.833	2.179
-Transcription	-Translation	0.07652	0.07726	0.01284	0.01194	0.0245	0.02487	0.3457	0.3171	0.1855	0.1754	0.2836	0.2236
-Translation	-Translation	1	1	1	1	1	1	1	1	1	1	1	1
-Folding, Sorting and Degradation	-Translation	0.7555	0.1871	0.2552	0.407	0.3049	0.2991	1.208	1.194	0.4959	0.5736	1.142	0.7404
-DNA Maintenance	-Translation	0.2395	0.06235	0.039	0.02376	0.08203	0.09488	0.4177	0.4	0.394	0.3989	0.4621	0.2709
-RNA Family	-Translation	0	1.846e-09	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Translation	0.006162	0.02251	0.0191	0.01529	0.0289	0.02572	0.2017	0.1888	0.1498	0.1825	0.2247	0.2727
-Signal Transduction	-Translation	0.006162	0.02236	0.004894	0.00456	0.01363	0.01095	0.06448	0.07136	0.05278	0.06653	0.09842	0.09085
-Signaling Molecules and Interaction	-Translation	0	0.0002417	0.01506	0.01097	0.01578	0.0143	0.1644	0.1492	0.1139	0.1386	0.1655	0.203
Cellular Processes	-Translation	0.3651	0.02891	0.04068	0.06313	0.09955	0.1112	0.7637	0.6756	0.4477	0.5502	1.398	1.016
-Hemoglobin	-Translation	0	0	0	0	0	0	0	0	1.992e-05	3.638e-05	0	0.000213
-Vesicular Transport	-Translation	0	0	0.00888	0.01386	0.01526	0.01711	0.1647	0.1893	0.07096	0.08424	0.1714	0.1435
-Cytoskeleton	-Translation	0.1555	0.008696	0.0107	0.02792	0.01009	0.01187	0.4283	0.3332	0.3053	0.3497	1.013	0.7758
-Cell Motility	-Translation	0.04392	0.01527	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Translation	0.1734	0.006455	0.02075	0.02502	0.07591	0.08398	0.135	0.1267	0.06213	0.08521	0.1487	0.08707
-Cell Communication	-Translation	0	0	0.0008728	0.001231	0.002961	0.003292	0.05718	0.05789	0.03006	0.05226	0.2204	0.03194
Metabolism	-Translation	3.169	1.193	1.127	1.677	1.299	1.573	2.113	2.285	0.856	0.8966	2.035	1.454
-Membrane Transport	-Translation	0.2798	0.1523	0.04677	0.04058	0.0392	0.03557	0.03085	0.02231	0.01913	0.01336	0.01449	0.004329
-Central Carbon Metabolism	-Translation	1.226	0.2469	0.476	0.6994	0.5955	0.6189	0.7481	0.8652	0.2085	0.2322	0.7616	0.6927
-Energy Metabolism	-Translation	0.3964	0.09213	0.09841	0.1628	0.1106	0.1351	0.2129	0.2433	0.08345	0.07246	0.1182	0.2106
-Biosynthesis	-Translation	0.6172	0.3962	0.2858	0.4475	0.3273	0.4953	0.4362	0.4672	0.2122	0.2231	0.4669	0.2256
-Other Enzymes	-Translation	1.267	0.4257	0.4014	0.6464	0.4514	0.5981	0.9774	1.04	0.4043	0.4171	0.8229	0.6211
Organismal Systems	-Translation	0	9.484e-05	0.007805	0.01251	0.0145	0.01633	0.4316	0.3494	0.1415	0.1802	0.3011	0.2761
