Numerator	Denominator	mpn Kuehner	eco Valgepea 2013 48	sce Nagaraj	sce deGodoy	sce Newman rich	sce Newman minimal	hsa Khan Chimpanzee Protein	hsa Khan Human Protein	hsa Geiger 2012 HeLa	hsa Geiger 2012 U2OS	hsa Nagaraj 2011	hsa Beck
-Not Mapped	TOTAL	0.1798	0.09211	0.1253	0.07939	0.1459	0.1442	0.1728	0.1676	0.179	0.1782	0.1159	0.1037
TOTAL	MAPPED	1.219	1.101	1.143	1.086	1.171	1.169	1.209	1.201	1.218	1.217	1.131	1.116
MAPPED	MAPPED	1	1	1	1	1	1	1	1	1	1	1	1
Genetic Information Processing	MAPPED	0.2709	0.3339	0.4194	0.3533	0.4024	0.346	0.4001	0.3875	0.4432	0.4213	0.2894	0.3708
-Transcription	MAPPED	0.004673	0.0119	0.003157	0.002185	0.004465	0.00394	0.04483	0.04158	0.0485	0.03937	0.03378	0.0391
-Translation	MAPPED	0.1479	0.2441	0.2737	0.222	0.2616	0.2246	0.1284	0.125	0.1833	0.1675	0.07981	0.1523
-Folding, Sorting and Degradation	MAPPED	0.04694	0.05302	0.1198	0.1174	0.1121	0.09571	0.1634	0.1554	0.1364	0.1419	0.1095	0.1418
-DNA Maintenance	MAPPED	0.03538	0.01239	0.01609	0.006736	0.01343	0.01264	0.05582	0.05291	0.05255	0.05344	0.04659	0.03265
-RNA Family	MAPPED	0	2.604e-10	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	MAPPED	0	0.005931	0.003701	0.001676	0.005314	0.004374	0.01668	0.0154	0.02459	0.02615	0.01581	0.02075
-Signal Transduction	MAPPED	0	0.005931	0.00175	0.0007948	0.00247	0.001945	0.003896	0.004527	0.004781	0.005589	0.003683	0.002285
-Signaling Molecules and Interaction	MAPPED	0	1.157e-10	0.001883	0.0008449	0.002819	0.002396	0.01279	0.01087	0.01706	0.01808	0.01	0.01763
Cellular Processes	MAPPED	0.05465	0.01019	0.01318	0.01392	0.02738	0.0264	0.09967	0.08969	0.1496	0.1858	0.2816	0.1931
-Hemoglobin	MAPPED	0	0	0	0	0	0	0	0	9.522e-07	3.18e-06	0	6.444e-06
-Vesicular Transport	MAPPED	0	0	0.001878	0.001279	0.0025	0.002554	0.01707	0.01723	0.01128	0.01298	0.006835	0.005932
-Cytoskeleton	MAPPED	0.02081	0.003603	0.00331	0.005342	0.001217	0.001343	0.0485	0.03918	0.1041	0.1278	0.233	0.1589
-Cell Motility	MAPPED	0.00704	0.004348	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	MAPPED	0.0268	0.002235	0.007636	0.006585	0.02313	0.02195	0.01392	0.01413	0.01136	0.01342	0.009719	0.01039
-Cell Communication	MAPPED	0	0	0	0	0	0	0.01043	0.009936	0.01304	0.01895	0.02132	0.009319
Metabolism	MAPPED	0.5448	0.6198	0.5192	0.5836	0.5257	0.5782	0.2855	0.3113	0.2358	0.2221	0.206	0.2827
-Membrane Transport	MAPPED	0.02592	0.05833	0.02486	0.01766	0.02314	0.01649	0.001228	0.001169	0.002802	0.001502	0.001105	0.0002727
-Central Carbon Metabolism	MAPPED	0.1442	0.1164	0.127	0.1118	0.1341	0.1156	0.07698	0.09019	0.04124	0.04471	0.06365	0.1088
-Energy Metabolism	MAPPED	0.003829	0.02246	0.009131	0.01745	0.01282	0.01265	0.008827	0.008697	0.007724	0.006251	0.003492	0.001981
-Biosynthesis	MAPPED	0.07631	0.1725	0.1168	0.1414	0.1248	0.1662	0.04479	0.04873	0.04956	0.04629	0.0458	0.0256
-Other Enzymes	MAPPED	0.1332	0.1561	0.1286	0.1388	0.1132	0.1453	0.1106	0.1156	0.0978	0.09546	0.07356	0.07921
Organismal Systems	MAPPED	0	0	0.001459	0.0008341	0.001618	0.001909	0.0387	0.03724	0.0303	0.03723	0.02699	0.01981
-Immune System	MAPPED	0	0	7.735e-05	8.511e-05	0.0002169	0.0002644	0.01405	0.0156	0.005448	0.005537	0.003149	0.004274
-Endocrine System	MAPPED	0	0	7.132e-06	3.856e-06	0	0	0.006917	0.003533	0.001927	0.003365	0.0009515	0.003257
-Circulatory System	MAPPED	0	0	0	0	0	0	0.001453	0.001256	0.002719	0.004783	0.001515	0.0006032
-Digestive System	MAPPED	0	0	0	0	0	0	0.0004723	0.0003894	0.00391	0.005132	0.00228	0.001451
-Excretory System	MAPPED	0	0	0	1.004e-05	0	0	0.002097	0.002182	0.001591	0.001736	0.0009706	0.0009076
-Nervous System	MAPPED	0	0	0	0	0	0	0.0003775	0.0003908	0.002263	0.001674	0.0008251	0.0004616
-Sensory System	MAPPED	0	0	0	0	0	0	0	0	3.66e-06	2.686e-05	4.543e-18	0
-Development	MAPPED	0	0	0	0	0	0	0.0008972	0.0008714	0.0009814	0.001245	0.001943	0.00101
-Environmental Adaptation	MAPPED	0	0	0	0	0	0	0	0	5.605e-05	6.312e-05	2.325e-05	7.33e-06
Human Diseases	MAPPED	0	0.001635	0.007481	0.005014	0.01449	0.01661	0.06283	0.05915	0.06807	0.05836	0.05066	0.02772
-Cancers	MAPPED	0	0	2.218e-05	9.72e-06	0	0	0.003893	0.003951	0.004963	0.005304	0.002206	0.00187
-Immune System Diseases	MAPPED	0	0	0	1.76e-06	1.83e-05	3.785e-05	0.001998	0.001716	0.001387	0.001463	0.0003527	0.0009572
-Neurodegenerative Diseases	MAPPED	0	0	0.003416	0.00204	0.002582	0.005534	0.01644	0.01705	0.01611	0.01265	0.009738	0.005791
-Cardiovascular Diseases	MAPPED	0	0	0	0	0	0	0.006409	0.002823	0.006081	0.00378	0.007083	0.00358
-Metabolic Diseases	MAPPED	0	0	0	0	0	0	0	0	3.464e-06	1.914e-08	0	0
-Infectious Diseases	MAPPED	0	9.073e-05	0.0009562	0.0007074	0.002247	0.001533	0.01087	0.01066	0.01069	0.01132	0.0101	0.004381
Not Mapped	MAPPED	0.2192	0.1015	0.1433	0.08623	0.1708	0.1685	0.2089	0.2013	0.2181	0.2168	0.1311	0.1157
-Not Mapped	MAPPED	0.2192	0.1015	0.1433	0.08623	0.1708	0.1685	0.2089	0.2013	0.2181	0.2168	0.1311	0.1157
TOTAL	Genetic Information Processing	3.364	3.069	2.637	2.894	2.802	3.227	2.801	2.808	2.628	2.787	3.454	2.78
MAPPED	Genetic Information Processing	2.759	2.786	2.306	2.664	2.393	2.761	2.317	2.338	2.157	2.29	3.054	2.492
Genetic Information Processing	Genetic Information Processing	1	1	1	1	1	1	1	1	1	1	1	1
-Transcription	Genetic Information Processing	0.01319	0.03503	0.007301	0.00582	0.0111	0.01138	0.106	0.1001	0.1082	0.09215	0.1054	0.1009
-Translation	Genetic Information Processing	0.4172	0.686	0.6345	0.604	0.6346	0.629	0.309	0.3031	0.3996	0.3851	0.2437	0.3813
-Folding, Sorting and Degradation	Genetic Information Processing	0.1733	0.1542	0.2809	0.3323	0.2741	0.2707	0.4055	0.4011	0.3018	0.3284	0.3513	0.3757
-DNA Maintenance	Genetic Information Processing	0.09761	0.0371	0.03779	0.01906	0.03297	0.03608	0.1316	0.1296	0.1168	0.1255	0.1522	0.08667
-RNA Family	Genetic Information Processing	0	7.255e-10	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	Genetic Information Processing	0	0.01696	0.008535	0.004557	0.01305	0.01248	0.03885	0.03632	0.05511	0.06206	0.05238	0.0536
-Signal Transduction	Genetic Information Processing	0	0.01696	0.004035	0.002162	0.006067	0.00555	0.009074	0.01067	0.01072	0.01327	0.01273	0.005949
-Signaling Molecules and Interaction	Genetic Information Processing	0	3.224e-10	0.004398	0.002308	0.006833	0.006789	0.02978	0.02564	0.03829	0.04243	0.03315	0.04547
Cellular Processes	Genetic Information Processing	0.1542	0.03005	0.03049	0.03708	0.06746	0.07559	0.2339	0.2169	0.3237	0.4255	0.9171	0.4812
-Hemoglobin	Genetic Information Processing	0	0	0	0	0	0	0	0	2.054e-06	7.282e-06	0	1.606e-05
-Vesicular Transport	Genetic Information Processing	0	0	0.004342	0.003505	0.006161	0.007313	0.04012	0.04149	0.02546	0.03073	0.02118	0.01516
-Cytoskeleton	Genetic Information Processing	0.05742	0.01004	0.007705	0.01453	0.003024	0.00388	0.1144	0.09599	0.2269	0.2966	0.7301	0.4099
-Cell Motility	Genetic Information Processing	0.01942	0.01249	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	Genetic Information Processing	0.07566	0.006388	0.01766	0.01754	0.057	0.06221	0.03243	0.03332	0.02459	0.03074	0.032	0.02589
-Cell Communication	Genetic Information Processing	0	0	0	0	0	0	0.02472	0.02407	0.0288	0.04424	0.06874	0.02331
Metabolism	Genetic Information Processing	1.563	1.727	1.213	1.555	1.258	1.604	0.6767	0.7542	0.5106	0.5114	0.629	0.727
-Membrane Transport	Genetic Information Processing	0.0829	0.1717	0.05856	0.04837	0.05538	0.04554	0.002944	0.00286	0.00627	0.003558	0.003788	0.0007325
-Central Carbon Metabolism	Genetic Information Processing	0.4094	0.3485	0.2943	0.3054	0.321	0.3193	0.1783	0.2108	0.09125	0.1061	0.205	0.283
-Energy Metabolism	Genetic Information Processing	0.01143	0.06564	0.02146	0.04846	0.03135	0.03605	0.02071	0.02103	0.01701	0.01458	0.01137	0.005045
-Biosynthesis	Genetic Information Processing	0.2166	0.4808	0.2725	0.3766	0.3065	0.4744	0.1061	0.1178	0.1102	0.1087	0.1501	0.06507
-Other Enzymes	Genetic Information Processing	0.3687	0.4415	0.3065	0.3928	0.2777	0.4091	0.2615	0.2782	0.2207	0.2261	0.2253	0.1974
Organismal Systems	Genetic Information Processing	0	0	0.003422	0.002328	0.003947	0.00532	0.09126	0.08906	0.06675	0.08681	0.08659	0.05043
-Immune System	Genetic Information Processing	0	0	0.0001816	0.0002272	0.0005252	0.0007443	0.03313	0.03823	0.01188	0.01285	0.01026	0.01104
-Endocrine System	Genetic Information Processing	0	0	1.675e-05	1.049e-05	0	0	0.01603	0.008259	0.004299	0.007908	0.002919	0.008335
-Circulatory System	Genetic Information Processing	0	0	0	0	0	0	0.003425	0.003077	0.005939	0.01122	0.004937	0.001577
-Digestive System	Genetic Information Processing	0	0	0	0	0	0	0.001133	0.0009527	0.008617	0.01201	0.007314	0.003615
-Excretory System	Genetic Information Processing	0	0	0	2.676e-05	0	0	0.004945	0.005287	0.003468	0.004028	0.003163	0.002344
-Nervous System	Genetic Information Processing	0	0	0	0	0	0	0.00092	0.0009712	0.00503	0.003933	0.002657	0.001191
-Sensory System	Genetic Information Processing	0	0	0	0	0	0	0	0	8.067e-06	6.151e-05	1.444e-17	0
-Development	Genetic Information Processing	0	0	0	0	0	0	0.002126	0.002166	0.002189	0.002926	0.005962	0.002607
-Environmental Adaptation	Genetic Information Processing	0	0	0	0	0	0	0	0	0.0001209	0.000146	7.46e-05	1.885e-05
Human Diseases	Genetic Information Processing	0	0.004764	0.01757	0.01349	0.03601	0.04711	0.1456	0.1383	0.1495	0.1371	0.159	0.07154
-Cancers	Genetic Information Processing	0	0	5.179e-05	2.655e-05	0	0	0.009335	0.009664	0.01094	0.01242	0.007076	0.004678
-Immune System Diseases	Genetic Information Processing	0	0	0	4.808e-06	4.379e-05	0.0001045	0.004712	0.004205	0.002993	0.003386	0.001131	0.002462
-Neurodegenerative Diseases	Genetic Information Processing	0	0	0.008021	0.005489	0.006361	0.01558	0.0381	0.03985	0.03581	0.02969	0.03136	0.01494
-Cardiovascular Diseases	Genetic Information Processing	0	0	0	0	0	0	0.01511	0.006855	0.01326	0.008691	0.02163	0.008977
-Metabolic Diseases	Genetic Information Processing	0	0	0	0	0	0	0	0	7.552e-06	4.492e-08	0	0
-Infectious Diseases	Genetic Information Processing	0	0.0002672	0.002205	0.001896	0.005517	0.004376	0.02533	0.02515	0.02383	0.02592	0.03097	0.01092
Not Mapped	Genetic Information Processing	0.6048	0.2827	0.3304	0.2297	0.4088	0.4653	0.484	0.4706	0.4705	0.4965	0.4002	0.2883
-Not Mapped	Genetic Information Processing	0.6048	0.2827	0.3304	0.2297	0.4088	0.4653	0.484	0.4706	0.4705	0.4965	0.4002	0.2883
TOTAL	-Transcription	32.5	47.73	107.7	201.9	116.5	145.9	22.02	22.73	21.74	26.75	27.06	26.19
MAPPED	-Transcription	26.66	43.33	94.19	185.9	99.46	124.8	18.22	18.92	17.85	21.98	23.92	23.47
Genetic Information Processing	-Transcription	8.926	15.09	40.17	66.59	40.22	43.19	7.596	7.735	8.187	9.562	7.285	9.126
-Transcription	-Transcription	1	1	1	1	1	1	1	1	1	1	1	1
-Translation	-Transcription	3.948	10.58	25.97	41.71	26.4	28.35	2.367	2.405	3.272	3.683	1.909	3.612
-Folding, Sorting and Degradation	-Transcription	1.61	2.594	11.33	22.22	11.27	12.02	3.168	3.157	2.589	3.354	2.804	3.43
-DNA Maintenance	-Transcription	1.07	0.5772	1.673	1.632	1.541	1.819	1.061	1.168	1.069	1.3	1.164	0.7996
-RNA Family	-Transcription	0	1.158e-08	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Transcription	0	0.257	0.4281	0.3853	0.5581	0.5881	0.3513	0.3521	0.4665	0.6121	0.4024	0.5049
-Signal Transduction	-Transcription	0	0.257	0.2431	0.2166	0.2716	0.2772	0.08206	0.1035	0.09071	0.1308	0.1007	0.05624
-Signaling Molecules and Interaction	-Transcription	0	5.015e-09	0.1829	0.1687	0.2864	0.3109	0.2483	0.2398	0.3235	0.4458	0.2547	0.4194
Cellular Processes	-Transcription	1.572	0.4905	1.628	2.767	2.967	3.609	2.054	1.986	2.775	4.39	7.385	4.552
-Hemoglobin	-Transcription	0	0	0	0	0	0	0	0	1.7e-05	6.989e-05	0	0.0001513
-Vesicular Transport	-Transcription	0	0	0.2862	0.3293	0.2811	0.372	0.3145	0.3411	0.2139	0.3024	0.1659	0.1436
-Cytoskeleton	-Transcription	0.6699	0.1562	0.3342	1.161	0.1578	0.2133	0.9897	0.8649	1.979	2.936	5.958	3.877
-Cell Motility	-Transcription	0.1877	0.1884	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Transcription	0.7144	0.1081	0.9139	1.248	2.449	2.941	0.2933	0.3231	0.2266	0.3286	0.2474	0.2449
-Cell Communication	-Transcription	0	0	0	0	0	0	0.2072	0.2125	0.2474	0.4609	0.5487	0.2236
Metabolism	-Transcription	14.89	27.19	49.86	110.6	53.63	74.28	5.444	6.18	4.208	4.89	4.927	6.636
-Membrane Transport	-Transcription	0.8364	2.826	2.391	3.365	2.341	2.104	0.02237	0.02212	0.05313	0.03502	0.0276	0.006738
-Central Carbon Metabolism	-Transcription	4.962	5.423	12.39	22.72	16.04	16.53	1.491	1.8	0.7825	1.047	1.702	2.625
-Energy Metabolism	-Transcription	0.1021	1.042	1.393	5.107	1.617	1.821	0.1819	0.1967	0.1556	0.154	0.09993	0.04697
-Biosynthesis	-Transcription	3.786	7.672	15.08	40.13	16.13	24.78	0.8898	1.035	0.9525	1.058	1.144	0.6092
-Other Enzymes	-Transcription	4.903	7.47	12.58	27.35	12.4	20.61	2.045	2.27	1.854	2.225	1.765	1.867
Organismal Systems	-Transcription	0	0	0.1375	0.155	0.2131	0.2634	0.7897	0.7603	0.6105	0.9173	0.6911	0.4696
-Immune System	-Transcription	0	0	0.008355	0.03696	0.02823	0.03841	0.2867	0.3445	0.1078	0.1346	0.08115	0.108
-Endocrine System	-Transcription	0	0	0.0007704	0.001573	0	0	0.134	0.07051	0.03974	0.08543	0.02768	0.07995
-Circulatory System	-Transcription	0	0	0	0	0	0	0.0269	0.02575	0.05366	0.1073	0.0412	0.01474
-Digestive System	-Transcription	0	0	0	0	0	0	0.008603	0.007368	0.07927	0.1304	0.05838	0.03419
-Excretory System	-Transcription	0	0	0	0.004598	0	0	0.0428	0.04668	0.03032	0.0422	0.02501	0.02294
-Nervous System	-Transcription	0	0	0	0	0	0	0.007802	0.008767	0.04612	0.04249	0.02365	0.0118
-Sensory System	-Transcription	0	0	0	0	0	0	0	0	7.421e-05	0.0006297	1.326e-16	0
-Development	-Transcription	0	0	0	0	0	0	0.01783	0.01955	0.02013	0.03141	0.05045	0.02444
-Environmental Adaptation	-Transcription	0	0	0	0	0	0	0	0	0.001116	0.001553	0.0005955	0.0001721
Human Diseases	-Transcription	0	0.1043	0.8081	1.223	1.884	2.431	1.217	1.181	1.224	1.325	1.246	0.7088
-Cancers	-Transcription	0	0	0.002154	0.001975	0	0	0.07091	0.07475	0.1006	0.1347	0.05648	0.04487
-Immune System Diseases	-Transcription	0	0	0	0.0003577	0.002187	0.00541	0.04077	0.03789	0.02763	0.03601	0.00903	0.02247
-Neurodegenerative Diseases	-Transcription	0	0	0.369	0.4974	0.2902	0.804	0.3186	0.3403	0.3283	0.3119	0.2791	0.1378
-Cardiovascular Diseases	-Transcription	0	0	0	0	0	0	0.1196	0.05636	0.1085	0.0831	0.1694	0.08611
-Metabolic Diseases	-Transcription	0	0	0	0	0	0	0	0	6.183e-05	4.719e-07	0	0
-Infectious Diseases	-Transcription	0	0.007627	0.2191	0.1942	0.3891	0.3042	0.229	0.2439	0.2203	0.2771	0.2938	0.1033
Not Mapped	-Transcription	5.844	4.396	13.5	16.03	16.99	21.03	3.805	3.809	3.893	4.765	3.135	2.716
-Not Mapped	-Transcription	5.844	4.396	13.5	16.03	16.99	21.03	3.805	3.809	3.893	4.765	3.135	2.716
TOTAL	-Translation	8.046	4.445	4.078	4.719	4.372	5.09	8.945	9.069	6.276	6.935	12.58	7.142
MAPPED	-Translation	6.599	4.036	3.567	4.344	3.734	4.356	7.4	7.549	5.152	5.699	11.12	6.401
Genetic Information Processing	-Translation	1.815	1.366	1.518	1.568	1.503	1.508	3.095	3.099	2.318	2.433	3.244	2.416
-Transcription	-Translation	0.03084	0.04813	0.01127	0.009511	0.01667	0.01717	0.3349	0.3186	0.2526	0.2261	0.3822	0.2522
-Translation	-Translation	1	1	1	1	1	1	1	1	1	1	1	1
-Folding, Sorting and Degradation	-Translation	0.3145	0.2152	0.4289	0.521	0.4239	0.423	1.255	1.243	0.7189	0.8234	1.28	0.9238
-DNA Maintenance	-Translation	0.234	0.05068	0.05859	0.02989	0.05033	0.05527	0.4155	0.4043	0.2707	0.3053	0.5183	0.2122
-RNA Family	-Translation	0	1.057e-09	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Translation	0	0.0243	0.01323	0.007414	0.01992	0.01912	0.1234	0.1166	0.1295	0.1514	0.1877	0.1328
-Signal Transduction	-Translation	0	0.0243	0.006257	0.003517	0.009262	0.0085	0.02883	0.03429	0.02519	0.03236	0.04178	0.01489
-Signaling Molecules and Interaction	-Translation	0	4.67e-10	0.006716	0.00367	0.01052	0.01044	0.0946	0.08235	0.08875	0.1033	0.1188	0.1137
Cellular Processes	-Translation	0.3607	0.04111	0.04708	0.06059	0.1047	0.1175	0.7388	0.677	0.7826	1.069	3.377	1.245
-Hemoglobin	-Translation	0	0	0	0	0	0	0	0	4.939e-06	1.812e-05	0	4.125e-05
-Vesicular Transport	-Translation	0	0	0.006705	0.005763	0.009558	0.01137	0.1298	0.1349	0.05905	0.07476	0.07605	0.03855
-Cytoskeleton	-Translation	0.1374	0.01454	0.0119	0.02364	0.004544	0.005851	0.361	0.2994	0.5399	0.7286	2.646	1.017
-Cell Motility	-Translation	0.04646	0.01755	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Translation	0.1769	0.009021	0.02727	0.02866	0.08706	0.09579	0.103	0.107	0.05945	0.07726	0.1154	0.06697
-Cell Communication	-Translation	0	0	0	0	0	0	0.07772	0.07535	0.06869	0.1108	0.2509	0.06098
Metabolism	-Translation	3.683	2.518	1.852	2.54	1.982	2.527	2.128	2.361	1.226	1.269	2.439	1.813
-Membrane Transport	-Translation	0.171	0.2382	0.08998	0.07774	0.08726	0.0724	0.00945	0.009198	0.01467	0.008656	0.01229	0.001772
-Central Carbon Metabolism	-Translation	0.9529	0.4762	0.4549	0.4856	0.5058	0.5076	0.5772	0.6955	0.2171	0.2589	0.7219	0.7015
-Energy Metabolism	-Translation	0.02585	0.09063	0.0332	0.07747	0.04848	0.05567	0.06543	0.06566	0.04097	0.03649	0.04261	0.01286
-Biosynthesis	-Translation	0.5042	0.7008	0.4209	0.6154	0.4679	0.7266	0.3337	0.3678	0.2553	0.2644	0.5096	0.1652
-Other Enzymes	-Translation	0.8837	0.6385	0.4654	0.6159	0.4259	0.6379	0.8263	0.8859	0.5119	0.55	0.8613	0.5105
Organismal Systems	-Translation	0	0	0.005294	0.003717	0.006078	0.008342	0.2881	0.2845	0.1607	0.2173	0.316	0.1286
-Immune System	-Translation	0	0	0.0002816	0.0003747	0.0008155	0.001161	0.1046	0.1192	0.02826	0.03155	0.03748	0.02736
-Endocrine System	-Translation	0	0	2.565e-05	1.706e-05	0	0	0.05186	0.02725	0.01004	0.01931	0.01058	0.02101
-Circulatory System	-Translation	0	0	0	0	0	0	0.01081	0.009598	0.01413	0.02755	0.01849	0.00391
-Digestive System	-Translation	0	0	0	0	0	0	0.003635	0.003064	0.02089	0.03	0.02669	0.009348
-Excretory System	-Translation	0	0	0	4.373e-05	0	0	0.01561	0.01655	0.008253	0.009894	0.01112	0.00581
-Nervous System	-Translation	0	0	0	0	0	0	0.002847	0.003019	0.01166	0.009605	0.009359	0.002977
-Sensory System	-Translation	0	0	0	0	0	0	0	0	1.956e-05	0.0001546	5.443e-17	0
-Development	-Translation	0	0	0	0	0	0	0.006685	0.006733	0.005111	0.007145	0.02161	0.006514
-Environmental Adaptation	-Translation	0	0	0	0	0	0	0	0	0.0002945	0.0003662	0.0002723	4.741e-05
Human Diseases	-Translation	0	0.006666	0.02724	0.02234	0.0541	0.0726	0.4711	0.4562	0.3544	0.3349	0.5747	0.1788
-Cancers	-Translation	0	0	7.909e-05	4.222e-05	0	0	0.02996	0.03108	0.02652	0.031	0.02582	0.01224
