Numerator	Denominator	mpn Kuehner	eco Valgepea 2013 48	sce Nagaraj	sce deGodoy	sce Newman rich	sce Newman minimal	hsa Khan Chimpanzee Protein	hsa Khan Human Protein	hsa Geiger 2012 HeLa	hsa Geiger 2012 U2OS	hsa Nagaraj 2011	hsa Beck
Organismal Systems	TOTAL	0	0	0.001462	0.001119	0.001597	0.001799	0.03847	0.03067	0.01989	0.02633	0.02463	0.02029
-Immune System	TOTAL	0	0	0.000129	0.0001148	0.0004743	0.0004387	0.01196	0.01198	0.003655	0.003656	0.002665	0.002638
-Endocrine System	TOTAL	0	0	7.746e-06	3.631e-06	0	0	0.01163	0.004195	0.001841	0.004445	0.0006815	0.006147
-Circulatory System	TOTAL	0	0	0	0	0	0	0.001731	0.001517	0.00241	0.003839	0.001368	0.0005101
-Digestive System	TOTAL	0	0	0	0	0	0	0.0003004	0.0002554	0.001537	0.001768	0.002127	0.00118
-Excretory System	TOTAL	0	0	0	1.069e-06	0	0	0.001008	0.0008858	0.0004703	0.0006599	0.001161	0.000471
-Nervous System	TOTAL	0	0	0	0	0	0	0.0002368	0.0003255	0.0006245	0.0009121	0.0008016	0.0004323
-Sensory System	TOTAL	0	0	0	0	0	0	0	0	1.683e-06	1.368e-05	1.462e-17	0
-Development	TOTAL	0	0	0	0	0	0	0.0005608	0.0005099	0.0004977	0.0006405	0.001513	0.0006751
-Environmental Adaptation	TOTAL	0	0	0	0	0	0	0	0	1.486e-06	1.601e-06	3.322e-05	6.671e-06
Human Diseases	TOTAL	0	0.002124	0.006864	0.006678	0.01301	0.01488	0.04883	0.04774	0.05563	0.05254	0.04821	0.02315
-Cancers	TOTAL	0	0	8.551e-06	4.79e-06	0	0	0.002698	0.003238	0.003335	0.003122	0.002299	0.001488
-Immune System Diseases	TOTAL	0	0	0	5.251e-06	4.409e-05	9.368e-05	0.001579	0.001373	0.001949	0.00157	0.0003923	0.001062
-Neurodegenerative Diseases	TOTAL	0	0	0.00355	0.002527	0.00273	0.005154	0.01784	0.01828	0.01525	0.01247	0.01237	0.005399
-Cardiovascular Diseases	TOTAL	0	0	0	0	0	0	0.003433	0.001603	0.003093	0.002011	0.005639	0.001772
-Metabolic Diseases	TOTAL	0	0	0	0	0	0	0	0	2.981e-06	8.939e-09	0	0
-Infectious Diseases	TOTAL	0	5.158e-05	0.001071	0.00137	0.002648	0.002076	0.008826	0.007927	0.007985	0.008635	0.01013	0.003456
Not Mapped	TOTAL	0.1975	0.07465	0.151	0.1073	0.1717	0.174	0.2076	0.2038	0.1974	0.2058	0.2129	0.1053
-Not Mapped	TOTAL	0.1975	0.07465	0.151	0.1073	0.1717	0.174	0.2076	0.2038	0.1974	0.2058	0.2129	0.1053
TOTAL	MAPPED	1.246	1.081	1.178	1.12	1.207	1.211	1.262	1.256	1.246	1.259	1.27	1.118
MAPPED	MAPPED	1	1	1	1	1	1	1	1	1	1	1	1
Genetic Information Processing	MAPPED	0.283	0.5078	0.513	0.43	0.4684	0.4209	0.3988	0.3936	0.4845	0.4756	0.3656	0.3827
-Transcription	MAPPED	0.004114	0.02448	0.002986	0.001859	0.005444	0.004898	0.03564	0.03383	0.04346	0.03734	0.0369	0.0361
-Translation	MAPPED	0.1799	0.3911	0.3969	0.3085	0.3488	0.3157	0.1488	0.1506	0.2519	0.2384	0.134	0.195
-Folding, Sorting and Degradation	MAPPED	0.06151	0.06278	0.09414	0.1118	0.08996	0.07861	0.1502	0.144	0.1097	0.1253	0.1244	0.1143
-DNA Maintenance	MAPPED	0.0278	0.01952	0.0116	0.004596	0.01067	0.01052	0.0464	0.04746	0.05043	0.05216	0.05071	0.02925
-RNA Family	MAPPED	0	4.645e-10	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	MAPPED	0	0.007641	0.004969	0.002323	0.008389	0.006134	0.02245	0.02072	0.0276	0.03336	0.02371	0.0396
-Signal Transduction	MAPPED	0	0.007641	0.00122	0.0005197	0.003244	0.001789	0.004256	0.00519	0.00444	0.005339	0.0058	0.002953
-Signaling Molecules and Interaction	MAPPED	0	2.064e-10	0.003657	0.001691	0.00505	0.004216	0.01806	0.01553	0.02013	0.02488	0.01525	0.03497
Cellular Processes	MAPPED	0.06133	0.009731	0.01306	0.01626	0.03063	0.03086	0.0779	0.06801	0.104	0.1202	0.1787	0.1506
-Hemoglobin	MAPPED	0	0	0	0	0	0	0	0	2.496e-06	8.718e-06	0	1.615e-05
-Vesicular Transport	MAPPED	0	0	0.002213	0.001569	0.002489	0.002657	0.01407	0.01448	0.01039	0.01239	0.009797	0.005449
-Cytoskeleton	MAPPED	0.02334	0.003404	0.003863	0.006687	0.001433	0.001594	0.0308	0.02214	0.06938	0.07564	0.1199	0.1131
-Cell Motility	MAPPED	0.007903	0.004549	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	MAPPED	0.03008	0.001777	0.006297	0.007315	0.02582	0.02578	0.0159	0.01538	0.01199	0.01577	0.01646	0.01275
-Cell Communication	MAPPED	0	0	0	0	0	0	0.004965	0.004736	0.005608	0.007861	0.01303	0.003096
Metabolism	MAPPED	0.5604	0.4543	0.4389	0.5098	0.4418	0.4804	0.2935	0.3221	0.2068	0.2052	0.2699	0.2526
-Membrane Transport	MAPPED	0.03442	0.04933	0.01812	0.01178	0.01282	0.0105	0.001258	0.001187	0.002005	0.001173	0.001179	0.0004423
-Central Carbon Metabolism	MAPPED	0.1426	0.07158	0.1286	0.1253	0.1257	0.09897	0.07927	0.09252	0.03675	0.04107	0.0871	0.09078
-Energy Metabolism	MAPPED	0.00442	0.0159	0.007123	0.01309	0.01094	0.01354	0.01299	0.0131	0.01058	0.0088	0.00535	0.00218
-Biosynthesis	MAPPED	0.08377	0.1248	0.0771	0.1009	0.09415	0.126	0.03841	0.04386	0.03904	0.03835	0.05074	0.02432
-Other Enzymes	MAPPED	0.142	0.1334	0.1017	0.1276	0.1025	0.1203	0.102	0.1092	0.09022	0.09004	0.09496	0.07385
Organismal Systems	MAPPED	0	0	0.001722	0.001253	0.001928	0.002179	0.04855	0.03852	0.02478	0.03316	0.03129	0.02268
-Immune System	MAPPED	0	0	0.0001519	0.0001286	0.0005727	0.0005311	0.01509	0.01505	0.004554	0.004604	0.003386	0.002949
-Endocrine System	MAPPED	0	0	9.124e-06	4.067e-06	0	0	0.01468	0.005269	0.002293	0.005597	0.0008659	0.00687
-Circulatory System	MAPPED	0	0	0	0	0	0	0.002184	0.001906	0.003002	0.004834	0.001738	0.0005701
-Digestive System	MAPPED	0	0	0	0	0	0	0.0003792	0.0003207	0.001915	0.002226	0.002702	0.001319
-Excretory System	MAPPED	0	0	0	1.198e-06	0	0	0.001272	0.001113	0.0005859	0.0008309	0.001475	0.0005264
-Nervous System	MAPPED	0	0	0	0	0	0	0.0002988	0.0004088	0.0007781	0.001148	0.001018	0.0004832
-Sensory System	MAPPED	0	0	0	0	0	0	0	0	2.097e-06	1.722e-05	1.857e-17	0
-Development	MAPPED	0	0	0	0	0	0	0.0007077	0.0006405	0.0006201	0.0008065	0.001922	0.0007546
-Environmental Adaptation	MAPPED	0	0	0	0	0	0	0	0	1.852e-06	2.016e-06	4.221e-05	7.456e-06
Human Diseases	MAPPED	0	0.002296	0.008085	0.007481	0.0157	0.01801	0.06162	0.05996	0.06931	0.06615	0.06125	0.02587
-Cancers	MAPPED	0	0	1.007e-05	5.366e-06	0	0	0.003406	0.004067	0.004155	0.003932	0.002921	0.001663
-Immune System Diseases	MAPPED	0	0	0	5.883e-06	5.322e-05	0.0001134	0.001993	0.001724	0.002428	0.001977	0.0004983	0.001187
-Neurodegenerative Diseases	MAPPED	0	0	0.004182	0.00283	0.003296	0.006239	0.02252	0.02295	0.019	0.0157	0.01572	0.006034
-Cardiovascular Diseases	MAPPED	0	0	0	0	0	0	0.004333	0.002013	0.003854	0.002532	0.007165	0.00198
-Metabolic Diseases	MAPPED	0	0	0	0	0	0	0	0	3.714e-06	1.126e-08	0	0
-Infectious Diseases	MAPPED	0	5.574e-05	0.001262	0.001534	0.003197	0.002513	0.01114	0.009957	0.009949	0.01087	0.01288	0.003862
Not Mapped	MAPPED	0.2461	0.08067	0.1779	0.1202	0.2073	0.2106	0.262	0.256	0.2459	0.2592	0.2705	0.1177
-Not Mapped	MAPPED	0.2461	0.08067	0.1779	0.1202	0.2073	0.2106	0.262	0.256	0.2459	0.2592	0.2705	0.1177
TOTAL	Genetic Information Processing	3.406	2.067	2.252	2.491	2.429	2.671	2.904	2.866	2.283	2.428	3.219	2.597
MAPPED	Genetic Information Processing	2.733	1.913	1.912	2.224	2.012	2.206	2.301	2.282	1.832	1.928	2.534	2.324
Genetic Information Processing	Genetic Information Processing	1	1	1	1	1	1	1	1	1	1	1	1
-Transcription	Genetic Information Processing	0.01131	0.04772	0.005761	0.004134	0.01123	0.01112	0.08285	0.07883	0.07964	0.072	0.09541	0.08714
-Translation	Genetic Information Processing	0.4956	0.7506	0.7671	0.6966	0.7034	0.6993	0.3474	0.3485	0.4733	0.4678	0.3395	0.4536
-Folding, Sorting and Degradation	Genetic Information Processing	0.211	0.1236	0.1828	0.2599	0.1913	0.1854	0.3767	0.3659	0.2126	0.2428	0.3403	0.2833
-DNA Maintenance	Genetic Information Processing	0.08287	0.03843	0.0225	0.01038	0.02225	0.02416	0.1068	0.1159	0.1041	0.1097	0.131	0.0703
-RNA Family	Genetic Information Processing	0	8.885e-10	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	Genetic Information Processing	0	0.01462	0.009586	0.005256	0.01718	0.0139	0.05201	0.04746	0.05058	0.06575	0.06098	0.09356
-Signal Transduction	Genetic Information Processing	0	0.01462	0.002332	0.001164	0.00676	0.004119	0.009859	0.01189	0.008625	0.01074	0.01575	0.006871
-Signaling Molecules and Interaction	Genetic Information Processing	0	3.949e-10	0.007039	0.00381	0.01024	0.009458	0.04156	0.03557	0.04084	0.05232	0.03922	0.08435
Cellular Processes	Genetic Information Processing	0.1686	0.01913	0.02514	0.0369	0.06367	0.07073	0.1832	0.1608	0.1954	0.2333	0.4596	0.35
-Hemoglobin	Genetic Information Processing	0	0	0	0	0	0	0	0	4.574e-06	1.681e-05	0	3.754e-05
-Vesicular Transport	Genetic Information Processing	0	0	0.004259	0.00356	0.005173	0.006091	0.03265	0.03368	0.01995	0.02452	0.02675	0.01268
-Cytoskeleton	Genetic Information Processing	0.0638	0.006511	0.007454	0.01513	0.003025	0.003724	0.07146	0.05192	0.1305	0.1482	0.3129	0.271
-Cell Motility	Genetic Information Processing	0.0216	0.008812	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	Genetic Information Processing	0.08271	0.003452	0.01212	0.01636	0.0534	0.05872	0.03684	0.03523	0.02252	0.0306	0.04232	0.02963
-Cell Communication	Genetic Information Processing	0	0	0	0	0	0	0.01185	0.01134	0.01054	0.01525	0.03397	0.007203
Metabolism	Genetic Information Processing	1.563	0.8689	0.8448	1.141	0.8889	1.069	0.6812	0.7515	0.3831	0.3986	0.6907	0.6052
-Membrane Transport	Genetic Information Processing	0.1007	0.09585	0.03531	0.0267	0.02579	0.02316	0.003003	0.002719	0.003674	0.002262	0.003218	0.00112
-Central Carbon Metabolism	Genetic Information Processing	0.4007	0.1395	0.2475	0.2822	0.2529	0.2183	0.1824	0.2111	0.06925	0.08227	0.225	0.2192
-Energy Metabolism	Genetic Information Processing	0.01317	0.0308	0.01388	0.02992	0.02287	0.0311	0.03055	0.03096	0.0213	0.0181	0.01395	0.00524
-Biosynthesis	Genetic Information Processing	0.2354	0.2388	0.1484	0.2256	0.1962	0.2901	0.09169	0.1038	0.07154	0.07395	0.1327	0.05747
-Other Enzymes	Genetic Information Processing	0.3881	0.2571	0.1975	0.2943	0.2188	0.2789	0.237	0.2545	0.1742	0.1816	0.2592	0.1769
Organismal Systems	Genetic Information Processing	0	0	0.003343	0.002891	0.004039	0.00505	0.1126	0.09035	0.04992	0.0682	0.08159	0.05354
-Immune System	Genetic Information Processing	0	0	0.0002948	0.0002859	0.001194	0.001231	0.03502	0.03507	0.008567	0.009021	0.008886	0.007065
-Endocrine System	Genetic Information Processing	0	0	1.76e-05	9.205e-06	0	0	0.03408	0.01225	0.004618	0.01151	0.002282	0.01616
-Circulatory System	Genetic Information Processing	0	0	0	0	0	0	0.005069	0.00447	0.00582	0.009641	0.004531	0.001383
-Digestive System	Genetic Information Processing	0	0	0	0	0	0	0.0009206	0.0007838	0.003807	0.004336	0.007389	0.003064
-Excretory System	Genetic Information Processing	0	0	0	2.679e-06	0	0	0.00299	0.00263	0.00118	0.001709	0.003872	0.001265
-Nervous System	Genetic Information Processing	0	0	0	0	0	0	0.0007429	0.001023	0.001605	0.002395	0.002581	0.001198
-Sensory System	Genetic Information Processing	0	0	0	0	0	0	0	0	4.168e-06	3.541e-05	4.808e-17	0
-Development	Genetic Information Processing	0	0	0	0	0	0	0.001689	0.001603	0.001249	0.001659	0.005067	0.001842
-Environmental Adaptation	Genetic Information Processing	0	0	0	0	0	0	0	0	3.393e-06	3.887e-06	0.0001154	1.762e-05
Human Diseases	Genetic Information Processing	0	0.004446	0.01559	0.01674	0.0316	0.03974	0.1418	0.1368	0.127	0.1283	0.1614	0.06414
-Cancers	Genetic Information Processing	0	0	1.939e-05	1.209e-05	0	0	0.007917	0.009478	0.008258	0.008083	0.007989	0.003869
-Immune System Diseases	Genetic Information Processing	0	0	0	1.325e-05	0.0001071	0.0002502	0.004625	0.004043	0.004449	0.003812	0.001363	0.002804
-Neurodegenerative Diseases	Genetic Information Processing	0	0	0.008114	0.006335	0.0068	0.01446	0.05181	0.05238	0.03922	0.03288	0.04061	0.01496
-Cardiovascular Diseases	Genetic Information Processing	0	0	0	0	0	0	0.01005	0.004653	0.007603	0.005011	0.01841	0.004628
-Metabolic Diseases	Genetic Information Processing	0	0	0	0	0	0	0	0	7.134e-06	2.367e-08	0	0
-Infectious Diseases	Genetic Information Processing	0	0.0001087	0.002412	0.003436	0.00666	0.005785	0.0258	0.02281	0.01869	0.0211	0.03394	0.008975
Not Mapped	Genetic Information Processing	0.6726	0.1543	0.3401	0.2674	0.417	0.4646	0.6029	0.5842	0.4506	0.4997	0.6853	0.2734
-Not Mapped	Genetic Information Processing	0.6726	0.1543	0.3401	0.2674	0.417	0.4646	0.6029	0.5842	0.4506	0.4997	0.6853	0.2734
TOTAL	-Transcription	56.34	34.68	219.3	281	119.8	139.3	24.35	25.81	25.27	29.32	30.23	24.42
MAPPED	-Transcription	45.21	32.09	186.2	250.8	99.21	115	19.3	20.55	20.29	23.28	23.79	21.85
Genetic Information Processing	-Transcription	15.17	16.78	96.72	112	47.72	50.19	7.949	8.529	10.43	11.32	9.148	9.091
-Transcription	-Transcription	1	1	1	1	1	1	1	1	1	1	1	1
-Translation	-Transcription	8.149	12.59	75.11	78.57	34.84	36.57	2.873	3.138	5.109	5.619	3.188	4.282
-Folding, Sorting and Degradation	-Transcription	4.762	2.15	17.92	30.59	9.137	9.302	3.026	3.134	2.29	3.037	3.148	2.944
-DNA Maintenance	-Transcription	1.257	0.6589	2.618	1.407	1.464	1.516	0.9147	1.046	1.1	1.267	1.288	0.6391
-RNA Family	-Transcription	0	1.491e-08	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Transcription	0	0.2452	0.9935	0.5926	0.997	0.7993	0.4926	0.5024	0.5809	0.8088	0.602	0.9051
-Signal Transduction	-Transcription	0	0.2452	0.3005	0.1304	0.4026	0.2553	0.1012	0.1277	0.09268	0.1294	0.149	0.06851
-Signaling Molecules and Interaction	-Transcription	0	6.625e-09	0.6808	0.4623	0.5219	0.5161	0.3561	0.3374	0.4391	0.6042	0.3872	0.7906
Cellular Processes	-Transcription	2.992	0.3382	3.055	4.855	3.038	3.55	1.591	1.558	2.17	2.958	4.458	3.469
-Hemoglobin	-Transcription	0	0	0	0	0	0	0	0	5.064e-05	0.000203	0	0.000353
-Vesicular Transport	-Transcription	0	0	0.664	0.5374	0.2469	0.3057	0.2715	0.3123	0.2107	0.2964	0.2447	0.1259
-Cytoskeleton	-Transcription	1.274	0.1092	0.8035	1.846	0.2215	0.2662	0.7286	0.5643	1.49	1.83	2.938	2.966
-Cell Motility	-Transcription	0.3573	0.1499	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Transcription	1.36	0.06449	1.399	1.919	2.561	2.966	0.3492	0.3647	0.2689	0.4054	0.4178	0.2937
-Cell Communication	-Transcription	0	0	0	0	0	0	0.1064	0.1127	0.1258	0.2021	0.3506	0.07182
Metabolism	-Transcription	25.63	14.58	81.72	129.4	45.27	57.54	5.665	6.784	4.317	4.873	6.487	5.794
-Membrane Transport	-Transcription	1.78	1.665	3.421	3.188	1.366	1.318	0.02697	0.02931	0.04613	0.03142	0.02944	0.0111
-Central Carbon Metabolism	-Transcription	8.61	2.484	23.94	38.51	14.68	12.56	1.563	1.901	0.7671	0.9955	2.298	2.085
-Energy Metabolism	-Transcription	0.1998	0.5853	2.02	4.652	1.485	1.952	0.2653	0.3001	0.2231	0.2049	0.144	0.04764
-Biosynthesis	-Transcription	6.135	4.006	18.82	32.79	11.14	17.34	0.8235	1.007	0.8949	1.027	1.284	0.5559
-Other Enzymes	-Transcription	8.127	4.463	19.79	34.45	14.06	19.43	2.286	2.675	1.94	2.183	2.372	1.963
Organismal Systems	-Transcription	0	0	0.335	0.3384	0.2498	0.3279	0.9729	0.835	0.5228	0.772	0.8071	0.5301
-Immune System	-Transcription	0	0	0.0343	0.06917	0.09462	0.09682	0.3526	0.3677	0.09777	0.1114	0.0892	0.08108
-Endocrine System	-Transcription	0	0	0.00206	0.001583	0	0	0.2834	0.1136	0.05226	0.1386	0.02347	0.1533
-Circulatory System	-Transcription	0	0	0	0	0	0	0.04224	0.04147	0.06268	0.117	0.04676	0.01374
-Digestive System	-Transcription	0	0	0	0	0	0	0.007317	0.006685	0.04296	0.05595	0.06837	0.03038
-Excretory System	-Transcription	0	0	0	0.0004165	0	0	0.02597	0.02549	0.01236	0.01935	0.03887	0.0115
-Nervous System	-Transcription	0	0	0	0	0	0	0.006202	0.009452	0.01673	0.02785	0.02423	0.01338
-Sensory System	-Transcription	0	0	0	0	0	0	0	0	4.704e-05	0.0004501	5.01e-16	0
-Development	-Transcription	0	0	0	0	0	0	0.01517	0.01481	0.01413	0.02103	0.05034	0.01782
-Environmental Adaptation	-Transcription	0	0	0	0	0	0	0	0	4.261e-05	5.399e-05	0.001068	0.0001704
Human Diseases	-Transcription	0	0.0791	1.825	3.196	1.716	2.247	1.215	1.232	1.595	1.662	1.638	0.7166
-Cancers	-Transcription	0	0	0.001875	0.00165	0	0	0.09556	0.1121	0.0932	0.1028	0.07392	0.03858
-Immune System Diseases	-Transcription	0	0	0	0.001808	0.006215	0.01439	0.04715	0.04394	0.05586	0.05294	0.01261	0.02712
-Neurodegenerative Diseases	-Transcription	0	0	0.9441	1.209	0.3471	0.7569	0.4439	0.4716	0.4144	0.3812	0.4256	0.1581
-Cardiovascular Diseases	-Transcription	0	0	0	0	0	0	0.08445	0.04189	0.08031	0.06057	0.1729	0.04615
-Metabolic Diseases	-Transcription	0	0	0	0	0	0	0	0	7.535e-05	2.733e-07	0	0
-Infectious Diseases	-Transcription	0	0.002277	0.3197	0.3848	0.4307	0.3605	0.2944	0.2828	0.2232	0.2795	0.3489	0.08897
Not Mapped	-Transcription	11.13	2.589	33.12	30.16	20.56	24.23	5.057	5.26	4.988	6.035	6.435	2.571
-Not Mapped	-Transcription	11.13	2.589	33.12	30.16	20.56	24.23	5.057	5.26	4.988	6.035	6.435	2.571
TOTAL	-Translation	6.767	2.738	2.92	3.56	3.379	3.748	8.268	8.112	4.767	5.104	8.73	5.614
MAPPED	-Translation	5.431	2.534	2.479	3.178	2.799	3.096	6.552	6.458	3.826	4.054	6.871	5.023
Genetic Information Processing	-Translation	1.561	1.288	1.281	1.382	1.322	1.32	2.657	2.598	1.86	1.949	2.531	1.95
-Transcription	-Translation	0.02234	0.06213	0.007424	0.005934	0.01524	0.01516	0.2363	0.2214	0.1682	0.1539	0.2535	0.1826
-Translation	-Translation	1	1	1	1	1	1	1	1	1	1	1	1
-Folding, Sorting and Degradation	-Translation	0.3383	0.16	0.2351	0.359	0.2529	0.2448	1.01	0.9565	0.4247	0.5158	0.8929	0.578
-DNA Maintenance	-Translation	0.1542	0.04986	0.02897	0.01477	0.02988	0.03287	0.3069	0.3087	0.1936	0.2138	0.3562	0.1493
-RNA Family	-Translation	0	1.183e-09	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Translation	0	0.01947	0.01235	0.00745	0.02383	0.01925	0.1471	0.1338	0.1069	0.1373	0.1691	0.1993
-Signal Transduction	-Translation	0	0.01947	0.003025	0.001659	0.009216	0.005613	0.02788	0.03352	0.01719	0.02198	0.0404	0.01515
-Signaling Molecules and Interaction	-Translation	0	5.23e-10	0.009065	0.005376	0.01426	0.01315	0.1192	0.1003	0.07729	0.102	0.1084	0.1768
Cellular Processes	-Translation	0.3334	0.02465	0.0325	0.05269	0.08721	0.09706	0.5115	0.4399	0.4017	0.4936	1.274	0.7625
-Hemoglobin	-Translation	0	0	0	0	0	0	0	0	9.55e-06	3.534e-05	0	8.114e-05
-Vesicular Transport	-Translation	0	0	0.005507	0.005083	0.007086	0.008358	0.09385	0.09586	0.04125	0.05198	0.06769	0.02768
-Cytoskeleton	-Translation	0.1268	0.008624	0.009685	0.02145	0.004046	0.004973	0.2022	0.1438	0.2654	0.3066	0.8516	0.5681
-Cell Motility	-Translation	0.04292	0.01153	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Translation	0.1635	0.004503	0.01567	0.02337	0.07287	0.08034	0.1042	0.09933	0.04629	0.06473	0.1173	0.06455
-Cell Communication	-Translation	0	0	0	0	0	0	0.03276	0.03078	0.02166	0.03227	0.09497	0.01588
Metabolism	-Translation	3.062	1.158	1.088	1.62	1.241	1.502	1.947	2.093	0.7913	0.8317	1.918	1.269
-Membrane Transport	-Translation	0.1871	0.1259	0.04523	0.03772	0.03666	0.03312	0.008302	0.007667	0.007762	0.004837	0.008143	0.002253
-Central Carbon Metabolism	-Translation	0.7744	0.1817	0.3187	0.3981	0.3596	0.3122	0.525	0.6058	0.1408	0.169	0.6141	0.4596
-Energy Metabolism	-Translation	0.02452	0.04055	0.01795	0.04243	0.03123	0.04231	0.0853	0.08471	0.04119	0.03646	0.039	0.01113
-Biosynthesis	-Translation	0.4549	0.3181	0.1919	0.3223	0.2674	0.3954	0.2535	0.2841	0.1512	0.1581	0.3642	0.1233
-Other Enzymes	-Translation	0.7734	0.3408	0.254	0.4115	0.2913	0.3726	0.6761	0.7147	0.349	0.3714	0.6561	0.3709
Organismal Systems	-Translation	0	0	0.0043	0.004041	0.005458	0.006747	0.3188	0.2503	0.09653	0.1374	0.2281	0.116
-Immune System	-Translation	0	0	0.0003795	0.0004105	0.001604	0.001645	0.09912	0.09848	0.01742	0.01866	0.02406	0.01481
-Endocrine System	-Translation	0	0	2.269e-05	1.305e-05	0	0	0.09797	0.03487	0.008792	0.02288	0.00595	0.03475
-Circulatory System	-Translation	0	0	0	0	0	0	0.01435	0.01238	0.01162	0.0199	0.01263	0.002898
-Digestive System	-Translation	0	0	0	0	0	0	0.002547	0.00212	0.007561	0.009174	0.01939	0.006677
-Excretory System	-Translation	0	0	0	3.827e-06	0	0	0.00835	0.007195	0.002282	0.003443	0.01048	0.002687
-Nervous System	-Translation	0	0	0	0	0	0	0.001974	0.002659	0.00301	0.004736	0.007602	0.002444
-Sensory System	-Translation	0	0	0	0	0	0	0	0	8.278e-06	7.187e-05	1.362e-16	0
-Development	-Translation	0	0	0	0	0	0	0.00467	0.004166	0.002377	0.003297	0.01321	0.003816
-Environmental Adaptation	-Translation	0	0	0	0	0	0	0	0	7.17e-06	8.31e-06	0.0003029	3.781e-05
Human Diseases	-Translation	0	0.005853	0.02019	0.02402	0.04492	0.05683	0.4081	0.3926	0.2684	0.2716	0.4208	0.1308
-Cancers	-Translation	0	0	2.497e-05	1.705e-05	0	0	0.02258	0.02662	0.0164	0.01641	0.02096	0.00853
