Category	eco Lu	eco Arike 2012	sce Lu rich	sce Lu minimal	spo Marguerat proliferating	spo Marguerat quiescent	ath Castellana	dme Brunner 2007	syn Wegener
--VEGF signaling pathway	0	0	0	0	0	0	0	0	0
--Jak-STAT signaling pathway	0	0	0	1.2984566e-05	4.0494785e-05	9.5114813e-05	0	0.00021416838	0
--Calcium signaling pathway	0	0	0	0	0	0	0	0.00020131099	0
--Phosphatidylinositol signaling system	0	0	1.0351163e-05	0	0.00081488731	0.0019600411	0.0035550456	0.0050910491	0
--mTOR signaling pathway	0	0	0	0	0.00039827035	0.00079924502	9.1119076e-06	0.00035583584	0
--Plant hormone signal transduction	0	0	0	0	0	0	0.00068839722	0	0
-Signaling Molecules and Interaction	0	7.7950746e-05	0.0026532414	0.0015521983	0.0084759553	0.010878832	0.0097370437	0.009960226	0
--G protein-coupled receptors	0	0	0.00021152812	0	0	0	0.0001121591	0.00025664939	0
--Enzyme-linked receptors	0	0	0	0	0	0	0	0.0002848813	0
--Cytokine receptors	0	0	0	0	0	0	0	0	0
--Ion channels	0	0	1.1912847e-05	0	0	0	0.0071987241	5.8407507e-05	0
--Neuroactive ligand-receptor interaction	0	0	0	0	0	0	0	0.00050145513	0
--Cytokine-cytokine receptor interaction	0	0	0	0	0	0	0	0	0
--Cytokines	0	0	0	0	0	0	0	1.0029897e-06	0
--ECM-receptor interaction	0	0	0	0	0	0	0	0.00037598369	0
--Cell adhesion molecules (CAMs)	0	0	0	0	0	0	0	2.1320512e-05	0
--CAM ligands	0	0	0	0	0	0	0	1.7913139e-05	0
--Cellular antigens	0	0	0	0	1.1636053e-05	6.5461184e-05	0.00013876751	0.0011894717	0
--GTP-binding signaling proteins	0	0	0.0024298004	0.0015521983	0.0084643192	0.010813371	0.0022873929	0.0072531406	0
--Glycan binding proteins	0	0	0	0	0	0	0	0	0
--Bacterial toxins	0	7.7950746e-05	0	0	0	0	0	0	0
Cellular Processes	0.0087450217	0.016228651	0.022472936	0.017401529	0.018766457	0.029203468	0.012274283	0.061532739	0.004053655
-Hemoglobin	0	0	0	0	0	0	0	0	0
--Hemoglobin	0	0	0	0	0	0	0	0	0
-Vesicular Transport	0	0	0.00056835293	0.00051705105	0.0029789121	0.0064159613	0.0056721725	0.016680018	0
--Endocytosis	0	0	0.00042868231	0.0001907284	0.0021497773	0.0033724148	0.0034815591	0.0072999149	0
--Phagosome	0	0	0	0.0001541465	0.00040643542	0.001560323	0.0014767523	0.0017231954	0
--Lysosome	0	0	0	0	0	0	1.4706307e-07	0.0043144752	0
--Peroxisome	0	0	0.00012002944	0.00014220713	0.00027462076	0.00062983671	0.00067773765	0.0030710998	0
--Regulation of autophagy	0	0	1.9641182e-05	2.9969022e-05	0.00014807869	0.00085338681	3.5976428e-05	0.00027133235	0
-Cytoskeleton	0.0026470245	0.0038359711	0.014250288	0.013330928	0.013048197	0.017474948	0.0065122498	0.037146222	0.0014113422
--Regulation of actin cytoskeleton	0	0	0.0046249878	0.0037534642	0.0044722606	0.0070548854	2.4667579e-05	0.0051478856	0
--Cytoskeleton proteins	0.0026470245	0.0038359711	0.0096253003	0.0095774641	0.0085759361	0.010420062	0.0064875822	0.031998336	0.0014113422
-Cell Motility	0.0016026787	0.011206041	0	0	0	0	0	0	0.0026423128
--Bacterial chemotaxis	0.0015533523	0.0073641113	0	0	0	0	0	0	0
--Bacterial motility proteins	4.9326393e-05	0.00384193	0	0	0	0	0	0	0.0026423128
-Cell Growth and Death	0.0044953185	0.0011866387	0.0076542947	0.0035535501	0.0027393483	0.0053125593	8.9860536e-05	0.0075688741	0
--Cell cycle	0.0044953185	0.0011866387	0.0070163868	0.003149501	0.0007557484	0.0010162267	0	0.0031975388	0
--Cytokinesis	0	0	0	0	0.0019062796	0.0041778456	8.9860536e-05	0.0034435956	0
--Meiosis	0	0	4.0824026e-05	2.3336039e-05	7.7320247e-05	0.00011848697	0	0	0
--Oocyte meiosis	0	0	0	0	0	0	0	4.3345479e-05	0
--Apoptosis	0	0	0	0	0	0	0	0.00088439425	0
--p53 signaling pathway	0	0	0	0	0	0	0	0	0
--Cell wall	0	0	0.00059708392	0.0003807131	0	0	0	0	0
-Cell Communication	0	0	0	0	0	0	0	0.00013762544	0
--Focal adhesion	0	0	0	0	0	0	0	4.2738745e-05	0
--Adherens junction	0	0	0	0	0	0	0	3.6848597e-05	0
--Tight junction	0	0	0	0	0	0	0	3.7259887e-05	0
--Gap junction	0	0	0	0	0	0	0	2.077821e-05	0
Metabolism	0.42611545	0.48907304	0.4723136	0.53161941	0.39234979	0.35150873	0.2546227	0.18089359	0.48921958
-Membrane Transport	0.02755081	0.10352506	0.0025684099	0.001593363	0.0033199278	0.003908157	0.00097488307	0.00051786593	0.012530187
--Transport	0.02755081	0.10140996	0.0025684099	0.001593363	0.0031902949	0.0038375942	0.00095593395	0.00051786593	0.012530187
--Bacterial secretion system	0	7.4971737e-05	0	0	0	0	0	0	0
--Secretion system	0	0.0020401249	0	0	0.0001296329	7.0562884e-05	1.8949126e-05	0	0
-Central Carbon Metabolism	0.12870792	0.17525366	0.37778474	0.34802532	0.15772066	0.140236	0.087425939	0.063427492	0.057726098
--Glycolysis	0.061545369	0.077305791	0.36493846	0.32249467	0.11615615	0.093927648	0.047728145	0.032176022	0.026882542
--TCA cycle and anaplerotic enzymes	0.042239168	0.050287669	0.0012496276	0.0087652052	0.0099505274	0.017441468	0.016775597	0.015523797	0.0088213867
--Pentose phosphate metabolism	0.01516775	0.011986543	0.0059395855	0.0086687656	0.014152564	0.010865696	0.0045160557	0.0029103272	0.014099476
--Carbohydrate metabolism	0.0044704255	0.030374986	0.0052211907	0.0061678096	0.011426802	0.013115226	0.013914282	0.010639156	0.0063309182
--Pyruvate metabolism	0	8.4405267e-10	0.000425619	0.0011603097	0.0014175324	0.00085622463	1.2229244e-05	0	0
--Butanoate metabolism	0	1.6881053e-09	0	1.0431873e-05	0.0017298381	0.0013250389	4.9084049e-05	0.00084814379	0.00015760842
--Other central metabolism enzymes	0.0052852037	0.0052986673	1.0251055e-05	0.00075812982	0.0028872451	0.002704698	0.004430546	0.001330046	0.0014341674
-Energy Metabolism	0.0072413943	0.019449952	0.0041710783	0.011639558	0.019312079	0.042210762	0.079815124	0.043237558	0.34579012
--Oxidative phosphorylation	0.0072413943	0.019449952	0.0041710783	0.011559862	0.018750441	0.041464032	0.022693836	0.042974384	0.041147593
--Photosynthesis	0	0	0	0	0	0	0.041156082	0	0.12708925
--Photosynthesis - antenna proteins	0	0	0	0	0	0	0.0075188734	0	0.16025231
--Carbon fixation in photosynthetic organisms	0	0	0	0	0	0	0.0084425796	0	0.017180711
--Methane metabolism	0	0	0	7.9696291e-05	0.00056163788	0.0007467294	3.7536097e-06	0.0002631742	0.00012025805
-Biosynthesis	0.22873841	0.13954333	0.060940801	0.14048782	0.18006739	0.13475814	0.074829235	0.058709679	0.06781556
--Lipid and steroid metabolism	0.048692519	0.030157511	0.0068547524	0.0056300556	0.017048073	0.017244255	0.006041754	0.011793194	0.0036807816
--Purine metabolism	0.024716879	0.01493974	0.014779559	0.020282857	0.024306821	0.018634851	0.0045792198	0.0042370227	0.01076819
--Pyrimidine metabolism	0.0049535712	0.01332909	0.0027581945	0.0050183941	0.011811899	0.011432654	0.0013133492	0.0035236608	0.0040885755
--Amino acid metabolism	0.13553932	0.062779669	0.031375597	0.10628535	0.10629736	0.065928755	0.045140985	0.023824349	0.033798239
--Glycan metabolism	0.0026349583	0.0036979454	0.00098103799	0.00025098804	0.0021885696	0.0023328478	0.0013716542	0.0021136086	0.0013319468
--Cofactor biosynthesis	0.012038438	0.014488438	0.0041916605	0.0028756392	0.018414665	0.019184782	0.014772507	0.012478614	0.014028319
--Biosynthesis of other secondary metabolites	0.00016272545	0.00015093648	0	0.00014453872	0	0	0.0016097663	0.00073923028	0.00011950878
-Other Enzymes	0.033876915	0.051301039	0.026848575	0.029873346	0.031929742	0.030395672	0.011577517	0.015000992	0.0053576108
--Other enzymes	0.033876915	0.051301039	0.026848575	0.029873346	0.028477718	0.028228023	0.01153242	0.014791616	0.0053576108
--Protein kinases	0	0	0	0	9.2080184e-05	0.00012390753	4.509734e-05	0.00020168684	0
--Cytochrome P450	0	0	0	0	0.0033599433	0.0020437409	0	7.6899459e-06	0
Organismal Systems	0	0	0	0	0	0	0.0045232208	0.0031718584	0
-Immune System	0	0	0	0	0	0	0.00019384913	0.00037358575	0
--Complement and coagulation cascades	0	0	0	0	0	0	0	0	0
--Toll-like receptor signaling pathway	0	0	0	0	0	0	0	0	0
--NOD-like receptor signaling pathway	0	0	0	0	0	0	0.00014815454	0	0
--RIG-I-like receptor signaling pathway	0	0	0	0	0	0	0	0	0
--Cytosolic DNA-sensing pathway	0	0	0	0	0	0	0	0	0
--Natural killer cell mediated cytotoxicity	0	0	0	0	0	0	4.5694596e-05	0.00037358575	0
--Antigen processing and presentation	0	0	0	0	0	0	0	0	0
--T cell receptor signaling pathway	0	0	0	0	0	0	0	0	0
--B cell receptor signaling pathway	0	0	0	0	0	0	0	0	0
--Fc gamma R-mediated phagocytosis	0	0	0	0	0	0	0	0	0
--Leukocyte transendothelial migration	0	0	0	0	0	0	0	0	0
--Intestinal immune network for IgA production	0	0	0	0	0	0	0	0	0
--Chemokine signaling pathway	0	0	0	0	0	0	0	0	0
-Endocrine System	0	0	0	0	0	0	0	0	0
--Insulin signaling pathway	0	0	0	0	0	0	0	0	0
--Adipocytokine signaling pathway	0	0	0	0	0	0	0	0	0
--PPAR signaling pathway	0	0	0	0	0	0	0	0	0
--Renin-angiotensin system	0	0	0	0	0	0	0	0	0
-Circulatory System	0	0	0	0	0	0	0	0	0
--Cardiac muscle contraction	0	0	0	0	0	0	0	0	0
--Vascular smooth muscle contraction	0	0	0	0	0	0	0	0	0
-Digestive System	0	0	0	0	0	0	0	0	0
--Salivary secretion	0	0	0	0	0	0	0	0	0
--Pancreatic secretion	0	0	0	0	0	0	0	0	0
--Bile secretion	0	0	0	0	0	0	0	0	0
--Protein digestion and absorption	0	0	0	0	0	0	0	0	0
--Fat digestion and absorption	0	0	0	0	0	0	0	0	0
--Vitamin digestion and absorption	0	0	0	0	0	0	0	0	0
--Mineral absorption	0	0	0	0	0	0	0	0	0
-Excretory System	0	0	0	0	0	0	0	0	0
--Vasopressin-regulated water reabsorption	0	0	0	0	0	0	0	0	0
--Aldosterone-regulated sodium reabsorption	0	0	0	0	0	0	0	0	0
--Endocrine and other factor-regulated calcium reabsorption	0	0	0	0	0	0	0	0	0
--Proximal tubule bicarbonate reclamation	0	0	0	0	0	0	0	0	0
--Collecting duct acid secretion	0	0	0	0	0	0	0	0	0
-Nervous System	0	0	0	0	0	0	0	0	0
--Glutamatergic synapse	0	0	0	0	0	0	0	0	0
--Long-term potentiation	0	0	0	0	0	0	0	0	0
--Neurotrophin signaling pathway	0	0	0	0	0	0	0	0	0
-Sensory System	0	0	0	0	0	0	0	0.0004614687	0
--Phototransduction	0	0	0	0	0	0	0	2.0467863e-05	0
--Phototransduction - fly	0	0	0	0	0	0	0	0.00044100084	0
--Olfactory transduction	0	0	0	0	0	0	0	0	0
-Development	0	0	0	0	0	0	0	0.0023368039	0
--Dorso-ventral axis formation	0	0	0	0	0	0	0	0.0023368039	0
--Axon guidance	0	0	0	0	0	0	0	0	0
--Osteoclast differentiation	0	0	0	0	0	0	0	0	0
-Environmental Adaptation	0	0	0	0	0	0	0.0043293716	0	0
--Circadian rhythm	0	0	0	0	0	0	1.6443052e-05	0	0
--Circadian rhythm - plant	0	0	0	0	0	0	2.8036023e-05	0	0
--Plant-pathogen interaction	0	0	0	0	0	0	0.0042848926	0	0
Human Diseases	0	0	0	0	0	0	0	0	0
-Cancers	0	0	0	0	0	0	0	0	0
--Pathways in cancer	0	0	0	0	0	0	0	0	0
-Immune System Diseases	0	0	0	0	0	0	0	0	0
--Systemic lupus erythematosus	0	0	0	0	0	0	0	0	0
-Neurodegenerative Diseases	0	0	0	0	0	0	0	0	0
--Alzheimer's disease	0	0	0	0	0	0	0	0	0
--Parkinson's disease	0	0	0	0	0	0	0	0	0
--Amyotrophic lateral sclerosis (ALS)	0	0	0	0	0	0	0	0	0
--Huntington's disease	0	0	0	0	0	0	0	0	0
-Cardiovascular Diseases	0	0	0	0	0	0	0	0	0
--Hypertrophic cardiomyopathy (HCM)	0	0	0	0	0	0	0	0	0
--Arrhythmogenic right ventricular cardiomyopathy (ARVC)	0	0	0	0	0	0	0	0	0
-Infectious Diseases	0	0	0	0	0	0	0	0	0
--Vibrio cholerae infection	0	0	0	0	0	0	0	0	0
--Tuberculosis	0	0	0	0	0	0	0	0	0
--Bacterial invasion of epithelial cells	0	0	0	0	0	0	0	0	0
--Measles	0	0	0	0	0	0	0	0	0
--Influenza A	0	0	0	0	0	0	0	0	0
--Hepatitis C	0	0	0	0	0	0	0	0	0
--Amoebiasis	0	0	0	0	0	0	0	0	0
--Malaria	0	0	0	0	0	0	0	0	0
Not Mapped	0.015542206	0.10405829	0.04113388	0.039173531	0.21380407	0.34185409	0.48453766	0.35857563	0.26749265
-Not Mapped	0.015542206	0.10405829	0.04113388	0.039173531	0.21380407	0.34185409	0.48453766	0.35857563	0.26749265
--Not mapped	0.015542206	0.10405829	0.04113388	0.039173531	0.21380407	0.34185409	0.48453766	0.35857563	0.26749265
