Numerator	Denominator	eco Lu	eco Arike 2012	sce Lu rich	sce Lu minimal	spo Marguerat proliferating	spo Marguerat quiescent	ath Castellana	dme Brunner 2007	syn Wegener
Genetic Information Processing	Environmental Information Processing	304.2	24.74	66.61	100.2	36.76	19.7	21.04	9.485	7.654
-Transcription	Environmental Information Processing	26.81	2.72	1.159	0.9553	1.325	1.148	1.057	0.5248	0.2749
-Translation	Environmental Information Processing	210.9	13.68	48.7	74.97	23	9.603	13.46	4.653	4.426
-Folding, Sorting and Degradation	Environmental Information Processing	60.44	6.799	14.67	21.54	10.26	7.021	4.914	3.44	2.759
-DNA Maintenance	Environmental Information Processing	6.074	1.538	2.078	2.777	2.178	1.924	1.611	0.8678	0.1934
Environmental Information Processing	Environmental Information Processing	1	1	1	1	1	1	1	1	1
-Signal Transduction	Environmental Information Processing	1	0.9928	0.6482	0.715	0.246	0.3337	0.2767	0.7053	1
-Signaling Molecules and Interaction	Environmental Information Processing	0	0.007201	0.3518	0.285	0.754	0.6663	0.7233	0.2947	0
Cellular Processes	Environmental Information Processing	6.915	1.818	4.104	5.573	2.295	2.616	1.11	2.18	0.3243
-Hemoglobin	Environmental Information Processing	0	0	0	0	0	0	0	0	0
-Vesicular Transport	Environmental Information Processing	0	0	0.2573	0.2694	0.5578	0.8452	0.4583	0.5547	0
-Cytoskeleton	Environmental Information Processing	1.587	0.3358	2.313	4.082	1.45	1.412	0.648	1.455	0.08415
-Cell Motility	Environmental Information Processing	1.183	1.354	0	0	0	0	0	0	0.2401
-Cell Growth and Death	Environmental Information Processing	4.145	0.1279	1.533	1.222	0.288	0.3589	0.003808	0.1636	0
-Cell Communication	Environmental Information Processing	0	0	0	0	0	0	0	0.007241	0
Metabolism	Environmental Information Processing	435	55.31	105.5	219.7	50.43	33.1	23.17	5.658	19.19
-Membrane Transport	Environmental Information Processing	18.65	9.675	0.7464	1.194	0.8183	0.7587	0.1968	0.02025	0.7163
-Central Carbon Metabolism	Environmental Information Processing	142.7	23.74	82.86	136.8	19.14	12.87	7.94	2.297	3.288
-Energy Metabolism	Environmental Information Processing	5.437	2.06	1.338	5.162	1.9	3.031	6.484	1.148	10.9
-Biosynthesis	Environmental Information Processing	248.4	15.33	14.03	66.99	25.39	14.04	7.64	1.71	4.046
-Other Enzymes	Environmental Information Processing	19.83	4.504	6.541	9.611	3.176	2.409	0.9076	0.4824	0.2406
Organismal Systems	Environmental Information Processing	0	0	0	0	0	0	0.448	0.08771	0
-Immune System	Environmental Information Processing	0	0	0	0	0	0	0.01733	0.005698	0
-Endocrine System	Environmental Information Processing	0	0	0	0	0	0	0	0	0
-Circulatory System	Environmental Information Processing	0	0	0	0	0	0	0	0	0
-Digestive System	Environmental Information Processing	0	0	0	0	0	0	0	0	0
-Excretory System	Environmental Information Processing	0	0	0	0	0	0	0	0	0
-Nervous System	Environmental Information Processing	0	0	0	0	0	0	0	0	0
-Sensory System	Environmental Information Processing	0	0	0	0	0	0	0	0.01568	0
-Development	Environmental Information Processing	0	0	0	0	0	0	0	0.06634	0
-Environmental Adaptation	Environmental Information Processing	0	0	0	0	0	0	0.4307	0	0
Human Diseases	Environmental Information Processing	0	0	0	0	0	0	0	0	0
-Cancers	Environmental Information Processing	0	0	0	0	0	0	0	0	0
-Immune System Diseases	Environmental Information Processing	0	0	0	0	0	0	0	0	0
-Neurodegenerative Diseases	Environmental Information Processing	0	0	0	0	0	0	0	0	0
-Cardiovascular Diseases	Environmental Information Processing	0	0	0	0	0	0	0	0	0
-Infectious Diseases	Environmental Information Processing	0	0	0	0	0	0	0	0	0
Not Mapped	Environmental Information Processing	14.33	11.21	7.671	13.04	23.08	27.9	42.78	10.04	14.18
-Not Mapped	Environmental Information Processing	14.33	11.21	7.671	13.04	23.08	27.9	42.78	10.04	14.18
TOTAL	-Signal Transduction	761.4	94.76	285.3	475	461.6	252.7	323.6	40.35	42.35
MAPPED	-Signal Transduction	747.1	83.47	273.4	456.7	367.8	169.1	169	26.1	28.17
Genetic Information Processing	-Signal Transduction	304.2	24.92	102.8	140.2	149.4	59.03	76.03	13.45	7.654
-Transcription	-Signal Transduction	26.81	2.74	1.789	1.336	5.387	3.44	3.82	0.7441	0.2749
-Translation	-Signal Transduction	210.9	13.78	75.14	104.9	93.5	28.78	48.63	6.598	4.426
-Folding, Sorting and Degradation	-Signal Transduction	60.44	6.848	22.63	30.13	41.69	21.04	17.76	4.877	2.759
-DNA Maintenance	-Signal Transduction	6.074	1.549	3.206	3.884	8.854	5.766	5.82	1.23	0.1934
Environmental Information Processing	-Signal Transduction	1	1.007	1.543	1.399	4.065	2.997	3.614	1.418	1
-Signal Transduction	-Signal Transduction	1	1	1	1	1	1	1	1	1
-Signaling Molecules and Interaction	-Signal Transduction	0	0.007253	0.5428	0.3986	3.065	1.997	2.614	0.4179	0
Cellular Processes	-Signal Transduction	6.915	1.831	6.331	7.795	9.33	7.84	4.012	3.091	0.3243
-Hemoglobin	-Signal Transduction	0	0	0	0	0	0	0	0	0
-Vesicular Transport	-Signal Transduction	0	0	0.397	0.3768	2.267	2.533	1.656	0.7865	0
-Cytoskeleton	-Signal Transduction	1.587	0.3382	3.569	5.709	5.892	4.231	2.342	2.062	0.08415
-Cell Motility	-Signal Transduction	1.183	1.364	0	0	0	0	0	0	0.2401
-Cell Growth and Death	-Signal Transduction	4.145	0.1288	2.365	1.709	1.171	1.076	0.01376	0.232	0
-Cell Communication	-Signal Transduction	0	0	0	0	0	0	0	0.01027	0
Metabolism	-Signal Transduction	435	55.71	162.8	307.3	205	99.21	83.72	8.022	19.19
-Membrane Transport	-Signal Transduction	18.65	9.745	1.152	1.669	3.326	2.274	0.7112	0.02872	0.7163
-Central Carbon Metabolism	-Signal Transduction	142.7	23.92	127.8	191.3	77.82	38.56	28.69	3.256	3.288
-Energy Metabolism	-Signal Transduction	5.437	2.075	2.064	7.22	7.724	9.084	23.43	1.628	10.9
-Biosynthesis	-Signal Transduction	248.4	15.44	21.65	93.69	103.2	42.07	27.61	2.425	4.046
-Other Enzymes	-Signal Transduction	19.83	4.537	10.09	13.44	12.91	7.219	3.28	0.684	0.2406
Organismal Systems	-Signal Transduction	0	0	0	0	0	0	1.619	0.1244	0
-Immune System	-Signal Transduction	0	0	0	0	0	0	0.06264	0.008078	0
-Endocrine System	-Signal Transduction	0	0	0	0	0	0	0	0	0
-Circulatory System	-Signal Transduction	0	0	0	0	0	0	0	0	0
-Digestive System	-Signal Transduction	0	0	0	0	0	0	0	0	0
-Excretory System	-Signal Transduction	0	0	0	0	0	0	0	0	0
-Nervous System	-Signal Transduction	0	0	0	0	0	0	0	0	0
-Sensory System	-Signal Transduction	0	0	0	0	0	0	0	0.02223	0
-Development	-Signal Transduction	0	0	0	0	0	0	0	0.09406	0
-Environmental Adaptation	-Signal Transduction	0	0	0	0	0	0	1.556	0	0
Human Diseases	-Signal Transduction	0	0	0	0	0	0	0	0	0
-Cancers	-Signal Transduction	0	0	0	0	0	0	0	0	0
-Immune System Diseases	-Signal Transduction	0	0	0	0	0	0	0	0	0
-Neurodegenerative Diseases	-Signal Transduction	0	0	0	0	0	0	0	0	0
-Cardiovascular Diseases	-Signal Transduction	0	0	0	0	0	0	0	0	0
-Infectious Diseases	-Signal Transduction	0	0	0	0	0	0	0	0	0
Not Mapped	-Signal Transduction	14.33	11.3	11.84	18.23	93.82	83.61	154.6	14.24	14.18
-Not Mapped	-Signal Transduction	14.33	11.3	11.84	18.23	93.82	83.61	154.6	14.24	14.18
TOTAL	-Signaling Molecules and Interaction	Inf	13070	525.5	1192	150.6	126.5	123.8	96.55	Inf
MAPPED	-Signaling Molecules and Interaction	Inf	11510	503.7	1146	120	84.66	64.66	62.47	Inf
Genetic Information Processing	-Signaling Molecules and Interaction	Inf	3435	189.3	351.7	48.76	29.56	29.09	32.19	Inf
-Transcription	-Signaling Molecules and Interaction	Inf	377.8	3.295	3.352	1.758	1.723	1.462	1.781	Inf
-Translation	-Signaling Molecules and Interaction	Inf	1900	138.4	263.1	30.51	14.41	18.6	15.79	Inf
-Folding, Sorting and Degradation	-Signaling Molecules and Interaction	Inf	944.2	41.68	75.58	13.6	10.54	6.795	11.67	Inf
-DNA Maintenance	-Signaling Molecules and Interaction	Inf	213.6	5.905	9.743	2.889	2.887	2.227	2.945	Inf
Environmental Information Processing	-Signaling Molecules and Interaction	Inf	138.9	2.842	3.509	1.326	1.501	1.383	3.393	Inf
-Signal Transduction	-Signaling Molecules and Interaction	Inf	137.9	1.842	2.509	0.3263	0.5007	0.3826	2.393	Inf
-Signaling Molecules and Interaction	-Signaling Molecules and Interaction	NaN	1	1	1	1	1	1	1	NaN
Cellular Processes	-Signaling Molecules and Interaction	Inf	252.5	11.66	19.56	3.044	3.926	1.535	7.397	Inf
-Hemoglobin	-Signaling Molecules and Interaction	NaN	0	0	0	0	0	0	0	NaN
-Vesicular Transport	-Signaling Molecules and Interaction	NaN	0	0.7313	0.9453	0.7398	1.268	0.6336	1.882	NaN
-Cytoskeleton	-Signaling Molecules and Interaction	Inf	46.63	6.575	14.32	1.923	2.119	0.896	4.935	Inf
-Cell Motility	-Signaling Molecules and Interaction	Inf	188.1	0	0	0	0	0	0	Inf
-Cell Growth and Death	-Signaling Molecules and Interaction	Inf	17.76	4.357	4.288	0.382	0.5387	0.005266	0.5552	NaN
-Cell Communication	-Signaling Molecules and Interaction	NaN	0	0	0	0	0	0	0.02457	NaN
Metabolism	-Signaling Molecules and Interaction	Inf	7681	299.9	771	66.89	49.68	32.03	19.2	Inf
-Membrane Transport	-Signaling Molecules and Interaction	Inf	1344	2.121	4.188	1.085	1.139	0.2721	0.06872	Inf
-Central Carbon Metabolism	-Signaling Molecules and Interaction	Inf	3297	235.5	479.9	25.39	19.31	10.98	7.792	Inf
-Energy Metabolism	-Signaling Molecules and Interaction	Inf	286.1	3.802	18.11	2.52	4.549	8.965	3.897	Inf
-Biosynthesis	-Signaling Molecules and Interaction	Inf	2129	39.88	235	33.68	21.07	10.56	5.802	Inf
-Other Enzymes	-Signaling Molecules and Interaction	Inf	625.5	18.59	33.72	4.212	3.615	1.255	1.637	Inf
Organismal Systems	-Signaling Molecules and Interaction	NaN	0	0	0	0	0	0.6194	0.2976	NaN
-Immune System	-Signaling Molecules and Interaction	NaN	0	0	0	0	0	0.02397	0.01933	NaN
-Endocrine System	-Signaling Molecules and Interaction	NaN	0	0	0	0	0	0	0	NaN
-Circulatory System	-Signaling Molecules and Interaction	NaN	0	0	0	0	0	0	0	NaN
-Digestive System	-Signaling Molecules and Interaction	NaN	0	0	0	0	0	0	0	NaN
-Excretory System	-Signaling Molecules and Interaction	NaN	0	0	0	0	0	0	0	NaN
-Nervous System	-Signaling Molecules and Interaction	NaN	0	0	0	0	0	0	0	NaN
-Sensory System	-Signaling Molecules and Interaction	NaN	0	0	0	0	0	0	0.05319	NaN
-Development	-Signaling Molecules and Interaction	NaN	0	0	0	0	0	0	0.2251	NaN
-Environmental Adaptation	-Signaling Molecules and Interaction	NaN	0	0	0	0	0	0.5954	0	NaN
Human Diseases	-Signaling Molecules and Interaction	NaN	0	0	0	0	0	0	0	NaN
-Cancers	-Signaling Molecules and Interaction	NaN	0	0	0	0	0	0	0	NaN
-Immune System Diseases	-Signaling Molecules and Interaction	NaN	0	0	0	0	0	0	0	NaN
-Neurodegenerative Diseases	-Signaling Molecules and Interaction	NaN	0	0	0	0	0	0	0	NaN
-Cardiovascular Diseases	-Signaling Molecules and Interaction	NaN	0	0	0	0	0	0	0	NaN
-Infectious Diseases	-Signaling Molecules and Interaction	NaN	0	0	0	0	0	0	0	NaN
Not Mapped	-Signaling Molecules and Interaction	Inf	1557	21.8	45.74	30.61	41.87	59.15	34.08	Inf
-Not Mapped	-Signaling Molecules and Interaction	Inf	1557	21.8	45.74	30.61	41.87	59.15	34.08	Inf
TOTAL	Cellular Processes	110.1	51.75	45.06	60.93	49.48	32.23	80.67	13.05	130.6
MAPPED	Cellular Processes	108	45.59	43.19	58.59	39.42	21.57	42.13	8.445	86.88
Genetic Information Processing	Cellular Processes	43.99	13.61	16.23	17.99	16.02	7.529	18.95	4.351	23.6
-Transcription	Cellular Processes	3.876	1.496	0.2825	0.1714	0.5774	0.4388	0.9523	0.2407	0.8478
-Translation	Cellular Processes	30.5	7.526	11.87	13.45	10.02	3.671	12.12	2.134	13.65
-Folding, Sorting and Degradation	Cellular Processes	8.74	3.74	3.574	3.865	4.468	2.684	4.427	1.578	8.51
-DNA Maintenance	Cellular Processes	0.8784	0.8462	0.5063	0.4982	0.949	0.7355	1.451	0.3981	0.5963
Environmental Information Processing	Cellular Processes	0.1446	0.5501	0.2437	0.1794	0.4356	0.3823	0.9008	0.4587	3.084
-Signal Transduction	Cellular Processes	0.1446	0.5461	0.158	0.1283	0.1072	0.1275	0.2493	0.3235	3.084
-Signaling Molecules and Interaction	Cellular Processes	0	0.003961	0.08574	0.05114	0.3285	0.2547	0.6515	0.1352	0
Cellular Processes	Cellular Processes	1	1	1	1	1	1	1	1	1
-Hemoglobin	Cellular Processes	0	0	0	0	0	0	0	0	0
-Vesicular Transport	Cellular Processes	0	0	0.06271	0.04834	0.243	0.3231	0.4128	0.2544	0
-Cytoskeleton	Cellular Processes	0.2294	0.1847	0.5637	0.7324	0.6315	0.5397	0.5838	0.6672	0.2595
-Cell Motility	Cellular Processes	0.1711	0.745	0	0	0	0	0	0	0.7405
-Cell Growth and Death	Cellular Processes	0.5994	0.07035	0.3736	0.2193	0.1255	0.1372	0.003431	0.07505	0
-Cell Communication	Cellular Processes	0	0	0	0	0	0	0	0.003322	0
Metabolism	Cellular Processes	62.9	30.43	25.71	39.43	21.97	12.65	20.87	2.595	59.19
-Membrane Transport	Cellular Processes	2.697	5.322	0.1819	0.2142	0.3565	0.29	0.1773	0.00929	2.209
-Central Carbon Metabolism	Cellular Processes	20.63	13.06	20.19	24.54	8.34	4.919	7.152	1.053	10.14
-Energy Metabolism	Cellular Processes	0.7863	1.133	0.326	0.9262	0.8278	1.159	5.841	0.5268	33.63
-Biosynthesis	Cellular Processes	35.92	8.432	3.419	12.02	11.06	5.366	6.882	0.7844	12.48
-Other Enzymes	Cellular Processes	2.867	2.478	1.594	1.724	1.384	0.9208	0.8176	0.2213	0.7418
Organismal Systems	Cellular Processes	0	0	0	0	0	0	0.4036	0.04023	0
-Immune System	Cellular Processes	0	0	0	0	0	0	0.01561	0.002613	0
-Endocrine System	Cellular Processes	0	0	0	0	0	0	0	0	0
-Circulatory System	Cellular Processes	0	0	0	0	0	0	0	0	0
-Digestive System	Cellular Processes	0	0	0	0	0	0	0	0	0
-Excretory System	Cellular Processes	0	0	0	0	0	0	0	0	0
-Nervous System	Cellular Processes	0	0	0	0	0	0	0	0	0
-Sensory System	Cellular Processes	0	0	0	0	0	0	0	0.007191	0
-Development	Cellular Processes	0	0	0	0	0	0	0	0.03043	0
-Environmental Adaptation	Cellular Processes	0	0	0	0	0	0	0.388	0	0
Human Diseases	Cellular Processes	0	0	0	0	0	0	0	0	0
-Cancers	Cellular Processes	0	0	0	0	0	0	0	0	0
-Immune System Diseases	Cellular Processes	0	0	0	0	0	0	0	0	0
-Neurodegenerative Diseases	Cellular Processes	0	0	0	0	0	0	0	0	0
-Cardiovascular Diseases	Cellular Processes	0	0	0	0	0	0	0	0	0
-Infectious Diseases	Cellular Processes	0	0	0	0	0	0	0	0	0
Not Mapped	Cellular Processes	2.073	6.169	1.869	2.339	10.06	10.66	38.54	4.607	43.73
-Not Mapped	Cellular Processes	2.073	6.169	1.869	2.339	10.06	10.66	38.54	4.607	43.73
TOTAL	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
MAPPED	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Genetic Information Processing	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Transcription	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Translation	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Folding, Sorting and Degradation	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-DNA Maintenance	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Environmental Information Processing	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Signal Transduction	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Signaling Molecules and Interaction	-Hemoglobin	NaN	Inf	Inf	Inf	Inf	Inf	Inf	Inf	NaN
Cellular Processes	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Hemoglobin	-Hemoglobin	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Vesicular Transport	-Hemoglobin	NaN	NaN	Inf	Inf	Inf	Inf	Inf	Inf	NaN
-Cytoskeleton	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell Motility	-Hemoglobin	Inf	Inf	NaN	NaN	NaN	NaN	NaN	NaN	Inf
-Cell Growth and Death	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	NaN
-Cell Communication	-Hemoglobin	NaN	NaN	NaN	NaN	NaN	NaN	NaN	Inf	NaN
Metabolism	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Membrane Transport	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Central Carbon Metabolism	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Energy Metabolism	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Biosynthesis	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Other Enzymes	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Organismal Systems	-Hemoglobin	NaN	NaN	NaN	NaN	NaN	NaN	Inf	Inf	NaN
-Immune System	-Hemoglobin	NaN	NaN	NaN	NaN	NaN	NaN	Inf	Inf	NaN
-Endocrine System	-Hemoglobin	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Circulatory System	-Hemoglobin	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Digestive System	-Hemoglobin	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Excretory System	-Hemoglobin	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Nervous System	-Hemoglobin	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Sensory System	-Hemoglobin	NaN	NaN	NaN	NaN	NaN	NaN	NaN	Inf	NaN
-Development	-Hemoglobin	NaN	NaN	NaN	NaN	NaN	NaN	NaN	Inf	NaN
-Environmental Adaptation	-Hemoglobin	NaN	NaN	NaN	NaN	NaN	NaN	Inf	NaN	NaN
Human Diseases	-Hemoglobin	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Cancers	-Hemoglobin	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Immune System Diseases	-Hemoglobin	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Neurodegenerative Diseases	-Hemoglobin	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Cardiovascular Diseases	-Hemoglobin	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Infectious Diseases	-Hemoglobin	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Not Mapped	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Not Mapped	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
TOTAL	-Vesicular Transport	Inf	Inf	718.6	1261	203.6	99.75	195.4	51.3	Inf
MAPPED	-Vesicular Transport	Inf	Inf	688.8	1212	162.2	66.75	102.1	33.19	Inf
Genetic Information Processing	-Vesicular Transport	Inf	Inf	258.9	372.1	65.9	23.3	45.91	17.1	Inf
-Transcription	-Vesicular Transport	Inf	Inf	4.506	3.546	2.376	1.358	2.307	0.9461	Inf
-Translation	-Vesicular Transport	Inf	Inf	189.3	278.3	41.24	11.36	29.36	8.388	Inf
-Folding, Sorting and Degradation	-Vesicular Transport	Inf	Inf	56.99	79.96	18.39	8.307	10.72	6.201	Inf
-DNA Maintenance	-Vesicular Transport	Inf	Inf	8.075	10.31	3.905	2.276	3.515	1.564	Inf
Environmental Information Processing	-Vesicular Transport	Inf	Inf	3.886	3.712	1.793	1.183	2.182	1.803	Inf
-Signal Transduction	-Vesicular Transport	Inf	Inf	2.519	2.654	0.441	0.3948	0.6039	1.271	Inf
-Signaling Molecules and Interaction	-Vesicular Transport	NaN	Inf	1.367	1.058	1.352	0.7884	1.578	0.5313	NaN
Cellular Processes	-Vesicular Transport	Inf	Inf	15.95	20.69	4.115	3.095	2.422	3.93	Inf
-Hemoglobin	-Vesicular Transport	NaN	NaN	0	0	0	0	0	0	NaN
-Vesicular Transport	-Vesicular Transport	NaN	NaN	1	1	1	1	1	1	NaN
-Cytoskeleton	-Vesicular Transport	Inf	Inf	8.99	15.15	2.599	1.67	1.414	2.622	Inf
-Cell Motility	-Vesicular Transport	Inf	Inf	0	0	0	0	0	0	Inf
-Cell Growth and Death	-Vesicular Transport	Inf	Inf	5.957	4.536	0.5163	0.4247	0.008311	0.295	NaN
-Cell Communication	-Vesicular Transport	NaN	NaN	0	0	0	0	0	0.01305	NaN
Metabolism	-Vesicular Transport	Inf	Inf	410.1	815.7	90.41	39.17	50.56	10.2	Inf
-Membrane Transport	-Vesicular Transport	Inf	Inf	2.901	4.431	1.467	0.8977	0.4295	0.03651	Inf
-Central Carbon Metabolism	-Vesicular Transport	Inf	Inf	322	507.7	34.32	15.22	17.33	4.14	Inf
-Energy Metabolism	-Vesicular Transport	Inf	Inf	5.199	19.16	3.407	3.586	14.15	2.07	Inf
-Biosynthesis	-Vesicular Transport	Inf	Inf	54.52	248.6	45.52	16.61	16.67	3.083	Inf
-Other Enzymes	-Vesicular Transport	Inf	Inf	25.42	35.67	5.694	2.85	1.98	0.8697	Inf
Organismal Systems	-Vesicular Transport	NaN	NaN	0	0	0	0	0.9776	0.1581	NaN
-Immune System	-Vesicular Transport	NaN	NaN	0	0	0	0	0.03783	0.01027	NaN
-Endocrine System	-Vesicular Transport	NaN	NaN	0	0	0	0	0	0	NaN
-Circulatory System	-Vesicular Transport	NaN	NaN	0	0	0	0	0	0	NaN
-Digestive System	-Vesicular Transport	NaN	NaN	0	0	0	0	0	0	NaN
-Excretory System	-Vesicular Transport	NaN	NaN	0	0	0	0	0	0	NaN
-Nervous System	-Vesicular Transport	NaN	NaN	0	0	0	0	0	0	NaN
-Sensory System	-Vesicular Transport	NaN	NaN	0	0	0	0	0	0.02826	NaN
-Development	-Vesicular Transport	NaN	NaN	0	0	0	0	0	0.1196	NaN
-Environmental Adaptation	-Vesicular Transport	NaN	NaN	0	0	0	0	0.9398	0	NaN
Human Diseases	-Vesicular Transport	NaN	NaN	0	0	0	0	0	0	NaN
-Cancers	-Vesicular Transport	NaN	NaN	0	0	0	0	0	0	NaN
-Immune System Diseases	-Vesicular Transport	NaN	NaN	0	0	0	0	0	0	NaN
-Neurodegenerative Diseases	-Vesicular Transport	NaN	NaN	0	0	0	0	0	0	NaN
-Cardiovascular Diseases	-Vesicular Transport	NaN	NaN	0	0	0	0	0	0	NaN
-Infectious Diseases	-Vesicular Transport	NaN	NaN	0	0	0	0	0	0	NaN
Not Mapped	-Vesicular Transport	Inf	Inf	29.81	48.39	41.38	33.01	93.36	18.11	Inf
-Not Mapped	-Vesicular Transport	Inf	Inf	29.81	48.39	41.38	33.01	93.36	18.11	Inf
TOTAL	-Cytoskeleton	479.9	280.2	79.93	83.2	78.34	59.72	138.2	19.56	503.3
MAPPED	-Cytoskeleton	470.8	246.8	76.61	80	62.42	39.96	72.16	12.66	334.8
Genetic Information Processing	-Cytoskeleton	191.7	73.68	28.79	24.56	25.36	13.95	32.47	6.521	90.95
-Transcription	-Cytoskeleton	16.89	8.101	0.5012	0.234	0.9142	0.8131	1.631	0.3608	3.267
-Translation	-Cytoskeleton	132.9	40.75	21.05	18.37	15.87	6.802	20.77	3.199	52.6
-Folding, Sorting and Degradation	-Cytoskeleton	38.09	20.25	6.34	5.277	7.075	4.973	7.584	2.365	32.79
-DNA Maintenance	-Cytoskeleton	3.828	4.582	0.8981	0.6803	1.503	1.363	2.485	0.5966	2.298
Environmental Information Processing	-Cytoskeleton	0.6302	2.978	0.4323	0.245	0.6898	0.7083	1.543	0.6875	11.88
-Signal Transduction	-Cytoskeleton	0.6302	2.957	0.2802	0.1752	0.1697	0.2363	0.427	0.4849	11.88
-Signaling Molecules and Interaction	-Cytoskeleton	0	0.02145	0.1521	0.06982	0.5201	0.472	1.116	0.2026	0
Cellular Processes	-Cytoskeleton	4.358	5.414	1.774	1.365	1.583	1.853	1.713	1.499	3.854
-Hemoglobin	-Cytoskeleton	0	0	0	0	0	0	0	0	0
-Vesicular Transport	-Cytoskeleton	0	0	0.1112	0.066	0.3848	0.5987	0.7071	0.3814	0
-Cytoskeleton	-Cytoskeleton	1	1	1	1	1	1	1	1	1
-Cell Motility	-Cytoskeleton	0.7458	4.033	0	0	0	0	0	0	2.854
-Cell Growth and Death	-Cytoskeleton	2.613	0.3809	0.6626	0.2994	0.1987	0.2542	0.005877	0.1125	0
-Cell Communication	-Cytoskeleton	0	0	0	0	0	0	0	0.004978	0
Metabolism	-Cytoskeleton	274.1	164.7	45.61	53.83	34.79	23.45	35.75	3.89	228.1
-Membrane Transport	-Cytoskeleton	11.76	28.82	0.3227	0.2924	0.5645	0.5374	0.3037	0.01392	8.512
-Central Carbon Metabolism	-Cytoskeleton	89.92	70.72	35.82	33.51	13.21	9.114	12.25	1.579	39.07
-Energy Metabolism	-Cytoskeleton	3.427	6.135	0.5783	1.265	1.311	2.147	10.01	0.7895	129.6
-Biosynthesis	-Cytoskeleton	156.5	45.65	6.065	16.41	17.52	9.943	11.79	1.176	48.08
-Other Enzymes	-Cytoskeleton	12.5	13.42	2.827	2.355	2.191	1.706	1.4	0.3317	2.859
Organismal Systems	-Cytoskeleton	0	0	0	0	0	0	0.6913	0.0603	0
-Immune System	-Cytoskeleton	0	0	0	0	0	0	0.02675	0.003917	0
-Endocrine System	-Cytoskeleton	0	0	0	0	0	0	0	0	0
-Circulatory System	-Cytoskeleton	0	0	0	0	0	0	0	0	0
-Digestive System	-Cytoskeleton	0	0	0	0	0	0	0	0	0
-Excretory System	-Cytoskeleton	0	0	0	0	0	0	0	0	0
-Nervous System	-Cytoskeleton	0	0	0	0	0	0	0	0	0
-Sensory System	-Cytoskeleton	0	0	0	0	0	0	0	0.01078	0
-Development	-Cytoskeleton	0	0	0	0	0	0	0	0.04561	0
-Environmental Adaptation	-Cytoskeleton	0	0	0	0	0	0	0.6646	0	0
Human Diseases	-Cytoskeleton	0	0	0	0	0	0	0	0	0
-Cancers	-Cytoskeleton	0	0	0	0	0	0	0	0	0
-Immune System Diseases	-Cytoskeleton	0	0	0	0	0	0	0	0	0
-Neurodegenerative Diseases	-Cytoskeleton	0	0	0	0	0	0	0	0	0
-Cardiovascular Diseases	-Cytoskeleton	0	0	0	0	0	0	0	0	0
-Infectious Diseases	-Cytoskeleton	0	0	0	0	0	0	0	0	0
